Y	sigma	target
2.856555355697345	2.920618974259677	0.3642990270734919
3.6564585359509123	4.699729584616966	0.3207571939745483
3.7914782656103054	1.3761833512418282	0.7978084400828799
1.5384316497095047	1.771095290032903	0.27758548311978803
1.1099791041649536	3.3550012233775584	0.1274372895932392
2.0100381231632816	2.3004926157696906	0.3045057749196829
4.719922428152566	2.208099052080525	0.7356260438859563
2.040427383193978	2.6829160675495314	0.2770124740517911
3.1187849609184433	3.7669130074234034	0.3271283696662422
1.2577830978899571	3.5436704109275197	0.13841046820484504
3.5531287722580878	1.990511785152324	0.5940670071756807
1.0100582187185472	1.6344140703479648	0.1917045293083206
4.1816533195644645	4.34647546949626	0.3910663523495466
2.7626833003040154	4.033500928222743	0.2744296007589571
2.203663968760464	1.3855783578416352	0.4618720574649747
4.435979492822957	3.2419048653619544	0.5228758816641262
1.006863753485836	4.559096471798268	0.09056001803474133
4.11838168676675	4.34422317455078	0.3853115366119538
2.2006053468293216	4.629255287212908	0.1954614984177472
1.0663440585576371	3.640538496033252	0.11489443083697627
3.582064450468627	1.9221280006647103	0.612920523956137
1.6608743680463696	2.1568468425006246	0.26305906667469897
3.883589972889226	4.208518606028424	0.3728113756178481
2.0771075358073112	1.1556491647929978	0.4817823720416887
1.0541856857007221	4.977083148992076	0.08818562996555357
3.8919555918807136	1.5081856086031709	0.7758507940024773
4.3106038875365975	3.665131679058824	0.462002381078153
4.980596903264159	3.365554322220464	0.5704426672591334
1.4250858562551785	2.895542044475666	0.18291239575710866
4.238852949341805	1.211016600119195	0.9585755595668728
4.58264572156139	3.4175072153819035	0.5186913680191023
2.186309323483864	3.9029449592619057	0.2229587871829784
1.1630084157037128	4.530048774130595	0.10515354052067603
4.3678887915289915	4.461606898730998	0.3998721321873119
2.115133112787841	2.9068278572829844	0.27069699383412515
3.1111442905298707	4.392299355247502	0.2884803017753706
4.213719835846981	4.792553808933454	0.36371866147781423
3.8130010214856886	3.3030575430539573	0.4430571731071408
3.5236663737338607	4.4669771638306734	0.3222682542965711
3.893152885934223	2.1495413782067416	0.6180507601635118
3.4257340686522584	1.6854745416287913	0.6378265769323745
1.4527866458389678	2.739101092789588	0.19426950619769198
4.366326674064228	3.229224208460621	0.5162089379571474
2.723073081840312	4.554635462403177	0.24511717287944146
3.029098660492469	3.1837510714158546	0.3620075153595801
3.2193421365371324	2.3915748660096856	0.4746087383771671
3.9524703133771695	4.103674841632101	0.38721807678026093
4.68976206524478	2.4545387987380805	0.6787826593462951
1.7858074686484968	2.8235638829841427	0.23352656360677096
3.496957742479248	4.2210175040415985	0.33489235956135444
4.1773537335315485	2.8088298575912143	0.5483775712908053
2.1939399768662344	2.355443558950034	0.32692249747642144
2.6707738569548725	4.1204368135030895	0.2607955096635293
1.4107790667711957	4.6437042746327375	0.124986976471495
3.1208214658146805	4.248650432854915	0.2972975154031321
4.654989114922289	4.995144904884217	0.3882299084322291
4.745664562016664	1.0150703176423717	1.1775431657315767
3.324752201347553	2.623200013637523	0.4588143338531369
3.457866689301765	4.346151898659088	0.3233977218426081
3.775602795482043	2.851515234666493	0.4901451202242196
2.48376852788265	3.8321133365964215	0.25700644364771186
1.6838459254317597	3.9575713042487712	0.16982568904139195
3.1477972754544328	1.6547113999858762	0.5928699585708601
3.304562859759956	3.62495371617748	0.3572536140416962
4.498501163281413	4.6825129923572515	0.3958196989018516
2.84936573359757	1.9574871446238584	0.4817207301775034
4.670196184978074	2.03910665970331	0.7683501613980863
4.701862752014415	1.053866867638228	1.1446366914280957
2.804405502596314	1.4076017210653329	0.5824064416591712
4.46405840789792	1.4493948700766317	0.9112574012532038
4.244298906754496	2.3144264089049456	0.6402765340258032
4.197946580092744	1.2253436292065167	0.9432131121227312
1.2765236089456835	2.8827819047610386	0.1643826050827655
4.8286841263090565	1.4729955667032475	0.97628240651199
3.1912184854286965	1.7465274802480333	0.5809551348709796
1.1133316683878791	1.84827687561196	0.19543950904503912
2.262171200887459	4.0743372059715695	0.22290312104458648
1.4693404322182102	3.3520935864468826	0.16880846000117872
1.1831095621332146	3.3997560141693834	0.13445172395048935
4.529767930296209	3.4403745248541338	0.5100659758475002
2.0061817665579	1.1920877403145431	0.4575961376140063
1.3622579043622165	1.4811209697555323	0.2745246848033453
2.973087326047733	3.1527205555918165	0.3579686239716206
1.531339350880982	4.636965074853312	0.13583012583423107
4.207879358850951	2.630539963821825	0.5795115052832758
4.628550769538959	4.739673873453017	0.4032067737286265
2.1617786229688574	2.971693259911698	0.2721482352110092
2.029818141689586	3.240710567221219	0.2393252391921256
1.4974131783280713	3.077231035801851	0.1836311414755997
4.182220496892938	4.649114454964306	0.3701660260412765
2.9274234437793547	4.33794305618544	0.27420894274875685
3.5441785693006667	3.157925292338461	0.4261955566916142
4.954140406234758	4.357044037988223	0.4623949673648032
4.070423376984436	3.2883355217841927	0.47459245624639296
3.36238049320868	2.8201437471932818	0.44008559830753385
4.5138983021780135	1.8271536395290149	0.7983114605207658
4.9140655936545325	4.3672649797670715	0.4577811615579852
4.834984484386217	4.382855433459352	0.4491096355971574
2.481891399967436	2.860259184128728	0.32146693804545745
4.870353500836507	1.4985956921821826	0.9746181657311106
4.6685375002602045	2.750305648444604	0.6224209355038071
4.11522492972066	1.7466442310712502	0.7491368709437178
2.367883582744855	3.6904943524661964	0.2524130086096208
2.5053656352984435	3.6029835691449104	0.2721458373317484
3.5300783884520066	3.5202192650637514	0.3904764549515963
4.318566516967287	3.0864259899837454	0.5284038579864829
2.854361356839312	3.323603401150314	0.33009056243224066
1.5572200311826854	1.8984831947115488	0.26862671379705144
4.255372108271951	4.9763017404692755	0.3560205201367399
3.8745523673860776	4.32065745367203	0.3641046619823337
2.374749755164688	4.003254625614772	0.2373204976423613
1.3525588220516809	2.058143910149469	0.2211404796162084
4.569381570929284	1.1168858081986899	1.0792697351061848
4.1316790167817095	1.4898400758482488	0.8297077103183246
3.019020328700017	1.8864981150309161	0.5229555344205866
4.661232543917565	2.4299166317455927	0.6794964782489942
2.217508266092973	1.6520486519281177	0.4180745825459838
2.3538397914124616	3.9601577320845887	0.2372746915069595
3.1998239331150704	1.3371163247690596	0.6845666814276475
2.7027003112290124	1.8497397592397604	0.4742012498625534
4.201405608033252	1.76392033443553	0.7600446285821214
2.6253830828108344	2.2123476657276693	0.4086393124288628
2.2799575577228532	3.7660995190250106	0.2391848458704927
3.5745803674395216	4.435330640731179	0.32882823545750817
2.8943731565189545	4.787718214089264	0.2500444086473553
2.9424851751442014	3.498463082128912	0.3270544985501649
4.255423109272449	4.509953833919788	0.3861577825821034
1.8398668869433203	1.4478991580203515	0.3758052861195567
4.1465235679684325	3.5866568354324917	0.4520202531761287
4.3769875152779045	1.3797057706684923	0.9196488845863388
1.894989110625792	2.9475240066702963	0.24002249352046365
4.550134112052539	3.964271072958133	0.4582882406279622
1.2426941821686892	3.1279049118189315	0.1505235959542858
1.9038322738024136	4.0596527084152	0.1881386315938212
2.2933667923764443	1.9360141297545816	0.3905578602525568
1.5794637770889537	4.8182161802307455	0.1357343666995125
4.348076643314926	4.425478858197014	0.4007090209876766
2.5703902322485312	3.5444341245992668	0.2828064134910517
3.59734924647904	3.2342219778145456	0.4247945980781785
3.799730763463558	4.213421709894918	0.36441812833323867
1.8334832417513776	1.479222603189744	0.3697697898108133
4.395281935360321	3.3300369551037834	0.5075339980851241
1.3206389103860483	4.3327000521190095	0.1238246008099853
2.3996451858679766	4.002756324575107	0.2398323074502117
3.2597861135807453	2.9698991748457337	0.4105628342195135
3.1538488572613583	3.7848838833703415	0.3295637819156307
1.7542910629863997	3.814403681969233	0.1821919368287001
2.311494803565476	3.4396603426450207	0.260323383453739
2.079204477505645	3.205612752781668	0.2471939999861402
3.4872015510054553	1.9148450368286687	0.5981795784930484
4.522204988334888	3.885535706263335	0.4628156726535996
1.0663010881677049	3.204497139880742	0.12680482976829305
2.7952982913967994	1.7313553473352732	0.5117053506281981
1.4087144490269858	4.770338687995194	0.1220651442832743
2.210714987734381	1.4056153068658674	0.4594905472676322
1.5882520100871167	2.2942466164585498	0.24106452779703436
2.698929448378154	1.865888958229824	0.4708712528145549
2.2451922035236254	2.8438977288014384	0.2920462980454603
3.0631173850599134	2.9418635433787017	0.3885367100295935
4.690357638143585	3.170439013420048	0.5623338002366767
2.702360364170739	2.387729193269775	0.3988453931824565
4.070611832909452	2.3797074006345498	0.6022136460903661
2.505454900394887	2.7712883556543746	0.33217493123250624
4.054159955064378	2.3761938861793337	0.6004039003299458
4.865595703664216	3.7190710794134776	0.5155247316458039
3.7311075382349137	1.63886907086622	0.7069520006557509
2.0249587084938256	2.107213659842921	0.3258479992322436
2.6535119722163265	1.5021084687088018	0.5302551838581274
1.1565061793622693	3.8925353317224367	0.1181908868254526
2.281167248369089	4.51616651125047	0.2067710649883888
4.364329692131722	1.7660600547445275	0.7889072554020904
4.89887717649527	4.662675934487421	0.43255849647510425
4.911210575498156	3.821860466213998	0.5092651073076689
4.544904474166163	4.129008828431571	0.4430587493798461
4.682737994335975	2.134640830548572	0.7469337393778033
3.02425767112556	3.5645213148775485	0.33127873247829176
4.9202568137802745	3.123732167200522	0.5965781256255167
4.691951663078953	1.4198683082239665	0.9694642570286304
3.7772921785853337	3.389843585701037	0.430230839076937
4.874579095555154	3.582188035760033	0.5319051790883808
3.7953501359049535	4.379642803832026	0.3527511281233626
1.665584757277224	1.4182058653245897	0.3443844010885435
2.978903238143139	2.964711535359011	0.3756771724217503
1.7608603515711485	2.855228704590276	0.2283730079974968
2.2407084343084867	2.927920435789725	0.2852283378619382
4.818828731310144	2.311924912381111	0.7274966762222943
1.4123793096964843	3.3181789615447035	0.16353876509917115
2.418437763073086	4.947498750466264	0.20331553351595816
2.133217765081664	1.001142148978714	0.5330000585341613
4.07049039300928	2.9638930935671186	0.5134460361223105
3.055115486748246	3.1963022029153523	0.3640247221262717
3.3797554166745134	1.9728955547569529	0.5684282132392006
3.884755734525268	2.8015403012213245	0.510944962661215
2.5720333855476287	2.2533363993693385	0.39529164368711134
3.5915682253253456	3.5775448304107984	0.3923029001774987
3.970371990379484	2.234617411760112	0.6137313142420471
4.6891176751741135	4.255702751316303	0.4460980669045366
4.355777399801638	4.885599042007949	0.37003687888969816
1.4791065348345929	4.07199012209604	0.14581125940988038
2.000687504090481	4.590127393555015	0.17894829251987346
2.551054955224769	3.850795724415409	0.2629522144567537
3.006448959274936	2.0029147186251977	0.5005884683683852
3.4407286078248234	4.304234871080787	0.3243378820368622
2.630298862918604	1.058353805953829	0.6389326400812174
4.250680822136957	1.068277598377739	1.0275895328245577
3.0402432231294547	3.3250234797033813	0.3514712969070356
4.111286196951024	4.014866554187581	0.40990983035410616
1.7577945134275597	4.7712192083742755	0.15228970257072613
4.668370582212708	1.6186393535645376	0.8913733339908071
3.3708812683910687	1.7873911692302231	0.6046659876091206
2.0499559194202353	1.3393229062877676	0.4381515510129543
3.696220681042459	4.67917428771155	0.32541884557410444
4.497348749128715	1.12849849280647	1.0564604025626692
4.902262084149445	2.6815653298487048	0.6657850187261114
1.2171958279701631	1.773703701141936	0.2194170609263424
4.922835105915466	3.8543292859462697	0.507056157085133
1.4870135339630908	3.837214636667989	0.15370555636408434
4.687513561249124	4.156626596498357	0.454513573314792
2.8459019666357848	1.4896301889974195	0.5715511442648912
2.644102199101233	4.507357426326832	0.24005180655804415
1.5770991738531592	4.596291299212561	0.14090574360157665
3.1311262424071007	2.5036440371601687	0.4468385214362406
4.509112491661676	3.339487239383707	0.5195443888783111
4.700942973221932	4.733983773875778	0.4099194520430617
3.2336631888382485	3.020269827415263	0.40216991988784695
3.20955357490677	3.185203881177174	0.3834405283505589
2.4100883464649656	4.464833844862958	0.22050884023953374
4.677269681709399	4.825328125396323	0.4014597616671751
2.805120734545168	2.4245618234212425	0.4095590734207809
2.6391753292062736	3.9880787890242897	0.26454828009267656
3.8743962674898778	2.563814602819724	0.5435743296557036
1.2663760351227276	1.7278272590327557	0.23212174285034534
4.955988066612698	4.014089177666281	0.4942062148283703
4.4569096185729915	2.9511920582018965	0.5639955680364009
2.3983843400009683	2.5068227602596327	0.34195973163801985
4.625638312350811	2.7543000338989656	0.6160453707194697
4.952497708418869	2.0940713859173896	0.800320530896616
4.299169959801439	1.7043955209830473	0.7948485948975932
4.918151115616189	1.0622465122539566	1.1924256111944729
3.161804980386432	2.9442019356434974	0.4008168232733478
2.2825201018466417	4.5842699659282165	0.20437050104786988
4.465167772024582	4.3259791350096855	0.4191875013810453
2.8918064007409914	3.7044975127166153	0.3073448750822184
1.5781727813496782	2.0484482617050235	0.2588485429086785
4.976490686123522	1.5294314956543411	0.9837172294789008
1.366300748540349	1.1074664739785292	0.32415717293974594
1.64074564283817	4.164955178991326	0.1588344512176962
3.1516262770597727	1.4638564784148291	0.6395718063674379
3.1761725444553814	4.6704592672886305	0.2800630773223145
2.845371796538537	2.8149118045316945	0.3729275986352487
1.7015637019803664	2.7575329297793605	0.2264203313422833
4.178943590029784	3.5116546593629776	0.4631276001319468
3.7186521301169706	2.8026428315650116	0.4889562726282297
1.4248858779143798	2.790002651645616	0.18797953575252724
1.3938271187274165	1.240637949467692	0.31103354271459777
4.299182129797263	1.3066705860929506	0.9319020573889656
4.622625258968738	3.5574097069807515	0.5071548923819703
3.8763273604623687	4.154358426999881	0.3760242341856893
3.0544929753787797	3.211646191336296	0.3626245934027084
2.6682105761603703	3.8348954302068576	0.2759326044044568
1.6009513492164036	3.934937839724976	0.16220582722736224
1.8650611540753084	2.7125769381978144	0.2511814819089863
2.035167172424666	3.7141291543340063	0.2158582323262828
4.190502453371696	3.2640700823025584	0.4913735436436429
1.347536152998554	1.4382644928439183	0.27633100448155823
4.341054480132241	3.2441170409170828	0.5114202127651754
2.13622460247979	1.6205188234922026	0.4075957370214529
1.980496172799623	3.1510162930117493	0.2385555768756913
4.108325130669371	4.1884805225815285	0.3959083119604037
1.7731750084803302	2.0007362273207163	0.2954566603249154
4.616058353699653	1.432287184364824	0.9489131019092852
3.486416166201092	2.5897093858907456	0.485612593028332
1.4204431733458436	4.916314462881411	0.12004459721145788
1.0255206507382684	1.168325928194608	0.23647751415123686
2.245294380523754	1.5481999358924736	0.4405647980948893
2.497358042850806	3.7233835500161994	0.2643611318460727
4.933406081055786	2.2694578577860764	0.7544685228633681
3.391565092997592	4.775243968228399	0.29362959484099344
2.9258803342037085	1.2558078641719903	0.6485216185017763
2.3088690212536265	2.0812656689344498	0.3746624389665286
1.5001136584207655	4.865875533936453	0.1278678391437053
4.416881418438312	3.3442836845100268	0.5083555471051693
1.5833309198019738	3.442803330134735	0.1781905254574882
4.871670316399292	4.047330898097531	0.4825986659835943
4.391397696634938	3.5923524535562903	0.4781207171102761
4.079359625189031	4.2431553733705565	0.389017617702851
3.4153458624891537	4.3398153848392065	0.3197999946014986
4.589811026819474	2.1973911250944167	0.7177431298280625
4.704750548577869	2.1092394403978942	0.7565757862597734
3.4242950689127762	3.899080720220784	0.3494834301034394
3.62447800510755	2.2720971434491117	0.5538463325216247
1.957773026255762	1.5298051963531345	0.38694145878860736
3.054149273754584	3.496508288652304	0.33961343754911383
1.1039770303678416	2.4314025193308457	0.16086381940745428
4.183400682428267	2.02983935302591	0.6903667480340651
2.7642937688529026	3.5112420927559955	0.30637834459069657
2.631854908821848	4.402175510168076	0.24359213282390785
1.8537662102964776	1.5743206330256037	0.3600495964866939
4.511366064530012	3.8839888249644208	0.4618526194685629
1.9370516531559976	1.0902670895763635	0.4633502729903722
3.889859150737765	3.695405592260904	0.4142197169451281
1.238359461984197	1.109309812509244	0.2935461293168308
1.4692914319432062	4.566654787479196	0.13197256593385415
3.5652345842723183	2.6569703571057803	0.4874574081992198
2.2687180161635747	4.921365456385488	0.19157051130132768
1.010501077570818	3.5734367564779266	0.11047502473271546
4.385226231303777	2.917531994177407	0.5596924591581511
1.1200954578489428	3.4418069705424386	0.1260855621684248
3.972848662427879	4.3538805155879565	0.3710251518371423
3.705163763895824	3.0539463320814586	0.4569823402168035
4.5411643470896506	2.3106992864995908	0.6858315953985407
1.4483652406551606	1.3645173098632526	0.3062708051688833
1.279150725789449	1.8883746148651013	0.22143089044029532
2.7786320138766194	2.5920979194690026	0.3867700820203931
4.371940945960665	3.2807563794573333	0.5106505204244876
3.3657871058210738	1.443128497887982	0.6888272779615778
3.4136868409703798	3.646733881314205	0.3673211042596773
4.349609080316407	4.241886051420888	0.4148897016883248
2.4315435006541155	2.419946112575284	0.35549441725313
3.5938222397430635	2.7375107560698932	0.4807775113297704
3.0109600148677425	4.890509859455942	0.2555771984690168
1.417030763547286	3.5396363854994983	0.15607315688031356
1.1315155150636291	1.0137377435104329	0.2809490755958924
1.5527548353630631	2.3269271896041195	0.23336170990081534
1.2498037937163673	4.055893411653072	0.12359870867093024
1.3773013764675823	4.286590207528043	0.13026367870412212
3.1415347469644486	4.208833882792954	0.3015583542933003
1.0770124873249343	4.072974559084615	0.10615197008983954
1.8955932282124668	1.0708520001127129	0.4576843801752354
1.663643189110299	3.5038774278588942	0.1846901048882653
2.113376836299113	2.587109141362304	0.2945793887242165
4.661504703871444	1.1802175778304689	1.0690457574674954
3.462711929123385	3.5773258784965463	0.3782461661065671
1.7695006946450844	2.8611459654059166	0.2291419063794781
1.82265258950764	4.0938682978518415	0.17890652868629126
2.02233720451102	3.7961001306226336	0.21083142026149468
2.191224079783009	2.608547469280648	0.3036158036490819
2.8683782765317423	4.651191135492956	0.2537852824085671
2.573728786316268	3.1885416290227937	0.30723447613396776
4.70744656329349	4.566499597804416	0.4228372319608394
2.0991251709804657	3.620857348483381	0.22713589845717955
2.1380676487555537	3.1978582983353663	0.25466172233629125
4.992561897431775	4.645857478845265	0.4421438121789866
1.733285686268788	2.0151145631783924	0.2874328072697907
1.1519516933277472	1.1534265782114637	0.2674694612259557
2.07156449102188	2.2879447571262137	0.31502422395206303
1.2914420711213497	1.8312208421771212	0.2280715887440753
1.9974761733834523	3.6506945989278567	0.2147503056687423
4.782191533951716	4.593623976025202	0.4274680917459449
1.7610197915850931	2.8944304545713733	0.2260946513395773
2.727329618652904	4.024919215210352	0.2713804443260819
3.211492244893266	2.9899841525641007	0.4024442356280351
1.974756045616876	1.10555550559235	0.4689394414851398
1.5606261051778392	1.5508271944315553	0.30590588586021805
4.473073870079856	4.4957091789742245	0.4069605690920816
2.072017184401317	3.071793401557951	0.25443545141663143
2.153758682468258	1.9326795079818369	0.3671998042415477
4.597152239772513	3.0498769894106004	0.5675668979320729
4.496814129490482	3.2813107519722475	0.5251679205274878
3.2476040664916077	4.346886751005673	0.3036911213689704
3.4939897380930036	1.0988656015194	0.8323519465857302
3.2041516453506613	3.727413112592687	0.3388905907985463
1.6184973183520317	2.2671348810649907	0.2476936792129697
3.8134733981766598	1.3089971289181186	0.8257856517914911
1.2221231304495979	3.624775827166009	0.13212782371751153
3.6202699722092997	4.100438708642836	0.35489789986836345
1.8442400423116323	1.59694962664171	0.3550781315493869
2.179735981985723	2.6148958512322378	0.30149360751883064
1.4656360215305573	2.4218286932460003	0.21415975972488446
4.940957299005063	1.9132710988742383	0.8480084982332015
3.256617216012039	2.3496352894374244	0.4861151938363701
1.2987592551926257	2.3785938611029045	0.1922041104355556
4.812441563679403	4.782077203838549	0.416151617664718
1.6766472474332643	2.361071858560964	0.24942151164704895
4.334404044076956	1.095776063415499	1.0340809115390768
4.388472298411987	3.703023020691668	0.4665586665325932
3.521848305077138	4.9610051201993794	0.2954072538155563
3.6859029251939415	4.554306104720488	0.3318058867930749
1.9395800219194883	1.7813868949914695	0.3486713814270411
3.4546953433565504	3.574553347405477	0.3775991972326577
1.6091997086808771	3.8984833152909295	0.16425489331132934
3.9843663041633164	2.0902408309002745	0.6446692219458114
4.873868522729795	1.449853838488251	0.9947263886031154
1.705254328049152	3.4952325063833016	0.1896736515439039
4.63042278891415	2.2149864574767997	0.7201309943538953
3.322461322871692	4.94854166963694	0.2792668781182525
3.994282301763272	2.907760012069279	0.5110705736056929
3.1541582092052343	4.3485939992393305	0.29485863103965393
4.813007931036365	1.9959878109181977	0.8032422417568672
4.337950637870756	3.0307540500514265	0.5381065904796908
3.390761845032326	2.074547890124031	0.5514244640527519
4.098127882547683	4.525196948519175	0.3708580816875709
4.291066313881986	3.7942991464381963	0.4475175810702097
4.881864952894978	2.0747980861006194	0.7938513060358436
4.7397447130000065	1.7770733961628118	0.8533704437824894
2.6846830121919694	4.2980136385495165	0.2533669404564782
2.162450625150753	2.8032378440738057	0.2842907430204868
4.930484649512933	2.6886540403148835	0.668331130491712
3.1494003782531896	3.4935588673397997	0.3504349749531204
2.8573611863707264	4.979928983922587	0.23891263542200256
1.313187180260798	3.1537908539223256	0.1580709316431744
3.042686984389173	1.9729850054300608	0.5117225581077275
4.582545685986332	4.869458469686174	0.3903721024395757
3.4759931473225234	4.744044490679077	0.30257366155180865
2.3657591681043644	4.092780414624873	0.2322659702066324
3.6219638639063634	2.6691178148828496	0.4935742113832897
2.1938791174911363	2.275640079268752	0.3348779268174198
3.129796314008756	4.853314022006961	0.2673525034058931
2.7984254241062887	2.691674801777645	0.3790184095791385
2.1091185692099463	2.93470107797726	0.2680150953543587
4.4170960503065935	2.798545525193776	0.5814193907918562
3.5522066843104056	3.821483940198878	0.36837275913065504
1.9991956005155185	2.865924066707305	0.25856633058733075
4.621867124319742	2.6511518952832605	0.632932736965901
4.271969141453233	3.172480359544962	0.5119220191990453
1.2639316148255049	1.7501821944947746	0.2297905239433959
1.8246247855658968	3.9562505622602964	0.1840730974599656
4.60714758638944	2.8955027886950746	0.5913418416435988
4.885412348880156	3.1891579416204925	0.5831019523449064
2.8617745017489176	1.6329881761470948	0.5434461361570964
2.3802534153717696	1.9302679329171828	0.40614944944678577
3.298207762510342	2.8902419113017146	0.4239077977295669
4.747829182767128	3.913709834852446	0.4831206300676586
1.143786383901238	3.1245979241307453	0.13865428884711106
4.594017285306826	4.682757269320296	0.40420671406367387
2.3469512770030945	1.8700476560199968	0.4088697398595987
1.3626945778644737	2.5798006084480516	0.19033107244138397
2.542521169938522	2.59567793970093	0.35355240549574857
4.989106314865472	2.4930148413662154	0.7141547547668153
4.020058898690748	1.9832200816263912	0.6737784656670542
3.073679723327713	3.526034972394882	0.33955545439602763
3.743077359285922	3.0766919780860893	0.4590826801983711
4.4439884159084	3.149732677306752	0.5354547824503029
1.1330232651284455	3.0072128368983506	0.14137298307386942
4.502190436182767	4.854855599090575	0.3844834735874685
3.6300012129591988	2.834167811496666	0.4733753700183286
4.862381361732608	3.404059332088518	0.55203404349082
4.992182474175428	1.7668621449826982	0.9021379115739514
3.254851268676843	3.054058121436118	0.4014312537191546
4.435097695267839	3.784166704316208	0.4635183062566106
3.430009479126708	1.193191627443151	0.7819675755203965
3.1362272654902186	1.629160042086173	0.5964314106572418
