omega	h	target
3.63672207995291	3.404290839043981	1.9711669024005951
4.623293852263091	3.4445820266244587	2.52692745981485
3.1117900447430795	2.1750220916298617	1.0615781090505028
4.993262054601481	3.8836155369547294	3.106999347631951
1.866291335673864	4.994148742233106	1.5060422376554088
3.08735067001618	2.6993655236734733	1.3313349201104197
4.304737496922047	3.0430687083844745	2.081280589043741
1.4540084929010106	3.974622327063128	0.9157502695704168
2.627828851759745	1.6507439050899952	0.6919334463585646
2.5628878725750472	2.889880190536517	1.1775449804504787
2.576364698040212	2.4742876626673715	1.017981068153867
4.152276110787026	4.40854180635442	3.008488015977163
4.1327707529014885	4.7358247535823335	3.1064403398030835
3.4022003507610368	1.418087580673845	0.7603613172711501
4.943433438894274	4.848683581689071	3.8258841662760785
2.7561068838526057	3.7987191213857177	1.7070271364184064
4.99110068853642	1.165221877031689	0.9182726262714058
4.666007168492996	3.2270081192353075	2.3871304902987367
3.4915071571255245	1.916243823932127	1.0645030993958722
2.7904389737707067	3.2297440545614697	1.404624303197837
4.657782693102278	2.3059620920445605	1.727882537941717
3.781336284858243	1.6116940111601332	0.9856412100364518
1.0053395363425328	1.142440306883985	0.1812574989299571
3.773420182249744	2.179973510504159	1.2992142168587324
2.5918194440314246	4.785573396049805	2.0121397458039514
1.94031254617044	2.8540957507362994	0.8878021156925344
3.413744988125881	1.3159852029950372	0.7220436051862283
2.9014960106715764	3.280782067380299	1.530022521172757
4.761787877040391	1.3940458425932598	1.0527276566716544
3.363411708846192	3.8567948727200254	2.0530080812400557
4.7321362647064245	2.728533685836335	2.0425971511351633
2.918389765872617	2.6332067258878173	1.2123746963780975
3.5555261484092	4.393271969056999	2.4565875784122473
3.4781641694494128	4.21607977733864	2.3215511021914854
1.2823669747089896	4.907172822857392	1.0005512261880947
2.2581409115084585	2.6585952006834312	0.9561299959902693
4.163414473831288	2.2711035831738644	1.506224697542895
1.7837414105633005	1.3990263629157664	0.39613919371467177
4.397099002474168	4.939402189771731	3.503410772598122
4.046269560370265	3.8454368576249696	2.4706990745026007
1.6586185643035003	1.3746785171982363	0.3651179665565506
3.823379113412804	1.1971306149392935	0.7398757793628304
1.468394003821179	4.93497724636129	1.1428150509165529
3.4538873185006493	1.972927936751736	1.0804305335714728
3.0181797281074423	1.2964854859637014	0.621078262509988
3.259015581659212	2.21753295737762	1.1507577483265161
3.895963108807012	2.292959389245694	1.4290448151348774
1.7611928461964643	1.1538351606316652	0.3216322908390005
2.70758345821002	3.501096047111948	1.5154210564285198
2.6504499052371537	1.7866565091118225	0.7479238336288093
1.528707312108836	2.412605987194756	0.5871162039279486
4.8647014415438825	3.539087790620009	2.6857447865931596
1.9011144294728828	2.7334838619446544	0.8076638353493651
4.628093528076238	3.9457290554992586	2.9116804406127357
1.6107614331304752	3.093148306609649	0.8038174338751637
4.113126397987793	4.708356467113728	3.1020129148422035
1.5009833346051351	1.5902470593353069	0.3829376258226889
2.942883042427395	3.1459733593073294	1.4694652929841077
3.3433219394370006	3.287146036924988	1.7329254996881465
3.816799865562342	3.79505222243826	2.2731489714076853
4.796756125791063	1.0918896120882609	0.8308621239081149
2.9066683457722635	2.0649331937556794	0.9566426637534108
2.902858394820768	2.866988487233856	1.3037480739781009
1.6340231809825592	3.626713734611928	0.9231089871865125
1.8303484345179	1.8560930146540853	0.5470441777526569
4.83681809313712	2.0874988561515253	1.612579859366022
3.919819222393244	4.847878290198871	3.063742536097976
1.6642626446995878	3.5142649155806267	0.9333418497768583
2.1601857540977587	1.6714387557254216	0.5844788963854926
2.6765772498348337	3.279195246569091	1.4024260845019492
2.7299066528895306	1.1926594575939888	0.5132369834840832
1.4018022769255472	4.773372080926156	1.0765241654584254
4.747345001161684	3.6153405923770414	2.7033633500354157
4.610291447633088	1.335308064303522	0.9726234789597327
4.252908312129246	4.9573840542236205	3.3759798992959995
1.6826128884632072	4.945739116084368	1.3200401369694688
3.4983774178510934	1.3231857453059552	0.7434917792500796
3.916629930552528	3.921645358538969	2.4594573544071836
1.6995181917819986	1.901808544355834	0.5236239228296258
1.3924774253970598	1.7653358140344568	0.3919080533551774
4.560581329012676	2.693673009166948	1.949794161880323
1.8013973495867162	3.6240010010497112	1.0356224707918127
4.057995273140897	3.7822535350083575	2.4274543584832076
4.716556372250644	2.38680700635438	1.7687719630983227
2.084860082639488	3.426471833595989	1.1457462057774213
4.848078677839889	3.910350202515993	2.962627144253326
2.843111181792397	4.271821660301214	1.8948802662696083
3.640719102495845	3.658374591216472	2.1001146762771987
2.339559289046768	4.064859904719103	1.495613139912651
3.1873309099195577	1.563638023673566	0.7979952602131692
4.690195038133955	2.53339794212732	1.894401460306275
3.508191080505753	3.5667170489468303	1.9969399029796813
4.969432145614442	1.97482437012198	1.556235185480105
1.0176612029182637	4.346990174928936	0.7008622809934328
4.72242595205849	3.0098465859335177	2.2226928292160393
3.455825655168073	1.9283443605165824	1.0495317981578578
2.746484876176721	3.295712060796744	1.4371321509401056
4.750499145104179	1.908621093295628	1.442289044049321
3.6784801333345767	1.2019258278386975	0.7012712131503572
3.539283594003199	2.211175708962175	1.2667102941528798
4.465233224059818	4.343496040931564	3.0625112509793926
4.651187630916158	4.393159070796651	3.2465174696313257
2.7014559655136936	3.9859308189162177	1.710649359404944
1.5604806054209377	4.954778259093606	1.2151397318882788
3.0219140013705186	2.501725896578922	1.1975008931333821
3.567388680105521	1.4952032853532704	0.8325468872253503
2.256722879258616	2.462574468648897	0.8704580586564384
3.2780638123204326	3.995924356853644	2.095659799199922
2.6463679405481417	1.3813496040844897	0.5820359323665716
3.003472879991651	3.4761708191255805	1.66610925803427
3.1729044871526337	4.804566286961164	2.4289003183753914
1.602153056383933	4.483915177133053	1.141646525062297
2.6849472795309097	1.0883317545405418	0.4569971679325405
2.9014928725301363	1.7829293530622925	0.8198470632320971
3.4257525144432512	1.8455633430978609	1.0099554791450287
1.9766328719465032	3.080345003371346	0.9717660441442081
4.51928614278992	4.586521784041534	3.3548873842884905
3.9798885419273566	3.5383972846228287	2.233640044378302
3.5084405396212395	2.6507522973932063	1.459857028307261
3.3625361825279563	2.4778458062171915	1.3299454257427268
1.004726055548522	1.4769634544416954	0.23518278821178448
2.378127351501976	4.217359063776598	1.5999880179514885
1.339377088620263	2.135652769836171	0.45687123613545966
2.1824796668289244	3.677689908085189	1.280743201407728
2.0100579848331037	1.6874475639686803	0.5434767741096883
4.211728495194752	3.1701558275109565	2.0994205710937037
3.423998072040604	2.3373828183475576	1.2738157601313846
4.972352347661854	4.698835566425183	3.8030467519171105
1.6464723297013424	1.4578812896267888	0.3795827929447457
1.2403637340071176	1.9176530670409668	0.3781147740222948
4.133245039826127	4.213975087094878	2.7516588167400298
4.282221736953753	4.723944623893203	3.197924295090964
2.7318651961454186	1.6680145315640704	0.7246113491041174
4.067807215827783	1.401029325736716	0.9053838848029581
4.8914089452819685	3.249066840348146	2.528080698037939
4.989081750157228	1.7356418047157152	1.3831000671024134
4.282729500538398	3.399198206999199	2.3526658891434167
3.8780803099599055	2.9693987210007737	1.8707632283483682
3.353470465941372	2.0356224842868715	1.0781941632015193
2.644856045386037	2.436263845003736	1.0414493726543397
4.2311990237430175	2.3339922052928466	1.5775081939253275
3.765354471458564	1.8695909837597893	1.1103281118761938
4.529629740001863	3.8062666643485983	2.7334509060979446
1.3527329703164717	4.987624778333759	1.0766375870339604
2.20380289223664	3.4071307138111906	1.200729132759227
1.6217318616182426	2.8000777432753905	0.7205810235425831
1.212699883143031	4.137446224179232	0.8045875953739816
4.27847016038082	1.938291650775385	1.3110717315674096
3.1759833648729905	4.925998302220722	2.4913696945174206
4.328525153491942	4.962639518337361	3.4432978262646516
3.32357432237375	4.935778687986861	2.5968842131720287
4.397020859825393	1.0072711145558495	0.7021821740567585
3.379121530160346	2.9430526308439853	1.5715980391435596
3.4363905229299445	2.710192503512096	1.4636720018676455
2.170259588901329	3.1887535463477907	1.1013834906779612
3.2534212124025315	3.213648647428072	1.6564594023583932
2.6445718031388443	4.79699252787983	2.029279880555425
2.44734327053615	1.5597984846749997	0.6067398881740328
4.689514845285442	2.5794171118010283	1.9373931814308425
1.7528035179611985	4.108887701806018	1.1625682317354413
4.5627004957678965	1.790932313898741	1.3065398154560057
1.9799314956379133	2.907334601450563	0.9154846349594493
3.918049906958187	1.74971759142301	1.0806196224093476
3.330845949230886	1.2088558906736218	0.6354041344710186
4.14604335183224	4.625807662760657	3.079517460044625
2.803723179243765	1.5370887764362575	0.6736545703934427
3.1378385975717014	4.61301667086167	2.3568233824044333
2.639092122596749	2.380514969794293	1.0001826541377226
1.4505004018939442	4.45814130877897	1.0494199246781208
2.147672533780918	4.073152904786813	1.3902118632940006
3.6731250377450926	1.879486949780248	1.1071670160133327
3.566805894626693	3.070079423651553	1.7207605770805456
3.541117737741484	4.3256121253148345	2.446548087595813
2.0799571559802192	3.3544146037985496	1.1265595410749478
3.7540799553229887	3.4206537355132105	2.0198703997457037
2.01979003549765	3.620379920344509	1.1744318165226577
2.7357235942817453	3.4596274496009403	1.4905296974700502
3.2859965160606097	3.253281003102871	1.685273471485902
1.0958989428199444	4.954608985564295	0.8663427932933333
1.9695517503214868	2.817382745044263	0.8806613880210095
2.2698723180534186	3.630128962475478	1.289653743920131
3.464465840783726	1.0687327483781113	0.5926680757269571
4.917162990528708	2.592116439476464	2.025265929627906
1.304976531228753	3.9472907543869167	0.8248946357779108
3.5150099972479736	3.5246256696068814	1.9524086667563885
2.24437279816031	3.1229579748009084	1.11553166250969
2.3068114043098467	4.971760834375932	1.8268975192738441
2.6909483077026093	1.655469327355096	0.7154400980050367
1.0858571780977546	2.734750104948892	0.46690592808058273
2.890667241630936	4.847244759187736	2.1813811143040134
2.213440416901014	4.435629913909716	1.5436660557714696
3.066387401555412	3.454076987856744	1.704041758918423
4.494318627104639	1.1917754153194575	0.8480968503431744
3.2269950940370022	3.2676808890762667	1.679995349954198
2.011681033489252	4.500780052034272	1.4682098429592403
3.891863771433533	3.971512214473165	2.46492504224192
4.9416041951298055	2.825742413626082	2.211669539866786
3.447429643893352	3.3646779215192986	1.897436465791947
4.445308301834699	3.424585379657206	2.434799920195727
1.9885744943858807	2.9709333582222577	0.9294451602074161
3.7331481725371183	4.598618467256505	2.655023423923883
4.91993185374249	1.6260397133487	1.2626597698680055
2.2975728505747277	1.5869901274188003	0.5934345584248965
4.314434354492104	1.1781997728964186	0.8107703609622722
2.8855505580132608	1.7931889628624664	0.8194584356375019
1.5397750160509815	4.5410264975624965	1.0995607961379688
1.7052067173874286	1.61788866033096	0.4440949754624393
2.3478232658998874	2.001493131827266	0.744491006028856
2.3432590153608697	3.521055878187953	1.3219331389502342
2.998511685935054	1.3342790337643642	0.633419541782197
2.4518358831758187	1.9089925921677928	0.7592308435357635
4.18641136295123	3.897901930858996	2.5588330045542165
3.9125051407911657	3.1128151154263266	1.9143665975473536
3.571077178398279	4.4848558718907885	2.583720553884664
1.4959849802669924	3.335310104887633	0.7904205167891687
4.7183475528860095	4.260995459592952	3.254836695455574
4.140011997864142	1.2975070183143491	0.8516719710230396
1.6076890501933525	2.173976966171224	0.5578992825106617
2.4590036586632102	4.326024209441851	1.6875107287364404
4.475277106478043	3.58570080043446	2.541596390179674
1.1218811385290213	1.5470410682817577	0.2751403347431763
1.9431236745355407	2.8438141333279385	0.8869067249035567
2.4406343637328067	3.5636173882376605	1.381461151813945
1.1519190890341768	3.643290287231523	0.6768204465316942
3.837842328864907	2.734821854582936	1.6704030232310465
3.8697694234966384	1.850712508640251	1.1183997376920316
4.258666684019319	3.27554443113404	2.227191713506988
4.5021160492530665	1.431659738620661	1.019217226961828
4.705022162084008	1.8528350254824584	1.3984830515654283
3.569565817113878	4.881135715244478	2.7543256409496055
2.433273075497957	1.7463103002792906	0.6799573708401866
2.024917737333097	3.3579243349944266	1.1004560455597083
3.250029057286828	1.2695663641247656	0.6588260188664948
1.6066801258979204	3.6457075171492654	0.9358820327468705
2.519233133800792	3.0590667280848582	1.2109371219756362
2.7315938968825986	1.3980779844366142	0.6010173489580636
1.7120801676490234	4.496567481743375	1.230907092116956
1.4290397915451218	2.0673088660843995	0.46540414159002924
2.083941099800181	2.910570603903839	0.959524177260698
1.5701376824823958	1.69332683801426	0.4274629142434586
1.876881725576332	1.6920301650104197	0.5003662185775946
4.080433670895296	4.07867445504521	2.594633361550657
2.4551852763892583	3.4756962314665256	1.3632378387868604
1.3705091004259295	3.6703684241258814	0.8037150908093322
4.541630002342421	3.9067444766656543	2.835323121662876
3.4970818132896846	2.7876643328551567	1.5445098914645128
3.1104776314361566	4.359109002003324	2.1721867588312933
4.567417959409122	3.536394692916144	2.590772930994192
3.076990034922212	3.0651629356402874	1.4772783531915243
4.455400535416317	3.6936200876438687	2.634154155964077
3.8140452523199735	4.160276170940326	2.5229105663840063
1.0072050592975952	2.9864903978990687	0.480690426188475
3.70174976086654	1.1980288667106789	0.7046577473466116
4.330100830289538	4.252367091607628	2.975364728083277
2.8784863244521537	1.7893087606704778	0.8132971419160548
1.931954167026129	2.8541275617932667	0.899530701876433
4.292576708893531	1.0338724416300789	0.7058135495963196
1.222617521096645	2.16813845079742	0.42259862504219553
2.97121721494527	4.627259928034935	2.194141965534198
2.3526580023890142	1.4840111666590774	0.561702075765791
2.320534881346496	3.452851326358525	1.2824566134530748
4.384376439856954	4.349167704141362	3.0621040092614784
1.7081391422831431	2.7232451471703008	0.7355503483353317
4.121180856574719	1.5493092064390823	1.0121621049096383
3.060085633412484	3.738168337353558	1.8131286865681493
4.493743587212936	1.0106827674768812	0.7146435531113045
1.08567205092442	4.903495584018668	0.841754742233711
4.43907941128224	1.5813157673390634	1.1180023866145192
1.8521080519795	4.814066801323225	1.4100401729302576
1.977556765403758	2.295087420857472	0.7174748714111373
1.6468345891640963	4.367118806953922	1.1437163298251631
2.7886452044281103	1.0199243258704267	0.4552408440041306
2.925820478170434	4.249768020274527	1.985702554947658
2.487521033777389	3.5334780865365385	1.3882732662428976
1.6940781235856752	1.1142833399322165	0.2960616986850393
1.7939553641660633	3.618191947878421	1.0185616392172097
4.070554464658638	4.980084476412127	3.1776903502175387
2.6670114631451325	2.849326138064828	1.2162282491813279
1.1275630820387992	3.8540338848179294	0.68894089436383
4.421082472509943	1.8363955415884567	1.3133988925547448
2.4232741382195586	2.434869875903777	0.9434523681357997
1.3659670728367423	4.901538170032207	1.053280580529609
4.902838917454393	4.5305211001921615	3.551975508174938
2.344903874091589	3.742238445939983	1.3964060748020954
4.085608635357467	1.608986326398751	1.0539971162072137
4.601271494686751	4.5139108877034495	3.3132835294474483
2.0647907265858203	1.2616712879568452	0.4075263296483183
1.055589259667331	3.006301878587132	0.49792911506162163
1.086462648642248	1.940000546309696	0.32877083131537227
2.6397564657650934	3.2373072459066443	1.336425308241322
1.3898152353449138	3.5322940478353484	0.791628498022328
2.0736521391424696	3.667802287271672	1.2130518335323504
2.8674387085188835	1.7830875736220952	0.8264375203587658
3.2883231423405315	3.499995826399404	1.8191933077079725
2.1797262480646418	1.1378675230824429	0.3941258386178877
1.5572125865901976	3.489865295282732	0.8654028722249939
3.0908150083598045	3.197277233058573	1.5684721838505478
1.250355125668487	2.4151504049487458	0.47997483616118564
2.5021847909331663	4.698811356057959	1.881789805403656
2.3097271092105123	2.0329382805044167	0.7422045748037385
3.1739430665336874	2.3121409649496107	1.1589281493329466
4.645465104329481	2.9136341207248115	2.145170726415487
3.4573485503826134	4.626205846746878	2.535755258163953
2.905179736517206	2.258535314076798	1.0517182703602623
3.4514984938295123	3.3476732416095936	1.810049457229308
1.058839260877042	1.997121502323204	0.33622198193627767
2.9716843054319537	2.418247157014576	1.1527099520014727
1.9377250738916425	3.578131052353507	1.0974157352190927
4.986858548837642	4.613362568600909	3.67892733681595
3.671403668513834	3.1821791678077926	1.8454924389992597
2.0876758059353286	3.390327131762476	1.1413353060953648
3.4934474226747527	2.790087780974756	1.5346262651781999
3.690780431034791	1.2579999374870932	0.7374997666880979
3.769840457517103	1.3864825756328716	0.8243941083504257
3.134041780693688	4.378134421193232	2.1309608474983492
3.9851855757932286	1.248589180544328	0.7931202892234626
1.7431801263849898	4.987168684317538	1.3578664289932358
4.121171984370927	1.9973184954105088	1.3080513116951453
4.357612003397034	3.692879819761109	2.557223797704223
1.5058970582216469	2.8867666735239768	0.6930053504744228
4.164773626543711	1.8531864268734184	1.2258991715638887
2.280447845488022	1.207360372257054	0.43585149086127917
2.47779134045397	4.158512696243145	1.6659602195648295
1.4955759279103216	2.307318565909376	0.5575037066134322
2.802521695662421	1.7299646444401937	0.7716296828713167
1.04360438325419	1.5865984785427485	0.26607079419490665
4.064517479530794	3.271001876107968	2.113790254876221
2.7897586591307	4.800620933568377	2.11364833671913
2.088030265636316	4.182370703655929	1.403343034587314
3.6226447476522186	1.9414983625082896	1.1207657880647597
3.496023149531898	1.4998488176915068	0.8382342058509126
4.4684332621282685	4.280516211357664	3.039882311231394
3.119392485299452	3.2288383553328392	1.5865509775488886
4.702595342640624	1.5438679500564616	1.1482924868073785
1.2074263396562994	3.6643464946901374	0.7033933165709793
4.354510508820408	2.4430113054287093	1.6800908989271588
3.984025024925635	4.290441778823096	2.7342298329917583
2.881592934741148	4.922677208134838	2.25891187356926
2.9577769677978294	3.3354301468187053	1.557208561405145
2.6362868901830048	3.004954148428331	1.253268646525025
1.1740889325151436	3.081313377634768	0.5892465705359823
3.355293850663012	2.9900919435434337	1.5783833675748125
4.248446299122383	4.212573379416137	2.8665106042838446
1.7569356740959667	3.0461022194126373	0.8589355714328746
1.975691527493547	4.823054873087821	1.5374232198387106
4.911225507642493	1.8955878336541607	1.4746198880403216
3.782200979419183	2.90665155736808	1.7304159692474417
1.3512678165460237	2.2513234531671755	0.4894801972597702
3.1419970078368373	4.905039879685695	2.4490082333517216
1.2234240665043763	4.500134911409429	0.8746814706166948
4.825205674509483	2.249443313814845	1.7173601691941875
3.46112997546832	4.034186244954071	2.2280096244335037
4.368724704305038	2.3639810637143843	1.6484450683962533
2.5534131380849066	1.6453666189933882	0.668747227592257
3.050382225939032	3.4550335696821195	1.6588472889655717
1.7583060419391952	1.4618252188579277	0.4157217704871054
3.090474405924136	1.7040240141670773	0.8376245017895966
1.6441369579719347	3.4870000035340905	0.9170320410444172
3.4192712930003046	2.799218286643701	1.512122471852912
4.371821441560623	1.0942734847758548	0.7575028669801758
1.815078981858384	4.489512728039856	1.3077081389197096
3.3970869682004934	1.8817394941875023	1.018148643278487
3.433559653886353	3.2162437545221096	1.7487441249078557
1.8834773683337824	2.4111747518362154	0.7311132697416867
2.13013598492904	1.379654502559721	0.47303413870321626
2.4029507339624754	2.3683503225492726	0.902602534805287
2.620374139502512	3.1880231409835083	1.3178486722520075
1.2096381795559203	3.15964613702134	0.602694288264578
4.359545926277935	2.1532734807060425	1.4945032568892371
4.6379333048402405	2.0919230650307568	1.5589484823420907
2.9961867490573657	4.550973116261809	2.158268322142313
4.139555250377549	2.5050183972813485	1.6608247188268064
4.427928735648923	3.3020488322223147	2.3238869493330725
3.2970188378558327	3.3478782857608618	1.7787162274855848
4.623745580232202	2.902343092930596	2.1914314557414536
4.195530994774591	3.0522385578841447	2.0459667616406128
4.245511958884421	4.009472374722561	2.697661168164914
2.2641017888951462	2.160021444136309	0.7726501117318954
1.900188247391008	3.415964721880058	1.0278688041674617
4.3344424046046335	1.0148904202085571	0.6941751872684057
4.368842473870325	4.999459698447104	3.4935656255000413
3.594944427864976	1.603159708277072	0.9216855313108904
2.84575948177752	3.0323093155418865	1.3819436371864429
3.906811752160432	3.6791215062431264	2.2117991434835895
4.129469269774146	1.222191236563857	0.7954250342627356
4.376258824350559	3.7612973391097766	2.6363816381554748
4.624398856971896	3.045364640330695	2.2277874048323687
1.805088595651493	4.6365643901895215	1.3386512553706282
3.953573152481132	3.3222560232557434	2.082702510791628
1.2016311023408566	2.579285513253877	0.5002231922943998
3.912475466307761	4.114030006683746	2.5436919977564494
2.7531413210630635	3.627308906076472	1.578333905980812
2.79358967611498	2.7450648041325305	1.2262442746349311
1.4387799987935637	3.9512237363652094	0.9128377105589667
3.33533554009214	4.390423442637512	2.312789599449107
3.572093171187486	1.8937963275250111	1.0763348726883086
2.2922198585933558	3.2175677881154194	1.18129196238086
2.1940326420893603	2.797574436254301	0.9697403187849106
4.499935068395878	2.496770668831472	1.7913370143624594
1.671614395989979	2.558380239172368	0.6883587719990465
4.725401912142791	2.366780344010656	1.8044232287840682
2.02369836657068	3.2065831216498224	1.0240625910471404
2.7832416319537905	1.839663033726556	0.8092930752990899
4.733317591287441	4.305912808475578	3.241457545378003
1.2087719678887936	2.097719008671058	0.4019947622417804
3.811491433896256	4.527318317143764	2.7365463174596423
4.693763315619932	1.5717048737408628	1.1708225905152847
2.592002131420419	4.435270176130988	1.800093932241976
4.741649804700669	2.048678994759849	1.5777118940577655
4.168552059207698	4.877396679078032	3.2628912790902156
4.45438323981612	1.4868212019142302	1.069546170620727
2.985963632985212	4.929030040985904	2.3297159416394244
4.434749099597637	2.522996300712768	1.760332916149918
3.9018407649229294	4.431832095794058	2.759287422232331
1.0328409521569155	2.8120815447735845	0.4589104067199195
1.308655403663435	2.9316859619403184	0.6044851455151093
3.304500915949438	2.45117229624782	1.279772213371022
2.84687977302302	4.421548404450808	2.001375041873193
1.6816373711418848	1.3852724513351908	0.37645470542502985
3.297174448568676	1.2910903660641615	0.6697411532163878
2.045777549494144	2.5569543366560885	0.8404661704346491
2.9851185776722584	3.752624034813077	1.7522950010245977
4.271636676648967	2.7991917347068087	1.9265088019830239
3.845028793380906	3.5825030079126936	2.2113719950091153
2.1191245308071247	4.770730684585276	1.6129966060588694
4.6071809542471245	2.8952789855139223	2.106193558013894
2.5340365046521485	1.2264185998860584	0.485048694504926
3.628061377850312	3.087578518068608	1.7513898273240347
1.391444168518254	3.761189159634149	0.8280849443596813
1.8865263692544385	3.500878680349192	1.03677188232383
3.521461188869482	2.574714317809144	1.449448094728676
3.488933168053836	1.0508147192145492	0.5902913409253817
2.654668801682713	1.3272392651281848	0.5685440494744698
3.364010994465384	1.1319750029171325	0.6034961833910012
2.8898857781045337	3.0847139542356703	1.4229004892995925
3.5311497551652384	2.734994543233088	1.5325355686528268
2.2855515217359774	3.9985591140711088	1.476902065344937
1.6871788012723032	4.559635291687078	1.237506637695065
4.986100595179773	1.1228306201365013	0.8916863867217996
1.0616321468648608	1.092562527810527	0.18353129421943626
2.399422407427965	2.357007088846932	0.9039091151726888
3.6876636113459744	1.700539475390468	1.0013615750099194
3.525014497148172	2.207757639507897	1.2400147583075771
2.909484674417873	4.2858303641655215	2.0088469505864874
1.884939738744789	3.2402444351283664	0.9572395195130244
2.307324283048922	1.6838716882765126	0.6189775922232108
1.8178703815395607	2.446301327642852	0.7133320820282687
2.6656978941766907	1.9493628084069032	0.8092168430420577
2.7494885680644674	2.11173951679504	0.9216660225330976
2.9920149042705364	4.110893402409902	1.9885118615356892
3.257971934510894	2.1858919825403875	1.132614582075066
1.1982332494607648	2.380183149527717	0.4577665729855775
1.4571626172075152	4.143358160574248	0.9550355404638247
2.5186680555595213	1.3103799499602622	0.5263521545873853
3.809097677338986	4.6974129335211	2.8066267937612634
2.50659106064469	1.0284827019454408	0.4096822569316818
2.283353878878261	3.03176197878345	1.1017551825825305
4.413977627472254	4.411615564032048	3.073353949611364
3.8163863594797816	3.9584782441310384	2.4066982514053894
4.42698643502779	2.358536650755694	1.6491857867215347
2.0947833646751537	4.872863811763368	1.5953740549312736
1.717309758426068	1.0477555996108063	0.2901147342316717
4.187298763409999	3.836905035636873	2.5226505846281047
1.4684701979095989	2.212293041291233	0.5259249239190816
4.168428026828696	3.2680240246298884	2.1244068395072047
3.607419971872447	3.958027043919712	2.276093473471854
3.0918690387610823	3.9036826271959626	1.9390384221136503
4.749710521331865	3.7364267367923065	2.8108366619569365
3.4283810334511715	3.4948095055039765	1.9190128951325698
3.1235616753444986	4.750655243213295	2.3301998053729593
3.5663288910073523	1.5543154539073258	0.8800792897697437
4.97888273285827	4.052520919893033	3.248652354351596
2.0171069304196485	3.4752198523927915	1.1246989684343818
3.5286037193568323	4.543331969557307	2.6016278929891086
3.607828512030456	2.2261159650327067	1.2918502035772756
1.0532927512151304	4.997970745201892	0.838649910667361
1.917989588019808	1.186899512976879	0.35947104245206046
2.341852427060656	4.481173995788805	1.6555090023064067
2.546530620556464	2.7453852066845417	1.1348848485874996
2.3539734634536766	1.1009275882828495	0.4126042816052677
3.2877248193015105	4.004222450766664	2.1053170960621412
3.658051876135462	4.782012670301731	2.8048831246145784
3.4586139640571143	2.733207866049859	1.5086745094514744
3.80963860017273	2.081682134683835	1.2970536708123461
1.8207117074417327	4.892572488113755	1.429385826416903
2.626170450002573	2.0880635297031738	0.8806162545745008
1.0557633087382392	4.854799205903566	0.822370510302929
2.293997647463176	4.711925041248515	1.7286776861966047
3.1660512495462982	3.6501892394601487	1.8455158782082481
