Y	A	d	x	target
1.4851510075852592	4.904050078767839	4.966978429982092	3.2624250225289795	4.818678917490401
3.6015588786520087	4.888201772452405	4.927336647382169	4.706189481415375	16.62863843439785
4.57503227031336	3.8877144107443833	4.396361180786447	2.1104983796209207	8.597051762396479
1.857550835198052	1.1452702133523456	1.4708628861055746	2.548869397293292	3.624964064508095
1.5110429469579834	1.0449612360307703	4.815681146923682	3.2066298968312923	1.0463356010425071
2.1919749634642542	1.5034736079465842	1.5312817754396812	3.9035469993344063	8.296601484326121
4.183372984532615	2.5597359494762766	2.770614603966887	4.022770538960785	15.37863134570804
4.7081296575801765	1.90618150796384	2.254905406307381	1.398713458592177	5.523260625976922
1.6456290092218189	1.5879678079705857	3.7856334721750335	4.512729196407516	3.0906235958292156
4.120607572960107	1.3947003447120916	3.4573584116188307	2.6513767517092908	4.37325614342098
3.5116363966775763	2.6783465985708275	4.710883147854338	3.807121052843156	7.479205002271495
4.0334220165820165	2.8123576371022785	2.345075364716295	3.728961683166677	18.17245224657469
4.9011052847044185	1.5141291465924676	2.176456249957284	2.17905311265012	7.510467552614898
2.4242766580148576	4.866334151793819	4.2941503134068615	1.738898387752212	4.812970646547097
2.5991750619197407	1.4726949211790608	3.2232704125268974	4.214264738222242	4.9909604343973815
3.786221185775185	2.881122461512283	2.0271100332259726	3.7840293171860586	19.748641691498356
2.4312745282502384	1.1612367421207477	2.073354699064152	1.866900106749413	2.5447885111198265
2.2565634010697333	3.9036406110065176	2.746038068695809	2.902954376696759	9.434612095912446
4.998683182102042	3.818568717815406	2.7248043835485145	2.8276606457315308	19.742522284660673
3.0825476711213766	2.2784786142994755	3.55797712230407	4.900878919047829	9.621614882349837
4.22470752793526	3.3021420829364243	2.1281956394621107	4.822525543599113	31.814219237690516
3.165551243439652	2.4940455185685435	3.3431876852441342	2.1628333344366446	5.099859964096065
3.0188264733789603	3.756693378941701	3.865267655415378	3.6834651526983615	10.998040697009282
3.909544925025652	2.8376584159935345	3.7565978818400456	4.767341780018326	14.106436785176038
3.40216582321526	1.6641120357364858	1.9645362644520727	4.690940298544602	13.649629585758301
3.765187742939364	3.450092252582865	2.214180408640041	2.541863784247937	14.75006695216548
1.3749304877130162	1.2185062700206903	1.3762859345317071	1.0806860950974242	1.3188179039508379
1.4680285702508686	2.468979124765716	4.9056722693359776	2.745205642845697	2.03978123310993
2.79749151762608	2.6318162269357503	4.218080784891503	2.556680339235325	4.448425008411772
3.441423560824296	1.8381889691408584	1.984123475659808	4.419986568140908	14.162775166034526
3.844109945228706	1.0278938573808452	1.92147321888329	3.7608433470153337	7.62617611396917
4.534979836771235	4.1079075941784335	1.5347591499777886	2.841235583918884	34.83995940375411
2.5450297911918605	2.703180895030984	1.1029404280660535	1.6283672757232632	10.179389174215503
3.4389474303771808	1.8009433081530486	1.6672946924447405	2.387003612702228	8.766159000048736
1.0770697110572909	4.704720788990379	1.8105355528781244	1.0523439571932405	2.9586099226217195
1.8791412855340064	4.8645792223251085	1.838057991718801	1.4281722242149648	7.077543626110571
3.648371627896565	4.0572146696248605	3.0950529078518327	1.5061812299867243	7.179897462331261
3.689565268559984	3.432434353208868	4.643444349896464	4.947627402485288	13.589506751930946
2.977914328498865	4.332661536491795	1.9780419779829068	1.2624984927814382	8.196532326896056
1.086608841057652	4.207855839581597	2.7735821309346096	3.639967573365237	5.946954600495907
1.148315876650052	3.0857910239872663	4.338364880781798	2.3105770905429	1.8899548981428145
1.5588030050735933	3.5708238216471546	4.0860901239692815	3.921968908249666	5.342703632399891
1.812529469935108	2.8704921663545946	2.170649635222098	4.488659278965817	10.734734674527862
3.809698861271177	2.019984096003685	2.8648169222197097	4.119941449334887	10.990046269814545
1.5150647482494668	1.9431770820558008	2.071773191633871	4.409682701851481	6.282349159131188
3.8014568690095736	2.04541014569061	2.2744085427347835	4.3925386042625565	15.01620843628443
4.163540334736133	4.703623206599441	4.855946046324932	4.713937693440792	19.001160315774293
3.182406259953573	3.2232025978811305	2.47762033454333	3.4519771467463887	14.138674664495563
1.3794818843894996	1.9264418422166287	3.675730841002677	4.0479897061493535	2.9467795915417527
1.5040195022119724	2.269660169933112	2.408217184884922	4.1095893849676575	5.879142816955701
4.7924142348129415	4.1838416836334265	3.6330958264440985	2.154463320327189	11.755016232957232
3.5749104731372614	4.7976427936368085	1.003986547729537	2.062907262596415	35.14427552298138
1.1578239949010407	2.4499651507607862	2.4063139225876093	2.211084230943954	2.540156579152661
2.2598494245428427	2.392396654325839	4.514040602843702	1.3117552007969089	1.5851451067823532
1.1037735588874191	2.656959332816817	2.109580114206612	4.409464821342357	6.19249049506803
4.527603683169076	3.0789433889495443	3.3699075068870514	1.130553927630214	4.728410298262714
3.1440071107097323	2.1202847452638576	1.3491703090892482	4.955546354259754	24.531456218168277
2.9333628181549165	1.3638904668532663	4.189660042348693	1.455317258516143	1.3990021344190278
4.454537676846303	3.2909037365427487	4.174227087565965	3.4789670051599626	12.086952121123423
1.3120193666125344	3.013754428860304	1.6725726681292463	2.49479251714347	5.818191181497258
1.1651947357024248	1.8715904135420929	1.81031184786818	1.4531533492372608	1.77401230161209
3.051192866177653	2.8801617054295567	2.9887119652531187	3.1949587318328057	9.399429550893423
3.984165926880297	2.9692312526562974	1.5385436242500106	4.44618035797231	34.34073401762285
4.5529403998452125	3.524487370357547	2.6964469175432138	2.4337582216136133	14.396335587891226
1.8208087328128424	4.325351359451242	1.6592932890454546	2.3879749849410543	11.451863972561599
2.2553215243120133	1.9856470280222829	1.7499200961769437	3.1893356155989627	8.139170263399476
1.1464269862574334	4.674230487560042	4.047416348583886	1.9366198888849928	2.5538331102028216
4.2040436348619625	4.047346057263211	4.986927498266608	1.8902721909485949	6.352200081927143
3.3845686193898685	3.5907031750932927	2.6226697609311	3.7251866544846974	17.573946875207962
2.9130740974601133	4.1544140509122345	4.314975607402939	2.4824693340204163	6.771758972528199
1.2211722363861264	3.820480812982972	2.920982736359337	4.614536609706069	7.3265406293198785
3.823397368147748	1.4659807151456752	1.2211888311047585	4.273862758412714	19.704578213867645
3.7200425581668592	4.292926164374569	3.2715476336084675	4.304573763679001	20.880164129215387
2.0718195113131688	1.5676529567778066	2.808212253631696	4.347989615541796	5.028991388666422
2.9764078404550887	1.2658855222084933	4.080039500900083	2.1576667629046584	2.0029931479688545
2.084892282693443	3.92464489880742	1.771352152435075	2.515036363218969	11.472638187346375
4.12299748113135	1.609262260685464	4.99241399188278	3.669635600427053	4.741602809296317
4.063521603440798	1.849271562776664	2.9104505092042574	1.5802298703159603	4.142984867073598
1.016869801373789	4.031217304563561	1.909644364363953	1.0553112189765974	2.275278242362583
1.1154053326985671	1.2487985887297883	2.880458490606284	1.308686358364624	0.6451457587865129
3.995691049736634	2.153305700280279	3.0436910583463903	3.7659692418304913	10.813281126402503
4.483900255202485	2.871727731150967	1.0667287519359032	3.633822517857858	43.213099013688904
2.376802681333403	3.165749951984628	2.2048441877409286	2.58428459976332	8.703980605167253
3.513161415528692	3.6820992512980224	4.031736386538837	1.4868454132088549	4.774574328181009
1.0181809840603426	3.209996011007106	1.3125482254432592	2.685732777080918	6.604943784266531
1.7839309383593407	1.0190039874682868	3.428503135684352	4.29618470216413	2.3087701284778253
1.5929194294479876	1.6328120103699375	2.24986502206856	2.394406388922091	2.789789592258775
3.846441874940429	3.0138261967547364	3.1584785808641067	4.088502198745134	14.896984953922301
2.672734706745272	2.3366503223837136	4.285698725470497	2.508373649261461	3.644763531883201
1.6945352083801746	3.119588320666293	4.552069664721686	2.130690459341385	2.492394088120815
4.720969210204332	3.74960013260922	2.005270912986824	4.103465972029382	35.96432236134374
2.05593630742268	1.611631048719402	3.626029238404424	4.367639265834244	3.9773213853200695
4.981781237477931	4.528751034497512	4.812942859910861	1.507066182907748	6.976787372062012
4.673909555461222	4.157327811758038	4.399363515134941	1.8879722135102608	8.291585338090016
1.2233064438741137	3.1207496366312486	3.372801887366114	4.5002430959806174	5.119855115595911
3.784278335828952	4.185745486385713	1.8968426246084105	4.6428761524407305	39.001383153803474
2.8245584694594075	3.690078802501239	3.2454123172535225	3.5854141595732285	11.19329142675078
4.048215129969647	1.7329740427067426	2.0443834352025845	4.715980572512454	16.142543633492267
1.9049266585684728	3.3257126109464656	4.897899926182413	1.1856168850788102	1.5278498459338499
1.883623555202926	3.786569005553515	4.191175674779007	4.087528688905623	6.969188347577996
3.1525337620121623	2.9522497895300592	3.493512722885473	1.11865761585186	2.9232495572933903
1.825879587981173	3.099465078184908	2.8572762724803824	1.5864923792246444	3.156798433917892
3.555492771229412	4.914198283959327	3.22392780095011	2.65528190824879	14.486052657705635
2.6985252496420293	4.771050130245903	4.466551375090601	1.706435828401368	4.8972055585428205
4.17127160585514	2.260758293106598	2.221331125120269	3.152495758336246	13.369389400090549
4.525939102594132	4.838787648032722	2.2145491144121783	2.5653222249759406	25.23200285406296
4.25914575378504	3.1421361843529727	2.2332837245280204	4.549661973925159	27.47865068250768
3.7720013635466514	2.59799294058164	4.311051949391281	1.127423410479416	2.548910325190577
2.781686788066496	2.039280200565396	2.3871135826055485	3.165195523861132	7.639707364292679
1.1421687847405029	4.981314591653947	3.779791247300967	4.187890473365736	6.167929016601952
1.0206078717442817	4.739646462019482	2.7145843706805284	1.2247809748765175	2.1810220057643424
1.3947996764702997	2.151708227250842	4.627357105199841	4.102544925077135	2.636803907640286
4.110219280567243	2.473939838030121	1.8412496082108127	4.521801801950987	24.574239363553197
2.853588825333826	3.1082090908499223	3.0054966584305687	4.0317215907315775	11.76423292316786
2.8607009501174603	1.1855636144302857	4.397258715917879	1.920574928504624	1.478505019030323
3.976278589076383	4.777518844763176	2.217662569001884	1.6058421078364504	13.738592706370488
4.979418878932045	3.232718180969004	2.3281208106668183	1.6663778604058854	11.57584554588458
3.782834417270165	1.413521591227346	2.37400024816718	2.1799439756963657	4.876175397772469
1.3741916618539851	2.493098672819121	3.067424940247083	3.90960096075906	4.39839512584358
2.3265762126446847	2.6142189436097327	3.309052809042736	2.0112544067588365	3.7024154668990708
3.3945746872467675	4.241180043453097	3.760034989933612	4.948880656910781	19.156249569106556
2.0238625865505275	2.4603629159269285	2.681677918789382	2.2316333096391867	4.16611176274736
1.1042531789256422	4.990865348836149	2.0676926785617606	1.2395495449769047	3.2936293143534776
4.9464652186602525	1.424413768609095	4.84229840826367	3.532360423776584	5.124979316124625
4.214550945556549	2.649992705371421	2.605126107266123	2.0408037593330914	8.772492472845899
2.5052406940293293	1.8182853019716525	2.0933268784933383	2.6266464978627124	5.7240594844446315
4.16869674118238	4.231268797559766	1.5994557779929472	2.4136086417133886	26.55862975164527
3.953873494099666	1.4164368870529491	2.1396253316377614	3.1612979356918074	8.250361698285758
4.227168211410845	1.7652741556719835	1.1303476258608236	3.4792896299368143	22.616478699216028
2.0857720557631936	4.6588476549732265	2.526472976258493	4.076142743463627	15.628265141663835
2.6024780913193792	1.798513806825064	3.8115179670341375	2.8033461584381123	3.451365313733127
4.473799227042214	2.961469497939341	4.927324125744956	4.261847283358445	11.337464984285596
3.81096169399432	2.8545455334871623	4.333363729662612	2.45222746132777	6.194422362691417
3.518728729727626	1.5892211900650948	1.1886262308366025	1.1524355239209925	5.467512560570976
4.078924357710168	1.5430084610871586	3.818539899167489	2.1959682016161195	3.628062118971719
1.7251576352281095	4.826118086668001	1.0619664512150355	4.457164820732767	35.37623697019492
1.7254158288124837	2.57016874780949	4.335355647654123	2.998529935928341	3.029570246966973
1.7467109617153538	3.8258890127183673	3.4181089909765183	2.7007431157410755	5.212605779992107
3.9882534460854577	2.999434338380024	4.836586936954767	4.610358546234714	11.439404244870595
2.29288167939125	1.2543624347286952	2.9025023623801065	4.117167125675736	4.150776394740821
4.124014873544188	2.7413595793463124	4.5438270377655074	1.7203217133094584	4.277375517289936
2.110025497358979	1.799444954153426	3.9576502823439488	2.8484306282514784	2.763511361630121
2.91318449785038	1.860347737863936	2.7825320365852053	3.454530961733189	6.7324070398099005
4.404834616724466	2.4360851666932737	1.813698866629848	1.9433344702160449	11.433462703677174
1.7204872969717062	4.828120058097432	2.064313598409975	2.3736378975647496	9.4250942923312
1.7557901086490295	2.7697363016712364	4.209756091700034	2.7660145548191517	3.151491243857968
2.0353194167299944	2.4180552512813294	1.8923294171084304	4.2390454748590205	10.975811937774417
3.939613518791568	3.711233086564083	2.46228304476114	3.069272512427562	18.117869522717704
1.607867658585425	3.0602175706826653	1.3571127979743638	3.236084518875149	11.865592571773703
2.215187065310793	1.99983088633506	2.5373655979671224	2.939240074719576	5.166395987118447
3.855892008548429	3.5683369475875337	2.2786292241552	1.375029782942578	8.198659638121336
1.0660693382052029	4.908313484730432	4.979093186949338	2.0320895921055544	2.187868739339506
2.3894835909564405	4.876677775209961	4.472211650095163	3.441608207251525	9.046980740022606
3.770313216081323	3.6024720846337126	4.906436411139547	4.140369516884077	11.43571433228194
3.374533504856654	2.215123839697549	1.6155139706806034	1.5638965015046478	7.2813282295578325
4.915851160528352	3.2272767580001185	2.015838458328016	3.626124686540945	28.76886298836891
2.8829846492615063	2.5433301532632635	2.8431642756983404	1.5978180348020308	4.128666462546294
2.9268559677032107	4.6545740924742685	1.1963135977820882	1.7666503805600886	19.93030081490729
4.096700515659797	4.2162454438765975	2.102231733283868	4.289594522547798	35.46927674541608
4.590193601643775	1.3988675460162607	4.674921205973252	4.865815562128604	6.6561374978820576
1.125024615744648	4.786734511149861	3.5984475633047697	2.2525670944531067	3.3938324704840452
1.5599735838349191	1.492743977224654	1.977368252420859	4.903722010831411	5.788909838364569
2.1176361412296094	4.242806156803159	4.957939924008169	3.697757215786487	6.618845170041845
3.607986552229266	3.595194042335508	1.8275531657705992	4.534174832558872	32.794888088157805
4.416401194879539	2.747325262101368	4.29347284130602	4.119383134876971	11.548980335354845
3.536298702107891	1.2646705524690345	3.750574615668515	1.9354163884660047	2.2966741754598043
1.1821694732681696	4.708899868656619	1.1713894819177466	2.4868693644980744	12.012430590465879
1.6543645242297007	2.0326796537436973	4.07226240529991	3.5113663145023137	2.8961696636040988
4.3211766339849085	4.651613010698154	3.774268775512793	1.0852415147576364	5.789412660648992
3.7033443426174033	4.304599347984055	3.418262166218553	3.321737735947736	15.513996241682843
3.306251936151189	3.0206134982812403	2.9074006670219243	2.35102303040019	8.024681726944447
1.237601014391156	1.7299949197248274	3.455173955568444	3.71607622572913	2.3076899216908666
2.5902388888508443	2.5818989023670937	4.363971666839828	3.02918524022993	4.600911792708986
2.5976751974988463	1.149120176255651	4.262581711425804	2.06074731247962	1.4163469544245246
4.279865865051619	2.2645125372650226	1.6994890305612358	4.683098225744663	26.40043961303259
4.081600648905367	3.091647242093925	4.196315513912828	3.3008668591116863	10.038156099432713
4.726993669691523	3.057830359482925	3.3629936047924214	1.5365666868715908	6.540775275521672
4.088677293889447	2.571772811980713	3.62602777367353	4.7182016737263694	13.625527487646188
3.8318245305104632	1.4507667758185314	2.964151074577837	2.897110470147279	5.488627717435453
1.1016490635233218	4.397123364851897	3.1703144202409064	1.5250233441245555	2.335664808246054
2.713911476914168	2.4793943616179304	1.1866736369844355	2.9252497031587588	16.41616920805313
3.965802978340916	2.9175507173404505	2.631232742500234	4.370479966354493	19.457251246347795
1.26769006281748	2.055036505646909	2.5203431527459057	3.758783629753101	3.878844135442928
4.524135920348708	4.42985704847833	4.003661578090728	3.451492042083034	17.55021156466621
1.1353362562068323	3.353664164233788	2.671840295353411	4.510048496105647	6.460196949940799
1.4282669451215622	4.815532358943711	2.998233917205853	1.789039144961743	4.109207942743127
4.7379363122342255	1.3282998448369865	2.3617164980287795	1.7875024368265122	4.774856207435581
3.1694183413206254	1.7384539436636492	3.664970933243187	1.2538333032849485	1.8677805108317065
3.763654562354207	4.709208777725177	4.963057771235647	3.628843832962581	12.936888059007591
1.2195640419656213	3.379066711455687	2.7332665308178874	2.8941312931135643	4.367986799512591
2.662711624135994	3.3980018325849457	2.1510395607949504	1.863261813200069	7.694423746184603
4.598520416931153	4.851063643517003	1.0238282660445428	4.578450798226881	98.39686517476117
2.79981211571878	2.1488123621747435	2.254738030168513	2.8653329298248904	7.622504421631523
2.425007225295705	3.376849898689109	1.32747083508067	4.398750929602253	27.05146592963714
2.266513477139319	1.4304322438657024	3.776373629569061	1.433580083823058	1.2275532921088719
3.522541885673732	1.84729942581374	2.776057469646134	2.2344113666750687	5.1400567630477445
3.2147665795384177	2.055748152716557	3.729172159032476	1.21192151956336	2.162448449388997
1.7412569376154918	4.475252908945014	2.707872153009508	3.6425393040247056	10.507375795225018
4.079345915053036	1.317783280796648	4.10016515717968	3.2489818319039263	4.253801709919109
4.676192477601807	1.6152613779583334	4.5933197853408565	4.579716808250657	7.545290994393093
3.8676766626283112	3.273519713991291	3.8455595317416034	3.2531538514594134	10.713449997815102
3.375762499727518	4.237396952865847	4.4609027968944295	2.0167074606775817	6.388552661610273
4.314215318267642	1.2901649061440033	4.999504568155613	3.371526298108533	3.760381493320519
2.661993748566542	4.832700962101907	3.2471253428657447	2.5090087979100204	10.03468378827958
1.5703647715725562	3.9904321075490943	4.9845327156063135	3.4814323922837587	4.406150154013078
4.27210393080335	3.2815495722055523	4.119118871227246	1.2733802372969332	4.358703706391799
4.8070926585940335	2.138775881630808	3.685926301592479	4.38529026419234	12.286852891618178
4.645733800997544	2.9114197440563028	3.9848889114577184	4.798630075424602	16.265024270580867
4.750722057385222	3.8173232228109937	2.0756265916822105	2.2191603677220018	19.151450904357283
4.300695099394252	1.6711774661645191	3.089963402277572	3.069683048956981	7.048281220851904
1.3596913879306332	2.0616747454027995	3.0949925281142665	2.915930720263899	2.6075924068003435
1.4779667974575887	1.7157320695753977	4.287646863715295	2.6924934500901987	1.5815462556672837
3.708514683012319	2.1118782356461936	4.872756130858834	1.618330811218181	2.6136683602304185
4.9182280266559335	1.4682679852987834	2.005288724786836	3.75838564928916	13.434377375705525
1.0620227641019602	4.7962018791208605	4.499631359206137	2.5944491056879726	2.9263818601667237
4.582325049617227	3.973529015608612	1.5111778385431385	2.6498969042489504	31.66949395001199
3.023390279666786	2.4074908416097243	2.146674917974279	1.4467506458318122	5.00055229769841
4.139361154522957	1.263621670368711	3.873185268555925	3.843185566546284	5.136787319273925
1.5277355844272105	2.945267242691488	1.0475405644695313	3.5497121050083185	15.177534060672231
4.038087118833609	1.0959928168868367	2.7379768568311875	1.2078711131937991	1.9378804183629577
2.459994077260592	4.501934522495481	4.731985110270854	3.1638554039261075	7.474541718266603
2.872541069758472	2.492173149585966	3.81433973892874	4.691387308931162	8.8723916499739
4.351749785709103	2.2914950922526045	2.045669038898338	2.683913008426265	12.960253278596811
2.492916929875858	2.9511640848765737	3.4468511168895875	1.875910076220682	3.9970152209964973
2.2866238021520267	2.339442996406755	3.848943602590705	2.9982942965138486	4.2097198079439835
1.1447280883062017	2.9870473218505174	3.770291621381832	3.5216968749238653	3.179357112083601
2.0097508197559955	1.823369304823384	4.872834005492028	3.7542840706540623	2.853686914773903
4.574656990214027	3.3603320514984065	3.8317483119139073	3.290423051556258	13.075700335346482
3.910619328252197	2.226837865838496	2.8549120270172126	1.5416813750028648	4.725013738667858
2.5046194642700983	2.2147468931046053	2.660055569946806	1.1840946032084294	2.4613067052911295
1.1229696821781996	2.81130305382706	3.828485367788344	4.9896021160173145	4.103877466555348
1.4757842918354749	4.696865928594591	3.328010007087701	3.1637644812133825	6.612011717503661
2.1297942200271827	1.2658195122740885	1.981891977613204	1.3261871878319953	1.8086951826443314
4.34527783857658	1.7347737379693768	3.8264814840961336	1.6893066246425947	3.2730851900129485
3.3607721506806274	3.607054506577569	1.6006900295468445	3.5032572682483165	26.67652838019009
4.10261774495178	4.627081278491644	2.446820719713789	1.1675403563285736	9.124178536346088
1.2545290890776748	3.33187853563672	2.971808608832608	1.042882198472881	1.446916212378846
3.3464235466977046	3.7582364624088425	2.385154404237689	4.592244821793964	24.151283912635332
3.4476220845751837	2.856616379467174	2.7358715593840164	3.789545343950232	13.576584880837627
2.606325752674192	1.6805290740800445	4.036157162634247	3.071885751279001	3.325008616259022
1.5363596763284262	4.489339832628653	2.8520970858685133	3.524372042290658	8.564559236663785
1.1952816655961862	2.553868383086881	1.5109051465756091	1.2027170947323005	2.4711762910035127
3.2754133356027118	1.994395600130268	2.070737283467277	2.0631601950238974	6.460882338749392
4.565422098070886	1.246643017758737	4.366304663367581	1.4746210810361582	1.9197848884439075
4.727693906991132	2.679282359957184	1.645086228736541	1.6967696712069773	13.268710191664802
3.377723609836412	2.397463174322996	2.5539432229334467	3.796798047276503	12.046212202624828
4.695270939610237	1.0874101289525189	3.0254853381959976	2.655369886352052	4.553723399293501
3.1383634186410627	1.0295281397320224	4.758858147693424	3.0741125845346864	2.099651807546376
4.014955843539	3.835007091528292	3.2883209861845475	3.842224612910381	17.732242334030275
3.355160319602226	3.366188902528291	2.254201243981051	2.0049111737153056	10.10397119604353
1.2322214215288936	1.5447169025487737	3.6960962511457343	4.95248940331708	2.5723429714639767
2.54985101042566	2.21355450440142	3.166308575526959	4.1133201426981065	7.356826269710495
4.009450391678016	4.38349695001394	3.4095818622518568	4.611119346461589	23.861808152987756
2.7144869932339293	4.9440618071706535	2.724301974810558	3.6684875297945343	17.99847232676462
4.351060852442043	2.694633433713714	2.5334588145406096	2.9508433207825173	13.649622844222982
4.145130219945042	2.5045499847266592	3.9435734675851055	2.6433836741264893	6.900974363452176
1.1177873191565295	2.801696747490198	2.1376701860769147	4.363723852221932	6.463188163114625
3.655945164444762	4.679481296509502	2.349521684831104	2.6230449031704035	19.198016044639992
4.3537404305596095	4.4633150012179525	1.0094118782571442	2.919604103802422	56.712285504159205
2.1315129805730777	4.987502679087883	4.614980370478545	2.085268560786608	4.892211588128087
2.709398719681405	4.187622457992462	1.7120126033397538	4.08252332895578	27.172449767776087
4.19582669287705	2.800394132443745	3.468966494482073	4.9154298533865415	16.59076358144858
3.8255837131196566	1.87208531478754	4.63785928653342	2.8447700491030337	4.465530920492135
1.9692485099413064	1.7209423413755232	3.81332238165	3.9050075979541137	3.497058129497831
2.7340630388801204	4.78233744758538	3.5043789000469414	1.7724081833390692	6.630256039161383
2.912185277781336	4.3923967839251565	4.962435822089354	1.2511856688621368	3.2345818548200196
1.697869581105035	1.0938970638286665	2.5291978291070447	4.063283719986639	2.9888684701141788
1.9271778527137111	4.486987701914392	2.8457636831343605	4.140772196865964	12.588192716770717
4.259884085764874	4.180883563770569	3.769648588045201	3.445575438407471	16.41187493226302
1.734299501199267	1.4177356721377303	2.4367949995500715	3.4876216232766213	3.5627892347035948
2.2016725020312227	2.8947711865581693	3.665383834521109	3.114106467366499	5.556774134475441
2.317733869679829	1.9810475616809065	2.4889112780298017	1.269242271415156	2.3479774897061882
2.379403572490771	1.0857879423233827	2.3197520132084906	1.2957313501711998	1.4508906458796145
1.1620543936011796	2.151283053745611	4.7928372628226485	4.60416402537354	2.427932356171715
3.7075732983000655	3.025023991805801	3.5429719569675355	1.9426068620685293	6.153950939467073
1.6446633919405955	2.5904120904353283	4.242876467613013	2.2973324303278706	2.2897123283243452
