m	q	h	n	epsilon	target
1.5210100947183418	1.9187809097196644	3.1354467387749527	3.4600530749591103	1.3161580568534847	-0.01264046920188368
3.5367541172405006	4.749210346148081	1.9566368738101343	3.5828083699970015	3.173872103294248	-0.4543118132785538
4.488002245211472	4.283675085835908	1.7435471155995437	3.533569938948293	3.2917997409876723	-0.4592694906491284
2.2309234031154075	2.1990546508106514	2.5133897504200617	3.270252435467092	1.1543027023344266	-0.07244644896590942
1.374155319364355	4.150640271533026	2.793091390890904	3.997932717464513	1.2545330852165102	-0.2597770170109928
2.947684774476029	2.4402511198369705	2.9277616493246033	1.2116635903710602	2.5692076501794343	-0.15728784786177538
4.957124159067025	3.787488325198836	4.44539502268756	3.4142313763162435	4.512014969016701	-0.027189257091101492
3.6050548030555527	1.4821452530471104	4.376523202037912	4.587337877081323	3.076014767447068	-0.0005702012870060653
4.8606704853471365	2.292041333777234	2.631126815534436	3.7376369015618396	3.011522807985876	-0.01911815074671819
2.741351733731279	3.5808115285433835	1.3618763754980057	3.3726870974973777	1.3005247852903048	-1.578831874864362
4.079801097171135	2.282126986681688	3.0993125886423303	1.4144947225431572	4.491563276350044	-0.035676296276434226
4.1705540866723645	4.21192124947974	3.0306359293088456	3.1761584807730867	1.7250948623666085	-0.5950136291910021
3.945426756448053	1.674729854382171	1.87782762513724	1.7100792225554766	2.753785621054799	-0.049611103088715566
3.1312061199463987	2.3956789815811557	3.5854119835627385	3.3013919178379294	4.719686174021174	-0.004130832807870708
4.91034357132835	3.194982739089702	2.7846006108830244	4.755336611126923	3.7367492965809217	-0.0261227971793318
1.2874125427694143	4.741895819085965	2.021957922613703	2.0238633271444586	2.8288359716842284	-0.6071746914257388
1.3573221293916509	3.849043302935802	4.171389197235566	3.2847738765899197	2.249188028375034	-0.03920849966107421
3.3698722064065803	2.8766285445576583	1.1885082739130963	3.280862534368726	2.969056436689262	-0.21519946839629084
1.120124390289727	3.6231270763944057	2.551957972673881	2.3279892421192816	3.611713950785125	-0.05240525832416307
1.7663670762167982	3.9405044609863102	4.093668994252484	3.3064746381726247	2.023377378638137	-0.07097226227296452
1.8347477109000183	2.9913121345939664	2.173265964795561	4.297338840253399	3.1803497274782124	-0.02081414540857616
3.7900039882399215	1.8029260386172237	4.337292603635191	2.1064652971598656	2.410618196427412	-0.010319493988162235
1.4794220420185602	4.935427567048256	2.721183132839209	1.027036066431125	2.6537341729070265	-1.9948004772785877
3.21486323797472	4.352545406125849	4.760614196589605	1.6383414900884152	1.8012328739962191	-0.7307539875873735
2.63247144359638	1.2098096172834572	1.3878975484992235	4.388290026454661	4.878320788545328	-0.0007985380936534321
4.180090172273962	3.623393400963341	3.313452347509769	3.8357392227659286	2.1636344124889044	-0.11910507140206596
2.008586979943975	4.127691105549952	4.06611008990608	3.4608505252479342	1.965123123422969	-0.09530724846086208
4.969153716159415	3.7911058819204406	1.7449288305973425	2.481671554283857	2.6798373241315576	-0.952785623080644
4.606148519906167	3.1998213223783867	4.172032661961783	1.9928899183910496	3.6573231874976817	-0.06527729711749207
1.910418395960162	3.923775246789385	4.6134942801260035	4.588490650534338	3.2974460423344465	-0.01161715880515823
2.070259550766268	2.2848312724302273	3.0622764910305107	2.817623374331222	3.2864385390098985	-0.008770929779998712
3.4504517681268263	3.909127534793605	4.769828495320675	3.7992890848205216	3.4607781923531507	-0.02560634506375501
4.041281560632177	1.9952472271936847	2.8904672380991854	4.958398911228024	1.5918716997460134	-0.015380867561148271
2.463927119630247	2.188629066302981	1.127962453233195	4.971275499852697	3.258048478250237	-0.021173199360513744
2.4976945800973707	1.332988637030482	3.7628916654628983	1.7709531886392542	2.28102636369261	-0.0042661579489297425
1.5093539245362382	4.500041206245094	3.7695278144550115	3.497847665987172	3.8728716309576505	-0.029670520927539905
3.4029218004247146	1.2833546101930065	3.0378486881411733	3.0244118431147613	1.218457469685584	-0.00920690784451426
3.311979536960421	1.8526733829670703	1.1766069266104462	2.6293901865676554	3.9131075316049886	-0.03327949018552133
3.5646793513516792	3.9686520313583618	4.300283261989169	4.182406466731743	3.337345481096121	-0.030679878467305844
2.840670740396031	1.9465685938974435	1.1884411729551698	1.2658114488139145	3.0212835623515413	-0.24679330070341496
1.1041144957435158	3.1145602523134053	2.4484524205168823	4.469232827407739	1.3270814767019163	-0.061583816440144115
4.555994873742998	1.910767596080208	3.5762142630574147	4.970388411041143	2.81871420472864	-0.003024091338469403
4.271641543913328	1.8709290134658796	3.2351179213630497	2.8885969110098286	3.4097402967566235	-0.006443729986676007
2.0218079343783937	3.8157812011111933	4.989668136862637	2.2528802343725824	1.0702249975053904	-0.37018093814963854
3.235507334248315	2.505045172013832	1.5354942943574348	3.1838253705440835	1.9683035087932867	-0.17200284192114676
4.7757636994584685	1.7915182623084904	3.021409250218255	4.092395050543289	2.8936512634391427	-0.004803648397206427
1.719106008868621	4.669487297376095	1.522650029958971	4.05293788093931	3.5289778235717746	-0.2154028874109773
2.6762371599004964	3.95696755223771	2.213576577198852	2.655038913371299	4.4951456038470665	-0.11750765392425536
3.118593450273482	3.3287839178798024	4.223007591223137	3.3359872157633372	1.023474546251232	-0.23023143577482444
3.1595045215230093	4.116386282445632	3.4181299235615312	1.97090634025336	4.555923004113264	-0.12037370444087064
4.00262903501703	1.0876323356124633	2.5014269053910256	2.1726399577334536	4.056711114297515	-0.001440404518698091
4.514005010391782	4.649165359852873	2.211538081892601	2.7406878341197842	1.1637801177233291	-5.298124603601475
4.722707650405007	4.041954129650486	4.616617765114917	2.8558086505241933	1.2399103239647222	-0.5896305796578574
2.4869469862093445	2.4444675127241555	2.798518286968236	2.9719848194802623	3.3008355580937305	-0.014727070635803929
1.9888644617704159	4.212550731434357	2.812587322583892	3.3900518262257004	2.3599050846574303	-0.15462581434404885
3.764301763122361	2.559224635347773	4.078006163009873	2.250418754071233	1.529884850616845	-0.10239721718234128
4.819528670119909	1.9671708071694953	1.9070512407623648	1.2176438161998115	2.556736276812664	-0.2559444624355631
2.1777755109468933	1.9441466365825104	1.235807053341492	2.808875910713547	4.053989249910905	-0.0196384661477075
1.0359469260491587	2.5985582157946205	4.847237290789362	3.8173823044774986	4.085375239775493	-0.0010332217605859523
1.7667904195620965	3.965297191549722	2.1597079079343584	1.9788508680045875	2.1182979660480474	-0.6662047908114714
3.0108310334047395	4.749054875755343	1.6197700611885324	3.038280059554048	3.3794128392602825	-0.6921182601223285
3.0228740044103866	4.14239457149029	3.800476664986917	3.3231000179101247	4.494198127713014	-0.03453572039764361
2.494714117257863	3.9843017923970527	2.5282347887861585	4.078915911757681	2.5715289618104302	-0.1117461461965531
4.4094724500444835	3.9258801663721954	1.8350073118249988	4.896378682139227	3.3742113724840586	-0.14245399658766747
3.746730962738598	1.323862522571373	3.030157899999945	2.5381570888598777	2.9426138578134786	-0.0028086654181627953
4.381610508661482	2.827883034097116	3.7736980778727416	1.8830431182743443	2.635902734397511	-0.09983342254161824
3.195785835006254	2.5549656639697838	2.8599757353114987	4.063044614687569	3.70052774522597	-0.0092060375900109
1.9877518771676	1.3497285687375469	4.057803181792501	4.471532790452472	1.7220852388581194	-0.0008446054163134718
1.4951293197640938	1.7606333877504023	2.5086453690045696	1.1431778534681198	1.9752317273076108	-0.05596573987180385
2.1537867342281984	3.561363939027802	2.487995402090907	3.926726952785784	2.588063706110108	-0.06774350449267746
2.3109589298305013	4.516621912477307	1.8912061174351	2.0142565387630604	3.501054697390768	-0.6758527808223174
2.999032971421995	2.052968328832694	2.815694289792681	3.150721769920015	1.1446622925042402	-0.0645764833660432
3.295996329161736	4.388213174578215	3.270589698696965	2.609704839039888	1.3560550029451348	-1.140402285023132
3.505014727662528	2.019547289387206	2.1920155971787145	1.1754100626235515	3.1434362884355624	-0.1111067782217514
3.914298139859612	1.1624849841380698	3.873022867695947	4.346322378916144	1.532141499426762	-0.0013432955473393028
1.669588002199915	4.547883381717586	2.161920258982403	3.6593501369863417	2.465351774210626	-0.2346991628155461
2.5860639701712	3.6184599114669465	4.044888410118887	1.5659300745145228	2.1245438874943483	-0.30602373047387105
4.092290321299656	2.062813507402088	1.9925906299179688	2.3943631180322718	4.5848299300851965	-0.019357695707183976
2.118825305395984	3.644604034856087	1.2340700301666525	4.507123004629069	2.021504337468789	-0.3696398484149294
4.735294095341196	3.9600769399703664	2.234193775086139	1.2331591081717683	4.544609749587248	-0.9285351930974648
1.11821099839162	2.2070921817726736	4.977780552638998	3.762680404787624	4.693195512779291	-0.00042925188571909877
1.790333028892868	2.702538420923048	2.1713759775138644	4.568142163577534	4.645757634848021	-0.005621716830352679
1.5243914570396428	3.336468710636002	3.123451231557224	4.430934373279399	2.280048709622962	-0.02371408653546684
2.6112322786001334	2.4368809395806563	1.160116946704416	1.1050613869971777	3.2107241654252516	-0.6793763421565876
4.006887377719034	3.9520177139187127	4.905088379622821	1.889570114288752	2.366641002751265	-0.253926609116958
2.0805356727411017	1.8883115905689298	2.7039886817937684	3.9291801203376977	2.4436606460571038	-0.004905512768837625
1.1699861434344934	4.197214073753859	4.098795847283596	4.769269269643671	4.988098657991959	-0.004773631409932969
2.2659422048506763	4.445223365849233	4.35246867000804	1.1522737995661094	4.763497731741895	-0.19377537622246024
1.7536330989850728	2.9186733127469133	1.2069478243788057	4.032952645872735	4.115762371516556	-0.039633905824116765
1.5803578744892488	1.0159548448691775	3.7895838533163286	3.936630488744546	3.339864716887306	-8.477601204226272e-05
4.449897847334663	1.788682483352508	4.68068804862728	4.782122681568604	4.490463389922778	-0.0005635726743532138
4.7601733067378085	2.3843858903649533	2.777799995951789	2.8930964252801488	2.1838214735804704	-0.062442016986517176
4.373755083583181	4.477552098040834	3.8040406862165903	1.1660168015506025	3.792521696355095	-0.7765528052347566
1.3728793785361924	2.2247367277665235	1.3169534402911691	1.997903174795696	2.3436950848604217	-0.11055158109341433
1.480261298350566	3.848758934322473	4.441642243620748	4.213287554055571	3.9823380345170714	-0.007310139146858425
1.1690811782438977	1.4495189048191577	2.0083157077789786	1.0067084539117026	1.3576770682040649	-0.08562209508429605
1.9311399299727616	4.133530811672912	2.630429101802498	3.1192561672023147	3.117305637983561	-0.10771952197838004
2.940412167585416	1.4755954269008544	1.75997910527935	4.361085168025071	3.2959530963684927	-0.002722834352313551
1.86750986096248	4.23630782985544	4.38418563179785	3.026660041135356	2.026387265097405	-0.103985529710508
4.07074643519285	1.4139600887398331	1.5966377995394438	3.693182988575775	3.5699220551594264	-0.004589873686569897
2.4086762619366984	1.2188558035786152	3.2121603311245943	1.9668886375576464	4.4838416748885255	-0.0008280246268436488
2.9399361172110243	3.2643620659800296	3.8601856611646914	2.3268214956065147	4.112847009153641	-0.030578316102758612
2.9466739004437548	3.8189098639531336	3.1560563015777547	2.6572340609135314	4.074221781317746	-0.06710598935113535
2.1853657796248034	4.222904501857782	2.2798967500331804	2.4848250670599183	4.544553800545431	-0.1310613676981533
1.8399774266451565	4.314195391600183	2.3418773796685715	1.257684358472415	4.130317580863761	-0.5383729555226944
4.296583724667989	4.395188353362808	4.400134234227876	2.4888588710080684	4.240199764036207	-0.09294761037742877
4.363604651762862	1.074975859946055	4.763734609521659	3.3738264792031867	2.3244899257130456	-0.0005218603689483549
3.1247755823548578	3.287814833232988	1.1919312172016956	2.80436999334443	1.6422636072234544	-1.5146053887945998
4.581901556141007	4.246540313169055	3.0870113663550534	4.09298825009996	2.5310450441954866	-0.18211242217796444
3.5921750110211716	1.8708313369338057	4.0675153184745065	1.9587506846563991	1.5951469490263237	-0.03405555259981515
2.4292683129655437	4.633661366536291	2.9408535706276937	1.3824210009332072	2.764998790790929	-1.1078101172625685
3.0675244106821293	4.24892888952737	1.2954031738496123	1.0681592983702075	3.3059033583987896	-5.97246508820938
2.060434521941474	4.659555373689537	3.377924776392028	1.7142908823494951	2.620778979628608	-0.527129070345406
2.9813090707692367	3.28064733085916	1.7310414639319696	2.466029203465272	2.1337345493099957	-0.5203110495146059
4.855466389579592	3.852983472719013	4.273131090861165	1.3536130400505413	2.7576411477014338	-0.5257418593349551
2.9928188813617265	3.622611821572464	2.476503931491517	1.7862852210919735	3.0445046188020486	-0.3551932630513935
3.9110132117629695	4.663324568448419	1.7054783201626609	1.4559488788796418	1.8172481349503256	-11.354519162583676
4.464065300187636	3.1310352751910666	3.7603373011183865	4.216894941992374	1.4742535727647563	-0.09813159277923793
1.5993088675668703	4.774711200697627	3.6727522643819017	2.2695153399970867	3.819696151338216	-0.10249994726889436
3.1929312047495078	2.151072080851645	3.990016108231	3.2619030662436588	2.4963738057443527	-0.008094849795139969
4.901165031334701	3.7493793707347898	1.6409865201421372	3.3180568042952365	2.950753677524645	-0.4690328995834881
3.480896413882963	4.511038518766138	3.6750920898736745	1.7775528255023791	2.3434209095419294	-0.7688208788979786
2.54917231703816	1.7143679291900202	1.3817076128387256	2.2047596076763587	3.720470545037018	-0.021427663216690776
1.6980403102407935	1.4371187498678406	4.257107733220804	4.250311102350556	4.809891364533658	-0.00011953287779230681
3.695398515339806	2.2116670710932973	3.3994657422630934	3.0619157956901986	4.140336504574607	-0.005950743033051073
4.355596064476161	1.3783451283176982	3.0907677395904214	1.5111273980293831	4.965674941027401	-0.003653406843699522
3.1456424175427555	1.8048387045224592	1.7371473007224032	2.6828128251679773	4.243747437809493	-0.010666448736993331
4.3150219281316815	4.352624279567694	4.4061522628617364	3.9216327023037416	4.52476592956061	-0.03167033615351345
4.423461642382066	3.20938599059686	2.8537190027546004	3.467146867681398	3.9589727536530166	-0.038232101572357464
1.2593035894677105	2.266871750015876	1.595001900408735	3.439970069124245	2.31149354890297	-0.025842298974956726
4.510854003204248	4.7309776324085115	1.7098177147748328	1.235974712261399	4.879439328235407	-2.6565238745035824
4.0498108766501675	3.1897503325925194	4.852819347185747	4.6461666462666615	3.2988186993444706	-0.009472766041095312
4.249441988527453	4.101224467816777	1.1223758095569774	1.0294424270136684	2.8430574210542137	-13.92656762528734
4.879857194051342	3.9247459299156944	3.797536767128407	4.613543150023215	4.430078193083868	-0.02402522064348537
4.8062776668963325	3.4605844096452865	4.2220085606944044	4.716576910903306	2.3281378656079235	-0.040087337132524485
3.7346151555942138	2.8177095607700537	2.6677674481308578	2.965871777906074	2.1139546701564407	-0.10518377389737384
4.156006606317794	3.570284512051852	4.226802662869188	2.849309125887351	1.3845364485672649	-0.30358875188378204
1.314519875897675	3.517802094860929	2.8665278068653066	4.714336786934819	3.2245710109982664	-0.01325150987604521
1.3473461965071212	1.6040727729113469	3.1475645740346962	3.9276760228703793	4.672945566303973	-0.00033410534717828467
2.2551763199127106	3.80628360930612	2.6950317599078337	1.5118912358365528	2.17265141828338	-0.7549985436826834
3.5553823860628646	4.1231538387783715	2.685030055949666	3.0050831415026544	3.7429572360600014	-0.14082295977543324
2.5433562646206678	2.229249446890217	4.333154031452452	2.0808188575164754	3.7789661218613864	-0.0067628394996423966
3.325210661817157	1.8465449989578688	2.8447926407687283	2.7413746300208066	2.70079119987022	-0.010893030750877887
1.0587020542436032	3.684701148251096	2.5335976757492693	4.399352908107471	2.2831686127668767	-0.03766725475259339
4.4192416068603135	1.3402955028773793	1.9103015116123292	3.606825576606554	4.806034482549215	-0.0016256689669678624
3.098738514608771	1.6426374926426308	4.163934774448856	1.0070643015294274	2.534586152539187	-0.02496465184637496
1.2664530828611498	4.028171807951503	4.9466923677441885	1.3271640809653262	4.922427380224437	-0.03991107096849854
3.576300929132298	1.0210396506579036	2.9859402809616484	1.806886639413718	3.0754515520672943	-0.0017647072539883754
3.0344102807664592	4.449771889996137	3.3193615134562098	4.780632005793521	3.64056703751894	-0.04455716020481127
4.126472667282949	3.5470777756543703	3.001556568985932	1.1237850238959155	1.2971082269156966	-4.2654009088423965
1.8096956450103536	4.887333084754033	4.2952028982007935	3.7369882829971264	4.3878172442123615	-0.02601928788040891
2.6468683459821443	1.8074075164012922	2.7735416099341657	3.761540862041601	2.9259127706123946	-0.0037891604964759478
2.1983135126314144	1.926684054848243	2.8439985462261714	2.4174544085936303	4.281506433177161	-0.004369916399282378
4.322346923646222	2.118831917993572	4.871048827318927	4.923199146457313	1.5592430662020127	-0.0077883999374229376
4.905646921009696	4.685079902957503	2.9147146649178484	2.8133210106196342	4.22926744834056	-0.2456480593960161
3.5805671116286937	1.508157319251874	3.347187777846391	4.048803860373384	2.431474944288051	-0.0021325301874489124
3.3844796651942968	1.985445579566138	2.6436976895035684	3.907796177189828	4.622526025266412	-0.0028826223700403296
4.983498785938061	2.9805277042134417	1.449166819278712	4.575999777434678	4.060999698879689	-0.06778636635448551
2.3308629458151424	4.063764216072494	4.8648331901316855	2.53485923348529	4.176747716971526	-0.0299516443005248
4.830421048040126	3.0672372100080407	1.3778682179130213	2.234800956445284	1.162733287432825	-4.168993167867709
4.6439401677830565	1.6771372657888215	4.584931233186693	3.7012048947448535	1.8262456677208891	-0.004781902964531322
4.029859129583453	4.855978952797457	2.3737064104741927	3.7474544454962975	2.476900327242713	-0.5769833354927859
4.070649035917649	1.2302225154243556	4.1503761781951365	4.211921665162775	4.2079021403824655	-0.0002153979674597074
3.2518721801157016	2.5563162370476404	1.0317374604738987	3.965025002334658	3.391664209462875	-0.09016662995364803
1.1308539419435777	3.135436521166353	3.3777523966453136	3.8781233040761514	4.394172853338924	-0.004123399920473344
4.497520007543148	1.7043650526146412	4.566359828480287	1.297598378975465	4.812534731159298	-0.005833980799510522
3.2692097137112244	2.275710682270224	4.155504026379804	3.0492332000593967	1.2899234479542696	-0.04102649513573107
1.1010502489043392	3.4713169873082825	4.310523231806304	3.374629780374926	3.289628976693959	-0.00872746589039497
1.0211713723321134	4.730306895378929	4.49880001351216	4.5064955629531855	1.8480029667865456	-0.0455291263769741
4.89657551801163	3.0976001722939293	3.07744341945116	4.869851307025501	1.9248973499655948	-0.06771380274271104
2.120815752534262	1.4371243357419567	4.096268987894684	3.181736024611563	4.604013759727375	-0.000314059457930327
2.8715133033922644	3.870546640718545	4.2517210409663635	2.0382444655462466	1.9009637580145249	-0.29683856527773955
4.309670364279784	3.3046246423484815	4.880581953267091	3.6403902017446015	4.840489060353571	-0.00868610421453984
2.2459121066220407	4.528235103253978	2.1427155735416106	3.26477253554988	1.890270125705387	-0.6750500708782119
2.1548151909816493	1.0319942388216496	4.8434651237224715	1.0679730054648409	2.1358549627652823	-0.002502953099881848
3.9578666409517433	1.3281564234421754	4.3625633818928105	4.507964907066955	3.680116716930404	-0.0002939005100091769
3.47252406396014	2.144066836955971	1.482660130961846	3.2034033234004973	2.4086596897432844	-0.07008921620495788
1.3444859758614869	4.694632910987787	4.484353453286527	3.6304047512807087	4.631807239212785	-0.014356947929639943
1.9805980500561	4.473145455908345	1.9815233977133693	4.5957720416243255	3.5321699147748773	-0.09579876297107733
4.4157249745251725	3.0830715753686024	2.2388174179525504	1.5164179620828433	4.543857591717679	-0.20956649053776
1.9368068513146024	2.6059277105034644	2.837211431905857	2.6531176168081423	4.330480831122015	-0.010506961283532195
4.229845380788387	4.712087355805329	2.6382405972754124	3.5755079373386662	2.8705145386911464	-0.35552000641520115
2.7243425646346453	1.3676453575956766	2.3851236588256057	4.863675872013276	3.519168797269456	-0.0007148821686407378
1.5100041814764484	3.5738928422050535	1.7886249075712426	3.208450574255847	2.7381593442207195	-0.12471180894826935
2.777549503043576	3.4367133607545512	2.2621365995192777	3.0723266323086427	4.475369663039663	-0.05006276302168609
3.6121158067061674	3.851446538633805	1.0218241229577512	2.514817486359811	2.0542405153544445	-3.5653268337426303
1.1552943472762736	3.5018263288666405	2.101726568413906	1.4134884588713086	2.2153440459294353	-0.5013739313265447
1.3903784963549106	4.350558844696668	2.120444999623696	2.494911820889248	3.5392359846401784	-0.17759869758309446
3.1325007943418455	2.135421996761232	4.757257454927887	2.230324376383713	3.0783004104445757	-0.0076324624731625
1.5234615059138892	3.7312861926840273	2.9155898274122887	4.1038412094618195	4.275577470724004	-0.014104322621673068
4.928587441316632	3.8399593571511317	4.0112248516344415	4.653497350670603	3.481632870841747	-0.03171466187100388
1.0691962429671689	3.0302377454731024	1.16770905756239	3.8803175923608886	1.2361931935046342	-0.3591680625585236
2.9651316528898866	1.511857522195602	3.302097919784017	4.0380435056515	2.3924891081746478	-0.001902723285218612
3.3455461153741504	4.959112592412432	4.045991476213409	3.8289492875157785	3.100745596901768	-0.10961032899763642
3.917464850257733	2.73653206564613	1.0829766648563557	2.182948750806659	1.3250735657087551	-2.7984144143361305
4.201317105294438	2.7192484901649965	4.048843355875334	2.8637249055110536	1.405426903525373	-0.10813094317952758
4.8704208383123255	3.77435063978371	3.1020925464347946	3.8530414148399568	4.573684775362269	-0.04134244571917056
2.246671573526018	4.07394117880915	3.243689468654672	3.5610034445513365	4.772429131711991	-0.02545694679684653
1.7845367046804244	1.1875475994248172	4.428867205737364	4.06904793513755	3.9448664346880338	-8.778171592384666e-05
4.635321311015807	2.3217377635347867	2.7921918806940216	3.5158147355777927	1.278658399244375	-0.10685404393110094
2.6825005549396552	1.787326010094746	3.5447975459910386	2.4491125454717526	1.5541843615187871	-0.018795743399668503
4.099546278165212	4.394347038241701	3.075714974243029	4.039081407953745	1.4590732846709873	-0.5815828819632335
