rho_c_0	v	c	target
3.776650068190337	1.3589173494717866	3.0706968586481387	5.723080715767225
4.730555918199332	1.4438110244957272	5.461956891339702	7.081935444457938
3.7459322667432016	1.0611254696125372	7.231398270980143	4.018402132096004
3.1945379143628148	1.261416510376888	6.567605696817965	4.106090349949771
3.4526994699082296	1.158814348260511	5.2228011818275455	4.103313241124639
2.9101688303968865	1.0756642184426617	7.429547647673871	3.1636985083780433
3.599747568830993	1.5926146249760869	4.582619073943087	6.114119022219612
2.4780270060001652	1.6401504369616646	9.326517406787245	4.128680933857623
4.951809457179602	1.6313599805104075	7.922885339610413	8.255073229442804
2.6282918774259523	1.1538589595207027	6.420966337957883	3.0828636433279977
1.7001176953928976	1.9397855372307136	9.901432275677324	3.363032692069684
3.8178282803004264	1.2681573240977282	8.47912108116066	4.896683343414062
2.330713082833308	1.5148079803439356	5.208621939331409	3.690084268123007
2.2230800134372557	1.2050838651187066	4.623970721180514	2.7748915596174357
1.1545546985314514	1.1104215301998428	3.8325865691528063	1.3394961605933202
4.164462815987317	1.9969697627044116	8.351866280821625	8.564736680889226
2.937135492079149	1.5567148328183429	3.933262576094249	4.978831566370961
3.052134920899939	1.495652984058314	3.81448278614664	4.9622995809647525
1.6100020491147289	1.086781318401783	6.45806398779616	1.7750343545708631
3.9704374225946473	1.8692819351777368	5.784970563464227	7.842578071045907
3.7383942340237786	1.8148082288309828	3.7194404606096834	7.77246095141988
4.991542934839485	1.251762358995535	8.848687202845802	6.311698937071633
3.4461649977710858	1.7256958066651902	5.261682881560011	6.295243101964827
1.098585576153467	1.07742736849471	9.532942833607649	1.1912792355907411
4.351453606741647	1.832833920022161	4.655813620901165	8.676050837521776
1.9108771233893125	1.0250425731587192	3.4165995974918038	2.053319803003811
2.4000852484978	1.0989602160053125	6.085589837016489	2.6816862958640795
2.6166246831294684	1.945872748193804	8.222719001126446	5.2404691366484455
3.057616101249797	1.3055034193107729	8.650658838705139	4.0379754799951515
2.8176512647269063	1.6341744385534327	3.714066009490917	5.127544781242836
2.6438496459232264	1.7938313473206764	9.732270607176131	4.825293638820551
1.9938402447438688	1.7991712430780469	7.263185234201722	3.702657206670733
2.680721016889407	1.0788985438781145	9.455355434387632	2.9112400273864223
2.005000422754883	1.1491088802804954	6.46521557588601	2.3412410286379113
3.1452449813972105	1.9903947698921065	8.1999876300219	6.453273823659383
1.8253148634448348	1.7946909803150115	6.849468227145403	3.3944696995960686
3.361584455807942	1.4955432539444071	5.913725623293788	5.196305536023889
1.7417079424342798	1.7592442643114468	5.201628723973919	3.2559616837161567
3.3500491101836363	1.6238521605812062	7.377594508518745	5.576748783267928
1.9923266929515615	1.3798376325547859	9.134212091353152	2.781001560281483
3.4704707237118257	1.9829951520003952	6.607598923571834	7.214476909071088
3.8532273128163848	1.6337191403185294	7.601753502436773	6.445707436859977
1.6170718427064903	1.1188567592792955	5.348380746768468	1.8502097713687131
3.626149435132117	1.0382646470409889	9.419566949422745	3.7879839186739135
4.49287890549285	1.739756281624381	7.575647079922283	8.031163182028271
3.220940665209899	1.1467878587295497	4.7712841667654535	3.8052845665090667
2.231342158044303	1.8592076496214636	5.992220519202014	4.363893530647565
2.9054535059638416	1.4588412314464705	5.856946332098196	4.376529491685401
1.0777490611314742	1.890021472521104	7.615182268544243	2.102762069875668
4.218397230594355	1.739804055373705	7.309571982300309	7.556346972534812
4.720816972325661	1.1217581544189197	3.858938137732012	5.534616159487707
4.691055487097785	1.814978116069237	3.449335145632592	10.012280919447662
3.192257300866905	1.2927765406463188	8.22254317131822	4.178847442612154
1.813382738183475	1.6313327230410102	5.652256070654509	3.089713763914872
4.921020024321127	1.5085861758233712	3.6783370923856182	8.13985990978235
3.0187198753602917	1.221387989172398	5.2887826326572025	3.7894644351582394
4.97962151860296	1.2298966706527559	3.5745347811101467	6.522672561588349
3.5863704977261746	1.9205137781845447	6.0353747309374866	7.265322456391902
2.8552213018962163	1.2662196172690687	9.951868931528438	3.6449609777694993
1.8073970782561972	1.921681095751888	4.834868216659183	3.7850608762452382
3.8523165809832816	1.3951128666419876	3.6735725980965688	5.809671696600497
1.48007901149429	1.9671126512697492	3.481810335333944	3.5285877828934336
2.920088002284269	1.2936632306653322	8.87006060896576	3.8184399147205252
2.3959113879094867	1.3311459197965492	4.940092842147867	3.3118038960472544
3.4766837600853853	1.886554147940453	3.4749030193888832	7.8102112799127985
3.810623931666425	1.2087615652652641	9.288067797629797	4.6456448557029
3.4764601286071555	1.1469117820226191	7.402176526544437	4.035933072048296
1.7382587346216356	1.2798973728683616	7.8167706472358915	2.2552294378891373
1.1854825054193023	1.9047987346771007	3.9563382389612167	2.5763613737623263
1.2006850183941822	1.1066562188089673	9.78072611957592	1.3373334959791774
1.1156310246924033	1.3608418939327058	7.221047909784901	1.5458970607387277
1.7976503921863016	1.3205302018861629	4.809634382440823	2.468724345242568
1.5415628596596704	1.7460312600111416	3.2621244862157357	3.186485280142875
3.8193457718888433	1.4152424513949038	6.605016954433429	5.533823582610941
4.8997462954337045	1.01908818233054	9.713219380128578	5.020984798713894
3.3618106434478654	1.4586412566954103	7.318222780710343	5.004081579619763
4.042928669113577	1.363506210905178	3.13667059184465	6.121147208324644
1.9710578000408077	1.43241802289802	8.657376063786906	2.8628368808039286
4.28760278894828	1.9239341776622605	5.294088577956637	8.854457044250928
4.182506326574035	1.669348311777266	3.885030523372523	7.732261263596553
4.1031944964732565	1.4990334989648328	9.289695998196512	6.2325044370519445
3.811915174566865	1.63590252858459	3.624696747952174	6.9881110001073266
3.521602544728025	1.9267755388756356	4.585220303940506	7.477575247147125
1.45862726480479	1.1512474639624033	7.815503198600701	1.6977611247214124
1.5322354944955814	1.4019119848809452	4.410204599489443	2.2655716819333214
1.7727188457940364	1.95419175808782	7.8005089708610145	3.5783417598458813
4.016682018672576	1.9677021469964264	4.903580395679177	8.628835458185888
1.852530524663768	1.3831196957053122	9.344806227756813	2.5908067419018392
3.9179789371816502	1.2045950964821976	3.2829313499046378	5.073452187703949
1.3065424495646236	1.0750434362621637	7.251113871785207	1.4202860967000013
1.972491689085272	1.4237952876304942	8.690986668217022	2.846887173132528
4.3925420195352975	1.0005301744838857	3.840481438316103	4.552063169008988
2.836195509860353	1.4687314447365396	7.4933447114063325	4.248008409292039
1.0113224373229197	1.756735883294291	4.26458354106963	1.9497383430657007
4.6323614339761106	1.702014665454065	9.41194426017498	8.016512643929477
1.45215987143364	1.2187033376411538	5.659942040438081	1.8122616395427007
2.651542385137052	1.6128430275957273	6.007408802457546	4.439511802384169
1.5447945403630876	1.919405085104116	3.0355292507904776	3.827335923155308
4.09667173057747	1.061972640131536	7.175567814248041	4.39899681229273
1.0881066147875549	1.0577387047344502	8.93813751158365	1.1590771538947895
4.748843003642823	1.102228022311449	3.231141663863973	5.56830950227562
1.1499238246115295	1.4922638317528898	5.497972986916644	1.7829190921181532
2.114562765522893	1.5890270132928537	4.099576626605041	3.645051155242794
4.23736296806242	1.0208953127702398	4.160306118921305	4.462341992069304
4.0070891784594185	1.08005590439154	8.739127884790989	4.361316132933847
4.882705594393374	1.3515264867670624	7.32861991445403	6.714269226570005
4.610752449263507	1.3172420784071832	3.0092964686003327	6.754993389925977
3.693487744823596	1.7255328909864516	8.575846087567388	6.506298526493727
4.8391916608391705	1.7921060713846677	8.638225413384355	8.86522533218031
1.2632302347346402	1.1421587223420553	8.021413846763181	1.4576618112935171
2.3012285266234884	1.6382090442936599	8.227946591877451	3.8469141301553953
2.374004595330488	1.8003975964245782	4.6492363535365255	4.63585812875034
2.5926549545159423	1.6258374281926071	7.56156348044725	4.316186314098564
3.3435391958046594	1.6497791871970438	5.177751315390366	5.819410986272718
1.345921645513264	1.4001369524514309	3.235227822789312	2.090376039585696
4.033926135779835	1.842712858200532	9.717599733093133	7.570728360648832
1.5038795407336492	1.7094797455740405	4.87307796111629	2.7453161917915994
3.3677267055983298	1.9423330171678987	9.89752795137976	6.6709633713237375
4.578604820572594	1.1680096849245647	4.1253027749095486	5.576022073849947
1.0070149587916677	1.138659095497256	4.6096927970499335	1.1833154554111822
3.4642253145752044	1.5542751841705038	8.681120406980298	5.472790758987611
4.755491633381332	1.086072288456155	4.994139896575655	5.291447072501921
2.3274118928971963	1.9139411642002964	9.650703621686953	4.54480266000698
2.455951179971001	1.2385453837310432	7.610462180936357	3.0829065135535685
1.0234852848466436	1.1760835890449388	8.238974436547357	1.2161585586920731
2.112475906848314	1.8628516371838315	6.5861621992540105	4.10276075590949
1.310261742847869	1.0170445515337287	8.52395159321062	1.3421826908506431
4.552384063729892	1.8214694750308555	8.417909877370898	8.493240571083566
4.907588515806173	1.839018574657276	3.45783345680324	10.657388917798974
3.962605181309673	1.8155004884586097	3.7034761021654035	8.253900963243915
3.259541759605645	1.3373860763145708	3.888326701891545	4.642513244803744
1.9180275110974156	1.6397798689044087	8.854240367515377	3.2005072226891715
4.5318749187783025	1.4252432916107731	6.419791759109407	6.624335212968582
2.2846492065591937	1.6821513178782626	5.536581278075653	4.033812522788288
3.711308764580122	1.9131782426910096	9.310455844839355	7.255222856928341
2.2917377563974144	1.820190014651116	3.1031521705794245	5.150480964727269
1.2017265963862287	1.3041532026189222	6.4637231684124385	1.6001442221363784
3.323142545574743	1.0430129544437032	3.0250029521750426	3.6925163376774486
2.400297972130909	1.5214837752842514	8.742790189112736	3.7086046256493583
2.068571878576497	1.087702883500401	6.516802207332096	2.282002232846899
3.83469651256167	1.4447370163902242	7.200770676829023	5.65512052913513
1.645416723735492	1.7169940114669917	5.656066857086016	2.9650929081826622
3.671063239350245	1.0536349581733968	9.547092968217305	3.8917333221317465
4.209039262263927	1.3106034552904324	4.628900068841919	5.7517422570032215
2.8859678254179197	1.6119219671497107	7.83036062111602	4.75376915520892
4.119819211520992	1.6821363020492668	9.149343127292052	7.0502785711273654
2.922877696012121	1.4331511824047771	6.269399471165683	4.302858024203169
2.7714829758711548	1.8254039492987144	9.419660599316618	5.156830354805456
1.6925699803267835	1.0233322541853471	6.1432349424753605	1.7566044536977732
2.794833404556807	1.503446467308056	9.449249342220538	4.256099741692008
3.532088961483965	1.466277639836528	3.2050897067579687	5.824245886962856
1.5138065175391362	1.419014388532176	9.665119779237822	2.171646252677001
4.152765015760629	1.4216175795470307	9.917473237129542	5.965247951183865
2.383135841092314	1.844646263136328	4.018732565905482	4.948101886862076
3.3767590888767787	1.1075387552253064	4.037443931529518	3.889079065432728
1.8498731496351568	1.650150276279997	5.357130419308085	3.2085793007775814
2.717294471751271	1.600261308127101	7.821693971788538	4.4423493431409575
4.306018738458478	1.1578291200497133	8.480825256963152	5.032756194806186
3.727372355816495	1.9792357476145424	6.622797461854463	7.730642883639723
4.384612681340595	1.026611995170122	6.009380469754452	4.568453768234604
3.1904989334049034	1.5563219632647958	4.5897717475008735	5.278142905910227
4.158398630362708	1.8241380582969176	9.101373569437882	7.742597040778594
4.014993677271147	1.1795364575262468	5.1981759490875215	4.862674732895079
3.5277471855914557	1.0210039421890258	3.1642146337203254	3.805391134247687
2.392426252969794	1.4585838047378914	4.443407160416396	3.694260103498487
4.938469543662113	1.6046906719128544	4.531392024131086	8.473845425638387
1.4493043690276322	1.2586425324834378	4.2491402580276505	1.909866148363902
2.3471028168047243	1.3412580291143086	5.747508142910472	3.237458025273228
1.4766531561698508	1.2566800233270858	6.848425569808994	1.8877344897965755
2.155694687004196	1.6273340677921762	4.781720442327887	3.7307291712426935
3.806861243994088	1.973609398149724	6.215786254854247	7.923261905440541
1.8578244550991223	1.9411116181858	4.142789767901082	4.082066543936569
4.707979749719701	1.9230485664138837	8.258753035716088	9.309568402073882
2.7932940391947962	1.3343934809735625	3.3588288206786734	4.06163524824024
1.5070246147263455	1.2913943710807585	9.488194563053554	1.9644434993015287
3.9895412904744103	1.9281696268191264	6.431086644049798	8.063466217698762
1.6445067839786054	1.747520479732674	5.589066335490826	3.025500063260861
3.09491570800346	1.4475370103286274	7.23640428785838	4.5724197107277815
2.850555687987081	1.7623554190134816	6.671050927969067	5.2087405349563385
4.6195100138355	1.2803450643901986	4.560984779718899	6.1623510238225006
2.517463979782624	1.2869638599338802	7.040903317505194	3.2954024373016693
3.785398753340552	1.1627048997230744	4.638179912212743	4.5464720120883095
2.8513263770303148	1.913234713799272	7.094334102010059	5.665158500548728
3.5571875889148417	1.3670423186426417	9.546784176302776	4.913460966509098
1.5481071152836927	1.0696038471503595	9.859593090476439	1.6656918359964847
2.120914187808762	1.7435368912472922	8.911815086223408	3.7707616280723264
4.123607404242486	1.7800372376606863	4.9173937234884635	7.874179738112428
1.723790247577936	1.5562974738990991	4.442456722082693	2.8642410124984288
4.592588457391613	1.376213695055544	5.510443915404781	6.527222505101559
1.617143908294001	1.0806563912950031	6.773485111858313	1.770251848727465
3.940852821804994	1.1002685383722717	4.501092442155442	4.471651915886771
2.38863431763255	1.635083547715802	9.95919537141787	3.9593422430253167
2.5656555484491044	1.042185635113932	4.494509052596969	2.7488096527592867
4.025827548304335	1.8170392589381341	8.02531413123841	7.5101147568371776
2.798342621571698	1.7744339154845834	7.1644663576243905	5.125152931995057
2.7352136239777582	1.2044103555198604	9.803588625325217	3.3194653879552805
4.528385160555403	1.1528675896639855	4.615218829126384	5.391550107344675
4.363451370854322	1.7464738910230082	3.71258416984508	8.635863174504822
1.915353347247343	1.0740428799305783	6.8501611459946	2.0829337199638216
2.8034791373964314	1.572171654230739	3.6184223018572648	4.8936014770495095
2.78986814202796	1.4528076063352318	8.63623971304478	4.1117376419577845
3.8581897645136918	1.9625942573697432	5.198120359579166	8.177297584254202
1.3185965702513909	1.893810414110991	9.383802809142807	2.5496350971444843
1.9647959609102288	1.5763855056455258	8.129053153361609	3.1572080241451994
1.2280247563182467	1.6862291347389116	8.423862500363803	2.1135072740671914
1.135220103021824	1.5364031293585902	9.931085844627187	1.7654104115294942
2.039666884194246	1.8322546560441324	6.15858102558567	3.9144432294718903
1.2279243087987315	1.2562593590595834	8.278803234671662	1.5606641817128162
1.3094433184124583	1.602338232701234	4.656552706534431	2.2346368943700887
2.936892972953596	1.9512539864311682	7.63572186200276	5.9274281593112494
2.533653005164577	1.0064276838586386	6.739349641472195	2.578856521327942
4.273831536109077	1.6374330655749048	3.9113669962088666	7.70585908908409
2.71171188629471	1.984479022949153	9.529597371637438	5.5019549213432315
1.4252028686123848	1.5071107486055442	5.593158414669846	2.23043645323339
1.6334055133683263	1.1432341676356907	6.832391668741693	1.8940681575639808
1.7241667517693229	1.692461374653197	3.2556713627515204	3.4159323415783094
1.4087600145151808	1.7502879142599341	7.636918041091458	2.533162746814122
1.2893566720712752	1.0164079512904127	6.31339772536534	1.3278330602923276
4.00704088265986	1.2700895579982108	5.1103892644511815	5.2541553050552645
1.5592369567557562	1.7174880890919444	3.949941037841452	2.973803445790653
2.098752405619209	1.0584042548222214	3.698451385850928	2.3182852527171423
1.9249917560879821	1.120628362977966	9.79243482320424	2.1714660844828857
4.914746302869798	1.0644694215172408	3.9960672518129376	5.427709548931722
2.9468114565804084	1.2614895632499503	6.406073311774515	3.7916140350445215
1.7746161615838338	1.220712476019675	9.899958128949141	2.1829545544656868
4.576305435071285	1.4485826655987153	4.946751464829291	6.933082641900878
1.3655652331308414	1.5890840069552676	9.911715363341688	2.198435797013422
2.7307926337297905	1.8477835062220973	9.73031125430348	5.139433341516118
1.666864289408156	1.828469795620652	3.8358178953108224	3.4670652635990016
2.2174949320943846	1.2628052068784872	3.352215365745442	3.0229588869611312
2.0777221843412748	1.8763037784101235	3.6364880997115065	4.5510114488149815
3.509959449559352	1.6723475455166028	4.812282850162268	6.260035819681201
4.665695997035856	1.0671855793856984	4.493050379526483	5.125850712788258
2.803598989817682	1.4984627211233117	6.3238200670822415	4.324240555603483
1.4369248257610283	1.7328389440310206	9.893600460579727	2.529052858459345
4.362650917823848	1.1611694080999333	7.612915414452332	5.125751042164146
4.863682540501665	1.2795480993713368	5.200362856897992	6.420706274074236
4.22300136161361	1.895410508486932	6.968570290953777	8.317915743104622
4.482998413264426	1.9880308065956904	7.922478147956762	9.206925430349393
1.542442047559882	1.9781092291903783	5.375023331607639	3.2814137873140687
1.1001358371827883	1.6210581723284527	5.9233566918010165	1.8541708378207111
1.5128690137281566	1.0571555371585335	8.955616899809959	1.6105985432273549
2.880850388129067	1.054754054794142	9.838293030236674	3.0562030520454457
1.4177736006914263	1.8704949971027822	4.409031146861382	2.9285422273297
2.0380055220094864	1.255418675246448	3.3604810199231143	2.7582569760908773
2.71380062931196	1.8346092784471797	4.503399389554304	5.451655005570277
2.4219770146112314	1.437638406119779	7.629545408354789	3.5454382286980968
4.949040746908183	1.6798891454812537	3.7347692346106407	9.308648969447976
2.0098116013073914	1.7677249839144564	4.300767694613299	3.897214961401092
3.729627227267685	1.5802364623057028	5.0979314853781466	6.199030011829008
1.3339101361740957	1.181492659103327	7.132810137819448	1.5980809942139726
1.524568800508911	1.9464348999991041	8.667765857648655	3.0452488861895115
3.736742793126397	1.9998096645768664	7.325709537754345	7.767809288225504
4.951471630487454	1.5913509789874416	5.04622269413245	8.303210399504511
2.5678912494673454	1.3000061182978428	4.754114793147387	3.4705487063560034
3.680957243475348	1.3527362159614955	3.7705500325537886	5.334489441297218
1.2880821356013479	1.9679824794021716	8.788253670506368	2.6009762277959223
1.9277438003423464	1.3913461695194158	4.278451313413649	2.836325258113124
2.7287820611408145	1.6761123639444535	5.015664176812911	4.852724361378042
4.4313110184678015	1.770295653010966	6.83881152379236	8.1215553397834
2.409573343492168	1.9551283112439573	3.773655433111124	5.507906407944549
2.890363175187589	1.2908779505633596	4.235153701697536	3.917516635070309
3.623127072168656	1.914168946490744	5.666429772308216	7.36843199452605
3.089770799753957	1.8995845451529616	5.0889481059708706	6.3265639304720125
1.3216807713845475	1.1829494688740312	4.0709474626669255	1.6339886855059562
1.101283709405967	1.0619144258263298	9.356187788213752	1.1770751366614958
2.8295521116804485	1.8187870521428884	6.390416265142371	5.3683731247503665
1.7625564977406185	1.0951091088872884	9.585512079037247	1.9429129790423345
2.0151879872485314	1.415605674849596	7.32363317157156	2.9075445999353264
1.3456954816458715	1.71270478824365	9.917048722396007	2.3399391778800123
4.896697810689184	1.113696804326607	5.99611329497817	5.550009090794378
2.4072248267460745	1.0312309723256383	7.766157666603832	2.504583296040761
2.523960409299697	1.620622247557537	8.168547008897008	4.173345963061037
1.9807408861155973	1.64388931436607	6.3278919074611375	3.371887230467474
1.4238163481041886	1.0659840196209798	4.832920277894923	1.5560892041077563
4.451581023614676	1.2128235909203122	3.9233045359616114	5.677051511682508
3.4147866439157673	1.0560421972162295	7.137801335675388	3.646287099206836
4.710706326524863	1.2114066786837838	4.283850320017745	5.94941570283957
4.856495699294161	1.87589424313734	7.525606028573548	9.407215867660774
2.3181858319715265	1.5656281321706729	7.089638609217553	3.7212897462726597
1.2006258498311349	1.2618795112245758	5.327007586699745	1.5594294956740729
3.545907587096764	1.299485455114972	6.983592964324414	4.6897611676669495
1.7204455819563282	1.4939435653420559	3.0727690146494244	2.9412785021254546
1.9295998015285492	1.9023557580648385	8.315319316887603	3.770791195057048
1.0992870394776637	1.6733509278533687	8.174193680511568	1.8792919408176392
2.8822438045138403	1.6895342905529824	9.491669118687684	4.948679360145161
3.7514042314431295	1.8541334725946328	9.591610464282725	7.089321841071612
4.790884928709113	1.7385334442572618	7.262518335561109	8.5785356457233
3.2471171111741435	1.381036702783208	9.392390131090895	4.533664908152403
3.5096696947992543	1.623086462328387	7.6276109054483525	5.8300178822065005
1.0462557408890514	1.7038321490478825	4.489805016728784	1.9267741989935407
3.298459367771451	1.6929206118740252	3.9849597601167774	6.168329103989037
2.8224523130630748	1.0693594529676234	3.4498601652725918	3.1745775191953225
4.445006324222762	1.7918261249286558	7.963437971661287	8.174289819555732
2.4649046884289443	1.7785403181610842	4.9371749704043095	4.6994445376381675
3.4517822732944947	1.378302962864694	5.342016881909052	4.924330775062092
1.8911615781012088	1.8391208455857735	6.885262512198252	3.609211364986736
3.712357032891095	1.9916105127709895	8.547771152733395	7.602819410233509
3.2666098626038527	1.5246039628423524	8.026091242946293	5.072645986220621
2.4785844279497438	1.2493943738644218	6.151435485483972	3.1626494107922833
2.850124136993203	1.54881858529327	9.470070184139104	4.474574276958778
4.633882593374271	1.4912490352580725	6.767386492920182	7.084414791588875
4.993913675968127	1.1421384901744602	6.9481427261244475	5.782398874622368
2.8280684842775154	1.9135643997709568	5.674281247958982	5.7484307111638895
3.6844843188830465	1.394888602029613	7.424863443469963	5.23261486615958
4.269639923516212	1.2347993066550291	3.155985693474844	5.728841637683287
2.2468268188899403	1.5317616952258124	7.577661138022706	3.5141483715625443
2.099996863837315	1.3260508242875109	3.0261691477452164	3.0979686772564965
1.5530033271332653	1.2750133481573696	3.703261496850329	2.109043460898891
1.6644772822090137	1.84728836433722	8.808979780775463	3.144692793127412
3.4337594804107776	1.6179403626823674	8.983376866882407	5.647975969232367
2.3532212954095733	1.3828113621114857	5.741741150754968	3.3527454836756503
3.630157280501159	1.7187249165979015	3.7265870839423214	7.031771609582932
4.065515502464721	1.6357301329719944	4.9387385621781625	7.047874152036773
1.1205928529660902	1.6063167789574273	4.380302861213392	1.934818411873056
4.372146941905847	1.8938534223049015	4.366125987459434	9.189729940770864
1.4004157755259423	1.4304701626494387	6.407297740562388	2.0551248318202524
1.9811003853379037	1.5698048967697895	7.282456399684935	3.184814026097376
2.9459794917302413	1.9057690301060919	4.685205494493767	6.14575773332235
4.001964459227978	1.1214552563046822	6.089757880929704	4.566116813970473
2.9507514750788153	1.7264364919605089	9.803717363992018	5.175161159397592
1.5619282908231846	1.8269916845685332	3.2659914100463494	3.4426765969859554
4.660432743865713	1.131557992920031	3.4709605093964178	5.578307955866767
4.51433539870437	1.1865114104669847	6.558496044537531	5.44617637070385
1.2124029915407901	1.2814145328222302	3.6864499706929177	1.656911749973924
4.390961992505073	1.1642559763265004	3.108004361189992	5.513671606052974
3.8037747724753705	1.974384030766771	5.814271227460452	7.984564557437693
4.135156848923228	1.6182904986586315	5.292971187776264	7.028449508455656
1.4122577329781332	1.3722317475850137	3.4913266418731435	2.107558494358589
2.5968458348886863	1.6283079159525229	8.537680237117604	4.307531773861337
3.3660363306147283	1.6783326107183094	3.0927228555757544	6.725831412618457
1.696473623231094	1.7722743912829697	3.4308731376471333	3.5113894257134137
2.8540217985726724	1.8929998519289968	4.428381989853367	5.976201280244185
3.5548719551367887	1.749202664022394	9.544414012287326	6.325325705721928
1.7488457911377613	1.2584123753512657	7.624036508973114	2.231375240278565
3.5968324822159343	1.4375901332089764	4.986304495862044	5.400069686653271
2.335875420825009	1.8101457026739252	5.072228736916406	4.526321377270553
1.9425010839204924	1.2060347025762486	6.3736349294245	2.3858254431549515
3.755055126989389	1.785166144410011	3.2466559134272672	8.02547406686432
2.9717133072937605	1.1968660231475998	4.865181515951443	3.6695134723411127
1.894674047972384	1.9276632698774985	7.372409646564168	3.783930346117853
4.659905922049772	1.5701335866289818	8.725646608754952	7.438088701958465
3.3396300633139333	1.2733187605722645	6.235243520947673	4.3439562085922905
1.8458423016277528	1.8051110840030344	6.381673858806982	3.473815350895642
2.18633914457206	1.1330168112344228	6.345396270232023	2.5176183526444085
3.0062290282179447	1.516828884043428	8.616458291745541	4.6322760160031695
2.0530678677873726	1.9500020075918445	8.586527653831258	4.110898479975023
1.6265644102628265	1.1414241609652227	6.607295141028593	1.8849393506664534
2.644698377035528	1.7350887055365258	7.456468844440335	4.718305767233888
1.3009253492611408	1.118664066556856	5.584604255923413	1.4854044273230518
3.7108877885995173	1.5354419428786137	3.8380477240597926	6.2170389500505605
3.451434522621199	1.1914903708331332	5.980018669034999	4.196492113330207
4.568610237367548	1.1646412079717483	8.488787573883881	5.3715870863568655
2.8455567830686146	1.6659513566565385	6.575135232076762	4.900465930110626
3.2981086677425977	1.0461027076555047	5.315995911230439	3.518967213618992
3.1853979203029827	1.4303627289707146	5.8035283016569945	4.701300836229404
2.1627597788569752	1.6032113283173164	9.431547489091644	3.518567258098837
2.889027209821206	1.93417670968354	8.551617554181835	5.736544299376491
3.7254480539142834	1.1109586291295452	8.79188210797198	4.172262631493596
3.5849359118013497	1.6081892479772308	3.4401731804656928	6.52172921854832
3.9981361238228152	1.9350728285982224	5.800625373399643	8.206805855559297
3.0720184154123884	1.4788978348793225	6.507033889966557	4.665291123437736
3.1162190192900168	1.4564388138339441	5.207248654500521	4.727251421822455
2.7929719887333597	1.788676265885286	6.571631288568673	5.1917316609613176
3.4632375803798965	1.5619831174510581	4.452158639073284	5.776706627153032
3.5545727691415707	1.4556009041875173	5.300670737817368	5.380899578231045
4.125982370185503	1.7691405795562292	5.304278762887716	7.742801975508722
