m	v	c	target
4.101787624432314	1.6704275062719685	9.405745055127557	368.738809403929
1.1877566244032804	1.9190178341330009	8.203040609012016	82.20509780546745
3.764578473528674	1.0224611828147958	5.813328794798021	129.23780536569387
3.7542244178575217	1.008329255462503	9.790249663798406	361.7624443365821
4.723439998322263	1.8529308928277948	5.475684534732292	150.50235463538192
4.8309175904702615	1.5696825907509582	8.457691423635197	351.67758000600213
3.859191030080288	1.9878625007495316	8.217764225565134	268.59434784786635
3.697249116380658	1.160093760150877	6.473402233524963	157.48247719734013
3.8419957796084026	1.980528268353864	4.024682071458899	71.48760118990981
2.266413895346993	1.0003585937445472	7.737312296994253	136.82957581043706
4.106741581838271	1.9634277336674542	6.519211172468142	183.03557041289292
1.8067148375472024	1.5961774178811283	3.446473324633174	24.21387726093738
3.021745848143064	1.7971895557369884	8.650438180376032	231.16132008639264
4.701137660337328	1.4135240699271834	3.0416624152306446	49.119892375972995
3.360533656774928	1.974978082690268	4.416285760765557	73.27825504963816
2.7959105737775145	1.2154796039707028	6.494749300292028	120.05766475697605
3.3939271173551857	1.8204858138460749	3.51834763958194	49.09580664667462
2.2125903039104347	1.9815888288897625	8.650311000108928	170.0863336626727
3.6061966788442565	1.6059275449876953	9.460762208656408	327.52948183475905
2.802659236126713	1.2989298089247896	9.178088462718641	238.4889389729557
3.1945777680643785	1.1390766682161593	7.12998119644686	164.5145840076213
4.065988575391307	1.0606761873343025	7.7053588561614035	243.72834476364426
1.9748980265567777	1.7091751223456615	4.030856734090699	35.430581603695295
1.8651189504576455	1.7076360518718787	3.6906348546439673	28.656372103561374
2.8748902251900463	1.4226717094043877	5.8100695622240535	100.094517039459
3.149933315187003	1.5359260628702571	5.594583177160479	102.53050825865246
2.3525324669695302	1.069503906972627	3.5092029165908984	30.417360681962748
4.125365256733554	1.6825937800502089	6.196088011395034	164.56289340579778
3.754252029649853	1.6241114144513389	6.19291920487361	149.20635330525147
4.4889015079320895	1.3268710192629551	9.63911298005004	421.0836669930976
2.4987349184814502	1.2700140270613054	7.511191432987732	143.03303198479819
1.3385179538003165	1.632511931818194	6.822283783132168	64.16347108713572
1.382027595321866	1.0372210886309197	5.4608333384005485	41.9771823008033
3.877975205671103	1.3956930598264767	7.1710658931818845	203.30959773940015
1.805981658023298	1.1747412372357782	6.7688120653193975	84.01934978579109
2.7685513431161515	1.1790770156204156	3.507888625490022	36.172365195938994
1.796404999567141	1.1695566501062329	6.5839859227743105	79.13060853391231
3.1386837821943723	1.1195248866234748	4.980396684511093	79.8977507396676
2.162710941241728	1.99310531106968	5.093740661805002	60.97574610557235
2.356113268235619	1.7667198119834402	7.128980315428955	123.59883864107469
2.620975868066016	1.5575379837081518	4.854417969391916	65.2120252869
2.077556525771401	1.5807733001257205	6.7264699004389445	96.70833537360024
3.784882210196237	1.4480067488981068	7.815295125801582	235.2493045019973
2.308024998367161	1.7509385903852075	7.344057797941632	128.1800579031858
1.6881829234670978	1.9648205237949663	4.3995199878507965	36.52044025933971
1.6809653806971931	1.377057674901068	4.1859775344074865	31.190610132051248
2.4981721669411416	1.9565035449497412	3.6886383837389767	40.09519480706889
3.4952454559635115	1.7473797345153526	7.413266580517293	197.65578337625945
1.2795171343546676	1.1017697668802602	3.797348308582752	19.279797150348124
4.974551302241534	1.6449687355302185	6.343747309437934	207.2815073028078
2.6115187487984994	1.4213351396524776	4.9352971014678895	66.42338180363616
1.7010761144128312	1.1441522299494231	7.193453968660343	89.1585177867226
1.4786615795680684	1.4424570531921102	8.264127562238706	102.56076069581812
3.435345083708759	1.3108590028809357	4.469785901129693	71.79142912718177
2.148292935053039	1.7024710688339115	7.64415572023127	128.76559140791366
3.125077624557603	1.495783073546131	7.879277642825411	197.6076394545736
2.8872004767501833	1.1782455089150852	6.524134548349662	124.94624981372897
1.2729497267876635	1.6846515122692405	3.60938130291854	18.751298461104177
1.4108974566195285	1.0092095226573343	7.436810698495861	78.75989197665594
3.601707969721831	1.9333857843943445	3.4522804258547533	51.81352658845893
4.275289939033209	1.0918802026925871	7.340130662282107	232.93360700273826
3.7720153609389935	1.4812472713554032	5.25957897567434	108.74762653334514
1.655318360682004	1.6263397810863671	5.597102160456071	54.195370719409425
4.990226806975249	1.4465269861696073	9.345882295732745	441.19052654685964
4.764285702973238	1.6639044814838764	9.995532559256905	482.7384408672713
2.5632053181064705	1.6656918480830347	5.221902704753052	73.746630818301
1.3237661337952993	1.3525903160761144	8.984109539315085	108.07865399234032
3.07197004130927	1.8877020803525049	3.972775439538559	55.10257014972048
4.474227618402539	1.1264133799817548	8.278440793118914	309.5088683362112
1.3463123929436702	1.8745647568753552	8.929824964602277	109.80397037097104
3.1061171058632304	1.8870084250346677	4.208279422512264	61.54198475616749
4.31577750850312	1.924050092517235	4.177822566859328	84.86378864604356
4.9299158419772615	1.1660184283256465	5.5614040889840375	155.94448315999247
4.786908535949888	1.4219773692774822	4.445660098476934	99.85369671810741
4.477869251850546	1.099534093783752	4.511259980851663	93.96491951237348
1.6820565275006114	1.1949885677839798	8.545317356788415	124.04677950192448
2.4611444546497774	1.3439048179784407	8.130363556831131	164.95768566395546
1.996939727243196	1.0425493359980522	8.649757266272895	150.5048523956619
2.366328162508045	1.1039034659495015	9.80831527195575	229.1036337840177
3.1523004455310835	1.0853175274801248	9.650362769226527	295.4465382505026
2.3764955420656784	1.76379445985673	9.278546525369435	208.3957933335941
1.5569377409596945	1.1916387815949088	5.239132259497984	43.88587181372344
1.9903928688656818	1.4336518687279538	4.624597192222325	44.77414458700324
1.849245954995584	1.4591936681199569	9.836878627768195	180.9426189741421
1.2233665233484037	1.837799003041336	6.211380352582178	49.41133152645929
2.080347513442204	1.588066037725039	3.8643368664946784	34.076492482833245
4.32664308987669	1.154162006244051	5.183061382893684	119.22502143641277
3.3287319271739158	1.9858483971255363	7.401848844170868	189.31305949979554
2.946677442424585	1.6050763021422063	6.240474254044447	118.74905464275585
1.5969300600822978	1.7666594860245948	9.731191810826946	153.77846147530354
1.808027772561374	1.2609875103719819	5.9156038404983375	64.75917252390488
3.6978861429166474	1.7271295516116902	8.257886499836273	257.87195884609446
1.1409143972246074	1.2112475049798053	7.867652260917912	71.47465342136503
1.9558701708040431	1.288666985318938	8.88888815467284	156.18794146908292
2.7134747019634493	1.3160068192532142	7.1611581352759766	141.56385250248766
3.761190094691331	1.2248242932786768	4.353069075772954	74.27223477063134
2.419727362671232	1.6861553190907606	9.125823452394432	205.0469198944384
2.6694064237070854	1.042258156981822	5.722003236975647	88.88688965693945
4.528833136957858	1.1173931035663345	5.2357262697990965	127.07580574528605
1.8627207318800652	1.5919609558789791	9.531813405665408	171.64930249234422
1.8275594198929237	1.136344825529521	3.009421399387346	17.87476537710754
4.42737016151404	1.6655354451169648	6.413268034210148	188.56772442607075
4.947738738562718	1.4796164115185677	6.146678478383113	192.59706437968688
3.8214100889427765	1.225800720246932	7.237572263788903	203.10911330878585
1.973863531377551	1.1538214380650555	8.588057108898242	146.9137271519579
2.7885489446456835	1.3307092315048197	4.271548379283663	53.54477365658719
4.167735596853419	1.6771146360958036	7.128144065336771	217.88094061062927
2.3268469599812946	1.4777854060689224	9.490514458069699	212.1666890705344
1.9527444199923267	1.262956577402731	3.2611803407442976	22.525784380349922
2.9836652461370496	1.9570918228898904	7.115626280505659	157.12945727494187
4.8209725090729485	1.477337636959641	6.774696131197328	226.7221417894185
1.7725478352944424	1.8190198667893005	6.305898563119744	73.61346090419073
2.6678945747832423	1.8496958660458067	7.887612372860694	170.74277361907306
4.373257309719542	1.3995647654768113	3.4194792563616017	56.045146926698436
3.613422391274984	1.1904179002120148	3.9061932416191016	57.888491725734355
4.451627400408004	1.2745978639774211	4.1425035347104044	80.28632074330994
4.494597804433481	1.0745180945707842	6.8087589526117975	211.01015333200803
4.6113587056201695	1.6764021504511162	5.149065343370026	129.30537629613806
4.145173963422481	1.0355547377386705	7.927838802250457	262.7782269768526
3.5709024123522517	1.0108244572807477	8.229491081128325	243.6828833581944
3.9248871234312035	1.2001804558578306	5.750927570196098	132.73103929702657
1.487807773211007	1.6042430675885302	6.0026548609558725	55.63206808973096
4.426654377785164	1.3333136264885301	5.930687812224483	159.78938246780962
1.028805848414282	1.4013383162582924	9.942304787602897	102.72232877555328
3.928481997798815	1.1689053938636704	6.938845212249235	191.8892006761152
4.538183917891923	1.8899092128802453	7.077955393082207	235.91693555736884
4.966248414791485	1.3362312708803188	6.810688513756361	234.92770721728886
1.5098940922806503	1.1991186435069692	6.967166729151685	74.40264663413645
3.414223466950137	1.8475924080354265	8.923101921431568	277.8681654945634
2.0752810552986967	1.615911555970397	8.56356417518197	154.973998346137
2.6911617217630406	1.3603144676337346	7.0244199113983266	135.35081443475121
2.779560929716278	1.7198053428620592	9.59728178521008	260.2316114672989
1.6907263825156025	1.203153548719778	4.860327170187932	41.22266389699093
2.6060085463751745	1.288380105350018	5.2701638766407655	74.64584549497873
2.201053131689278	1.4136403545999283	9.573566502989225	203.96940873528217
2.3255166551173643	1.4763137894555134	6.829456472387426	111.09218574560451
2.1511259721574034	1.594181902976796	8.542719924326576	159.79199128394995
4.478199846526668	1.82241550270244	3.912489101555882	77.46740431120688
1.257377142731833	1.820069971727784	4.409206282694512	26.83802546226121
2.7707655292182096	1.34573382336374	8.463596431089673	201.03428873120342
1.2056810823727342	1.2213084909340328	9.851677235376867	117.92772632012449
2.0687535417953216	1.4305762753514286	9.95731623486992	207.26332747510574
3.4758737655078566	1.4299693426801303	9.427707831529602	312.55775498286926
4.9925489752295045	1.8279121159572205	7.153677731376566	264.26692692939025
4.110935232711705	1.8473282746423247	5.361595711685496	125.8839021448559
4.556385892745952	1.4836259686267836	3.724712404592839	68.91596394608051
3.3362708836473463	1.5389135758050048	8.41149649434503	240.104680676004
2.7518793306792464	1.1348336106538637	6.5008615135327386	118.11128010303673
1.6296784450018853	1.84252107094945	7.656349955214932	98.42380055245695
2.3857185478500806	1.1927401331782126	3.0747804191335213	24.471424955381227
3.1761852424337733	1.2301583669269087	7.20313866515583	167.2541528210095
3.0717615656174857	1.7627467210319772	8.233737009137139	213.19129619299457
4.355438242514741	1.0955742724244462	3.5223078567843347	56.85665722504928
3.201775207641236	1.6421823604490853	7.272096444479416	173.8103912549968
2.7877777149615577	1.3748867555251862	4.841493993282146	68.15146737102026
1.0121041647458249	1.9560304754470093	5.779702948304635	35.9294588730714
4.484534473323169	1.0052673762355746	6.224687986296332	176.07235475797108
2.039664847335998	1.7923211635140068	5.941135212939475	75.5124072844875
3.2685687105119	1.0850517268105646	7.568396709056617	189.1799528315469
1.3438253847552706	1.2430907774188724	3.7666586035490033	20.197430707766493
1.1708165705260178	1.0447794983828351	8.586460459566641	86.96734335536318
2.9003408649578564	1.1359415849673689	8.864380792096801	229.79541332991937
1.1694066348864505	1.5827559237201765	6.470312590840161	50.49108944374375
2.251763895612373	1.9947846475545543	3.9425234852662254	40.57752578257433
2.3660933958119714	1.6155556955307593	5.343519723159341	70.87653952853297
4.4429940416665605	1.8293520905654936	3.8357104897973664	74.37150643661326
1.0001921663808249	1.033086226009422	3.1052229767315427	10.2268325907985
2.208674813340299	1.3334485528836155	6.637546889870437	99.33276419143112
2.8984593596962704	1.1391841259046138	3.241828214976389	32.536219336810646
1.5310385378150864	1.5606748639102943	4.345426089640666	30.977016710958594
2.16711907465747	1.4418518549701742	5.758012610328035	74.21464996149159
3.0218932340606113	1.1019306635519228	6.794967352673062	141.39725669337932
3.227556618965598	1.5703072802474134	9.628560316442943	303.28465006201884
4.97022683576283	1.9374427532691143	9.424948214315329	451.1382882321749
2.9676623440304777	1.6183719309816254	8.966325249113764	242.56913463236756
2.281971949193441	1.5553805212601552	8.706991737861657	175.82833683068168
4.707978883387601	1.6053780795565509	5.1656961870135145	132.17456708726093
1.5794403185876609	1.5868626612604366	6.324213097875584	65.25851369936815
4.462453785411847	1.7003693881241864	8.122605858100892	301.0892157253634
2.0839324336121243	1.0731395852852947	3.514285747599088	27.027971456281254
4.381617881543911	1.7922119776043797	7.3899406115303075	246.6488936469011
1.7680660233428434	1.9647475799428549	6.010579024648711	67.58795114076351
3.5099707461323466	1.012372982523285	8.904737206406072	280.1371394081012
2.754162485910192	1.4695823404699497	7.711495352077103	166.83980545845736
2.0054394976347147	1.1548041763407038	8.266452660709891	138.39727864524463
2.183707956404424	1.9733739103795924	4.612212462705858	51.39475926587285
1.8101540570484775	1.3187593755751816	5.984202082704535	66.45663638760239
4.425527048040684	1.806319417374616	7.928752210211134	285.72480628992145
4.980591465138897	1.4685715693286112	9.686255197591086	472.76195193275873
2.756696434166069	1.6519562938134866	6.4423822393585715	118.37245734022743
1.7453353767819944	1.1718752503587475	8.364565326070787	123.33041596903536
2.188992727954873	1.2726595246342702	7.536878374446433	126.15626260929236
3.854717286104184	1.9114959314028572	7.341354137940817	215.17363061095568
3.83123439787712	1.6442877559040086	8.873607224863045	306.99139632797625
3.0380537354920354	1.6530446013794335	9.690036860980225	289.5072459387987
2.4180895977946864	1.7844882634679309	4.47122155936475	52.723032819197854
3.986179086612779	1.6808678204660348	7.080236623436264	205.70706013605755
4.74099074157165	1.1244078305579306	4.097092815803221	82.76074704170445
3.5936358952660767	1.9603606439026382	4.301222201279077	74.6929786327523
1.5898227518765764	1.82397173699918	3.818692898458009	26.388195405148963
1.7031959538207326	1.3056986801436845	4.723122684337472	39.535447225073405
1.3542984971081062	1.5408317722260338	3.0022390709827653	14.222954593845751
3.787514139091393	1.5599861138885476	3.927187022498748	63.65127733554584
1.7905388116625125	1.1905048918175511	8.851330292084869	141.56798592865925
2.1125972736445653	1.7234808752285524	3.266965380050644	26.54174568028173
3.24440912377185	1.4535607069463112	6.18832637485135	127.82202470878042
3.3103939399983555	1.9646131121272208	7.502854325125266	193.0884861536549
2.9829570134831385	1.6736919343143892	6.308823518413212	123.13774986281487
1.1609892235387151	1.3872253432533108	7.102403083379582	59.71520469202775
3.6357836562481554	1.7804193523993408	6.199712556543015	145.8919243545574
4.583885420436616	1.4380079472695702	3.0679066137422124	48.84143123556165
4.386798659306065	1.4408993922675095	5.671855866156749	145.90999700021882
4.032844756364032	1.4503265575003388	6.97767947901094	200.73520052310727
4.76595392427086	1.919317162117641	4.905252909868331	124.6109405066382
3.4269772824539984	1.5157114689048523	8.617530543949723	258.523906660681
4.992116915310403	1.4359491311335357	6.0467062712296675	187.9002549096493
1.7139041054852042	1.6674799448969808	7.879584304469785	108.87850382340537
1.4457760006399685	1.0200154592605124	5.460869153938682	43.88700519219331
2.84536707281952	1.3236822897189682	6.841353833015506	135.7398865766074
1.7586493254918798	1.313626571723575	8.595990130953034	131.49291946173977
4.138557470478744	1.5555732822030834	8.085477077761599	275.70863873109766
3.808110197301983	1.0895384335552398	3.1454553638588365	40.16344123630856
3.0206566505666617	1.649467404571587	3.0685584942430486	33.7302286706124
1.5236115572232758	1.4429107822581302	3.676332716611915	22.388778695388236
1.969463055655	1.7435641396072374	9.761275821337676	190.72256732513364
3.20541850693294	1.3929517895056556	5.689154585380236	107.00506475905864
2.2169728954657306	1.9528135448321908	4.241759207954667	44.933991289411274
3.5296036276323997	1.876342834956203	7.317107496246905	195.51271453050086
2.667664121038378	1.2825640995871002	8.065909280128054	175.79189200755826
3.946610646109552	1.7063551017354657	9.893398991084247	392.1686785639536
3.03435589854696	1.5774322888168302	6.549228063218943	134.0985756553975
1.9819592655178957	1.7352737302200802	7.627338616327933	118.40813069187266
4.285084820003295	1.7079408897392316	9.018966647299354	354.9795544405339
2.5009535107200223	1.0167811104292142	7.118479012785629	128.04309786566571
1.1448230624066522	1.6781470558841531	5.610864563725823	37.770003912264755
2.584641949416693	1.7594770442064318	3.9663445360025382	45.36957007561853
4.628424475635326	1.302048066636253	9.706544345382497	440.0533886828047
4.526879403211599	1.9479040751665329	6.3455004856507955	191.52367199906053
3.5093432169343366	1.2670124535292406	6.011335698016037	129.72845343128984
1.815360689205924	1.910751891017746	3.597081282947132	27.723757291129022
4.518396630384537	1.5905619785385083	9.307940721659897	397.3075812959805
4.9451322862131235	1.7777165702744713	5.992774778572984	185.96694375868088
1.3458467990076093	1.2210025512322438	6.1262029040139705	51.54425759586524
4.986831565095756	1.5729920166916322	8.4319032050356	360.88403900827035
1.7577828373422295	1.4195312568655027	9.756288013295011	169.11448498465853
4.623073539802946	1.9324257526064503	6.328408410310158	194.4349630373805
3.65836989395907	1.0086104730157874	7.642183570229597	215.5451549344667
3.33294510151206	1.504104265994708	5.582874225104367	107.87145298191204
2.1183503061660214	1.9236218708885775	5.5025859004081825	68.45986813095045
3.778570093476679	1.0343445993107316	3.588280952235747	50.808621176880514
4.0909137354354925	1.2306257032119836	8.602370372509508	305.87688424421236
3.608326375003851	1.8690282921652783	8.545065211600209	270.01124773853024
1.0353638270791703	1.1579513623421065	7.70877915423231	62.23288771356166
2.1785209735201763	1.7216363598237074	9.938369732839622	218.478249840225
2.1573593316136868	1.3020277482004328	7.749150458412914	131.41630177497612
3.971707458013773	1.1113243252325882	5.877189723348414	139.7085793582907
2.008789386727047	1.2363954353502489	9.828027366858713	195.58307203484986
4.7414679555531345	1.2383470651059671	9.74544361489358	453.99477460426215
2.816191247905877	1.9273727009136292	7.6963324782086735	172.30334008841885
4.1232200895562245	1.534677005414554	6.8910277609193065	200.84031443849042
2.7947783057189084	1.4556751887052526	5.677749019937482	93.21032000758038
4.7768293821915515	1.2710868963629989	5.310403039861802	138.74142383260318
2.7471613118249083	1.711986696578402	8.039115986216794	181.70999904922203
2.0279119805550545	1.7326787922075724	3.350524818806704	26.598079056812306
4.394065661989443	1.2613123810619824	6.676543225397393	199.4625895110318
4.641837203598703	1.8130161125352424	5.01587083686271	125.25219826472727
4.21238159045209	1.5600856900876958	9.853419506785002	414.2042319594
1.1973486616805884	1.7274375600224925	4.00836309188751	21.319117298492078
4.8548564975615385	1.3290626664985148	8.740511687320886	375.25790661751745
4.948797191673592	1.5113363200223109	9.783663666453736	479.45430949210265
4.709725769915863	1.7522504043839398	7.912440946698107	302.36811909724213
2.0817763546395542	1.6904176498518906	3.492506219386222	29.01817898344262
4.025541812721271	1.6308647820904354	5.028284687725028	107.59694033127165
2.5823526019857685	1.5382983228456464	6.921756930420338	126.89581098659349
2.7417782373612765	1.1684606373853594	9.07252009983926	227.57275546915054
1.0810508206590073	1.6364003941651946	8.933673596135174	87.76412690643227
2.6910013206494283	1.1493337817684883	4.519973726284629	56.84607101803084
2.9904369248644223	1.9480789427868603	9.855773892342505	296.32616072814284
3.359915280783285	1.29796596783972	6.862467584836312	161.1385651585104
4.230193430669715	1.1761402966863754	4.082122991288337	73.61237116636376
4.842772648942505	1.475625201422106	8.71104914028715	372.8698512720031
2.097169667077712	1.0973924116474834	4.73465801583134	48.32827240457046
2.6744962867847852	1.8870894120009343	9.731860399062793	258.1998810948196
1.7838289219784436	1.203514245278552	5.3705877093292935	52.79403377135724
3.388409956303128	1.24905109329361	3.853650473825178	53.191515341041146
4.882502303298147	1.8280019977505757	7.798673207229038	305.46037854103736
4.520513712664045	1.0675689791600838	9.741500234674671	431.5818677123314
4.263100666703096	1.7500450013423303	5.5405183521549	137.92707087242928
4.9592453565374495	1.9466199283600696	4.489581324038923	110.92985165916795
1.9316442775846063	1.795008515019373	6.096850284049284	75.13233290609541
1.9963169638251637	1.2323324067197912	5.385874719027452	59.48654442316863
1.0399050870917814	1.2624026903869578	6.722526087233559	47.8469698517356
2.8883376046619422	1.0566875811909109	9.406992671844883	257.2213243581062
3.9404211974694263	1.6827615957479318	8.487419495886698	289.60240188705416
2.1933115250262167	1.9881059964314076	6.300693341939768	91.75940397461805
3.544306443337853	1.5295710132279496	7.590103390001402	208.4631448199049
3.3937091510895057	1.3643670002934771	8.74302343032204	262.63426161906034
3.7744998159453464	1.2013921037301205	8.358589200872316	266.4761487054496
4.528919678290979	1.0612248888543954	8.397556217137643	321.9558509471668
3.249986779916608	1.9140172196269067	8.021056857963703	215.31557939334093
1.6184646830680327	1.0069243972155542	9.679362843351342	152.46125940377948
3.510236004107685	1.9722624420707024	4.719398226224973	86.05758873587732
3.5817454805411555	1.5767939663400916	8.852333265613492	285.2406450133272
4.541811855846888	1.2105615129462548	3.1230208122871543	48.054509496715845
4.035773294438041	1.7161773966730491	6.917103872664201	199.32939664238341
1.5081364112643922	1.9952886195256896	4.5024586930935	34.10488033492681
4.038291312866575	1.338930121952265	3.4138099935123853	51.16195937183746
2.3596175282877976	1.2829052335146192	7.9828304562515875	152.34822505731051
