n_rho	p_d	Ef	kb	T	target
2.2786154859797407	4.342905239956403	3.0158866291183903	4.685303476149928	2.2487413927557918	4.100608128066954
2.255373908434484	3.8189874897802936	1.3638910090186105	4.102295658658622	1.0940034753978092	3.3321748028967364
4.085304260850002	1.6490765423284892	1.3740068260878662	3.266341352627032	1.8577597010987184	0.8385376432897209
2.617606783995344	3.3279699010818824	4.600347532715596	3.5798869109152216	1.8525522688206435	6.703363902195242
4.147099526869944	2.7462575794936037	4.815963332127827	2.708238051917575	1.8095965599643835	10.245197017232707
1.7303005576893569	1.0562847917158311	4.574821650208067	4.54254147573926	1.8009382481860965	0.3598643219977431
3.408662295920187	1.8482737859512623	1.9293231616220632	3.0648981415032566	2.6618601837311053	0.9179077193797954
2.4391262638050177	2.064905377928176	3.3753193420553003	1.4636404219570935	1.9963952660978557	4.004490615731348
1.0519338368690527	4.329904316332387	1.549998799847585	3.6328585264145885	3.7199500282202087	0.7539968635767995
3.2726154444739595	3.4693755567702467	2.8195634061813597	2.716169710808283	3.473289619325089	3.9242829620792476
4.864216467816237	2.7792128283237734	4.119475222985084	3.4239025558996885	4.488578174638767	3.3569661027830264
1.8045476073201736	3.40832226307558	1.8603557466125284	2.0554622220415246	1.390265080989023	4.5490140504831995
1.7375313130905412	2.609895479612716	1.7420973834175149	2.1476616218968143	3.589351288773948	0.8915551703454331
1.0499122228365743	4.305154320002723	2.312556112496426	3.3625564538831223	4.383843004289049	1.0175995033589638
1.939085594777844	4.203366028249313	2.6294782440546034	2.057648273393372	2.529768884938319	5.768829990118562
3.2229238910210696	3.0392681208990715	3.2929119766925288	3.401557801310149	1.59778011279154	6.012458335173208
3.709322176606142	4.9414362674947165	1.1765734501515857	1.7906226519331505	3.1682169853699675	6.261519682724027
2.0655471543491406	4.446858459430481	4.725467550761801	1.896097397270452	4.501210885196928	7.5383318979958895
4.2730303591885495	1.4470630871688113	3.9675479352283918	1.8438612815422597	1.9469716811070308	3.2962789521029574
3.5989006694394603	4.540091622958132	1.9914272615080488	3.2151670784520974	2.9900178382281983	5.122299437871179
1.0954492012224961	4.5791064289725725	2.5478682815527818	1.1687195802406611	1.245042717024289	13.40648305541074
1.2630449668130752	4.131042685791631	4.7739393188451436	4.8821044924858485	4.196421073946677	1.6742013489788865
4.582662271773829	2.1644926282265167	3.8744476460732113	3.140689760145257	2.4757563282811232	3.566035645872916
2.9655989197326833	3.3083848883287597	1.2164324551894206	1.777190018040061	3.883289052775844	1.9071182938921216
4.3393833331184135	3.468859076623953	2.497762483332108	4.3174300827309615	1.509989833434676	6.668557147121015
1.0021749674782097	4.261193133081285	2.2712229476871806	2.6743855676084203	2.7839974913418377	1.85034044116968
1.607951459958326	2.023751169048174	2.5428241707948493	2.5866116218799293	1.0222284094855016	2.1110720931080578
1.047747467769257	1.4959343937637195	1.0389719121084935	2.57352106694267	4.203322766535676	0.07506609065301956
1.1300049261494158	4.785895900184407	4.304078511209478	1.3398729237005529	2.868975398228986	9.659959985965662
4.37714661376029	2.4548621814119262	2.2282130091745485	4.464081777248933	1.058572733929647	4.145986941587934
1.3124285127741482	2.1254002990679286	4.138913910982343	3.041070586377866	4.227636137199145	0.6362065967420287
1.422916575175289	2.4261883368409887	2.764660181276036	3.3609566617254725	3.675603440567484	0.6248235653645735
4.581209375321417	4.695636590260843	4.7843708454809635	3.1961055932104507	2.5478288166114114	19.782506324504773
4.24912823174973	3.755762386060375	2.7043484911883144	4.554876640482597	4.3947929995312	2.6991213541689216
2.4361774727225805	1.369296072028385	1.3040035853143142	4.186029397593623	3.595444177022852	0.13191869735031078
4.397953432202812	3.2422389634974964	2.140883557625692	3.853592741525578	3.4242950809513535	2.5002040967091133
2.7069084811099686	3.2284152512456954	4.781755992134624	2.3289977306739926	2.2706327212595068	8.503594688703362
3.2843298843093534	4.456020768185437	4.9089387964863755	3.0372648807753624	3.6700662972331166	9.573064151249842
4.426174217685285	4.716221643554898	1.2268338949717317	1.0201482725715074	1.0575630374593286	37.31744208877544
2.4246462923924152	1.3780220207384888	2.6987554496214448	1.146549099125437	4.584204265542115	0.7880365611522872
3.021785025426721	4.25960640482121	1.5782941323683182	1.7601326890572868	1.4492739458880144	11.307674569577339
4.835404997205756	2.212423066675669	2.8651886254789707	3.5610431858176432	3.3789995690448102	1.8786063987891528
1.3509830925734652	1.2925596342959549	3.724496942706103	1.1453331014632036	4.172783103945534	0.5863269218520467
2.118879038920844	4.706773322466157	4.468737602439301	2.6920769923135954	2.2401466691446585	11.594510029462006
1.996698447372204	3.475779808505488	4.592619885317273	4.552488759292709	1.8922949485513345	4.286654954029801
3.968612781724016	1.0823462594831854	4.290553810058048	3.7296735614105483	3.6534702131870658	0.4879629783724601
4.607199151630301	2.342027419216356	1.7301004651399567	2.91979148973152	4.618749054238181	1.08067423923935
1.52543822165579	4.694087744520816	3.8130387188490764	4.900595162275088	3.4812379171202164	2.5041737527025707
3.3637596783724777	4.746468067969324	4.879936653183924	4.394721623357924	2.8042636272328045	10.002505698070207
4.697445394130424	1.956922826226183	2.5277688862261645	3.982159806973504	4.583567618192861	0.8304297903036957
4.707010037217868	4.766758093858379	1.3303181441118743	1.0728413675522188	4.448019557139169	9.938558771887367
3.683767139600443	4.284778724820368	3.310713147464852	4.9225558609533815	1.9133287181562932	7.924448053625755
1.638960451201951	1.301483228059864	1.7168782747974658	3.4137548921941594	1.2200600142590927	0.3814611788417857
1.7779803959999558	3.537049983754533	1.7901990574419009	3.3038992929867605	3.609324615686522	1.1131064191429243
3.8042055662889127	1.4703698486315957	2.3185921715581026	1.911546876302648	4.968311501696498	0.6693087371476061
3.7590324141084026	3.2640021271243165	4.642906444586238	1.7783535854219308	1.828096783898966	19.06462711413405
1.6481160896938598	3.738113740669624	1.9375836763803196	4.997451565411291	1.9139797166128518	1.555056274914565
1.4220771497853462	3.6342858495398462	4.1907697462844125	1.5922447746574844	2.4039766446387643	6.854784299563288
1.0619298150420624	4.636079264153403	3.2749536154151713	1.7825460176829866	1.9234131556719023	7.267216282680759
1.1067525189730691	2.9369618029503703	2.4757010117798424	1.8087931088834328	1.054982300668017	4.128478115110508
4.037770063041975	4.0084516593203565	1.33435116272428	2.8130418082404605	2.3233049388322224	4.415311678318538
4.0833810606551175	2.371583484222336	3.157710664013184	4.667754426983962	4.187229138540829	1.2368387883508332
3.599429272786799	2.5838177573372745	3.9450639401706415	2.143844132009292	3.6822323133222414	4.003001949567704
4.7022027209835615	3.6426111655880775	1.6662204177573965	4.1276886962479935	3.54161027633488	2.3704482008209986
3.4588671365264565	4.782657448731563	3.8461122013315983	1.5967242821794572	4.199398431186125	15.127115256247333
2.8991271167837644	3.8834453737606536	4.485277334197917	2.7790058467949548	3.2457734573046313	7.247063073110184
3.8748596410506257	4.081117290091088	2.300222987903711	2.56163610601974	4.942131704829128	3.908688512002597
2.428525613311317	3.4093629835858112	4.050659467667823	1.553157426037921	1.8001179487396524	13.632553518432825
3.155781191237593	4.34152508828236	1.4526271032072158	2.0139115328154875	2.914955547652049	4.906277140420932
1.0262132774310664	1.8366909752452585	4.015536195562155	1.0449790552178622	1.24699342952407	3.5559885399310573
4.057203769223168	4.549075025546612	3.4694311945617864	1.1782459501824638	1.9088552888152712	43.171892032909874
2.567475237360888	2.7573652866516913	3.1201830935084667	2.386990906440044	1.6722166802408092	5.086398473007282
4.290703116655559	1.1357809813163122	2.6448507365721223	1.8319247223198576	4.506996681683903	0.5910207120889062
1.1561221067085663	3.0609160915574773	3.6158928696121113	2.1723394632073325	1.1836959257189053	5.077302164216023
3.162342214306618	2.8642260118354192	1.12613238472936	3.442630769049006	4.974649274268074	0.5686417130209952
3.759595178804573	1.6248540285111428	2.7845737369292443	4.4862854074770215	4.140217710944645	0.49601770336682105
4.988438438128087	1.6101662473677418	4.9298104614461264	1.5794904824169689	2.8828962909495894	4.6673351638701455
2.3182345196538177	1.8522653319329376	2.4640443888392976	4.654460174738058	1.0278115557213288	1.3655519371047504
3.631843881670784	4.563621934984841	2.4602758646422624	1.4410934222529668	1.5190427663040724	28.33654548149879
3.4057334736694616	4.917507538770738	2.0798170280095265	3.0166023054839415	1.698130949157643	11.145905731754649
3.3531871113008638	2.922536733017905	3.841824227337458	3.131870179331256	2.1949862797451734	5.335294782751714
1.384756417834264	1.0534880536288649	1.3799035336208023	4.368608131352366	1.201173524666479	0.1347135397699553
3.407555547253497	4.2919017197390295	2.106430443557345	4.570618583582876	2.899660864938112	3.3254173700687746
2.429541371407385	2.694221414575982	4.203088795055938	2.0213583326083304	3.0163044687639777	4.052468894519309
2.749741678574425	4.789720449372175	2.2292477617826583	2.7322822703355354	1.4875509297553717	11.533255324884415
4.5629042810098275	3.6529469705437014	4.257491770714339	1.795832570939046	4.308622506905284	11.167510419495239
3.2664051948595465	1.3936146956058306	1.4824817704305446	4.4007135758706895	4.177680952526181	0.1705160352434339
1.1543783607718106	2.661555510509493	4.2173678441582965	1.8301242921480565	4.517564126177186	1.3904473540361673
4.348027721420304	4.029619857960164	4.850429216811655	3.2497290403224905	3.1808200936146385	11.043153765646322
2.263632785435165	2.9217769853893114	3.8695367826072182	1.1934513589879954	4.648465261970778	4.4928665029533565
2.9157664844032385	2.110800082260392	4.537336733275796	3.467663078016484	1.0232611000998837	5.5373674321440784
3.318347654188022	3.178062278795763	3.1713848272446836	1.1597692324715596	4.2376288529004515	7.209080587550508
3.399388548633345	3.5769284803857904	4.885257040115509	1.5129016881876265	4.904406341866233	9.545316477061233
4.196785415374388	2.486245513269683	2.962580441781114	4.355288666953508	1.7176757917774697	3.4244871851576786
4.603932165739083	3.50796109117148	3.6235764121267904	3.137807262270707	2.3815760821806355	9.157225243692547
1.1683150545134962	4.705342443771382	3.8484283837767816	2.9562517612638537	1.4233610217781008	7.885842765232138
2.355493176226992	4.814943480901769	3.991594676928581	4.832182891918776	3.1127645998424174	4.830585524166984
2.406191755152775	1.9641071850469636	2.3126449703673795	3.4927469234473016	4.7769028610808295	0.4288790044266237
4.409046274693715	1.6089416955000542	4.690917074121424	1.8862854969321488	1.6207188273577806	5.8377658009434334
2.0554271257659003	3.906798229310944	1.828756398176532	4.418533720876505	4.079139029819896	1.0610405226174984
2.3325501364532197	4.247846505937839	1.7948537680128864	1.7492237219415672	3.742962831291219	3.8460556291807375
1.513615436434446	4.839844944010071	4.376976725847063	4.6984786342783424	2.0450263979100947	5.38363059416245
4.402704201808341	4.118840013436596	4.971014215090263	4.145749636620182	3.834568990497512	7.785266390250981
1.5334138051539459	1.2974604263274454	3.8410708715987436	4.828829841720165	2.8346100689532	0.2414590278594908
4.7247907440881685	3.320927377514732	3.7713777863791793	3.665523643638681	1.8145222466433395	9.848765511508498
3.5316653117186627	2.280051424459252	2.7536025235926544	2.644377791276377	4.5132140553673965	1.4120152505278785
3.0829848765515737	1.9436912484066065	3.0611137325136784	3.2855828987615525	1.6602319438845754	2.1787277684855475
4.209577922281564	2.2188110847817444	1.8659031404416664	3.7867314129202554	2.212782280872701	1.5383099892703034
2.8710379167351032	4.698013237523654	1.5962430778775514	2.7483396235558164	1.748997076283899	7.0143218568438455
3.9145503287790056	2.1499946661044085	2.533700528130975	2.8400820519085905	3.1929295778598163	1.6852737103271767
4.401542850287663	4.0378569852846615	4.559432162491619	4.646054097019647	4.630903087302314	5.0692808040168496
4.1093895457921565	1.7685533936190267	4.627729480940934	4.5838677734210425	2.4425153940258406	1.7708875380817035
1.4750920212710326	2.0895239956532112	4.235084864652933	4.072183320795352	3.4671492706715985	0.6439539949929322
4.9008138234760725	1.1455119972428591	2.582431917975041	1.4435572954057732	1.9816687816953795	1.9351294437713455
3.859369834307788	2.6175142327462613	2.8968642106306413	4.848150108288551	2.8329087918514877	1.8590571252988752
1.5464413234679233	2.6248334803244933	1.604193987993324	3.6443240155948864	3.497424860866096	0.44699968180971006
1.091463975032814	2.225577814923895	3.4159583909750832	4.288490370111274	1.3832644943264962	1.03771148040895
1.288136871497529	2.7943583297835564	4.561367599629081	3.1988644979973637	4.581637147378671	1.043478457711148
3.454027745030332	2.41765829035088	4.661017297188407	4.807998401030218	2.1176480650922267	3.0807539749415107
4.3009098648976485	4.992279373681639	1.6836219509984849	1.0606242428102777	2.5780234145408207	22.000523788445374
4.165519089691944	1.8827177645738693	4.820581298225248	3.045997967897163	2.7523220681361034	2.8300158328984852
4.558337499726242	1.987980716114882	1.0546053036262468	1.920390160076895	3.128739561407966	1.054000028371063
1.475725565011289	4.455140667052363	2.400722250633295	4.4410919954101065	1.2486289045286152	4.22693872549148
2.550109174979716	3.220013116298384	3.4729051921768623	3.338963732252961	2.753126966501384	3.329720546677388
3.907938459748793	1.5349398796275904	1.947647873428912	3.2533331639202965	1.170821502969646	1.5692798977771365
4.910827349446969	1.0541086954177148	1.8832929388668185	3.1115124843431543	3.010941551615168	0.3656353760314629
1.0980148130937493	4.64844943404663	3.7297017368564287	1.867654724854604	1.7300292496997822	9.129084618354703
4.436639186065339	3.554068171682802	1.217765963541451	4.48704886003355	4.791003073900413	1.0581834065269629
4.813400926998789	4.0351269626003905	4.196199532628731	4.078689067045303	4.514610682836002	5.953336324803611
1.0849975875620212	4.1698330586614	2.2374828488208545	2.147647283672422	2.887561667971968	2.26887382059608
2.7816862153585395	3.0844120301180555	1.5095472238795575	2.2451772952653144	1.9678164092123844	3.0139992832118923
3.7341401902007743	3.2896924295089485	1.6893411343851763	3.0136048860462497	3.0057858271959037	2.512192807875663
2.3358757100842618	1.6266057897364576	4.0321821420755715	4.773172246165286	3.2793518681947003	0.5306865985193556
1.8972405817628	1.7388522768296475	1.3380155189783371	3.94716781709867	3.7993287686606623	0.17060635754409947
4.3594886646312885	3.9155843159057024	2.4337289726837192	4.310339468776268	2.9965492326600267	4.198041989663294
1.5236899062612668	1.9572812466823035	1.8028030891663998	3.990040130017861	4.370665063017865	0.2011431788037535
2.923523395479865	4.2118435135633865	1.6123925195713054	4.450336804236166	1.0210103170282472	6.134476926192657
2.8266006909525845	3.8327233960357563	2.9472407886582883	3.5232879547614697	3.3461556859764627	3.4600270822796566
2.825182370541768	2.8306781160374075	1.2162449489016471	2.9399180554924347	2.6960392890811566	1.1578860320818778
4.9079186739384815	2.5382897311737658	2.64332136486236	2.357618363057488	3.8332629801116815	3.0829489567795454
1.4927765081479778	1.3601722397878842	2.4055455366447083	4.002194193121989	3.2832524971339594	0.16852816529982467
3.3588531575657417	2.9427412122104193	2.562185481226393	2.02268066147465	2.650814978433365	4.633164645530642
2.2070639428138747	2.2337773217457477	4.364160353592328	1.5670017410150536	2.0622696204267745	4.9574596992427615
4.4557119183204605	1.9709669500770324	2.748910066596886	4.446986038579065	3.487564027836933	1.022650203989416
4.7487421119262505	4.419360936308327	3.1580289797611023	3.800231325924128	1.2882679783965756	19.942341131273466
2.9366483074064664	4.067900755557677	3.518211084513009	2.3542956121151644	2.245114935033468	10.78186034357187
4.153035486953788	3.548779743094183	2.880149002231853	1.93148315139284	2.434369562366765	10.67923150247938
2.948689899862205	1.97594343764846	3.897539486960704	1.0074171050707357	4.53044984805641	3.27715317366072
1.9583804410384635	3.937609897917344	1.0913002798914122	4.308898658611899	4.058164828431488	0.6316688903248131
1.5257126226663411	3.3175546990882983	3.9599407759924468	1.3908486809067644	1.6099622763582515	9.8987595879186
2.124610298972462	4.12560623550672	1.0912628751915951	1.8354128847578948	3.4403462254653085	2.083181120844207
3.4988063519636725	1.6410090850631789	1.4201065883371582	4.501987763116851	2.6006610171379463	0.3809373064827013
4.039425944466005	3.500148408402917	2.8864547270072745	3.704283904616455	2.7819368269632085	4.620452776336318
4.975058126684816	3.2162595661066016	1.0270782055294831	2.899999369795616	1.8486448773831312	3.2864815977080113
3.5532487717019543	2.1352654663493884	4.828162414482133	4.234915238277663	1.817515170472732	3.3874057189848483
1.4111955724277014	1.9972373494971103	3.953111259914153	4.915489957105707	1.6827677519902364	0.8967540615349031
2.2247768984956044	4.598733070337612	3.123594078902547	4.516607473639747	1.573473475643295	6.893256379230813
4.531026136989866	4.613178891450226	4.271468513274589	2.6186692283900945	3.42695976099746	15.299014787590297
1.8362157731259516	2.858762689652933	3.5312191281485665	3.8476736096936768	3.815718520373709	1.203119548864126
1.728567873802314	3.5255391664713573	4.754405590089883	1.4752318811268172	4.013134935678041	5.7513321031588145
4.30318153522848	2.980314402828185	4.030138020051966	1.9594070798559915	1.344726510330439	19.487398051037207
4.9615589842118535	3.260168083933228	1.7214655629392681	2.334357379503701	2.3499171070957634	5.516394770305114
3.2109786086200294	2.542065137047706	1.0423757816315682	1.2063936545569711	2.9891775304862325	1.999277442919721
4.254949974451705	3.5616281066318565	4.429843141600008	4.228965716180666	2.665121077749768	7.071435484638367
3.065816104452188	1.8144594236945628	4.871123828868777	4.318455301385672	1.1074358320332554	3.4269008364940317
3.1912022645345197	1.4839319468226533	4.152737095179674	2.715923052065159	3.145336738047836	1.1387040740439272
2.4166209562501453	2.0550406596835766	2.3525052092110994	4.418863563152958	3.2929056643256915	0.5500077797827008
3.727027351034335	4.835470404986291	4.547652095314278	2.7494702014845456	3.2322926208035665	14.864363911117222
3.7150142753338353	3.5069812202941875	1.7486037214078878	2.5999776678630364	3.1749611021947475	3.2261866106000983
4.275414362897831	1.2612325374244544	1.5072463213198468	2.5770803907041717	1.7422289187014437	0.7610239728484698
4.772940119597305	4.93319281165253	2.736158752319477	2.5094471723818104	1.4184973785817552	29.761554235939478
4.084310563498718	2.4598163504723813	2.8316740925979103	1.871781499937013	4.465058704598345	2.7910255648846705
3.365746003542517	1.500869159378936	2.0748136223440437	1.7309384160015315	4.1890305836065895	0.7231521707767481
4.354810923294997	2.079473180314955	4.110943500328107	2.047650011448753	4.7394150838945235	2.6589840322032092
4.844350914349152	3.0695574945687385	1.6204692078124396	1.7000822298904652	1.9589087957457936	7.403251849164858
1.5210239607697416	2.117588091742169	4.343130412503185	1.4451180869913929	4.1741992170166275	1.636907483748154
3.2128052528118665	1.4688845470505956	2.083747596971252	1.3139657639986169	4.9083903591929205	0.7465526448606974
2.9153577443204544	1.6729314187753666	4.38500967384333	3.5283967826934965	4.432580986105181	0.7625412366816061
3.611238667589776	2.583433979789657	1.3314397426660842	4.2379980661293795	2.881479384531705	0.8759411267587471
3.5477397231055914	4.596788081987791	3.770886792394415	1.9640770184907412	2.0005529449130712	23.981392223595076
1.3197154176621506	3.5918019798025678	2.1668400713323788	3.9237957666354193	3.571973831597936	0.8773967112471491
3.1441535768222217	4.57840883732605	2.8667515175564517	4.681440767296898	2.3482926295256243	5.728882857774607
1.0355588419697686	2.1669034541143977	4.426307236617646	1.653195778048195	4.136775827856985	1.0490300555482373
4.3202893168195216	2.944243522799544	4.166350456459536	4.193096068540734	4.88117317285211	2.5411821900309612
4.552271709412093	2.03175270270538	1.4748206606139638	2.7123179168941545	2.8643069142437274	1.1891254717741397
2.7576780675755734	1.9264992846534656	2.1079396819880047	1.3092978551623171	1.8121209609928968	3.0310461836583387
4.30281101406039	2.2713042699124704	1.2215800348609038	2.924659953964541	3.0557351348599155	1.0113756457003735
4.192014718182482	3.457026484828397	4.364610344430116	4.6495185914452986	1.8409590603475825	8.515307114681686
2.2182291335939173	1.8583622001111966	4.797076562925447	3.2195496472674687	4.985686345871499	0.7631368881165674
3.7751865594216096	1.8339772443823743	2.4726933732103564	1.155813043992331	3.1529303066326153	2.8719267006092526
1.1255196614093772	2.1281557496490033	3.0791099129700665	3.0537016784802318	1.3676700209161003	1.2527254643604169
2.9109868844680347	2.628928991086803	3.147960208571253	1.418922721760184	2.968815538695209	5.011456693816848
2.514237119649608	3.636363388079973	2.7220756118171616	1.245402275500001	3.0510515991844533	7.9389032523177185
3.3485276114774067	4.119431055044129	3.9802403123912375	3.6046972203770498	3.854125732377516	5.4265240351158885
3.223790967925825	1.001201760314244	3.2895034152583325	4.531312203282488	4.437871647582929	0.17620590040656073
4.097979765887877	2.243216669482714	4.808966788640514	2.8088774219727366	1.8169350540051656	6.476950662609032
2.0537147808322493	4.587772701666798	2.5842103333348927	1.5705288857294426	1.7256480137924408	13.738913025003686
1.2347018295723573	1.2984342079471274	4.595900593420937	2.7694585121868855	3.5871214080717526	0.3210039832505596
1.499496323841698	1.6389423823950282	1.6899009349780538	4.981784182927639	3.638450145970905	0.12517322192397587
4.3925307446909665	1.1832133003465812	1.527269387202204	1.8163691012775889	4.818484428941922	0.3577014679677472
2.4727184569279905	3.421061350813781	1.929809223095792	2.344268200211244	3.7582397889425865	2.112991432059338
2.858303940625893	1.25785922969076	4.520893873054773	3.21308528707535	1.0641605376860443	1.9931782698035032
2.525584947970819	2.4644945656724246	3.472104329193333	1.6993609383464792	2.48673969447779	4.201199099697956
2.658741458694453	4.2126026214057815	4.9284032879682815	1.9615693714809248	1.7310289040596543	22.827275887364486
1.4069264202207992	3.1859724946683814	3.3212329536346794	4.363522212940857	2.3454313773096924	1.5448047319258955
4.800027925738323	2.9422783144052893	2.9976290243525296	2.248760673953428	1.841699995552867	10.025493768630431
2.9904586728606355	3.474970913940744	3.746876059274426	1.984956253383256	2.9240278058768148	7.770622075078238
4.200776543672946	4.3687116372847745	1.8533747887509768	1.1765485108151048	3.2538423005856623	12.93814447114207
3.2735392768582767	4.687217491135879	4.475885293703541	4.536351072961167	1.0856716737275076	21.78714361805431
1.6047312302765953	4.762772316146284	3.5134789131960886	3.158044124014733	2.9176810165663394	4.6268139801725825
1.4937263015364597	4.005868311869998	3.089054944473652	4.29624559624793	4.339634506170018	1.3238125357058763
3.4666690223114074	1.893000514470444	2.4172411327022383	2.2374853486300097	1.918019230920012	2.332380529181836
1.564583257260855	4.424350648074967	4.947195123193696	4.043512576399939	1.8866153684161968	6.620539424171705
3.850281597277677	1.2689541834833018	2.1492214484945023	4.651494009766031	3.0740664620168086	0.31062654757813035
1.3298651522449432	4.5342111673511125	2.9359345855756285	4.874702820680908	1.2679144313837294	4.329105014585358
4.5389357341899155	2.0530070693105342	2.5405527314783263	3.146179167565053	2.183810429877985	2.3579983411947394
1.83509766791807	1.3023474586520956	2.8400535146189316	4.3232025158080685	3.3640778363709187	0.2026033257470606
2.839166748996192	2.8479648674158144	1.837268187322952	1.7495000836251182	3.2780423288923837	2.459138169852804
1.2630789472269064	2.976053690232289	2.380362025605688	2.261461060498569	1.198966907660088	3.2736893707839205
3.6007597451622684	4.756067311775629	2.0400739365772544	1.5345639461135958	4.815886533119559	7.494687791772883
2.8096156251584885	3.948866878603519	2.833240092571813	3.5327203421298567	3.402906929377355	3.441871799566982
1.9672393617678248	3.5668377913582114	1.1134709792330328	2.15265755805048	2.7957459976961685	1.5435080960069931
4.462405405980124	1.7922193201235823	1.2452495099794625	4.508523836440035	1.7965765873328858	0.73452461022637
3.2094966710444583	3.0314623632209887	4.185425143805169	1.1823744719353666	4.938417782365494	7.0472023675291995
4.425783111483483	4.172924736757002	1.1295396468396095	3.871754981783023	1.911283567230704	3.9211952121687785
4.542022286395875	3.078581946784288	2.453254967265707	3.691048624881705	2.7042539005604005	3.526751812818175
4.263275583715068	1.0056371201107257	1.0870502953726633	3.2141170128634355	3.8741889179028464	0.125461912592806
1.9551469123040204	3.1660126978291294	4.260879554684501	1.3628846843687077	1.2512164147841045	16.32266847339605
2.330548273287809	4.958939241203416	1.9091133372965576	4.12701087603943	4.23229709887007	2.0880186539851464
3.341689160764281	1.6255193508932582	4.699206502014891	3.0197292267192952	4.661393832825424	0.9825842840431231
2.3493201954621554	3.5192955752911828	4.991809255274529	1.1065662593153904	4.601112333186803	9.509335409547726
3.1686938621895444	2.0029113326404477	3.7443759871688975	1.129733903088705	1.5170083260664633	9.257586966645002
2.8346796997126007	1.8546370532417733	3.83931170405299	3.2296214428411503	1.398161580162499	2.7634078826129977
3.52872402005565	2.9740109184223824	1.4108675401271158	4.57499820015976	1.545602171860061	2.075769617796687
