E_n	d	k	h	target
4.445351730102773	4.240657384136823	3.02436311862871	3.6954374330159383	822.1488332405078
2.569199418123361	3.188859102754329	4.741450924991545	2.1223440399801228	733.4555754197107
1.0164589819080114	2.6959967065902313	2.6868241676313707	2.620475750197264	95.19136128401222
4.7093526545942614	1.2470991641207791	3.387160025044531	4.57791080670121	68.0991109177789
4.60554273495585	4.138288752088913	4.468398443869606	4.816781290597816	919.448113988454
1.4128553621365332	4.138611322952338	1.5926701349235597	3.3207408518633765	145.85042635128997
4.359362069461348	2.1550093805586465	3.304016960032089	1.3708903385298643	613.1555833394976
2.025764047198975	3.8824449791944735	4.459656100667873	3.415909095126444	500.9615662333434
1.1826206070024698	2.1512059802195385	3.468870620989547	1.2523307757466275	190.497090994526
1.2094316408251538	4.32677734173412	4.8611657155468935	2.987172141872227	463.02075595405955
4.37545226426164	1.9352749692402544	3.6953879262651115	3.247723568725608	234.31449295508992
3.896412884124132	1.1234068695780142	2.0555889295744083	4.37182619232526	29.055099543398317
4.456398805905671	4.062613570896648	3.4146753376892183	2.2940623374731413	1375.7804885738449
3.303751796992882	3.541990161308899	2.7308107053111303	2.5000631486403777	568.9218263226034
4.194440188970522	3.243074854506634	4.413984545416527	1.5836633469447938	1545.1326108141093
3.3940245091351247	1.3966179234393312	1.795390659595545	4.751709156283776	31.43324168192395
1.3021878709026038	1.7534899484652688	1.272963665111226	4.5654707801953816	14.028799594970904
3.630603338242311	1.4039471195335331	4.179180212132	3.0632175689827505	122.68837708475752
4.374178839021336	3.5284509325520825	2.0680425109842937	1.3870538446347047	1020.3301163193566
4.398147348197316	2.9222110079416472	2.713004953008746	2.81169061099082	455.3924644911686
3.4908846574448407	4.616961195482048	2.956484155748315	4.092492697685855	675.5312668734837
4.940643282868007	4.120744504169903	1.932982024865458	2.0393379664759554	999.2711516635572
1.3015390882970053	2.518389296182597	3.6306343815378797	4.896571173263657	76.91362026143798
2.3438576112839113	1.1025470712897585	2.9520455911420918	4.139347235989956	25.534453645786858
1.5570324125735682	2.8732260831640475	2.6679402931204206	1.235431459535282	348.82256227256363
2.997184467800444	3.757929651699377	4.548952250648995	2.6461398020855653	914.3642169967475
4.3933849952625845	3.9891425728308816	1.4642228933787398	1.8698050551850625	687.9852169364619
1.4532353968241831	1.8418728380814384	3.054197232880397	1.5759091222052721	120.0690372436485
3.6926477859987337	1.0671326143841435	3.5922329208094435	1.6473776357082557	115.22742556886044
3.346277600867285	3.3932209354164	2.4677009957665383	2.759520468055598	432.96722559175913
4.301894302075978	1.7950416145145618	1.9042810382618638	3.908373447706046	84.86988837273613
3.9723117098081517	3.4443405423810263	3.436833841473541	3.2999339807073893	616.7634606083084
4.47664370793483	4.4784369553216115	3.7170602886868234	2.4416503987944127	1717.63724538957
4.118571329876716	4.320619029512431	4.043214109792155	3.2690929363391006	1194.9448919659235
1.5842022829745352	3.528788337516395	1.4880718085934972	3.4374397676898507	107.31501974484965
2.934812100847978	4.65721104206119	2.882366140465418	1.4415376891952292	1599.4296695495389
4.558872492489469	1.1942495646601294	1.5586277758308371	2.656117630550895	47.94602413771085
1.915676808997549	1.185739158240562	4.636960250235759	2.329103865247964	67.38371446691372
4.397419522656389	4.6231836205048324	3.0727194378423786	4.46690369918754	812.4681926949802
3.9757803956069933	1.1136959261680937	1.0689204597286168	1.4275089759279718	46.40150385402618
1.4828671877981168	1.3480498077436058	2.3255702991581715	2.139600957870977	36.80617491042258
4.077438336358435	3.502408406575665	3.06709334605784	3.7209957098162283	518.0821909139775
1.9918142931819536	1.2089823047052235	4.237981381647613	4.788775134148139	32.376745931492145
4.658615886818627	3.761372780459856	2.4274152412778567	1.403560195922215	1432.4271808119988
3.88431296635568	3.617736094129308	2.4215347810490475	2.184152321050229	708.2810674645042
3.1190925625003785	1.6207832156774873	1.9308731529902845	1.0960536631082616	181.3885690185418
1.7715673842442932	4.265306077218803	1.7364567606014958	1.0367937685029012	678.3276781701187
1.4870209423463576	1.970741225151154	3.877383715413461	2.472840588837747	113.79647604501778
3.6921287016766553	4.977656502179133	1.44613405633282	3.807056516503442	436.6724293858407
2.2437305541492307	2.0034756037597705	1.7284791510107596	2.0552920685159237	95.17859334508812
4.037763545068309	3.9003628513409763	1.1807004971922257	4.842689057687023	188.197535148878
4.472762665230147	2.7483506443177097	4.022626986865799	3.4758432077521766	491.33713029080553
4.972899920388178	1.447210884542749	1.1259477857624591	4.735804435360398	31.117716144399786
4.671180328640989	2.0136126168626944	2.116621219148182	2.119451251060138	237.68843904428573
2.3574068892505897	2.738954903035123	1.142011219249926	1.2083644793852413	210.03254544038936
2.385477727321648	1.3110234984140514	1.9655109010337088	4.534710497254199	22.332228994211512
4.051323132903315	3.3813666598487986	1.2640196083156066	4.805221545904873	153.11991368740897
4.748267511613647	4.2683008364664135	2.132305948585749	3.0223163500106436	766.9458180136354
1.3137317720803638	4.998393482600722	1.1827893741813766	2.6405750650204407	184.75080817675115
3.0471273347462704	4.683981126663337	1.479779515281471	1.1916475139653089	1043.229693346046
2.079521677184478	4.037790997852271	2.5564159999738703	1.3772147581730527	790.844039742895
3.2904876323095285	1.1076934508745122	3.8948957117428655	3.9569489136352116	49.93955787588001
1.5038689323336651	3.6894303567498277	1.2133780975740869	2.7560489640823778	113.2524765075058
1.259560448565712	2.6770020822518203	4.306794830867322	3.7460628670707	130.4083555652517
4.722264838997561	3.5765249679431323	3.383609881257965	3.2950788241864513	779.4660479099417
4.216018477960073	1.068638548209638	1.904232637650281	4.838983893028383	23.80892954408361
4.317368344944642	2.6688111917760517	3.797134398589984	2.081567801488871	704.9041624429166
4.697041985795408	1.914126722561748	1.77446772370088	4.7702150036531386	80.44625461650848
3.1159723064399936	1.9386273424345968	2.3225995705328843	1.7774278739450726	192.29787076836155
4.109382572491886	2.5383647701959404	2.284992512391623	4.587433473073609	165.73319551628862
2.180613687611101	4.43093194762458	4.203532333896	1.7315276931927954	1306.0617430250454
2.289872904847476	1.4907355354503662	1.1411274141098129	4.130529662130171	17.666513276005098
2.8842371844376187	2.9507528006568737	3.35142561692867	2.7718418506661333	381.5642072838488
2.894689878727797	1.7562760635336208	1.717267307539474	1.1896656418009974	161.9610017631198
2.773581598376112	2.5690155506534245	2.3732266209396347	2.3110363409592454	236.22002656864026
1.7765918390071151	3.110762588250984	1.1834259276910957	1.6925095019355958	151.0571288484067
2.4482510490342078	1.3311379770341625	4.923667977335064	3.94725171887792	67.9995279155501
4.165482467608545	3.263745890087676	3.6581286337443215	1.6883867394664414	1208.0777649579718
3.25969537143236	1.6026728634466323	4.032790868088487	1.1046252680241162	384.1204017693935
3.79084379859596	3.0015967367365515	1.4869788696617077	2.4851632908327543	256.80312842684816
3.187604661324767	4.678193276672877	1.960985603979632	4.610438118724586	372.8746393315288
1.289999841438302	4.85013719692801	3.1594824582719947	4.1033822923655245	293.61722983773427
4.086073790370623	1.777833814471117	1.1548548986885283	1.319431974309114	142.04920595169585
2.7107957062869463	3.3132201774704715	3.2380566226091587	4.831988612655827	250.5911821394833
4.829765179926744	1.4526648282821792	4.25732773764988	4.15153085892877	131.3395540073931
1.4971820270731775	2.7853413953368906	2.1621656726594254	3.0341454464564617	104.01450551669997
4.162571022787484	1.5654207054528912	2.4858639522554986	3.3333897900458243	95.59274308077484
4.772559896654243	1.9533057080626808	2.0875613249004568	2.3388059584372263	204.24279297563203
1.1500451543647623	2.8110725423303635	2.5948195899009594	4.930360158304092	60.103170975298845
1.6908514499818388	3.3691882253209786	1.3119163031480308	3.761941879179004	84.11237856042743
1.692290476016764	4.3286914597086685	2.721819408766641	1.8216525014528029	595.3766649817153
1.3106471892731195	4.55411814172938	2.9877966257282766	4.267417998034139	239.16085534418363
2.35370426760477	3.8579935151130096	2.4169332467321585	3.9766951735999547	267.5636421182476
1.3026583710975137	2.5435041038829858	4.179178058681689	4.291804031898572	103.12317500255482
2.3666848522075363	3.512668788856355	2.4541646362130605	2.195211150400717	410.2533090493962
3.5553392451747965	1.6380583855633408	2.53124386504397	1.1722622103762754	258.8563888688745
2.4439949291079013	4.429350836413307	3.8149969809007533	4.757365546983776	483.19007140332064
1.3761579948400922	2.425653847068713	4.266689904953961	3.950126023538823	109.904617802333
4.251387143733739	1.9306248676847249	2.8566934235965475	2.465093943625845	230.7631565756685
3.7874839182412505	2.5669738748254134	1.9503730053494284	4.1297121632746885	148.11582210269498
1.1176881652956348	3.9207669493117034	4.6830445666500635	3.50633050362152	288.36863020354235
4.814571569637844	1.0452945562130829	1.4622579355191072	3.833379957768461	25.21662774471591
1.5372170533502592	1.5090117373714709	2.888132499494636	1.043418519374841	121.75557788721834
3.608508103568027	3.217375755687532	3.4461927414576166	3.6636012787084775	441.5424673609466
3.6212526398076808	3.485829077560048	1.5224124100911487	4.324502432786049	194.66014169929454
1.1010881470201108	3.3567879142234167	2.1749096501519336	4.784409224436496	70.87493254732121
2.069826264031692	4.892837882195266	2.5672351085061043	1.0557562927165731	1514.1446785544522
4.486257393427968	2.5826426536228277	4.405570950817536	4.12791082624894	401.3234923042693
3.1123356251486247	1.9756096197889976	3.4929492821668937	1.9320227583428509	275.98062516672235
3.3541778607446964	4.526070994880324	2.240840347896322	1.7889745266833028	1081.5470943648654
2.8992537716253266	4.055660313196379	2.7865205757396474	2.1205740025125586	787.4592017071399
4.135842870491208	4.662622826619375	4.169059442616127	1.549981040977415	3039.1082326373134
1.5503809821615049	4.29316644693713	4.832132422737825	2.957329230985085	586.7362231126493
2.114325112778833	3.044477153509169	4.081941094322846	4.5656466327104495	220.17677627410168
2.878839294457909	4.857302390141326	4.456920158317464	2.175172521362144	1748.8747772667432
2.9507655800537176	3.702464859334584	2.5177537276629924	3.7559803270052106	340.7347300929867
1.6105506654579151	3.5047520455867103	2.279757526306281	3.370766209204604	168.13529025716102
2.89183555213679	1.9753310305976264	1.7183592785418391	4.098461837102317	59.45060871568005
3.978788797704836	2.9467736107124747	1.5121267907159668	1.4787295419853606	443.9701310927418
1.3040526060333182	3.3033576813053447	4.877021020170559	2.9609554563419533	294.53637022524555
2.656585351827304	4.764835769754983	4.639055191838457	3.918605547460618	897.27899431106
1.0567793309350841	3.3218119205588903	4.9280623597832305	1.1150832630784129	647.609409927844
3.9585345746348	4.9964726204647265	2.2152675378856825	3.778498835144803	728.0785244018193
3.212669047284592	2.496300949991715	3.8065641092313305	2.8711124265016474	333.543657479244
2.6939827709330584	3.426675886374121	3.7629077563098634	4.288949018216737	348.757393390645
1.6828208143620764	3.788479940181876	3.030201328280074	2.6066403147862958	352.83210807929834
2.6851206672467733	4.443329199490523	1.1805329596146326	1.8835336657716448	417.53739981624534
1.066374739899246	3.704381272187255	2.00643639479602	4.931562459073723	74.81556015220781
2.1920659352262413	4.8814298125197455	3.52568446316749	4.006204998631623	577.6540850291052
1.2689248174912144	2.616130077789617	4.478135347475538	2.7536202167815564	177.48334177366252
4.284798554929369	3.688529359315697	3.3215620392808036	1.2994705888023623	1872.5036639956195
1.184391608775143	1.3328816404942438	2.0327661331124647	4.745907253412679	11.325477650836287
4.659725704626981	3.682171198021019	3.132945285184588	1.9804469663905788	1255.9367343039914
4.380649426084327	3.1649419931971767	2.423918478921993	3.7344947037235783	357.90357304124313
3.838797702109765	4.791988649409309	2.1071912061279425	3.098512129036004	753.3337007327623
1.8166648145361504	1.6513316754650849	4.247847571072929	3.952963572115855	66.895885038039
4.055480781714904	3.749430483821468	1.3857843600811912	3.828476782154009	259.32982180768124
2.297703752013016	3.0523710653839364	3.822902700216572	4.878643355557532	210.80102932773588
4.758001509112112	1.0279212931279789	4.38190192689718	3.8022837434308583	72.80685892109923
1.6042078260318386	3.5756740249443677	3.9949326839403705	1.8205353487947649	565.5834382894643
1.6792690874461798	1.5282043205481894	1.8824645324931888	4.8229858898273745	19.23551484683598
1.4039659773901016	3.381038921463858	3.075849768626948	1.7325906022794273	358.0436315492597
3.1510154140797684	4.627223605980058	2.2415767401288904	1.5322667024621899	1240.2824908890018
4.869987120218727	1.107266699207802	2.3440466790034304	1.232944675449355	142.64771547153586
1.830254262139967	4.384570762415433	2.9221943298597512	4.8534780259073935	266.21436350861785
4.55479390979596	3.4506072237934697	3.056513687229561	1.134692690796375	1835.7677548819504
4.287068227980463	4.9143303504204905	1.2490366041942145	1.9396564788394197	837.817250772424
2.4273171401366533	3.921706208757252	1.8411853033304408	1.2380616676758232	697.6566213176114
4.614031667275242	2.183970504181495	3.8782265178963113	1.3743026171940396	780.4314641573985
1.189415049649913	1.0204999563796964	4.24069637091822	3.5439876641529704	18.625770668543655
3.5320809472376054	4.233383541605459	4.079863452279456	1.4569643896025832	2227.472941631181
2.8862297922421765	3.4807323617680095	4.636438335343788	3.880892351430698	524.9705284695855
1.7584615270360953	3.221389229208248	1.315619028022347	1.6177647332109308	186.4850073223393
3.021323979315882	1.7855504987895623	3.366213372134488	1.830673061312937	222.57802596821682
3.064366661996265	2.487757246869849	4.573739840276279	2.9001827545593635	375.8483820053245
2.6107862982122616	3.132155594503408	3.1523056098890483	2.4795902646693717	409.18173303542085
3.4175653563455315	3.8587868505924434	4.512157252260714	4.78081313720721	603.5464920479719
1.3668671424597107	1.6923393917500595	2.729082954176317	4.699462144187144	28.567989394688702
2.6512860219978034	2.2732615525334072	2.2007142304095604	2.2602956346610266	167.63460106729045
3.73952298496366	2.171275047320505	2.0132474711832993	2.6431664716930983	168.74402319601418
1.31122190602524	3.9256294908440585	4.909540843756581	1.297268840397992	960.9826925482131
3.2610399909891727	2.729406656784973	2.4883230129387366	4.186436607077116	181.4532362637788
4.864248318223777	2.2494240662686042	1.9495713967712855	3.6637794634811702	164.58039354609326
4.262984599471107	4.083092538333721	2.5690349938765675	4.9394903206791785	464.5045309186958
2.1394066365114384	1.454196625914589	2.5777108036629883	4.94043942543016	29.66320553182415
2.4184304480275256	1.5897164657777547	3.0575961749051705	4.781565655845052	49.11258732393297
1.2390793965345486	1.6103326564992058	3.202979223035744	4.4252011838879435	29.225456372844434
2.4057394111487698	3.630131099099641	4.003053302128462	1.2706209187771371	1255.1003128739874
1.4100986747873074	1.2404251536417883	4.139096494497828	3.984882906164244	28.319819698488196
3.0230519176368387	4.862072642278072	1.852243537813308	1.280030290654072	1299.499741671982
3.518904129396508	1.4846932200098195	1.8737262093176672	3.656527697650221	49.949139827243634
1.818686217043734	3.4335413756320774	4.6872652544863715	2.3941278484737536	527.5023547706224
1.6831001674379649	2.5130533354802784	2.4718481380178043	3.6673126058198084	90.03204053855663
2.697227300020756	2.1107923394828445	3.8035804735589362	1.8485360322248665	310.7299522416872
4.577178757740947	2.1400842402448865	2.564384868589157	3.126038440170661	216.1017913565733
1.1691705178273302	4.918348690397316	4.31798372728435	3.960080210516888	387.5282513172759
2.1469764704915306	2.882521872020234	4.247732794891826	4.107804600973758	231.80872807611453
2.1653206369396067	4.704181321598462	1.4610405609481452	2.3614167348719226	372.55450691905264
1.6538677889114082	3.1701327166146487	3.6823168184638018	1.337703416944211	574.9457346311345
1.270858672704911	4.059306884882652	1.378760492990177	2.641212758659203	137.37140366033086
1.076631715932924	2.4723681882545905	1.9330430859661631	3.6332486644302056	43.99970237589228
4.732005447956741	3.6613068250434586	2.764964534657888	3.84390804289358	573.3818293217086
4.8355476511673565	1.5187338971904718	1.6389103461440082	1.5853983111992278	144.88909823489573
3.865810151591236	3.6955090574973273	3.9010743254618094	3.758846626026936	688.5390052454958
4.349059147610913	1.8442130161705703	2.2785989076641417	1.2491648194479392	339.0591619178617
2.8547714029082587	1.812339168073403	4.8631470645797386	1.7363882706315958	330.0127462830232
4.29801852478094	1.1486603959219273	1.4058413009447404	1.8285911689808367	54.78745436279368
1.2795931198835904	3.879814313332143	2.3559537951070753	4.592882403781394	124.160966638825
2.6940047827969327	4.642537241651087	4.541786062969654	3.5487995091952715	933.8222720910553
4.513638348888964	3.1417474990706804	2.890608321121219	3.7586004167167326	430.5685155634266
4.889022437502055	2.5938085106476447	1.4829053294022545	3.9502234014141315	155.16704330067168
1.0210259975727864	2.5489850211908105	1.8439863324477588	4.878970813444994	31.50726522190701
4.205662849132772	3.3558968442877517	4.997016120145057	1.4291165949260365	2081.1558867700764
2.0162539688530887	2.529425178964652	1.2527089645592606	2.4287193194578127	83.61258143202768
3.865162571468215	4.198442182030941	4.781325765380208	2.5213569457464424	1623.5586607678167
4.953200505958369	2.66571795295206	2.3677293442851584	4.356890638182495	240.36961288462186
2.307073383889772	3.3081027394827043	3.5035871262744296	4.888495679127366	227.38768332372246
1.3316756836519978	2.5745261891003586	3.921579657311958	2.687167390176458	161.8710866518538
1.2700112330086897	3.628178089202071	3.704585528194107	4.016633499595964	193.7635303061103
2.797960606073685	4.247554871914786	4.649917934138019	2.3144684420746096	1274.4519912171488
3.7476135232847385	3.9160280459777965	4.053837428951901	1.1091248581194777	2639.6244209559795
2.9534025786839098	3.1698081519150065	2.707746973050164	2.7615596224563865	365.6386733862564
2.6257843303396107	2.163782843541353	1.1248308698817993	2.499369935276777	69.52691306175976
4.031400033737758	1.2483252289528206	1.1062914304174307	3.0644459627570235	28.499604646408766
1.3736935160297756	4.175846699340241	4.195413202182024	4.853693317827396	260.1903675560851
1.8217824302289047	4.578118042989366	1.9660982767367607	3.5887194423829842	262.8730482077966
3.631325832575382	1.0498980506377795	2.8136455708894594	3.793378685017475	37.308907475428136
3.9776601082535064	2.6118117532260885	2.8193835762180846	3.726691046500304	257.95981283736165
4.324143154505666	2.1595993380424536	3.811915251202835	4.372150787830016	220.95528994833808
3.345227902038633	3.8882273944839865	1.229158032503986	4.6023182357927706	169.73443699885289
2.742471502882465	1.5723210636538236	2.3436761951997047	2.538382428626288	78.66381569586862
2.098148562357062	1.4660985419300767	2.2638895120333373	1.6575551848586727	77.40333172574647
3.8405786620463056	1.5472714225306852	2.386926700996669	1.064489342871718	259.0820365641116
1.6601112588654314	1.829011317590762	2.461752416966659	1.1404109459881309	150.64781619178086
2.5752273495609246	3.3097993819626987	3.165603658637673	3.6175447216223744	310.2211557707602
2.719638902419201	4.926742454130347	2.1761660722357368	4.778649238934947	377.7702124359316
4.1767041305381385	1.4284040792757595	2.4950566575716966	2.612967758933002	102.2567770307452
1.7107322106471057	3.0836243078301186	2.2804019311918795	2.1803990989031248	213.7913963758753
4.47551288154693	3.099347586710188	1.8648983358376088	1.555566586294551	647.6789758550675
4.714352611247006	1.0723644747757608	4.166825125786314	3.8747425690469455	73.26206965904889
2.3518699515122043	4.268582596290382	4.532794410507068	2.0425412636966023	1195.0490440582146
1.7237441725399891	2.3258530145717926	1.5072572304859353	3.902569112760173	45.25681417344769
3.3785186127449167	3.569291093180675	2.1584019848295712	2.6605294816962557	438.79773009636233
4.400298644067874	1.6382286101677035	4.725610164886252	1.4263819737780303	491.65796519083085
1.110520676580708	4.083655584940732	1.060460604385356	3.1812556195458996	77.5765923459247
1.4620026111794349	2.8985181539388454	1.072590453533834	4.825522181430712	34.30833743283946
4.919745931632051	4.849684986271345	3.0710529016038937	1.3176723945452404	3388.905423145424
3.5440788312724645	4.430478778301215	1.9417144026456552	1.8369756779482571	924.0521982894046
1.0121214691645708	1.7124882589748225	2.3887121819448893	4.86210289711818	18.32472159586088
3.318628219000622	3.3939259205533454	1.124932195064285	3.551845011165068	152.1407395109734
1.5049116879094435	1.5315007069522522	2.291229721810084	4.8708926778508586	20.86485428408155
4.984050384704035	2.626465413700021	2.0431027112599143	3.5726098420709462	247.08152337379434
3.6670881400995534	2.98002062183106	1.6155905170018112	3.136211290698101	210.81219623619305
4.837716456878153	1.2353262225655612	4.595828103469015	2.364128419363821	180.3459143263256
2.041139815793719	3.8495882280830247	4.397375784498167	4.148347085049887	402.9300597734082
2.536053966682365	2.6436166908805765	2.7300062229828823	4.430499704151135	137.23859097600825
3.958693681250256	2.3319334853805453	1.3871049087988627	3.857352686720687	97.2778668775074
4.011938273789633	2.8932724310757694	4.471601417928096	3.9685203232286903	475.52925538972573
2.8453128234222422	4.707972387809686	4.4779290359920845	1.3490932662730044	2630.5280158139503
1.976035391281332	2.1206925442845335	3.5345231411919387	3.784836683477953	104.29024478412376
4.054955094836656	2.2138478027340733	4.078817886029562	2.4538897347294144	415.11717852787285
3.4595199743730194	4.14292942895635	3.341990540533131	4.9780876907469445	500.937393007426
1.5321884151209493	2.2716040903113504	4.0966552914329215	2.0645758425906027	197.14506186099763
4.079271625845214	4.0429580446183015	3.9497948586088376	1.3081857128736845	2529.85771437018
