epsilon	p_d	r	x	y	z	target
1.7931220529205585	2.555274525362064	2.4015411993516764	2.845807339285632	2.357030214395856	2.2116629262105905	0.03480495983798293
2.1955668189949185	2.3011226901845387	2.539609820941888	1.1791717334083105	2.1626496239661552	2.0068612192729365	0.011708243017873295
1.6453242428253496	1.17294993545508	1.7708968003356431	1.5821247187439642	1.6272536678447689	1.0103210754680343	0.022406879233678963
1.3930300654952632	1.7959380205228799	2.1214869033377632	1.9646585711477365	1.1401295071339008	2.2251992156580918	0.03620136128504454
2.6870555117280985	2.4599461855412184	2.0283476552741453	1.7292067193479137	2.9266678455363984	1.3816843781916135	0.029898704241591988
2.357465978479291	1.5870736500549794	1.0235366876080043	1.5487632594668772	1.4023610983099128	2.9583660280449187	0.8843091932754729
2.594671565989791	1.9826536918375317	1.654492508305797	2.8774542727239485	2.5054331594066173	2.054296494654639	0.11533204256957567
2.69751725062227	1.7177441716070985	2.8221128069919867	2.8399910948598395	1.5398788293968269	2.2354488519741738	0.006133123628128533
2.8568501385482485	2.6306486692546858	2.1875197162724467	2.96594332295617	1.6600055996396759	1.0844710912837163	0.016176393838129494
2.0228388946491496	1.866217416026083	1.9127432390336043	1.6114670106198503	2.2945650799646597	1.5153426382829749	0.03655125634408855
2.5130345590149283	1.402221931439167	1.3317694964273958	1.9636048485843007	2.2178710720359858	1.4346351038205678	0.13512691555805947
2.147277656962784	2.3728637140726496	2.7360704243358254	2.7477377413840784	1.4706253818379555	2.711439189572517	0.014538906806343557
2.9832772334700812	1.1864740163720673	2.215253340963377	1.4928109149611613	1.032280663087329	2.859841397033448	0.009237799688291649
2.7577241254417006	1.560281445814272	2.662011239374247	1.6033232374981072	1.268334827785761	2.223205583097273	0.004592471381919476
1.3686963781442865	2.244767307102264	2.409736736339191	2.68140995560483	1.611022809983355	2.431473741957785	0.03665096889131336
1.9024955006138191	1.197789095736106	2.1751511327174464	1.1753400749730696	1.639029873325394	1.9032610452566847	0.011849536975670514
1.2997968650017333	1.0192801862319354	2.308464459431286	2.1117937637107533	2.0775855877075267	1.8385533884977103	0.015553886936091634
1.6084421614223925	2.071782186363506	2.342814803489926	1.4109601092404382	1.4159399056336652	2.049982910670006	0.0178528108573857
2.864702743413102	1.1315658764303729	1.3562782338598771	1.4142547701596981	2.031404226020684	2.5692809432521537	0.13067524099881972
2.247208974354603	2.5778363700170104	2.8517773879101567	2.5141605465472496	2.6664316818724485	2.567622060269854	0.013662437856943314
1.8332056486080472	1.1693357123901642	2.436215770136509	2.714838496849333	2.5299701024336825	1.9388108902418957	0.012766750836233564
2.356831995240245	1.9992876387634095	1.5585501404581743	2.263365978995417	1.8022044981204104	1.6932621846110103	0.10788497844841943
2.566004651669787	1.880442778996289	1.4917699106055802	2.856632988751457	1.434420978800495	2.656897939190394	0.20112260505079047
2.8101359501033314	1.9696239104143567	1.9471962442276216	2.8003000118879005	2.768956328491764	1.036508537184759	0.024399488549224604
1.0887974353760053	1.4096210191257104	2.589116459279436	2.3878805566547565	2.041448744552936	1.4343464812168163	0.011970439394311621
1.4348867261598235	2.434530103111509	1.8870979142446904	2.5838788529918717	1.4534292387146819	2.9772427533687296	0.14938876016473773
1.5837625769906565	1.1459678078940925	2.1616000988830395	1.298800225498965	2.653504453876122	1.6579104797238615	0.017928114665932072
2.8474231481537347	1.510541753405915	2.569667042909217	2.1690744866888667	1.626843932963683	2.6721785731064807	0.008189576722664696
1.654937657870991	2.1017987910459945	1.2460285828180837	2.555825409204791	2.845461624001044	2.4161666065483858	0.9328536410783465
1.9497007200632384	1.9804516336553253	2.5628672277841407	1.2322028396623756	1.879754838004417	2.1908510329726933	0.010799736358962484
1.8825078100191597	2.137797089318461	2.4915059031190445	1.5686655528747866	2.0066384457533357	1.3170312071926151	0.00947239624025271
1.8919423243774935	1.5454385232726469	2.8678829175186755	1.354692226004499	2.4611341109548475	1.4825167268023232	0.004186504144886619
1.9991488001783015	1.074120818395473	1.3943174447718132	2.273400038053069	2.6384397729756652	2.795755545113161	0.2369930126723848
1.0569719851753996	1.0916304896760818	1.3885167962314369	1.5681246721891575	2.4943650381463307	1.715678126771344	0.24148233827187504
1.1304109407721172	2.9828532905062253	2.5538904768471573	1.774927100452918	1.496016103339692	2.2102623929048417	0.02974887599485456
1.554929829411929	1.396358675934272	2.763891118017626	2.5154581768808453	2.42562142727279	1.1174780257147496	0.005190516160849777
1.3166040175707792	2.91540354348496	1.6117235141493496	2.7082223608118254	1.4636082166272721	2.1804023349317454	0.3262612478640289
2.6427423591691594	2.6924015561444063	1.6670992289569049	1.203187659357408	1.3469024592770549	2.314167635598188	0.07894289985383329
1.174572436437925	2.1592020598241497	1.4055155821738623	2.8918030599379434	2.7821634065075833	2.8129761966104265	0.90316154351296
1.02230379359377	2.2615529848207325	1.188851383906674	2.5314736515235086	1.3839829516601243	1.4472534047849546	0.9285491603549488
1.5290641108160214	1.0785623154331874	1.0424561275328097	1.6470068730029408	2.08084746583094	2.1937083170416365	0.7963172028538219
2.892456353701413	1.080848109620353	2.7389180557623334	1.1499051997113037	1.0224951742936228	1.9214663250856103	0.0017112653185488516
1.0511975039922687	1.7996689365301397	2.6198294782485165	2.816134033993902	2.2826632265823426	1.4469737097379876	0.017371291087134342
1.0118660867682554	1.9052473620725607	1.8889953019060428	2.760438849683168	2.379320017761561	2.7414151531564226	0.18671472744297746
2.3514909117718124	2.631561529796601	1.7497842009899938	1.3104337409090474	2.3553139063201978	1.452537292965978	0.06376707485960068
2.7218107662728084	1.2014416868527888	2.0587517933471693	2.866359683852699	2.7037211970319395	1.0896746071030898	0.012233890617772778
2.6992642019225355	1.8731712340222575	2.637092948775181	2.4946608490400344	1.5167067437690775	2.2849476147682988	0.00866577545161785
2.0280479718946496	1.3029476474144732	2.8052870323984833	1.884433855060576	2.640070200049097	1.2123894169406646	0.0034717267117347315
2.9651978870756115	2.6535934276542816	1.4545349291543928	1.7191314556323047	2.2113929242316224	1.6076312524237957	0.1477654229725752
2.0254319711259123	1.1007175753642648	2.1670684727906857	1.7175267398605507	1.0635190839821491	1.063548494058005	0.0058323759359778
1.6886247503489151	1.8361422795654136	1.3682174911241949	2.4065411477720438	2.045529352717568	2.540368856398902	0.434386020792191
1.2209099865475024	1.4072249493913913	1.317051479806758	2.7510934516866232	1.102060770567555	1.1664911481532578	0.2400389509203893
1.0636630242194562	1.5655906588604478	1.298366355446245	1.6055311969617332	2.298957047666588	1.989211614610354	0.5312177572619086
1.8351285046584165	2.28722497310808	2.84253003038171	1.4943609116263934	2.154864519202957	1.9029127389038247	0.00800078941846795
1.505348965392356	2.8971928653712684	1.9871530141169989	2.1503556478461365	2.0965400944032373	2.489611054607019	0.11087101691409154
2.0374828806159555	1.2502074469098738	1.7536660482059574	1.328806346387108	2.5379669218770746	2.3167699154619568	0.05861924485655218
2.7770384309523277	2.9276759041917537	2.2413618711773102	2.127727036082212	2.7313863764131305	2.497415878056433	0.038472578220608115
1.1005477060259186	1.2593524042775297	1.8934249490275403	2.4230980403789566	2.6392783269623585	1.3894257039268694	0.05588299852861193
1.7357101906237158	1.3282009158351602	1.3457069034988225	2.753444042371104	1.6420688781494297	2.9107814388678155	0.3862835063677506
1.1201806162040322	1.5681233582535783	2.5382463878605024	2.9792625444816108	2.4718938298324282	2.12306533732887	0.026070222188336076
1.1000377200100986	2.638992403024587	1.5606880673220151	2.160594125096012	2.8207937970785464	2.7645595337162656	0.6075804786359246
1.4638081579547388	1.896964638290492	2.6830251640057297	2.829767976433187	1.6728069338142475	1.2304172538756053	0.009000051852316842
1.6581260562164826	2.939906062849213	2.5894956112508933	1.7604447478143408	2.2445517972560283	2.9148474718399604	0.03022763427057765
2.295112136597574	1.1381015239515275	2.6325372230069637	1.8823719868888669	1.4503748030917394	2.825376683797041	0.006286337957076619
2.504028163338624	1.043033020516678	1.8757945649547416	2.701678561530932	2.4083557231087127	2.7680569393905268	0.04289849085299135
2.8058818860650097	2.8427374109543297	1.688412289737401	2.1358390541205043	2.5332083324988024	2.4891453992749693	0.14538411403401807
1.3958819359421002	1.938634802239005	1.9664477574328596	1.9940047735868396	2.6865223154149875	2.8051135378840084	0.105822790350291
2.8990525071206013	1.2803568808953725	2.6859889280617955	1.5190872763179122	2.560393681725753	2.1210240975271697	0.004762194881629483
2.655673924591671	2.6587424620143736	2.322441673644498	2.006302641728822	1.5394372616765208	1.1019528583391454	0.0098577116283952
2.781861158066252	2.1717479474008234	1.2473089757536329	2.669398417401449	2.005977801050524	2.741774511973772	0.5651674988896737
2.8397286584514214	2.7265457769781087	2.635336225712769	1.5122629485959136	2.3183328072821627	1.6654929416284106	0.00831323180623638
2.4968253516682384	2.398618474330484	1.4792463529244255	1.7665774310665223	2.6695524385691254	2.451426867727779	0.25410058144281666
1.4055689461773593	1.8077087134082448	2.4418296456562327	2.2755732314570656	2.0546394086718696	2.9826743708192707	0.0323426415315815
2.9824776683239667	1.7923597049632494	2.8983133841947755	2.3024226663471588	1.3817603047299267	1.9572664822755963	0.0036869108771288256
2.196272200353595	1.760468121175383	1.9032005909640024	2.4025670990030057	1.1754276724822648	1.3817705022035194	0.028323029778595764
1.5248909481020605	1.2271058517565043	2.614102336933781	1.4444720886308404	1.7579870328466705	1.7797179150551472	0.006372835602573715
1.0555072370658831	2.515942087559873	1.967167070843288	2.061891942925429	2.8758669666213668	2.135346260448921	0.14596539390504165
1.3233567699122737	2.197763459416585	1.7309498508915258	2.0457796298616	1.9098306519868693	2.876575947929912	0.20541098030820398
1.817677756436928	2.8370482667911947	2.2048565135811797	2.739774585070937	2.0513141014683622	2.400070029523112	0.058740927668729785
2.1790983844151803	1.0224757494251244	2.4213171910286393	2.6314072565860767	1.965646165135575	1.8334080082619195	0.008105132570747369
1.2925836699187232	1.8837058681401484	1.7518160998085364	1.142799254376165	2.3592465154176385	1.2240421948756302	0.0676647211825428
1.3320136289889164	1.807230769764685	2.6835863161324065	1.4118542267660317	2.189262584613413	2.3563520690782926	0.014285389795046056
2.0403072715417165	1.3046632076180702	1.8579318738539468	2.5427975068021857	1.8718867669531	1.2443543247294688	0.027092690385194164
1.8742672344157816	2.7758931152248323	1.290292925844012	1.3754662687942716	2.6831549304068987	1.378676280800304	0.4109742496340527
2.0583957383771825	2.9904375255244258	2.673814109998732	1.3365219374760091	1.3583086510533142	1.0283313753342471	0.004973074282789191
2.2458089760059017	1.981615689329572	1.8334881235084128	1.2963567284265038	1.493189645155273	1.510563308268546	0.0303671113594709
1.7032682454493844	1.9318196477459741	1.179591159534163	1.1255902432016638	2.420798414794434	2.2496725083483833	0.7120601933355575
2.1954696039660577	1.653419956186119	1.7410684692022511	1.4916051151139451	1.2098039348202476	2.760930454847084	0.05958938671301479
2.307290300642804	2.1994980288959542	1.6225981508246698	2.8262080602844137	2.902768044580684	2.313703264419619	0.1896646056745108
2.776374191747185	2.022134574748676	1.2110466080504405	1.3727205845497692	1.8350077682592016	1.4740264701558	0.225471105553388
2.513890802957599	2.5470790908733134	2.9933959073265464	1.9532982956263407	1.5161514127096614	2.3277422655576134	0.0057927847613973606
1.0168436059457218	2.92061584532077	1.407858527636706	1.4434345518213303	1.414529421591662	2.0075398276279928	0.5029962183442797
2.3943164016661544	2.605132837213178	1.409291152003836	2.994207492797795	2.551513162788192	1.2645396957301038	0.2324400068530676
1.5536069211633716	2.224763735476285	2.5178572119725837	2.420377751931642	2.1436655434485328	1.124579873295138	0.012283452554785192
2.2222385790476604	1.717377373613724	1.3999463105975287	1.0311867201634008	2.2404277872182927	2.1600739036888195	0.1827898854552028
1.2829096892124774	2.591546243304051	2.604331178678389	1.7178745506065525	2.221694157469184	2.971771468725061	0.03359425689690902
2.6091581963547865	1.6134885279660436	1.2693685893179063	1.5554532461002994	2.2413723190766373	1.1933474120257668	0.1458426061943264
1.6201570798126348	2.673091546858456	2.7375812182428287	1.1694093932993412	2.768572855796616	1.315383247917872	0.010127206487953814
2.2368790172800086	1.2244386646580137	2.9171400850666847	2.3666112007034905	1.7109259979871427	2.19966103612494	0.003973761750544474
1.693296667408039	2.3806405079482045	2.4036570556645707	2.59642826722055	1.938175821218538	1.4975583003721389	0.02029765837777561
2.0091626918027554	2.9750587280712955	2.7612122800478307	1.5018578637578983	1.3873361331005063	1.7941855530837771	0.008079096882429967
2.498339044424169	2.3358845658618033	2.318064027773178	2.6352698242144417	1.3596633608438442	2.7633133627829665	0.027326947035699257
1.699681951114736	1.4189849625551745	2.5678871898925117	2.118110561528781	2.9758637801618897	1.2046025375048048	0.007854139739465561
1.8686593349135334	1.5150028255811272	1.045298258582974	1.2327187779206346	1.0380776687359143	1.287946171493232	0.3219170976174508
2.95944078010555	2.2613469820361862	1.0226533887171572	2.2190546316031705	2.691741130586609	2.649318691640247	1.5073021039337204
1.855481124606972	1.4657193349382192	1.2053342118340171	2.9272383902919605	1.002901437348813	2.502002842288804	0.5738718383414083
1.9499217973529424	1.5583453232369933	2.3780832890374057	2.148128784203338	2.770499564669201	1.8446053873989785	0.01622199330111947
2.462645125485972	2.4052667883041448	1.3349307429409802	1.7609311544356787	2.347994475165973	2.067771470599688	0.33379745133059563
1.8161268003698967	1.8495337067016568	2.8332191426547038	2.1127711458018155	2.7142561245639034	1.5451366945090281	0.007077893997922426
2.9773904082179365	2.9155030998313967	2.138628970526932	2.766942061793251	1.0717903636540351	2.917029186360516	0.04522827395388114
2.1866263392475536	1.86792667182168	2.753173246185576	2.006600695364813	1.6615876192611811	1.0496604168653494	0.003525550264098772
2.860436154891669	1.0485317254975264	2.1124149975520874	2.119316778640401	1.5905176090132878	1.0508081364217357	0.00579288807924379
1.787293363607471	2.807938992989416	2.234022236597446	2.8897498616840918	2.135149472789015	2.3422403338513087	0.056722089255973336
2.458778280322085	2.7310774098087407	2.8034962968410437	1.9172857424641043	2.2211778384073693	1.2968549889133218	0.005826522082772071
2.8802673897047075	2.3131263287964936	2.853107333134835	1.3260656998394869	2.352750274276815	2.2456187801881926	0.006150392693502608
2.474045190779121	1.4328170107447966	1.3258619755846441	2.7338660611761627	2.270436966892421	1.8760408543783917	0.22497180814469514
1.2663704250487997	2.7343642303119235	2.6301095348038093	1.6700016622313498	2.4072218557332663	1.880286178016856	0.022563012196210864
2.1375282468453283	2.039061103620625	1.2177080860377274	1.9465122792706495	1.7349089978847303	2.7137700494376205	0.6018712695529479
1.9121842528489983	2.4571744951694745	2.209622287049781	1.0636149212090629	2.6314797702804062	1.2042744568163832	0.019907266752973427
2.1498449168819844	2.2266910392639145	2.433707512647783	1.8649594466397312	2.2109860011901703	1.302243001722322	0.01090905416644438
1.0196873568254845	1.802868035163612	2.0331253627319383	2.21513234089344	1.957330911907026	1.5408543314904788	0.05534189224738479
2.8727736853026515	1.723908302230893	2.003303019507653	1.2859935672449772	2.2521227251716214	1.7731731858661937	0.02041809447579676
1.1893267949685076	2.9355523342439307	2.5822791694203016	1.824802817951732	1.9854951723856338	2.9896871605590336	0.041375153220933665
1.5040785528523273	2.6889996037721624	1.784357814728584	2.313720124719743	2.423216400948424	1.1320736293525568	0.08949424558466379
1.5893486488455653	2.944860316913425	2.5775976504836984	1.5847989404284857	2.513379863676783	1.5365024383941916	0.01774851718131644
2.7286806259116423	1.5673902041649257	2.7901018168961076	2.5652125113793867	2.9853594291403014	1.506753385643287	0.004809955843813975
1.2489224548114444	2.340053028695809	2.6869474787813727	1.7169002994184777	1.1007731649077142	2.3132352627363395	0.015067576068694927
1.5832161289912954	1.302629502093566	1.3835950348696846	2.739809741280053	2.446864173285981	1.3184061341177895	0.1876125508594096
2.2477546658516045	2.196984741830702	2.940751400236893	1.4903260496408857	1.6011088026014513	1.9303939402884096	0.00447989343955387
1.4828736949966737	1.8581504461019869	1.6627246440823666	1.7548500072515196	1.118553366381062	2.0019304793431667	0.09806464938911748
2.040390525468545	2.1119823725412727	2.5940125037621367	1.3608639708468964	2.7890970978238645	1.7991197810848618	0.011746923140768296
2.4235976599332254	1.3964215973121878	2.034980503583971	1.0558612962998144	2.393002204432292	1.7534556810106994	0.018077166325982368
1.9185045538723424	2.4224300533877097	1.0218634043953874	2.2130741677749786	1.7660898491244572	2.757963005601293	2.1126314293665067
2.9989001048192363	1.1117007606515033	1.5260804398990966	2.1700271067374732	2.94901165354854	2.6417340349744194	0.10341506269637044
2.7148352079060905	2.034209124159685	1.8656379314318856	2.652148289194538	2.2858468562723857	1.7879001775111318	0.04954470530623769
1.2143582133770854	2.68442789186078	2.3129294699119907	1.5256475744277318	1.3981496267264424	1.7739103622169254	0.029267175878440323
2.714086224791901	1.826979170617428	2.750817695353974	1.4799810242357916	2.658753400765649	2.8295061746366	0.008784404762389963
1.8682237470327925	2.2750253942803225	2.6093990358512547	1.2836986002368564	1.8984596517103172	2.483493971233902	0.013677068432172285
2.2981491205242537	1.6433052425598438	1.4762159091945293	1.8261876220422883	1.517660274263762	2.2616833867306374	0.13076940354602093
1.8451164145279544	1.3395811789333412	1.0362292652766103	2.2253720146711418	1.5319830401550512	2.1618235932092658	0.8472992808951432
2.4297429946357463	2.980224337173996	2.580803587786793	2.7310232128106464	2.4634153957766163	2.7927328763661934	0.026269622306989118
2.1238619249748507	2.6484629459668407	2.84401839237442	2.3186780096252138	1.4648595711180925	2.806540497299987	0.012315649865864902
1.2573021818197607	2.772833527262632	1.7321917099152766	2.093720992694364	2.7740824735233014	1.514828761157001	0.1777454074832093
2.1237660831678147	1.5561201334937176	2.3588240339922897	2.70616752365374	2.9966093168341845	2.437266965052391	0.02357257962238766
1.3635278653675722	1.2520676476995962	1.2626715708816336	2.209606179391342	1.7618505582406698	2.8107413292602037	0.5425273704723319
2.275992611748608	1.258109645410837	1.3376380168957802	1.2249882758410344	2.250159617623459	1.8358678635527148	0.14493910990938572
2.4312703276258727	1.2271796959385304	1.3320932062175654	1.0152097371899815	1.8610533243109868	2.187197761349907	0.13320669401859833
1.695535489837762	1.9497591858888548	2.495334629322851	1.422970817148616	2.5606426731002907	2.149651406271678	0.01786887245055434
1.9510353587636424	1.7564178024415056	1.3680122847915204	1.3099713532691806	2.7425858182923286	1.6063349717992013	0.21900020998337336
2.7908892054228214	2.8192771840294037	1.2299362900272923	1.5914853306495298	2.9328625780762736	2.7748256480644424	0.7933498011183223
2.4055768380744382	1.4375343962163236	1.8693951062004333	2.6784961414941018	1.082567354875466	2.8684533538017263	0.05178446780049199
1.9075401039940945	2.9540266019901016	2.232328056066899	1.8747001453479704	2.873090155905463	1.736579597137759	0.03973097548667124
1.2079512027286112	2.489154788833833	1.759729960446176	2.4660486805226025	2.1981422536665516	2.097237484031357	0.201979800219522
1.2604065492793055	1.8578818443095724	2.4784733677183146	1.1449109934291108	2.6567263516700352	2.9345843432590373	0.031943415084285234
2.0705862257916885	2.5469949587252216	2.1814815476978526	1.2355566369088615	2.207412159913189	1.5023442309300012	0.022590355288204782
2.926951748562063	1.7110569897814527	2.848515066862781	1.5368964682743549	1.1933220292212878	1.297880297419721	0.0018793019085955095
1.2023155631675937	2.0773748122322617	1.0201696004202343	2.165216289994273	2.20995073977335	1.4651854027077262	1.6921576293436298
2.9904651636229937	2.646974615223745	2.9640002522213513	1.862325340766696	1.0361722316568445	2.3329189994113904	0.0045925098015888975
1.8376203645374152	2.882667414452276	2.123174158040719	2.448923793097359	2.0370724399303946	1.147681294831893	0.03173290680088785
1.4423194741474246	2.6908187652138387	1.618054774598475	1.9755875684598547	1.173999238908734	2.683960901449288	0.2476917877207941
1.6460496255573838	2.7803538097485125	2.9056337191511763	1.5593300546348086	2.0318222806644908	2.764836304908836	0.013787302920535243
1.5253850899489858	2.3913849825857394	2.6254093798664355	1.8585120240211737	2.6833196710628817	1.0914398441406488	0.01068951277346982
2.4826493599059507	1.5918167596280102	1.4234986537398686	1.2603030225577805	2.161953570277471	2.992135726014083	0.1960901174513308
1.0286186121116498	1.6122172415759874	1.2784247405377818	2.0864553879446546	2.588462448614173	2.1631885816225003	0.7880390378781901
2.12523132018485	2.2012819650287807	1.399735295371854	2.05362718467624	1.3727214200164763	2.335211789995745	0.2654634432506879
2.3472680134816004	1.887335429165488	2.9812234319525115	1.5259966633834297	1.3176151848395417	2.338103452125853	0.0038424407771430313
1.2679603356355618	1.7737371003777442	2.487814228058522	1.4575686397036036	1.3319571691710863	2.7361623154848864	0.018932254643656308
1.0971061213279072	1.0074403458195127	2.7657223321007134	2.558363936533815	1.6256777751340898	1.4549830502487966	0.005974601165809852
2.610127425576536	1.764450445896902	1.4925536568914537	1.9612152693100413	1.9879889839922371	2.6164534814547302	0.15919410385959534
1.1383604126830928	2.528339733243282	2.521964281853773	2.2587304277207862	1.0830616407068228	1.6846503439070255	0.021932344662387582
2.6668938794103267	1.9908268994857712	2.955221482798257	2.0848459939854207	1.040781329184116	2.6420361123513167	0.004867657246086136
2.2951722042447638	1.5649658055252291	1.7249099076448158	2.3388470256357192	2.1675790759991704	1.9617312800933429	0.06668667718382262
1.2931434837944134	1.40110500321502	2.3415480260094785	1.8245871011786667	1.6259792565852065	1.9002835459538268	0.01706601048658536
2.368188115812667	1.0580918889090225	2.5806841071400095	1.3773179718254098	2.9922324615701745	1.8466889685767496	0.005668421937953965
1.179959754161476	1.8640396828016141	2.4131584370080503	1.6480148090777695	1.9119081674354732	1.4293718645444513	0.016627654006044292
1.4053190857671511	2.3288015625838545	1.9470399770681999	1.6172704808602716	1.6487809189732865	1.1872138638800167	0.03876606995501308
2.189579974185735	1.393071044997364	1.2527227568750496	1.028899389530998	1.0068316576417298	2.9264775011666586	0.2074078152876787
2.652202674954704	2.8319608376602132	2.4666951022803247	2.3603126465959456	1.4554931522141912	1.8865345581249684	0.01460257357601935
2.5898047515792832	2.3655855515384605	2.216475639645961	1.4707286541917242	1.1593819533974574	1.82873742803858	0.013960481856950131
1.2727785325663972	1.6168373502772748	1.4047391046742477	2.3137018835669703	2.23117089335072	2.0904061103138103	0.372525076890423
2.9451968539054985	1.1756648283791926	2.2750557399979576	2.7735447271678675	1.1016287989850533	1.1358278766733116	0.005300020806487445
2.240788893529544	1.2975393445949084	1.2033359192448585	2.169669196497725	2.131724782440119	2.6651655329734982	0.4441522751464951
1.2866408935594185	1.0896490414245543	1.5947787406944358	1.7764677873149832	1.9455815263078111	1.6398035616017963	0.08467306093204842
1.3918224196272253	1.4956339552789868	1.4352859186982836	1.6774338465856011	1.7643547356739837	2.6186546675398232	0.26850144750243826
1.0924086615417588	2.7755811685284897	2.1345431004609163	1.969701402194304	2.7102430051677877	2.4962734061330516	0.11448368330720085
1.9175552441467187	1.5116087426304403	2.8996701648068686	1.2533292963714011	1.06955993892966	1.7750293069988872	0.002684934974731089
2.3696043606484616	2.5419012326592982	2.912829141050297	1.8172336017659447	1.7819702161976458	1.908692754248003	0.005932906161654514
1.3545404262970502	1.1552637823665302	1.0384712465817272	1.9343247452765893	1.1484807786590758	1.1928793086943406	0.4524041498162066
2.4585633839923857	2.531664956657566	2.6989554485227263	2.1641317291900224	1.889310816049604	2.2295164564430454	0.01099444281453882
1.3982233055039883	1.482121523412184	1.3576682206622528	2.2824325136012207	2.9553772374115512	1.2734897119313882	0.2608769353950114
1.988408721076253	2.5702875849176285	2.722624490810982	2.1297059904830142	2.9092533365040287	1.5735710587626601	0.0117029883354477
1.6085287675687152	1.8085517786671048	1.0326824655577498	2.624267864514164	2.5617657844909902	1.076280023369694	0.9021040674176212
1.452697067828269	2.4619935888187654	2.4280599716705757	1.1553137317959246	1.315341039340134	2.1152490209026555	0.017753903942781896
1.7281881602184035	2.5827228334112937	1.3514814503601258	1.4368799320180692	1.0823527318901842	2.4637521542457157	0.3507167179697987
2.4399032704010155	2.213591443248468	1.5081758731096824	1.9083049123947824	2.3834831568547576	2.9484194898944165	0.24988176185510175
1.9666082797229736	1.6979358113408574	1.9976108507422805	1.2133726039444817	1.2702242062323212	1.4148219770883843	0.016104305472014416
2.5728264983928324	2.6948447530829966	1.188646070372137	2.424651849508858	2.548027245992535	2.007592054104137	0.7441429621713249
1.596281294957384	1.190400221126278	1.0487947573555951	1.46329469566639	2.9212362683105946	1.5711554122219027	0.7201824226173849
1.1029146431490315	1.7222766237066454	1.8623027736773283	2.948386616819404	2.429127197080297	1.1724708319801285	0.07454265286586073
2.8566047415132814	1.435729004292545	1.1387435730844482	2.579208768394325	1.293566798637627	2.628313344152017	0.4752146134491298
1.045550662720408	1.7496286487101564	2.49675643194191	2.7039122869370193	1.3300708773110588	2.1275604291068135	0.02639742940400533
2.6544740474989945	1.6891210115160569	2.7645378945317485	2.8263245709410327	2.362023139797368	1.4103727682187623	0.004887209819557343
1.9450501999657681	1.6872674877198168	1.4547027443679788	1.8063878473371504	1.722228990962854	1.908655950688564	0.1514376513694213
2.1766098417546886	2.287267517498984	2.3893680934399515	1.0254041847073692	1.08021304891924	2.346700788984164	0.011259048533595214
2.9558703784550646	2.1243441211596035	1.4470133582407934	1.7055369845052115	1.0783997661426388	1.8795246022911876	0.10257216866205623
2.145906371748892	2.342400555915084	2.9985439593885483	1.2103449734799618	2.775747742994799	1.7256155029925844	0.005617350581921733
1.3531363839184047	2.9310392171383826	2.8394865800690856	1.0694124860763468	1.3493436968942711	1.551790391986667	0.007484998496806128
1.116812647429778	1.621455165434637	1.889782399249147	2.339943992682572	2.3885752611968245	2.979283294253336	0.14325900994968313
1.5222020062712651	1.0359375507894897	1.968083489549372	2.3217721096443458	1.3952812279523277	1.7708261410481487	0.026393875092584552
2.978718918451472	1.7876004457112518	1.9755830428236247	2.2446472911488677	1.4234565104006922	2.3221245717478007	0.029383756966057495
2.562132693810323	2.06062306453058	2.812058893830551	2.9542336760124863	1.733078166855338	2.0336243316504317	0.007605461329279078
2.982855331447149	2.549302492147387	1.4170349787910759	1.3236602872428016	1.066466762206457	1.6288159414423176	0.09887253291231804
