I_0	q	Volt	kb	T	target
4.635374573363252	1.287979512343397	1.891533023987502	1.5803574590249732	1.2103213179751005	11.931682178004165
1.6815267746132825	1.2430529526672218	1.2700492624276634	1.5661244434574937	1.4891902607190453	1.6273757021424424
1.8638395617625412	1.8263241016396357	1.5032544304750457	1.8276977725140835	1.5991179655423702	2.9044342455171974
2.1685804729443707	1.1619465886348532	1.3847504789144685	1.1389937156846743	1.181759937228667	4.998195206046834
1.6565112889815967	1.2318188954265483	1.4945445237268586	1.0707523982094191	1.208767184064151	5.213193644138418
3.998442875257082	1.4844414813617095	1.414072701775142	1.9386812251128505	1.6405483189963637	3.7376603047899417
3.188582407796936	1.9674988909902489	1.6085527959298198	1.6400359712492798	1.3150228192132034	10.643986729649953
1.91209050905642	1.7184952836836664	1.0414076934001932	1.6102444809935803	1.0212853387794176	3.7650688465129343
2.041300988326912	1.28037454112072	1.1080747009535772	1.7037876277529564	1.8574559338396843	1.1546695290446485
1.01147769285261	1.0796423794717924	1.934781447715836	1.4654521852950595	1.982990693546636	1.0640828527346955
2.3964384198167408	1.2162994226988229	1.2793036645456497	1.8810814848194728	1.2063318329069683	2.360919628013044
2.505895100023194	1.1944282449742902	1.1751692027427123	1.252338195630912	1.5703121752232032	2.6102796522141993
2.8034665112378456	1.126655037224182	1.9976530140871291	1.821158086257736	1.6792355973189133	3.0487033131911248
1.7890321640229687	1.0304705251283024	1.2738971287437084	1.633345530581943	1.8048324510226799	1.0035791669723602
2.06957922255754	1.9610641370502808	1.0970918909581384	1.4162709672490053	1.8172572403751637	2.704873784123608
4.5172303854991	1.4122044506814486	1.1976391192388889	1.4396376668240942	1.3168298155397191	6.5065505915696775
1.2763035474233777	1.5234836901521724	1.0068300713220029	1.676953597607267	1.2902715986617326	1.3168615932397327
3.8591012602729915	1.4558489675264017	1.4440587510828182	1.3298356280868535	1.7790692749401429	5.5252412997645886
3.9222569058565284	1.8885808812694007	1.7638715302341454	1.6591663317048095	1.4416460781459015	11.867408367282165
4.083181972934709	1.3322578968398455	1.7531692821588456	1.1596746070779855	1.1882722073398235	18.155628459367165
1.5401772881114288	1.979004120857908	1.8814041173035023	1.6026487762827548	1.23861856167581	8.509615878330017
3.398947568490132	1.0226025693745384	1.9407190494046445	1.2112699171731762	1.2620684085026592	9.050523654540036
1.8270775772651635	1.628441915791151	1.794873651137633	1.9333529443119255	1.5223428616459844	3.1051654038079595
1.1807514950904945	1.2066464833099075	1.9055959876891384	1.6686516957022042	1.7172933111766278	1.4534212443337908
4.721081550304262	1.9615978880254967	1.7360715093854295	1.1691326040982348	1.1478470462373749	54.999498963322544
1.7705605371823532	1.795323222716236	1.1053553413673558	1.2981344732030549	1.199162633461026	4.564567918019227
2.2681111893701003	1.0486997065820485	1.64827541308224	1.7080721988506489	1.8692103353057457	1.6294275560651932
3.525156605166273	1.1949114355803503	1.56624146500994	1.4255356979687093	1.0114982881212842	9.382938052756801
3.14879263329068	1.520283544124721	1.4903888200278033	1.0144497965876904	1.4330037145104677	11.815409604611618
2.2961254768996584	1.601278460479297	1.6123720290490329	1.3170692055591204	1.7094852482620018	4.931750248609403
1.7158768316112538	1.2482074412722777	1.8959776608540129	1.4209200261192845	1.181493007717901	5.309998809671932
4.770695489499788	1.5286842725740826	1.502971655656248	1.6261651228614706	1.9429248572839983	5.101104149959656
2.048573311280826	1.5130830538014228	1.4826358698244722	1.7848655333081214	1.3269164460099894	3.233706482344583
2.5522137913970764	1.7899761554090416	1.1741849544763492	1.0076865775382324	1.6182089197501193	6.7093637817284
2.52353164800585	1.0736604681823645	1.7173999523416148	1.598749297089304	1.2650394521878483	3.756428311890724
4.0768291447272995	1.6725740584680633	1.7099747671098855	1.3753974446913249	1.8964853975826117	8.12750323579051
3.280789462739617	1.2424712116071563	1.2573387315869486	1.296752673581711	1.5495169138281075	3.858096926525696
4.789813096501152	1.487749677213354	1.0761524684224053	1.2147822945212192	1.5461872970392263	6.443578712267765
1.4349946614958249	1.0321103718603448	1.6137702169307062	1.1603343136103124	1.4359178638700234	2.4644242710011657
4.049797167783673	1.6553338842282748	1.9051215767263023	1.4357255139130982	1.9715595514628008	8.289314195243232
2.480785984261044	1.4753472553727436	1.4353386266934898	1.9048732235989516	1.4059829697194075	2.9891045113174184
1.4712465069924041	1.2011719533713	1.9674481604750689	1.3021242927811372	1.3545360201812855	4.146826368329529
1.3103696334976296	1.6933330220878569	1.0404103696319646	1.18841307869372	1.8589148429255524	1.5985736131384998
1.9275402874951453	1.4999778416278122	1.0513283023851818	1.5680239163392466	1.9539458605860287	1.2975123053038131
2.2307031261787262	1.1785546029142202	1.995016250742684	1.0785410374275353	1.1197690894837753	13.398796637562974
2.289215815925149	1.5348451759604504	1.5747724521975404	1.506094735476971	1.0230458860408422	8.699748852506888
4.861455277110654	1.12137277839014	1.5334390160446052	1.701276268812801	1.4622095943338065	4.842978775154758
2.61316264198909	1.9297434311849857	1.2406776361295655	1.2777306809274522	1.1195128354884067	11.32052437859594
2.8224833423310316	1.069959340899953	1.8905001367123793	1.2501709381146793	1.7322025589383483	4.3602468758800725
4.0910068781391935	1.8296270764124416	1.1630546634543824	1.7307762508960027	1.1419697964711315	7.9151887041927615
2.425298738673999	1.2219088723505709	1.0872575495911394	1.291493106235948	1.6715226414380573	2.062525618415353
1.4315412099993954	1.9307769288763743	1.6039796655289509	1.7104580879873228	1.5332057212563899	3.2314873485900613
2.8581771452469	1.4914917557564356	1.2802824363875676	1.6787905022150658	1.1094258372336123	5.109866419137439
3.371917006733741	1.0985630794969978	1.487842780609187	1.2497035595129269	1.678957203261759	3.9764473454555618
1.6477205319112822	1.9132223426994133	1.6927359718201045	1.5411923703798387	1.5498578457748031	4.745416386603128
2.7461978975879004	1.1854312533565872	1.0415878964548515	1.1967392906605152	1.9272942582338681	1.944358642887985
1.4298967154136837	1.7364427403291345	1.7887826897791324	1.7422367390551503	1.4644973926320592	3.4007064144073964
3.4666111119823158	1.062066594058833	1.4285061069740812	1.0402816856464967	1.1473936542285808	8.890730831228074
2.9497280074720336	1.0049546976272046	1.7636058153030436	1.9879993856417413	1.5849603535400931	2.2271443900770618
1.5222206965103102	1.2057994581880074	1.4347706653476182	1.6651792669073626	1.226952563952718	2.027776346559753
2.1372621543792927	1.9560263758222909	1.830779600494912	1.948910102388412	1.0744084729911294	9.68206434052161
2.066686360078768	1.3545489393118957	1.0350956445706232	1.9179672039762357	1.6531460742306916	1.1493531687127976
4.002996499025649	1.0387847914261543	1.4553213017816808	1.0141616993406863	1.2143903182605804	9.657880386565283
1.8884519297284763	1.2692557465242915	1.9011241212013228	1.5549794020253294	1.9184563164392798	2.351854202673191
1.6253051147755109	1.816218283600589	1.9938289778939284	1.9480832382217173	1.59645173913453	3.58203893630448
2.8156988374927527	1.4230372741574726	1.044098845069684	1.4493361388938004	1.8180801779182607	2.132760408083962
1.9637435915430856	1.7640364645842306	1.6119341632963915	1.5117086210314037	1.0032851726403864	10.83932299941316
3.9017215632653928	1.0093480037697384	1.8605193347369215	1.41325919008268	1.2384807296865348	7.506448123730849
3.637629569704415	1.3525532271765879	1.8925331708746425	1.1031563073104245	1.2169607199559458	20.846876949369932
4.579483707487802	1.9972216175366018	1.2541887498196238	1.3174799198729197	1.0173649157138551	25.09864125809772
2.8595025387674378	1.9650691404733596	1.6596795575582763	1.883902223940616	1.4728526225080714	6.403648442256026
4.898795943675758	1.579187161436317	1.2076458906048018	1.4757501217282152	1.0673427992676858	11.541657584961081
3.7889907951045565	1.1042649014742467	1.6276468627243288	1.910502074717908	1.8624636720131709	2.490091569178735
4.469431610906703	1.6024512375932292	1.3297068457253616	1.9257669280877727	1.7771054989325321	3.8607252286883305
2.751200377766162	1.626002517340129	1.6748482083009184	1.8740409277994208	1.8261863310563853	3.3456952745470483
4.079530285949444	1.2943089895385844	1.9305464228809461	1.5311154195095875	1.0242883271816603	15.990888509028592
1.0672472971636608	1.838007746343656	1.8791160850483752	1.8608962674978429	1.6574334826676331	2.2030745897236548
3.9945846181372815	1.8540554197499943	1.2584363803512244	1.2132919937093698	1.0890365516498886	19.359189649066423
4.271784871936388	1.9582224404185191	1.7234231730350604	1.1155959578189023	1.2971010006661972	39.73182457589951
3.4038186515026143	1.4932896425122664	1.9248771856617257	1.4572329581171588	1.4848871504406882	9.445425859943446
2.2473628944206023	1.3789093018199794	1.3788793314715462	1.042795272804677	1.6819644724592857	4.397203506595699
1.520463752994201	1.8946604221184549	1.4703046723804345	1.5849709055450345	1.490303580598365	3.4244785969811806
1.2669173969348475	1.4263897441427575	1.0078754514235566	1.4059142566411065	1.6729758619266648	1.0676002814216652
3.30205297542304	1.9848197115205048	1.3776986331196763	1.4546106891956594	1.6336187705425969	7.1342036716763495
3.029930947272124	1.6630252116314581	1.0703430740353157	1.897645262609512	1.9193881528859495	1.9094583230392843
4.364829189222933	1.0556979217003786	1.7958475719342273	1.9135053861500042	1.6911649445241068	3.4767368428383527
1.130826288355987	1.1499588922538568	1.9711439496824008	1.749553622222285	1.3991631658503283	1.7237856379009235
2.4617562220338702	1.6831762285817646	1.645881078938492	1.928961323200213	1.5046804403414071	3.9321189715299902
4.69275218259942	1.9462690678019183	1.8779030428913992	1.203086852907001	1.9595575468430997	17.42406184902406
2.052140281803514	1.0096414786274035	1.5591118033582776	1.4572427131834256	1.7688785053145208	1.727256756628905
4.2517603885770665	1.5886419053263756	1.2295536349148422	1.1309866789642125	1.2738572610873753	12.244469716544767
2.9691340692321546	1.231903041123935	1.4650487525862967	1.5137893875257142	1.5743932958114617	3.3623768131248366
1.78779481080847	1.7415597894238302	1.8777405193471108	1.5919383089366597	1.2988513019130503	6.9055039839868275
3.553882235598837	1.4745129802555923	1.8540074459945608	1.988344896444605	1.9379079058449395	3.670867023286568
4.109065448126893	1.6573062933826272	1.4699115517916983	1.2927827698032437	1.2625031827220543	14.17024549081266
2.945583522635138	1.5347001469541397	1.0981452199022141	1.168763984966617	1.7430659185142297	3.79110293644741
2.990460156031589	1.8943982901694036	1.8855904103697323	1.7923596379057187	1.272088422334507	11.335774964715394
2.8395681160059114	1.9275174957217078	1.163445834253875	1.7858284507528026	1.522579682369419	3.638397658226154
2.8373162502619964	1.8140751795268573	1.59446536993762	1.773646818125851	1.033693640439468	10.905431475266843
2.43946078174776	1.5179908062466985	1.2289684415268298	1.9499887135542289	1.936704650639279	1.558413242862021
2.8321791402802385	1.1446735985232759	1.4826657319727043	1.9682703868255276	1.0765268700210218	3.477057208670769
3.053614794809755	1.0268183592327378	1.262587196741185	1.910419838939001	1.5768487224258063	1.6422875469226206
2.234776497303243	1.4243854205881483	1.9657510921960348	1.5852883786257712	1.6927401509344957	4.109526080799389
4.905124365674572	1.092794131431556	1.105543649805982	1.5629551694540909	1.71065723675005	2.8019704664537697
4.275257435343927	1.8428444035768128	1.4065344907257973	1.3632020554997013	1.0303111329057801	22.792112381470226
3.7753351777894015	1.392210747283135	1.3745568605233394	1.2859077605831848	1.619807539436555	5.6861848149679135
3.493056829464873	1.0541808784858069	1.5596892043750556	1.6730343100677456	1.8740575971453108	2.4082896313779245
1.1949228156019776	1.4845931163530524	1.6106545800441876	1.3901404811496805	1.5408450598754335	2.4539217497476264
1.1140670591113842	1.778067159829031	1.1939126664582762	1.8409886976563936	1.7432464229279394	1.04459442591371
1.0259610633639915	1.445193732287858	1.0896696066495872	1.2597915664407773	1.2599421391802197	1.7410472664319527
4.598892967705714	1.566457825040963	1.8500188490987728	1.0073177468767367	1.8439264923753031	17.29114771809444
2.8969286170958863	1.3285844695557918	1.3462119394082608	1.8207928716899868	1.9429707918448769	1.905946266170491
4.660190856818895	1.9741481011452489	1.239582167509099	1.2784234612233225	1.4976672968811775	12.069027724839813
1.9517288817001288	1.199168970720068	1.18661118079421	1.6820346736182663	1.1046415304926618	2.2460091608134776
3.5228239159186034	1.0972827903344855	1.2108003141725892	1.2372555643439858	1.0026776835004054	6.75733491808958
3.0562744059955382	1.613330684342512	1.870645367551764	1.1158937055825646	1.5328416331462829	14.786297523068955
1.0610819121630095	1.8137809878976947	1.3203532439323244	1.5609081269253915	1.3370101614598229	2.281742597093023
4.967639649513914	1.2157217513144922	1.6571795676848078	1.0246080967707285	1.446589786051884	14.372808866527619
3.431447288607006	1.9182767819323343	1.4674762747669732	1.4028703686944817	1.3255318092231012	12.16126430982622
2.6700497729505743	1.278918190442085	1.9182762465753416	1.0326739044699695	1.030205153026701	24.122877560037924
2.8833438791489563	1.0713205694340946	1.8240002174702417	1.411955054543521	1.8831971599089097	3.129210660624683
3.553191511066661	1.1224896111192295	1.7223587270666032	1.1939489563424264	1.4469900605163093	7.32662593218554
1.6031134503276865	1.9776687695612218	1.2445616961833244	1.104884098061815	1.4489610678219635	5.855592064820192
1.855958651816944	1.2047586379855213	1.956932471594868	1.3078291804299451	1.4126774949247007	4.793217254471847
1.1244313913364947	1.6683173382306231	1.5268323746288714	1.59145839884332	1.9415627503758304	1.439776480674143
1.3011580792655042	1.5848135758577375	1.5392918604827313	1.1825428742922943	1.1828971486947113	6.141363410950597
2.245468386859008	1.8891929606128872	1.9728606153921395	1.536700329650461	1.8501754063471592	6.084147680569957
2.7214474286645736	1.078448723703019	1.0481518927967597	1.3356568136089062	1.6736049772823764	1.7910195342726647
1.328731889831687	1.4711584355107004	1.1938993305242374	1.7892462667598938	1.1334798566313735	1.83033136364252
2.2599837664876863	1.258313353202758	1.1889223981041015	1.9643512895627733	1.6704258105263317	1.305448562732358
3.369299307982568	1.1993087598806582	1.054899189878764	1.8195652622864509	1.36182544921031	2.244748352968424
2.6812562972309104	1.2838100419189966	1.938512062493869	1.2313270003301748	1.1131168965056784	13.796831095928614
1.6324121227789394	1.025073581933163	1.832883026081305	1.792290914442262	1.4879277676789346	1.6697870618169843
3.2942320539050765	1.881654474176539	1.721830930278714	1.8944704360200253	1.2106844760698527	10.23358751812465
4.754445667731343	1.1287359503581855	1.5291515110837404	1.6996852336533594	1.9930561043679245	3.1592320466192843
4.11178214236305	1.4398994110674967	1.628765621030951	1.879466502204289	1.1167675732599818	8.457013061498996
2.8857918356017973	1.0764532613007087	1.0496265874661836	1.5957200596141123	1.8423116176840733	1.3523908579870665
3.8290596448087872	1.988227598420666	1.1073941723970404	1.3457368880833824	1.014712802060587	15.372479882571467
4.273358778669256	1.110846059246435	1.1820125174695637	1.5693081132286435	1.921736140884504	2.331368405554387
4.292288914138424	1.4829323118008908	1.0506277322098132	1.5733400619559723	1.1119593202278355	6.165749572147789
3.58814863094805	1.5320709307859772	1.5944009180124108	1.9142200621739656	1.6734925595594312	4.1037917904955385
2.0503217422586832	1.3875886393997672	1.6429641565883923	1.0866553169000202	1.9200263982039985	4.064213299411978
2.390960500823001	1.6494217395885309	1.020830490697223	1.8603645091441	1.8394002525131548	1.5198601416562496
1.776325117556233	1.8772512577704	1.0842825052005962	1.7903827976055011	1.542588382501465	1.9355942366450476
1.829678855734976	1.6404042234620155	1.9222317387318932	1.9632309896407305	1.652167893481574	3.007276457777299
3.2406193608417837	1.3542571936513257	1.8694559757796452	1.9652512143009069	1.633479247740739	3.8901218278316714
2.7521821229583514	1.0957964133066005	1.0482666222559252	1.4931500165798277	1.9572042776756648	1.3252074653483754
1.737736200816162	1.1818408724499578	1.194445029439977	1.3725009184273378	1.859562540316801	1.2835444228726205
2.6823511837717358	1.6999877009551214	1.9677612550503176	1.4473986408358883	1.4456208574802716	10.586583105198892
2.4377101677288633	1.6610033255688053	1.2360556664650826	1.381462070039837	1.4960009655141555	4.145286800707781
4.729516648847086	1.590218415665098	1.1464028789075391	1.5900012292485697	1.3770697507704863	6.145097983550709
4.8437236857796835	1.8706870560167268	1.5885232030026035	1.8691925286200537	1.9219334030632045	6.233246294063063
1.7689065584008556	1.3740588760469652	1.845870117086928	1.9339845750937648	1.3557447319494378	2.884937606320195
4.47342896574636	1.3600790387808708	1.0514149413251674	1.0802563166129806	1.4116959657823804	6.952314553569523
3.8883707541172816	1.1672399788797647	1.633774527404269	1.989682772608972	1.9933113705797372	2.4007555638726945
2.349218397485178	1.6423155970219785	1.3901786883944809	1.106980509317382	1.7771133052046684	5.148920502975853
3.2885023490237786	1.9668318169759424	1.7899083723692557	1.311416455523896	1.4650314794948398	17.260054549782428
3.442120422457194	1.7205961508961312	1.4175007971914386	1.9314131281486973	1.5002117386616964	4.544925791042743
3.2899789122029848	1.7917753461519361	1.0198889374642908	1.125795143778273	1.0088728881021871	13.151773784011409
4.412353107146178	1.891853081948104	1.2789694097647613	1.7345776431973607	1.7688493092972433	5.296317940376324
3.240378040397855	1.4529727338799612	1.5266495926312689	1.6339579065222258	1.3326037215589426	5.734328759237242
3.5276133373731167	1.0742914215676826	1.8433138721414768	1.8927852467892428	1.5143030962883492	3.511687786704337
3.5450669675991424	1.1893499714068465	1.7717252556585914	1.849669368565101	1.1460719436487716	6.034078080415437
4.932793591467171	1.8156013946456417	1.6085823343807157	1.867737752961632	1.9279035915652851	6.16763173517974
4.255438918989375	1.9520485996526105	1.720001417238748	1.8284543956112385	1.480698672439308	10.451683580292633
2.0179221545285637	1.3954720057520933	1.8900070050650644	1.9055966673384843	1.1569016852770495	4.657384729089339
2.531880046950394	1.7035828580425971	1.3055101973497671	1.0908221500388682	1.4552324065206097	7.746305174219754
1.0148524976213666	1.5777229095749128	1.6192235175453864	1.3672988979673684	1.901293909623012	1.6965119890534528
4.0976425516475645	1.1154335822909558	1.9504885339935705	1.0061713468390308	1.1337820231870803	23.49544047888698
3.690330879475346	1.5569859829355313	1.4088601698263783	1.3498347263079151	1.3674644177417736	8.420471866552539
4.984963907678843	1.9747005028478588	1.9959862363276544	1.2436683421371737	1.5220205504901072	35.00706106319019
3.3000535119092267	1.1937403146490313	1.8400754636898393	1.736384800400208	1.7969424212656722	3.371994422379508
3.4194805010388816	1.2334342023839675	1.7763295764227074	1.1903437177751774	1.5507153436373655	7.786480366112445
4.251156796246319	1.2116792955730422	1.8375688860971109	1.944900975992436	1.9689548718727945	3.35244432786725
1.166169184425626	1.0680608486675025	1.6043558630670358	1.4437946932851298	1.8287191031076748	1.0654413122301838
3.4790825707395667	1.420579300798832	1.2338594903136393	1.00635016143706	1.7174009841378557	6.112996844569997
3.1109549037489805	1.2107943787088178	1.8267440528782968	1.772180737730135	1.9909262925223377	2.7120150296009777
4.840634345557469	1.7632311765787083	1.4334858761781186	1.653889640680824	1.0262791774433289	16.618898670052733
3.941455181115782	1.9231525968419976	1.4702137639859725	1.3219378741924968	1.5749706217662496	11.385058564443224
3.3565491727701136	1.9684016756020384	1.1278290680420686	1.7861570008668015	1.9435110258626083	3.005992154667225
2.2799306435692297	1.2227091267420702	1.6011250733873268	1.893790834848394	1.9332401431204127	1.6118630553934954
3.1558834620860274	1.0832268150131026	1.5989730811459075	1.73208531860378	1.931113659254586	2.1408694925088496
1.191356217272685	1.5346216474624632	1.7793085575585017	1.1962629683197554	1.344420172593388	5.31584508496351
3.621944853763599	1.111355084385023	1.390803278989326	1.9195473220874042	1.9257524429244743	1.8802593497103604
3.9984879297093134	1.2068987952727472	1.1278240355911593	1.084861624841576	1.9618216158880224	3.581199161412333
4.994995187181363	1.8763082242218672	1.7007706428667708	1.2616432715687016	1.4575362387714588	23.331967092623163
3.046627410895596	1.637947085072768	1.5473668618375005	1.9728396644028252	1.8845833806933217	2.977205668020034
3.6021148926714672	1.3318407370076404	1.2137475084681704	1.4906968490167327	1.4849580383371244	3.874502735004684
1.4814239840114931	1.8629104495937865	1.5859658383216768	1.456389233211623	1.937916840657541	2.738540312111518
2.6287581927407477	1.9398717717967209	1.5730364088769846	1.5220010355897466	1.0010439363260362	16.85029758601702
3.4363575798590427	1.4213594424934577	1.1511150086074942	1.6090333660414966	1.6321131385481211	2.9709536771343243
3.038236109468252	1.8992865881548189	1.9760508635325824	1.82685520713811	1.3835566326952118	10.37368718809231
2.7135104289374503	1.6451976765877725	1.8402207859040796	1.7332846984482342	1.5237441504342906	5.824804500824813
4.747386664718175	1.0174244709485432	1.4694885377587903	1.2042831785437873	1.08089694583972	10.224272284137287
4.9959133272836915	1.7560946264214703	1.5642648808802395	1.8390394383250968	1.4498352203614826	9.001663540464746
2.569324714193478	1.9823442795299429	1.4000960913915141	1.4823399401769604	1.684570760849335	5.238438406614494
1.61282714074774	1.6366409601585865	1.5206795980504118	1.9473399881235127	1.3636095858834056	2.5046760356493443
3.264620029239917	1.5696951139228337	1.1633311499069097	1.1273717268014718	1.2384687124471037	8.808954270485174
2.634494225341571	1.886624479887644	1.0729335681704366	1.7163381655510537	1.1839427368873563	4.499285590097814
2.2586842086299543	1.6136437574648244	1.6166953445020673	1.36235679525213	1.6363756525223419	5.020272289334661
1.4081406843805366	1.105047740886151	1.1826929719215382	1.4058842120272377	1.00674300909695	2.1372897119282634
4.819730580778746	1.5849646795192336	1.3347937580393188	1.4920876731081765	1.5854722612567107	6.967454754569973
4.576033201749755	1.8360118631972189	1.6476633152204567	1.2908134403544165	1.4624439557580504	18.1462104545129
1.9168438074130492	1.396402227537297	1.8789109246328217	1.7034790530239383	1.2782777071537408	4.478628379892577
1.496171323712641	1.7305898038222003	1.981724748915888	1.94453697809782	1.9398187073227764	2.2178338415536416
1.2097276821108671	1.6807144742832285	1.2975628694381045	1.7679721808832842	1.5818496617255928	1.4287247867833082
3.7597016738819016	1.5856939766047264	1.9633124341197317	1.9311257306327383	1.1617239648158335	11.300244889607177
2.5265214868713857	1.945939226199186	1.8143697394141287	1.1812199542469328	1.4858494998098983	16.360590345792556
1.7337124110353799	1.6430044606516714	1.2427572899760868	1.445760129126342	1.5091017544369008	2.686217054385548
4.974426581466544	1.5741417612870543	1.5469426942968965	1.48414383948615	1.7833811899686676	7.50812034923066
2.701067928980089	1.3922694017027046	1.7823991203999785	1.5165595641751026	1.6027618188317654	4.796556178052893
4.559744226975017	1.8866838294511663	1.1191869674748298	1.1671775231852837	1.7535301020227747	8.2340759385431
1.008906462249502	1.3272035254968753	1.2339419695409273	1.3380774211813335	1.6673841986376037	1.0931152828406354
2.8978969426403696	1.4781048292985708	1.7597195302229482	1.2545997456439046	1.1568876811645201	14.494693146241492
4.4345487392488065	1.3309331012323622	1.745686424581789	1.7693226144528298	1.0983630339959825	10.22337066067317
2.7697775791389447	1.5891494386226699	1.362494986966828	1.1344478282773134	1.5165341268294157	6.980494366364693
4.17339454968125	1.7530850016461494	1.1591102168787415	1.7416450078126375	1.9822253940044157	3.3447747540349293
4.8973159669041895	1.7965918155872425	1.1553549823386406	1.4398154353220276	1.2110463135327412	11.207192354578162
3.361149225464315	1.9180173602043091	1.5537124904147863	1.1738845402016187	1.0956838180708115	30.735907383027282
2.3176493536248395	1.8182113983363128	1.3009066611701392	1.6247809917956217	1.0528304131201598	6.9199594894918075
2.728904861611765	1.8416373989265704	1.1102984494281851	1.5313176854508983	1.8448616236003383	2.89875680475646
3.4931838340729486	1.6545041372126623	1.8189805353289936	1.5281137183905988	1.4487214777022914	10.109115612453653
3.991153760086648	1.1153997353820635	1.9673675637955124	1.3904764670733667	1.2540055536271446	10.05824418385099
2.089513463020352	1.7655835421457855	1.9399199155870115	1.2804172951515969	1.1101675341767714	21.16407535198416
3.834176513572221	1.12119301824331	1.2588461766153634	1.6383145651690567	1.5448484797972166	2.8625254569390215
2.032564688979297	1.9080839104014644	1.4299968784545043	1.1407544184857177	1.6128040316952617	6.9237483677693845
1.4344332826802182	1.1612684464731164	1.3375096198947636	1.9772329266994844	1.1003335087013286	1.4946405065309742
3.9341598618617573	1.1589079435170766	1.1217202305218192	1.4125736615300677	1.6494565179980003	2.9390393102868555
1.5747737800347998	1.3278808112509366	1.5397173271239224	1.6907469091123106	1.4409964973688691	2.0700144950273014
2.1234306653862216	1.1693417793972272	1.3758096723318365	1.4084261591826053	1.5841660735272365	2.2435962728262333
2.1039339437183733	1.746596675869172	1.6937285331569194	1.2501792193652763	1.9667142919209597	4.903471495822666
4.88324509696402	1.8253585507614225	1.1508293916098142	1.0429544921392846	1.936150215840863	8.936532029737094
1.630819649709546	1.5566872125881952	1.440241567903738	1.5415252224499336	1.4493961777736035	2.8175611721527054
3.5257320675097583	1.6988720596152755	1.4266502058129988	1.9103512793265975	1.4610099886050216	4.876286516109708
4.862393797665988	1.09318840705372	1.7621767838220228	1.062650748767832	1.5930454484696148	10.310153016872464
3.071553705284916	1.0365653868891886	1.2576095358637924	1.6464951197450006	1.0937036451865745	3.263447018635767
4.9694183088194785	1.6172056728707318	1.6008881687135041	1.7682029272331143	1.8288812364944815	6.096721646222591
2.6933859752908185	1.7941377177135218	1.6284497003301497	1.178834124911298	1.1255709140610717	21.661548548198454
1.464686750259916	1.8520868582932524	1.9303989844365252	1.5451838013378256	1.984008584021479	3.2367719175464957
4.812061779823631	1.2894157325444715	1.5585934264644026	1.7354899487395332	1.29475319419846	6.957239822735253
2.231586194686727	1.5984045698413745	1.813316353789628	1.8480890507606424	1.3488037763820593	4.906671476194576
4.438249649832109	1.764460688593524	1.8676848594453903	1.954895670118289	1.7089743447396295	7.46329011426388
2.4541466143293094	1.447526991973918	1.1066972494687708	1.6527334827406763	1.7919369635579658	1.7610457938385438
4.011831534856478	1.8655771925516456	1.2374269878274275	1.6396958296549498	1.8943049625313908	4.423859990757348
1.6876799661766981	1.7396947057819607	1.7268249489283611	1.4568888665656456	1.9366637028139198	3.2067009500508536
3.280254833004565	1.9057372621817343	1.4284007402037353	1.1624274676558264	1.7375343891767487	9.344821394200864
1.0173796062417648	1.7883111786750217	1.1833097911071015	1.4114176484305063	1.377564119618683	2.0036398605318224
