n	kb	T	V1	V2	target
1.002381707116125	4.300105400553401	3.5717370175413388	4.167204417144978	3.7471037372115457	-1.6359518671213038
1.1310349579609569	3.126068478923625	2.9489668681694283	3.8641494961687712	1.3488577232516707	-10.973867334907377
4.3569723203851565	3.9675016923831463	2.4235931104757844	2.577666222317586	2.1477433261222068	-7.6444345410290575
2.5424327440961365	1.9722917319873496	3.448909374825053	1.0706179166175191	2.9562979529656483	17.565828600319932
3.9933630544635648	3.9924653236917838	2.902860900927075	3.0223719571367647	1.3631247992808702	-36.852104106987866
3.0451675306785044	1.4858147570184077	3.7109568300777647	1.454498087887623	4.643329092785867	19.489836588003172
2.4910065353313557	3.898156624237038	1.3693877948016713	4.743075370220293	1.1797224660658827	-18.501828031213826
3.1941072312432466	1.1676746473686277	2.592327875244819	4.2527426884413035	1.3676759371572516	-10.96849635973349
1.7589386692836342	3.2484427792627217	3.747497609568972	1.7398785285437983	4.596948301042401	20.803895971105828
2.9446664327948304	1.6401245104749742	2.7434818366920024	4.4647911087202425	1.326533499006775	-16.080873967939414
2.6970211133167177	2.604870195219231	1.2752726246898531	1.3893882589180389	3.939005434461575	9.336157306444468
2.123214202450538	4.218770523618117	1.6860460054519308	2.023379581072876	2.194431720556791	1.2256282331129893
4.084222991812803	3.270137203374015	2.276504638465072	2.8189521362075873	2.1438894304110647	-8.323152942795135
4.2898954175706265	2.0995937295756457	3.4799822932438897	3.752108447864365	4.824501185650956	7.879633006948493
3.974665893579585	1.1424163503005291	2.4027830442235496	2.69091300876741	4.574358287733442	5.788889833338199
3.4106884955418395	2.156941292799384	4.733826304166024	1.090981690635611	2.3339376763367934	26.48377393088737
3.5291277534097336	3.104383538271167	3.370051216340236	2.358352822870601	2.0110577462004158	-5.881689567618403
2.113256758503465	3.483413067596341	3.893809714934557	4.683631662701362	4.331182034793836	-2.2424547654450477
4.310528281591391	3.2320467014817456	3.8315666715541736	2.1621304175507983	3.5713301769803105	26.788803889296478
3.588800621585038	2.4145703198273902	4.907500621321072	4.502620270109287	4.894383904877311	3.5478565459630196
3.9400589042743652	1.7682290007657095	4.157719702187095	3.220733500864484	3.3466482162357654	1.1108716374733936
2.0254490360742103	3.9823639841409784	2.7474441562838523	4.6362872311612975	3.1863561531394464	-8.311204604296138
2.5403907251913016	4.648264105036177	4.961400529413142	2.5952590830235973	3.188960604751429	12.069273524698989
3.9648581841794313	4.036997223344239	4.7814570131775715	1.5663123914423411	1.8132653249056123	11.204768366444517
4.3440681600871764	3.4789398488667187	4.3958985230750125	1.8309904541489197	3.3763591359129195	40.653757155527245
1.1673602249730837	2.5688028725001515	4.325857659626228	3.212831845673096	1.6108849875114553	-8.955486794135776
1.2273069552299214	2.6662656223879644	3.3553389498351818	4.296346308895373	3.20905734516688	-3.203760465624308
1.012424913997863	3.20973023646215	4.719813969558507	1.2539463226127086	3.287405988282745	14.782387628452446
1.7182041105121026	3.426081207409083	2.5226972740753433	4.029031937099364	1.985807298327337	-10.506652248090386
3.263121826639601	2.4161572319869227	3.827199630677464	1.784276286449986	4.368719572002622	27.019939177505087
4.134855472781471	3.7690549650267378	1.0426239698215358	4.697148924167875	1.3402052364986754	-20.37811871840693
1.9220915025410503	1.922125611456157	1.8147891594784442	3.2106951540275133	2.5448601198069007	-1.5582608168751502
1.4310977465600232	2.5170081470549674	2.081526239196864	4.2859447074173636	3.2487498217154687	-2.0774303882430942
2.1091957799502405	2.967155525563433	1.5310215684242643	3.2296183194888592	4.996195198933506	4.180578353107377
4.932391276866956	2.5169459777374383	4.342557259497204	4.014429629079411	1.2064235461314468	-64.81363081804173
2.0007113916771093	2.4522876576612673	3.0897142698618913	3.6918376962227435	2.2620471030470717	-7.425761062027844
4.328198881033861	4.694916037591041	3.917465693875574	1.194818551942872	3.3809473971165183	82.80204632222434
4.390078710286124	2.1872501981281833	3.1522893942293377	2.902081897181325	2.076021838242521	-10.139326446534671
2.267741364828854	1.0514843677396932	4.8288448304382765	4.869477635016678	4.742764386205373	-0.3035932251225359
3.836567456877512	3.259025473966051	1.3332601204173329	2.7882821297614653	2.494708572653777	-1.8546424544478128
1.1132723566221607	4.199122983910882	4.4328920557455165	4.959556685108853	2.1639489217461385	-17.18705920142877
4.323195908682459	3.040987700807084	2.5578391672267498	3.3893979164975527	2.6822308732306883	-7.868918515666644
3.0669673638420347	2.5192626381219427	1.4732529391975169	1.7434312515936057	3.2973791243113433	7.254129334294999
3.798433906003049	1.8264271077732448	1.1110510109488128	3.270634832423412	2.8993536991362	-0.92878344367184
4.316859629276314	4.387849691108782	2.20754593284098	2.9967787698797475	1.320759398595615	-34.26011807597741
2.0040803516969223	4.659470913038533	2.48198725421904	4.849596698453862	4.523302414930882	-1.6143300646805439
1.5211837094331706	3.1517114174128564	2.9176517929415797	1.065372654432034	4.989830662464884	21.59884939125348
2.5933242834499324	1.2916679985668609	2.337204247706104	4.532821927085667	1.5327955719378938	-8.488567461320235
2.340153307820227	1.7469049772055725	1.6662629282981554	3.7647876150030513	3.452071540423175	-0.5906920534417854
3.7029702384105487	2.3322546298077618	1.3509428519410132	2.67524398206167	3.1757541395717728	2.0009617841071217
2.371820841020324	4.1761971143289145	1.9752470338862345	3.560165382185133	4.301638835281759	3.701522061886773
1.1478083303183264	3.2716379454122047	1.061923769776251	3.748131890488257	4.581965327152889	0.8010212411410518
1.4085814064584237	3.567191219020164	3.6892663858977004	1.163433566997898	3.889429675297417	22.372521820993832
1.9710002824681785	4.110515224963305	1.5457572482619923	3.2647065912763966	2.8707979507530093	-1.6102645251051906
1.5317977423738536	3.718774856920186	3.2714276538656835	4.560907684969365	3.958166786058973	-2.6413935899580188
3.793107941332091	4.852274475663919	1.381831052684806	3.5982043665466112	2.6735731392891746	-7.55405059783563
3.105002216207244	2.089543683968889	3.048558861187023	1.4796787187903284	2.0633848773414365	6.577023266544181
3.016592433269358	2.0826000461248544	3.7257220328780942	1.1006004119451802	2.1330550135961137	15.487940903391953
3.0630553347585714	4.745744183536304	1.0078153636178162	3.235311280572478	4.8354184160363705	5.887027003438964
4.51643775776553	2.0445915282311917	3.6016033775081198	2.6221731458725768	3.672934244582216	11.207588905862183
3.721649344974361	3.1056171182069434	4.641062576054948	3.536842791715587	2.292294153129002	-23.26331044317657
1.4076902325676373	2.7997139840943484	1.1403083500205042	3.196274219118498	4.718665729697959	1.7506341948751578
4.1862860763867324	1.6099454771674773	1.9949390297671767	1.09927315657285	4.688203445180519	19.501030687714366
2.943508615295493	3.6752028827905634	4.544914344687294	1.3745288709503107	1.188471681683406	-7.150966048541938
3.1625511999188367	4.069896216747587	4.629496533098875	3.6497918530829514	4.466434209890446	12.031908099810655
4.6185118526548425	1.2179783307663246	2.7792395914769683	2.0826717176865426	3.792813666947861	9.37185042751019
3.4568062979829315	2.7618053341616267	2.9121259094492613	1.4520033039463245	3.967345152712485	27.945405084976922
2.6415268491041086	3.1100535943942815	1.2539609312029292	2.155866199919436	2.8788248056570347	2.9791304945047568
4.988687983477902	3.7300180357903394	3.889606449161656	1.4562150621629808	4.870527922326673	87.38569122749941
1.697458996754149	3.1825463557777316	1.6056198070928205	2.137287425524729	3.49899282718328	4.275715290983377
1.9036893209666257	1.8589900605556435	1.0805695303632716	4.580812978159932	2.1445562085533245	-2.9022545894227045
1.7449455226356174	3.599297593758549	3.880985709820465	1.6038424950569947	3.7617670050834273	20.77921685165824
2.527426388287098	4.542727862571201	1.1246762871317209	2.4911407335567404	3.5693909960070966	4.644168665759762
3.447676920121526	1.829523589110772	4.314342828785215	3.0138418522182673	1.918276410911813	-12.294601170954436
3.55942434789308	1.2184897075683767	4.527725794696754	3.1051191794489506	4.793106296468351	8.525073775906192
3.6270008342782063	3.627256681606138	3.475756532688392	3.30551079151571	4.599465843325674	15.105966026565056
3.8549389300396366	4.7440567299699765	4.178170156409117	3.508601991612459	1.4735326283371686	-66.29038102426794
2.3243549812484683	3.9706106435560047	2.4119378887010994	4.4191848086629015	3.1406911868124614	-7.602077421631916
3.5491427590332854	1.314826692450083	2.7029688746059857	4.4803355245686065	2.3367645584993015	-8.210464638056202
1.0951628739680492	1.8248997374492515	1.8660809530893707	2.612701458875734	2.021180994226694	-0.9573675436342071
4.203711648241886	2.6420423810057003	4.645183173276392	2.3623266068118127	4.863054292301509	37.249855866739935
4.7683824171093585	2.304878066443304	4.683844364261687	2.635671773526868	3.2699141357063564	11.099971888561575
4.022423920763732	1.238589594894168	3.745595869948138	1.0331819888984477	4.753265602363934	28.480287431166147
3.1191139084954362	4.6686188006972635	3.5622071856933584	1.4000484754918698	1.3000264804664563	-3.8449198187354585
2.66546212832121	1.937474054006016	3.663055882765538	3.363452367113828	4.869562740965336	6.999970022473044
4.903280812231394	4.76565237088428	1.6065815674209851	2.651372867986606	3.8675778695887852	14.17383521057016
4.595945858220102	4.118642247283208	1.3457019273773234	2.1231907951977034	2.8271769259937334	7.294375175166199
3.1450971242411843	3.6525217029144033	2.4331328269059007	3.8109273610822183	2.5406363899284576	-11.3328338214091
3.6511602436097936	1.6619265042261846	1.6894524534324151	3.848599510247413	2.431142257048833	-4.709020842349259
1.5550369951274594	4.8237486151911915	3.7497517351567167	3.1306279924883236	3.03139114485095	-0.9060358252099026
1.0395218006819358	4.199238195151715	3.8497916354767616	2.7313920566909244	2.5641610786288207	-1.0617472945665127
3.5054290382027595	2.084406649913943	1.4931635762367286	2.409812281229009	3.2358952185541643	3.2158427189815613
4.523510397189536	1.5596546575244843	2.7814415623011355	3.152102939069742	1.919342877255452	-9.734906513299988
1.0739093194636378	3.978266550091954	4.7300161459652195	1.1152039324362495	3.9735282611224	25.67667731722578
4.27275876323414	4.328146021105748	4.2047008942121735	2.59540880773463	2.2387944882356647	-11.493145456043587
2.6720860508310995	1.0499984290412008	3.3961486618215235	3.3273761270076534	4.769183211069244	3.430184180528008
3.719816016572895	3.4128115834025974	4.510013650977459	4.390462754926965	3.6957802737009593	-9.86172832574038
4.722646410257892	2.4357140740660403	1.8093405706359729	4.691937322173214	4.934155264748456	1.0476350356661628
4.743013939583347	4.899749752832322	1.6778702373583214	3.9555762369130982	3.184742135167937	-8.451926785225247
4.730434810949422	3.5039027942063368	1.3341979607971903	1.0472449178224663	4.066720743518554	30.00191168917536
2.9781780057568477	2.5541104837572406	2.6890558845947052	4.498794164179053	2.598623300854245	-11.226027375987623
4.53976582579741	4.600779203033929	1.126851227859352	4.092857939491377	4.378417305321764	1.587353356841068
4.081442649675378	2.4130432016471284	1.937713472092641	2.1006371363198184	1.7299327361034489	-3.70530552999038
1.900701556533232	1.366435323685467	4.6774913404442415	2.940392560381139	2.5485117068980188	-1.737616478606253
2.019224265607682	4.623820122387713	1.8170779566086543	4.669632738160286	3.884438771395455	-3.123326226546856
3.637085584367573	4.429902923136776	4.684175244796954	2.52476926776446	2.609306902470626	2.485638112176076
4.519514800623564	1.866091441927624	2.9137203044646998	4.643966414956038	4.172589583008147	-2.630184276764776
3.4045580357750165	1.3420179300911121	4.998121665195071	3.3316316617936024	3.754934143032824	2.731418185586864
3.336856631654197	4.002698474495359	3.076138373574965	2.900925993311215	2.1307980517856646	-12.676474672089837
4.696667090134022	3.828935920140966	1.2666607233309963	4.1274073391093635	3.7981510486366967	-1.8937054071827928
4.643426723041391	4.295909908091161	3.3541171136990013	3.9267884495431846	1.9386048272317749	-47.226576501200896
3.5793290106727635	2.5259579274098347	3.749076316882024	1.6702911203891428	3.1100388614786034	21.071190355097638
1.5910207168838273	2.325021184990564	4.69159754083055	2.217993759203365	1.7732197011989783	-3.884145567385187
1.074993572846723	4.843929904324027	2.4465300457655887	4.22524604531867	2.857149215971276	-4.984391106145576
4.773786455505408	1.3439246819365358	3.2841374625354702	4.960698732562548	4.383461985718226	-2.6064912647097973
2.3557875081257738	1.928134007583317	4.478539407599762	1.197360515904137	4.62081771425218	27.471914112579412
2.9621115638048248	4.871566283383041	3.9667653656498008	4.669286756586414	1.2632682346224664	-74.83128000321547
2.5013698445725896	2.71140720030766	2.790916550679945	3.246607541763192	4.496081472498755	6.163083535283012
2.8800166820112865	3.0971604741769005	2.3399785483740105	3.1457198833608917	3.4802064195799054	2.1091231911209425
2.2155709528103285	4.717862853884297	1.1845042568499815	2.3818398089009944	4.299456856522191	7.312610290667273
1.088983408794881	1.884666085937667	1.3513082974593456	3.916820733821752	3.480813506846887	-0.32729893337584803
2.631683305688466	4.790915862288966	1.6850644155277983	3.104222230893689	1.8332176304808745	-11.189847426510156
4.482637169110613	1.4712723273289727	2.5236647198113813	1.2819908492511851	1.98792076987213	7.301317393543119
3.162543530197836	2.461379860325271	2.0447690207128337	1.5282176953954374	4.574373653996645	17.450811074106472
2.9362483069988614	4.374483990477583	4.6848769948325355	2.1596857994287944	2.487971833528608	8.515103173284365
4.676786687465771	3.838636005833819	3.3165386125039533	2.8721698873682744	3.196157687304281	6.3637388535422845
3.773091002409071	3.2893379583643108	2.5854770794370867	4.514013397902286	4.380882394939931	-0.9606102942354029
4.458551230821749	2.1704173236152258	3.838256483002553	3.543329838666743	2.0031313868333167	-21.18441412393973
3.959311556657077	3.8179653493220314	2.089850552446296	1.9071210874091016	4.1047687090638965	24.21642173674407
2.9000517726922896	2.8315815635227226	1.622571863754676	3.2259294716857343	4.115951866408326	3.2464103405478832
4.316028627221424	3.4153969538019537	4.861054452015696	3.673256635445124	1.3902903945589935	-69.61908231794824
2.0779120428974207	3.152458771436379	4.815411619591955	4.80873131041054	1.294091211569616	-41.40478495494371
1.508580901900464	3.3732580486132857	2.4603424873992195	2.546523868659695	4.331897341850748	6.651724509656188
3.7461080543046665	2.5839503729977737	3.5790998310158115	2.6487423231471467	1.4113503277712292	-21.81022950514845
1.1538392748152186	1.1953908855231306	4.972671492067926	1.7292886015668771	2.40513193591936	2.2626652128115943
2.481140470521497	1.16707013138016	4.334793405374232	2.195396577982212	4.382582472456408	8.676965013492874
1.4130173237267027	1.865011749963798	1.5257826724023518	4.724288730356575	3.638092679726527	-1.0504864122051447
1.8414751825067717	2.526380169487624	4.051443841225717	2.5252804695406974	2.673179521972805	1.0727840239772506
2.443573527568996	4.217979778253344	1.8758254510170684	3.2138135466461963	2.526133241122896	-4.655024426129651
2.9734401186998047	3.10806791940691	3.605928556711076	4.05344773873092	1.8901789882916613	-25.423323021468967
4.661421837589434	2.594438324435617	3.4447570727720103	4.615934087520288	3.98484880245569	-6.124655309759081
4.213511421545885	2.1246239826857205	3.943349536409168	4.109740548601133	1.8436608741077416	-28.297812679810878
2.347115271738601	4.758292711481632	2.6402716986176715	3.1334615800453403	1.3335241411703307	-25.19134127393625
3.8760163468546915	4.013910963981505	2.4036375574588007	4.051571754216658	1.7223157457683724	-31.989643831204766
3.050378607098481	1.128887526198968	1.0520976561631414	3.8658140626046937	1.3840037991972922	-3.721448108979344
4.587904592058385	4.821398710882222	4.545565962283058	3.902650369355456	1.7580172594813304	-80.18430252942467
2.8803738566942885	1.5733610217358829	4.841020388479989	1.8338169828994098	3.370890660227149	13.355885791050206
3.285842961949024	1.7116674149276907	4.344871836124328	3.010904200808397	3.5852777982681783	4.266544419721942
4.17019969918789	4.536094520517594	1.3098181570578515	4.028439916033181	2.758866976064616	-9.379585563086064
2.0831456190814293	4.068354603589906	2.0838134632870644	4.321081464889066	4.1359199660681725	-0.7734477102786919
3.816151829630471	2.6471348637369574	1.2706855265813861	3.510661266346317	4.911388544375955	4.309816456731627
2.7058001615813794	2.424618742819684	2.6795223015176703	1.7559441561642017	2.270321701109552	4.516330911167107
2.440809528884162	1.2385708646538451	1.0912409991742678	4.67329857892625	3.226519704660192	-1.222131745820957
1.5398803546801711	3.6676738704166474	4.637151430549863	1.7871010574598216	2.1579425290056293	4.9383238987495774
3.566640542089964	1.1762379029703591	2.5366644596688337	3.1096798286234173	3.355008044096212	0.8080832035895079
4.209687325349167	2.9618552859726854	3.9609718262721567	2.3704365058418397	2.3254417927516355	-0.9464624088190776
4.116430725352593	1.1362276709321892	1.159603722711254	3.3351568011182624	4.016832973726043	1.0086678805205336
2.8505526095026648	4.213236604631296	2.490897941810052	4.493653987431823	3.989791468318927	-3.5578044631239916
4.305131789545667	3.9568507876935097	4.539668748220744	4.3359269227745605	4.323965794196035	-0.2136240809754592
2.785958476483999	3.938814301146352	2.779172519224897	4.368426430238625	4.264410935042078	-0.7349387507878123
1.8927935737102648	3.853775533306468	1.0639391710889343	4.214054095105157	3.469099950611152	-1.5097081214801755
1.3082818792057704	3.7809009776157545	2.5038036940309896	3.5831641042305935	4.114182378128504	1.7115347687515885
3.5819165360270198	3.3985481010768672	1.4099477216480059	4.020627853151549	1.0321404946479036	-23.339308063684026
2.8291242104363286	4.069025498026031	2.9617822165474297	3.9702681903859824	3.087095377315868	-8.578500319624725
4.2946835671757135	3.9785620998618394	3.2903380323186746	4.263695070455362	1.236012820328212	-69.61527875694695
2.132792776492595	4.69527762422226	4.224932780620224	2.3757368867353783	4.187304169274375	23.978436750898453
4.578938561720434	4.998652539724568	3.2140053689796697	2.7428947280405955	3.0318881956287926	7.369018826440732
3.5058220414019274	2.589767755381028	2.2805735781071563	1.0254551890449648	3.7376791286611586	26.779566561481552
1.1387297592270875	2.7044369311442544	3.3269621107248315	1.2676972598462752	4.928355566322789	13.91176535593251
3.786311282415343	2.523399495067802	4.034051329407665	1.239704714436698	2.798838979105299	31.3866498283392
1.9274220657492875	3.3544782056433036	2.02859002710387	3.994170643537876	4.757985508801415	2.295119829869804
2.6501410447913054	2.9587877970898613	1.5493072775320649	3.4346085190885574	3.7453849036409737	1.0523150003259685
1.5464646061410865	4.558657495329691	3.2614477758489366	1.2958315207681452	2.1398540497649665	11.532725319820011
2.918008373896181	2.8789577231230896	3.5396408767072214	4.536544221123009	2.6424998744567363	-16.070471755712315
2.55682331533866	4.816609689568663	3.6711615513718088	3.4398355248027466	1.8865966500825588	-27.15604675094349
1.7610271217619249	4.117319616272635	2.6182559130886096	1.8642332254960683	2.431312505980073	5.041855425024212
2.654033293583732	4.3944370015510135	4.146086049577397	2.3457108617443807	1.9306195979953709	-9.417157444464099
3.6378726244503183	4.310405354656728	1.132685144982465	2.8436999166609533	3.5335053982279767	3.8574780948131386
3.5519213547662147	4.8471245919745805	4.093205451044664	2.102402226202865	1.1693588962476409	-41.340107999442075
4.036026085863607	1.0822883856490524	1.883555255656668	2.699008834471898	3.1577673920060865	1.2915804066334222
4.5938683450287785	3.599207267215064	4.680268446322961	2.3355543512930628	4.090274060694074	43.36360569326047
2.1484767931852176	3.7783293257059505	1.3784355296793045	1.831873364130873	4.632363989381143	10.380963953288422
3.8597861403846223	3.3810593439191825	4.347317658270132	4.606704437595548	2.420513874694985	-36.50968979813518
2.6322394689382147	4.365968772339468	3.3578807097442507	1.40521290617244	4.188325851730241	42.144273529576246
2.9876410617307707	1.663503168871367	3.805277221291837	2.2329996460595587	3.5023046968366844	8.511843914951799
4.4048784922865245	3.7407525286217527	1.6313016769686302	1.8870757311905877	2.6992738515781016	9.621768244567614
3.6513829155485213	3.1165619926422785	4.008114907804464	1.5834102506584844	2.5083594398713367	20.983430026611646
2.0883442750617776	2.57625370857611	1.9528982180356231	4.781714920405703	4.559161526032018	-0.5007594157692634
3.9847220247541806	3.6332815931342917	3.2052478203339683	4.85783211767291	2.302555252778558	-34.64422557256445
4.949928391147563	1.5637253593601623	1.800845799666766	1.8271427668015328	2.3947163132778844	3.770695182020245
1.3514135644788432	2.9397773996872485	4.582394903518028	3.306628481317609	3.933594699935	3.160869056514478
3.5190255107318813	1.6367173549379914	1.7656012067404756	2.3453243719639727	3.8919687466135513	5.150635416230316
1.9230354852617304	3.7224452491964626	1.987651010743572	2.5860950609191344	4.507930751452631	7.906562410519857
1.5830686593069596	4.7938225628946425	1.8237649202371704	3.1460224309939373	4.874148769270349	6.059444500472645
3.336414769826374	2.589365867291612	1.552258684874733	1.6808630796488675	3.4597814496238484	9.680848076950463
2.7393651105221624	1.6906431926400782	1.2714378417060486	3.780259269847583	1.988168083364291	-3.783759319625709
4.563870280832077	4.456767518117719	4.515991082676237	1.264498076871302	3.2107156227266	85.59289473107026
4.2074900780657165	3.5819203392301056	1.5539855117350403	3.049635791475945	2.6975776976448786	-2.872877413306345
3.467575861810891	2.66102320508125	2.4039585187493597	2.904414587450018	4.424880415903145	9.33889431134216
2.1978311033699742	3.924348192506208	3.389287680833847	3.246208154390441	2.8297761688438494	-4.013369213791053
4.437619552796467	4.412091078683776	1.2192943413931134	3.3949013653243725	4.308928269366432	5.691618289068187
3.485394103877156	2.6162603215837583	3.628258234470549	3.615554985043135	1.1561658382062814	-37.7213955549387
2.042920762211507	4.227239323893712	1.071225201670472	1.0601646932571365	2.075558988795743	6.214886111815387
3.11023728197622	1.2086589208747458	1.6507862165120608	2.593029894255628	2.670963526197452	0.1837635730914452
1.1983448894076982	3.421590068912717	4.796975168730153	3.0837889492401094	1.4905375762333437	-14.299634357706418
4.403734334612336	1.4127395935031315	2.571582863855453	4.957258307021169	2.3484122833414984	-11.952816409034064
2.9305894871576044	1.911671126098548	4.573204980236425	3.9044515816675767	4.5167259299394145	3.732150029108448
2.1883641387999258	3.5645919210725667	2.1288703698860765	2.8478535233705213	3.9668735491977634	5.503611608097809
1.4621240760494552	1.9750260493766727	4.629017855344856	1.5452671321317295	2.0350714661857934	3.680492847192159
3.9010352587905817	2.0076578294648626	1.0882684169443246	4.694942514919573	1.0595405439524694	-12.688151238123556
4.406102069069191	4.453720893411755	4.746087310009406	4.079242319641415	1.0024988226329572	-130.70721498890353
1.4099234549634714	2.914415001465513	1.9041317811320653	1.0954808179760185	2.8449051008283783	7.466986954446843
4.175076736972733	4.434361784846022	4.421776839327707	3.5045049894971134	2.6621806247006026	-22.504688529581546
1.7500704458300869	4.908031878143873	1.9616129401742364	3.1833221078501768	3.8601668718229063	3.2482513682832934
2.9198165394086812	2.422915202911516	4.190591301244043	1.2743989991267202	3.0141617179918234	25.52084718847408
1.4044259419074594	1.8847185214394868	2.6212855440980087	1.5473940048394703	4.780743074141096	7.82668619591122
1.5508489292668302	2.0606710245322826	4.2564986391004265	4.6849066259102665	4.734312581007472	0.1427016621477106
4.3785860107644154	2.136335930047482	1.1883561602189143	4.164926246133796	3.0530469695687517	-3.4521799743501287
4.47296661786404	1.4307320874503555	3.2412067191891207	2.376078063142169	3.9977031798299913	10.791664455077973
3.0754025541389542	3.813398633597656	4.563976439671954	2.6640623064113846	2.601917894276604	-1.2633700906578549
3.755653872955865	4.9073474648749045	1.62616955504389	3.489339317626384	1.7667921622426443	-20.396526844763788
1.9320489820873363	3.5873744829154464	2.7265869308449653	1.7393890907374656	3.8606706344773367	15.067449610361932
4.66223350416128	2.4950631149260114	4.6925093601145855	3.6308089149066207	1.4014163533302462	-51.9642790462032
4.524277516232402	2.2888262383971774	2.6957266604413377	3.9219084797061976	2.773985325929575	-9.666785419562233
2.930351720427951	3.79202165192604	1.4762691034999236	3.179316340471705	1.019548702205436	-18.656641235317593
1.8181067908509108	2.755656040828846	2.9160365005520057	3.144794849630204	3.678693653603759	2.290912314074533
3.3592877765784688	1.6474977170992084	1.3485595651323323	3.160658002629063	1.8765898586565468	-3.890898412603116
3.5828602652423074	1.823217597039104	4.0723541134071715	1.2715890027417598	3.224982162880911	24.75739882211268
1.4778978091335295	2.8540888936287763	1.7500319924965881	2.288600193087388	1.1404080914603925	-5.14177178434354
4.1446276926523264	3.098647065941016	2.4468357772017004	4.0253851977857416	3.643850074574998	-3.1292019187074693
1.0688830373541776	3.3780174379534573	1.1417326361485192	3.2124814746667028	4.8342607028949445	1.6847857653349243
3.4630429746498947	2.1749729798753483	4.692640875071804	3.5972510337156804	4.192651538468826	5.413574090804501
1.3964233414598293	1.5709740857244308	2.7914138590442996	2.807822789331948	3.4394658817235535	1.2425303056054249
3.765585494841572	3.2729597356349345	3.7975188581984387	4.9498356543192115	4.858972734181907	-0.8671335143112939
3.940088530440003	3.4602526613851565	4.7793837151365475	1.2236330323521445	1.0487519300971295	-10.04931069358567
1.2876521981069131	2.0202238196106044	4.983055563433283	4.597281743238015	1.6608452793159598	-13.197773239014454
2.4336989072574338	4.612252501562547	4.343805088240563	4.026458847487593	2.298946305744876	-27.32603296671179
2.6533565556433203	3.9712920632953175	3.913457993676264	2.4650274316046947	2.887501181393149	6.523237055818223
4.442569993211496	1.9072477534151069	2.9204665285789564	2.5159335887933034	1.1499087857480306	-19.37465294485875
4.589604022029578	2.938558816568655	2.1005978920854	2.6334846385524404	2.3711134191856584	-2.9732256859219275
3.5734320547897815	1.7337452977200003	3.775201455818016	3.1789174129040667	3.090637467175975	-0.6587111370660615
1.9052971631144613	2.034790743553292	2.2122941791971718	1.5756952624871996	1.015416079231902	-3.768630663492561
3.5074575756401365	4.127425538049437	3.701527984676041	1.25213323983794	1.3774074497686186	5.109676156803869
1.0562944593786692	4.716506534521752	3.3553334826390757	3.5959887937325274	2.921467401397493	-3.4725345447156557
1.781299885815007	3.2880967751953336	4.42753194885383	4.910617552888444	3.759655156904021	-6.925840027501656
1.6900934564710381	1.8397488526514625	4.6712435281666735	4.9981762565191445	2.2546736586170857	-11.56250296470735
1.1426237560193826	4.537898113538962	3.0544360164755964	3.0236611959578026	1.6928006346790765	-9.187132198400493
1.7396334679961483	3.4969661383709507	4.9426058617065785	3.0886731544281285	2.9829017981520813	-1.0477213858039152
4.4047021259214105	4.614075104303692	1.102469758026222	1.4487419908305963	4.3162578358644135	24.460678119156732
3.2892696353904047	1.282265787006045	4.250497600544287	1.5188161003471357	1.1857281860597593	-4.4383591965559575
3.5255568667567583	1.6008892286601557	3.592155790817603	2.414195611784475	4.236950543280915	11.403795976577394
