sigma	theta	target
2.3616184777012474	1.8214192036606007	0.12546783641583606
2.6342573190430283	1.4686069297663815	0.12964637314403038
1.6791000003092782	1.3308904682065263	0.17354458267533188
1.8981060751143624	1.3154442239842727	0.16530875249335386
1.560469323487094	1.864998801883022	0.12516531466484745
2.1285387634242645	2.9099991694978704	0.07361526477641325
2.6228553043191347	2.207316348945082	0.10674397121676536
2.558259144536791	2.396663582880644	0.10055058912476528
2.6952553024893344	2.7273343547089492	0.0887080764557568
1.3693991131255263	1.2640694680043705	0.19026223519093527
1.3847390439902727	2.4923022204945164	0.05703137049699303
2.8648548354966605	1.6991366315453018	0.11679462798243274
2.406234748577475	2.9141869914467535	0.07962864813168784
2.6953776863184493	1.5226735288483797	0.12618018739515094
1.5356902702696649	2.031795806260536	0.1082675461487553
2.989880477941944	2.56191016274255	0.0924324831546896
2.126536664317353	2.717771540743541	0.08290085714606173
1.3040797392211338	2.7902513548014407	0.031009871180300762
1.1891481294787103	2.5412902406686677	0.03419399511275683
1.6717590320709277	2.200716489752921	0.10033110065229416
1.9311983539639144	2.33548096099886	0.09942672467850806
1.5606154389280693	1.5194710345509883	0.15913504341452886
1.9118927221312365	2.1800472068084966	0.108921902261712
1.8697639857967563	2.5849348916670047	0.0820526919926991
2.077049519054511	2.802615497264127	0.07728724660227043
1.0774334118906992	2.0532283211174573	0.06024703582969754
2.0943524865568115	2.1611561232247634	0.11185088153958853
1.1144787223460215	1.4866229626705962	0.1470483826661515
1.1659753719782917	1.5793609488572418	0.13671093011261065
2.1978315488994795	2.715700720075379	0.08460201518928494
2.772543226615096	1.4377086657560971	0.1257886944220654
1.3172518417605257	2.237052419402952	0.07160784108933216
2.1789574388858015	2.5756754667121724	0.0910426482184051
1.4603466841234352	2.6761998532115965	0.05095643274648259
2.99538518370284	2.9754272129635044	0.08131940099253429
1.8540707672732448	1.8641714556763824	0.12979683570753991
2.3895363515122696	2.7082978707259446	0.08783155753835993
2.943288621721916	2.1745807673958923	0.10316778329252403
1.9258924434243831	2.5449114007353266	0.08651802946108142
1.922019077560822	2.401325561408882	0.09510386682356127
2.0668224512002866	2.802001076560579	0.07700240386001007
2.3928070610788805	1.0060361815102652	0.15262194257110098
2.6060498066631856	1.0715323093341909	0.14067472734170247
1.5061797155720669	2.005997188994185	0.1091076912667454
1.3221519970781863	1.0180371969313544	0.22432986735264204
2.459920017044843	2.362084500405186	0.10227536564550786
1.962800761950413	1.950672623823269	0.12404001788108958
2.1795268219792394	1.5479881590598308	0.14223607576400027
1.9522762742178708	2.4414831697514794	0.09348883694390336
2.6253566111271622	1.91289432040457	0.11653067183986188
1.7127498319177763	1.7634478487309095	0.13709554948585734
2.9451256209943253	1.9855660271912183	0.10792117250877488
2.995615098915233	2.3231897001736206	0.09858742185604027
2.4916305212826444	1.366455489762446	0.13775795123941506
2.054618237827742	2.7735315927508	0.07807032972683238
2.5620129627084505	1.3362848249658756	0.13591132474970466
2.6856219649296618	1.0820008898196054	0.13696776771568542
2.856047729151162	2.3075006838782235	0.10078591107786736
1.283676062578071	1.1480213984723329	0.2083421723199848
1.1937241746210323	2.1763499776906325	0.0634202278700519
2.6289429516397504	2.497617038739577	0.09663500916135537
1.97318532396466	1.1064835459588371	0.1727666194921751
1.877232442944316	1.5834910023723767	0.14889652727705538
1.1019009165465319	1.1623003367659217	0.2075690038894775
2.8166926726515724	2.275329501226357	0.10220508790243303
2.5170003448316143	1.4001871880138732	0.1357776322895506
1.8788604070436807	1.832312429472725	0.13197585766002193
1.6877558213149988	1.5959996824565914	0.1511548735565245
2.9986985952553864	1.6707688434926733	0.1139115341629772
2.2432372758500687	1.2265705890822616	0.15314869037359766
2.3882974530917966	2.3156940239338866	0.104394144444338
1.2195704588557652	1.2199893887200464	0.19833836114312176
2.028533379650259	1.5815259388093348	0.1451233912911318
1.2188520565306171	2.923880093872639	0.01842289351023381
1.942718638823879	2.4430179321526038	0.09313437969373416
1.4033152011257222	1.0394929087349956	0.21607612948678592
1.4559192562862298	1.6980941114299155	0.1387962404733542
2.934771103416893	1.859231948734752	0.11122046519194953
1.163982555714448	2.1703191976346554	0.060260158579811825
1.6357098416997835	2.9601148901242786	0.04743048445992986
2.67730469003269	2.9113943652683463	0.08249592658208844
1.9028561626119889	2.6853040340586345	0.07745699713442078
1.2010172859062571	2.981727671413366	0.015238522572074194
2.3091537735314223	1.0749849238160591	0.1550233280076895
2.9551033337396477	1.7133137419503788	0.11411536734678684
1.9723675207689904	1.529409600984564	0.14974674089948986
2.2306194309319345	2.914281537410593	0.07617852710991589
2.986327663685859	1.4956973069503392	0.11784235780510488
2.5205479254205976	1.7267010306160857	0.12517262372779556
1.0616471339483329	2.385156732085413	0.03012218064418512
1.6328645327375078	2.220542052040622	0.09691253907895228
1.2968873319914755	2.08340666406455	0.08464632112369126
2.311825145493508	1.0717532237321756	0.15498351159232762
1.5093387172683508	1.78957624019031	0.1308745916721511
1.8631070240900007	2.9010076397456164	0.06370871379974985
1.0517610595709697	1.818067766329709	0.08514301121317575
2.6398870165619983	2.6232669793017225	0.09223655676981958
1.9200932159910635	2.297911734057771	0.10152577301094036
2.2752398211320344	2.0350942245352432	0.11753175309877666
2.3473971462649743	1.634023512807997	0.1333839641185538
1.9697873459619413	1.3245517335057515	0.1615488378452244
1.3721175167225494	1.3329452826228272	0.18138154515112945
1.2997524377644132	1.9872429990536356	0.09537483410746324
2.3494783491515987	1.6990574851125768	0.13073083880905068
2.2140840906738424	1.9778455281848224	0.12090242161304254
2.65250342224377	2.2321077647010403	0.10555619317049374
1.8484841965582748	1.00589002222767	0.1861197326101157
2.8098090450481976	1.6239884104180156	0.12014206612642225
1.4287712047365757	1.69016023463079	0.1387009916577326
2.641064180510992	1.6998812743679108	0.12279322233488835
1.566573962665868	1.41432277889461	0.1694216141603122
1.9971941651413925	1.4113558584943418	0.1556146405278858
1.097938342535059	1.5990025749119872	0.12582326654368933
2.947338142845376	2.5207399043215766	0.09389523346258508
2.1365082964536466	1.7445489078760237	0.1337902680630334
2.914137623606085	1.3965869465225025	0.12204682116963796
2.4659011424354755	2.242826045122306	0.10697888672699436
1.2278524672268871	2.2296633676813142	0.062476761916721586
1.8762173576005907	2.79752483095394	0.06996192661214973
1.747558188743206	1.7587652489411616	0.13757424117166467
2.9767686959536066	2.6146661856065307	0.09112413406833897
1.7232904747234952	1.8621655541793207	0.12912060812357448
2.8438233101200185	1.5568748602598117	0.12076083655095175
1.4510895615345831	2.2838079351159912	0.07967760942472328
1.3641845637378154	1.258647741287412	0.1910681117152566
1.4891531697744784	1.0541389610292458	0.20852593174654052
2.8850179912816376	2.655144865955108	0.0905397996316555
2.614252670891643	1.0833885653298434	0.14004560167865182
1.8610696370467403	2.6490043717037	0.07784065143142857
2.4974739477611694	1.1563059313961257	0.143503150368912
1.927159924904157	1.2051371984905423	0.17024558893148306
1.0381974243014969	1.1020262086742991	0.21875676954461884
2.172510867390459	2.263280058400244	0.10672757632857692
1.9036913978334464	1.6391151732610916	0.1446540056992274
2.0421554523789407	1.7112506643103016	0.13751320174852105
2.3775964137507524	1.855177711714471	0.1237560856560312
2.8538692389037874	2.7429917019589167	0.08807933759897436
2.1302662157153422	1.495173067764354	0.14638761689472593
1.9244582555561889	2.271884831045288	0.10326971639884604
2.454714236954161	2.375183801885032	0.10176646227839692
2.0961872032019446	1.1935991689870198	0.16183548457972774
1.6392914941725878	2.665365677378415	0.06489275024004279
2.79617005784971	1.893770028367416	0.11343351035515872
1.9787247905779528	2.9327410620898378	0.06722190974825053
2.0250363927301884	2.56354279319203	0.0884066238673813
2.684217190713059	1.2086749562054455	0.13429612759196172
2.8585291152366628	1.3344068084762073	0.12515475502675838
2.9858595887122297	1.7571654343379073	0.11236646008628863
1.3024166311044227	1.6240188581698132	0.1407776097762874
2.132656874300725	2.101073270014732	0.11513991421460505
1.8524108177814385	1.9369458743523205	0.1246677714502123
2.1850927053225417	2.119918239559472	0.11403900447638515
2.4720305312889495	2.528878941875501	0.09563279323734684
2.4019570141954647	1.6015198721163115	0.1329869447891424
1.8235885557238691	1.3020305789573134	0.1695447685853479
2.494725601733683	2.024163678899616	0.11506203926206668
2.8203322991491686	2.418102434515924	0.097945382014019
1.3500281123008624	2.474019824365109	0.05512131850886229
1.2740086142327414	2.0311305449016315	0.08786301447544646
2.7883301403950687	2.047450563615544	0.1092655256518096
1.3015451244720488	1.2234943447184063	0.19704543729439555
1.2769687171605002	2.3914086670876697	0.054097175621439286
1.5089686523892218	2.3957134868907564	0.07496900067594815
2.0772334116052718	1.9818773777185634	0.12183059141012775
1.9733317113108777	2.3934771014955447	0.09688415857010746
2.3358578557206715	1.9693924101159603	0.11970347745393503
2.049741188443916	1.4429150103444863	0.15191642159069266
2.008126608194988	1.9359641130780916	0.1248239139025594
2.76984669429242	1.3927697998918092	0.12692601455189165
2.727918574758104	2.59233204077425	0.09310668048877588
1.9938328012222928	2.5307350572090046	0.0894088960494156
1.5398903199106513	2.10989928119288	0.10133516901088628
2.3403131298312663	2.847176852840353	0.08132872165050756
1.6264564244831383	1.4460867298695457	0.16520073365504873
2.7509967118299974	1.5903450883131387	0.1227015443750981
2.4229897096636783	1.2276085418086669	0.1448164779147091
2.433500089241271	2.20900445365022	0.10857955029859497
2.0893150332613777	2.3529769755000087	0.10127326238254
2.8169166253531603	1.1852864646331758	0.12962534100023235
2.6094741409628672	2.1624559494455795	0.10845127871227753
2.329030461403136	2.8413938769236404	0.08138385187973779
2.8513783506255312	2.2663679153682996	0.10201654027030307
1.993181444935336	2.0304452753778235	0.11912987087943383
1.5357345948914385	2.4166710249971115	0.07531350031104171
1.043631246592421	2.8588966403963254	0.008971247023052272
2.5611866360579034	1.2079398806000077	0.1393693033832239
1.348452012142194	2.0722102192254583	0.09083874185164524
1.6879086743501106	1.14226179181272	0.18798146405692284
2.3894870727549704	2.8520331368116154	0.08189408983187546
2.379095998429495	1.0448091213437627	0.15227139581493224
1.815271188484713	2.8972534525392093	0.06149174742312341
1.9149466965277748	2.9072406765619516	0.06580436878421779
2.2947170006253548	2.0020124621248723	0.11882214661484015
1.2305172685591184	1.4282888741126891	0.1652970163408895
2.3794669659093266	1.7535015201815365	0.1277923967619713
2.3439376198302107	1.2709273546346795	0.1469340433809077
2.011236101052557	2.6546389187199138	0.08301270984348899
2.9356379031736224	1.7385985829981454	0.1140365021968268
1.5040813394955823	2.750620373201614	0.04982080701459531
1.4253323252409684	1.2668933329934449	0.1885555925196087
2.064339103688294	2.3365931922887966	0.10184229498584126
1.913451309296248	2.8639604919948463	0.06801825526384102
1.899228315170848	1.701409455991758	0.14062576219285894
2.8098299168293828	1.2288767142560435	0.12903138306810266
1.36762020670183	1.273919619550196	0.18903102166735733
1.3360236358352484	1.742186011167863	0.1275999600050229
2.3574745738528846	2.731425974983061	0.08648935356296608
1.0206755693357394	2.5955657205605682	0.015409096873889975
1.2558539342105708	2.0892564850381885	0.0796143866624528
1.4634403438225514	1.3110452691931274	0.18249804455615987
1.2613529967787211	2.155732024751668	0.07341903502257953
1.4700051410505302	2.8451027984371464	0.04170379174652332
2.501394211021936	2.641966035214082	0.0913037648141656
2.144832596443598	2.4352797109881195	0.09762847367387434
2.114280761718323	2.657144681638932	0.08565935988563107
1.44298433176597	1.2032523628543013	0.19528087876640596
2.1877296296554007	1.5901076503190563	0.14002366905077435
2.1206493982239865	1.5901506827844494	0.1420193523439864
1.2604729895515527	2.9486198554631544	0.02051540393634885
2.3131080499471057	2.6943844653747946	0.0875146976850711
2.2430823197432117	1.0245196227643392	0.1602375151379075
1.1799190461354183	2.130503505631584	0.06623516123288803
1.1229059682453786	2.551656279715792	0.026871526865733242
2.676025889547348	2.924087570572784	0.08206320152654023
1.287924198575891	2.4368939859285272	0.05171486382536383
2.4928095888731012	1.2032250478372677	0.14243947332322235
1.1857429108687745	2.7845494634910937	0.02135003495430972
2.9217091192574456	2.1779952974276457	0.1034199919202734
2.8788251137867733	2.9592570179310824	0.08170417004116487
1.1729399411530779	1.5897864682477638	0.13574358019600896
1.4581887339417687	1.9567809285565096	0.11118988211646404
2.2207873560026368	2.284147368331751	0.10584942103686204
1.7293446184968502	1.1674796275698698	0.18367990540634674
1.7674514820723126	2.299783895758866	0.09680851991355938
1.2207338785333663	1.1406540611570497	0.2112014884288795
2.1020438273730697	1.9345704891955229	0.12426352398269515
2.61537574593227	2.5216577006189382	0.09583236259845128
1.7230343063149682	2.045613814791171	0.11443294507894194
1.112911890303364	1.110088832891516	0.2179727955674712
2.8518840969890533	1.2521137958624409	0.12703407314036808
1.234133380060563	2.008215068173021	0.08601433786860532
1.5983003797205415	2.205989621919362	0.0962921300825606
1.4154553782402641	1.2563767655673554	0.190078456962802
2.2417351876764644	1.335021291318636	0.14904352192101186
2.129985052097891	1.8482252710664464	0.12853933514479374
2.6818536635249237	2.3468482597549514	0.10143540436978107
1.4607213138743504	2.9246047955984884	0.036802082768517305
2.8985031714616114	1.4418333015320797	0.12161966676131243
2.9148830630701466	1.9807454990298352	0.1086473911519942
2.7826401506887626	2.7675136464773975	0.0874299433345547
1.1015626077173166	2.704417504565912	0.01778567438692196
2.504185057846369	2.4484620444581644	0.09877630723628524
2.6446405031563014	1.2053918274018718	0.13596681811965206
2.6859531759020703	1.6037213457558734	0.1242791818658702
2.7195711208277493	1.0580806483451672	0.1360004365906608
1.2467508995607384	1.785860617257354	0.11470621089424432
2.9937210101315737	2.572896499501206	0.09211049288033854
1.0603289133086202	1.6880408877288635	0.10595449478862344
2.502314086072073	2.301276553982693	0.10445059083488534
2.3443561317378068	1.2447058931404076	0.1477998205256779
1.218995933160803	1.1981577273857371	0.20189296583577535
2.510535679638662	2.808153128704109	0.08500809326456853
1.4173629910936878	2.623799531667638	0.05073305937168824
1.4294635063652417	1.068436043425515	0.21106906343484466
2.4550997504477583	2.5941858582850217	0.09298077178008682
2.9676778528380687	1.9954885494940269	0.10722946925520856
1.0157617441296878	1.1477822704554048	0.2074228852535628
1.504271292586199	2.9295970192390084	0.03980899549178553
1.5284123173428559	2.0508360802960715	0.10609794907521362
1.143111975411383	1.4894947912594536	0.14932650696606584
2.231738880788241	1.2455956193492668	0.15297619935345871
2.710736412699952	2.530559903062396	0.09518812188850152
1.3631678973442187	2.9334799275324217	0.028891401182044425
2.6992675930122507	2.5550839739050657	0.09442685145152352
2.6555871064116703	2.205391722646707	0.10641098382871204
2.5208255736476577	1.5928035253581974	0.1296201296727595
2.606839133074325	2.1670321883315737	0.10832750099051648
1.2082825492789306	2.918396946346824	0.017862714531056208
1.9390650101008184	2.03656569714146	0.11851794298938065
2.6108073945802976	1.0900251739565745	0.14005035100119742
1.5579934685956338	1.6241203509738775	0.14872123392035932
2.851222379843484	1.7427392056673539	0.11607897344545892
2.7664406556378647	2.3229460817632277	0.1013639525279322
2.1195132046614833	2.9327199159569513	0.07226575969331266
1.9449521842851507	2.1202760900165347	0.11322459667815167
1.297680030343366	2.630645489633813	0.03938900287118259
1.8954481019187068	1.0512426742340408	0.18046970849295024
2.9917226732168936	2.9340719461637947	0.08243843635002905
1.3853773568495509	2.3989627893521392	0.06430071230105253
2.0947539134129296	1.7527241291755171	0.13419981297281425
1.0076647403576782	2.549825318765545	0.016113262017814198
1.918433673398935	1.2722957497631042	0.16689983447797932
2.983806376061054	1.78939890249258	0.11169755916062353
2.1877707321098683	1.2610462750876068	0.1544408476063634
1.4237407709172454	2.205146051563196	0.08444301908929061
2.4299141363489865	2.6402284388338644	0.09098212259590352
2.2426421167103783	2.919435249589689	0.07623658650632968
2.4805888252228048	1.7446063456291043	0.12558753523261648
2.7898901374152776	2.040913863355244	0.10942504157800642
2.929110796865416	2.8548789365787353	0.08470202585846281
2.1243375104769187	1.2612994609036898	0.15744787789998202
1.9576023688202744	2.4246190017269256	0.0946394017824978
2.1278838738208847	2.147976102570727	0.11264055451126005
2.3505424418794423	1.7631954293539245	0.12810221832877186
2.4953642955629416	1.7077710968845334	0.12649411154484475
1.6229028930981857	1.5966376439256154	0.15151027497420474
1.8679641229758532	1.5519454115600848	0.1512350331508052
2.6316881377150865	1.9176216583093748	0.11624664235748668
2.400112020166952	2.560600511357201	0.09408500172860207
1.430068458490683	2.9798917097100013	0.0318203805615734
1.6639607670321581	1.4174382702526551	0.16679995240614884
1.712091642002199	2.682899750945132	0.06825896025132254
2.773396067207901	1.616511407891576	0.12137430676802795
2.372198651387968	2.6650888720544668	0.0894705514220065
2.947274233331542	2.001678311944022	0.1074800340052974
1.1950194686423237	2.2538495043076834	0.056378548580437476
2.125698213867614	2.2816970729950388	0.10549214307163277
1.789207739594208	1.7629638404074952	0.13722256123509335
2.1016053501068943	2.191544682902201	0.11021180044261987
1.0838124947829182	2.064423578504549	0.05999371393468327
1.0561124947052238	1.9799422844489531	0.06516264974475744
1.4216058436721581	2.373749199589684	0.06961431884152403
1.956963181219704	2.3949281862775536	0.09640728308494304
1.947934531524635	2.3972955894759984	0.09603889249920818
2.727459858656592	2.427747764518339	0.09842505092857043
1.0207378874282091	1.8833232398217763	0.0712479956014343
2.2187749927830067	2.47137605999667	0.09669230679548116
2.922835459853113	2.5276542874806958	0.09390908385845252
2.0786890797687887	1.1766914910045916	0.16350760610102993
2.6952235055387015	1.930466813262504	0.1145286639067976
1.431130800516346	2.7691979284500734	0.04287520375233344
1.180030533771545	1.7246304581083216	0.11619452158330848
2.8193100062280427	2.283668592185108	0.10192799903243344
2.446197426557819	1.509620761152452	0.1348088091146948
2.6090951438192547	2.689934065861855	0.08986870529598501
1.9196507139491452	1.7768761813574612	0.13540671080506322
2.1436459887148844	1.4178711071787813	0.14954001476909126
2.3971717910043195	2.907160398920149	0.07977025934141843
1.3308885682410847	1.0807111436018817	0.21556874359128675
1.7500632530045364	1.2228266959848282	0.178582559318506
1.2457820935662662	2.5494377561203407	0.03945113985378257
2.8746082237201693	2.6029266942421247	0.09210645311800708
2.040901037012832	1.03715140398942	0.17179472795956882
2.4639090531104024	2.409522292357732	0.10037341266535116
1.7678798224096088	2.627201471790858	0.0748006634638604
1.16455731899108	2.3453668954491134	0.045081269790100416
2.3810066567238417	2.162382856364075	0.11092982988914464
2.657618344265024	2.5314960192837512	0.0953655310668876
2.0888920421628407	1.6846461138978541	0.1379621421614915
2.090827788995451	2.4241733866541995	0.09742813159636954
2.521505138950616	2.294923288879171	0.10456230545697387
2.2702685343685705	2.1012737911967947	0.11450131614934204
1.3596362137333071	1.576881383504925	0.1497627864704659
2.8783582171298274	1.6875512564185224	0.11671428938619947
2.2612391626317963	1.5664119784656974	0.13879129434729487
2.1410046099006825	2.9578955473648403	0.07175140447235695
1.6284684239726297	1.9636223932895969	0.11841421080346333
2.8422751743547514	2.5753518055324927	0.09310371105359644
2.729453982875752	2.087234758161378	0.10910668347063084
1.8728642120925167	2.143246835374425	0.11067059477117484
2.742605043051932	1.5075454299433189	0.12506535320691078
2.0472875406109208	2.397161245403894	0.0981799480059496
1.2988684266998174	1.514555286275962	0.15562950903495532
2.029194767422389	2.6499215216363217	0.08380501233415387
1.016608356845088	1.4362674324117117	0.14465310655181104
2.8470014570177105	1.2611922802367304	0.1270309166411802
2.0234520259607702	2.7149482104285347	0.080148209170099
2.6949370138915967	2.609276970064333	0.0926401190103067
1.2790061910419688	1.5815704195398883	0.14521140202840455
2.551398102384213	2.5364441533966517	0.09539433217386327
1.8851032689650544	2.160203080622294	0.10975518467095093
2.522757131602538	1.4728039966630786	0.13335955056499493
2.513979315934564	2.20237894757726	0.10811716437895158
1.7973716370423445	1.5643200024065118	0.15197980286081605
1.7645647372396105	1.6468052773056614	0.1462652223568282
2.194345086857612	2.6001250035963617	0.090099492315133
1.4921247450266841	1.0481639966217289	0.20890670506169826
2.574894039068756	1.2268840218552577	0.1383092393313664
2.330776760496797	1.7981215197818583	0.12710749116863876
1.0197146071136567	2.0324013191451664	0.05368073837904732
2.0233906227989324	1.5741546243714832	0.14568062949738353
1.7533819815660296	1.2568776189839366	0.17597594420756074
2.586798774748523	1.2391520656196855	0.13750512055357555
1.031402128685872	2.4105737076068507	0.02519610707560663
2.0658103802284518	1.6747672972654322	0.13902740871216154
1.8179651327326507	2.2019791085982576	0.10537826575135266
1.1359727261344754	2.336241123262876	0.04237363496725584
1.6310130135716046	2.173093881492885	0.10068793653812108
2.6512026281567884	1.5350490533716217	0.12725364382730306
1.3385723595872858	2.9170623146155132	0.027734658059015937
1.2423172059048582	2.8649492611934533	0.02248194755517865
2.1616253283457336	1.038694920836137	0.1644339004271392
2.325815706386153	1.5601113312017971	0.13697149368666925
2.8558509215597554	2.5549701297621032	0.09362082828148488
1.0640631553038342	1.0976214620192302	0.2202331572654736
2.8106954333365595	2.499287600967244	0.09558740261532377
2.470720452354227	1.1818472039951031	0.14401275038403633
1.5208042968344562	2.1987317831774944	0.092245484712892
1.0259004499423332	1.4289415605966536	0.1474086387138034
2.2010885115141434	2.6476458451428364	0.08791797797164838
2.1595506996582428	1.6139525026376595	0.1397208203985072
2.6061839313321555	2.120222855998324	0.10994824727768478
1.1371601692873494	2.8911209162842972	0.01385121329694845
2.1749728598880465	1.5209919749470122	0.14363560308459866
1.4369260079340742	2.2325614071917474	0.08303884808277143
1.458822685756784	2.2621527727171644	0.0821788590184445
1.9949025951670485	1.2868966724756632	0.16241411906354752
2.6141494538498233	1.8875335547806051	0.11758993715473927
1.8842603874846002	1.666044899058737	0.14322045112138287
1.2608082930447069	1.780686033107762	0.11671277670966836
2.979773963970338	1.1540568639863158	0.12420953040744033
1.3093691352407126	1.6152267256627697	0.14236543267208182
2.20791884923464	2.0880940291695915	0.11553392507782495
1.7172957318038469	2.8454673875933416	0.058869896339790014
2.295866680841228	1.6141310856342166	0.13571538585610976
2.3439465302941773	1.7102283508176923	0.13042471435054542
2.8514419262837167	1.5914431630842532	0.11973053531926205
2.3553446396599758	2.8706552940543304	0.08059309840658667
2.217349783798337	2.257470227560948	0.10715179647228512
1.2063789164482503	1.2793761496541491	0.18845390435669385
2.590808365451432	2.639873586901099	0.09162730262715317
2.6044093371014183	1.9457953564206745	0.11587590471697025
1.879302624108964	1.2490846860397309	0.17021017202166558
