m	omega	omega_0	x	target
1.9517823736604467	1.9722643925585197	1.87715693901353	2.599623185534763	24.446581178467888
1.6130456576922545	1.3767387768628898	2.9007835209069417	1.5551274202028498	10.054845086350028
2.777397430418429	2.529797750961613	2.3574595532348064	2.9489090973495014	72.20061801638315
2.7877457321546952	2.87243935094932	2.8583694775028534	1.1105575572562212	14.11496405487175
1.1178732554757644	2.8155912532129994	1.5932244097717367	1.7949472606004584	9.423522955170807
1.5664247101179196	2.0257571158132417	2.058103034631711	2.2860369752434195	17.066914247258484
1.309738679896764	1.12726961731663	1.336492438336021	1.4407937467645646	2.077860852365609
1.7687742976042895	2.032364100171915	2.2570549759009952	2.177459251354864	19.340580563398493
2.208739218381099	1.4192615914245952	2.929525478054715	2.6958095998094382	42.52283081803438
1.7519336647521442	1.1860650932411094	1.2363100375062055	2.142570704744076	5.901570523487699
2.0890067581717515	1.4078427452234952	1.4289723971810258	2.877590248633413	17.401790276882323
2.823961756995897	1.3884665192756462	2.9244242516471566	2.1642925099757555	34.657402762447106
2.021383526016452	2.9477701073063343	1.2297378061413415	1.2529059977614192	8.092713295414491
2.0565919405008466	1.9086356028708025	2.9026686871502214	2.5280964666363404	39.657399418337434
2.541127349777919	2.7005144085763364	2.5170308336892573	1.1610144662619482	11.670270164833601
1.7171389487493425	1.8289656016546751	2.832592467444933	2.958122167431055	42.70593994205364
1.5856921081417668	2.17580924656151	2.4430942999421834	1.7747479480922386	13.363859664676905
2.352906878545208	1.6490136189790299	2.60516854691313	1.9484688363706435	21.229330429836914
2.5398007727418395	2.8193897576231337	2.1535247661576347	1.0592553947177037	8.967066881686671
1.000139436870261	1.7202468858380546	1.8323562094805013	1.874512312865667	5.549742247794868
2.1810845348557857	2.1565118998300066	2.6825048604153197	1.2507040942228682	10.104321573060073
2.3976267876880923	2.130163639455151	1.3124682970107178	1.7727277170267068	11.792117531416237
1.1477226280439814	2.9155833599463614	1.2562777828100342	1.82057389219468	9.585284217768614
2.176953716952414	2.6047515556009446	1.5752382790412167	2.227907364875075	25.03114644164073
1.6026733135019156	2.093772910271703	1.6922665160526056	2.5970362822561963	19.58566483425629
2.3187411483429674	2.798927088977209	1.34139753627945	1.9787534027555675	21.865153206474904
1.2338946259561283	2.6605455502102062	2.289952473307496	2.9817528774828794	33.79528767387135
2.1191186565583253	2.3531471455304818	1.2747834420861712	2.495470707930997	23.629647906643427
1.6833998287815777	1.5269359747698563	2.893946648529523	1.6906231344057825	12.878545854297005
1.2459660729301012	1.178325383233171	2.5367899492318586	2.6786444365871604	17.486043238830106
1.127894192149686	2.7812219616674883	2.2595975308942418	2.28373589580503	18.884182115792683
2.9614631260107025	2.504807880394668	2.7379496995074124	2.8895397439839963	85.1238423216352
2.41284106452143	1.9494788882506424	1.061271749743125	2.129589245270484	13.477902798117249
1.3354197118130446	1.5458545120262632	1.329039233283242	2.488719567446237	8.593823937449812
2.712274702174582	2.5566978184870948	1.8301959156009813	1.1398931114185769	8.710370734146062
2.262444204967665	1.2733671500252457	1.6359700735083955	2.338793291427617	13.297011056558347
2.6324976406932525	1.421385868777287	2.708927430765759	2.7140662122738903	45.36918211634157
1.6259442552208228	2.03105198309304	1.7344440802528989	1.3266869473624785	5.103678592208675
2.7206265267993857	1.7267650787153528	2.0307339802423536	2.809771001354063	38.154997615892064
1.7395210818834417	2.366231314165009	1.3732847856331318	2.487813205505645	20.146278213212256
1.3031508556423468	1.7391258225226942	2.0010029620252734	2.508679493038021	14.41093394828344
2.4079213461657347	2.6065159699776457	2.1760121569090254	1.1526495975831417	9.220762439893011
2.602267212427805	2.4222909902627605	1.5407905034693576	1.6714245912652694	14.978670442583857
2.1845453482346096	1.0820573021843156	2.7104801983108704	2.6468348271703968	32.58888428761467
1.5111199132228537	1.5834213813149056	2.596969821439637	2.310180204834977	18.652697964829148
2.082952476779472	1.9909558629890485	1.4597653365516883	2.591095934517228	21.30822363257529
2.7455392585116294	2.7290045061770805	2.1704399515835613	2.4606757933087264	50.52989888440808
1.5559225327848076	2.4973030393434774	1.7558066537445671	1.9843968461106611	14.27486570922044
1.4953750336094984	2.9296198019831134	2.9159215983619253	2.206623435458168	31.10057778086204
1.7883583199492965	1.0897730530525542	1.4123063370629945	2.0846748687883743	6.183020122275871
2.841384286583432	1.9108786440887549	1.9639228981894703	2.3510894789135888	29.482113378515553
2.443924469899588	1.4374594859451295	2.2800016164546744	2.9953601830797383	39.82386502295177
1.6323053963181404	1.45805564909313	1.6403811621094782	1.0483717926335587	2.1603722350476326
2.2600737061693303	1.0684479544859635	2.3057611238324265	2.300435578212197	19.310279657206507
2.5840123450544703	1.2903124798841323	2.578284217669806	1.8875141787180896	19.13129583132278
2.1444946385083323	1.0029568871656396	2.098558044820007	2.68968007841852	20.982291946938094
2.8935725351153883	2.9538281579869494	1.4955745660215432	2.6888845905887315	57.33269104274462
2.911303151141972	2.568923576334411	1.5535193260629885	1.472088838689715	14.215258502857008
1.1558743819937192	2.316780708822914	2.2423086815303788	1.764943316756517	9.357379792585853
2.532972567970143	2.8822634848077633	1.6025103371644858	1.002018621958535	6.914656357186593
2.4566928858373567	2.597247118790793	2.2919204095909067	1.5701139674007367	18.167012207858797
1.1202694373230635	2.436976467281062	2.038191912338513	2.892376905996933	23.648086615586447
2.215172989829598	1.2798793407628493	2.409110892546272	2.2614948860861293	21.077693286628875
2.7551247394887297	2.495300370052977	1.32895657195547	1.2548291285450128	8.668445576798929
1.7242038338961556	2.6982290020327593	1.751409720941298	2.9131479593835747	37.85340113383164
1.858470215335076	1.6669642377548224	1.4611010396431423	2.1236364974846937	10.295668211967977
1.5479107838275306	1.3106049804230917	1.9101518895302825	2.311269657763812	11.093470476079904
1.6858090618705035	2.2161916076521666	1.0492045134732968	2.7791883518840432	19.57165496825357
2.308259162168927	1.0176635187754035	1.9083468941544817	2.774520316131396	20.778175240557033
2.264325828322004	2.1107418448812463	2.0751928556963186	2.4476696983554405	29.714660714606342
2.603177088406728	1.8948792123585452	2.2209076813773603	2.461819899152271	33.61620411904721
2.551959197981776	2.0761193781206	1.6666198448099927	1.8368502517690157	15.257325630670689
2.8550894536585116	2.44313366175931	2.278205788321052	1.044804612848297	8.694807736434463
1.313369386342213	2.4488300778393537	2.9835262261962434	2.8528021391076503	39.811077095939936
1.5682774820546406	1.0421225762852258	2.2391523037376557	1.8832871301654044	8.482291444027192
2.9944402888379464	1.0043494784568021	2.9324811965391087	1.1729619767415238	9.896096792566643
2.248784509050324	1.163082784820774	2.006452092088977	2.8695135205796714	24.898580121463546
1.339897555692507	1.7631842348789506	1.36441124326986	1.9538842605134183	6.35629168768913
1.4379158779388392	2.113027789760801	1.005145454647107	2.8563502367059552	16.0581938284552
1.2160738903764796	1.4844144192390454	1.938070278011596	1.8804931782958811	6.407089581606003
2.0921226539818703	2.0377631632969653	2.9011215588037578	1.9539647606850432	25.09925397559964
2.4593917199360953	1.4559763794639533	2.8621833210888887	2.2185964888402157	31.20797591267404
2.197288894338427	2.748658569050741	2.214963958179207	1.2015825390052313	9.883115686668486
1.5855067090343702	2.905027785952312	2.1938657549845404	1.4344988080948733	10.809299541552113
1.6383785231334107	1.0998913756252555	2.9954429260095514	2.7289316714634975	31.059281924864337
2.7279203096688143	1.5893164510831566	2.138251364892467	1.9679137536414064	18.74660375641204
2.406089149352381	1.279643852175092	2.8162851030698026	2.9911597046534752	51.498575887803746
1.159047572741693	2.5136866252572414	1.9886948001503233	2.0354375138498293	12.333217923951189
1.885412658824985	2.16677314774246	2.821148800357822	1.2903301111961476	9.930442284212551
2.9438329190481567	2.67506316997115	2.9169696977613317	1.4887311997112964	25.550955180105486
2.4662959719095827	1.2270622873859909	2.2944132238788115	1.9370948896435427	15.663057900940542
2.0206618226032353	1.5729523368285994	1.20698063353945	2.1700455022985916	9.351306761805251
1.2685799822224226	1.599213199834314	1.2006986066969143	1.117786779618251	1.5846909602474484
2.620512791259172	2.5680283179237877	1.3585359758374127	1.3394545792637231	9.920755824737137
1.932532690712188	2.0426688189877447	2.0012466503281496	2.8998945794987834	33.223928573664104
2.7493011619560237	1.6288086094673475	1.6271783696175983	1.9181734554470515	13.405206543820762
2.9929732084651954	1.91545201222072	1.1588514800262706	1.1709712541484456	5.1420596505959955
1.62876138309044	1.0325114528464752	2.0353009631410512	2.186419146303792	10.138634774436053
1.3672169074103853	1.8843170439996404	2.9134649049508017	2.6798400215000564	29.55173615971038
2.997678875244368	2.529383179934512	1.7653125160131669	2.046868228343805	29.872594413171004
1.110211645731784	2.3071178324860306	1.1069993501362758	1.2718971312363925	2.9401830398993005
2.025678533690465	2.208017050254658	2.828756590534592	2.8168161531908864	51.74269994509061
1.1004861472482028	1.8581338073931044	2.9347897283214532	2.677527108804683	23.79814667584452
1.8181744210982416	2.184809065615923	2.3494749648352533	2.069169216507703	20.032142499755658
1.6446664348848674	1.4191138712370084	1.4819558070668697	2.2659096826717593	8.887775729938273
2.2232968519429788	1.0967973467003709	1.6631943518769623	2.3776829919857727	12.472288396056399
2.4222010206026905	2.269816639368372	1.9322258386244666	2.6951146828606993	39.08316300729136
1.8859521875964087	2.8677092830209983	1.5547278847473198	1.1894833080733571	7.098509938437424
2.2394626364183483	2.973068303486692	1.5012370917308988	2.45654146027912	37.47788603207864
1.836692463248052	2.2765384627290746	2.4579778278950566	1.9644582332106928	19.88935208133
2.4850249032577345	2.4008292595967093	1.9070527143829623	1.6312543518053213	15.541050606873595
1.83184802487968	2.264190725425172	1.5418690773890271	1.719834520550425	10.1646156643813
1.0593938609501568	2.475623725538112	2.4881991188893147	1.2842062114493809	5.381115719016111
1.2785663911972351	1.0400816341387733	1.1711610103552812	2.3463255301747745	4.317238560444922
1.3823747982519856	2.03403021460273	2.2480922572921216	1.413063512668396	6.342511882057383
2.070481854889288	2.5454164385915847	2.516392653994377	2.251042577038696	33.602737724142905
2.9569819009903098	2.4638682091936124	1.1097112692654565	1.7869396343069073	17.236796351929467
1.20832751667474	1.5789531480773973	1.6572404383910673	1.9999112630057367	6.330517256570933
2.0475944984413648	1.098538156917154	2.5472904849856013	1.5677626595569543	9.682333137430613
1.8466820610043682	1.9756828557770616	2.3352748553281386	2.0878952742146746	18.83121602770169
1.3214786151734632	1.4477808666264669	2.7916537340530687	2.998969107629966	29.38421385838728
2.857901986549264	1.7900978172262667	2.3915454126060607	2.9344707787013187	54.903943918333674
1.5756164118791205	1.0330170689371547	1.5640118076062113	2.061362430054321	5.8804310516592375
2.191896080864166	1.3736905630801328	1.6937458284108386	1.512076213180834	5.958418147393673
2.196079932296424	2.4895158724359168	2.8696089078709464	1.4144404396970678	15.852376194240039
2.129329501715308	2.300401813275497	2.401951122190805	1.9986020042011292	23.520061709618677
2.888656189564787	1.7668467374489556	1.7254864844056108	1.662998379728613	12.180967393908267
2.895225007718535	2.514310534917448	2.9151261503233394	2.4499913777539515	64.38599029709619
1.0571193669979295	1.6992059894342677	1.3413905035060762	1.6210222781936006	3.25463750621811
2.0908443559642684	2.0207194563523734	2.7721778435870315	1.839060577262465	20.80494967604913
1.8570102627356648	1.3427251073656534	1.3144038180098467	1.0198962824378828	1.7049471618150343
2.3435317704130973	1.0125819344650813	2.4533185069893952	2.67466986029898	29.524078859021827
2.140099417092401	2.5225279880570275	2.0831784126763693	1.690545555236344	16.365312477228738
1.1354610970340429	2.103527720600465	1.9489457031624824	2.680802587011164	16.77581975206338
2.1519097061958616	2.7270564752083093	1.5937647825367744	2.6087535180692796	36.52807432256602
1.0075630937523288	2.4788119914356535	1.7684636875134203	2.238746312224693	11.705613254782982
2.929869601723095	2.6113612829328776	2.5580457698305503	1.6165921118178508	25.57919493770716
2.4935435628153697	2.279159093017962	2.7224155975304845	1.374889404090364	14.855035340765204
2.961055969577668	1.317924264522779	2.4337604655829628	1.156493294931239	7.584171017947309
1.18349556933	2.698984790606408	1.25327096666338	1.9454643721216691	9.916351835397183
1.1572537210084293	1.4663826505073776	1.076709303949308	2.6862844563519137	6.909483878360151
2.948052097078241	2.3869870777440165	1.712371337596584	2.7014716166929484	46.41762296875611
2.6268437038698633	2.0598820583853428	2.008181834872885	1.1592686896328621	7.303955664546907
1.1023473818571603	2.2164306480912144	1.6149894051111644	2.322228939090521	11.177122862322936
1.947208861877336	2.9591639483327485	1.2052571699925392	1.17904033031766	6.908848484055285
2.344781358873969	2.447593058824944	2.0236699180290283	2.4782289563177526	36.31132532578715
2.938599194440812	1.2876796248278672	1.3921596530025877	1.7813311126032578	8.383334709973724
2.4716524502041217	2.229760428065118	2.427709452581251	1.5669494250170235	16.48508812754272
1.1140847638942435	2.7199100914175744	2.7415598316930683	2.845266791964717	33.62793158202921
1.6538774892650183	2.094889850358479	1.742719582170419	2.177529742275952	14.558114664770756
2.194099899585696	2.4080400891840448	2.4068966537474483	2.9427446677540066	55.06209985529528
1.0936614184697917	1.96711744708566	1.8120708054872412	1.8437425721208016	6.648457552390049
2.5400334574519965	2.3726788729197894	2.3489305370670053	2.025382346185604	29.03719042560468
2.444544720349268	2.563473830749968	2.8669246935143753	2.3602084615758008	50.353091120824615
2.354601614062122	2.579258081287983	1.5558463468568302	2.366689831155546	29.915899164145713
1.1393690590980032	2.2533688347178904	1.3776042652194025	1.0864563750111684	2.345320261101038
1.9294596261706805	2.394933193434245	2.9735237225192472	2.2793931496425306	36.53412172974476
1.999146295649018	2.5586829126921087	1.3869224872831254	2.5913340359634867	28.42732081473234
2.9633565818733483	2.7029424488661067	2.2635067784857723	2.6409496919017204	64.22335279759872
1.1762186736822038	1.4084139353957204	2.049651986321958	2.8303449340273605	14.568863204548874
1.1370581559679798	2.8762221191731965	2.174019216527419	1.3013101879149378	6.257411729964192
1.7949068453830272	1.7936828555005206	1.466381064046275	2.21270788986678	11.792555765510011
2.183970873414298	1.4807309390297965	2.171659406171892	1.4280459891153812	7.692466340987783
1.1088164515416783	1.8084951171600685	2.086646355510956	1.3844948065740057	4.051424999707094
1.8469930355388928	2.556249071377793	1.5409464930476051	1.4940457895235102	9.182446468572607
1.745211807319285	2.2175108413910314	1.216763923467186	1.7839447817940348	8.883544756092407
2.3516503877752903	2.005752895692446	1.6428833557335634	2.8626485972163063	32.385789288722485
1.815281393655374	1.4248774703979603	2.36443557416246	2.692306593843543	25.068904022162318
1.3607685973346704	1.6445190508230372	2.2348946437325785	2.4777266146233474	16.079646232559572
1.4789688088482138	1.4159459200732432	1.9194845938267342	1.521070190035689	4.86696471127072
2.375763187452283	1.699278958410226	2.5359104629629083	1.849537270448044	18.932599793129427
2.823874412688049	2.1475811038763704	1.8412030257007383	2.8819972161523766	46.92219023729547
2.83135522185762	1.9742370862823224	1.8979022003617272	1.5280375324268691	12.39490231030128
1.9416051683970328	1.505516605317735	2.3790707443580295	2.5097167287749738	24.234550727009918
2.8747925818508517	1.9443341067732125	1.7347700097372805	2.0381848290493774	20.2719071249798
1.2378145902565878	2.4141146211589675	2.9641659099071336	1.8134843142014632	14.873018556782572
1.989909624113684	1.3103998054826675	2.3260079318985363	1.4300660177400295	7.251374863966205
2.0100897963805187	2.428043441524525	2.969332393393206	1.7545774197111967	22.76051013970117
2.913991307292018	2.2973149677262232	1.599828559298666	2.3510845914952974	31.55880673791377
1.5098080905858329	1.1470280309403411	1.9089090769093244	1.4672177682675334	4.0299363926730045
1.1124106726726932	1.7239784808908682	1.4989670356650673	1.7367030314538	4.377678949310069
1.0690673928262462	2.47053382205859	1.3219837006883923	1.4422383794769102	4.3646962722405975
1.738855431329995	2.7281386602760715	1.0371710007978052	1.9756008862851837	14.453173424707307
2.276053847040429	1.7977642642201823	2.5165791359262433	2.235687808402473	27.204177146139717
2.887709972785327	2.4400156031425957	1.769496039093126	2.239219718856692	32.88531510681982
1.200591000346542	1.5563828916793612	1.961911009688032	1.3735440329058224	3.5512915349725533
1.5638809565740333	1.5388494200304794	2.2380320435853878	1.4559152845878225	6.113452849163262
2.256239264387497	1.4562843942910604	2.060234507286384	2.983666064710253	31.96292725884241
2.860109138313641	2.0101585381898732	1.7280722179401204	2.8156544436443114	39.83359285257842
2.0432250310137734	1.181809686343478	1.310547503652432	1.4980179441438102	3.5697514691940926
2.608272761957351	1.44862070121791	1.8203814561845584	2.3697932260869417	19.81960650115472
2.8085428722524894	2.4691431596996356	1.8259448341555864	2.7711606553319084	50.84993019069376
1.248727106226664	2.1438213970933635	1.9366144656711017	1.342123115074533	4.693467729165255
1.2810591853274464	2.7293916297618166	1.5426999760601954	2.07691868595787	13.579372478519987
2.1999677336028216	2.3645051485839392	1.9759030026180195	1.9548946940862688	19.957289584260828
2.7427521075736325	1.8187315646722289	2.2458076893465835	2.8850283793360414	47.66372037286997
1.1787575528230692	2.0685447427568993	2.3253471638568097	2.2097075068368865	13.937464695831986
2.427118329737993	2.935984596678435	2.3924078734244105	1.0278893954591075	9.195652069885424
2.3591077953760173	1.851440636531763	2.4016002634242053	2.436027964599534	32.18314262167157
2.1886407245436725	2.498019597039881	2.77844689184412	2.7692033070679885	58.57408483468055
2.7597838692719687	1.6248260506326104	2.805874312633476	1.1147047420535972	9.012827184011655
1.042703127393496	2.30285895522054	2.7908456204406438	2.6271243242305617	23.554138482353764
1.9308732800224295	1.6417267134155915	2.3949646895719066	2.0250487474855317	16.689761988597752
1.825791932133044	2.4932288402415903	1.275777684027025	1.4341385516274856	7.363765593909117
1.0687207139054682	2.721611947907868	1.8740646606414324	2.5363170879703567	18.767469954524707
1.6783452833705206	1.826143539245964	2.7111040413997807	2.5210347356327207	28.493699949434987
2.4059751241488456	1.9382831151606847	1.1571575403005316	2.100264766517598	13.520875692957524
2.0339790531090047	1.8930565863857456	2.590494475982745	1.9832301675700248	20.588779115946707
1.239119565145708	2.839507671983027	2.2660945080530888	1.9647719539908008	15.782843753774214
1.0759176390204428	1.8879020963940087	1.057346816334044	2.9487090082564245	10.950370306144057
1.205724709884729	2.611326209749228	1.1739209822894048	2.757510904225444	18.788135230408432
1.8245894687238942	2.7281642219086595	2.2178591014778544	1.2431314609854185	8.714054333921451
1.9194637443794536	2.2053243705570007	1.1755551050846549	2.6768740106920093	21.475091707366854
1.3586277839798968	2.0500751362678304	2.6742803468099074	2.13022390459485	17.500973778442958
2.552636058682009	2.0009011589354286	2.5371266440419875	2.2008851688590108	32.273780653637694
1.4200204506202023	2.1677316490882386	2.3982181687090507	2.1184817883746154	16.65028223490283
1.2164150201608597	1.3556444819375042	1.0150882076407677	2.6809120814032976	6.268920012790112
1.2255630699383506	1.7755256900209289	1.653624496451742	1.8024605251994368	5.860014437865398
1.2484726937641002	2.0950640728890355	1.5536014052880365	1.838851722560536	7.179779143738241
2.1042727300845994	1.4022414424456977	2.7535139735559744	2.8138079285478748	39.769379448363225
2.951687530718279	2.2332007275717487	2.4857244448043927	2.124261175757164	37.18127547443103
1.0153957166993042	1.5233116347369429	2.7060351396209423	2.278614758216708	12.70966259054678
2.962173147604225	2.7840540930739106	2.465514739177432	2.725657023593661	76.08626292158408
2.2823744621882502	1.7483594676716332	1.237743419496706	1.8444844333669868	8.907855207664161
2.3932180521034208	1.1075615122282254	1.0743151427598916	1.0810100197083488	1.6646116759343854
2.738927949493743	1.4558398444734952	1.6336976755681654	2.1088837067698183	14.582088348591533
1.3843820579485286	2.513966811084034	2.9424355046407165	1.1890388150005684	7.328930107742073
2.4538874219020257	2.9961867468815147	2.0561799367150666	1.5919168511852848	20.52930131142677
2.32724806286314	1.9073148948430776	2.853523329630584	2.078831742986055	29.61986535935632
2.537585050754621	2.6719075043521245	1.9320181649905401	1.8303905515043857	23.10728696224538
2.6655642215740727	1.163989097066602	2.263787081058287	1.0776170800650182	5.014255510341748
2.7944207995467174	2.3191182652976745	2.9849844841970143	1.525901967384576	23.24181034612931
2.3512951673641886	2.7149593084949304	1.5002471501610732	2.4670685859498818	34.424169743644384
2.8179402715603463	2.9157407812442515	2.6386096410278803	1.9387264149926349	40.946917738893774
1.7804295502509109	2.6850056005090326	1.1423845459471669	2.671215069492293	27.041534772059606
1.535342731548514	2.67382880149114	2.964647099155174	1.7708328513760243	19.184378713155194
1.8475204992755807	1.5505794655806715	1.420626981811033	2.8892765877594058	17.051915157533134
1.4281303004105703	1.212811641319956	1.102693979720605	2.593067080868268	6.450273586490524
1.924022753816008	1.5375588889658958	1.921200011576348	2.5175770288261266	18.460218576713466
1.0203205925150225	2.183916110379716	2.746916328772857	1.3020603040387797	5.325674825747414
1.6081740594709757	2.3655698995050423	1.1340110730823998	1.1065700652631236	3.3879686591369933
1.5557137345917975	2.6929076110433896	1.7646388822578776	2.1194000132245785	18.10899172722929
2.9332195624323054	2.3835581372039227	2.116415550547191	1.1819848599367229	10.409412815812264
1.4562945864367682	1.6972177831808752	2.6603142835848748	1.1891751066682128	5.1267854947321085
2.8579183300059814	2.416833056575016	1.6956405577975058	1.6946971178124008	17.88566629980135
1.0691969537918884	2.684249835144108	2.383280601737169	2.858873018530274	28.150065694296952
1.5309313152514334	1.2360498293624238	2.1337208926347646	2.9756951325672776	20.60714746534559
1.9612827035175064	2.9861295712099967	1.324188786875406	2.7446123480339515	39.411666152113206
2.4760763641520107	2.3280049600016732	1.0904036235180727	2.340646572446277	22.41219277285952
2.1057325827848037	1.0951558605284706	1.0176498150739808	1.2923814014473118	1.9651593913648644
1.547023602844387	2.9659985744628328	1.5151258201577678	2.4414068679917014	25.5715260335926
1.3827664473076269	2.2450515283319503	1.6110136870102365	2.3181269962760696	14.184292584476689
1.8100054014969449	1.7447536380213635	1.8631492262730012	1.330742397219122	5.221015339956746
1.0546885388292249	2.9856976441539627	1.2373481418137224	2.2603312919145093	14.07130486808672
2.0086665976477818	2.0244388792317847	1.594081020684877	1.5442512789969842	7.950889526896589
2.344488960691547	1.2716586255381448	1.1686876097259753	1.5394973771789162	4.143731011173095
2.1324779293894465	2.848581852023884	1.561304632403373	2.1425925858175647	25.825115091421107
2.3945251967533263	2.7187835108789544	1.7640903975796356	1.3545689789905455	11.537402973151275
1.88715993425785	2.512212326265556	2.265865572379552	1.1277269069155529	6.867299151487164
2.344750291327	2.383017393761455	1.931683891206733	1.490435574262026	12.253515443082778
1.3442463097901147	2.802933595829937	1.102594249509388	2.6837523322114065	21.95907251744401
2.90230406129274	1.0610606818757504	1.1007006581736642	1.0721321978198484	1.9494454855714527
2.3151065760986014	2.1022490440302506	1.7568989264281278	1.7325610171612442	13.040823499171154
2.4119803318879542	1.7978288257189698	2.101187088598988	2.945610123470623	40.00970645169247
1.5600309527838434	1.1768528058444498	2.1402751527136967	2.623152283513829	16.009804472553935
2.1740055503421547	1.625884318980328	1.4140004463828368	2.397455137546789	14.504096891967233
1.170259253563866	1.9679932116827956	2.06401586403004	1.578044679719434	5.925430841214512
1.4194839468801919	1.236342582946792	2.1017083169208077	2.577096539930224	14.013169777845276
1.103032756482079	1.6681913049781143	2.896023374723788	2.708267168446393	22.59213917175889
2.9065542205867128	1.360669848821883	2.0016872194232955	1.4480951449986224	8.926370557404546
1.1482647496074292	2.6238361496616127	1.814297303433353	1.8318846357405048	9.80310207870912
1.6581914930010513	1.910738331995508	1.92746283808108	2.2969104513645764	16.110036941378628
2.1025726044887163	2.7870919304981236	1.894400325720866	1.947766342619312	22.647191612486914
2.392484169760304	2.2075570743646216	2.2210338442315	1.7615637361186751	18.200820244162095
1.8130411582918584	2.770166954982813	1.4059631021858892	2.8390109274232938	35.256093520499256
1.2635946692453632	2.390709907904174	2.7287893067747797	1.920951824762648	15.342478768166465
2.3785021935858635	2.1921347373164908	2.8895944399236697	2.7439467845882275	58.89694161634625
2.464294391121144	2.469645692117852	1.9528191691549155	2.6593291806259884	43.188356676471564
1.7069389746079102	1.1208837907304128	1.853963573212014	1.8102835310217704	6.5637753444098985
2.461912734750749	1.2690345567444632	2.4802512661924894	1.9074714622077424	17.38231910134284
2.369017222707478	2.0672090413771884	1.1185246625405028	2.1216728229914024	14.728351873035647
1.3671272518025848	2.03390782561733	2.4709370062213303	1.5068368153997749	7.948393167712274
1.0995387537941728	2.6899384715664425	1.6451254241255515	2.31374010347914	14.630611670355847
2.503028451548436	1.2572076410271846	2.813879014396908	2.614513413255397	40.62954301825307
2.038671812227624	1.779763109407261	2.7122242028854573	1.3762439896627578	10.158915596733163
2.876021909843587	1.7972305631850902	2.2871102033329302	2.79768413481182	47.61531638728047
1.2631404205745784	2.960056472794311	2.675669051329566	2.416945955216103	29.36971008219151
2.152008474997404	2.180453757767006	2.148786893392101	1.3961419360713092	9.82787957526347
1.7115238570849705	2.2707481715900166	2.968782875298782	2.6092407289430257	40.69552981234975
1.5217230475868604	1.963361521182406	1.8149589522333955	1.102572714715819	3.3061851571779917
2.318616706227635	1.811090897666716	2.788060505350745	2.71302507781587	47.15956447263856
1.6385583895764853	1.678958323025541	1.2950458875693156	2.601322590093436	12.462954091698826
1.4527901531513854	2.2402737043497005	1.185282107149915	2.081538637516614	10.108773093615325
2.071399524342982	1.1069791359537746	1.4851334804110832	2.2263319166502415	8.8065842610191
1.5601717105455986	1.0380592441227374	2.107687696287962	1.8304782637755133	7.2139628982658275
2.3829675210161403	1.699499193568074	1.0170684575208977	2.299091860636405	12.352609905320284
1.3292232488731102	1.2942286891329906	1.3887406480894529	2.286235179675262	6.259213353240491
1.2261725436387978	2.9857151961357613	1.8146663655269972	2.194463026318361	18.020846769554087
2.0907978338098845	2.012042013327189	2.446643574501211	1.4721334546403306	11.366764572919507
1.7482414097894954	2.613439568964505	2.6118224064611555	2.4061607474435176	34.54433777176414
2.6351587494688724	1.276012804405054	1.1257085787851528	1.1736950941215565	2.6276663096367923
2.9540988447055283	2.0508949948674204	1.4709113952513917	2.618092953036067	32.24464383146613
2.1737939489002067	1.867861800967028	1.6839522566157046	2.5153040542555507	21.745661799287443
