kappa	T1	T2	A	d	target
2.6236923475580745	1.4283077225636984	3.279351840177357	1.644729224249065	3.2733988572190698	2.4401985300401803
3.0414533063494464	3.4553954095875685	1.0082978801430909	1.8924970822227956	2.0053935818588506	-7.023733580894647
3.9729776825172816	1.0871753586669175	4.3527068883601245	4.295325851566377	1.5663757735443289	35.57706892878205
3.469571613486274	4.450161035282075	2.1272151157755594	4.623627072492472	2.17995340289362	-17.09426934002178
1.9283580026006224	2.7052693467362974	3.2613721542395084	3.962484330816448	4.361570169679752	0.9742433411260124
3.9127231009478933	1.1299231803385117	4.391059262281981	4.956732717789961	3.431288761681208	18.432586016960204
2.255266335935549	4.215493759599732	2.238007466613329	4.7818046416175735	3.8124814399139146	-5.593651566468529
3.5318791596022923	1.3200856921722783	1.8036117736205588	4.6386215236376245	4.173241196587435	1.8981966122911629
4.421490279588872	1.9172597432176923	3.660902670760221	3.848753348661876	4.0599704832653245	7.308418877927027
4.763588331575553	2.6388725103683712	3.2078389624309267	4.560673740996736	1.2387126304624831	9.978823055988961
4.96968424213056	1.8544085615113637	3.517680144279576	2.9000716314082577	3.953615339897545	6.063261169314704
2.1525896531467192	3.9233517500353416	1.6499096338917418	1.9804391626640656	1.7251350387164717	-5.618023600708108
4.879675364981862	2.120844638054391	4.498305464480153	1.6557019978921912	4.773273640358035	4.024112751347424
2.3230192702157013	2.009341978099891	1.8146250326462576	1.9649168378950732	2.4359444255330174	-0.36486596916662734
3.2578263807381704	3.8524512430273448	3.736158340332095	3.489194677545128	2.4189623887298635	-0.546483724251699
1.1525533412120177	3.3804052859475804	4.1203383437653525	4.1005342825666835	4.087229952661405	0.8555883048683447
3.648269665890216	3.8561273634255695	3.9297382240495113	4.308144094089137	4.356828526041312	0.26555139101401165
2.7317831004897117	1.4531187683690143	1.8613726578286591	4.173738026522257	4.810228161704232	0.9676895576780876
1.6058581007504231	4.017282968435127	2.3560011816198854	2.8195828651519377	2.1954026530537547	-3.4262665678295767
2.20492498671231	2.6982200860367294	2.7579546193147366	4.554625202645432	4.020125428098831	0.14922182097468126
3.679417469792989	1.6611845271691346	1.8032737244884032	2.3488101709697973	1.3511078705104724	0.9088621594555027
1.5100842494048887	2.0975556239831583	4.119409513861573	3.2265671549375314	1.070673026760279	9.20099495407489
1.6352728663468912	4.079792664820544	2.5787730666131625	2.2888712544161955	4.42845728353069	-1.2686607342952159
2.3000384175452604	1.1165750551748537	1.610770913372512	3.5966467889452525	1.3512334134788513	3.0255309862445285
4.373815840687802	1.8096994957337704	1.1700968686949191	1.4056494408492566	4.9910940874337015	-0.7878653472979011
2.3438765924917737	4.093784890010485	1.5260648800341512	3.3508009703927635	2.9632958798083737	-6.805437075886818
1.7412390851411308	4.28973571344171	4.942945487998047	3.2564744418605627	2.4810809025496963	1.4928556978414105
2.4088533215244428	1.3284927416406962	1.9193324955393325	3.345645361046372	1.9909249340471948	2.39169107386266
3.62925657561698	2.06335154241445	1.5938448577187725	4.773062548775818	3.600519848180985	-2.2588706816365005
2.0916532540954	3.2797374887599613	3.7181772079735986	2.9417938452329486	4.0591649467839375	0.6646226182824426
2.7959512683694885	2.100069696154676	3.1115088713322887	1.4147012838338489	1.3340890767223543	2.998812329913985
3.070768915784335	3.0783286100782328	1.6323046411733455	4.453569844876406	2.290655983821229	-8.633184543616805
2.397391760638961	1.4827882308613871	2.1996052037456133	1.9829209332840927	3.6815503077667926	0.9255970176317267
2.4803988819955016	3.8250573182366012	1.6362968951343029	4.037566305539636	1.0365618667557954	-21.14677739976401
2.6085487461717345	1.0893968454115193	2.385598996591959	2.8302338444486552	3.4491406414345813	2.774489664407316
1.6542834968460056	4.844538608643492	1.3586470468548444	3.1364941694482957	3.7712296115217834	-4.796067862803712
3.020764016495563	4.825273090780903	2.8942199305008565	3.5223358124610096	1.9087879419390448	-10.764258150519119
4.662720567594018	4.17332930249442	3.36073219707201	4.991857049831392	3.686186374399612	-5.130970420480644
3.773390888631315	2.7180889729177893	3.854786762015656	1.528790313651453	3.899376000655797	1.681626798555547
1.2241207836909913	3.5356336005642914	2.438492392696068	4.8338992802038065	4.773373803483618	-1.3600627640413303
3.97611602166874	4.489203903353973	4.5274252743006524	1.897995149028874	3.8656843970761887	0.07461635203225712
1.5433551288585037	4.5985564408397686	2.457725276125672	3.814876881696787	1.9680296774809745	-6.404676095949153
3.1778881164609603	4.898628957097079	2.700026273724056	3.4091489538659023	2.146067909352997	-11.099102782843325
3.6052764151665873	2.212270981873956	4.445098143940131	4.314637407008517	1.9883073455444118	17.46845363912216
1.7217287714059992	1.3128676792862066	2.9380366832054787	1.74947698975723	2.699547069100461	1.8133456636961436
4.3937055927291215	3.940219725653449	2.525822042422123	3.259782218978601	4.135406413156612	-4.898610159162074
1.2158105184778711	4.7748384567317785	1.1486638702334644	3.4805702717757736	1.2678502085050036	-12.10311239294092
4.551224899700246	3.4034397054789465	3.1975618711949343	3.7746354492700287	3.4675324713228326	-1.0199816659352148
1.3211720680324557	1.0491166577819562	2.4562621033631973	4.406566284269314	4.0450995473825015	2.0252072160032784
1.027098454811385	1.3470593942011848	1.8705777396916696	1.553183231793971	2.8011189593608647	0.2981502110985513
4.0352291942363925	2.0214671048820017	1.278916077919361	4.1447525604333215	4.053942315285618	-3.0634835583442426
3.785518800122063	2.049874015871301	4.745576700578012	4.374538710172221	3.913584160844117	11.406567762185793
4.1566835650515435	2.417810913616714	1.2427966548092189	3.0625289388430703	3.5314253699155045	-4.2356519828906105
3.8242180450063614	3.723123837378605	2.006598626945915	1.6818876294566425	3.1406529780280663	-3.515360404038488
1.7560025166792943	2.189544297916238	1.8308711126807071	4.4438177484483985	1.3690892026377963	-2.0443183992397205
2.2030621655096847	1.825649272791104	1.4933663197768476	3.4478209045066057	2.9550777379167785	-0.8541036973571442
2.0761229748598944	1.7531082623917964	1.4985890977984069	3.9017686406785055	2.20693542222132	-0.9342120227989092
1.7488027265253645	1.8649102024266837	3.174551599149773	4.3442374754999635	2.6339749013065497	3.7774188345154425
2.6761325406177883	2.6527909315936857	3.4021525309031264	2.4085882135782986	4.911598003955605	0.9834194548150996
3.849346284541831	1.3439387698919705	2.7445166231890687	2.844721334838193	4.663331761979833	3.2888014323269235
4.704240553541836	3.870619581166644	4.653573519751276	2.8065200271816693	2.9595352523445477	3.4927730137013264
2.90460912090401	1.3304330791921792	4.5105399125591035	3.642635089836702	1.783227329622846	18.86854283883177
1.0650434559389903	3.5574103356573814	4.529172052131178	4.2209403452401295	1.5963871328811163	2.7365167418616325
2.140620888874881	1.0556607985542317	3.626380709840797	4.606552781878992	1.1178466352412257	22.67714349724308
2.3904407857119097	4.571959933133216	4.683565483273241	4.142020173871013	2.8853330408184257	0.3829834821568924
2.3733263050096265	4.12918942720484	1.6272456265246364	3.2935329444695447	2.955783707311983	-6.616439779738791
2.7308622091046293	4.587928687801907	4.822781770810805	3.754853559336252	2.3942652972600107	1.0058119390227775
3.7762639111445058	4.33315334321918	4.466083436107713	2.4962363005951094	2.445571415175799	0.5123786101429982
2.7511254183360547	2.4615797742538104	4.881751498316636	4.226641108222632	2.8170634186761445	9.98976611914637
4.018012359400629	3.96392905975565	1.3598693094128769	3.569075923021849	3.0390570492317366	-12.287941837829706
3.5717603478602515	1.662643247214863	4.1971329884483	3.2149943772543352	2.697299871888045	10.790059393715703
2.0868134281114763	3.436815456994775	1.3122726470963029	1.3430305696077314	3.9074378416441142	-1.5238524905478603
3.846036915697205	2.001982134014592	4.5176234639599855	1.1968302669533633	1.527582349548887	7.5803647191535966
3.890151207860629	2.7283592508006222	4.1888460232457385	3.7946980678527336	4.953380941884626	4.352508296937007
4.596427286134759	4.8730467829602375	2.9159567675165383	1.4687227343625744	2.75600972755347	-4.7939143078008035
1.375301084757488	4.125467649703392	1.471634994343845	3.248514929825149	1.5355313311759646	-7.721425830592786
2.709767267416234	3.9908879553207295	3.7207362269823485	3.999687441258849	1.972593484683032	-1.4843222678093235
1.2940225730461203	1.2224048954352709	3.8053626206547904	4.931088329628151	2.2030324542034943	7.481368340158232
3.9892054403470993	4.421794641751823	4.343737234002091	1.995697716028361	1.2486357453396484	-0.4976906981689193
4.869345166701206	3.740408256160225	1.1474121015932393	2.539059655398312	1.8685909148379205	-17.156595237469507
1.005533967635453	3.6158538171475	1.6394650260128154	4.26256978762882	4.523840238248969	-1.872549777858935
2.4910618651891734	3.306657320902805	1.271198829928181	1.302207357755046	1.8058769105021963	-3.656274244364396
1.2582778126428926	1.2005691434556387	1.5359149461071129	4.129649582152701	2.498482574346033	0.697439098501675
2.054348843662799	1.084792984081587	4.811708530005224	3.2258166422352463	3.706821271307544	6.66287667801201
2.879616638364636	2.95824520275576	1.9616930336694252	3.221085606736541	3.2713303160021434	-2.825612361580712
3.3797831948782986	4.296826444233078	3.3162548204034015	2.9893956320874335	3.5107615309690674	-2.8219559366112943
4.849370394078188	4.431096172342409	4.613904091447691	2.4116150568142856	4.396360219204313	0.4862897090848887
1.4551160930345717	4.100349973411837	3.8142694840560227	2.8949614317148185	2.637330934332432	-0.4569451133234567
2.3226134458191496	1.5305991357437243	3.052666256253729	2.7220171069426446	2.8662153851882266	3.3573202330835166
1.7344236284756485	1.763871014776606	2.1853978197397357	3.74741126461144	2.751551102221084	0.9957129443451636
1.4374252737405349	3.4535192494353297	2.6413816414419693	1.2114754346065584	1.0181339984287097	-1.38907140411825
2.98283271445216	4.688510465717561	3.3961401725615685	2.839846348101495	4.556456862551689	-2.4026109058598246
3.139915871683086	1.2614414092273991	3.731373688682971	4.932127230263543	3.1907131898762318	11.988078045081153
4.53444202540447	4.932779694201024	3.1456857905206035	4.628424531040839	3.7129394759196983	-10.1015157138605
3.0702006164596582	2.2103368998922748	1.4044118980156282	3.9921116161791135	4.333506950149324	-2.279421085534418
2.440717274808203	1.2075478909980701	3.5072975466659626	1.882979317261704	4.010535902054805	2.635367457221369
1.2868043307886021	1.7107860432048445	1.6378024971099436	4.9055319814691	4.3537115232429136	-0.10581906913723303
4.07940490889947	4.788775290536088	4.044762840093272	2.8114436564898866	2.365928963389413	-3.6066558269909375
3.6139808952165113	1.490335106988208	2.087353782616963	1.9876219833459576	1.0397657741061996	4.124506979655248
1.3619441335323623	2.431582725456741	3.195009635295252	1.3242695871110004	4.090335732129889	0.3366233260064716
1.8793331292913469	3.2157817093510603	2.713033747531197	2.328256663447789	3.0387935583028653	-0.7239086161408699
4.9983825234142385	2.8828123578915954	4.764407499685976	1.8966920680948696	3.992984544648076	4.467400322613781
3.4141217239580333	3.6302434388353086	4.4364991193038135	3.5940954604860518	3.4101536680128763	2.9011317155268697
4.873060445959711	4.883111418396535	3.8906286224130495	2.262105796325979	4.518580073910785	-2.4212281553520283
4.356582489305085	4.0202799710087005	1.851790659665188	2.5844888626734743	3.108514077394302	-7.854617736037662
4.874379352017088	2.0100809060671674	4.626040368519943	3.5969207276502906	2.0247406606316165	22.652273538872123
3.4975703051428484	1.7442386172323068	1.174798976982046	3.1453613215851868	1.0983512006747622	-5.703526480103603
3.8556532728549504	4.38013443966456	3.3998553830171603	2.9144655042503285	2.5028802167529536	-4.4011538481579455
4.387014441980387	3.2876079275637364	3.886674868510763	2.155395834460413	4.17101574051873	1.3580933684168692
1.2626813259997784	2.371286116505232	4.374329579311159	2.376626127504229	3.4054568806823275	1.7651012077172754
4.3260360321544375	2.599120940086013	1.5456502422358516	1.3419510387104987	1.2746861087183672	-4.7978427580474925
4.5884192173582266	4.2230346309595985	2.135524890121637	3.699178301071887	2.3890347223988466	-14.83113553492598
3.638998481222806	2.0244457804159395	3.499746394166677	4.168216311788783	1.6928072160250776	13.219199126027766
1.2576376383056698	3.005921100806406	4.592066144836527	4.615961683426318	2.7909079622823287	3.299249088492328
4.070864430036028	2.7910393816831345	3.887803287353	4.5859119521703615	2.8888707280749237	7.087570515589903
2.6677963180936595	4.168629323498597	1.4319492269802958	4.181810529759138	1.1682888545630452	-26.133093406821853
1.1016681097357313	2.8606326982711634	3.588040162233004	2.7756951466432693	3.3348061453525792	0.6670059436917616
1.8326520280319207	1.791236117108153	1.776797409289712	3.800659669120032	1.5630076068762495	-0.06434372959888872
4.357903734325102	4.6208463447297525	2.776048079294057	1.7808692415409009	1.0794304274100122	-13.263675590577035
3.69468454991796	2.2679873501585064	4.6153416908598	1.7595302607012795	1.183832417315393	12.890285287560667
1.4643842420669908	4.4404608858653845	4.30468951232554	4.657427671473782	2.081137771712424	-0.4449472696008294
2.346513388768092	2.715808750731085	1.434433990468925	4.0515862856016165	1.3676116707812844	-8.9076161900783
3.0506241112861567	3.103743473055244	3.666114953555044	3.1242188160456608	2.7186711808605346	1.971499843202135
4.863356297968371	1.717756841223761	4.160518971404967	3.3310220445818417	1.6028304676880265	24.689209455415334
1.4546026316203668	2.655890110569203	4.636479494057146	4.765323895111392	1.592230855567489	8.622341199309036
4.03948555467475	2.91177569251415	2.8370525737229615	3.675312463112598	1.3292586265106974	-0.8345758807452429
4.734954270394608	4.603736602818191	2.9986819899233894	2.2999122949468505	2.883936892133344	-6.06081636067856
2.480062880074478	1.2522741246437286	1.3321560012905171	3.9875955414209674	2.2406837840834557	0.3525668551748675
1.1385591523661345	1.5436614138509508	3.9262634044074614	3.92635020188864	2.6454250051519552	4.026249442094087
2.441771863333563	1.7393729781119895	3.785886180689012	3.74955208909711	1.0924491322624017	17.151329995911794
4.3471678794042585	1.0834485938069016	1.7303216869852172	4.493230436844589	3.9139356743928837	3.2282748850367016
3.949984666057491	1.5951921831517135	2.434064061244676	1.2385208584522245	4.68096901999525	0.8767153359766336
2.8734965741932634	2.854486708020856	1.2032976994425173	4.950821327804951	2.037481002479373	-11.528987221683042
1.5149658859237298	4.6953859511718345	2.089943524541099	2.7641173925021674	1.2168509999124208	-8.966096622017572
2.868948707043879	1.7777185875627586	1.9986191278539656	1.2404915373557093	2.281949520895062	0.34451436452177564
1.7043499171067358	1.6848975995068338	3.064514785189213	3.4763181674732215	3.730597699116936	2.1910811345043117
2.1747073922698403	1.931383207597805	4.668112273277346	3.9890569138011696	1.4546642131537468	16.320750038054797
4.466070823290788	1.4398331467564318	4.135541168278864	1.7124156128572643	1.3617741493819246	15.139186878877807
4.8026931697917465	4.698794803071211	1.6209452576694725	3.7622375193266246	3.4863782861665165	-15.951588224788187
4.770107048360149	3.796204402433368	4.699651286563212	2.574943265136066	4.591623431947252	2.416752356578717
3.389549139780215	3.2758410694739997	2.85479796180772	1.4689651569846571	4.2608184785660335	-0.4920247610080126
4.1757334021623045	2.4595948085757344	4.461308890375273	2.3698235145527216	1.3338389786259586	14.850716509527276
1.2289714936759903	2.717495218871321	2.9977468805137786	3.7560077138929273	3.928873795846207	0.32926714853203065
1.9929183194229587	1.8366241564376733	4.891045115527343	2.0819839165610703	3.0330232265799064	4.178496325572923
2.923954560801324	4.264668955691058	1.3550477261389462	4.812960540208689	3.8608476526699733	-10.605635872703877
4.706430275085569	4.916489693318171	1.721508348200059	1.4665520215493115	2.2954061218460584	-9.607223477895413
4.011260673324811	3.987122061448704	1.3651058739822997	4.850300818941316	4.391713130898664	-11.615849190350088
2.8396570247797	3.6078540553469467	1.7735887660606724	4.982118520046385	4.368687683029498	-5.940063577173643
4.7959908004417935	2.5897952655794887	1.9014059420398968	2.8371294496127506	1.060893557601876	-8.829168539803886
4.390009363177619	2.2930856627133083	2.68072167306221	3.1215467355708664	1.8521349886112644	2.868050321904441
1.717205642801911	4.864706973339132	4.028204986915279	1.4674758951988922	2.3392865119686665	-0.9011079951759724
3.2192989365222524	3.5685758196817963	2.9014779497857086	1.4428439856847026	2.59613907160531	-1.1935545706216928
1.0294708917691509	1.9021654789982796	1.5677404160280926	2.902859125171533	1.6457931810637918	-0.6072445008468622
4.841411836299142	1.696957223012224	4.843558458314083	3.0529958891530518	4.454494275862919	10.440986897692204
2.4740386294127257	3.8272170276521833	4.757924019187056	4.4759468873033486	2.532136976778997	4.070213420326634
2.0383499905662044	4.0039466924186895	4.899251950263505	1.910664653457066	4.339217764514727	0.8035685189253944
2.9533001858315764	4.579298409918541	1.8523941528821573	2.9710453220573787	3.5366876241880423	-6.765346687686773
2.7416146087951256	3.48993021862816	1.3928293536902323	1.0854483769717995	4.747250559326219	-1.3145973249632563
1.0970296018182597	1.8140272872379284	1.7071505600163888	3.3988030169190244	3.741786691934373	-0.10649971902159176
3.7057797335440337	1.8362530873425271	2.6317727811135048	1.6296176708442238	4.557222393397549	1.0541830764140996
3.9569392500069016	2.281154610769652	4.7711959727821895	4.549517244129927	4.429595958043722	10.119688517073405
1.4480974208622022	4.523019350510788	1.875017885621156	3.9166821125232048	1.8451999383834303	-8.139371932032063
1.8748567233055509	1.527534881076421	4.127094071562826	4.429372901188367	3.442483712033152	6.271019413834308
2.1051132815170117	2.23436491804939	3.2640297879925013	2.1652869044710332	1.1355473271133598	4.133153902328936
2.196611976454267	3.0890011230481016	1.801912823308568	3.488147197638124	3.994657409458856	-2.4687490959130782
3.5206719334202488	3.1709227113974103	3.538535491487606	3.294895578878528	3.4581632888067886	1.2331398110281444
2.862620580502026	1.2029152971844832	4.7890456256390115	4.1801964309668325	3.013846794028507	14.238537277224019
3.1973399730663137	4.983666931750168	4.373398672875595	2.5323861690788805	2.3924926833349565	-2.065327434525136
1.5930940988804156	1.85027560037724	4.077601984125705	2.0492703820084603	3.3127329989845387	2.195018171255859
4.862480123574096	2.03624073581268	2.009248799815983	3.0923734293522958	2.1326719369127347	-0.19030918670156693
2.6247309738177065	2.151171800879568	3.9833823796265486	3.72123550567325	4.257232437362303	4.2035863793126715
1.4528583838758315	3.1965830041353414	2.2913215125620376	3.1603259082166586	4.074232146791612	-1.020195563901709
3.1791191211614045	3.290395855750436	1.7805036404969146	1.8627543297005575	1.028462870196956	-8.694001511507128
4.159279592571472	2.424861045037857	3.3233439477523623	2.7445236696376245	1.7996516124730395	5.699102570046157
1.8223482894487728	1.3945028707540774	4.530727783014999	1.4223584792080364	2.2773163380110213	3.5696389186561674
4.947581372762528	4.113326444311949	2.3193443930837065	4.262870531376821	4.2533845396362855	-8.895667345060163
2.5245956122025404	4.979156406387316	2.7522877454617567	1.9261602205613728	3.172766581422596	-3.413034776642207
2.831230489063906	2.391295245417268	1.2753555759962047	1.779773397284393	2.6657911016466267	-2.109378619258012
2.682183213197512	3.069669344916838	2.987033600330357	4.3111505378621935	3.5979197748812943	-0.2655816698955369
2.1856054601457764	2.5282523784938755	2.16484652817377	4.99074176761013	4.6459624015209915	-0.8532044064375235
2.48892515641444	3.4823857843275117	1.1592809931454298	4.6541803300068425	3.0438158127410064	-8.841083153483057
3.4063174236212297	2.13258275792079	2.350911644796733	4.8444790135348725	1.990728740904355	1.8098030212236944
2.7433763862184044	3.451809987987504	1.0722257599046316	1.6771553017802543	2.5775692585324643	-4.247656743263399
3.9818079395241166	4.257776881381261	1.852728756367564	3.4703000818241274	3.1085966811821963	-10.690714476410458
4.0017862893948815	4.541473813129149	2.9817295687853287	3.2649874798532785	4.317921375995836	-4.719696516803031
3.5673679037749406	2.5133015013939	4.727931901903321	4.827917741541742	2.4256066730164836	15.724927109802149
3.5304553094470585	2.2281816534094907	1.6508693503209757	4.1546331184465055	2.352442698878358	-3.5996075683329685
2.8960253500327977	3.062181462853272	1.0732069968946192	1.5916245067507413	1.5783620033835042	-5.808521041799537
4.270428831918547	3.6317073115357714	2.1571686279298428	4.28407362394523	2.636083300904016	-10.23352971419122
2.6022606172056983	1.6198542063206869	2.7655245742640284	1.7059497669049295	2.3281708076683865	2.1845493951304467
2.4180760980411264	3.3302771320971405	3.6983363556436686	4.624588117881284	4.530616683559801	0.9084549777204988
2.7630415246616806	3.1903399475618786	4.417972365157715	1.5983476509372134	2.0203335726830995	2.683514376687368
2.787515908437568	3.1896837423528654	1.0435387778992242	3.499686331895921	1.4853849606184322	-14.095046313693919
3.44728124459629	2.864543057437209	2.6940863720473014	1.692122440254063	3.2686098057134503	-0.3042001762699483
1.8815905230180892	3.715652431456829	1.9816459794787729	1.9230122990940852	1.4928492017295274	-4.202831201183015
1.9763689428649733	1.4428859387861968	1.2371042499925506	1.3604061030366703	4.547533541888836	-0.12166548963665348
4.212315955468797	4.664208232725387	3.415721590400272	3.78648575687174	1.4794145529852163	-13.460192787790012
4.789985307125345	1.6311395311249046	4.726549628935528	4.031784319615293	3.4470409282641437	17.342161556616112
2.4537490846306738	4.84969931590555	2.618237102745931	4.763582053587213	2.668765780062047	-9.773337080327293
2.139277309421261	1.815706503464101	2.6168302209311234	4.256780653536463	3.954405368683108	1.844874207296716
2.110326823357864	4.689745497621659	3.2257613176923328	2.8212116079261444	2.8188001230042548	-3.092128139918374
1.840531050908728	2.3370622446036493	2.7025346205668788	2.8182912141271235	4.1653385905117615	0.4551276934269726
3.5832011331749545	3.3620458597629934	4.765215666230171	2.247388107350541	3.3897519973688293	3.333431773962705
2.475714787894151	4.793224082926781	3.236383781511152	4.834499653572683	1.2296140385543533	-15.154003976384663
2.639414169538102	4.5550550506652465	4.042708791878939	2.9519958369473964	4.013606361588675	-0.9946082962139215
4.112348782540428	1.5280294078702346	2.9340752931860385	1.603425668653612	4.5872053662421175	2.0211106172461157
3.123859415191837	1.0184550289848409	2.8247819892839625	2.5062583509264433	3.1695823113484343	4.4618159063446905
4.867566911125278	1.8776254681025757	4.9383719393297545	2.0465395544880365	3.4248825876388573	8.90253609131419
3.0073785898348815	4.827377172042243	3.7216375090123535	1.382380159547853	3.9881343274497216	-1.1526533211836114
3.37901922120533	3.2333841885451458	1.1857714239504027	4.979395272653386	4.077937152857613	-8.448401884258969
3.161224074221583	2.3225188850070118	1.6605447089079295	2.7652892603242014	3.3599669996556094	-1.7222725645394632
2.5699904047728457	2.2109543414233084	2.1512051811263952	4.712996768300688	1.1690169498662604	-0.6190698334332178
1.1041458840740486	4.14255500360151	3.861339349098465	2.8904280540751874	4.157638399072525	-0.21586458622054647
3.3260830554517447	4.4783705414176795	3.7576387990914615	2.740685939937177	4.379386069110726	-1.5002124961458283
3.3283982930441987	2.456696507217096	3.5257574927722173	4.092118890057474	4.86119979358096	2.995315290034538
4.54060524278257	4.247999005591029	3.4566584867139047	2.643615365879643	4.436048539770724	-2.141307941062168
1.7286296258053788	2.537789221157541	2.1006700492906907	1.8201253062800504	2.400646374837216	-0.5728948302813871
3.506458203036757	4.96775413298138	1.6425568223129994	1.4251987293820467	1.1845101726118292	-14.028870902405465
1.5984418681449215	4.089493897561994	2.3937963363378234	1.0831327372792259	4.8840458126857245	-0.6011006471368924
1.9458169614763643	3.335507727273853	1.5385068023121464	3.318009256575161	1.7694204014059325	-6.556874153869174
2.7952252429872098	4.877568162483776	1.4126542233814792	2.905854897946057	1.5213829216009156	-18.498846527466192
1.1407708268832533	3.3777205251251057	1.1381713528626185	3.1518628527331978	4.972359437322254	-1.6194360601075102
4.458694790054924	3.025125020596904	1.8754683976540665	1.5018644410457385	2.254098001668287	-3.4153391077195554
2.3090956687989284	4.0971143318053205	4.50809200947605	2.3145484902068363	2.3334375112551022	0.9413047908182008
2.348042549513324	3.383882013582422	1.4448095280600068	2.647503833702216	3.904445844089216	-3.087288397997694
1.2716365584965987	2.249782085039035	2.1667516100817865	2.5374607690060347	3.4541848838750395	-0.07756294390993887
1.111521419547837	1.7439786661861012	3.0206819196863743	1.2755133955725215	1.992748745438296	0.9083229364645204
1.0409681685581835	1.7757065318861556	1.2111615927751034	3.8827114589761873	4.001907267535787	-0.5701696085178833
4.852549262732113	4.60514056383771	3.6780741919210738	1.4360127601742336	3.550868095572376	-1.8193009240234248
3.7973294472416095	3.848703716488441	3.4807492567434037	2.468986229859773	2.2447510145470986	-1.5368194187309625
1.4386848229689448	3.106454802878917	4.450632931183165	2.1849154960299844	4.524538903469985	0.9338622170778051
1.5651272444754647	1.7203189301924915	2.6363770846337453	2.4258067140360886	2.700536419367176	1.2878902387029474
1.4416035834133796	1.9984487420690276	3.0296279562387234	3.947608495326524	4.7659722925564685	1.2312962734981594
3.487681211311896	4.9576854165394275	4.874695168556096	2.0809457187043883	3.4274411956378485	-0.17573351001373727
3.761160050171241	4.141654485546935	4.806665766233801	3.4355798391801766	2.6704401022487088	3.2178665643742423
4.407646175647153	2.26241603469718	3.5982456743745046	4.03270170558498	3.7277530928970752	6.36952078827891
3.6235152079260353	3.1892853890955335	2.500608274418899	2.0041982111318393	4.882170745628958	-1.024409142518192
1.6776177111258757	3.899930194146897	1.2450500558139008	2.2291751185021385	2.3024211685156755	-4.31218454119179
1.4094093965085013	3.8219460018649225	4.117437021969996	4.245763941916266	4.831258746656771	0.3659965543568983
2.529763434372564	3.5475289199691926	1.3805463810813268	3.7413978221113067	3.2001378496952486	-6.4091513205269655
4.954134595378687	3.16897426128622	3.9881524154672525	3.0390760645735018	2.886202696063932	4.273275624693339
4.985981264194581	2.1717093276091166	3.7725029199025966	3.165733726283521	4.237722425626782	5.962492638033973
2.023174170531453	4.507006872302304	3.8356342284446914	2.3664926603923795	1.1370633600347104	-2.8269453286295527
3.1383357861584344	3.5007778226934683	1.2208223384347257	2.3121065653324595	4.336417133602	-3.8150705350883496
1.4268675653805682	4.713485616402768	1.5096462340140984	1.4456034205573625	4.086736776139881	-1.617062860487175
4.549329185418784	3.223850149709015	4.5258588089229725	3.1933745195282643	1.9461990876291575	9.719050232200411
4.489937400241804	1.649179111643824	3.6523663306444387	2.458435586652583	2.874583981406871	7.692113066358152
3.4959767029077864	1.5429099616606612	3.9733089306581877	2.8033747471478327	4.396386158830557	5.417905517327951
4.60104868472622	4.476439721954899	3.0908950975502223	2.4336364941929625	3.833881673763232	-4.046637955795705
