epsilon	c	I	r	target
4.376570121048923	3.6167186381601852	2.885107259227835	1.4795537155349034	0.005421107490804025
2.363738518379241	2.3116153203917262	4.196447473131864	1.0240448010903385	0.05163597780313352
2.727334692270624	1.0818056946574983	4.391638466852934	1.3871523493890496	0.15786490296686148
3.3736461984952872	2.17995841975178	3.12374579067425	1.5463036923333502	0.02005418732660148
4.466623819704118	4.174409588194384	1.8740212323994765	3.97738605350606	0.0009634460398722307
1.5212082986361055	2.199592193576855	4.687955606762203	2.768920538999706	0.03661171761150259
3.8596223909741316	3.632373905394429	3.9802229405104055	4.4830449990628916	0.0027747797764974
2.4010575165716324	3.1435846634943303	2.2756625044646426	4.837447599747689	0.003155432000254075
1.654815057233073	2.2586720288421906	3.78055118545918	2.9038652093338024	0.024543867024536297
4.3536102706057695	4.739928636520945	1.9930389824570918	2.135083422164596	0.0015188955905515327
4.974790423741866	3.599396296772259	4.909832481684534	2.300806561482625	0.005269538458509275
2.5760218486467323	3.22874313757182	2.6101607082222484	2.125076721374669	0.007279410839502821
4.603816548117684	4.722960486494261	4.053696551566968	4.87005721540966	0.0012900028496050818
4.679531125979667	3.203628123724122	2.530171395266549	4.114335507692799	0.0020379045264548173
3.430445808297548	1.8656412621592413	1.3593731788964618	4.896346098471236	0.0037006659163820134
2.7276243511891027	4.397510210210317	2.1936154374414847	2.76175752818134	0.0023966069087839434
4.165349419908073	3.011194048289817	3.0481286651952604	2.5587889630668266	0.005019841818937768
4.397234458033346	4.510757102257632	3.4057728691432074	3.496509545462352	0.001732696863266575
1.0223972408519626	3.676615595273344	4.461936973259106	1.9534379226571643	0.026304365451693512
4.8351590883066935	2.388812738748553	3.5447917753752405	4.315372882696943	0.004738245427510886
2.5323487698134137	2.0567760350211546	2.078720072595681	1.8201884074792325	0.016966891064743722
1.4433968891429405	1.1111125617147142	4.062308335367732	3.5443584731850435	0.10236547262573092
2.8466711167037704	4.475750909643737	4.896494197012305	3.257098274502967	0.004195709404238565
4.636937187095435	4.0759035484831525	3.408595453193701	3.979818380661296	0.0017695112531667472
3.875188759946631	2.540609404243226	4.63864338397496	4.97681067925927	0.0059305003034928454
3.7643861605268776	4.751580115445642	1.2602758386763528	1.1021532491987798	0.002141280076257765
1.081914613530408	3.6018427986481303	4.951277650222794	3.1595435160787058	0.017769310478679568
3.716574864677464	2.3133625610666693	2.244942896752273	4.507237406077231	0.0039855173616834905
4.2229201281923245	4.722451971241259	4.399510807879997	4.499778048504759	0.0016522869056908372
3.5638897145287127	4.594266834475698	3.060821375730502	4.176236866427537	0.0015506590119846544
3.538486171987468	2.188845916043252	4.535291337611607	1.0143267913993008	0.041975854109966765
3.4400760094510408	4.772722208052928	1.437534983323142	1.8106192845898976	0.0016125420890443535
2.1093627655001788	1.3583832979916903	1.208012770936906	2.5219378184537415	0.019586703146383833
4.285516441096003	3.667881390039968	1.9297241466894968	1.747218630194614	0.003048838212091525
3.6287214444874696	1.0160375937347697	3.3295977932910485	1.8966785180432435	0.07458388395178119
3.7959276824693466	1.236316586586503	3.405563714141121	3.5682803628840523	0.026180193367307883
2.848211555940076	4.639842866667291	4.539224679016392	4.244251006236718	0.0027760159746539237
1.1841182153313956	4.940296253814858	2.6935905303081813	3.8214433457614247	0.0038817113276336593
4.450230034657019	2.860748335285745	4.453765257311042	4.881055902281174	0.003987419284304448
1.073798878373529	3.8366984521304683	4.729970663388354	1.0462999734708296	0.04551809571541282
4.866586326679876	4.423423396082022	1.7267197297706385	4.800669962777821	0.0006011719103594128
4.885151632085732	3.3635598488035656	4.049291947859386	2.0738647836300013	0.0056226676929659845
1.8794887554583137	2.5147730354781945	4.179916697724803	4.449695692215308	0.012578247190318251
1.9682292085831403	1.7101964010081805	3.1883764673113526	1.7237250191881082	0.05113921916979697
3.0390467792381783	2.9906121411874462	2.0185239060156297	2.255287298632348	0.005240763787057191
2.6486338176299906	2.2377934256840057	4.1046205834784	3.4301563661903662	0.014358772848487375
3.837644341285488	1.1960550248458488	2.4963154883294103	2.538311593257017	0.028510683321487568
4.888153804578244	1.9211285486386385	1.4008163487340344	2.5690219089650825	0.004810340414455283
3.7130967050562047	1.9878033062474516	3.5808815165845123	4.774425464383575	0.008135905354664989
4.918472409948388	1.2943439853848573	2.609627602265061	4.744709762384042	0.010623297846881638
4.8177905145508975	3.5403737957531383	3.1463673719553475	3.9549888958348607	0.0020967089325012733
1.607698522257469	4.305054412305108	2.8133310381785424	3.378180583385169	0.004448321881598332
2.2603734616525353	1.0075830823738925	1.2242417273098574	1.44875623535828	0.05860707648130774
4.604058252796794	2.91276074338871	3.0344024948102906	2.026019339123013	0.006102380679914189
1.675177204732094	1.4940491963826172	1.8995045135003268	1.41667210893281	0.057069039945652135
1.6457293896863263	2.71962802082204	1.047238514151977	2.8351757932894515	0.004829568231074975
2.8349384938854314	1.6199424842859798	2.89863821989294	1.0235221997835549	0.06058624651630234
1.5999048674998422	4.814224356968577	4.646376624259986	2.626240838064036	0.007593695524899876
2.0417045523864377	4.631179551303205	1.6264358842274689	3.177805491598681	0.0018601742704094032
2.166471915270452	4.700932214572593	4.931611652692057	2.777899197102009	0.005901623206554725
3.1791856390662736	4.4913046448405805	2.627159318182966	1.6912064248111185	0.003855218574892848
1.8167371511986798	1.879371711596893	3.4794848292133667	4.8243205496257096	0.017888810104468092
3.9819031161561496	3.964558418101206	1.3276153005415223	4.923606207349723	0.0006856914557474434
3.7111340087277305	3.4220230364132314	1.6112869706637274	4.3836167674713495	0.0013461329439741056
4.964814076361728	3.0563030622466982	3.953026718578887	4.844431716276014	0.0028003429404278887
3.818838235041944	1.448142215061382	1.7227586942938276	2.7006082661776865	0.012677373899304208
3.318499354678187	2.754981216991082	4.142679565010045	3.1033845328710883	0.008435034444539594
4.121613910530316	3.8895780653539713	1.6951708931800655	3.8284083388765113	0.0011301681734694926
4.688781128598505	2.8884019059197192	2.4198178277833016	1.9436884889371029	0.005065250578156375
1.9241778937193683	3.1960012012081407	2.786862412397619	4.0200107178491855	0.005613702071207369
4.7800272352242805	4.948495091768503	2.0469164141578506	4.8976886350734405	0.0005682669644557922
2.912455931549325	2.6768476221296256	4.613802214170618	3.778417894285465	0.00931241780974001
4.0022834965505645	4.391211087094009	4.641896618962441	1.9219008705982	0.004980903587122039
4.417700654623617	2.897430942255351	1.885642755703404	1.3154471634797282	0.006151537386304196
2.2761024023062397	1.0671624901645482	4.4745761204638805	2.07911205512824	0.1321421093314605
4.485316602261864	3.9996390019184127	3.154767643778139	4.251019919699103	0.0016461131201874904
3.0625493913486266	2.084347522752422	2.845852252680497	3.8618519706899024	0.008814820958803633
2.645604170493093	3.345506650806372	3.894437819853322	1.2867858800736434	0.01626709329069842
2.941120543718927	3.6275993930377206	3.4806310434264454	1.0682485288708383	0.013398443576910826
4.808261290369523	2.593941360798176	3.0812044665255875	2.141723966075084	0.007077319234375699
2.0846699919088088	4.961499470787583	4.418070037763362	3.69813528660841	0.00370515789053401
2.2432199073780485	4.799749651622244	1.9906675114234116	2.9033827781589188	0.002111570285584764
1.32357921454122	1.5224900837031825	1.0389588659218032	1.949489366739736	0.027646409127534827
1.1078369663659302	3.5164279768689206	4.846295591569853	2.492739850708789	0.022587791417629142
4.473435211584384	4.883595527858313	2.009797203815513	2.070359994066604	0.0014481247481319707
2.501490951911248	2.0028939301363478	3.2540975560440613	2.863813879671747	0.018021505702500672
3.4457150649890744	2.23768772395365	2.621189932383034	2.2430981698966006	0.010779336300262829
4.358392192685681	3.1166530187366916	4.7290036973151794	4.553764923977177	0.0039040553023920953
3.9148484049699617	4.602779624241476	3.9718529726735734	3.5523667685399825	0.0021455576258780354
1.5333725120877864	2.907334885216904	4.210750710069971	1.276255767923384	0.04051390933225278
4.491848030511417	1.5130125671278891	4.569901423914639	2.284758739843232	0.030958256286038894
2.9221085582170785	4.171171466135418	1.5970045013430707	3.8339738599546553	0.0013039612699975065
4.598567610142738	3.924796925384547	4.856983438906491	4.199016502179649	0.0025988559950342
1.4472872360850897	4.951210480842908	1.8007902797900668	3.6347991720504655	0.0022224159176371322
2.9252753385574235	3.7055312220273904	3.442089752626024	3.9527591563785465	0.003450438293316846
4.0678405605517725	2.3973729390605216	4.131038666877594	4.359775350501306	0.00645030365591807
4.537942156472977	3.9178605342547046	4.625843002446626	4.424844442034594	0.0023886697689597387
3.663369780885368	2.7280106041149996	3.4119087838311555	1.1987530818445915	0.016615558353216528
2.29975545502336	4.767107194223182	2.792437392706306	4.096788762816904	0.002075718767058509
1.6972786202274204	1.958503315241837	2.7697749084186603	2.5598035035151896	0.026451860057500942
3.754801316896689	2.2321328424179647	4.812285830722802	3.547462167343312	0.011540556124685962
2.184941323943594	2.4994643006808785	2.8243565083553714	4.163443716289176	0.007909577649127673
1.7913644703095488	1.7971232572144458	1.5132267982056293	2.4733502138923007	0.01683057119842654
2.174397928918028	4.751621867434785	3.669209263887749	1.5272873286791566	0.0077884151695470655
1.3730993675098089	1.3026160118705141	4.896232712817198	2.137200450020831	0.1564956009900737
2.232078035059589	3.7236708792431727	1.6850592131145132	2.692309951075175	0.003218535407805025
3.1092086679238933	2.5661774776628854	4.225430525113883	4.813970310990719	0.0068228282921969354
3.0155808378106146	2.237483939956308	2.919838861926199	3.20601056259085	0.009601149648223162
4.584445344585507	3.146476778406545	4.835241595308432	1.1469517039993082	0.014782820995527825
3.825292837480284	1.3456761923443104	1.625665495071539	2.697650238258358	0.013845857368123908
4.963075361349008	4.887734837385264	4.280225370984704	3.0857807163533915	0.0018618966214016528
1.4548534712135748	3.983078375363028	2.7767475159412034	3.3274898724719977	0.005754171775482317
2.9364470527920448	2.427394468240641	1.740470745507761	4.966306935507048	0.003223668772564539
3.0889038519086878	3.512031653297888	1.097240452005892	2.2491853590157245	0.0020378652372693385
1.042808976492923	4.8986024928447485	2.2318009901706204	3.0924199704464423	0.0045901615326519075
1.1842306085910788	4.270206341150315	1.3176639863568091	1.2198042742987765	0.00796160547048282
1.8612118250372902	3.8737279999805834	3.1040721747809443	4.087722740179517	0.004327294599568374
4.429198792761111	3.4860392682351877	2.563486220560072	1.9506213749227708	0.0038858713425852015
3.74372484662902	3.9499909860858233	2.9481812750169683	1.3647099961837363	0.005886237911509652
3.2848155157790315	1.6385989333731137	2.304013811845218	2.003486574492705	0.020752119244237137
1.5476356252254484	3.247174577001459	4.469673623710627	3.11000832844583	0.014016978175927104
3.8155120715983246	2.7740850256271594	1.7939790034238516	2.1241554964559817	0.004577821070707078
1.3990796318523024	3.387528586731707	1.30950518089606	4.421408324073606	0.002936015583579117
2.0172570980736246	4.795465987364622	2.9610708231551897	3.4827181628155333	0.00291694146074906
4.533255199262007	2.0523474767073453	3.53845112224508	1.1159411248423372	0.026428961494458773
1.082692490203184	3.6018793484094656	4.340087184996513	2.1177709650779506	0.023220744976199817
1.1424645011165953	3.452844882285081	4.7047400756989335	1.2144647878871857	0.045266194797083235
1.0160526539709545	2.5377030991195038	4.261378006932634	2.3181979300742652	0.04471176802463297
4.572298664837782	3.4199621390407127	4.963704628455803	2.92077690604397	0.005057669990843649
2.7741651170059822	1.68427048746124	2.071854253935513	3.464613945378501	0.012093959217488286
4.113801709983922	2.5601338730404293	2.383236515014916	4.755293013523014	0.0029582936917471685
3.6585324724656387	2.1793370314334752	4.095258640496441	1.1013666752958708	0.03405758304360648
4.3367623469222565	1.0058371115315006	4.232018718174645	1.8963362672411608	0.08095271639207771
3.1380454513214957	4.293376700886089	3.3107414675828415	2.106966584144252	0.00432345091115873
1.1693644490371318	4.781993686447034	1.7776184339453378	2.294533440948465	0.004611013590470781
1.570883099023892	2.7129640037598124	2.880518511191993	4.238266230147522	0.009355578306750456
4.815171731046728	4.48502059887167	4.205612238970705	2.7944735102803953	0.002472912202963665
3.8526215158265753	3.590264291585449	2.858077952595756	2.8536624405884985	0.003209832848777857
4.550569469745404	1.209669327806581	1.785300626035104	4.920796376007071	0.008671555503727786
1.0094550112175822	4.155167135158242	1.062705347332913	3.6871111594129538	0.002631981326077349
1.1119943743373324	3.8926985551677413	3.458675133365834	3.775528711553585	0.008652627110046822
2.717375494297546	4.055300206705279	2.8615413654411994	1.712436171170416	0.005951276017376059
4.772486522283362	2.4635440402716786	3.2271290595790774	4.902062911710732	0.003617364012017714
4.850309656358878	1.6608348234216803	2.9164426542124327	3.4034994734626665	0.010193551811206512
3.1478328904833837	1.6180764753922543	4.55336393382316	2.2385613223211505	0.039280204715468864
4.461178893245796	4.271556092101322	3.9026455029638796	4.2784816101193615	0.001783477766937552
1.5682686342184209	1.1889142508006678	1.0172780596665332	4.545343505583376	0.016068360908629006
2.484192718094088	2.718689580527692	1.3896397030942795	2.8506208405924265	0.0042255024668547865
1.2082567986437027	2.2818590870877893	3.4520592251452347	2.7629123768362684	0.03160780715239598
4.441868253848275	1.1564861612837607	4.3346001676547035	3.4086999231159614	0.034066996860575245
1.8283397113487228	2.3681963170584983	4.382183726272587	2.53199647746047	0.026863050051230686
2.29862330495361	3.2265408528069983	3.5388237670577256	4.429229067250917	0.005313843791573525
1.6123843718405282	4.641290206002914	2.8632594716513013	2.4203319209421013	0.005420756262324871
2.319253545550732	3.0837686536121853	4.654797772742106	2.664249291789352	0.012607654015166793
2.9608067894145913	4.7208092643153465	3.738192577217976	1.8196206579378469	0.0049551632601477595
4.977467477806068	4.036025314786176	2.491267821314056	3.1960426256200947	0.0015300717368457654
3.131874234163817	3.3170921130783064	2.456017975320097	1.8394094278752569	0.006166715136933465
2.773356567948519	3.739338573063727	1.9922339149608908	1.560224489622513	0.005240564629206938
3.5601900065247674	3.183054705487588	3.1810490626076398	2.490668253069329	0.005635250573013678
1.2498770511473998	2.5481736723633013	2.617307594698231	3.2967296724906863	0.015569197123150384
4.070263655083586	2.2993952763236414	4.8934509098215715	1.4059200117158177	0.0257409720611147
1.9434648839613435	2.285295846226119	1.4634247231362814	4.603191982585691	0.004985054066078783
2.98561982920232	3.198202029799454	1.365816285067281	2.0511876410942445	0.003470249749558091
1.4826768235080658	3.5525069662590893	2.5708456860763262	2.114531110081054	0.010341074960217658
2.0852955547840755	3.289844407035297	4.614942181336465	4.542770959016176	0.0071638621554822625
4.55166788421021	3.3018376348495715	2.9017225753286597	4.79960667053729	0.0019390471933638106
1.1636270932252266	4.732279352600158	3.96043174394261	4.610590351659965	0.005246281084587282
4.037183766028902	4.880372826270074	4.085965299922728	3.6132189735064912	0.0018716989844724727
4.382438207452413	1.2002595649247878	3.877997345885908	2.159398057646764	0.045271906124877616
1.8072319263180856	4.420310799259017	3.1230554832084234	4.8942504718479976	0.002876034803240847
2.034914952388696	4.2824722824672055	3.7591311751668495	1.6264277120424635	0.00985683444979983
1.3076598369974426	2.0732125249969706	1.1371326788777298	2.1801459689062326	0.014769414087618974
4.706835570359427	2.308152450288975	4.584246342215786	2.0013465993474804	0.014538103767965575
2.115680018634457	3.7182168179351986	1.3376006159173204	4.008512109370332	0.001815699548529954
3.1759993364690984	4.5183224829463615	2.9450274715667986	1.3605589610423965	0.005313213449262931
4.92169065199058	3.6725035674103252	3.5189041309020848	3.409488348198105	0.002474569127361638
2.8422627130469458	3.803233383605706	2.6224501823554984	3.386972209853015	0.002997406015033589
2.2922440075649857	4.539831634299777	3.308556608105964	3.8097571987551886	0.002925641200486458
4.797630948552455	1.0724044353135311	3.638976734460228	4.315998734198235	0.024320587490628414
3.6011895072701354	2.55036184384167	4.7917159344135465	4.403932785818531	0.007393003862000806
3.643990009108084	3.0018705756730215	3.92031446336638	4.159347463332903	0.00456830118747754
2.0055850743871293	2.002719151460545	2.9087049226278787	3.5955251665133074	0.016005759020645056
4.7284830098287705	2.2406803114542306	1.981115571486656	1.269150629093884	0.010464901494947042
1.618969861640386	2.921846359158672	1.30869977145599	1.6532103726797862	0.009115458572363237
3.748723176290517	4.60645927267906	2.9580740714499982	2.1730630374318163	0.002723572928997268
3.0196223993786075	3.1476309055665888	3.1321603918594128	2.159221017484269	0.007716969540640669
4.766715424191162	1.8798098292497505	1.2009434492050954	3.8598866732386465	0.0029398222866867853
2.3514971707985928	1.8558675470832509	2.766225227572475	4.6708950417644415	0.011637753264301793
3.8226698338138836	2.7602770157082364	1.9454271799640548	2.3939492932793	0.004440665248191677
1.5277567870753377	2.8578388860476034	2.5461317513883777	2.0662394215201183	0.015717760139085418
3.1594084721276916	1.1334853747585734	1.961005724938972	2.671411943966594	0.02878196957194548
4.948191113027091	3.293242471476832	3.5215109324067013	3.6943202985745662	0.002826967047230029
3.3118864541229907	1.5032669524708906	2.491843146821666	1.220002336754324	0.04343426847680324
4.611465632705345	2.96892515617859	3.500254881289936	1.241741854794577	0.01103699907405926
2.3508998279272757	1.2570525873675122	2.8401822839865236	1.7217877425497892	0.07067172911684565
4.015907694537663	1.5828437327866896	1.441067093531606	3.3605157734095985	0.0067832619830539885
3.085719227541834	3.1491988725429394	4.636395516888795	2.6841876170153225	0.008983201867843276
4.275214612050707	2.586369816444232	4.89318529140317	4.142038328295182	0.006574436158579571
2.7782784676035144	3.782617308963273	1.2135412359800382	1.3000293421801117	0.0037373255605045288
4.8560061804997625	1.4407739081961108	1.4058351821509592	4.019385552242786	0.005522350549026493
3.980522828308524	1.11328533596296	4.936605793609661	4.362845744850894	0.03650275351673967
1.6675097543733195	2.611477705980773	4.57564836686535	4.853434483790398	0.013194185142014949
2.994022595363652	3.1433616998116976	3.1264535761877346	4.931270124475813	0.0034109043042416577
4.193730187805835	3.031246296193337	2.1401943678539763	3.836100876733921	0.002304307285460518
2.2086200615343947	3.0847829020584943	2.6405544423822973	4.415912049244781	0.00452818977665468
3.644169968108132	3.6672004773028894	3.881990098917041	2.7818564299815796	0.00453181228908269
4.3790865403725405	4.289182209132015	2.866562362482464	4.352896127955606	0.0013009802463066114
4.703357802027128	4.74261899716337	2.4681965809985744	1.7192760950259118	0.0021597812257942526
1.6539129922281597	4.8067951188457245	1.1573769541567192	2.534803592488992	0.0019016332670070718
3.355601219123636	3.732468600259624	2.2851851299791663	4.740853190758222	0.001641052008392887
1.0181982014515785	4.972026757976168	4.621053533806009	4.2414593861888665	0.006888847623772922
3.921927225199641	1.422098493368813	2.288169990809936	4.760046191202292	0.009645802530626637
4.9896669476188205	1.80805267535117	4.596781399486458	4.441948245638026	0.01009733517809335
2.1689549816169618	4.78566681245692	3.2611755094262898	2.677173916577252	0.0039028536204368967
4.864948528613869	2.7055238184243064	3.9270175360904935	1.060468253615967	0.01655024119148223
3.0923139922911607	2.077160979668008	3.3754586174612458	2.7898752085559946	0.014432589029799072
4.196682650686343	1.7338517713159352	2.2188343329065825	2.701570894985553	0.010360926137194078
4.666182679323712	2.9422914835666694	2.681093994305809	2.975020421589144	0.0035506600485654422
2.204771400112306	2.234026057320255	1.6428575106778576	2.6508213406360963	0.008963952273868425
2.8610330260889034	4.5362346747505615	4.32954859955875	4.012879891178068	0.002916706237899867
4.349576167217534	4.014974402684674	2.789303430085625	1.1040449540687556	0.005734778302265744
1.1433743584682958	1.6835319684848686	2.247691989019801	2.4687742641033967	0.044714086676737035
1.6625219332515906	3.644759850172942	4.6928462181041555	2.4732866529865425	0.013673408237649485
3.3600029008198096	2.8219042810515282	4.1129226284939415	3.2107845817130856	0.007619654744701982
2.005597619311505	3.1850030599645764	4.760018488369693	3.57330176662931	0.010420668102343234
3.3842789278400685	3.0688793880783027	4.123554864358867	2.497447286351046	0.008244603762103547
4.357061342679522	4.208566381024949	3.187109917457143	4.2760674528261235	0.0015371299634300444
3.117481884903431	4.0751271106391735	3.8798260304152565	2.3076398456487173	0.005168661572335131
2.2857790830738796	3.591895548645795	2.320547659479693	2.261731877160136	0.005537169942220074
1.032893403788974	3.637273303112593	3.308873620541188	3.88619494746564	0.009916726938636985
4.914945911706099	1.6249393215515573	3.698571877900505	2.5837844992844095	0.017555163034287218
2.399377954921175	4.74357233867169	4.142444547698793	3.143802574930536	0.0038842918155490734
1.784000733527133	4.378568377880212	4.6191625286797775	4.998164104959123	0.004300446634828638
2.813706725820325	2.4679433463798235	2.299593540656212	4.1422009039158185	0.0051557381483099815
3.5659720046093537	3.9293298539031603	3.1376897549254714	3.655835046801183	0.002481010682927805
4.334889151814714	3.3303184402088912	2.6769404655062403	2.397855362778575	0.003695611760030475
4.801866617622575	4.7390789183890485	3.7828719269058086	4.6792762943243345	0.0011930677488335324
3.143279959566317	4.346314746270695	2.0389079255289664	4.0917368743236535	0.001335625301087493
1.9398545292212737	1.6166861515847164	2.5906377593174894	4.495064194124733	0.01809132289474861
4.790840087170073	3.773081802896791	1.4188766620543038	4.509809078726184	0.0007341799220288504
1.1633169965573984	1.4900422976492878	3.2531552405113806	3.5271103997454447	0.056834310999983324
3.811396320836306	1.123322334080707	1.8729723115296075	4.1695056256161775	0.01486531193465984
1.7246701351891265	2.8381706789215966	3.31475712590069	4.611115197342689	0.008235364220942658
1.9331056673876936	2.9454526958266496	3.8117200414986128	2.006065836044051	0.01803168229075899
3.409509134434457	3.979267038877519	2.0703082997020066	2.5387440302548763	0.002404020751641983
2.3455551348271872	2.7417893280914045	4.0853374632032935	3.7216272133381394	0.009908351165734769
4.137360643539175	3.2171294921215408	4.712188559670151	3.9619480508754608	0.004420521962051105
2.720710373653211	1.5429185751632426	2.5868917919662966	1.328184416616303	0.04785988893778551
1.3802492580273542	3.0133079555680413	3.9739695648298654	1.7622219019822358	0.028637790981543638
4.545758413009828	1.7924214035799897	1.5716078769969943	4.901146213557446	0.00349446001948568
3.973147990692584	3.619792517253295	1.60485633246669	2.4380244505405413	0.002012408473846201
