m1	m2	r1	r2	G	target
2.42695712799195	3.541825954010056	4.734114662624888	2.9955045381544383	4.274607315097308	4.504836106248566
4.328537559932562	3.2062386574447976	4.40915952013755	2.4053845493711736	4.379819453932333	11.484229521792756
1.2193265728297016	3.5426757616243347	3.964252210976982	3.137314445324225	3.4973669971305275	1.0044912361812983
1.6756887390660156	1.580426120436758	2.5560757160868675	1.5236300697482803	2.8202027910231786	1.9799847067630592
4.393878868353266	1.5230496958218795	4.899667453095888	2.1685522089985465	1.3559334444095144	2.3324055493260487
3.9129091296269007	2.486928935173492	3.1470516495232173	1.5750560948084558	2.0734653613630694	6.398988646554452
3.788971617149124	2.991964027937081	4.845054682361087	3.3388564525669198	3.561861588506876	3.7595897847110256
4.895919237977801	3.506842670703032	2.2013254174335954	1.090822762250404	3.0591021154289484	24.289896437868734
2.2020589469785308	2.4635415237889418	4.550756018993175	1.1734683601186466	2.6851692324224707	9.212417381358224
4.348567375402676	1.6038457354100142	2.9092719000193785	2.726217701913833	1.9933247757602468	0.32086452911188185
3.974027254133667	1.4784777087517638	2.7431867931397065	1.429336787620275	2.1190003227744465	4.171886451727456
3.2712635328045403	2.1384472752073416	3.4770581302658714	4.920349644876666	3.133106611071655	-1.8489935401850155
3.3984547142698887	3.7479887235499962	3.681678350050832	1.157287974625446	4.225584606413268	31.888625200485137
1.8771318762749352	2.8394742308787397	1.7683877224457527	4.631055553502868	1.4634757388998678	-2.7266645980839153
2.7811381871647343	1.1617648183296976	3.627739072474618	1.7995009452952258	1.688153532418912	1.5275568104111261
4.029946291606053	4.445916781686892	4.5959701600711975	4.908245414277701	1.6690668326374176	-0.4139695671956745
1.9005353314613287	1.8726793235524308	1.618676748034014	1.6569673507226672	2.3105631226397207	-0.11740195354078943
1.3476787318671335	2.3873812527558282	4.9950634964407765	3.206317406019525	2.259613958227585	0.8119767133369924
4.135618402836841	3.7884687956112058	1.2088829800981302	1.2531412701174154	1.5571351696354865	-0.7127559011593813
4.351212225051368	4.688381508180286	2.2164504073412017	4.247293579375007	4.8961491170587665	-21.547353372803272
4.437439096774615	4.144371512415362	3.6443415293300117	2.326074940569734	2.0869109917626583	5.968366502239115
4.2083136797480005	4.379822513258261	4.388924244686558	2.7519995125936174	3.5431639957188166	8.850710645928034
2.817145565871812	3.626290886389919	4.4916429108981815	1.002845396618263	3.914614575445874	30.974014134769842
2.351504877420651	4.683672370546598	1.0841495799814265	1.1774572302145647	4.301032393492813	-3.4624858823300833
1.6730005689342735	3.5340304763099586	3.0954709913170695	2.5862460071119533	2.0481193217083007	0.7702554244586216
3.02897674121375	3.095679274284357	3.1518849988966937	2.2291841438246984	1.97579131426022	2.4329746536474057
1.4371960822023675	1.5860704369147127	1.6758871720622266	4.301228048460132	1.4243578446275542	-1.1825133744544651
1.248542042466377	1.8762922566754476	2.5491232970223985	2.8075210532274055	3.615146138792545	-0.3057767001731233
1.0690699572506528	3.885460384206624	3.749898089567265	3.1463993293466235	1.2242171702125195	0.26010586994065715
1.1105066560570256	3.5475490643769536	4.822553465941484	4.766319023820456	4.3737781403530445	0.04215494806038643
1.8019296355752836	1.0503241574715831	3.2288059713791917	2.8541729610320328	1.5162299509710722	0.11665680033620188
1.9004129637841565	3.750104427277683	3.3499050857469475	1.3207341969530164	4.598266310524722	15.029902520382093
2.33073173145306	1.1256515517945695	3.872782071868471	4.909064678304414	2.3297493299146392	-0.3331669048746925
4.594076169757273	2.823466819684897	4.485477329666379	1.7339098638784272	4.7242836746023915	21.68012739632581
4.454140354239822	4.366851521759735	4.321934833872888	2.34085450180169	2.0998414145574404	7.997758242384994
1.9131212599578689	1.3897886560250434	4.3334155589736225	2.3999310840712833	1.4473283169332392	0.7154345339660669
2.788187249575858	4.247661539806262	4.929991829578311	2.4653680510066724	2.068898033774989	4.968595011382996
4.148273123291431	1.2668887651592682	3.1550099279607693	2.68528165778432	2.193537432544783	0.6391561919530813
4.168959704932344	3.294568299429388	3.7850674708832455	4.995016994551191	2.3550947815621357	-2.0700996895560984
3.4109372233595354	1.1510546012391192	2.5197505755432528	3.853750384591279	1.4364659311870305	-0.7747821654933288
1.1886773686549512	3.791073702031812	1.6306393960963668	3.6958032821910383	2.3952218233556364	-3.69879026719105
4.903061265660512	4.403853592781042	3.3407216317621464	2.3955573917421766	4.767206308195238	12.156947804404366
1.7020534751442056	4.023326728340152	2.2887217708968186	2.7605189619537107	1.4184652909714233	-0.7253520317395699
3.5084233836130654	2.914365565787897	2.5386242827538785	2.413311864547637	1.6599251041903618	0.34715765800791376
1.5507391511496955	2.334746624391125	1.1473167480844015	1.4653891713281575	3.566994301881917	-2.4432653145348424
4.840269279826598	1.4752941798960322	3.2980489992609168	2.348642978601708	4.7478449596622525	4.155493000932803
4.624443238734842	2.3435426023037675	4.1260489370751765	2.2231922819850087	4.758818361310599	10.698579232800425
1.4942008183415494	2.549666641933495	1.9536219888676567	2.5754946997130053	1.7173614542558924	-0.8086384487812962
1.7315034548854291	3.1266339513484223	1.8201158222756733	1.747898913997989	1.2832305532689283	0.15769889400248552
2.027496731457521	4.446865554330675	2.5948865053648182	2.1641920893605064	1.5078534791603806	1.042625572792442
4.08297115294063	2.3698583039891497	3.939334363168269	2.7701256243570507	2.228697421694616	2.3105722102987856
1.0624715620236955	3.4533157178514897	2.2431730950512176	2.637536026511349	3.0188310404684784	-0.7382905427714183
4.411025546495331	2.83181009783378	4.418811222105714	3.2837227755262797	4.980154019237628	4.86636010500423
3.167018918138035	4.893335339482613	1.4213231531696409	3.5083137438886536	3.626982609526919	-23.52503863392777
4.107630244709689	2.615854794621312	1.2239357431741205	4.482393888445398	3.869501393812028	-24.694685229227478
1.4633851393551185	1.1532779780308091	4.483426179110213	4.7697572632520595	4.8647133134242	-0.10992895196189073
3.4906242104373617	2.3074143172694104	1.69979545921823	2.951975711334483	2.931559070166782	-5.892298433694424
3.2083014852929685	3.0568870207858194	2.6303297502448366	1.630360222689306	2.5397103196700965	5.8080686604199245
2.682201347494661	4.64012002478887	2.9152434837810635	4.993471608632265	4.837528182188123	-8.59527742249556
2.127679501328579	1.013171923937131	4.662781089069861	3.67191180492736	1.7652234702746896	0.22022577516044586
4.025344517577885	4.841439234171006	4.459814984091112	4.275722584194647	1.6599473445344883	0.3123067356000175
3.246598504013495	4.2760804948524695	1.9779877228554352	4.947944280458157	2.4385914079735778	-10.273423711600957
2.8657439118968924	2.384393616928448	3.3099810258888493	1.2189864035559663	4.7700553664483305	16.891464276185186
4.055371974789527	3.825069895763815	1.3750265452197454	3.1217125283187785	2.238623258127362	-14.130643115073307
3.396041612367636	3.029915117516642	2.205053413813804	2.9479954771209687	4.467197592893903	-5.25348683639295
1.07217988532286	2.92057315711465	4.232010744057213	4.560451380215593	1.8470362957846385	-0.09842682305082474
2.75656762065882	1.4759646770745358	3.8052045149559226	1.7922248968176442	2.160549448629942	2.594643489768364
3.9804746560828037	3.3959829622499025	4.400561190805633	2.0746260760151696	1.0276260296323554	3.5390374705537813
3.625067344106239	4.024856950862908	2.8611649238615318	4.704047397502733	1.3681641670090676	-2.7333031316529364
2.239680066122876	1.0224866553722611	3.755619405360053	4.691379709077124	1.9299003239445285	-0.23472587716055146
3.6976029504038426	1.866506567513604	3.3575987340403666	1.8137673985521992	4.837438885453347	8.463592716425229
2.813599767628744	4.121681384653835	1.0543869195929363	4.6054919292869645	3.01992102288904	-25.61060285243107
2.5525109798832144	4.8009019048642685	4.878487311538441	4.376535923770613	4.151704258928476	1.1960871996393294
1.0255635391057365	3.413487979348715	1.039061496249238	1.571568493593301	1.3053335830643389	-1.4901610763777349
3.872227399631601	2.072934389459641	4.440430657417432	3.2586491231181234	3.5450416318671127	2.324032821145376
3.66559027451088	1.9040491993693665	3.130458266175593	1.7034693027860557	4.391962248492964	8.202742306093299
1.0841422872433588	4.792105739259912	1.3861938446210536	3.3070400776430624	1.4251560205211375	-3.1024462406421804
4.7464696779393565	4.612624883753847	4.325469041310473	3.3387345763251832	2.0372461357825538	3.047526887519161
1.9109526204049219	2.3604776291711387	3.206987663775483	1.6570474084888005	4.264908361549992	5.611025561214778
1.6538332340723154	4.3982087506983385	2.2075382641385484	1.88257990526636	4.144786178322817	2.3574133476517827
4.5069438155130275	4.793959415743121	3.774459700215409	1.230104389132508	1.0717964121106722	12.690238790997842
3.8698654300590487	4.612912390136703	2.2127367155113915	2.141179922150004	3.4908896299513046	0.9411853397869294
3.4517480695461904	4.262637699499365	1.099701930788926	4.310324774871109	2.0889122368617987	-20.818144345458986
3.990625225513874	4.845644986552949	1.9117531326026245	3.0533173171604333	4.23964910695217	-16.033156559766994
3.1146725155782566	1.9546650812851616	4.3406753253713815	1.1858267805043778	2.9715893833978635	11.088517888362405
1.5855720179759802	1.303261231612629	2.5283488654403548	1.0340285254870327	2.1116317208709834	2.4940767646034656
3.2267313211355813	3.2999921250007933	3.0031887598073137	1.8543862192375433	1.6528921382885835	3.630636659528043
1.5444884111230688	3.658784834787844	4.412057993165356	4.769053840285661	1.2712848719017162	-0.1218860855499318
2.951115861831049	3.8199785164941633	4.8918873535334475	2.8468914751574554	4.809427162447233	7.961329705155925
3.1608914726402677	2.6080970473717864	2.4920727253027826	3.1863208107417833	2.319806884267856	-1.6720514772398989
2.1251689670659	3.2589072540840545	3.8926284074854514	1.0271054420379038	1.2177617622796708	6.044685571450191
1.0365935350639952	1.2215869836367488	3.9295352163198847	2.366952384733413	1.0314568030562512	0.2194301392603652
4.619450636476088	3.490147092605637	1.0853153730786111	3.160009766090976	2.669271472563	-26.03373981317359
2.7877282056470647	3.944902538350848	1.298675046159348	1.3028422436838984	3.123751641769362	-0.08460868858658675
3.718927900662933	4.009904663014813	2.470169939385744	3.739093844014483	3.2896925990936308	-6.739838733107464
4.287371251314803	3.9696686806194936	3.8139560301654285	3.1688800650370736	3.0332978735665312	2.7554325822083583
1.4824138436311736	3.5179279678899342	3.7136321082798154	4.939430590349937	1.7717448379815073	-0.6174487204544158
2.3962475797682115	1.1066850108115531	1.736659280328816	3.924817457995583	1.4447614712801666	-1.2299755982242
3.410516183769095	3.1937717833121138	2.554205302363449	4.401544141007337	1.6787520385724188	-3.0046662908416986
1.7094051204176983	2.651627548020405	1.7656605997232702	1.4326701045727908	4.769721318997591	2.8459609760186493
1.5952755144695954	2.8348600872719003	3.401820007544936	3.3689560458202847	4.905425051835788	0.06361466047952569
4.465432320271874	1.414226603815107	3.0746374289792207	3.3690645710258704	1.0564041876281816	-0.18962134694657048
4.388711473782292	2.2865380037968404	2.3429869773691	3.1767226965650748	4.123236464741557	-4.634820546170351
1.6403935779060013	2.260176525746319	1.6909260435812623	2.4829301746751904	1.005115450533618	-0.7029827958372347
1.5928258028687647	1.398930135014873	2.9431615764220003	4.665627394729555	3.2857265813983445	-0.918379506822968
1.1876070553169782	1.2615897594585004	1.177960034924136	4.98918308068982	1.6019155468592827	-1.556449051562023
4.5468240614634885	3.936403795500671	1.5731831336798616	4.717928369493546	4.581756186783986	-34.74518350886975
1.7850340166826828	3.5053301249521214	2.43464355169192	3.877954421689169	3.860332223354928	-3.692511864150715
2.3496607419097013	2.5419451386951253	4.642406385298651	4.885120548779262	3.881745515513705	-0.2481275994946393
1.2395903308963443	4.15813031654206	1.838768471672258	3.354286526758472	1.172571922314139	-1.4850794040302853
4.4274754917371215	3.3848103580916997	3.811036852920157	1.1247786398776376	3.693636110643433	34.688231763776514
3.3028566512104853	2.6923065681626746	2.6868136703024232	3.854145905421605	4.583007326592955	-4.594027228219366
3.0755300556626266	3.3985253649204705	1.0332033134142449	4.686217668801495	4.4875981430731855	-35.38894226560021
1.778909927027224	4.067366482502896	2.5166181531691225	3.853258947158457	4.785997561846326	-4.773192265679274
2.4048351744675838	3.134856246974622	4.366899048679492	3.6220492050167428	2.7586201704785602	0.979345847384261
4.062182611546436	1.4995302087750813	4.171336726750096	2.5243538319012853	3.8629892818492646	3.680457236442977
2.9139433366680487	3.779703699482156	4.490251104937832	3.2363049396556502	1.9537738643305944	1.856829302279818
2.6961953986341216	4.326267132609475	3.2571942720473315	2.733564115206548	4.793479636339309	3.2882687524368435
4.959438822830506	4.053993513405466	3.7596680400728286	2.1734113989346953	1.5501332407974866	6.05015677456262
2.3618849746882584	2.5023531409962616	4.156259497119152	4.154659959457235	1.4496433930770491	0.000793642384881691
3.1344585146570485	2.2044914316171305	4.87310782341433	3.9240102704221447	2.786886055876482	0.9557952138623421
2.6158563984287464	3.986928910977875	3.3778019674458464	3.9339517510717057	2.9390075250431047	-1.2828670431934892
2.289951767257484	3.6953459877910055	4.119967816606513	4.210566162601611	2.7203361687177314	-0.1202236660599178
4.53228432958467	4.303467131573344	2.240205075541477	2.557531582540572	1.4409476925557638	-1.5566157569711454
3.5387705026030294	2.038560958393592	4.736424671815465	2.9738816859428514	2.248537525233253	2.0297457346029533
3.4935718504551008	1.5890959768554174	3.3511048929505067	2.686533009606086	3.1431559729276373	1.2880938315725439
1.9547272465753156	4.524420999071238	3.5692596627588653	3.686517031569732	4.702394128114303	-0.37060729051478253
1.009079074286953	3.3516179153761687	4.365178779892052	2.35180590857638	2.4251169203730747	1.6085445187340612
3.300394151056629	3.2877857609425845	1.847362073770044	1.0947917582555649	2.5154918813851874	10.156773797080973
1.3989734237492888	4.431800430980147	1.7763171694815072	2.035114476846158	1.935210237196761	-0.8589506419505147
2.979162615337938	3.5088904252604123	4.7261564131075255	1.4612196909815456	2.433985336938686	12.029100005797105
3.928647321970023	3.2710676363486444	2.7960048323201057	3.2471422790223943	2.7227351775799185	-1.7386317707268415
2.559512281431114	2.501727905184373	2.8216485182737943	4.626889630675512	3.2325884389490014	-2.862139959991516
2.350223186453101	3.1297572102936067	4.329797546427323	1.4544236674481104	4.295522858636087	14.426852436371783
4.3916807556792525	2.5995538319216416	1.6958928120440069	1.4637301687307822	3.5950495092590384	3.838551481888683
4.440363694895707	4.0951484351850285	3.1952521898767268	2.0198686672456128	1.6942040724443281	5.610547418278079
4.839873975644032	4.6284539594306935	4.366960191245512	4.6965072145136215	4.91175115572174	-1.7679481487903388
4.835314603498042	1.4772459256973556	1.227580014048319	1.2688451293223464	2.63607689722837	-0.4988388260755729
3.562158696629517	4.357674753945117	2.5713713609323543	3.1120169241264075	3.1418607102567853	-3.2950415400306863
2.462733753965697	1.7038370704057644	2.2365141081321642	3.2358229541759624	3.227295515198527	-1.869939684958971
3.616051758879191	2.4838860310035558	1.4464941605482098	1.048852048535243	3.8828609872391766	9.140703081389251
3.880011473745488	3.0213631274608703	2.8622530766988463	2.826392454737838	1.6860146996663712	0.08761422286015492
1.0625438784782446	4.341765386980557	4.382283370248391	2.863738898673703	4.893436075409031	2.7316231499622314
1.2547279038539432	1.5795220738195432	4.038790034162607	1.7788518185248448	1.451562278113094	0.9049330454309714
2.3625173982623218	1.7707450021287865	1.2004302206946091	4.453957870346427	3.7372147338646347	-9.513724468120706
1.8319763492169303	4.07899741724572	1.361437359632348	3.082939205078405	2.4497159857307698	-7.508166538226108
2.3789766417425566	4.4291961313565045	1.4103280296027516	2.3998072724482538	1.891877499068162	-5.827983148719978
1.5943133171855464	2.760186612715015	4.194411937601924	4.217866436833962	3.918511201831721	-0.022861013098031468
3.3278586458866535	2.8476960070642514	2.33518555150814	3.9602415101309534	3.6800673205729257	-6.128292907056777
1.783481095277839	1.82624340521624	3.185681878889128	2.9252918494974627	2.367228965442953	0.21543694476343908
1.1698022479684718	4.062841407671954	4.419247896227024	4.498914620210236	2.645512946628453	-0.05038172771311815
2.875595848031609	4.312284126154092	1.5928263271154703	2.2500473540508388	2.803273720595476	-6.374587509176512
1.314472741356047	2.3452609945152214	1.1607562523237038	3.3520875461871373	2.2771058728407003	-3.9534626943135827
3.4278402010381623	2.572015973298861	3.4103858161820257	4.895280984650928	2.384894690949668	-1.8701571060056332
2.7622417690580803	4.918969071460499	4.678577257393517	3.224871317960268	4.826244674897319	6.318230785235902
1.882388058892752	1.5041662775405888	4.533645169899935	4.692885513127812	3.3071433325057598	-0.07008476860299682
3.344599866131064	2.828502620802785	4.225844019481503	1.3921741869333202	3.944426033988435	17.97325669729132
2.3699567108143835	2.0462826388769004	3.3745829962416325	2.100561579709861	4.697872245524866	4.0947598123958295
4.5355017629343735	3.750330105569481	1.5640572853436527	1.4215494347206126	2.9349521257116944	3.1997793045618685
3.4753670888779213	1.5896699412417417	1.5326153876290365	1.6148452447477981	4.40578258368639	-0.8087162193872496
4.135094323838726	4.317892504019604	2.9174981286170305	2.609090669607417	3.921187868211422	2.8366124995022224
3.163415777821011	4.629809846755712	1.992091950592978	1.2162764180748322	3.6203245322564026	16.977890844752007
4.088478712741919	1.8151690676430896	2.866138051234891	1.991633418093519	1.327164720444677	1.5088958235677532
4.7117186626627685	2.0597593056118804	2.0338460517884798	3.0570137092273746	1.1879886682491647	-1.8973150993710863
4.340574623446564	1.84463907066566	2.4981896566382376	2.2458856808131533	1.5428549493727726	0.5555136952880358
3.7880270474622404	2.98352089392417	1.4897448634377173	3.6212111293251152	3.2139826892892267	-14.351536790918978
4.286256540786703	3.7733990114445217	1.6266890681592932	3.3775195517977665	2.190199341115393	-11.288499441149426
3.881952961034535	1.2546074985976552	1.8724519924245733	4.370197224186756	4.169011775507675	-6.197659028688011
3.5242388834090175	1.0617510998784645	1.8187282695204088	3.7443154042858775	3.782819770496232	-4.002456697002798
3.0838194300585964	2.830475732725571	3.3981387962875966	4.573207285691533	1.902464926235272	-1.25564310225443
3.8588512242260484	1.7362732348664465	1.07105988144439	2.509453867048783	1.934197513123756	-6.93524512927881
4.05463573753039	3.7681535616466273	3.4675149430521555	2.196579899546515	4.138264273085009	10.550102202922131
2.4450675218696065	4.825376038488633	4.100068294305203	2.7714420465317997	2.3931968992715533	3.3014626418543034
4.129758866062086	4.524991323226324	3.3620099766599	2.8226977568955016	1.0434240475263046	1.10810310356103
2.5924485419017986	4.652347917103585	3.06402348312887	4.592799393628104	2.73627102774736	-3.585219143796195
1.3610985289936002	4.16473840325975	3.6192580664633183	1.3621109794458508	2.8886342392177813	7.497175253938866
1.655798867363255	3.111985404451424	4.344933471898159	4.883950006547575	4.360071767765748	-0.5706719381359359
4.567179886898094	2.174551021593936	1.6626499621103137	4.0648328064028965	1.7649420072726532	-6.2303250666792405
1.8424300559325228	1.6055097696882568	4.889603106701523	4.745137339777424	4.842178907189423	0.08918408194274803
2.3087059339348843	2.6065328501448684	1.2806535377971353	1.34379223863316	2.5020960099733	-0.5524177844348069
3.6383378861048903	1.4787577196608326	4.003905800966096	2.6823260484621727	3.134838127838588	2.075454093349212
2.2766405687463647	1.9081714693864469	3.977238197246311	1.610422714223732	4.561979968210342	7.323322420503219
4.748443415119814	1.1305196961103023	3.871960154273349	4.43522953258334	3.871608908782899	-0.6816948965544318
1.2579388169189665	1.1900297950739311	3.8799415562325343	2.8476376663320786	3.4251801818813776	0.4790693952429582
1.970045444994822	2.9575249710845286	1.083722181420911	1.467950583058682	1.0846503824883509	-1.5263513120884131
2.317405570528668	2.5253479890773924	4.369321187015418	1.8860543624141668	4.3409043777073055	7.655238169009178
3.7056930027902495	3.1130815430461336	3.611305144671488	2.3443342016981514	3.0151451629970434	5.2053640049643715
1.4529465575026594	2.447770613137464	4.7411521613900325	2.1051291923457183	4.407784073579201	4.140256149733382
3.4641554023511385	1.962950464145106	3.1287092446210485	2.8953765626737797	3.3195265444006097	0.5814175879851812
4.3205295758354465	3.9494033763992835	3.384693107023587	1.3775750722054267	2.464679539056583	18.103697161582566
2.96723481526604	1.5417667222955735	2.3509772131631417	3.3370916332967755	3.373008746671728	-1.939540303852664
1.3576735123067314	2.1022401207937302	3.4131056278366834	3.7868867456560134	3.334626353706314	-0.27523911718601035
2.209317622596331	2.662331578901072	4.002287256861031	2.478716613761042	1.0843012639598553	0.9794848575315528
2.380667310319232	2.9869586200364124	4.619383008752049	4.058880105858567	3.513171757157581	0.7468183287212906
1.3627735022506413	4.185623566214282	2.397574569098229	4.602917549184708	4.59418018614409	-5.236760293922195
3.918917084637959	1.0114169870413408	2.113894940149816	2.6170041628999092	1.8796873776101768	-0.6775734954268929
1.0392542144225263	2.867134746647673	3.6571648953301583	2.6460458996810723	2.7528177220903824	0.8570530553330362
