g_	h	Jz	mom	B	target
4.3842199332180485	2.1872096884100616	2.7265534460583063	3.505471291519225	2.7592872902990067	332.1537271766457
1.636180922011354	1.7196590103934521	3.393346736111843	2.938690599950271	1.8001442529686282	107.31446478469763
3.550683127727515	2.418948180660641	2.094977061107617	2.248410159968392	1.7159800598596355	74.54735998116749
2.1389828561665576	3.8992280831339623	2.5678867151391827	4.276523320606269	1.336761828937412	50.59752496295609
3.3278758191664037	1.7488670215282012	1.3641965743285192	3.721936972650065	1.8279359639140609	110.96784158809008
4.8931625111523624	3.5327013723653717	2.990589020500645	2.8443982031473705	2.0925908597630563	154.91520113864158
2.7715157691156205	2.838408082787721	3.722237815403626	4.43955635301728	1.1340388471693217	114.97250908681309
1.9721881810663608	1.37408483362432	1.7765713065203763	1.3228167302441478	3.249880046231993	68.87543074446766
2.8854240877738597	2.006680376144653	2.852555643282218	2.2766157023812017	2.5689506677776555	150.72695789073916
1.9991547966998329	3.9399741342604333	3.36172597609406	2.634417131305593	4.982592901889436	140.68091287705505
2.1101462240832918	3.629754265553281	3.0472974099758168	2.786514005975312	1.2102091710336933	37.53632128636641
1.5212377518092939	2.455103089500976	3.36840934381715	3.498040863898459	2.417058495022674	110.87768069234959
1.6829300597507741	4.558177061764987	1.958740619629572	1.6294258450054366	4.892566754009149	36.22455297606215
4.510783579336575	4.523799190746939	2.8192270923077816	4.565820309381056	3.8818801011837634	313.05419925458864
3.589713912044692	3.072404834073941	1.8445406889911489	3.0924451106641184	1.8810262722995288	78.76737417202914
4.412247766670268	2.17596352796716	2.059229182232921	1.5291689492400868	4.719131071586563	189.32603661596832
3.9681958484827566	2.9371921200009283	4.709218151579568	4.823152933774606	1.4455378484159525	278.708312529595
1.8651705670155416	1.3587628459076722	2.833748130214325	3.597861535541892	1.5780303553761208	138.76367848903695
1.7211171506884442	2.9347474581001527	3.488236348670234	2.5445299511794164	2.582293027805824	84.45756550401424
3.442754873444016	3.741021934965005	2.2452812665578694	2.9100248204389003	2.8560687451014863	107.90257731063885
2.993027226902325	2.776396425941934	1.9754549241117867	1.5464835314371252	3.9572357772367583	81.88670763124256
3.065033776342265	2.982636537775354	4.2853077847097305	3.18901041049968	3.5072593767936806	309.47148664599587
4.821347593915363	1.9479639655444911	4.607536201631524	1.6312214055540073	4.455735852209066	520.7970281082083
4.756300843948309	4.4127932861339225	3.925612453260925	1.4351123335848062	1.1038581139533379	42.115520759374256
1.3912372671180764	4.746845421474732	3.294491130633915	1.1988708363887717	1.2112617425749077	8.809975899186107
4.889715415706741	1.890985345654168	3.015860669634745	2.8086013579050264	4.757884803278525	654.7727345961569
1.9857730958818582	1.4024389873493472	2.740542403602084	4.441648613115727	1.0405048716206284	112.68091270519399
3.1556558679510136	1.8467950615820616	3.153093204314754	4.3345167135568765	3.3284715684775974	488.39717369164885
1.8467764175934	4.619026422206956	1.8366754608854892	1.1456000877974415	3.3477256342559887	17.695346112198322
1.4493018433377405	2.0767248930295787	4.4273740112524	3.0534395803967014	2.8252691667336034	167.47697825068263
3.1153887356974845	1.1088450369707226	1.8436707086434632	2.7033941165543265	1.8307782619481971	161.08300544429255
1.8038916148919828	2.247643902513631	2.2431758682542293	1.1796042451228501	4.306485015695968	57.46261596677927
1.572545756120598	4.596808353524672	1.9009563267350007	2.613230843877495	3.442074623791416	36.75335232107104
2.4956445049268217	4.2633116073846775	4.122664784278005	1.0866273512532398	2.3490957114895585	38.70569602219946
1.0034903666980184	2.671529571634527	4.408808692017051	4.06825714826095	1.7665540389760883	74.78072438154537
2.797536688551655	1.3551113821334977	1.4862934537155823	1.6198078226462085	4.296335198576518	134.16736194300435
3.0652637683000834	1.3089399623158813	1.5161371274971325	3.1504799493777007	1.2624658950967835	88.72844099244577
4.104640395378293	3.423017772925019	2.7804303584658765	4.675908554147815	3.614349702235064	354.0413841698404
2.4315067754007758	4.97960277589424	2.6916905966542597	4.407547947397099	1.6996322076003345	61.86397007638647
1.6227677291078615	2.971157321780717	4.258124142064464	2.761520875899316	1.8385911327918216	74.19290797338023
2.5084234759008015	3.4886149734268583	4.613358790170655	1.3812982584878268	1.102205087623199	31.731806109217032
2.401312886310985	4.811051569922376	3.5527334484404367	4.677908050477575	3.102297733086658	161.69120178869508
1.29455118930195	1.3803856140665274	3.251674981175848	3.624014781781167	1.971812531918239	136.91826405534277
3.643633084370266	2.1293107679511465	1.4461120911872931	4.701198822913957	2.2916880301033338	167.51030419590253
2.927655348895766	3.3991793234390744	3.6346449874743874	4.573695578090846	2.948063076465841	265.21114172758894
1.657561216016025	2.176276663995699	2.3554476026604267	1.5691677300792173	2.1037069827309067	37.210319937201106
1.1258132314872942	2.452134457629929	2.86887197729824	1.7629739251592058	2.878677524012493	42.00026311995204
1.8643149719123648	4.1078650243453465	3.242834357792044	1.9042646939270915	1.6830004198490571	29.63598020081697
3.7354359244360142	2.6991657453666225	2.5526844154422452	1.0158591712888303	3.3689153370286204	75.96478894725476
1.7452939511095118	4.469874170271296	4.2133630525991865	4.386202375076267	2.665245115256172	120.83920477116592
4.874562625779007	2.737380365300216	4.155618460575279	1.815767828038644	1.8346441762876124	154.89172104592745
1.5358403909192515	3.875500718016621	2.5302552301938337	3.5790597971457814	1.3033926915735283	29.39048133593323
2.695788442970425	1.9527620654651927	4.171886196870466	3.3402156904023905	1.4977665091412349	181.0370339557764
3.1394120675426374	4.044382234780118	4.7219383476924675	4.617942664431616	2.7781964293225734	295.46619222327814
2.6430310804582966	2.191513755971559	1.8726709114101652	3.893434177949859	2.911971776225187	160.8864245866533
4.423979553876526	2.229501329435217	3.3285915758906537	3.0703310953777496	1.6482732550533643	210.0197689686023
4.139685514275349	4.274527244055647	1.842559406849944	1.1450871906907754	4.21056124627321	54.05790031901388
1.6749817359007864	4.866475334478079	2.300779906840186	2.4195609155779	3.8704011567025582	46.59539899431278
3.49532538987111	3.5696044189913967	3.5614703644642014	1.3837851792649618	1.3297005453752169	40.318024654289935
3.176493104916922	4.46268915713044	4.764766311386147	1.0306371362807525	1.736017508527846	38.127000586406325
2.816235146787213	1.2246700416658918	3.9768891059825298	2.822926313751179	3.976063947943017	644.9500371759199
3.0121340116693247	4.8175858300317085	2.141223234256063	2.052592961175998	3.408278731464778	58.847034819468966
3.9970922061292913	2.157306393067175	3.9490606618741264	3.1582282951787364	4.703155105157977	682.8712544438838
1.2643773991815488	4.704886390520311	2.203342065235172	2.9121749201407554	4.818036610130413	52.2007725681965
2.4402347399425546	1.5017977320550209	1.5571715734156837	4.5407450106639775	1.2537544576249795	90.5057353453888
2.45472502985262	1.7094304909307558	3.3351991843940687	1.0642108543470572	3.107435896952332	99.51370862958706
1.9724342964599868	1.0858837717354834	1.1576935979097218	2.143398542777858	2.559345927980364	72.4810746747662
1.8038696317411675	1.539054137991103	1.4259572795323583	2.0556607066800083	2.8713784007860452	61.983985446206425
4.56876670055512	2.2481812693498577	4.8071842144075765	1.3272621133225608	4.127854679774451	336.29420772959185
4.2880046632372295	3.354318037670476	3.9126371530642943	1.976751563193599	4.916860264778952	305.45019812249217
3.3118699900627977	1.4251029515558633	4.4141861462444405	1.4233269728253086	1.4569209466513864	133.65900353181422
4.561212924096981	4.683415713168444	3.566282105514641	3.529202159818388	4.171472324273422	321.27660601128724
2.7933042644587385	1.420857377585834	1.325516045429803	3.1441973302778607	4.543205327207223	233.886295341034
4.828189489247516	3.885117359310548	3.2489874901918725	2.583811838880395	1.3986582503480638	91.68125863661669
3.81355392960424	2.138086827218397	1.5717835563827125	4.080835591613425	4.46972768966838	321.2974860508219
1.8602241322433803	4.571793425138435	3.440218003124404	4.359517357393497	4.885933545869723	187.33998231017102
2.8228203366594795	4.810593383549769	1.8790010196574916	4.914903479637053	3.7915364086795775	129.0986486444377
4.568442380866852	3.359444545201022	3.264829067524309	3.891448173596214	3.2223386242830627	349.80291146441107
2.4083358532413577	4.597608856454416	1.9393377597223556	1.4501238567561705	3.85947468062713	35.72330617150748
2.298456798756958	4.062865585533867	4.988183991470164	2.840661123030011	2.082581698854249	104.89328788069878
4.2205931605869935	4.375811313430063	1.6784654182196674	2.617378198555962	1.3047899208277638	34.738754547545874
1.1177143074293228	3.6167249772678267	1.0034467571485737	1.907955271520008	1.8059540328318917	6.713738293819637
1.2705959872203252	4.916061925789835	4.290907326212999	4.028432052160621	4.944405320331491	138.793537691467
2.6988160854882306	3.1656717120526547	3.9832746949048103	1.775634359941093	2.2020080052681146	83.42572202600701
1.1509292239084483	4.023012147244465	1.5565653515238769	3.7303395827805375	3.814859705053227	39.81726638892256
3.1702458941550766	2.2022304115922866	1.9407756628400692	2.881361258044834	3.2510783531171032	164.44116609973813
1.493649838568242	2.2403683171490187	4.553642664007773	4.770457653767501	3.5048515924090884	318.9318322957209
4.6732327149580986	3.1183100157491817	3.533228074316473	4.375945287639368	4.611103675901322	671.3151217242514
2.7372020673610944	1.9909949751318488	4.084585875599877	1.4077139199842352	4.346944033008669	215.9051733806141
1.4283153942239155	2.505992463933609	1.7673676322264078	2.121284028200244	1.8852871776638072	25.312058034356905
4.022159236540009	2.953894267253842	3.891441935368427	2.2586141452142927	3.849769291929619	289.4886126875062
1.7279981648215594	1.1658031068777597	1.4553930421861727	4.707407027744711	2.7738261308656567	176.98612376454162
1.7962067116615383	3.8834356903922913	1.7382335058383651	3.5590178297510695	1.7900636606880205	32.183022029902666
3.3649815999925763	1.4220297577405658	2.311332801246751	2.2180544021943147	1.6059446084357931	122.41062510663984
1.069727528275247	3.8980844671386863	4.821353754439361	3.035135004716187	3.0216325841337484	76.24132957637572
3.4413713803729293	3.291361374141194	2.2747176507646567	4.822391810917672	3.1770367498036984	228.9539138762218
4.357147064615623	2.4327994856673563	2.6554661532907065	4.3287750898783335	3.9642816310392766	512.7976944067307
4.125976343886565	1.73983108575476	1.6460165338201769	4.654557241872889	1.0374818212589223	118.43841327499923
3.153941634066008	2.6769140409775343	1.1303104435818034	4.781692473908982	1.3279619185032219	53.13297066890964
3.005171297490459	4.610565340707517	4.621914817775823	1.844506992755472	2.0037200169028018	69.95748681628606
3.1576065339108257	4.752056848777429	1.0777579663703234	2.6864194707477185	1.187243536255239	14.351296428187707
1.6644140551776858	1.6096839833027774	4.8353148140079805	4.484252055984697	4.70162136175459	662.3126378310577
3.223858874525799	3.8659915623428116	1.566936050362556	1.0862390987220194	4.028337113050212	35.92505979327647
4.915332080858652	4.778375095071104	4.933837859196627	2.205629593481085	2.386566157579756	167.85853387849704
1.6201618740025263	2.5093937277125162	4.3244856224628245	2.056991974125173	4.005572167406758	144.5443377697386
3.3323871473835305	2.2609434407054474	4.93405099896404	3.0739358641630115	3.1530494590223723	442.86854985965795
2.4716045439887098	2.182129801520326	1.334065543241333	1.2368717288649518	2.1519992421820993	25.270987738791643
2.2457377915040544	2.340689825833718	4.3171467982684435	1.871082462677292	3.708721664041326	180.5963772738353
1.1657417167151785	3.142435851230331	1.4686546937032443	1.6195922000193097	3.7010219719013655	20.519313329832933
3.4771674852810333	1.6555571532465607	3.2535555339535343	1.876255990849839	4.5389996120915415	365.65520657681884
2.2256109926201724	4.7764281202401	1.5232506516925772	3.803653367435304	1.3646266179124926	23.14792265370822
2.8371420495532136	4.0700709572860925	3.784032412183112	1.0796598867735363	1.7108172899422591	30.6128957552113
2.9523816611559828	3.9819651565221976	2.54308109256597	4.691784209707048	4.192590393066793	233.04274383631653
2.074215224366136	1.4978136668536457	4.586818924227353	1.8206498599648315	4.199094940662584	305.11925738850806
4.943263780995679	2.763869427517913	4.428047285117843	4.906328834649129	2.283764331426565	557.5660477649662
2.314030706864464	1.6449947793506152	4.431015852167594	4.501988977226292	1.421605161704036	250.65200607355808
2.1343341740346204	3.8959993352631033	1.5985562539444538	2.5062876647178682	3.746470146452837	51.665963077399795
2.447228445061466	3.410185591080064	2.004835429071686	4.22140294154463	3.3762167511834282	128.83748025508828
4.236821977067929	3.893793680830609	1.8440811781789948	2.0757836272275667	1.1296706586759475	29.563858481833343
4.5857201351937125	4.4135279610062055	1.5606193814017333	4.6314303233936815	2.942247322564181	138.83304198836709
1.7998453473219105	3.17725668886736	2.31831656544824	2.4393631111124248	4.1667216723986105	83.86996028994963
1.2403420755854977	2.177208130209075	1.9837079039635053	2.959506425281571	1.5829552244865221	33.26496254570841
1.9872311693243248	1.7740051185159331	2.8498855902536966	1.7322801616483725	4.839713711377623	168.16616471230373
2.985854556353844	4.715880171031173	1.2136837852210125	1.833757745307756	3.0565693051383955	27.06247513231494
1.5264031402153666	1.1057967537383933	4.307282115570692	2.809664148838995	4.472526215044564	469.44469007527715
4.233851525074916	2.782944003757919	4.224033953319275	4.440217836467434	4.665931807539796	836.5291693219641
4.098697045679903	3.38350104518624	2.3880331165296758	1.8441276388394288	2.165172845645273	72.57436856308063
2.8286700094003923	1.6171191343628273	1.266316263668508	4.4196044816297535	3.6084072066398085	221.95312797429784
2.660121591915244	3.6072688468037977	3.1164282805645467	4.972325268596767	2.3424555346104285	168.18639765727943
4.419686683948536	3.3827935688659903	3.2832611861343035	3.0986955755755696	4.9023680408540775	409.43608134561606
4.582856579492359	3.896267885493518	3.5139703575611025	1.3725420784451097	1.4083679096608837	50.200403492149256
2.866326209549856	3.1656548461690996	3.1053694451201803	1.6974786603357543	1.4880993595849767	44.62635852169075
1.4163028936137887	3.346314445351648	3.1358020299291747	4.943590895187073	4.980591776545358	205.3247820151553
1.0619256768010177	3.3917251155938097	2.332908345925325	1.1067164604826751	3.7485307699345674	19.03919005849087
3.9047215348065354	1.9079705310819024	4.490684463453653	1.9836125901863413	1.2801826763307207	146.63566597317626
4.744686743552122	1.810102256721288	3.212919348162684	1.1698725505848775	3.8751856975747088	239.8916858287333
2.5283082997169357	2.3352931800851087	4.936437124723186	1.6841760497743017	1.0948970717735458	61.92170111681029
3.6152457778727345	2.7755802650786623	4.6728849800963586	2.0982049892579293	1.2977711876545532	104.13459677161244
1.0809322891601574	3.44982372488802	3.5029940348494573	2.7092849007403275	3.379680657006984	63.1467777642135
1.0689061021055235	3.5030578336439375	2.1188900289890755	2.48089159172872	3.910394580438113	39.41022407605367
3.877619128890352	2.3648997162841194	2.3754306744698086	4.722811257115224	4.501197041645124	520.2394275903265
2.7437928826981506	2.5848360680560187	2.8467474610381203	3.0544097335675566	1.8458770516784442	107.04766439127701
4.7496709483751145	4.962825368642571	1.7845464087779987	3.747208468706994	2.9646731476840484	119.2139064695027
2.2842959237573366	3.3541986546410314	1.4532638002151717	1.807424807681504	3.894551773787625	43.77293114054113
1.4524639098089331	4.319139057906389	2.8291791538549345	1.5222429955480807	2.7232364586746955	24.780942401063506
2.0381761390495567	4.680283469848426	1.0780997478659915	3.53010683217286	1.3573385006484382	14.134628055725761
4.441824291890342	4.166068713570303	1.2342095184441817	3.6052608835692297	2.732555123619384	81.45342194481344
3.4383039221581337	3.816693331214005	4.628233986003551	3.5098399348826166	3.629637311299151	333.73573671970007
3.571984021010568	1.303848347082817	3.7176759846000658	2.178866848240567	2.9041402993079197	404.93201578621733
3.0998406963790206	1.6150194088680037	3.798176692314131	1.2888135884397127	2.471786175410233	145.92095648299542
1.7910327681445812	3.592974283194996	1.8530049676239173	4.8419498283887	2.4577704686762925	69.06650527788723
1.6243706065698196	2.484547147177917	3.940333936258064	4.054530146127272	4.700344472003193	308.4757281871277
4.246067064375456	1.7871701926007977	4.189424876915413	1.350358304439868	4.1493389981381945	350.41537233614457
4.8311378886690095	4.550898432216211	2.8019023346847844	4.382800806114059	4.506665274084686	369.14091739372213
1.1505257982370094	2.541609649570664	1.7489407821176968	3.4570040320987765	2.879383435933605	49.51558015410844
4.857591037220537	4.691012259084227	1.1909345880219755	1.0654878052085035	3.800103925777069	31.37372712761855
1.0979297687930547	3.3547585431471165	3.7634958480683447	4.167557499983605	4.605356629507486	148.53522890260814
1.3271289422922865	1.6732613792797544	4.411343440857978	3.6910616361788886	3.76043599110466	305.1332750444794
3.658821980432816	3.058359516178077	4.319817618255193	4.3890688118216685	3.734604510185166	532.2492156032001
1.6669869161714868	1.1352141167205383	3.967982808734811	1.2810484897893843	2.6462165871189227	124.10663903994794
1.3764549787480247	1.5856568795113248	3.831406487752529	4.469799159218871	2.96875174770622	277.3018619537729
4.110001990698441	2.5659271549612463	4.054956094655452	3.989450276737632	4.509974747110324	734.2617424809174
1.0855482007151511	2.598095363393173	2.468724435659372	2.5780164230429525	1.469474492503641	24.552416325416388
