mom	H	kb	T	alpha	epsilon	c	M	target
1.133582882958168	2.061807352368584	1.7044035800395898	1.2171312296641086	1.4658109145992209	1.9744719598023244	2.9000814558791124	1.7072749954819932	1.2090045672806975
2.8182195185123504	2.251529076736465	2.6983551738148277	1.896236170967325	2.348840717248581	2.3184085626504345	1.8736687683333157	1.699922698066595	1.5103149467733932
2.3129641861890784	2.656612159137617	1.9766944853136856	1.0355580535333793	2.0097705021728167	2.9760291791807885	1.8067456101089971	1.652090469949603	3.388001699326918
1.056731274787622	2.7745548425426017	2.2979988391909227	2.868718955781186	2.5809976296628103	2.8039952355228186	2.6496738200250687	2.665130982509315	0.5007648847910202
2.3163130750993943	1.7139967599725543	2.0358625827717933	2.735505335991085	1.5236704702162958	2.166418796520957	1.8009059168021708	2.5333697068990935	0.9413827122599894
1.9235849951837347	2.009858754992707	1.3619568924124292	1.604578278711425	1.3920127446320676	1.7982909171903023	2.048997614971654	1.6611930156781836	2.0386934298163992
2.7926899102198632	1.7748390150826308	2.4954390482081936	2.4128845215636465	2.7357252390978504	2.908359300835433	1.0734021885357592	2.5605157221117723	1.7927272627083817
2.1789678665393657	2.2752180480470505	1.7996407348225174	2.8025133705855745	2.2839597821013693	1.770892021250951	2.547194286833632	2.5478319006255745	1.201776725556348
1.3428879192023322	2.6856503526947493	1.2820019974679666	1.7678022848712849	2.8171193771049583	2.077431596756308	2.7883305971474317	2.001908384173518	1.7982499106520122
2.7462998383797816	1.4167427346698893	1.0634396097699912	2.259618371206616	1.831215917631656	2.5303441679152034	1.66833537630317	1.0651197104296557	1.9356777554199625
2.8133756637223613	2.106425510167244	1.5008471844263371	1.4540197440012477	1.4281226584250744	2.5025224558979726	1.915578223880945	1.2989172888529097	2.97603734490418
1.2542640395500029	2.575940984101289	2.1009274276363934	1.6581317596606766	2.6599982790424783	2.4207837794566163	2.6983835742182465	2.2780244341233264	1.051234811082579
1.2821796249228732	1.5071964040298562	2.3157200463173178	1.266581201094502	1.5377586164157342	2.00175299217902	1.1599042592507534	2.4856130955371367	1.27930543023155
2.248631274086639	1.8284457571073702	1.2361282008555454	1.0439640724222947	2.514700416758965	2.3020293105060943	1.5739503840571625	1.1077137116157818	4.037158784519996
1.280281547678758	2.5191663256932078	2.064389662274788	2.7628824514926342	2.3819804168865137	2.2518697103515875	2.8770201696304034	2.583531133625752	0.639577832645001
1.9572374781274624	1.2380756686523042	1.424260987782766	2.9429041854782483	1.0324075292725412	2.5517156496726368	1.7531640732361258	2.01091555973852	0.7017370098644731
1.9791170570437682	1.2762226858837642	1.370748392570805	2.40783680688921	2.018679072272795	1.6253074220925905	1.1668640014786895	1.2580745123197719	1.4534192118352234
1.8790745710110277	2.694009453328178	1.7217813577042604	1.703002407174989	1.238562204972332	1.8741315622311925	1.8062757495829125	1.249885882006808	1.8886783425744489
1.7747227891572397	1.818597528530264	1.6524849120889993	2.5266494822750705	1.7570459799611442	1.9492278695095135	2.731765984036993	2.8485677786326518	0.9192632496470212
2.007835827760748	2.1227546468939904	1.67162736091496	1.3869237358565898	1.7788892445825757	1.641125740916979	2.18781049297611	2.3527533615415233	2.299806821787416
2.010011141516109	2.589937797630129	1.2714481267399222	1.45442555224199	1.313201947207193	1.3589814769921948	1.5690658695535855	1.1788741638942748	3.318059292706557
1.056984856675928	1.3130164049658302	2.670956790587444	1.3826039968872708	1.0027509900340628	1.1656155668254913	2.750000050885376	1.8689444271560036	0.4366668359384623
2.0861330025600493	2.755462967918409	1.0449559612536743	2.2623861601128783	1.9841535421475331	2.4946859931241394	2.9467066276138287	2.7006983240579427	2.6497789839532824
1.0937869973762857	1.1709083334281956	1.224633675120203	1.0772523584103162	2.2375438007664714	1.7170050394706682	1.948632502568564	2.890351791162481	1.7932368083998518
1.0882386789060403	2.507445344063094	2.3260389437487548	2.7131453277491278	1.8823776368898013	2.468456776246806	1.6185605735627198	2.3267893960663657	0.5491723771501641
2.5153599072840134	2.6152778483038692	2.4569372310046584	2.2693104757564524	1.1188984130479307	1.8979864060030815	2.201309206637036	1.7704132348017307	1.2770264516304004
2.7229604293997043	2.4075901170823237	1.1098968024913238	1.6430305417709552	1.61084653489339	2.7425865691953297	2.0330426656947784	1.9790544255224003	4.014898041446803
2.599895363671573	2.1545246718787485	2.171311270514521	1.5045420323834149	1.815533150476006	2.1156836108708643	1.810757587338916	1.9209924582433182	2.1147893734440624
1.4913058839007898	2.30581669548068	1.3083892449513208	2.933412363601237	1.6156115660723969	2.4106720813772737	1.5448539056785455	2.9598737348761874	1.218908937478434
1.5627403472032668	2.0796870140313457	2.045867376684872	1.2467075494873248	2.9831105446319386	2.7018908154233987	2.7236382701920765	2.515367998964974	1.5035916081905634
1.10683870578708	2.1165683390506205	2.6214489801753817	1.1960121644033397	2.0816070144747973	2.7112430271073067	2.962864839552414	1.4064629728548357	0.7906299968114526
1.086785717162788	2.3963049213901373	2.3628312904204947	1.1420313650360412	2.9336233802399865	2.4575395134957403	1.1443908392037685	1.689243978447162	1.5852335634580923
1.1253263479302995	1.3259619661413222	1.5103180481911764	1.2639219254123946	2.0563083351589606	2.3395756302984525	1.4343439019533253	2.40199143963321	1.3865964193311089
1.4739635298368254	2.318507736544621	1.6345591808249942	2.055619066826818	2.1753733944398155	2.729396950145051	2.8059840278489516	1.089412624391001	1.065449000217909
2.9861668124575056	1.8722097674706435	2.6749749136715213	1.8674342162475357	1.344004734727962	2.2341584978548514	1.3837494098753975	1.0552952708430146	1.317385321028831
2.723927875622397	2.974255323746112	1.8369060568635656	2.7209605184323444	1.1289632939280023	2.369877649998525	2.8652761560051654	2.355705624155805	1.6954267246300108
2.9528349095844715	2.2824597973702283	1.1806922732843086	2.1983643518099347	2.8027309445134594	2.484525683235792	2.763561074042431	2.4431738013647784	3.0071464833159194
2.9758218482373744	2.1512274356295147	2.029282649901196	1.4387363591758229	2.2763906879466824	1.0889618130482608	1.0189319908366707	2.1015120856734453	6.505445893258347
1.7038837151462187	1.414918404147263	1.1831727179423743	2.6049205212737356	1.742158565911901	2.7959367544485048	2.6560871297706146	2.704890374952795	0.914295286306528
1.4941127264427885	1.1773744107674418	1.8674974552440533	1.5040849558687932	2.3894443376097128	2.3586636701406496	1.8890985500600124	1.2834687742026114	0.8200775821232835
1.2884044842482023	2.7900233570712905	1.9400646445821488	1.10151208803359	2.9738028013514133	2.6510795578310264	2.7242828802374714	2.064044852060859	1.8701943795833516
2.3946733295851974	2.3333226652371564	1.6455040671550456	1.2158870267097757	2.622149260044371	1.4857854341086978	1.3605273217560945	2.5901936495358218	5.748516421692842
1.9887795361291576	1.008520078161944	1.3868514203882654	2.6361245688462924	2.344473429440998	2.258629101664655	1.5233706462321357	1.007799131237754	0.7938435896435944
1.669107842833435	2.3979372744030867	2.7367306063075767	2.0879365665302543	2.768674153389528	2.2312796267350152	2.327190884805024	2.2924920978399905	0.8538683193823433
2.7297612035410523	2.4104859029776384	2.8746535854982738	1.2907768508808473	1.5239695709589092	1.876414084393459	2.2704284308810605	1.3113502604371186	1.9253405524958416
1.894513105754242	1.358912767682398	2.2302811916772147	1.6307170565716582	2.852735591539377	1.5049518039328682	2.6135436942690045	1.5903212173498755	0.9377577230837888
2.619458797160279	1.1858432544000894	2.886137034440323	2.117461609000954	2.443208696298393	2.545435013978945	1.6812111794596614	2.518204208877024	0.8748261618310806
1.202004413607867	1.3985830972822395	2.635511220535509	2.4683017555960785	2.1870617564499284	1.4758296418486123	2.185168858731644	2.546718047078755	0.4044653158179408
1.2110114047050162	1.9816288421176143	2.224045785432275	2.9408418140829267	2.28988421410942	1.0614468089605982	2.5005978046481068	1.2382777971855579	0.44600666420086055
2.561236462723545	1.8402631565912368	2.1747332796823624	2.5791126683366756	2.220891962889236	2.290244131334918	1.3305202440501636	1.2698369178237394	1.1579684353639792
2.3937528784579665	1.8474000527021417	2.3397013563227946	2.3731469949061252	2.1434890713790304	2.3219228113576347	2.8399242798050284	2.0407645688414187	0.8971480094344683
1.3313754121193784	1.3538245537126363	2.7650010156051854	2.270405875182791	1.8906748379451268	2.861068382034201	2.2615837968986616	1.6919576798682046	0.333481625754806
2.110975604425812	2.3826993218393016	2.4388938217912366	1.4630471974433668	2.469096891972668	2.068335740755908	1.7031101111377351	2.1066670330256496	1.9225489964855835
2.5429825421265204	2.300589759948626	2.721550129737233	1.2421340345275853	1.4858796151075573	1.5649731613392155	2.464432399123604	1.003099748029688	1.8485671776707244
1.977355527864204	1.3607533658007334	2.306692618746761	1.9070261134041429	2.1176349936061696	2.436163106494642	2.6493970896897583	1.982862796151473	0.7220486815274245
1.6907835611138258	2.2256960274139543	1.4469568539215247	1.5117891134681756	2.7486138026749023	1.9247689363227527	1.8630431093445547	2.156301892123955	2.4060208144005304
2.4153545279399022	1.5285184631577748	1.6751671409785551	2.602424718500304	1.4854128741808177	1.0975528539295512	1.4257562699674533	2.8538196595290093	1.8995613350753064
2.4001136505028318	1.0783698012425826	1.3835608710641951	1.9694801896447285	2.9685135778012963	2.3949612039193937	1.5090120907270386	1.5404060106239277	1.6883751827206184
1.256847287853202	2.989943291389601	1.7763999392321257	2.7952741323958463	2.6128412889096237	2.8718546635751707	1.4134161232042868	1.2558825961412878	0.9015680183334068
2.826087994742295	2.0993701402067684	2.187720391842645	2.1021808425192567	2.2635773456144936	1.1451240511957583	1.9613050675674493	2.9525671943892218	2.2224123980278043
2.504694500947012	2.330466460901592	2.5952767851137173	1.6948187900000613	2.6510731446937137	2.272183760315144	1.7171584330035568	2.3005348129045	1.8454235094758495
2.127844905558769	1.199618036482561	2.559272868480536	2.7836212670279497	1.4309396667559613	2.9166600218302188	1.3123375776288384	2.8461224867873196	0.6004726674771828
2.8409808712927873	2.7155058667205294	1.5182244670925182	2.188858605163148	1.435996349522031	2.7307878351432557	2.0400678479683902	2.1791223392225376	2.556863744869017
2.0226800878629168	2.775184322945889	1.0544426167228054	1.5291005956526753	2.4062323614942933	2.1780499078255082	1.6445508406429443	2.9241622981024697	4.9799076520319625
1.5446141641680402	1.8970329373052777	1.8262740913371065	2.118121101131779	2.76639956494842	1.8069627534305017	1.660249982127695	1.2172403728813974	1.0274514939081594
1.8118081325813016	2.4445145136643305	2.6426557128997206	1.8264192039879088	1.9670861501227581	1.3994889420956953	1.199913406684698	1.4395979040335731	1.4451753440391224
1.8976482964606023	2.8577145963257573	1.545532982375892	2.7878780810859625	2.587209574336042	2.0802432150867345	1.3167532992726552	1.9428760347582013	1.8723715511929564
1.3857823082589713	2.0903735635178418	2.546652003353105	2.608324033827328	1.6703991473798396	2.9428058763981317	1.6230799056964285	2.0958419876683267	0.5303126110827017
1.0415557256431864	2.2404715710350334	2.722906256117814	2.0780909683554234	1.187014225899688	2.6363196636377797	2.1141300433355816	2.069405031233793	0.4507786955684835
1.3399735333601792	1.763772415460464	2.292360603927225	1.6017069443625045	2.1541549789569574	1.0445402854164978	1.9126934679815188	1.5796993564689314	0.9686708459364484
1.850402335610172	2.2341573785256017	1.6798154801974143	1.123034743512377	1.1775365714990431	1.4860234907391867	1.3158019863658466	1.8049746456003104	3.001725724177573
2.636935031990925	1.692422084481414	2.4031446396105007	2.3943059920432512	2.3617187402675115	2.5869290726585845	2.920550166465535	1.6012605771355857	0.8541637733004533
1.6295260078704483	2.7283240639419857	1.902253427607106	2.77948241101509	1.8717735631768573	1.4299624925623515	2.0377185880279063	2.93857749552448	1.126362603205583
1.4375236495035442	2.3449013878499607	2.801380977976223	2.535050511547338	2.4115481511872483	2.110078258040013	2.348874190915227	2.4897320167149357	0.5790546594882349
2.3306066815574114	1.0768980279979998	1.2861578530623912	1.9694356734255782	1.4074998347848624	2.7890504492734896	2.722470511360126	1.4511740293031816	1.0817603770024484
1.5424515634216207	1.2622522983764652	1.5841526915685855	1.98172021826013	2.5964091989391047	1.0471388102788637	1.5020176117788546	2.1793469133025503	1.7970206348587952
1.326016915065924	2.4553025810163973	1.3793010759160091	1.6290732324242698	2.488786558382518	1.1996430269850626	2.5715584411998416	2.8267129575394305	1.9722812732952484
1.5115656508815216	1.5831261080095915	2.3784689995205115	2.0649426655869467	1.9215218468589397	1.2381844796425938	1.2916604262109932	1.8830850385344813	1.0263152370751352
1.4303681794809582	2.8726900071176	1.4792528178271283	2.2057870813799862	1.893988442814849	2.671416311566526	2.2457738357658004	1.9061487895947893	1.376767421405921
2.9983240157616056	1.3929513241080664	1.6831256320570978	2.7684712157596816	1.1445044571329384	2.4865601000933406	2.5897481626015675	2.2229799165213944	0.9944753956908612
1.8613292420144771	1.1645961553884296	2.6891763981231644	2.637850034967668	2.538296548429186	2.8274011736205016	1.3148941491581496	2.5650578796652117	0.6550645793163112
1.1525962151433549	2.1632798373016806	2.2163317068266193	1.3819335885028068	1.1146781586943817	1.5187303692890235	2.0771953847745124	2.3494809358770645	0.9644793744831336
1.583247468984475	2.9055670617943807	2.5262636807651844	2.5585941902729115	1.3721427722784256	1.798993866291988	1.6479649202345723	2.9264064100608977	0.9130197697210379
1.198059794700002	2.9994093133486226	2.946110153022228	2.9585936667833224	1.4257265832303492	2.5803013987299863	1.1646510311595155	1.66639701682419	0.5055715504494295
1.852255163440408	1.8541638622168999	1.1401244361960967	1.2318892137315045	2.010353401529924	1.495218031420694	2.239182132178353	2.980811876797123	3.499405268786158
2.9598323781105553	2.7127667407780858	1.5226689011560959	2.2148422646998265	1.937762771651276	1.843324666154456	2.93745972901304	2.4841615007833715	2.6464615212255027
1.0667953635377336	1.7341384319051845	2.1601224530227543	1.008602555269326	1.4893770990901916	2.483627809264686	1.3700378566011635	1.4408009222138092	1.07450748806322
1.3783701585532602	1.2404849219485248	1.2409647008916365	1.3338974495443985	1.5332843681139574	1.341029659401359	1.1586769239815429	2.7420348390368865	2.9774795230996074
2.2495884407891675	2.5178563861740377	1.9879283347030448	2.8844353923106825	1.3081501754190628	2.176989487670892	2.4820865571154425	2.1376446048727664	1.0696062167705869
1.217846703097978	2.271990933967272	1.668177426061244	2.979217218902459	2.1555042065629086	2.005264934204578	1.6967006283060382	1.8450814238720752	0.7255655949114137
2.8154048396331715	1.4743541988291675	2.417149429229456	1.491030245905652	1.7611156412932911	1.2531355974384364	1.938397182603616	1.7397696843820198	1.660066828023179
1.5621695158621125	2.124138922211721	1.2551464928672371	1.818212471386436	1.8241127926933283	1.754979127394635	1.8615165126345483	2.6384449151901816	1.9957557630769325
2.205947412351496	1.372277504435186	2.351546486201396	2.9729851832264376	1.096856801732505	1.295764915663841	1.1309991250052245	2.0547067014414417	0.8620429534274245
1.3791052142203222	1.1333539432113406	1.0408816665946496	2.0980800979962178	2.675077450171504	1.6690052794604873	2.952658705030605	2.080085011583789	0.9572085222782998
1.3041298833417447	2.675578694122293	2.028513347709957	1.8162939469771424	1.8801588594040213	2.723252827833284	1.716084371450539	2.0350413341878704	1.1159263001002324
2.4903588962658967	1.5737414508977274	2.2205169242009353	1.8989536034685517	1.015823898242877	1.5512206775041928	2.1975889607414953	2.7383825731642806	1.148752274097669
2.1097440665242235	2.5360877459217352	2.9724017409829253	1.4552354611302492	1.4802910163636815	1.5914960641324278	2.2907644568417505	1.7339004263173312	1.3868505161332478
1.5010485032069494	2.7199379298221027	2.0661197655570387	1.27712039415055	2.2005547853150333	2.310510658244352	1.9608138487551316	1.152897744312684	1.7097322043437897
2.819440871385185	2.5551309335610486	1.2652872756405793	2.436860344179582	2.7106932823057184	2.5050026763141577	2.1877165974257733	1.4554653740282848	2.6373583252098887
1.0775887492023772	1.252036281678625	2.6777066626550283	1.2387901914924218	2.130123087318398	2.2346907108553298	1.1145617762371929	2.64686047656722	1.066517638660424
