m_0	v	c	target
3.0292818420330203	1.6731023270601597	8.666866572278549	3.0873557960082927
2.793935277142911	1.0707959039490946	6.023351561545549	2.8391593282367813
3.645391233632621	1.7483553348905383	3.743445191741402	4.122655222484357
2.5852353803606345	1.5661238704691869	4.502563142983224	2.7574142844436897
2.9144443013422814	1.2868708404361586	7.768136551347926	2.955277675976004
4.9513691970753095	1.9813716464181552	9.702346283316944	5.057961120222174
2.581019263131583	1.7397854862005984	6.507539939621744	2.678518079602015
1.0488900130265209	1.6774177135135893	5.2091054551360205	1.1079035256504222
4.163102346036242	1.139405319583804	3.418537637030516	4.415584914902154
2.9590474972081364	1.9367252300214428	7.3953087949023	3.0660561978032663
3.432211180648973	1.7760099293662341	6.697894419925222	3.5596296185952854
4.279940159434009	1.7402673070513166	8.124144321160593	4.381647920152052
2.3058859299595014	1.909398436791094	5.738936933831928	2.4451898830696
4.760343284018835	1.0760303491225829	3.2331831600759253	5.048113587682339
1.6428054154642961	1.2913185096763635	4.2366872785456495	1.7248782710748778
4.073464465298936	1.8320323952715185	3.4532787836350214	4.805469008300419
1.3330110958168753	1.277298515698183	7.557885593440845	1.3524653751383988
1.3383830814439794	1.5838669775421201	3.4336937805777565	1.5084473135578569
4.273531600407888	1.9955348920757647	4.622659191647446	4.7377128562801305
3.0505682570984534	1.081824762111382	8.384334427414501	3.0762835814913463
2.156955562773542	1.4681826186933336	3.529995335651255	2.3718371394084863
1.5244442731061594	1.9819164433198908	7.7735935832727	1.5765444594073126
2.5106358121131134	1.3742557832817726	7.765106809913999	2.5509024582884057
3.0782747155302337	1.162034970261583	8.646801531024195	3.1064544375862218
2.3951315967387985	1.5085099972851663	8.198830805056819	2.436731593444393
3.5863558440348777	1.8899928571166087	6.562919412137583	3.745008362873693
3.097605330633375	1.4821659487466734	9.90260853092126	3.1328962900243162
4.261726813683685	1.3942622285682311	5.8251688918667766	4.389310855532603
2.974611128683766	1.889951505084779	8.116629290568122	3.0586857505891434
4.360486071404967	1.309489854214281	4.933901881582681	4.522684973557858
2.7114236029741696	1.176277748209397	9.097480547276911	2.7343762277527968
4.80334053909295	1.952723125058066	3.2430738847575897	6.016171969649387
4.334106382228088	1.5900383218981555	8.482724185525356	4.412313613099191
3.4431512812934724	1.4240945553935571	3.935206466555383	3.693486519033904
3.8981160688642102	1.6729812026728048	9.432376927022213	3.960916424256472
1.6931774992607518	1.2166905273373243	9.934808263376373	1.7060195068913258
2.4241107405904696	1.603186955770251	7.804570466305659	2.476932157669708
1.518620287129333	1.4171619036530745	7.264001577808185	1.5483729196717553
2.8566304416629404	1.8643175990877032	7.208219352447653	2.957252779517572
4.72598201161497	1.5254559963545082	4.425873020209961	5.034470621075825
1.4625851400022358	1.7619851202488666	7.1742991431457925	1.5087964621878491
4.056531605370516	1.1485269833934386	5.4500131880246485	4.149724047334626
2.0276950109941634	1.5653865421341584	7.549931364862544	2.072736829446568
1.2955769106760142	1.6722597977884508	6.063537531260555	1.3478491070335676
4.503462107847968	1.9750788023709291	5.370406293286912	4.84286742426398
4.035488152384817	1.4458182933815442	9.7820771777449	4.0803027171047015
2.4585633538087746	1.3502639845024398	7.785602676218073	2.496393596636335
2.077094274262404	1.8531133382745173	5.226428469703214	2.221417489752751
4.238381594027418	1.7395820736317569	5.280568483991592	4.488956440560849
4.7234376719282345	1.9077376686053364	3.792835850614592	5.4650730768353055
3.4341615908606333	1.3459607889874414	8.546790393523345	3.4775546977375527
1.4630016416090572	1.4917210048418186	5.197047065468036	1.527267742922772
3.3000798416079897	1.7570806584541954	7.885584662294621	3.3851862039662386
3.4784623427407504	1.0184371487775643	8.999886822393478	3.500950162845093
1.0532308427806667	1.1731327167113201	6.229058672449965	1.0724214269304313
2.7385652471063047	1.6509964646993012	9.677847935259187	2.7793066537175606
4.263741115774255	1.242235181744239	9.77328567634593	4.298606055775354
2.7466865983849744	1.9649740981875816	8.027025097620507	2.8328771493669014
1.4440947358547582	1.2833108065334486	5.9136661476697325	1.4793477363881014
2.7985034211141904	1.9843458517334405	6.620976140072293	2.933344484410234
1.3190268448197284	1.164268511058439	4.499034796490887	1.3655429821139968
1.0075690477719657	1.3518536298633022	4.0705694289280245	1.0681970630805235
3.5271154136344776	1.2077050484002374	8.98214346701511	3.5594367538722254
1.3872402281818372	1.7976404354551618	5.7150462009756025	1.4614181734555045
1.4694764050161826	1.970574575739456	7.848781241073416	1.5181018784064475
4.089962417893103	1.3393393232134778	4.8281705587325545	4.257032961473956
4.038588446195188	1.4685456068764842	7.293261286721739	4.123036381941967
2.395984270968735	1.982250968515085	7.810742144892903	2.477082477545584
3.6649705845664386	1.1231490843379652	7.8041763400699535	3.7035248446875118
2.5654311298795838	1.936290079785338	5.136142377678942	2.769797660716247
4.8059889873284085	1.1612266614000202	6.629302417482291	4.8814614584667995
3.0775075483308494	1.6250702143801103	4.0883142933490655	3.3538447245603287
3.640367394833316	1.466915850797918	4.150162507915439	3.891569392507845
2.3528275018694718	1.0572940907326276	3.9047802130729146	2.44412966474633
3.48405559054455	1.741346850206868	7.647107691954893	3.5780573748197666
2.382201171629264	1.2655755909833144	3.4811263155032317	2.557180523505996
2.534134399306566	1.433813111672325	9.788344480309089	2.5617671992676163
1.2189966431555552	1.3872318874257228	9.51575531020794	1.2321602490567605
4.221924180430752	1.7253570596428252	3.442651533006256	4.878872799821734
2.542966857331584	1.9239603030832881	7.900249589354581	2.621904626788425
3.343189078473382	1.7038041445518954	5.522279980467569	3.514656053482092
4.770670409102414	1.0733542393656847	8.985019247271762	4.805079763469959
1.1084242099590016	1.1463324419463756	8.193706740326197	1.1194337616719374
2.884086382933833	1.389933432079408	9.501537763854953	2.9154494113418434
1.2900969886944922	1.7214124174610426	3.1865687479424727	1.533035555013538
2.6795848749374684	1.9582965757847732	8.889498286016837	2.7470702614868365
2.8638058856069013	1.9630857376472024	6.6977768930159645	2.9953518990530306
3.762690832854122	1.9455261574874665	4.9936231681420535	4.085514840720252
4.4748333001708085	1.0865177658847855	5.101261599739049	4.579922475933247
2.207874784099777	1.0846546272128494	7.277884737822872	2.232810762485048
4.804684477401629	1.5142730570576624	9.079260753506944	4.872937267511878
2.781971541666075	1.915722159347584	7.782801873380161	2.8702838025609867
2.19717849132492	1.0565043450981977	6.854672968404937	2.2237507048476557
2.4025488776054638	1.2196190014262671	9.73696514978566	2.421620638410604
2.3222772342233333	1.6752437696925349	7.47286326138127	2.3829263933040683
1.2776628920118165	1.748266825094915	8.083183701495242	1.308637830746324
3.4955388588533034	1.8718932743209291	6.874106618111652	3.6328256825843197
2.0895760339998635	1.9850065940965136	9.68967034025849	2.134852625334637
3.3271192205236084	1.697256831821946	6.172218961679054	3.460525895962556
4.588444462113252	1.7867904034517852	6.683019233248075	4.761793000690098
2.3502794321924716	1.277327236558549	6.907689070933067	2.391521852219209
3.456294350805123	1.9083050836980395	5.842496382447835	3.6568582864576014
3.3433757120722585	1.8418245181955295	5.300015010532818	3.5656013270802798
3.1187524191937888	1.106248493146015	5.240062833636157	3.190665115874914
2.0744043204196183	1.516572215474946	4.945821906522747	2.179393280953347
2.935153609977883	1.1419266490106617	6.756109916845905	2.9779998983710896
4.6292829408482055	1.0057586595037966	7.526979949627048	4.671171311892758
2.239558958160522	1.6506345987301678	8.194469380967302	2.28642531710305
3.1060857085755904	1.5772681049069168	8.275043072504777	3.1640938913149714
2.5316748662580766	1.5977957648837289	4.860660982131186	2.6806450783040234
1.4206448858463239	1.825456923798609	5.723214057544463	1.4989352952939965
3.1552578668206857	1.1807900612120903	7.698209550294496	3.193042733961588
1.0098278608376083	1.2448033702856285	9.063516757391305	1.0194888852236301
1.6726157376143802	1.8138658986272096	5.682034996519004	1.7649623254461082
1.2897020733750586	1.1909290090783025	4.934660197972153	1.3289859426405577
1.5264735790665562	1.7123726831615689	6.769180980547872	1.5777909663045258
2.5908779928486143	1.7634352916362994	4.7193263751753225	2.7932045035470745
1.7182706130118843	1.55252635527427	8.329479706884495	1.748918738383668
2.84037704331581	1.7282376021125685	7.094378076841787	2.9286038155921865
2.616499118891396	1.1919607385992097	7.950171595576979	2.6464121072014946
1.8466796373583616	1.8776356509813017	3.3725681082766634	2.223071466293881
2.9130861216882837	1.7618243109392238	8.533737499019692	2.9772265804423417
3.9736281935983007	1.2210995234999706	4.5375147185452125	4.125834789171684
2.3348067031060333	1.5722602203586007	7.556024193502061	2.387055201876582
4.026725261485597	1.0623270655962282	3.8524788631479887	4.189142765367477
3.3827648114100044	1.8720368867047883	4.492218947894822	3.7212870399713687
2.3734019985887462	1.8501202512133563	7.832524179047322	2.442520343378634
2.026673960519657	1.7135095921205823	5.387825248877141	2.1376626127162006
1.3763855527126112	1.3379351596197069	9.233921147403539	1.3910651059116812
4.261537121226775	1.1861050071340504	5.988654474172196	4.3476636218733775
4.74613693080507	1.5437425335401382	8.655627194975885	4.823472275407375
2.7172544824074607	1.9397826119732149	9.67381902279336	2.7735864283218596
2.6355385294136338	1.5445997407550662	7.014636329875637	2.7018542140441406
1.8174242248899255	1.5209142355274117	7.623055825326537	1.8547136782248488
2.7429246229642015	1.0394511562801243	9.755025362503547	2.7586301634468944
4.955034326697325	1.070503609424783	5.916857579513513	5.03817932139929
2.9494962163458416	1.5982321308479883	3.9040395202155262	3.232805091360772
1.199378044910186	1.1857165496507558	8.642373237291734	1.21082807174636
4.622147908008862	1.3579407618493766	6.259259893713045	4.734919879896767
1.4361837494960137	1.8111583655280032	5.297283667567905	1.528285626604846
4.9824983634284745	1.4353478569043097	5.9503919365860405	5.13410490581382
1.6274903269784708	1.5807574930797883	3.2652792670301736	1.8599748856242249
4.295894358981837	1.9741053561147004	4.780109702744083	4.7169344893921865
1.294667337352887	1.1598641703193795	7.562260277238768	1.3101692521679678
4.170397438644919	1.4063414113770176	9.05980190275272	4.2215689405290595
2.3257405322669267	1.0395192355414618	4.630673399367403	2.3866541042898217
2.690870492240633	1.7905490797345383	8.385761520144797	2.7543918974454367
3.757198453236272	1.770022455724675	8.238195034914568	3.847042973037248
2.597401297830405	1.8948010896184029	4.046355148610472	2.9396216238894963
3.0864768353091274	1.3536257259438895	8.119284543865499	3.130286045471428
4.832309030197345	1.7133061678304768	6.566106379584053	5.0057210809023465
3.6057565562589153	1.7692520442656234	8.294571674819146	3.6906933378671116
1.4534010260225818	1.58985631555969	8.822315622528023	1.4775915143095215
3.7534794999182304	1.3097075277650752	4.9731855033481445	3.890828442249223
3.645166791613177	1.3622399066497404	9.28261502890784	3.685063666647003
1.063906766748746	1.5499351026074235	7.221967831152388	1.0892883228516834
1.8067440254428837	1.3142855526487476	9.429397609406221	1.8245539925105407
2.5267594386345005	1.9442084855677464	9.759365765284244	2.57844203683212
1.3389323456927555	1.7720941789983944	6.481562471932527	1.3919678568813456
3.3745516219690317	1.8346016141197692	3.002157245486796	4.263178357790471
3.200940640912078	1.9738291789537707	7.534841247944032	3.3167665958199914
4.014760940475943	1.3464054094998923	8.295221845081285	4.068713472523871
2.8955954088526945	1.9860238436962765	6.458096251972443	3.043061845475541
3.7481738174540538	1.5062536743512376	6.287235794739526	3.8606011410415912
3.7057970695299685	1.2344485050161922	8.043738941534793	3.7502230631987583
4.772736006281887	1.3507395820898649	3.119844150808878	5.2947010494810245
1.9204075229704836	1.7950555983795016	3.1649055142968625	2.3317313841303973
2.3619841793879663	1.3154338253785411	8.966090224395	2.3878222378106218
2.9361611269917454	1.0087199261446942	7.1029613904933075	2.9662248543773795
4.56021964489224	1.8254132067576168	7.202925414333793	4.714113738111601
1.6784294612176596	1.7811278317570576	9.7272399327972	1.7072947804809353
2.0715318801615905	1.454010839474012	7.013893281679584	2.1175321093535926
3.5942170247908125	1.189464798437038	8.237045930528396	3.632287862280308
2.5833990410221928	1.0023184734452504	8.88496349119862	2.5999961043556703
2.9659452727232285	1.2381376566679316	3.217582980606694	3.2133805248843856
3.262394582391172	1.0048795792025471	4.54546621572754	3.3451630263705736
2.666737777641064	1.1150683715737029	6.175439531180007	2.7113033354220937
1.4442839526336675	1.9514172080071568	9.564144845420332	1.47531926824145
1.5147526119729011	1.2932716883909858	7.8257825517089685	1.5358702093956298
2.01832191357015	1.7352130941887696	4.326038076953794	2.2033353110018203
1.4131496633406644	1.6710253045488823	4.978001886220775	1.5001980685718226
3.8741641697786786	1.582324672397541	5.557316322875713	4.041446556634925
3.6101946015013837	1.2712296507724499	7.577508451131681	3.662096529152164
2.2729093841115096	1.540444567811189	9.90986646125457	2.300877788917835
1.069622400556738	1.0401918143409383	4.376210314837128	1.1011817361569467
2.6620273795066707	1.5682269863284832	5.256909878181792	2.7890205012020934
1.7963508904787826	1.250866713466396	7.230225638754763	1.823852934927999
1.6883058041395969	1.1754518150366169	4.570523201826918	1.7470716223624407
1.4221719475995842	1.4657877229216654	6.575145457595752	1.4588851063662955
2.8055206565301503	1.6507686538704882	4.577262031155302	3.0079464542262997
1.683741723384168	1.3379108102499422	3.5563995891769324	1.8172373425886936
1.4621145434788274	1.126613520081787	3.44862209479388	1.5469930466071178
2.0503744855819157	1.2204317236873237	6.014919044494669	2.0939296810060832
4.949549081289712	1.4361278585888742	6.321833699123968	5.082427978528034
3.9450463160191584	1.6243653985860833	5.239513204161409	4.149494750566668
4.229492255492487	1.3905397540886921	3.379650938122136	4.640477606931894
4.3392616962660195	1.910255976311805	9.002128699913275	4.440386365139472
2.4448096667443875	1.5002453471121502	3.7595141273609536	2.6663053396416365
3.5786809603904683	1.5953315890528716	4.534450792266043	3.8231078321412495
3.920573671016265	1.4928242875111952	7.929078021374388	3.9919623211785846
1.1898145893331988	1.7907333464254367	5.578429224788529	1.2563035813424943
4.803093094943444	1.9541217496912884	4.874364209200326	5.242848576438573
3.854629348865688	1.2377839009874891	8.793891959979144	3.8933901328015854
2.6369329172199394	1.4006718100357494	5.370610699911229	2.731463344056092
1.0736316263702923	1.5605337222750686	9.23886861660641	1.0892829391820975
1.6936899053165648	1.0886512344074115	5.996792230846241	1.7223081932691164
4.4728187372285575	1.7661055009364997	6.31841017372764	4.658503759659023
4.413415435143161	1.0908964520821178	8.92845513434306	4.446731624764113
4.775062367350934	1.735341577135693	7.603690807235101	4.904498213224443
3.2541662989010374	1.700031078878227	6.9179592543452975	3.3571109389472693
1.2203408884029088	1.5933493498632036	8.433851420896971	1.242719931637411
4.173241809457574	1.4094781142081882	9.365059755489003	4.221325177979969
1.4037546242918149	1.7841243058838088	8.822991051035624	1.4333657434829707
4.3185507507112435	1.84675257667224	4.006919684292932	4.866209352288309
2.508221198498512	1.000846253597306	9.795668106880846	2.5214164930196685
2.1480494468534506	1.26633249666352	4.150514693720313	2.2555974347920724
1.9662223891771615	1.9212543703003804	3.9440502253009284	2.2514056985186093
4.9048211701605835	1.578382985921135	5.1254499731059004	5.155358714248608
1.1129589343327837	1.003041410915213	8.355463416960227	1.1210661377365991
4.8394382081011535	1.5426610677927657	7.192582701993853	4.954742473147498
3.5625546411939863	1.2907408573024743	9.578307203264092	3.5953488244294385
4.128037581519124	1.9868366088818383	7.788568237289492	4.269284311579681
1.2878625333932918	1.0566120955299283	6.875101152336748	1.3033467931649152
4.232270906166583	1.1056136167113595	8.468105770491746	4.2688113583932665
2.2727459808731028	1.229548237393289	4.994608866423274	2.344909694438782
2.1708606777530317	1.0484742583048314	9.05681068587054	2.185555327208505
2.8272048619850407	1.3264173021622288	3.7776663221463984	3.019452947689257
4.722498295421596	1.2910533662710146	8.256869564404521	4.781308608174632
1.1289781634917642	1.0886201543213374	6.489573389570631	1.1452060541857765
4.756195127534838	1.1406091448968207	8.477803687735655	4.799834859452057
2.7700539769481165	1.8986244535223933	7.803363612942832	2.8558760155559364
2.859556577872125	1.7601743550895772	4.519671564780494	3.1046746575698165
3.1319008459113693	1.055242611976905	8.890489027452466	3.154198031289258
1.1694921835168437	1.4187962466748445	4.035837368998109	1.249231466499268
4.665769098609246	1.3734200593343466	9.443672426823422	4.715908034841798
4.3760854591416365	1.4761942133950616	3.1994361095336887	4.932487927608622
4.005237213649293	1.564827503250876	7.279443674506211	4.101114311110252
1.5677357782897476	1.1763038571702769	9.141634160064967	1.5808779968774882
2.3633594841982704	1.0891066656607389	4.557109294419134	2.4338890614910382
2.275498425931076	1.2268082635732336	3.4827093160932208	2.431339089447619
1.7085428567707903	1.4328393983924728	5.374511352094075	1.772701282137637
4.7854354358027935	1.411423810983344	3.7177020560308285	5.172714553005896
1.186551753598868	1.5116919349129736	9.939406626416273	1.2005179416808116
2.481096790918615	1.6477318745974232	5.978951484335513	2.5810461864595067
1.198134170466123	1.6913802022240112	9.720035882026954	1.2166961546929194
2.0791394150755043	1.8529018150080785	6.264780363300651	2.176515002491952
1.859819271669215	1.4916422942550775	8.047391881297314	1.8926160278563904
3.721005563451963	1.2508754624987566	8.480868956903286	3.762152288803605
3.464998831343037	1.338624274745284	8.447256847199057	3.5093427796000265
1.036841270753647	1.2844102049740032	8.058245450381747	1.0502683580638499
4.774840459877599	1.9435707263303763	6.396656127073481	5.011784929422894
1.0427122184121678	1.2189662084715724	8.560085005353987	1.0534478805603928
2.0875992952204063	1.962041311012234	6.364356956886803	2.194484371277948
1.4911908577511497	1.776153916756929	6.713928863780406	1.5462807866216668
3.4071597128537663	1.3567395329604603	8.203513204808615	3.4547346877069627
1.7077089043102465	1.0216517459804746	3.871939568535353	1.7704522019566884
4.1151379780423865	1.4401663367194353	5.424242346163113	4.268331215103721
2.971501310410223	1.9705529593122784	6.76830326581731	3.1060584058119285
1.8051219827936944	1.6220476025245538	5.545744624796139	1.8876696165987048
3.900557853457157	1.7900333521308096	4.957207864984789	4.1827772629254785
4.422220546391927	1.9422335876094643	7.987175325183298	4.559065774922597
2.505606027454108	1.137580464311826	9.863862723499949	2.5224371045538976
3.360085075882151	1.0661420356967772	7.848906200468741	3.3915186181602937
2.018028171025785	1.4781545170062542	4.104273281871746	2.163190445950978
2.228392018882193	1.247945060965729	3.056116124830984	2.4411949951601803
4.302063544418046	1.1741528334735836	9.385862646577149	4.3361264743330965
1.3959668189916823	1.3763990316562418	9.485247782998476	1.4109003384530605
3.458923301867116	1.841341313895932	7.2918528795005555	3.57477614465372
3.0569693180663275	1.9384745179163927	5.720787508320051	3.2491869542904532
1.9501788270740013	1.458338317872608	8.286634080556224	1.9810987781721
3.751048642235477	1.3515300190261257	9.570545758703425	3.7890200313839744
2.007939713043843	1.401971879092732	9.454929095044166	2.030384603045234
4.10581790457365	1.45435204880483	5.689648726084314	4.246904286044087
2.1591496858501027	1.4951679835153855	4.558528100041449	2.285588560664224
2.0190841827674952	1.152895700785462	6.357176659924046	2.053129196225476
4.529479970068556	1.8947624546226072	3.609402000823397	5.321713369707535
2.3938883041363788	1.605208750362891	8.059437548060899	2.442831190761426
4.362796934072758	1.657460155691964	7.866589230136781	4.462983786558061
2.6396764681937324	1.1808383341349322	3.80213412243836	2.7769999726485817
3.3553553702997947	1.2785772744751385	6.1039394637543785	3.4314807184166267
3.2155695675250744	1.7581972236432748	5.1099818000412345	3.4246674865481426
1.0570111829489308	1.5705289780282172	3.2273853630151037	1.2099341346131434
2.234119268578368	1.8377066934870847	3.0075812380667624	2.822242193963189
3.6014482012781635	1.44085807900662	6.1198027286692085	3.705618999885024
1.2525768112277325	1.7089710945607572	5.565796283422352	1.3161553125856265
2.80220595026929	1.5419232202188455	7.587831828082459	2.861919383395284
1.0863932346861291	1.7106180268128508	3.761614593189234	1.2198224082778013
2.3819697614313413	1.4152058914375878	5.6562800761500025	2.460219594851357
2.460557912677048	1.8639797326643968	4.109512989789671	2.760895911121448
1.6938602992829668	1.8182002631617358	5.580734345362842	1.7916126615383448
2.056595857424984	1.650538378262858	3.3307949403896684	2.3677522142148906
1.0917953781451448	1.5099315110688938	4.612029048907335	1.1554743185362646
1.8598717855084181	1.2390289392718747	6.712001716192509	1.892394630581253
1.1957632138487266	1.6255894171855618	3.6804201115864426	1.332817078216114
2.7771289039007465	1.899939392276596	7.306458578191805	2.8760684540266146
3.392004367605157	1.1719721314624665	4.676428236129259	3.5038202377592715
1.8286348543961968	1.8501058893149758	4.6847013033737985	1.9904302782687169
4.592439160146252	1.8506096333379023	8.679792298165	4.700520010753885
2.4508551501354545	1.3178299020911313	9.110359170902644	2.4769057088158712
3.7729714155884895	1.5021800559777327	7.664257858535612	3.847598382255645
3.587430857041844	1.3387098582400336	8.294868943729774	3.6350843104840664
2.2053678763557496	1.361191154577607	7.571736357603299	2.2418923733321554
4.442062577205988	1.514164704907644	9.737917578112393	4.496755675240289
2.9232101171652265	1.7866361327445557	4.744440691446596	3.155498092577246
3.918140472340085	1.5711485997946015	9.412812595257844	3.973889664095557
3.6509013759197093	1.6117727852853998	5.328213943316374	3.830353049812425
2.7080814773589186	1.4459362203548105	5.365662332131117	2.8121124421428907
4.283448130562476	1.1770910610329084	8.749575398949457	4.3227446660705064
3.6333054467576	1.0307617866134322	7.6893220488767815	3.666396782613373
4.7941501104020885	1.8536562833855068	7.1826362302746825	4.962246299222733
4.8661722270636725	1.3740720746233954	4.3922020169890645	5.12333996289378
1.971298564212584	1.6233124155138423	4.648767332873382	2.103725578669613
1.781026169916219	1.8899354701585591	3.876373053464632	2.039902768673317
1.803997876072972	1.5982134676311537	5.427325210633733	1.8877002480902465
2.6569090445819503	1.0618618343292514	9.803882721096027	2.6726317860436875
1.676247070747536	1.1366487319564758	5.505378888058214	1.7131575170750468
2.4447784785633457	1.1831116191746682	6.029247311809112	2.4932519146270065
2.4159837075905286	1.1190147749949817	4.251714638174174	2.5042753536793576
1.8374732346921787	1.4042448489477442	4.430885139266861	1.937339983376916
4.161619339209013	1.7628766418888469	4.090245871059286	4.611957713520035
3.4862425381249307	1.8237232095610263	7.152647832890742	3.6054066360407018
3.81196188830689	1.195514615786166	8.406538945422959	3.8511039088233416
1.4162575247216609	1.5067962021921146	3.4996541354157045	1.5691491651942169
1.5014269604660853	1.7734961284234525	3.0034095117487474	1.860407865248052
2.863450341280366	1.6010465416489517	6.2189432583998325	2.9633370383335875
1.0144371592371662	1.5439561339352474	8.645885850191897	1.0310096658028478
2.373386405371247	1.5246926222553585	6.3769420222751805	2.4442796326572704
1.3318469860841846	1.1605499701906508	5.326936953906994	1.3646266185134204
2.6281826636036403	1.8505827806762944	8.026363755847719	2.7009533932686773
1.4491975156905132	1.5944760211836888	5.915276799392773	1.504900235282451
2.36857941306523	1.909779050129593	5.267574096411929	2.541495551429456
1.6218365364136824	1.262948632289834	5.9346916013205995	1.659857088987645
1.6877036681915993	1.9452497702214175	6.184875757465588	1.7779304823196436
4.307076766374567	1.7896027991423378	3.0008860000866995	5.365613033121237
1.182135323414832	1.9246208711607649	5.148865409640674	1.2745239184146586
4.537739132173813	1.7447128888919097	6.415553564179049	4.715458900838368
1.012614417259362	1.9354574728924117	4.031654083201193	1.154328140592612
3.3600405886381544	1.7583227742971357	7.998341668032751	3.444298948206016
4.745408852874106	1.1051792612231035	7.800349054852639	4.793768211383964
4.001787149699247	1.6193830852873004	8.02497245748388	4.085840247829498
1.41324603417452	1.3797588278506177	3.6037944392828054	1.5298095420852118
1.830977530669197	1.587211164469606	5.774939195515929	1.9043152911349763
4.106065810692098	1.6215651771809425	6.8535886670185855	4.2260565463357445
4.63287974885859	1.8296592764516668	5.669466268735203	4.894780191215392
2.3429692506928794	1.0409836948362048	5.67386359581883	2.383427184874074
3.095062242800397	1.3991480260321896	6.819585358168345	3.162334069536044
3.888843518223105	1.7587709042093087	5.784258292015088	4.082122341496195
2.750997399676715	1.0403874386012402	4.709462657270525	2.820687465932953
2.723636713926833	1.0982230664229322	4.618493192377135	2.804065628093038
3.3427033586264696	1.0824814403708225	6.424668668042834	3.391184907136653
2.558287130796724	1.778948809239925	4.164252411855493	2.829464717344484
2.8178979915776896	1.1637448605283498	6.707210236396969	2.861296080278473
1.9599343036091232	1.7165965739102438	7.965323541554531	2.007097237503843
4.024102149023871	1.4165201457473495	5.252813664888609	4.178918006280741
2.445263653504877	1.4113876004337316	7.532703915780361	2.4893505693217315
2.199572734735784	1.6210259562056777	9.360880384645206	2.2333138508948136
1.2962752006387737	1.4360811470383283	3.979889505875308	1.3899138455850193
2.3971231911770223	1.6087589815326375	6.7574449749380365	2.46808688682554
1.1876370881918623	1.8609788794207691	3.216189070911593	1.4561671480036833
4.944666097037674	1.966061080209387	8.918083450761845	5.069390788072728
4.1346911019001915	1.8722626367347155	3.5420020942167643	4.870771818772722
