q	a	epsilon	c	target
2.2167096249849485	1.9681501709509568	4.426086466789006	3.889121369469041	0.00387845334718457
4.13022348458891	3.8147501613692567	4.776435882060555	4.82511805421158	0.024544285714224363
4.817831962964297	4.7861183069173405	1.755968444126991	3.663722681551973	0.3266514171767102
2.2785481062372797	1.0460848300569818	3.4714491637899507	4.779133523360943	0.0007954095236684213
1.998805294174895	2.6412477847974682	1.5478502223796422	3.255624680883938	0.02768383296475164
3.846731261704036	3.6902935649620607	3.31698236775652	1.4079935772862815	1.1546735523136789
1.6865127680988894	4.0465529351034615	1.1348281890217624	2.245831206599083	0.192214941644875
1.6314266932184545	2.499225718494145	1.053853446578306	1.9283655183362944	0.1167069382905417
4.625585177481237	2.1245239435758903	3.770968696733853	2.358579709183507	0.10355019019868876
2.470864216028977	4.568508878762213	1.1724189730380008	4.86140616835905	0.050185357484130166
2.779743824197068	3.6730729408686	3.063090273156112	2.4839985376277216	0.11780228834037865
2.217726354493604	2.2317419384951935	1.1298153853212556	2.519922348929809	0.07188425597215999
3.995928486147312	2.403330717452662	3.7310252504699273	1.3964244063700857	0.4815937981755241
2.738144280628234	1.5359657203209798	3.360261439740478	3.242001943081788	0.00819524044072501
4.335872071458933	1.5811557282086175	4.873962773795157	2.960233832832766	0.01972154009438989
4.450733701394225	4.5394115915449165	1.2726046462319711	2.4330124161094333	1.1815027631091297
4.653893843748519	2.9145838492506044	1.2118553636711815	3.464755481386844	0.1936494952956703
4.8437233802444375	1.2427264030643592	4.053282027345164	3.903307074047847	0.007974502803851369
4.771748587875533	3.6296766594687484	3.0478686493920155	2.2659327611987514	0.4487997013690294
4.630342958801951	3.4413495360369817	3.727019423944023	1.468079632325459	1.142279206235443
4.180608343970171	3.6802831987817908	1.9767544240177344	4.088147153128551	0.09298396086390652
2.3259680916049628	1.0924850479529358	1.402033773321442	2.9148453045039155	0.009865801595608913
4.9815605836614605	3.46039058334608	2.9875474734399567	1.7071302577939518	1.060633054162669
4.915802564054232	4.0801050707568125	2.786134874821237	1.0563406772812467	6.498547338649932
2.846635235344966	3.2268617788759086	1.1290552677086012	1.9077933581483708	0.5709709932069593
2.753721565772582	3.8359092365895497	1.1431943650143277	3.4116590967238074	0.13039430158987209
3.5633168235595325	4.225343635168423	2.323238268942407	1.522655029972278	1.4663360283744817
1.3240397414717882	4.696354491496118	3.4039899132625577	1.8508794288663752	0.095038595638061
2.413767845759522	1.3854125320284485	3.1645068935773817	2.7692812363595043	0.008827563709624526
3.7717737321862	4.6641381936360355	4.433166199703412	1.9541614859633596	0.4962923686188191
2.7268718113313084	2.681449469660311	4.700635078060714	4.1233084425531805	0.008607430995215716
1.8557858102065399	3.374929760790565	4.263865142404678	1.526245471442501	0.1372800498692031
4.143200369742438	1.6848262108358072	2.778239292808804	2.076026044313754	0.10399511247069756
4.639894386440336	3.8570604481639847	1.5091215898758468	4.436610834177318	0.1289287343306763
2.0917732823411845	3.745585745426704	4.690325101523207	3.0754736201723585	0.02386869211072435
4.062139316839527	2.434220028795896	3.3658429937682874	3.687699699175515	0.030730361615994507
2.8325886560863665	3.465764618812004	2.4685624270647817	2.590350545804819	0.11916378600843415
3.8439718084494903	4.189125792865403	4.560762155440081	2.1786673091360957	0.29167277481201165
1.892696309780613	1.1567914169007132	1.3156938832337417	2.1106479243335663	0.020557420634684912
4.407914935449192	1.5479421103325888	4.866068385032471	2.33175167559513	0.040035901865885605
3.889186645658683	2.074207593952316	2.5968712941478365	2.042329022755391	0.15606062282856392
3.0370772102887655	2.082148808111908	1.284465543859445	3.8866653766790944	0.028130675357119703
3.1710676119790726	4.326265015344944	1.5176405549058458	4.14299932812213	0.09251722716814656
1.4490867293326564	2.242977784826238	2.4068556565698223	2.8758693368086448	0.009789941198589943
1.886407618296708	3.2916556672199024	1.022078345497346	3.71203179554535	0.03912726639644572
4.001512466024272	1.0674739594395797	2.5300527840319647	4.7187140567777135	0.0036413400646144634
2.5964848886616307	1.4445538607807191	2.8563049142331955	3.119276633794212	0.008609376714161869
2.658305389543088	1.7796495318282544	3.1809888743887234	4.006301628001128	0.005804763217929834
2.00728858395961	3.3966765690545286	1.4190895481602692	1.0554521807607515	1.4780918110053978
1.7833426497415843	1.9118546406763004	3.0123554867118365	3.667505995443359	0.0041501088667180545
4.126054527180745	2.9251950296410496	4.245433971481738	3.0839930853509867	0.062060629850989
3.055226956167801	2.274434331599758	3.4050716434450505	2.3147185445356	0.06066131331581843
2.2465220639225216	1.6438816906842182	2.99461792735516	3.737665715542607	0.00462720328275903
1.9553146969936988	4.410852319568443	3.4225913813003035	3.5332870238197724	0.026138787202987717
3.1074117515549893	1.228037495148547	4.921754112903292	2.146165722780493	0.01587852155804487
3.1954719493433927	1.4138720025331826	1.5188136586619252	4.08315402680358	0.010473631808045416
1.7008232501953056	2.524510657677451	4.672668456539467	3.0191404865166054	0.00760600713431198
1.0059386357955271	3.6900552024755586	2.0031724162016618	1.1323230872069971	0.25134957913332595
1.7591457105837112	2.4361893038047606	1.619988009362252	1.5310138968533873	0.16760052323487698
4.9046262077950935	3.6877423274851497	3.0503231275707186	2.9373551145494856	0.22450014816555489
2.8566544116462387	4.225286637792307	4.832754164642429	3.5150346413178446	0.03682502967941896
2.680864404739541	1.80466868421898	4.119337081553187	4.718996342596955	0.002868582103443925
2.547182942411605	3.001716207414635	1.6835434962412659	4.4932871312896365	0.020306803001983398
3.9599384311561465	4.005785573181486	4.880374018810267	1.950736289590521	0.3684701780278089
2.5323909207062156	1.9733470340703567	1.650257374666618	1.9133633392096419	0.11461020239984687
3.4945720294556075	2.5677813873554434	4.7923828044200185	2.8021553327561532	0.040511175372791086
4.154984897272532	1.9985820977983608	2.9129025697524065	4.119561050774257	0.017963996966548167
2.408844287838943	4.575455958374802	4.3410372461203375	4.164965970615726	0.02054741563283478
3.574682243387081	3.2997656104846285	3.776842424115552	2.1394128381015345	0.1995847198317753
1.937335699285564	4.261891235625235	3.7731125310189264	4.5836588983669815	0.009953520884184773
2.2849509111869466	3.6385129141537766	2.232174615495774	3.145636527795149	0.05277724111256416
2.1152652771683864	1.0062474470135534	3.278564825746726	3.689866912174187	0.0014592249918532535
3.411779245611525	2.8076302158458404	1.8254616584019203	4.4886376794335385	0.02948656414467413
4.960900936425544	1.9384796039627976	1.103813048362496	1.2141617126511752	2.4832322129926143
2.573677754759016	3.9340631152804613	4.475164342946206	2.8800024273436597	0.05087475265181445
3.4075528340676837	3.7363328876832878	2.4851616519992707	1.2661664863926436	1.7047005950253422
1.7389863230349685	4.82219721602941	2.191657558500397	3.519206165428291	0.03905479103965257
2.7157473217072625	2.6676868643096383	1.0644153231507143	3.319895199729073	0.07149292342813471
2.3774512225587148	2.4299363355855075	4.57603463041657	2.5135417840225336	0.02436487952502724
1.9113937989754044	3.9670620716731912	1.2428700073347878	2.9392854116120346	0.0966465217672436
1.1599494770378316	2.024057966847644	3.728010632995163	3.0501208159786235	0.0027643602981570394
1.4395076202305055	4.873319263074512	2.3620749748902274	2.6231662832005056	0.061235800341810365
1.0763801050857094	2.4386258720215275	1.1701718250301876	3.7920126991919862	0.005728772403568907
1.618295717167702	3.02988932547817	2.0503959404487078	2.0339631840488503	0.07392667617224924
4.464621756204137	4.013044890226964	4.228395990364566	3.7036866830513726	0.0792752979045639
1.7629487812528808	3.1868983802474533	3.3617095215309485	4.707897575198036	0.004773901964681104
3.053578322451253	2.6792136047085044	4.768433151992183	4.6616519219142285	0.007350831346635817
3.6385089565970588	1.9635085625848092	3.8623861999107385	2.373883202585952	0.05240559227094151
4.699816188866115	3.4955663390552907	2.067442005989406	1.610410345852555	1.6582603938267402
2.0213340018104304	1.9243672583649076	4.276864285065652	3.1905114212995964	0.005778891998023772
3.5278355005781465	2.2182762967335434	2.8935464112180465	1.2491217949748172	0.5761054658000547
1.5607976422601897	4.942390129302424	3.1742363083409146	4.804057508308327	0.008970203114930936
4.9623140210769785	2.4243802821623563	3.1831422961964027	3.389017242951023	0.061971421970688126
4.96503478604226	2.8475448154812764	1.95372581514758	3.7617046181433653	0.10196870833567473
4.183920957361364	3.4998378708313322	2.7922687599770595	1.2312865357034832	2.182363367724349
4.376863596687489	2.7116425317348702	3.5837231063907127	3.6855514449435085	0.04165315434912671
2.188568964260155	1.3786874670295872	4.849486987325072	1.7708512634288693	0.017935312557362932
4.706891799682842	4.090542160627607	4.65368063267079	1.7259085797483629	0.8220138114789147
1.4350371242337827	1.844528588652516	1.540837075175157	2.747814124541465	0.011627253916350644
1.5596508833415577	1.5015677391959883	3.6047339904605735	3.693129591903314	0.0016024580249915455
4.302957712539536	1.031091014619653	1.070820815616023	2.097468758490769	0.10568752564601508
4.662135235858547	1.069276821896473	4.262406347821481	3.4713321845063043	0.007394444308676701
3.3298049479185323	1.4398895686704731	1.3313587845972834	2.349143730837874	0.07065956499070795
1.98647926895844	3.3182678186976644	4.639241848633692	2.0538135797366945	0.057353476099197234
3.4310506999528534	1.5142591361144264	1.9449381544437825	1.1629360563480968	0.4681448495159273
2.5528126638303865	2.7049240189281694	4.27138727772854	1.5239978503812577	0.1673111543980905
3.4019811924952954	1.8511283755727617	3.511404171771627	1.675600546202853	0.12736305542549312
1.0640263187222363	3.6373329324343553	3.229603531766116	4.1778783077088795	0.0033740627746860017
1.2021454973085692	3.4416971938905228	1.583194120607991	4.931312868148517	0.004783396928072862
1.3972846770366385	3.038940576940589	2.8137344612224573	1.4399080241580575	0.11387430007927447
4.898615356954503	3.3680915495861394	2.4255076422583337	4.349530372291857	0.0723575046046961
1.1127886242669236	2.1417473492942185	4.5524368002213285	2.0580744190814717	0.007593352452780261
1.5480505512322873	2.531738426825397	3.5344529147844197	2.119278779408297	0.024222577352433883
2.5705372353557148	1.9084838646140458	1.0998840095897844	1.6951389009801736	0.23832022537685724
1.4812413300817386	3.344858452066979	3.9504883416051295	2.0902219018033845	0.036097576129710034
3.8831256923990143	3.1375561398736176	3.0112150208549533	4.26439325292335	0.03372339377138083
1.1930362309575129	1.0900470041055992	2.5093182868652852	2.267490702865354	0.0030669330607817195
3.761727211041432	2.0889474759426925	2.46574412522654	3.0866049956497688	0.04517907589584588
1.228543778582586	1.1589716747069096	3.5149132501449616	2.4685024437554817	0.002034278922639347
2.8455634595910837	4.205907095534873	3.119972793745884	3.414875598767756	0.061161666366944326
3.625369782196917	2.9961887833857115	4.596673042724023	3.8510618432799415	0.023842772401161914
4.293345822197912	4.23115273164554	1.5558993609419178	1.4235280066983962	3.900573577748157
3.0290873930705633	4.146058551071838	3.436557775462132	3.842051980487792	0.04293188795196764
3.658659648679053	1.0402072663353	4.985328600578342	4.974584685355064	0.0012520405350250634
4.400584833376193	3.63128540613735	3.5082856938886064	3.3829184306806663	0.09974035502231617
4.868519680783166	2.1788810784113526	4.5681259862999966	1.0675172575287577	1.074229327884079
4.8845188996093984	1.7302023039743246	4.916622495529548	2.7812390375555087	0.035822378979230025
2.418004760473395	3.4253801701845283	3.273632591537208	3.44051527505827	0.027297968710912432
2.6727177649410034	2.141299850064943	3.091231004905881	4.142447724147178	0.007907832841348168
2.840412958643824	4.832080907290272	4.854545074102568	1.5602408975111002	0.5420092918321754
2.0847255872092494	2.5824109965569386	1.7624037085507878	2.2514216882544726	0.07644893877324871
1.1997401582699556	3.760888179046463	4.336267262970608	3.3011136525086986	0.006923993297823535
2.6130040326694943	4.1612742272536485	3.079410594647783	4.4018525713541985	0.023881281721924615
4.875968696264788	2.0076869603959158	2.9873124879095663	1.185162135567584	1.0223479563222615
3.1527063405509392	2.1226173089235534	1.7930071895504138	3.1987958661509706	0.040482535999279035
2.9415559328875296	3.020076483482492	1.9882358095592747	3.7949271999284817	0.038531041054956465
2.9254131220768693	4.321846451091458	3.411166621541218	3.8970858598222007	0.042003849824130295
3.839791027647116	3.1610542047931287	4.666918794094821	1.8021619859397864	0.2861318639624356
1.089025333000833	1.966717179335061	3.288439904846185	3.3182633123302536	0.002025518521537341
3.5222203887747408	1.8672774068271432	2.863944957457491	1.371415135660519	0.3106548466361753
3.8615737447907112	3.1386224781352685	2.5248753911857555	4.016380891563413	0.047638829078153866
4.434771200928845	2.970517892715835	3.182819323941722	2.6751115193607817	0.15110122972225126
2.8985833664702687	4.103975939150152	2.8813050160483624	3.54364733565292	0.05855168017189755
3.988538578806256	2.4623683794175344	2.5115827400338726	1.3278738911895496	0.8701908987822248
1.0256220472417072	3.422708235190338	1.8717546850860152	3.1492249076594194	0.011182872431827749
2.7799142054304733	2.3037736080023445	3.513816232828457	1.8932962133813385	0.0912444622872998
1.034050393832783	1.361576294210844	1.5530603726422134	1.1869119643622992	0.040496956646621465
4.73749383866936	3.410622469193968	2.4769836120920394	1.8404873284909569	0.8968955360619715
1.1104085622233604	2.5070504073290376	1.075488522686224	3.4385611806565293	0.009402742979638593
4.219072008551038	1.2091768400541345	3.6271309535456826	1.3219341934752524	0.16478574832348267
2.2793289973160027	4.493908635425033	4.235022558943852	1.1756352482969277	0.8088870098362153
1.7776279747725567	4.526575732410638	1.6224186862952668	3.5787582275610665	0.04619130081372251
1.0107811906822368	1.903631801760536	1.455330642522647	3.817619501720304	0.0024257134032683388
2.1121015632288893	2.9077114613304382	3.7875372691048175	1.608098360437828	0.1270387895780412
4.547008247733901	3.799929456665797	4.416649338419203	3.1400071402370013	0.1158288122212071
1.4837548732876322	3.856482182950797	3.0353024748536463	4.707937772626319	0.005484180427193265
2.5244974489913905	3.610966626734183	3.3741482865862635	2.228669968446797	0.1180305010301726
1.1877890364225123	4.50224701960288	1.071143865291346	3.8189932505964617	0.025429724944144583
1.55057178686785	1.354270685527327	1.8607834747101533	2.851009777711822	0.005425023540419725
1.7732981834481816	4.977888697985874	3.5808913539250296	3.1143899661475936	0.03821577400218899
3.5204197816537146	1.6588837736157376	1.1075539597953492	2.515092600595968	0.102681656859347
2.920744346164152	3.408551484640215	3.5280349691787762	3.943458611115963	0.024303058961641102
1.560948811075248	2.5283866583272654	3.7010702287135615	3.0026737923806746	0.008247292415921462
3.6504991940482303	1.0340047177422569	3.773604848946853	3.8639961228153465	0.0034720179683076923
4.228180546130115	2.4560430755880547	4.43510048011171	2.147007368301553	0.13033882905845606
2.3034673130198833	2.5751890555382597	2.9587786412465062	3.3308554015667444	0.01707266846231557
3.192602541760896	3.824013449906976	3.3636515308048147	1.9244005008323968	0.3298602838165212
3.974333229913793	4.191567636096591	1.2141265779105628	1.4623185354185142	3.8778452037063635
2.6045963299809283	4.403706099013713	3.9493583651663036	3.9097434341112995	0.029569573362733317
3.1348155106991515	3.926841134301749	2.725653841498409	4.383343756735717	0.03502049029829102
3.1904300160652297	3.8051574326278055	1.789110276295248	1.6270825335491503	1.014557632147164
2.1244746980797027	1.907122934480724	2.0088584916921035	1.778758141752872	0.07702989978881654
4.664438420953296	3.754898892758378	2.110337403167505	1.4602964585221685	2.476390374756175
1.1565185554786217	1.9671856982498488	2.6517056962107057	3.017101104715856	0.0037705082092087693
1.5645610818060085	2.8478614156092386	1.5203171811650025	4.8668710591269	0.006009493939215529
3.4139235836337853	4.630707030496069	1.988038789316811	4.046605477588843	0.1006476479850032
3.650903307193632	3.4068325404962767	3.1403884498962698	3.3912240847365176	0.0670113360957903
1.6285831953666254	3.9165680946618497	2.3633509191579503	3.092633927682078	0.03087566915663625
3.8149298521243926	3.0964319618210125	4.332197372785574	3.250388250285794	0.04976008582347806
2.619244873104323	4.2416779486397616	2.8953218596803687	3.163380849241035	0.071445548068807
1.96304805887318	1.966411317560523	1.9501620873966687	4.851408886680362	0.0035500553457948813
2.8354238427119616	3.2059788334172	1.6539821241669093	1.7832147398767342	0.4674276564134075
3.879163599682733	3.9353669067443167	2.4282269485294647	2.199324148394445	0.4786174452527838
4.513255198947067	1.0789141070665234	1.075288100040286	4.498465401703788	0.012850925591548868
1.2284881507036671	2.0900985549975024	3.2648212318771135	4.994243171990396	0.0008600147325277472
2.6194324740189945	2.666857099128908	2.357078182700628	3.1653633711880502	0.034631242717151185
2.542731839402793	1.3676752738791809	4.8551928107733815	3.453351197921042	0.003208760232864276
3.986213513670721	3.922206536406192	1.362578247175596	1.267072900349952	4.678586361593651
1.8423718324177096	1.7700454596148876	3.1157624020153665	4.346586061136071	0.002205022913614047
3.094438831919089	4.0115305264063075	1.1162880296858213	3.204469372864	0.22255545386271391
2.8602648356238998	4.062417838884732	4.774246357794069	2.441220163048346	0.1031228439234817
4.44165951017883	2.452603639452	1.1098655773431787	2.8752609861531133	0.2386392874906408
2.9811805910633384	1.7071630686320205	3.3322412910030192	4.9232939076496836	0.0034555862020014872
3.506792026752265	4.210796532919758	1.7470203870300445	4.389626922333765	0.07828284591205441
1.4021653753836931	3.3045328203611133	4.691673687628438	1.235243121533265	0.1288048932438826
2.505891563641283	1.137493030399222	1.7597830355227493	1.2045040488731034	0.14016416506511964
1.9750199058006008	3.3117026392262683	3.645027748905709	3.506874970652738	0.014437194701154213
2.9694823085925925	2.7579696680849892	2.7223096598677645	3.4528435421677703	0.03175200169083782
1.2630977896004132	3.415627184833008	4.336239070268318	2.8951098884246482	0.009384375429348236
2.881556539292545	3.2846233989367084	3.3636499939582807	2.5851100533046547	0.08178552083446179
1.2839474389284238	3.5120489551808847	1.9706957993181258	3.6819453452051394	0.010966369783398155
3.4560393500586093	2.1111690896769035	2.9966499300457454	3.267803075426855	0.02700838579267837
1.2783279143425013	3.9164120665429474	4.982573628458535	3.867868647457225	0.004612021314353817
1.89254698634194	1.162544731541629	4.04808818010417	4.189255257106589	0.0008628814415703824
2.5200008232451077	3.3077499454827164	4.175768083892492	4.916135166063931	0.0074294688896379595
1.6430551931843214	4.396753809991837	3.410370015928329	2.1865386427668705	0.07765948504997075
2.8026065031797938	4.34341373694677	1.754552704471167	2.686103683467916	0.2311802841899668
3.714186040614548	3.38749234999915	4.12904969140256	3.017291742889613	0.07404245459338922
3.2020320924953882	4.450355068212179	1.7535031403344838	1.851580852677286	0.967843128171238
2.4359766594031464	2.198828838619096	2.79943751463322	1.2705916764995564	0.26505693691714866
1.3335427937135915	3.0590754967557654	1.091745066240759	3.507928725616483	0.018733531766611567
3.8677245242585374	2.9006086675590987	2.0345459028834854	4.760575575531805	0.030418818466985333
1.7014926365470244	4.881238720460413	4.03820050291754	3.1710074476118577	0.02842100660275493
2.6437281880038674	4.9939106197417615	2.9366666864118613	4.684734150366206	0.030627003076662187
2.354925193743196	2.448343089269711	4.849495298725556	1.5475970357519315	0.09811320221415257
4.9724849084843745	2.7004537189253632	1.2997101467833998	3.9103557858063267	0.12309033991934362
3.908302278107751	1.0979295500979471	2.1673701351180266	4.4634673270843335	0.0050684358204697785
2.6980514476637376	4.446558501811756	3.3815827155014557	3.794314038431629	0.04133591148342247
4.6283473947527005	2.670358187296576	1.2228828360585131	4.314425080400648	0.08251562009752396
4.553105194496354	4.857416701285297	3.8038781500759993	4.244767903168755	0.08919418183098711
3.9309194074949487	4.018578595060463	4.869017333986619	1.9695935375796336	0.3558450570229145
4.811978034399913	1.74255232527426	4.88464799852532	1.6271414669337585	0.1772591218680481
3.4965354905500674	4.140443953980458	4.331438591511911	4.365385447999134	0.030858060650350374
3.35629703437603	3.3825206426555074	1.1237700629858236	1.558123507987658	1.6084866780355678
1.7460640750809473	4.48878945997082	3.4565391296295647	1.5476196094015542	0.2543569175357672
4.969477522311969	3.7890813346159824	1.6215675059686223	4.922058751691196	0.09727758503477353
1.5681987530137542	4.416158630703203	3.8735973162058936	2.981499786386451	0.02478401119319474
1.6608858223497098	1.5713778563442506	4.220133731984432	1.729660481085586	0.01654744278836334
2.367760158936748	4.6526966318410405	3.6364845278535713	3.7962106001144247	0.0323631756332246
2.250319350984205	1.1357716401057747	4.6431763777401525	1.6486597056602648	0.016655626562073922
2.0165359868193824	3.78760600319584	3.90992790791194	4.615036408598332	0.008052788230466531
3.4841320580554167	2.3618437033436184	3.3365971675734225	2.8821666254864597	0.04497067120341256
2.2601967889041967	2.7926386273449264	1.1019889729958892	4.272520174943482	0.024591852793905536
4.418724719273811	2.1347920060030146	3.7675316787992537	2.2030518092472824	0.11718522575865478
3.3653473570696413	2.164865558470629	3.638184156908426	1.2743930896440785	0.3739604134268664
1.5910893215891764	3.917949394509389	3.3946154772308974	2.644694988497882	0.03283131512361101
4.357213038888064	4.476401422826475	1.1238950940154324	2.9548522030330022	0.6960516249962188
4.626094546262573	4.99931155788504	4.083926743834753	2.1711812538551367	0.6788629493169842
2.3448853441109465	2.8841706047568065	3.8116661007731354	2.975981721565609	0.024153405121149298
3.7824299255324436	2.9040266381674167	1.2517481750021908	3.7137628692391385	0.0998348969619854
1.7443420502926563	3.4775628496714805	2.6198854524458874	2.046214472547528	0.08697138646394094
1.9723828490122512	4.570778180592309	2.1267394395457586	3.890051852943917	0.034441427771121656
3.0465202400167875	1.9689152994550176	2.795620347111844	4.1869998205939005	0.00930195127465708
2.814438988432007	2.360350020046729	4.457724166857335	2.59799295825453	0.0299507893751942
4.652758110448674	4.338353361987909	2.8800455288588265	2.4789209834180563	0.4926996657809911
4.304845534252504	1.96315719147201	4.177132944486767	4.932209826180811	0.007559990384876655
4.345482036862778	3.293559495215956	1.9498545098135431	4.439442058564189	0.06369692060922802
1.7447328775963993	1.0637739925784269	3.1179471251920665	3.65000718393199	0.0012053289835581324
3.635707752312096	4.484667858668857	4.396815922772129	3.745103506137568	0.061067145271761075
2.1874665784823253	2.0114484448456267	3.742320655433194	1.3838393995982066	0.1035622483110271
4.190633893334488	4.7367740080196015	1.7828086144977604	1.3073522748873645	5.247362225318405
3.5896060118995603	3.416034531458096	3.1767247912034056	1.0593475292369097	2.112233774760021
4.003103414415092	2.0577715457763364	4.570824733026582	3.0818009897864216	0.026907817397656658
4.637049487496818	4.920450001692234	1.865556133653012	1.8642639401257672	2.2848698440962254
3.164288949660752	1.0654329306811814	3.3774844186139648	1.8235538018307464	0.029441116803055268
3.0957118131985184	3.1570072591599865	2.271360804873978	3.83149923127541	0.03966237636179315
2.623745184590083	3.789904144410948	3.4155731967317764	3.985841768950345	0.02425352561696914
3.197510426634852	2.616046894065167	1.048374385828	2.4688377613365264	0.2352988524825865
2.4248819070358123	3.0449172933525404	1.9884371238408023	3.4790769296569275	0.034540379569714404
2.7947351652693033	3.1705923716755784	4.463260767745123	3.6122073381658115	0.01980116504773704
3.8990740829779575	2.7851437560847083	3.8516030667413728	2.538657976260569	0.09928027642770207
1.7613315841011803	3.2763377925424293	2.5823603666730954	1.9065535662838	0.09871759877703057
4.587556425451585	3.5306389609970448	3.477252320704891	4.541886126081911	0.0427192287890733
3.5278305489788884	1.2294601575442563	1.025098906938175	4.9299352831525365	0.008125569399697705
2.8810567946174825	3.653734831495822	3.698929059706308	3.1238539232618887	0.05213488414891678
3.0126225483989666	3.1698777544377386	2.153021969859566	3.3224215503521366	0.061271806212202524
1.9010285812757572	1.0241865371037258	3.022634303360899	3.3833894549058354	0.001717879567485549
2.2790612548186258	3.1495159614779062	1.993843293604604	3.3015884956633257	0.03809242757933255
3.1533086110164663	2.9535315803669326	3.3428949698176886	4.2823070848069404	0.017529071573250538
2.592366307517346	1.5484483767214081	3.8276444211852514	1.070760193868859	0.1819184876092577
3.4686279470018637	4.049910194742159	3.708914942464716	4.107236146880907	0.0407388914022546
