x	c	u	t	target
2.1471559247351424	6.095238898225127	1.7127343043569128	1.9947084295951216	1.9753098084449656
3.9769202852330787	7.0027874998139215	1.528980100498042	1.1263233440219498	1.0271086030349377
1.8889918552683431	5.286238461358277	1.2589786866750738	3.4491370528626577	3.4636980594638995
3.6666399896210633	6.073427088942134	1.7682702655375633	1.7022238071610118	1.5955758040491552
3.5744678148547577	8.785347538616158	1.5423776870628705	1.9080854066950896	1.8656312707214275
4.5258308751598895	9.1642124781986	1.284751315996727	3.9791217429996193	3.9488844966986765
1.502117153005758	5.299223010880922	1.8575341304699304	2.6754755436632878	2.750637830249941
2.4177084715098798	5.8913376751042295	1.7879904354354967	1.890034215536008	1.8528795166921443
1.1165377543930584	7.229860195960191	1.38111041188731	4.342904386577304	4.3943269227415485
1.918460343091544	4.664030810173987	1.2810453864877858	3.8761224327325112	3.9136636882706535
4.881785613523336	4.115950830957897	1.2194385261336356	3.9693235687172033	3.787992912143413
4.312610985845638	7.6751085616008625	1.7342506979397958	2.550199583826043	2.487570666425197
3.8112440867397313	4.821894548809219	1.3131207603565709	1.8790720576852924	1.729179188881815
4.268770926725026	9.506189530619679	1.193280719491085	1.9906431280481656	1.9496967731037769
4.344904208156995	4.86635615829274	1.0107732311419944	2.5426386664909417	2.409742506662396
2.2177494016168766	6.518902771723987	1.5212622214452498	3.4294272091369296	3.4451576843163383
4.787883899272238	8.770546662658218	1.7812250819564768	1.465224052296255	1.383181194580678
3.4402939950607285	4.726869185819089	1.8242787565379432	2.5878342918099557	2.500683361141398
2.512972142017554	5.772788753736931	1.949972274902776	1.6723246476717848	1.6205321310403449
1.3197566276848989	5.8538079446232825	1.8879524794720701	4.859067726979012	5.0565593485354805
3.0208927035613677	3.0006739586312285	1.2259523526635934	4.0374378508320365	3.9728269652267314
4.828100540876843	7.498411891496669	1.5785577839265714	2.892912679155022	2.820572754377844
2.3347263473829303	3.758036203106476	1.064771736908574	4.274718468442956	4.273828364387418
3.6857019953373613	7.168464001140438	1.0364649817334777	1.7696373280760738	1.7133004588927818
2.0695454339783703	7.509389228510988	1.1218930019735764	1.920204876092736	1.9003590949546951
3.698243625494844	4.415955708018839	1.6045957287043575	2.194490318466142	2.028861047429784
1.4301990915484204	5.970142623428554	1.8856401633090931	3.9097980476082	4.040989773509822
1.2852991058341208	9.847053634689534	1.0461124670773392	2.01011592044782	2.0076105209038424
2.467793993346968	3.321137859524087	1.470545297815396	1.6629606073031642	1.4877368264690252
2.5476103215222627	7.052754345922838	1.2617469302365008	3.6158565090023216	3.609464818669752
1.0587328878833722	8.907674789384274	1.1060843071668058	4.138534625761196	4.155940059617887
4.54998075777025	7.642870949026777	1.3118476500726821	4.8947786622815235	4.864792969171967
2.529147302620231	9.352694375360652	1.7113547173551618	4.829217296793996	4.861819793850112
2.463257163891892	8.9480423928096	1.2825297235088682	3.462383012439056	3.458637254919067
3.4448286236574366	6.105036875709213	1.49070776186155	2.8329280924041123	2.779275495151869
2.4896618318927017	7.049568111657674	1.2230854363933887	2.1297616383429823	2.1003415024207643
2.794832207798072	7.91822736274065	1.5402115070496198	1.4327470654516967	1.3906528181635385
3.822646021707472	6.409739226801629	1.3046706918077848	1.3216651124498942	1.2259390545656808
2.0241451822895096	7.45613664567363	1.6118755440814323	3.1560759258299584	3.1724053960855536
3.4706457966483533	6.112605459306474	1.4631185649300178	4.862091020836825	4.867685851950151
2.640744752148461	4.234537893918103	1.5383891334271806	3.0439087026136047	3.0239658379931367
2.923716784481976	9.832625956927867	1.1473791485943554	2.7641077847193776	2.748184747950089
3.4267317581310173	7.254443140633325	1.7899863461245995	4.742159514882254	4.7731900361981525
2.167706072252762	4.318578695120433	1.2967529204687238	1.5578072633326658	1.4751592675058829
3.42770513956655	7.2858803298849795	1.133564692107956	1.964005129378929	1.9141181936479368
4.737817539628684	4.817273662589074	1.19033330356296	3.8070059730897015	3.6780377922398255
4.1885741468876185	8.745700687014759	1.3416960275541574	3.240590360493893	3.2050572904473382
1.9511445586979452	9.943038748579307	1.8611294728166663	1.030240136401669	1.0113849828480983
3.3737301540401066	7.670777729323662	1.7835522655015958	2.2779715143254378	2.2370178581168254
4.054878931847406	3.5759789574933376	1.433518718966415	4.139762419389381	4.022562591288129
2.2399523885356643	8.985822765572513	1.7426405995853702	1.9636244178942983	1.9523471643799448
3.3941297696609665	9.346617739418708	1.5671806109108743	4.963707224871276	4.973226355872359
4.065259402472019	3.406457339612428	1.2836311218259395	3.0325665317922232	2.7884138570256054
1.1611950219465177	7.007543621721204	1.2652334646892212	1.1757088637830415	1.1649354898710405
1.508006761888335	8.94469213987846	1.8009686466178594	3.9053014890550415	3.9522977555925936
2.4965681399473496	6.505837702086482	1.1910975878263472	1.3132869715150126	1.2644020455152525
2.1716253638750294	5.8314444956263065	1.2940141494549082	4.709892835434125	4.745569219009071
1.6770345651803318	4.803027790684583	1.567831210916932	1.1055189732377095	1.0490050280843688
4.596006873596953	5.6854344238229295	1.5218345680364842	4.935604556762776	4.897949134272642
3.4771768243917665	7.292857806645363	1.036914904953096	1.6384696980870856	1.5867994235271032
2.6571861544879414	8.551970932500847	1.6883184122428996	3.7532047977129945	3.7659820310080057
1.866812396978485	3.091854173361396	1.8775393125220257	2.3691541004217043	2.5204324607520845
2.2438299712558534	8.456455592063271	1.9639066919359984	1.2758602433789816	1.2483700598715812
3.99978953977584	7.290222450940063	1.6190689818990451	3.313762208423103	3.2736678339189638
3.3312843491453976	5.883668075526278	1.1537054267898366	4.22969899967339	4.200216805591717
3.105985893087736	3.3010166266524634	1.5254541213111383	3.128586548702172	3.0375669810054515
2.003614079890915	7.510688262115322	1.198397063014237	1.8583046543486987	1.8393037914927688
2.2082284048773344	3.2855372909434943	1.2324168189116271	3.255920962348569	3.2404175865555334
4.358845882470358	5.777663765566375	1.3408669953554284	1.3084777073632532	1.165204487172644
1.1163570827572582	8.68594537081832	1.584008601189374	3.7539320374855945	3.794117332551848
4.264096053864677	7.9229462688643135	1.6725794128384106	2.035686409935103	1.9663861897491124
3.3605763921183742	4.716063671443295	1.6905802931537073	4.440284706485106	4.482767798980426
3.440090200022333	7.120965405295777	1.079511219726657	2.466408058366696	2.4211554452324195
3.2173881454623383	6.934280277043017	1.0946698026530846	1.3935543649042021	1.3370740298228485
2.9500521255531904	7.953638297068363	1.17299248061571	3.709357187182044	3.695061094777477
3.933021684186551	3.213562152283884	1.81175800591908	2.7132753819678626	2.449710639766425
4.889634028321758	3.7855396925907367	1.3528824827754349	2.8382888452409567	2.5447309112668317
3.435448334284936	7.498684292569623	1.601766858180138	1.502254665932936	1.4375724522037956
2.982132736909846	3.779514283598991	1.2870152592443909	1.3453166752703891	1.1450686851040726
4.80766598729195	4.6983468736895615	1.1824210872842391	1.6014592491549289	1.3886308858631289
4.175270414721249	7.245888523332717	1.907352349167386	2.0069691281643416	1.9231111541931007
1.045257640641892	9.693211770386087	1.337247760131286	3.633855336178293	3.6539168910851423
4.308552722151444	4.650198383945462	1.6389666400317895	3.908301379660115	3.827344221099535
2.340915579482691	6.408034452869301	1.9714611206458488	1.6499148886562889	1.615899957587809
1.7411756125136035	8.710015163731946	1.285066349567638	1.4914423479008172	1.4781248071474484
4.758620450437927	8.567110313590675	1.105065972652354	4.128709788169251	4.091240677993178
3.20908966479127	7.992343362867332	1.3864755602367484	1.0867225885383849	1.0327266354455829
1.513802163223525	7.187650749806888	1.8609964071852647	2.134978762696696	2.1538961965976724
4.042665279409791	9.0104180689335	1.477282048376806	3.1877929223541086	3.1569522131621297
1.706326116768643	4.573571630586791	1.7999977483513594	1.4131816562322292	1.3775190875968202
4.410557491189771	8.733631059927662	1.0085205632516656	2.0380653433262244	1.9930823009518177
1.0263181644567747	8.560987471023804	1.2754873275088563	3.21332189575004	3.2315279404850688
4.443038592514425	6.340394435469072	1.5976129368326704	1.8818600571722257	1.7621464622689225
4.6605856454345735	3.810774278133998	1.9337969231843424	4.974983157621464	5.053353380905022
1.0847434807859555	9.384134700681496	1.3147783350946043	1.5073159253865789	1.5059748215648388
2.884423788729438	4.267981507390173	1.2289725056557184	1.7830973883779417	1.6587477798479735
4.597895322847854	8.38554519896924	1.592461023577282	3.3481039282821348	3.3041032932592165
3.1639279465520467	9.391097083065363	1.399834550006676	1.7957456938685823	1.7652474026714782
4.173516410050313	8.444197318347989	1.0497533086152786	2.3207807168867216	2.2770012689787493
2.133382319590688	7.775087784764084	1.0491727015737198	4.064341565701446	4.0644906408529575
3.5516736666899313	4.455895953154063	1.4314416602593372	3.5551362741163595	3.4837325902961664
2.1935131823520666	4.521994534273755	1.573899686834833	4.173866140297181	4.2721521813118235
1.3880981800020344	7.8642337404728915	1.3573606595302343	3.0134849781243784	3.0284707561872555
2.9519632333487165	8.829739044439114	1.919734556288457	2.7628641071758233	2.7561064490654394
2.772541183359257	5.9988317653893	1.0166603751988792	4.830175836324088	4.821595210630135
1.594607685797011	4.217286475053272	1.784299099636114	2.657739957923671	2.7566494243429727
4.152154196023589	8.889962465529306	1.3804154930005013	3.505610832680605	3.475238360433105
3.0002938404823025	8.33428876136624	1.103253731908608	1.722454794797248	1.6896701465559512
3.760616263616608	6.9651605979988815	1.4871521058444213	1.0419588976180385	0.9485527917373048
4.5095930961609065	9.154481862415924	1.2319517383610956	2.935748949595706	2.8957979249057324
1.6219498547533706	5.555965989376904	1.3016664475144548	2.3046468377662532	2.3002728303996944
3.1212121372190427	8.454698660303919	1.2364785518126982	4.19199630255521	4.182981552320307
2.6946347861648574	7.466102377082707	1.09371513131979	2.3848743578782283	2.3574354411869227
3.4730040245579628	4.2953870748692795	1.7491161856854447	2.114481715688126	1.954634134769184
2.0622585662978263	3.60581942635569	1.5844966542753351	4.379048387874388	4.595157300559562
3.607318260095197	5.861590660673912	1.9638583095338984	1.6237406823637186	1.5045063300723056
4.654218477607556	4.390768285605585	1.9796689038533968	1.3188754964279452	0.9421490273168128
2.430340967577311	8.821616749195275	1.7542801683310745	4.017007705989913	4.0429694918877415
1.7841811893315955	7.096566621408791	1.5236939292015703	3.630427497130264	3.661847647567144
1.135681224249081	6.3192846535531695	1.85834787737892	4.48310684952142	4.635215854023852
3.0795586305515377	5.69421543567507	1.8058466577202128	4.074893257426095	4.115839246010177
4.302814696790307	8.282734040394935	1.4323660083318894	2.109261521628794	2.0503149297436463
4.757140178007676	5.254884096883961	1.7465231504706082	3.6818315051451633	3.5847363323711607
2.9114943378609883	4.252275093473898	1.8012777725889466	4.818551155833061	4.999199409649214
4.5201131822525635	6.276650242099406	1.7071392290333596	3.067087514326832	2.9836989278101385
1.3627416805632837	8.804879976405742	1.8449435307705009	1.094909577572445	1.0866010089731768
1.3500353896928798	9.262926049486591	1.1166088508161285	4.203412439035655	4.216591809247143
4.105115244119267	7.604359459811932	1.272889161398262	3.966552654970487	3.9316620170785987
4.458434712809703	5.5916107710993215	1.3778444098718068	1.0460351013589912	0.8765891081902615
3.29430156539074	3.965533057111717	1.9509256783126092	3.050151088535632	3.0340210647284502
2.352929389234269	5.471232900586529	1.323071322835938	4.912714166666662	4.955803628511761
2.555634144040926	4.909011318872839	1.5760359920770584	1.399574916344681	1.3013253765836994
2.9465072655248097	7.6152084967519995	1.759120045317077	4.657947785662516	4.69556645273464
3.3551930897851	3.1153726545354035	1.0246550818587203	1.8163404934149123	1.5482580309150686
1.8806728331807787	7.070140697695532	1.2923395092852907	3.5787935420302643	3.590665961702486
4.653010737447376	9.173978858069326	1.4167388200340132	4.94407359212255	4.924826800400746
1.7779224194986551	5.035837227479656	1.9977512731165885	2.986586051047486	3.1009766849904707
2.1637718922142075	7.045712353741437	1.8170684606238587	4.238973338312503	4.305413729005445
4.627519765852952	3.534159278017516	1.1319491195883644	1.5860689851350818	1.231572597028768
2.334769229027567	8.112488138472889	1.4063888630370045	4.9248059501817645	4.9498618345246435
2.8116184123237185	3.754252954555692	1.2037142768902878	2.0469843984541147	1.9075710611055143
4.519782736283187	3.6276827902982127	1.3996841592851696	4.4485927556163025	4.300903273382347
1.627832042777789	8.350923491560453	1.0837443858804048	4.0586183088441805	4.067720417385171
1.8525126940474497	3.387047936286049	1.9265400874191725	3.675095207183176	4.090073793970303
3.4092764138821288	8.178333944627662	1.5420737170970455	4.624223456275404	4.628647337673085
2.634918426977632	5.688956714804848	1.289209626523327	4.822356154368164	4.843400994358057
2.23935465896864	5.637534646726656	1.4273799587329938	4.042502762250852	4.0746991988488634
3.170068042847176	3.881078524716079	1.4240040632095994	4.53711091628298	4.5551072941612345
4.802115110110725	4.9568021995723175	1.6021910956395102	2.375225457997646	2.1790529421067144
4.511214807033338	7.924512481042965	1.4970507174538912	4.999484127219425	4.981641619377033
2.8772303082214123	7.785623637419129	1.5316726583142857	4.009505123334273	4.015270201258427
4.742719676719826	3.3455765285825514	1.7424749870736456	2.575586524965185	2.1522061888153523
1.6656282577643382	9.55300178891726	1.6465979872671554	1.0945151813358196	1.0806359255115772
4.578825175100006	8.69523039138738	1.1600600992431738	2.019434507610521	1.9667622118636388
4.205546264850277	8.260258820351737	1.4683501550339997	3.1029600812324727	3.061210385635832
4.076787432250417	9.498940062236592	1.9622038234651216	1.9907764263917842	1.944049598249668
3.4387895288912915	7.567157627127853	1.746145249364152	1.0847818623342942	1.0070985579394844
4.416723680692651	6.567143027987398	1.674259289163653	4.245103995214452	4.212852358557791
4.528379042496222	5.177007896141029	1.2135105121281766	2.7123154406209187	2.5791366525342543
4.848924440701596	7.738368656893367	1.8527850524122722	1.9308945539801383	1.834216769971956
3.2913572351375424	8.829586816358884	1.2102508915968408	1.3436593546170634	1.3048812609976894
2.0886280861292827	6.12709775848437	1.723386709994208	3.715633888122068	3.7720379342839996
3.2386134315939503	9.388199938319813	1.1460293109371331	4.013022297823703	4.000832687919742
1.4037619630471871	6.042349245595107	1.7164337599292994	3.2251073866718696	3.294846049124776
2.813004259777756	6.3262752759612075	1.5474437164342658	2.29905966471994	2.2589146282682404
2.2830816909146288	3.8690977811696152	1.8903116349220077	1.5326449643951192	1.426146773727495
2.2389053270460115	5.390916942669872	1.1796026911373887	1.8402293910346856	1.7927992592935569
1.791004264034162	4.714830207017201	1.902366535080612	3.4587176686554684	3.612565974697893
4.260882518752772	5.542444425611981	1.8466156145999095	4.071618016441308	4.046691084780496
3.3477482009351283	8.437365281159481	1.2891235075394096	1.43651720497031	1.3922409362530106
2.7897274121544413	3.133520408067168	1.6473627280978391	3.0092078612856747	2.9872998958276673
4.212907045340319	9.519192942913037	1.8880936310327192	1.2138889960285906	1.1489340032462152
1.1990434466505049	3.741953931192104	1.8569221550853947	2.7459833478375764	2.979752384711371
4.3213917206004036	4.255630957916559	1.5664957638140125	4.439790613001311	4.3730506322099485
2.8580741761079245	3.283072909660329	1.4658244972692496	4.581154909372116	4.68540623284425
3.207854312734048	8.811147314122143	1.6731429525515713	3.4432060762897514	3.436600731630243
1.0415316784278996	9.419812598920739	1.2245242131189258	1.0382973912594449	1.0326867766814012
2.224208836808607	6.409478396284184	1.7591983605238537	4.967826451162537	5.067180001367688
1.6984649018204507	5.07898741737748	1.2312634514187757	2.7553833733137703	2.75654048176239
3.4283967703139773	6.189679726563913	1.5196590446282532	4.239336017731935	4.232905309694004
3.772757403713338	8.637140095249363	1.3496606218198626	1.21374590098578	1.1597361744512735
1.779601486798771	3.8157147245795215	1.5645858826236756	4.913818541322961	5.177879977496647
4.862003078986861	3.435870461292335	1.4481336249977963	1.7071123326257205	1.2247970188605677
2.3761196394058395	3.091544473515821	1.1910591742091683	1.5581759655349523	1.367640410976642
1.2562520523467176	8.022376136657668	1.1009144681788312	3.898207097331969	3.9137450710683126
3.9294433976902696	9.36776318800439	1.081299781357512	3.075953102771007	3.0479078546722316
3.4480122203192884	7.499407928071027	1.4020558452036571	1.9277507550542363	1.8748506328636168
4.41883304832319	4.08838734530707	1.294922726600325	1.5683512902529981	1.2925670702879508
4.663573846752451	8.372431547697447	1.7312104680680245	1.4665638964947338	1.381237580249511
4.313603198089006	6.120629707784435	1.7853309054637307	2.873619382084672	2.789347300599249
4.1761387733266115	9.948063158514726	1.7748528628163576	4.807816690644189	4.810094095977034
2.024751567402527	7.7805529808835505	1.6202463215887881	1.7999154472005592	1.784853010208422
2.2801426762597443	4.282969002125556	1.2119413613984522	4.276948937900963	4.302134774446892
1.5654452709414888	8.262220766080013	1.0705002955558325	2.962434699064881	2.962860272188171
3.816322776944089	7.1016804532381625	1.0899457592260529	2.8572425501644614	2.8080355807798325
2.2550567926491367	6.534275611445423	1.1105301150615934	4.001376024929462	4.00092858822504
4.017992384946353	5.661026184353843	1.5087406414341498	1.6598475140012363	1.5258748836610994
1.8507629814601283	9.41053313339231	1.6218858987681073	1.9024617393197232	1.8969519209776444
2.611323016974158	3.1078350467700213	1.1689452749363476	4.603261261409097	4.626995338100136
3.167611683562208	4.115999083394291	1.3265206174508122	2.5873927744584178	2.471224875703317
3.609635878049705	7.807588221860782	1.5876630895732284	4.026909284270012	4.016822248006884
2.8631932114500844	4.852837791702898	1.4140770994367131	1.393037863538591	1.2765113153338157
3.3024785289870695	4.2176214335588735	1.967648775123073	1.7303396409044072	1.5432780270135251
4.499286367935854	7.647801908832647	1.1646969240017528	4.445704498580946	4.4075207405121795
4.3613769004952365	6.97196308464561	1.7447862718126286	4.986893177589113	4.989098820079121
2.696899802517942	3.517559591620555	1.7326333648030223	2.491833147235541	2.429329750331404
2.4592724671777906	8.777830974839564	1.7631994657963117	1.5351192770224094	1.5096108310355538
2.060714262950067	4.656720059785086	1.3409363991605612	4.008555027895069	4.052789753642258
1.052143791211133	7.395460519820333	1.3200551672749161	3.51769072175309	3.549295383464925
3.0965052708953733	3.0554976783906187	1.2521956914290788	4.471849412518875	4.44713430621283
1.9479984215522264	8.452579340038152	1.6320325546906331	1.647128184855872	1.6333656855954728
4.041557923353977	6.388904019919544	1.7435474229084016	1.5726673301374057	1.4552715443085538
1.3255019860578907	5.507523039711548	1.7780800461328832	1.0127294998930427	0.987932014441252
1.992477356941596	5.180363417813476	1.7854314181361113	2.623066200104272	2.6530582368393127
1.6229569671047837	8.028496621182228	1.4080270175464389	2.7170561260907973	2.7238197452508977
2.295524694562212	9.400564568571703	1.6982167197721951	4.780007021859422	4.815115352402065
1.8630432374888577	3.314676257421773	1.1080791429129744	2.934628644960537	2.914405227246516
2.485813027279712	7.400476800019747	1.823998715560588	4.280355221902525	4.331181646340839
1.9009864704972377	3.3369092726837923	1.6293535849554843	3.2421075219583018	3.3963434205707257
2.4980637896668747	3.5636046314222782	1.282053278571237	1.5612222150145287	1.40296820291749
4.478651606430058	4.363985139152483	1.0130008128233907	3.722890220598301	3.5825186096319843
1.8804966011340016	5.0180715203864565	1.5340557024202974	2.5916531567531025	2.601642649943746
1.8640962787684183	4.048551640964496	1.9710626875190635	2.0944255020054774	2.141153966630445
3.5640421660793398	8.32075116673745	1.8965258717652973	3.0622356621891247	3.044750598557927
2.369944202043788	4.5704043839434565	1.3953075998491409	4.337034603424864	4.388227283562957
