c	v	omega_0	target
9.491689324732196	1.1181026282370274	1.2131037158468465	1.3655122683609522
6.214781682072463	1.6930890541931392	2.2340401718133887	2.9544064349416663
7.492744692288652	1.9747406596443453	2.528242032064437	3.31165404391312
5.4434631517450764	1.6406803534854484	3.6715202575992967	5.011166624046877
7.3363428518012235	1.2525195361072037	3.0242222044358407	3.593297899306535
9.725098313713477	1.6010453462558645	4.652529587093602	5.4934326381030765
3.573113587060105	1.6606077540759194	4.396168824951527	7.272408669571383
4.625460165527837	1.0110424633719632	1.3463321355699245	1.681271684319685
7.710617589593285	1.308009122841339	2.203914944876328	2.615691754531442
4.38701713469405	1.6093673422277448	3.6111955753664096	5.305874835284327
8.093009810682856	1.4020090982550188	3.760429833629564	4.47960652373888
3.0639514958507372	1.6533402148277094	2.6347962993503904	4.818254493119921
5.524703224126375	1.4974458937091604	1.5551055058873693	2.0534786529001203
5.459222408128143	1.0388220974618907	2.2199210567857848	2.6915228492974306
9.60871951241402	1.2971794886172163	3.0687458443019198	3.51520701910483
6.312601832824687	1.2518573161954776	4.081154244901624	4.9895886520714905
6.8225513082998175	1.3018800811730578	1.6199624126767755	1.9651942440771262
6.589443952988228	1.3368050420245259	4.462177110850452	5.4814049343531845
8.491062115944956	1.6822392710654828	2.8794162851551706	3.519649319213652
4.4376141487263965	1.0014528880778415	3.389370593726968	4.264268029244313
9.731524835856742	1.9883113706257527	4.746608547888755	5.839606348273286
6.8184847631891445	1.8686817561700768	2.396333282687472	3.1746242933261466
8.66253851648655	1.6203043268442254	2.7363229489145318	3.306501470999426
7.807285845133098	1.4268630089378471	1.1912821960525992	1.4331391378187126
7.774048322924749	1.5609235058503192	2.0724477993339865	2.5403003440691925
7.508441602900027	1.6005662952296107	4.711386949892375	5.850172253788716
5.414092889963065	1.3669263073402362	2.7754901293769394	3.592622900364013
6.718395633033961	1.5837696764385334	3.081845926881457	3.918791932028793
3.611212556091368	1.2725646317878962	1.9816933680774171	2.8637292432842467
6.535546468118562	1.712830403183672	1.8080462335105716	2.3645469005098643
4.519577198383047	1.0477471130113902	4.424426134204972	5.602746568188843
5.434045624995079	1.8978917660084875	1.1499531863186014	1.6558613082578644
8.22970567052966	1.400866139555674	3.5172881175939685	4.1769620366143245
8.22480115389347	1.0270789201703887	4.300719005099056	4.875941921723287
9.075148669663267	1.5940445978791895	3.1420904121818114	3.7523351396903566
3.2051326820871786	1.96355331803693	3.0088676783727752	6.139117150667985
8.906782375631186	1.7992990944370404	4.0179743587761285	4.931335034664533
8.338025565205367	1.1474758496531603	4.6504215699383735	5.341231778412347
9.439802786552523	1.1385581754565868	4.924849383866171	5.559433484532565
6.194052827302643	1.2130321432936124	2.7635975752973936	3.3700728867374936
9.980962912698493	1.989605858713304	1.6136641084781165	1.9749689163687305
7.720836437009432	1.1015232663769163	1.4499653143143023	1.6739540378047333
4.481085708045242	1.5404460859916882	1.8109680533072168	2.5914532511296264
7.442289373432588	1.493138069969563	3.22941964092937	3.957807265395084
6.381662648176768	1.1681474625190922	4.187961569912335	5.03970807485079
6.165569987275098	1.1827520864470285	4.468097509489575	5.4259929590273615
6.812452773533421	1.8993193556998185	4.934271971220076	6.570479405132233
8.385116312648448	1.922631080995277	4.550874894062707	5.7474737756702385
5.702103137672883	1.8323519000086943	2.929878679617238	4.0882179085194155
6.338481123246669	1.3584085529202905	3.70154461480474	4.601747482711423
5.480354426772392	1.8504937127043861	2.1406077723947923	3.042070182419601
8.612941805705324	1.1869959603577118	1.3825394536173374	1.5882296654023471
4.0230866489978965	1.5396428217860008	2.083974627465511	3.118955843763752
5.5320080551742725	1.0673025127266689	4.219683199868058	5.130181373856894
4.531984997271176	1.6666495014509732	2.5615430086518307	3.7675751758289135
4.215216073580295	1.8332552032416247	3.3934922654083595	5.4075726588524615
9.730181803859832	1.8059481004662536	2.0497577408628382	2.4731699808493164
5.68643487506665	1.8678908839448798	1.2011162082710216	1.6894058073183629
6.6262907352738685	1.5638052328377685	3.632552035440234	4.620345402417757
5.564450249196595	1.3506303629283445	2.322280471499583	2.9749201243901804
5.2369244685887955	1.3050837127856156	4.819734263079049	6.2169972521259735
6.7426761904106245	1.145527587338406	3.913219002680656	4.6455784210910105
8.425028887156259	1.2808073298189493	2.7155971592357337	3.1652233995780006
9.265568909793151	1.6827662051472243	3.3665788999225863	4.045274157417596
8.846681070689582	1.4178209201101284	3.036405932085956	3.5691736779218863
6.030138157733385	1.0054973554429705	3.6702536001279267	4.343053999247495
9.027605862501423	1.491152411840873	1.5345578886193645	1.812934038394084
8.462504723847584	1.6035091564838042	1.5459881609641486	1.872857201057178
7.805127122751948	1.270459440544948	3.9148846501113086	4.613649189501102
3.4328687788213834	1.0581251561655325	1.5679382972335212	2.1562138793666725
8.806385404595469	1.3364494203240138	4.695805916736481	5.471814617134443
8.496132737184121	1.499416320268068	3.0622076710558663	3.66008213691524
3.1328800672293964	1.3198486798494922	2.658519245311548	4.16629739288712
7.8908395307633725	1.5036894010246018	1.3773452948131384	1.6704241944242608
4.581881817876384	1.0815123039498251	3.9529997113995137	5.028150046507669
9.436763258705161	1.46110106721848	1.0979921419714596	1.2834724615922783
6.5429956830421645	1.8429795628281265	1.008233025877708	1.346753253752167
8.42207782332849	1.7983029089755025	4.337802386748606	5.388284491716
4.844310752504808	1.859957322953952	2.675628167083187	4.010294973333223
8.198370819026017	1.2952714473387072	2.345251869491204	2.7503240067135764
9.356122271228262	1.5038375952469052	3.431344158726291	4.035342221625363
6.970840670057484	1.3626207973222009	1.4410999879136341	1.7566867045554306
6.778627636835964	1.0571316525304912	3.978040650096168	4.6553781198051185
6.050450010652875	1.2121013166241736	4.764842528682534	5.8377377024009744
4.502216677673354	1.7281993436739138	1.1968758492264944	1.7937133557260565
6.609626461707323	1.3063234868852618	2.116651552706525	2.5859949346461866
8.442338062444492	1.8624229725135333	1.5538716608340843	1.9445717135332503
6.4975535476348805	1.1342560542872766	1.5872471413772655	1.8934000031421496
5.894107787260582	1.1698807898994428	2.3206970620343452	2.8377757164745456
9.937048671843598	1.5721723806554395	3.5814938082601504	4.201045731075868
4.722928949804953	1.8060269602635488	2.8512910305011547	4.265819719038452
3.1588533072621177	1.6101198637972265	3.5025371629848485	6.146202334936534
9.831470128915328	1.1715447564753991	2.8602943093619317	3.224107379087319
9.288840453722349	1.7646115586369937	3.082721244886862	3.736390172230264
8.845048502768613	1.6532123802989491	3.5064194258667922	4.236455537261932
7.768343032147253	1.665943272724319	3.0789366727157343	3.8282911130658652
3.20068916652894	1.9570402263561972	2.9370781657141407	5.981304040862187
6.604837482293828	1.5502205919582053	3.974679717878732	5.048606773304281
9.75279830642332	1.004380725416471	4.912284817458231	5.447133077320502
3.3361876894636024	1.5578656306380765	3.811084051154356	6.322337380296976
3.053679050529805	1.4247718349932033	2.010712076553228	3.334000193323285
5.028325968659191	1.696926914428131	2.6051848432652878	3.701515083342724
5.542023313048603	1.5877141329284197	3.843228127515471	5.1605693813299265
4.549576335878619	1.1870481674396616	2.8759617450956627	3.7564563884857405
5.895488308322062	1.887421171341936	4.6156391626687965	6.4318416768319056
4.168138953649149	1.8399246003058571	2.793202156496585	4.487021458936911
6.989329081599666	1.0974839566146222	3.9244830241365634	4.597751502459205
6.533117577315804	1.1160736090951875	3.0974844038584	3.680744789849384
4.753971657851027	1.8526819182492489	1.3549700474990094	2.0446779396480976
6.419688501785947	1.5113252580247334	2.9272191119157784	3.7209277392774913
6.0432564968033375	1.9355477994236416	2.0758738034424145	2.8931439049469465
5.743286790412181	1.6750767407664289	2.176876484226664	2.9395859275531113
9.443019006121187	1.9896992816950547	2.2731253806997653	2.8152908348478483
4.526297799094248	1.4318444426108377	3.06880371987108	4.2582639228857815
5.0324143607521625	1.0167162171862958	4.315128134297115	5.296142306947684
7.024607505239033	1.8756883807760032	2.262386280361864	2.9744792642691027
6.442798438446027	1.7038975641992289	4.2171742823096015	5.529342507227124
7.723102310113366	1.9024085695348267	2.275186316993981	2.92577878986032
4.539543294491539	1.4054733224603797	1.493218439032412	2.0565796608357685
8.631913832486696	1.8276261955989648	3.4086774425128885	4.2262079986598655
9.33006421787978	1.4550761556243381	3.2769228565697053	3.8349010852645318
8.900584008860704	1.4645700585926846	2.4894021686123184	2.9390897388113304
5.6977311879427255	1.1767564388477854	4.9743853434436485	6.1339968936579385
9.212998954706817	1.2603110563419635	3.1825540403094528	3.6522525143043447
9.211474914934048	1.7005038405290283	1.4687077937923072	1.7702683737115843
5.478007601414562	1.5328842896751111	1.9615113205274337	2.6148523006843103
7.123537567648418	1.81216997996714	2.1278981406501387	2.760019362804349
6.023581295334243	1.9504825632370677	1.2947450236378402	1.811597181618312
6.2324635640127095	1.9432184306509324	2.2496991786887883	3.1059610948622964
6.737471173440423	1.9740632821594641	1.6988413646951366	2.2974246179443023
7.781436450827894	1.6788330350583185	4.389388516705432	5.46510113448305
5.328621267909549	1.9366543448491031	4.415171178238554	6.461714846888107
7.1746056012016135	1.6175648640128124	3.2374501109684664	4.072202294586144
5.730950062326103	1.5220744889226745	4.672685026770919	6.133989633451402
3.3275410158282996	1.0672297301607137	3.539178312050223	4.934991735488189
6.045919886403028	1.8236995306757	4.614781696997613	6.300247038131461
5.257755035722387	1.9400249302033388	1.371166143795723	2.0196161626372957
5.325449893472923	1.8710302321312584	3.9075521967909657	5.639976634191326
8.527486218098723	1.8678656958679185	1.3015824401026523	1.62617221878256
4.08915725066006	1.7413525502630858	1.355018021900726	2.13534155810685
4.639770934956024	1.6316469655733936	2.7724071101153065	4.003059169499637
9.366774941923584	1.5192124995174354	1.674466785399432	1.9721641584475509
8.031592861916666	1.9308427930728964	1.4982728767177007	1.914617682356004
6.931101129391168	1.7422265446428986	1.663035362959672	2.150095619161799
6.1335761117472885	1.5212321991859945	2.312647882533781	2.9793109444877346
9.696478809900556	1.032740121058621	4.571628383702364	5.087475158341425
5.82787524822438	1.0985182304078052	3.715838091756181	4.496859433260617
6.6135656986791584	1.5330510331289462	3.608494576163527	4.569417541857876
8.581494269701178	1.8157005772855617	4.835282734493287	5.994053152888878
4.625777719479968	1.3143930843848626	2.2035358274107466	2.9513095823283386
5.577718579512812	1.880272738031752	1.0977617001887925	1.55907892383306
8.32096625223857	1.8780158375079237	4.7270528987538745	5.947390878328173
8.609719293378607	1.956737076977956	4.909399977937605	6.187068397135742
8.756778910373558	1.4191289761531618	4.9188112358858	5.792529385833424
3.1637355501851423	1.116838365649329	3.1088889714814516	4.495812580980223
5.753571990562	1.6588384192175774	4.962859564007563	6.67726926916441
4.038556773707962	1.177860134407211	1.932690390344499	2.6098318768250026
9.412676091031733	1.1425044868548608	3.7770086667713794	4.267008957912903
9.24136705478869	1.8774937500413889	4.169475074020489	5.1234013059975485
4.174728576114926	1.6950165815266016	2.0380067919057265	3.1355564852266586
7.814717591881925	1.5263253611537937	3.1263389980984826	3.8103418556079625
5.9519511949483	1.7168459466497152	3.24763608757552	4.370175517369324
9.643951011400244	1.1715974015253243	4.344998555056454	4.909212963813709
9.173767038695855	1.7296402048888182	1.5458147418460944	1.870818600975072
4.148175144718124	1.9719957441518303	2.191437791911663	3.6750527217580538
6.275245060453007	1.1908707977562196	1.2064685114601574	1.4619906598528576
8.900321113888078	1.0214658588746914	3.2744725308331204	3.6745548938199084
5.996008299611394	1.5099938373725084	2.5498007638640847	3.2982248088856174
5.105110394477031	1.9190249204644112	2.6370067438026514	3.9154254902027774
3.0750721289566214	1.5217983413723095	4.952869269774892	8.520478630399928
3.0713778971885497	1.414266057586791	1.2622603765089777	2.0767558322759885
7.846245286905467	1.2986846277844222	4.927280117737869	5.823145989108697
8.793798215958422	1.4501148226957048	1.5625975861861088	1.8455385367929225
6.440162546801256	1.2724417597211883	4.320903304340725	5.2786826394930975
4.9308862332325285	1.6689658122620024	1.8745201761664947	2.666370761141664
6.0031370487879325	1.3712247786632643	2.5016913966177308	3.156572682944616
7.24347384308984	1.0116258421017006	2.1104030749398928	2.4289476007812265
6.60705335666896	1.3023731054979026	2.8168294811847665	3.439564422608297
5.745087183360792	1.0698452069788251	2.625640465857832	3.1700344804467635
4.0944030950475625	1.5112712783719893	4.254275076749369	6.267094110782661
9.269981771637948	1.9704684590549704	1.5247610962567857	1.8921114054531356
8.319690246802576	1.067585709664758	1.5032647423294154	1.7103037038268445
5.777183059762676	1.9771394356183345	1.212758494072276	1.7324151117856548
8.268056836428777	1.1239346388914693	4.359829960513934	4.99889436139692
6.431235133714835	1.4773378057661442	2.718790707591789	3.4351945527135497
3.169958504862085	1.5698060564687686	1.204628035702778	2.07324521149114
4.372067147858444	1.5547505435963649	2.7233896276674154	3.9500513000988207
7.800477335481628	1.6901586183792472	3.9755649589551734	4.954668236550102
3.5494556287048966	1.5502066952525908	2.6371324364682054	4.211814293370366
6.733519122979176	1.0899608611684226	1.7469994837184908	2.056914587091244
3.260201297376746	1.87303765529995	4.958364335452168	9.538285707474332
8.411617619067105	1.4618630790846376	4.672001863512454	5.568694783188825
5.68154938455233	1.636711411562099	2.7687383095901286	3.724219640980423
4.504742245825965	1.590284363348098	4.354924909855148	6.297810406847915
8.61288266109203	1.8641102185009608	1.513768588865395	1.8861030670357581
3.9863815980613273	1.8940667089316965	4.921294371085075	8.25032466212155
5.6347370854091325	1.0038184449592833	1.5637216604379702	1.8722449708306173
6.066543991395383	1.3449019611370985	2.7035549055879904	3.387194518370306
3.036900053614915	1.4255696807027656	3.418248123841725	5.6885152826967795
7.795154182281445	1.346557370600939	3.875668437064085	4.614533051872085
5.67524580593348	1.1839648670126321	3.9049984644441498	4.8258389842910425
6.899811388110899	1.3368376003858304	1.029374790839519	1.2525506617867748
3.1901877107106187	1.4363781226074115	4.811810086061362	7.815317593497207
9.639113451538416	1.2080326758797404	4.297714738201464	4.874765243834762
4.744575441038352	1.4520503299384115	4.6718574384767555	6.409182944566264
6.223219140718643	1.7345226173511359	3.199443665479041	4.259996736006631
8.85134002791931	1.6993039418995717	1.7775918725265218	2.159020129322748
9.577760128570493	1.5785041180994084	3.2857698067559222	3.8803574399989422
7.390784001572967	1.3942318219943028	1.5556698835188583	1.8829461925546849
5.611253884655357	1.0742855389346744	1.2673284633847453	1.5384186686319488
3.9121339288261736	1.8195436448617384	3.0895266071138425	5.113175665842762
8.100135631346626	1.4818244459421017	3.9996142966438324	4.812510598583739
5.01988283805171	1.0090488265166329	3.221629863639923	3.9498306773968697
8.843103396888841	1.9578971874303344	3.1171738656453685	3.904222368856375
7.932370842471959	1.6922710967726051	1.7102148684898784	2.123964251129987
4.3121140453929385	1.4013879927261197	1.325706730312227	1.8573681236905548
7.1545184774891055	1.460940878349628	2.5406108608800864	3.1252498804570856
8.528438150296019	1.8651184026757648	3.7290465161372666	4.6573037709137175
6.131579688397378	1.1120471884270915	2.281715759205317	2.7409931011107243
3.1664912465528	1.1723902052618047	4.833009546352903	7.1290714112538405
6.77381442708307	1.5556490545393666	1.270476224985098	1.6051519003954449
9.14573696975392	1.8266727138446988	1.0723975343510093	1.3130432582946279
5.442610532565137	1.219613354701638	4.399742854078808	5.526198881744318
5.02586690566791	1.6641632910646869	4.597346779666416	6.485472056407704
9.650677610029057	1.8987154545577365	3.993356655253484	4.874295549849807
9.32336735272436	1.4376427587662324	4.091196585352789	4.77920946357441
6.63938033970207	1.3717868341714208	1.798005315508132	2.2173422986577247
8.703826967359673	1.5351290947321123	1.304789406081539	1.5593662232742531
6.157170331907913	1.8887343030618813	1.331446287888877	1.8280021535461195
4.3355333418916855	1.0260102424828066	1.3836142006080134	1.7610724486550011
5.016032581005755	1.6266802028895937	1.6831902778854122	2.3563922726973106
5.933188558910094	1.5068835574710038	3.616018860804109	4.688118616441228
4.723588233394707	1.7405202964480253	1.5900539559772722	2.3406399285628794
8.388593209030981	1.3993219140454918	2.5242358124130586	2.9871640372827404
7.139038751812342	1.5656684477416976	3.2565137121012597	4.069781049545886
5.596779842446362	1.5908755933533163	4.89111540803112	6.5516585124681725
5.514834272637168	1.875964732113788	3.1816020629064647	4.534279764682951
6.2183957626181	1.7119546191286523	2.225838831758954	2.952725339663792
9.088790905805666	1.0419818080910874	4.499826773170689	5.048998389994222
6.8567938250310165	1.8335223335006618	1.105548977422742	1.454127373638403
7.053988045175881	1.829248790129799	4.7994044778898495	6.258073536719422
7.342258015429274	1.5347474770893137	1.134410975160586	1.4025187003161963
8.940991661149036	1.3471037592061124	3.7033970027044743	4.310579622787147
8.566612107262554	1.0982739516636686	2.2937805886952987	2.6093855640463417
6.667420973552574	1.1698455487176205	1.2412676579230535	1.4820475901123942
7.918799678262983	1.9628818754847508	1.1690040636268255	1.5057646603835684
9.318658974224716	1.7777672870510035	4.0407887471902	4.90169585660472
9.478641825443043	1.405336305730276	2.6140370403759903	3.0351480031132576
3.38213950337859	1.3889203964578836	1.9924076389199452	3.08253567763762
7.183491324344348	1.3734733460498063	2.9378471262954	3.565334851242113
4.807643766217953	1.1423628380100497	2.756557092884648	3.5121421261251835
3.772197577672295	1.2046944296398905	1.2845983006881798	1.7885082977147404
5.560928361958039	1.3446951667292564	3.3082943898593804	4.23392622265644
4.300454687736078	1.3495718155126286	2.9739643214889813	4.1151437512841404
5.206969704671456	1.00395499743386	1.885740908609488	2.2923435215053196
7.516981165756531	1.8733655459910925	3.9397434748889903	5.08194599232567
5.538606200144193	1.000926752053498	3.1099645129696385	3.733463356452002
4.585106583666224	1.3519721226896655	1.4698069169411705	1.9917499121842683
4.0751099442437235	1.1954843646076645	3.0196782123083645	4.085285837473491
7.298037812783043	1.374506003046997	3.7500745598655487	4.537564290660704
8.914611887008393	1.3624227041234485	3.605870340881063	4.206371103350904
9.497827651067489	1.6746748441020052	4.56314673387304	5.4531664968740365
8.610190487388692	1.477524887181369	2.4242821304414863	2.88305972041338
5.580512622097774	1.0681885727782026	3.0424045754101643	3.693050385378237
6.45211845342296	1.9947098453633052	2.825506561226325	3.8895730244936586
5.726853552699013	1.5450279434412832	2.049001050277039	2.701983039077686
4.7729464402123085	1.52078851791346	3.119744155287051	4.339976635857799
7.035190826572009	1.96065410936973	2.3665386317096715	3.150912761304048
3.905905100973668	1.243761012801179	1.7674966017607128	2.4582856411572998
5.703379055425054	1.6259925997147042	1.3396431629735317	1.7961043559767715
4.043463605697266	1.4455010080399004	2.383472104131417	3.464486247292169
3.10770231713962	1.5566107736608297	2.8303664546349268	4.9081497030201
9.796951119817187	1.3429560266757157	4.185545260236542	4.804650838207973
4.9819737654084815	1.1208402045933847	4.5580597355268155	5.730435994262392
9.062965733518777	1.7154971123394194	3.9117531086192634	4.737846443539898
8.3584271624409	1.7804350055608555	1.7306790184879897	2.1486439878521573
8.08125713320245	1.4933792416471912	3.843983957204008	4.634148438467352
8.629523954529793	1.3872974271440714	1.3641629282815375	1.6043353599835417
3.5366798073712675	1.6901591708349262	4.282103392199888	7.2044300155373575
3.466210917790137	1.7589005904087802	2.4755529590316314	4.330756535179703
8.822270122095189	1.571250674740048	1.4125172924275486	1.6911245063483311
4.9620082845718185	1.0226473179217033	1.3150662851762855	1.6208929625248762
4.031073700626799	1.702086647330491	4.809079024859394	7.545281041906986
9.961485746511237	1.362552863503791	4.13678506054257	4.747241739926211
5.2783462833349075	1.1560248521061292	4.265235577066848	5.328747608202524
3.5476473837918183	1.012235852046815	3.138604541472338	4.2090998572477885
3.7351581332608372	1.943667149892244	2.7334296855854365	4.8666470096821834
8.121724236933495	1.7313865719595978	1.91079938537316	2.372683843271957
3.2208119236227817	1.8694229336597588	4.925175163507658	9.558734586856486
4.042868501305241	1.6235489337264797	4.3935009062510035	6.7238556894243775
9.61698023201032	1.5155969598272083	1.0775516263234537	1.2631541546082181
7.5033544338572495	1.7674229538819075	4.7221069148866865	6.003325824815259
9.994352016649907	1.3663280448827964	1.218278985658085	1.397955175389837
3.883856611465828	1.3799652049924762	4.595751156529364	6.663453174776125
9.590398704474179	1.4300585659460483	3.7524035720926565	4.3606900364165435
3.609299491528185	1.0470078799677351	3.337927114669468	4.499698267149689
7.040632560785669	1.2874127859973048	2.0460444670646525	2.461677331548763
8.494162611570559	1.387446316297677	3.9019664678690185	4.601112740351396
9.839880445804623	1.8310506711241616	4.97612485794336	6.007025704154959
4.9908943105581045	1.4981908022360158	3.044295900960764	4.149518813434023
7.391973531616352	1.9232597459245997	4.396851529616933	5.738469414721817
4.900142710312238	1.0734817428779362	4.672507169698021	5.837930779591932
8.739999506985829	1.7922451423994707	1.2384615983164062	1.5248277470678189
9.18368771572124	1.3988857408773363	3.700238744221384	4.31421323905293
8.690027224756225	1.7386275879721027	2.536774796027092	3.107133633071714
6.684571995946211	1.0496817478199123	4.3101073652819295	5.049571963834467
9.167921146919124	1.8069591467035169	1.7325336273390826	2.1155060945892035
9.788687364538603	1.2246734046680017	4.8071832447168985	5.451448666640893
4.825110878111	1.9167721911076443	3.3936661903177314	5.166985461066245
8.857678199035387	1.1733175250690788	3.8602042786780255	4.410404677143906
8.829909683947864	1.919502244946424	1.4882056920167286	1.8561090448944568
4.857895635975979	1.135856349402942	1.8550747723881809	2.354075173180524
7.280215201027754	1.018687188758982	1.1128308807149097	1.2811480887648314
6.508325819028604	1.497587314383764	3.1286027882622403	3.9546221578657423
7.904299921112745	1.6748420630623042	4.678545570997192	5.8016168424903665
8.67933400312606	1.9105166211627629	2.463662576932856	3.0815537340758965
6.948135165171076	1.8975973994548911	3.5385275993547687	4.682962481896647
3.1156031185251365	1.2686878628210116	3.9399494884012976	6.070393648618411
8.786428506771887	1.8401180757982518	2.0210068400034733	2.4996935207506152
7.1260308203954805	1.2810115322484306	2.956624889829337	3.5458868408822544
6.558038754282151	1.1216457921905256	4.175482290323456	4.962755916882246
5.92274033116854	1.9842270179896069	3.694997125853601	5.235436768403906
4.857576423615756	1.2144766569846797	1.4010988216140636	1.8088435900394149
5.977472479775245	1.400887893297523	2.052261540277529	2.6058048691370566
4.480253767184401	1.9373229119604958	1.8569797586785504	2.9500231726366355
3.4269523599339755	1.8361894074595082	4.393915448505907	7.992294818488362
9.326951102964408	1.2509189284947917	1.6760179365776462	1.9181331680965836
3.581395660125421	1.0081323051289388	2.485403452778647	3.3192410268587316
3.519558530063676	1.9250022080277256	4.5404121847356675	8.389899761704116
5.669573777546002	1.941220904154884	1.2839372776388358	1.8344264612470875
9.953367610638576	1.9583360856649428	3.4171961023308746	4.171063033200944
9.306449287901556	1.2918215418215286	3.1115988864998902	3.578157362167995
4.09148176527131	1.7993991738994644	1.7770965791627331	2.8489578384515934
9.011125381681392	1.6920650645211843	2.2050366842894533	2.6665196134343576
5.370579302421365	1.3856443670735636	4.658407463021344	6.0656711987500715
4.264206764244342	1.2953395362581572	2.671561742388305	3.6558595557877824
9.064951251926471	1.0485154380419537	3.2963478310096264	3.7024772327781332
4.126358129624888	1.6609046273877328	3.0276604962567886	4.6386901791150335
6.527166644689917	1.9435033238571704	2.0343346638095343	2.76550803561044
3.6990974682607503	1.8349998688163351	3.178870543307049	5.477241816804424
8.915014840308759	1.7725220001442414	3.3722639019767247	4.125109290627523
9.10600417185675	1.5972021778351748	2.6649248170532833	3.1816806322402864
8.612628794121147	1.5102234010030062	1.3769139412105145	1.6438247547380331
7.6878818713323	1.2385973577613791	4.03532346771323	4.747474975828309
9.094760066891904	1.1016170951398971	4.103762474391656	4.634964061583927
9.420229125335576	1.6234969908281287	4.771914973334395	5.679292068100105
9.184555305308637	1.6386288069067874	1.9021771797892697	2.278096962617312
6.853589299420159	1.4750115118763731	4.97720327189692	6.193521854846913
