x	u	c	t	target
5.5782190682098935	1.154036870309147	3.0566941973696315	1.4089488176057796	4.268116653482183
6.83209618042737	1.8943704692600445	13.404665951602876	1.9983567288601487	3.0773533800389217
5.93624652872863	1.2496868174174791	9.435490184316851	1.7751607639964058	3.750895755526227
8.881157834420463	1.6505179771795646	14.307149781427785	1.134023920413202	7.05654481923163
7.510327100566549	1.6082286438836575	7.948179364764776	1.9719355044605436	4.430649759133113
5.863924311187702	1.336064564115241	12.809168185734535	1.6375130427036109	3.696263086839301
7.359990194742439	1.3938228133379298	16.27490797241243	1.159020163587499	5.765705013356526
5.168129848188404	1.5624171602255204	5.614138860910924	1.3515497300435113	3.1821594907908777
7.462454789702313	1.2436158167974232	15.122183739697222	1.7712191112642768	5.277615387998983
6.685843400351983	1.5525434660095323	3.561528239494665	1.2889317299416838	5.205331373020763
7.956634529202223	1.8083726607592936	8.140491932877824	1.8703143198130971	4.6916365691126085
8.495869950103279	1.765157917424359	16.067366428843542	1.4142626135503151	6.036008507205732
8.926396149400531	1.155799942741758	7.6339022948054405	1.8643999238038418	6.850495092980472
8.484793931821798	1.346627027738183	19.18321070304597	1.6594875688336423	6.265539812294321
7.035678674475684	1.4320675580567157	5.908231639727029	1.3706711050041172	5.228704450069865
6.825819646206533	1.2221614398866598	18.872133474023094	1.0502039092514368	5.5539594578518505
9.805813629492887	1.3739218864371572	9.96688948818506	1.161879767473616	8.288610378207656
5.542443299703564	1.3056896968262748	4.654840045031056	1.930519665690753	3.148171470916428
8.132627023333656	1.8615812410013235	19.650510066721687	1.3221505077163234	5.696958088628445
7.860592878681822	1.5234960023072452	18.60518247923543	1.0851304349251911	6.228317322862668
8.362628113487677	1.5417438775269128	3.2463623447222814	1.5040334329099692	6.867697325159228
9.490563206645255	1.8134944126399115	17.42291560482201	1.5418766867540417	6.7309394079104425
5.921611863343383	1.5231285458171064	7.84277807200207	1.4442831534062486	3.794019519279944
6.9056038544257055	1.2621537276318069	10.637507908549646	1.4920244768389832	5.058170571816741
6.8924095971972195	1.609653345171207	10.753306264621283	1.6180158147800874	4.33682760198882
9.152801056092693	1.6979810123190666	17.394642345215964	1.1611032380189958	7.215730436828504
9.5746507613237	1.5097951348631575	16.41124635861612	1.930343549349389	6.688592246369468
5.3891968741045355	1.3559397471633203	16.119834591962412	1.4954986698802708	3.373346094338185
8.053600385161705	1.8408649932382743	16.203844363365608	1.8286004251004466	4.717938739416254
6.172252677154274	1.4817089756612398	18.89039191659801	1.5823701270847237	3.8394698382556713
8.439374787807031	1.255877046361511	5.1341149692666335	1.903468453899963	6.238370990345
9.637686704587438	1.1457763552532616	3.1421023339683614	1.423002114462639	8.599366178463965
7.485975810244148	1.9703126468634664	10.932412351362107	1.3629733140797464	4.880408458222144
7.110199272904923	1.8950629958135348	9.636453098609243	1.2309518109872823	4.872617512980407
6.207395083999812	1.7204167548028002	17.256317606676028	1.7064672068141775	3.287941611442298
8.39652904102893	1.0159566037474668	8.458546775537874	1.8961937733449956	6.517259624632144
5.399373922112839	1.0616941700073164	5.324696250406936	1.4294162904482488	3.961313760184292
6.3255077874382755	1.576238967001573	13.197153239484146	1.3945672512919716	4.157094334294427
9.057852431792304	1.1538130629708103	11.300590030810985	1.2965335295385003	7.601621693681475
5.998992593085183	1.3003318769332468	13.75642732210425	1.9186871291431358	3.5198227409666765
5.6402895657236956	1.3182746589845158	18.237094894873977	1.8972835625979387	3.1473822988398483
8.495551718791727	1.9637853348780925	12.646744830547695	1.1777203098301006	6.258676377386985
9.405883423419873	1.0843296025015017	5.515994612088739	1.9592668697694064	7.426294539671147
7.430472720668586	1.364740437735576	9.582369644471246	1.6083043032849202	5.289475580430167
7.714646478993336	1.0278588342866346	19.444756297737406	1.6878325656185922	5.988164868873769
9.98434637566822	1.2772296154384053	8.726733156332509	1.2366682574200132	8.496328501138581
8.068541757842361	1.081250116783357	11.41252314200866	1.3210477155907272	6.6701623543296416
9.329503680531491	1.7518247337946553	15.237575929009852	1.7535145760705266	6.2994232925005615
7.7292304112405406	1.700847666938854	7.7743068275628575	1.385162507635302	5.506681277509216
6.913090203401388	1.756793885545746	18.978018499883326	1.7118194088520369	3.922619332911059
5.978621191544933	1.6422834970663271	16.35031877638554	1.8008864761513177	3.036410903448452
5.233565991048526	1.8133765284793368	14.3630706009396	1.966091547160037	1.6817589735019471
6.127300357532983	1.295238895674366	6.789804325607622	1.6959964692952658	4.004110230562488
6.150841004510034	1.9969835371393896	19.412025027966987	1.0202021608354128	4.135454972875165
7.988954278139976	1.6233268960596088	15.999058408300519	1.1643383580129734	6.130490609795652
7.528552348111145	1.075336584580782	3.8585942627171743	1.5484101966295758	6.1053713161430645
9.911719043391507	1.8862620033744093	17.266936686591787	1.1219398459097631	7.8423811186678
8.627582925938638	1.5653790752951675	10.037650659460446	1.4068088596506565	6.504983329694114
8.970619044392535	1.7763161594014438	11.605360390545506	1.0269634954182958	7.231618060450632
9.865288352434966	1.4628809525266675	14.342871166804507	1.7740104797585066	7.308234246136407
9.163400585062561	1.2151822402161716	5.019705608633627	1.6375250971904107	7.393421303428742
8.911723325655952	1.0874907127650637	17.162506421260847	1.2851524461820172	7.529262316577159
6.657550425939887	1.0205842028956964	4.041907229855839	1.3807419677941413	5.42414711740967
6.492918959398699	1.6594686429541448	3.143059821574264	1.2137330472230476	5.273743756135342
9.649834153379977	1.2494501972522212	10.062501009665867	1.4022444892812187	7.959396549920202
8.598273127740345	1.349645405137326	4.8775147132939365	1.7716121254563637	6.459439175346426
5.870765475095804	1.8369762196582995	8.220875403691531	1.6768650507112517	2.8627905113724603
5.363390390302972	1.055700280788261	19.382737032018355	1.7011770672093551	3.5727605979163277
9.379499974936358	1.9275668050778905	14.50011987263156	1.9292426744003284	5.7114459519592655
5.326854769569689	1.038143974482408	3.89103010375019	1.6749052941201634	3.723018759722221
7.87443591935372	1.2512358374901031	18.013544961957408	1.4698089439339577	6.049970913477467
7.996321687171634	1.6504226058056737	16.422273548172434	1.65749517057996	5.287524098172796
9.175998518190722	1.5137105689340116	3.1658050979534735	1.4465760457032348	7.954512562805744
9.876597099713925	1.7481061480992368	10.625776284946184	1.4341938779554917	7.4712739692300065
8.537749687654392	1.5615487488914748	5.722351882376813	1.1309705663566405	7.038832889013567
8.825403215504695	1.1814437754897749	16.468063451495592	1.7389209642444718	6.788457971599673
8.582804900688501	1.4781096141742982	18.056874394233944	1.3222449330036403	6.650701994011277
9.883284270074837	1.7262117376655643	4.043457734550893	1.542785610169484	7.984269046957804
5.780022884220814	1.9342319804461483	6.9597939075855875	1.6664797350825014	2.6615131069039024
6.233943608909343	1.6403044256294972	14.305122966559152	1.3435343342272494	4.056896953160717
6.221174976466563	1.2920595907322971	19.709175223184108	1.6400811748521122	4.110935499129129
5.781809507276247	1.92715217254853	14.275484151826966	1.1188008279487391	3.6592065736537034
8.707355389996193	1.3643660848955652	11.96133263216501	1.5982376196920214	6.569652198479807
8.647364269027314	1.939617628122677	12.294638806084759	1.0631960402878833	6.668680477121352
6.145281285674057	1.138371264267387	15.747316991619885	1.8526168717823803	4.04690352716462
6.458155493499608	1.6653592435241082	5.370464804112404	1.5978777396339354	3.99399806993826
7.295041565338112	1.1908048314871449	19.549665609654728	1.336923171868225	5.713636336304012
6.0218096735002185	1.96446768639249	15.859266731661785	1.4012197770524604	3.294531170734193
9.03925932992065	1.1720399293568715	16.411466582640152	1.2761814643214078	7.562834459961847
7.54285787972324	1.6142767423679991	10.32336708625232	1.6657515978693112	4.9143280758861785
7.720351531138926	1.011637791853742	14.661265473576893	1.2206730259214076	6.5009669033168205
7.5653499632749055	1.4533058048051766	13.6073072413611	1.5591165988665243	5.32996326768341
9.14806796957436	1.0483516284537384	7.306479421637657	1.104682464711271	8.073510043925353
6.01125395992583	1.0215036299656228	16.155876903553306	1.4991217001302737	4.488877456742394
5.1938080445330135	1.7971286280747698	3.3466025271551785	1.5370298823961068	2.8824330358040338
8.4058714909361	1.3638625755709022	6.877405581698662	1.4802221607012722	6.516474118674961
7.611060096104082	1.2981053532146558	5.117118012840481	1.7055595431754926	5.579580795161006
6.828559440117758	1.0844228770683637	11.066756143550197	1.8573199301575711	4.83772086789904
8.61289240700172	1.2910567442520577	9.105930836377194	1.7016757563459284	6.4814082047881785
9.250068077575065	1.8611230297252983	14.641302640676356	1.6158853034019216	6.293761468051756
5.274935418261002	1.618967261298681	17.185324181604898	1.582838151129405	2.724488920504051
5.0381803673713	1.6456183605995456	8.207312054097972	1.9257544002453033	1.9078677877850168
9.407657847199706	1.5061816168943891	10.87887356821904	1.4026982344742152	7.365877337021228
7.521367270858634	1.0017354314112188	3.2809347975339533	1.8773675988327736	5.923594651454453
9.664588434734082	1.93252187728546	19.377814953538113	1.2256614718250507	7.332525821809317
9.042294431931673	1.9304588615085967	18.19723017063577	1.195492542052905	6.772663184466299
5.6289214444384825	1.6713024574007334	9.671890098861793	1.77438482975658	2.7040651435936245
5.08347702996076	1.575843549440738	17.954016855193363	1.157504642242499	3.272058757088588
5.670859970773567	1.1744913972791142	17.295041416825853	1.7574238995911866	3.615126202902497
7.6608557451572326	1.1651419768360234	11.27855282936094	1.0384957955707392	6.485560891823004
8.996488888372841	1.9251250382067715	17.855491681687568	1.1314586135444178	6.858268070197549
7.28306186651352	1.0490625731506371	19.02289087064463	1.6141652220586478	5.598220775385681
8.718531913443087	1.926752515875344	12.680622848524148	1.712057714254536	5.483489156621452
8.695641799145045	1.6499075847744296	15.810327294498775	1.5591503651994394	6.156804101046943
6.536427356579763	1.8487152250571564	4.4714819681648565	1.1024037800552096	4.940422462431705
6.249434921033638	1.5280526595309971	17.589004808912552	1.2294803790795354	4.387311789554153
8.11426841758313	1.8368055849127911	18.28913331228974	1.3707985919795145	5.624817138226064
6.280555227490495	1.075399268741022	19.640634264146797	1.317283639458101	4.871256806512629
9.924973712701716	1.2654708774468673	8.090855072752802	1.808043361914701	7.732109643761161
8.56135369509462	1.1655511570651904	7.207226163105032	1.465972045619229	6.94409537006903
9.88320356238374	1.7518382192513318	4.692161173709299	1.2688149616519104	8.257558494823243
7.327069777866753	1.1939756011164742	10.79468668961271	1.6907919346683276	5.341077551512207
9.535445590404086	1.9264028401634192	3.0920908599906034	1.5254444109136776	8.433529368871064
9.574183801273609	1.9999025388119107	3.638244742223321	1.2361046217706382	8.501741030984856
8.919230196391998	1.8671597625226068	14.576162834119618	1.4286074526717152	6.3037240007196615
7.604588584712656	1.5118918310284126	19.44531576180961	1.069027013077848	6.006518232046149
7.152848252888178	1.2168427296379822	19.9224357125378	1.0733379835631425	5.8577014460175905
9.490140735285436	1.4383594816887215	12.230432751762764	1.7913120561333693	6.961902463826809
7.070539566262339	1.3214630558810845	18.871710204417305	1.9568763431867973	4.495635017643346
5.451938827326484	1.9013957982094385	7.062829970799893	1.9689999797249629	1.773568836165748
7.546880628993727	1.130914432102486	3.4812085040269705	1.3007115527028037	6.424335239143238
5.227005607572009	1.9834454452966468	18.632247392186446	1.7992871566533395	1.6676938433752682
9.291685566782931	1.255580347750466	8.124417967716917	1.032762160589511	8.092190065900821
5.394643169911253	1.8690888738487144	6.063365919535881	1.8151561825009608	2.104435977418416
7.07898894840632	1.3748071295933273	19.886938889767986	1.3777421943895352	5.197293267220284
6.284038385094753	1.5319041448351625	12.981156571055912	1.4281720970988292	4.125039648443063
5.650826062684157	1.1109603706973576	15.619023479865561	1.00474607714973	4.546107603976007
8.361492062395639	1.4932318657197856	16.47779927345949	1.427823556869091	6.255157475546325
9.514476214867397	1.6321365521427835	13.867594838848516	1.6042185135871347	6.944437238082238
5.5474590597906115	1.859054894342256	6.202270029940548	1.6114069868207288	2.6747454955439616
9.904123469602109	1.7869946780494042	7.046784930499326	1.7122014238694123	7.075721385365454
7.648689740894018	1.7727558031778878	18.683695257164565	1.9931536949638635	4.133965436560168
6.171658248898453	1.3026659960352585	6.620771420373452	1.4269446288940406	4.39881041190652
8.311698285405031	1.90457666097329	7.267396761998746	1.192821263324983	6.258627196751678
8.378598748817545	1.8131197130275656	9.077176299057744	1.1494662173043388	6.423934443750775
8.884668546428587	1.7645261568310455	3.1011843270713637	1.375872937746277	7.8517895388735495
5.659017925621195	1.859634676282897	4.810915737818512	1.6048308037497856	2.9000370135159024
6.2879376768149235	1.9470719240073096	14.209235960716374	1.7899174596763883	2.829530351539157
7.311259519204882	1.3031321016433886	6.536741450270837	1.2969628081069222	5.736288237072095
7.076545286494053	1.9160272754993637	6.6466878883936	1.6434895186612182	4.101692299585655
8.323300429396609	1.786098171920061	8.372448140589041	1.4132862476960224	5.935670995262708
5.222056715635223	1.1873664654281415	3.946710790799632	1.8430038695942093	3.181111564455088
8.18741923235927	1.055457514471255	19.750420956395608	1.7102967521105388	6.391406509016338
6.688567181971082	1.5777888028525395	5.14747587506162	1.0496631837761958	5.286904519728965
7.5687021703645625	1.990784685088368	6.324063423375652	1.712680846801231	4.381900850774908
7.252784567590626	1.109341000369969	16.432139982556482	1.1991282590711951	5.936085201145247
6.810181290379008	1.1646480908142922	12.76603989278978	1.2954984626114463	5.323581708437118
9.1852067196073	1.7055710742954218	11.714024864465337	1.4234139494481919	6.8302602330671744
5.7868277274920334	1.4141932521497258	8.827746813516502	1.3117335038848268	3.983227263843191
7.106122335822581	1.3712230445316926	14.097549097110186	1.9293910683774127	4.481747736994354
9.181283944843457	1.4811409146125512	12.358725356795595	1.6611260692587004	6.769714727635468
9.724854514589484	1.2755496038885392	16.735564848314088	1.4407626235548312	7.910099334218797
5.987003380662994	1.4445390721219846	11.137265375369154	1.1228713931563783	4.402157413399633
5.291284290994639	1.1765800389533678	12.232716379015551	1.071374712572943	4.049501045119927
6.996327032467695	1.0009585216992658	11.329449355967078	1.7328168265903918	5.282506613044376
5.317083239875228	1.370908095957174	16.4885570957481	1.8972022694343984	2.7256304388375883
7.337152332768936	1.0572849997217353	10.063330152017633	1.5436756406654093	5.736797228287915
8.43143161899755	1.5551638058978678	19.06377416664014	1.8477318893378087	5.576492033453187
6.661564436276818	1.2109997079628971	3.411887199943556	1.6307511752561643	5.013125793897662
6.039008448266632	1.8416502494148328	19.562933827638822	1.7022826316671118	2.9169534350275104
6.558191770951438	1.7905649635188188	16.95667452920045	1.5707825510651996	3.7666627417744487
7.513947321633357	1.451813829466008	17.328881293894625	1.050542963113037	6.009883618077542
8.555657894171231	1.6812662351203889	4.653163799743894	1.8012595612911688	5.927719226578487
7.67888716010714	1.853007191072752	15.18771789086987	1.6148098859962516	4.721909052166353
7.483128936330829	1.162055898228314	14.151288831326553	1.9938398093237024	5.183682330921139
9.055461305007704	1.8750248434812395	5.112758623533963	1.7632846902768629	6.179834630107405
8.676936938187193	1.0183410428569568	8.340976733560707	1.8694807722571996	6.82421880479459
5.3623364233140105	1.9867816418125843	6.177019407840017	1.5841437295234662	2.3392947692818256
6.459777934946038	1.5039770127662833	13.60913275952945	1.32143165363921	4.499938338688065
7.516973314930486	1.6344764612978309	10.701758768281604	1.7834422550847149	4.65661028706553
8.425150555768399	1.0324897568841307	11.0471433772362	1.4984420094424484	6.908263147143288
9.760874764944633	1.970065325043488	3.5491952156065176	1.7311615837780048	7.634485453182732
9.506183565665571	1.61934065998756	9.83927689165501	1.9377180411907993	6.4563982679311644
7.060641855040344	1.1658661686062608	18.4155805113748	1.7945402037526197	4.978434917435126
6.492351771925173	1.7222103170494467	16.87319882270156	1.6395476251164298	3.6879665471814436
9.62133027314868	1.1423550531772515	5.486987078520253	1.6390894213303486	7.922508918425093
9.533533864850043	1.202598861242088	7.943718010710674	1.6823758515685503	7.597882847621205
5.861028894114129	1.8340265128296376	9.795503626281278	1.7585906001518397	2.6831768807944085
7.8327349422326575	1.3125354514569407	9.603271386881998	1.1777200019536944	6.346492300116536
8.481277245699765	1.9579357263613224	17.598923543676978	1.937745681113906	4.716575783556519
9.253841135054039	1.5643992702748142	6.256571438255662	1.40383057703655	7.28923014927592
7.970495505345671	1.773531661074904	17.031559381154395	1.3458090647208096	5.614182147818833
7.495054058260582	1.6452080003307266	10.242659909055202	1.0036471512551095	5.9207214967788335
7.862560989788678	1.0564234060768694	14.83875146487215	1.245845573023615	6.563074237280293
9.630435048462244	1.1756040643846668	11.144939205578499	1.7209669488636037	7.649937675408095
9.894109228105672	1.1226803155484786	3.3421529151361136	1.125581765999069	9.16287530271132
8.621267094151701	1.6772539186190092	14.613845177205887	1.5488543240369137	6.063513350403727
6.608278903675954	1.7356322062253886	7.506628681585637	1.3222328513863342	4.433503223585962
6.731645814031893	1.1919346539060425	12.92928209761172	1.9874600389635064	4.381381222634473
7.489703963615687	1.3657851884743577	14.991946268415516	1.6624940308220264	5.240887768591448
9.133159801377886	1.306901489543333	13.845700979742803	1.892129259529572	6.690203287811571
9.9637637075189	1.5969089667001688	7.884356768766912	1.6061939081019907	7.555414086727628
8.608730887672293	1.7532762732800695	18.16071837593313	1.3884057892748694	6.20344895736248
6.795868282955557	1.6206041042002717	15.219239624158867	1.3516667326039982	4.6316854194964066
6.504761892237115	1.7083755135613596	13.450720617643526	1.6581925599663507	3.7019265952626936
6.498664611142782	1.2323881712584328	19.93062452092592	1.141056403733914	5.102203498557733
7.748855783232081	1.2405220726707356	15.244775509478025	1.5839013736672272	5.803236612372272
9.061675590771381	1.9953788729770825	11.636188463290729	1.7516632664687486	5.650136233181049
7.815950934184843	1.2232964297385605	13.567298938285766	1.523557407004014	5.97653199907272
5.335901043713077	1.4913685977653088	14.944984301098266	1.7631942378281409	2.719905033058268
7.085005689364222	1.3023613626438106	15.226232370518256	1.0393504986936573	5.75247716149442
6.272141531887818	1.838304151221876	11.696989047881422	1.9029755338260703	2.8087984184547707
5.134564088133311	1.5839181983864412	14.053726946935475	1.4193766547394435	2.904895971671712
7.7561262271527545	1.391326530597064	6.830553968310013	1.2796683658152304	6.103652132129063
8.622635074904764	1.8813074350598613	3.475218862901708	1.5844289845667243	6.710099902341166
6.7977407699131165	1.5456346168248962	11.872508944022954	1.5874281066706464	4.381444840318673
7.678727735743086	1.7115184891315969	3.6836318532448726	1.5647828119292069	5.6471364235410295
6.030240284371723	1.4111163311884711	15.629113016337937	1.7964487183634934	3.509576227480393
5.337478369089691	1.5977792746329835	16.35493275953322	1.8223830579545297	2.43737166232098
6.664810091155071	1.2111057172998407	6.016029401211123	1.804687133102504	4.572761616389188
5.408576839647582	1.5531834313407498	11.143013043590873	1.1328686532113457	3.6849966555308384
6.034830921021599	1.3496767319797789	4.224670429389222	1.560066242517105	4.146546875110518
6.762110354044638	1.2912503001647182	9.576073148831735	1.0564956452034342	5.447662414425793
9.88428449169309	1.8330669921050244	5.173321499030807	1.1118032506543702	8.390659323599188
9.849516177117467	1.9487024611138248	15.72506185977139	1.4593181888116362	7.060160412382108
7.416760917149862	1.5555304701181525	7.73266243363171	1.5986431110362176	5.032907291836152
5.377471249323516	1.6461437518073931	11.82600141696702	1.824353504327292	2.3976650880947994
7.194134178318592	1.2086562159656835	14.039671882559164	1.4166065582853544	5.502371509912328
7.780803197809041	1.8517299843372133	4.261577625047439	1.5315686296120998	5.490121674214243
6.003668799455039	1.2461966942633895	5.217294736644028	1.836674821159593	3.825543697612863
7.50736725412383	1.9366077714174057	6.2023851211013925	1.992082114581396	3.8415452304970255
7.485991275665642	1.0205229306003747	10.09510489802829	1.5276800115881597	5.957477781210605
6.525221030260732	1.5826686991524117	3.8661183698154966	1.1093356557038028	5.227611317258639
9.878974831540745	1.4507319784789905	4.374923187717288	1.490674488968997	8.17918843531008
9.747177311679014	1.4857187692714335	14.046605113028333	1.2307707528823617	7.963267653533911
5.971231147721659	1.9672976139503568	13.807374900570238	1.789549776371801	2.4759148044277173
8.786934313639648	1.1096246822382705	8.356888989646253	1.336753094986792	7.368887280867764
5.206008520942244	1.2795373448414609	14.819293469941034	1.452791254094685	3.359654491674515
9.27643402434186	1.0766896759936018	19.80042676644804	1.8613745393113972	7.283086810682073
6.81365168649903	1.4317231708169669	17.517401835882954	1.3865812524733458	4.844659539628264
5.116546239667857	1.9225887618562587	13.41849242525954	1.6332360023493384	1.9971105826878757
9.307640686923023	1.2483382097215778	18.794043554720357	1.0471028034819578	8.01820950448693
9.41469401204544	1.3785050632517566	18.604304898748808	1.63921674204945	7.174748017430407
8.446816446121987	1.7112766373812875	18.76391271979471	1.201493425597125	6.417473262506045
5.501751271005942	1.9176142886571288	8.550843627378221	1.9821068314951364	1.7452886249280908
5.702664595945341	1.934604797260948	11.295431270404006	1.842632294529412	2.1699636307726715
7.5442563066747725	1.4592875148973388	9.524726723420352	1.0054095970068473	6.14968030762078
5.662592376161064	1.7563141240385045	14.905875253699467	1.2502128491499658	3.491144713269322
5.681424010584887	1.816327806793614	9.595042631986653	1.2514100546986895	3.4712141554222824
8.005277577086282	1.7867803299738867	12.482625574056552	1.5038272611094703	5.373604644873581
6.643522225643902	1.1381186994273027	17.00554393629851	1.100912952884887	5.402665819200253
9.796584640888081	1.3997336218447711	14.343315687533176	1.082440277555739	8.321174282325241
9.89948182517606	1.1121158656252752	10.160510887018587	1.4835799053676888	8.29943387509911
7.482288192417397	1.4795129517316823	18.495046027839066	1.2942756746730584	5.585289986199894
9.230147083863214	1.3041939267404392	6.924059708148278	1.7596117274255616	7.061671417527162
9.404165763553175	1.2725678049300138	19.239182056512703	1.3842046176506575	7.659445344155165
9.807749421880557	1.4890827427051003	4.00549303957269	1.0935521009415443	8.810843487271049
8.845908208968371	1.7288763981581172	16.711047007586686	1.8479909914533548	5.68144731656713
5.009890968074617	1.4249047672834538	17.446950081533544	1.3903493924388095	3.0389274293993616
5.141270998122892	1.6961936586318247	10.999076185875044	1.187198739245254	3.1654176252842343
7.998144597061493	1.8631272311233813	16.99611744012953	1.958903076698936	4.374823870943256
5.996663267706758	1.4865199476203237	15.347918638502367	1.0824717840776916	4.408272775799113
7.9150493891818785	1.7729508972925976	19.43704582063427	1.0216302917862898	6.1293007595743605
5.343869033895297	1.0782027668484655	4.1845808577419215	1.458555129371489	3.9030352304698064
9.863360869295489	1.9378262478776052	18.418133073518906	1.0472953461628798	7.8776074326665695
9.096020755715463	1.2383957690861522	8.905334596950144	1.0445581012930534	7.878999595139897
9.872074864096989	1.2230487035810351	10.996221574936122	1.816786003805136	7.697819668989617
5.817918012495314	1.5807059883282704	9.822074688150279	1.3147205908811932	3.789121873212479
9.883242161172634	1.2234140590521092	10.22991577843035	1.400800295395285	8.228538397379737
6.188496712389375	1.2891458421119526	6.814438607236579	1.0175574148631472	4.9663965200757
8.559011763706328	1.3740529977723166	18.244917952765032	1.9589842041588432	5.88397382044917
6.0326072953439445	1.248133247427408	14.595475034216001	1.9187092172158369	3.6511772437463046
9.98007164859245	1.8133956763063728	18.919898388580833	1.935459470916592	6.500243770220241
8.0836013860264	1.745567516484669	7.360745593366668	1.3955536976157643	5.8134003735258135
6.161456265523222	1.2847409511159382	11.120624360251872	1.108306192403075	4.769505326847276
9.715826220090843	1.6255107074032846	3.5285115834879135	1.6548585039099113	7.915838322904422
7.728024799025715	1.2980487519587798	3.8864256168641966	1.1960060610303658	6.551789349165144
8.03841179006908	1.1691791419004298	10.367663099765325	1.4296773199164217	6.407738338388875
6.327624185824768	1.5159248518789443	18.31578580188932	1.755901601320517	3.678429980670305
7.073733311442333	1.6351965760322753	12.343949075241056	1.093253499637667	5.333048641604835
8.59435901671824	1.3899262237542105	5.291892020679973	1.091818055400971	7.334315754886307
5.383819838647446	1.6271870520589848	16.923789116101712	1.6999399573448493	2.6298836516826167
6.940828727724695	1.6310333520146614	3.8895375179913474	1.3994305480201583	5.131259589911574
9.71443385181774	1.1837084109747344	17.41464702152812	1.5358558207167687	7.9147333641046735
7.242650734295088	1.2508458042631818	3.0627986958405566	1.5287560800163618	5.83960745369387
6.791178376718753	1.4199602353350054	19.108067629532727	1.2265416684452912	5.063538487617008
5.055690096081831	1.284636657636557	13.811321469466975	1.0932598986535171	3.6671459234978365
5.710020321112426	1.7854713345806308	14.210982927445095	1.0467289345700008	3.8717964360551984
7.76841266756219	1.1362551103107537	15.551496833047665	1.401438468478243	6.1925722335204325
8.832990320999919	1.3976489662624585	12.468503616563606	1.8950806727137897	6.2235563270840135
9.845468366252627	1.9819575582266051	5.799395823775164	1.8534108095613624	6.567516856654912
6.155597474150047	1.7695359627980607	5.651058554705684	1.7356944439432522	3.2475457107159573
