n_0	m	x	T	g	kb	target
1.833828330203552	1.3490007086780555	3.3875777108413074	2.9013154161676526	4.7893960343611415	3.541012777611747	0.21784153681610152
1.8611716403024512	2.6132240538178437	2.4724375379999093	3.556434599347687	2.824598536200845	4.028225614667804	0.5206493950620829
2.5893381627685765	4.368065604539964	4.37260470181068	1.0577592582137494	1.4760652091734587	1.9317149396146145	2.636007695578355e-06
3.2091798682204966	1.7524891518208023	2.013146092027428	2.3005908256667893	4.6529143498598495	2.8758015292271204	0.26843148387400023
3.4599762664168705	1.7655849954782938	3.9629381555842103	4.479438168359449	1.3199132180164956	2.5231365092216285	1.5282748226603595
4.331799404129265	3.5595831340838857	2.7936991254119916	2.4091586190475494	2.391967196597357	1.2082509497459388	0.00122391705788253
4.263293943398605	4.920074468451852	1.1049750796220763	4.744397871740525	3.3942415846684173	3.296989010471294	1.310424296126349
2.903690463928821	2.036521654364064	4.622855569144327	2.1047972222999607	3.487457899699096	4.040452707575351	0.06113106279952329
2.794962259170357	4.617186649751458	4.957444108606584	1.7582808979519822	4.793421537444816	3.048404270976647	3.6001656723571264e-09
2.6500841841125107	3.5583387211303004	1.170304165950241	2.05631479017111	4.220869057401454	3.151296925351537	0.17588869860508016
4.753754911728279	3.9128737439934684	2.3302556632050404	1.6408094531878683	1.7402449907310993	4.602786190842085	0.5815325178116625
2.326564013578833	4.215300473802435	4.180016059257312	4.230561397442168	1.5281118407921848	3.4334935959857584	0.3644900610779661
2.6541657144218016	3.7813177068769863	3.4317581430174675	1.6920564221625836	3.9720423829871296	2.813106658589178	5.261660990687896e-05
3.2866419226634327	4.6855478990725965	3.2535635187502248	3.440547390058013	4.587434670794766	1.6744518305207143	1.7570065335367724e-05
3.103041503219348	2.9071549300737742	4.286378326536534	2.9005074417041854	1.6113348450561844	3.797710945852856	0.5013467058623611
3.903162848625567	2.906742471892755	3.2395577963397466	3.451206812155335	3.028911775989598	3.0492332251736296	0.2596262234480436
2.697369323157225	3.953857723554047	3.7943892421861376	3.275628733269026	4.758265124811127	3.879355153684412	0.009799660990603438
2.8459018517607797	3.3978401308397688	4.165537863717953	1.8669930370427603	4.7123312814811795	1.9373846234553211	2.7925894339906252e-08
4.158693095034845	3.370864354254673	3.1590550340455	4.054903295889245	1.9533615644243782	2.9169772576540582	0.7164827324395547
1.841920521280068	3.573841854523344	3.5364702431226585	2.0535711202310183	1.0974345688998808	1.8549513544240612	0.04829788695385985
4.546501291699364	2.0678370144432265	4.670000861907072	2.512214610930537	3.5455242726818867	2.9230066302550184	0.04292797303039142
1.3313845899839802	4.805631873200467	2.87621743679838	1.60586188531901	2.3853752103430903	2.1290709538671195	8.634241151962115e-05
2.207467030981692	4.538388117911655	2.2761517052361238	4.969600104692424	1.3984200995332627	2.347424109186776	0.6398900613352464
1.7968679203611813	4.588897961903774	4.879174151881988	4.251422632109384	3.5458064115756738	3.6823589348462624	0.011275324737567236
2.6664773962333133	1.4344326646667138	1.8825531901250796	3.183615992906555	1.5809754244645924	4.1607109827459885	1.9318059661600075
2.9233769106933547	2.3965781241405786	3.6136591120328565	1.6558728550539643	4.289450325930997	1.7730160312572818	9.346841853292198e-06
3.49472030750958	3.9974745217688414	1.985343130017548	1.0927426569219127	4.734197277847233	2.1715096682490858	4.643397869553816e-07
4.9183211390099935	4.202103411726847	2.0721356065683016	4.326928606628597	1.4660376644694404	2.3440017007059657	1.39703724518921
2.496009327755906	1.5255667447569627	4.309157248711822	3.8078144268430876	4.202770211662385	3.786066466972282	0.3672374421371437
2.596447114576628	3.2164296063699136	2.08388396456262	2.062610789873729	2.8011511764054	2.7988668002592223	0.10044839379222167
4.835683097307328	2.1346241043366634	2.1575539058883764	4.005729194320427	3.997758863572741	3.965307820834425	1.5172027201260467
3.5647810424245305	3.4793908653298833	1.5735296308377444	4.233957776231017	4.525380328848295	2.8332546209571383	0.4519052445247185
2.478777112515577	1.079215775861095	4.347086771022683	2.222310162904331	1.6363818214766153	2.040563159490293	0.4560490016198203
2.772517387339514	4.240789839784121	1.870114446037568	3.181617906232038	3.615973272627656	3.4196173744003286	0.1986804790717437
2.886332319157547	4.51388130035652	4.630165195516469	3.2053982117197117	4.4703577331968765	1.7046225536163309	1.0819539471780744e-07
3.4558301957142885	4.0809242832049435	3.7814744655532544	4.943461208184064	1.3703059028961406	1.2435946947297083	0.11083749139761156
3.3517011937418557	3.5683821057443113	4.5779735341766985	3.12976139554501	1.9697485143384517	4.643683049820852	0.3662085358843704
4.556800173069632	2.4764400647830582	4.884216500071055	2.529538039503768	2.9621558761069617	1.00747999569348	3.572186460999401e-06
3.1912283328473765	2.4538846323782284	2.313265965378527	2.428237689334261	2.5407773559831144	4.457335753174196	0.8418675107769991
4.42056909306583	1.718686444940242	4.16814874008779	4.194277226009604	4.815053584699713	2.411758561029708	0.14606590427425828
4.309084854696939	4.422717003658624	2.9403914760869143	4.7158023027367735	1.9022208933657443	2.1541419910224553	0.37741031584360696
4.251371713991208	1.22136809132948	3.641727739644905	4.6212915766238085	2.864850410925756	3.972965855355415	2.123811625891093
2.437587403353785	1.7768881833488042	4.574239438872475	2.9689964260484563	1.9299464778752404	2.766352259167328	0.3610005808044833
2.38139840046224	3.8639545684736594	1.9309161322772947	2.9591448742102613	4.7927794372321495	4.923655633085202	0.2046161319175082
4.2407506199324265	4.7226862994499665	3.6120838887640665	1.049209074724195	1.6567595440585263	4.967047098105763	0.018716669767846448
2.7447475236481824	2.187096838374087	3.92598421136645	3.609190812721897	3.9298984307767615	3.9106308391764784	0.25130202753502506
4.458109391432822	4.573890117590467	4.400282429564289	4.2349663750501465	3.872860676807671	3.83982118575192	0.036934705256640436
2.608987372401872	3.829204353835831	2.0097258394695072	1.9851038280605382	4.886959770019687	4.989512514671082	0.05853930156336084
1.188757829584365	2.9008280433504265	1.6453154906348813	4.086762638382646	2.375990098045983	3.6863638269459833	0.5599995598709113
4.869429809051706	1.8149321972205008	3.6394260099499913	1.2843362861080947	1.7346447853075708	1.1318649630072803	0.0018382977832458141
3.0414857934813906	2.6753947787918158	2.9129231440530723	1.8575180901452093	2.5241518919925987	4.71069293457587	0.32118171354738506
2.153733837661157	4.933299673471005	4.967508608743866	1.7074988894562413	4.5538914615833805	3.3647616779547262	7.894984160570708e-09
3.7013779867654697	2.3146966235899957	4.342328690139345	3.1581966945909428	2.9047982973135467	4.279742816478036	0.4268148276587219
4.5196804190322855	3.6796301246195418	4.390274214174565	3.199695397825005	2.813978416137259	4.605713382535081	0.2067499488865763
3.4975158365918806	3.170457835606681	2.613379201825354	2.905264713943576	2.519209187782661	2.9494328652944137	0.3060903723786639
2.8427440606166376	1.852858378557172	3.65416758153646	4.741455759794978	3.7619144730887775	3.233039550421235	0.539672142660257
1.66011964760015	3.3642314375691624	1.9056375763835	1.753892463051589	2.06398035408636	4.396653567349946	0.29847538640154725
1.5943312500447413	1.6532742171148276	4.228487503762061	4.3961385709719165	2.4028226120722644	1.2066590116502065	0.06719449492673765
4.294188019533836	1.9636441566930956	2.534233336801304	1.5614661516848574	2.689818972159893	1.7832737671892502	0.03509056418333373
2.8897252186433886	1.1045451351614828	3.192767746728429	3.650061873190284	1.8431351085096075	2.04612927458538	1.2102779207483316
4.986972709694424	2.0423373400665845	1.8138992201616744	2.8070547323990103	3.890938634286291	4.1332391895081	1.4397241133776963
1.5509318516157171	4.666069797700764	3.38300399740198	4.368760649967181	2.7425648205897657	1.079977001845263	0.00016056429202515932
1.018375364968627	3.6310602180826415	2.8293298734922656	3.9129463257608794	4.581652797382444	2.9984704231051715	0.01843402692019686
1.87466572318891	4.1886925973146925	3.0389443012621893	1.8925694683603556	4.51322259828546	2.1294060623615594	1.207555465574895e-06
1.8258717471444688	3.8141342535785783	1.4855323980774162	1.9591309873057177	1.743749374552385	2.4142974703555344	0.2260959900801469
1.6801589719386216	2.8428169926154574	1.1209703063297063	1.8642920601005093	4.857924254503073	2.41039320799629	0.053603932974166296
2.608823884720118	4.8406770797862615	4.273052376121837	2.420205206383464	1.9483564349682319	1.2680763472925043	5.170066981678106e-06
1.1970959388072604	1.3890720413979496	1.2208548737446343	1.5472173210050948	3.2590778699225544	1.5650480634429491	0.12214228358212995
4.264334668791543	3.67023472344352	1.2880464286907696	4.035464761380255	1.7465743198586714	2.1740886462633666	1.6639154008393378
1.253540088044021	2.8683684407609915	1.5228402905680292	1.9734281557143647	4.134972020246189	4.741502219930294	0.18189468658892816
3.503561650905707	4.5701411397693565	1.357306595217591	1.4147058572375566	1.6045460122299289	4.207184568702088	0.6580508202593015
4.430188703228794	3.231221553228289	1.8956607731219863	2.337640503823488	2.0971735532288047	1.4418726509210271	0.09800692442569606
3.421227392003402	1.7416363633231913	1.9492484245022712	2.808383716495989	1.7406092962880964	2.2810072055957997	1.3600878559675822
1.2578877976317004	3.7553580948158096	1.5738907328950078	3.127857745951991	4.830832553133953	1.777225616930295	0.007394931864226726
1.1081403916210353	1.993622668943877	4.181031137338379	1.3809931751405542	4.631606208978473	4.643845813015503	0.002692706979214152
3.5314960818827696	3.7738810786829258	4.1210369822062765	4.04184605911091	4.6064420420204035	4.682496035976904	0.08017021866689339
2.0403859085977865	4.422269882649854	3.67643979538594	2.6722520619250774	2.8821036097362343	4.11801682275363	0.028869493305321483
4.763843898175369	2.001422934743695	2.4914585936533458	2.4377060057213162	3.4529198407820094	3.7124866318626553	0.7107170962527422
2.627997077063644	2.9297139279493307	4.048863023446392	3.377937673286332	1.7850978055292797	1.1349074820890412	0.010491393692856066
1.6648031546983693	2.465104977648988	3.1615137709906738	2.7575585010886035	4.175028301191563	4.7429412966420665	0.138331208296556
3.7214462920581632	4.2026545712353816	4.257115987141534	4.0255215452394015	3.9942158515594	2.29225725967076	0.0016120612711642867
2.469363846617252	4.355320396518516	2.7348514246349818	1.5895639826438348	1.2075295989042836	4.623341227408451	0.3488335504534025
2.1829410984267583	3.579188369932712	4.353231821325247	3.7151490298685856	1.7575126581052052	4.939107109952836	0.490821395371549
2.3562126152684684	3.6074608821584615	4.807127489712801	2.032385485894918	2.2577124850993493	1.6346226994619522	1.7948249254784213e-05
4.638599313803199	1.1412679067083409	1.1172533433866816	4.247325575216717	3.403470274661083	2.2699958775608544	2.9573702104950472
4.141403852919476	3.2841976761826883	1.0449286189411249	4.989943722128396	1.508000381400402	2.2391077262219765	2.606108464981653
4.982055491376548	2.907686243356742	1.7044464050628116	4.2492792934590335	1.641751702510012	1.2381886789601342	1.0611903066654849
4.217765857498497	4.684123719972824	1.9948013328974337	1.8693897304600455	3.680274279602719	1.4739554153031105	1.603134316126338e-05
3.526551371978872	2.80057682501556	1.6832344587186987	1.4591084729078383	1.1103943640721616	3.2412828931996294	1.1659444432953592
1.859101136878441	1.8764195967244481	1.1764394843956802	1.6812912473061536	1.2767018692783956	2.0763662402642584	0.8292610792063424
3.201129139728063	1.540354028372859	3.1626072975843207	1.7053082589293678	1.6621342007627171	4.052280158007183	0.9918020084455472
2.3928765835650765	4.232808702869908	3.1509001311007734	2.8716411602386835	1.4185756725076804	1.1592174176991117	0.008139168039354341
4.275136768284416	3.0161614114185764	4.91661560095559	3.986014475901144	4.707688884281286	1.8812901263378712	0.0003870926526715521
2.1109552932310254	1.1651569985887282	4.195067934855064	3.744170504459977	2.683063905362204	4.598790474871208	0.9855957322787404
3.94367702922904	2.540069264691996	3.1513852518961665	3.907232891705556	3.6399647203706658	2.7985018680337848	0.2745580245891772
3.8431215608994753	2.291825876701141	1.8195677225589053	3.254720851048504	4.488280693161864	4.342078755005386	1.022128550305127
4.884620684400794	3.7924723651592003	1.8740621274975804	4.234418855696829	1.8239635593336063	2.104186664145628	1.1401429287228808
1.0688575942282283	2.601312796358441	1.9935165184575905	1.5309367949274066	3.5779350623501034	3.5005389952553525	0.033519970915573065
2.896352067498142	2.639306912943257	2.169187200316749	3.9518853292919816	3.147685868622558	2.9816652476551377	0.6275531782930175
4.5674824282783115	2.2345345788187063	1.9623372909871777	2.9753137634790776	4.737314205522342	1.294742295346333	0.020788147503396054
4.355672825999543	2.5275161477212085	1.0775260858622802	1.097282095721519	4.8991899864905	1.6721514911155595	0.0030260677933983235
1.1542305380521871	4.7655859413365445	3.847705676392892	3.846766925405389	3.506328256938107	3.101734351023314	0.005273318720952907
4.144582845083705	4.7779851771576345	3.2879403194810006	2.5450450991668667	4.17119467628439	3.097008494177929	0.0010160430319251107
3.2825982906083304	3.9507440243737	4.378762783825444	1.435379540079265	4.120593631049921	2.6895103568809913	3.1401842173347015e-08
2.850138610893912	3.131085436021417	4.174116523013794	4.36603506212915	4.381873333517476	4.873303486130952	0.193163045195795
4.695178136673766	1.5071932806384734	3.3204947157915963	3.174903918959924	4.304076778449861	2.49899002828108	0.31086968267273496
3.8784379800080906	4.04725232082083	3.38259328816991	1.676925710318701	3.655731323471824	2.8634616895659177	0.00011538444480107796
4.240557468377611	1.7723699666149275	2.0447078858431453	3.068100530494449	4.3815203969829515	2.9635108295494192	0.7395837712207773
1.9763057843378709	4.3893469196616755	1.6071499371818398	4.2964586894319465	3.3405940765610893	1.512627130358316	0.052609870858884016
2.394938020386017	4.793805172721241	4.071466974817644	2.271934989434329	2.1937231791720206	2.813113239940871	0.0029499956544409697
2.744190396312704	3.3710035213357528	1.8142928123916648	4.312951264964978	2.8435353954723466	1.819017415262414	0.29901871868105057
1.8783407911998629	2.0834109503942964	4.001344054721043	4.255055495001558	1.122475680341389	2.2282188707531203	0.7000803607763765
1.5594067495233863	2.936703483168451	2.6319112900585937	2.1570909039869486	4.58134962458829	1.6772625256079094	8.759181198556316e-05
3.64621351484554	2.979003784129963	3.1689541696218884	1.5811764167891127	1.8501820590108071	3.5546380531145805	0.16301461366022815
3.890528433167841	4.874430836575726	3.7435999802534514	3.9713327340166815	3.2924774940492267	3.619438018415816	0.059529325765622684
4.755765788835609	2.854623081415004	2.7392385262564862	1.214391884912121	3.0525623668059967	4.462668456398523	0.058130078427303514
1.7656122275654391	1.7012402417336359	1.15651925021224	2.4713335056029933	1.110343509020861	2.071549496059879	1.1523132093007196
3.5309162550263364	4.876001349707439	1.251591163072241	3.736078774674673	3.037224127639428	2.127471368091353	0.3428662133267167
3.6843194008816473	3.5542545616535137	3.2887825522117664	1.021546784616318	2.493152413100924	1.7018866335343064	1.9338149382671066e-07
3.2142715015926164	1.1724930669685958	2.473932967764699	1.2123720744361592	2.8684935405611256	3.5366058929355733	0.4616399210574232
4.012166512755447	3.9591083204691366	1.6313580384693511	1.6584007462253472	4.437260955919687	2.291065517247016	0.0021260184163780084
3.904826447641889	2.8439926015210197	1.7220278929831858	4.4167601619583765	1.913429122038306	4.195194342956517	2.354847288109009
4.777121180411107	2.7248071574870787	2.0185336938890583	1.970653627317653	4.283414643683167	4.802063749395939	0.3962428231607756
3.038724340657686	1.214680509902402	3.3067551576260072	1.3503176279352895	1.5959396405191306	3.598238237777988	0.8122914528122066
2.062642548107274	2.439859970333	2.522091124682052	3.990612754165612	2.282016124624312	1.458567571559369	0.1847830722500554
2.7143800011749017	4.171056378038143	2.9580261935194825	2.507056027131312	4.610433637926735	1.470270404084398	5.389391412711032e-07
4.776811668183678	2.217842538011698	1.509285030532229	1.161436141835428	2.3174475384710487	1.7070739390619374	0.09548218698388887
4.937166141911108	3.061424999189281	1.5173739267295847	4.152985486074282	1.7976017457422315	4.8500072809114885	3.2615836991100755
1.9397149123902424	3.2666178688690466	1.6941328114976213	2.3712758686057342	3.345673758106272	1.8303253659399297	0.027229869165575887
4.9997406883267175	1.5188986741232482	1.0995281487549249	4.353373691482463	3.9209924490952783	1.6972622377655582	2.0608860602160184
2.6541991944104932	1.321910139526281	4.2868423978088535	2.932584434076848	4.482862837679769	3.0155539045457065	0.15009736932283071
4.988007056581114	3.516043830089875	4.940555865671898	3.1110481915609363	2.5167839911220247	4.512542981912496	0.2215351672633881
3.7779153546769417	2.821545973647694	3.790642122497608	2.4237300213897996	4.32549333435212	1.1425642364429829	2.098738818360804e-07
3.740122501117193	2.717183275858061	1.422946989385412	2.8691493168140227	1.0136801268863065	2.1101401786707035	1.9576816610282168
4.822804207140899	3.036709224902283	3.8467931127699213	4.0485303550492135	3.2772130085337907	2.7147770571663195	0.14810730956880325
4.3645121269167015	3.8455961647423456	4.8274596208376845	4.452301128689523	3.4430093316195185	1.4480910777886606	0.00021598690404136685
2.409014995728562	4.406264405219398	4.990626983175819	3.305529638892477	2.1385119747420798	4.62293699020332	0.1110092030413717
4.403155341581161	2.2539060019023043	1.1255095219645002	3.146885486075788	1.3500965193227197	4.996902269414742	3.5413794673608865
3.119716468099288	1.2454895913573405	2.3713133255780456	3.137840426864672	2.507338926118293	2.2692784066182594	1.1027044981703562
4.34014614377564	2.465867128941265	4.954966794037309	3.0542765219964907	2.9911838513003053	3.85323573497424	0.19446431469892836
1.9221119844051708	1.8509842632582971	2.502086006725205	4.158593993843754	2.126405044815936	3.73882375763695	1.020239236582169
1.6287387940915483	1.462613297673904	3.563681494487942	4.2345641892041925	2.8637637179292663	3.4362697862529683	0.5839088659454339
3.1403611351885283	2.9759274048540085	2.0971765153511606	1.445783361719751	3.9070005266814967	4.591286380974311	0.07973715804857276
2.9531642496853237	1.6240349702893289	2.609683116560629	1.9514147613355852	4.986864614168562	1.297367559122543	0.0006993047062254105
3.773282822951813	3.709334483014971	2.8024912493708376	2.0070018921016057	4.158363342843613	3.695017114248782	0.011096631155561712
1.1660614422951243	2.8335769528331483	3.68112515561142	3.225329999554948	4.007675086738135	3.4693724824708734	0.02781546756160215
1.4153113486686941	3.5970281418942327	2.488573614435297	1.1277165035568149	2.7375840614196814	4.271321535499085	0.008737826094245045
2.1279380475951117	4.0339862337858365	2.082817182213138	3.7481861793822113	4.719209240918783	3.970761250725535	0.148227968169135
3.76903908095593	3.406486270370228	1.3710468662516373	4.451978072000865	3.7989482702653032	1.743995921048652	0.3835144610205444
4.8498752601434045	2.782926556197505	1.3635483205694785	1.5633627549083902	1.2853432310106971	1.0881375244091325	0.2757722191603112
1.59654625970623	3.3915902657364945	3.1197867386805465	3.2306720917488563	1.6979718827546963	3.0279301398855285	0.2544170500912121
4.349457645132151	3.977245334307234	3.722599184382012	3.0527439335396704	1.5173635682009583	4.408384932264678	0.8193017901135382
1.3869444133308173	4.343355573539093	4.942177743747001	2.0038997915704133	2.6063747506511152	4.787901594962559	0.004069983099113389
4.103729924221009	2.255853672432077	4.815989333160691	1.1814470482203243	4.647596921696532	2.9734271031828223	2.3495201675661383e-06
1.279364956077301	2.7782711273354	2.668402013687555	1.582488507742827	4.006636125343047	2.4704067250636768	0.0006415701920101477
4.882234196183676	4.311309199131543	3.4281520959367984	1.7012668986959485	3.6444494382743033	4.973460628595713	0.008392246265312528
3.601882030458261	4.494999212283341	1.679608005066524	4.166600011141979	2.327731534311773	3.8480081533759063	1.2036399427440034
2.8979474687687063	4.160608628086422	4.494783173080527	4.322744454198936	1.779243867755481	4.6025626482696085	0.5442189270316365
3.663554924868399	1.8377017825941413	3.908402835085178	3.8932276921883973	2.934278346208976	3.4216292128005215	0.753020868899408
2.657224326188211	2.1370983525205025	4.848231811053237	3.887432226865037	2.5461509904538984	2.001527597952062	0.08952403086184074
1.4731305451056538	4.884716791839804	3.4934284634361714	2.3424445122272832	2.935042456981359	4.8512452221400055	0.017952667399998366
1.7711689970542248	4.502118998551642	4.7963104174707505	4.363221945387907	4.294832134136532	2.6650690407489517	0.0006089339899972543
3.202306631607766	4.653570223267932	2.763580538871734	2.8941812084174208	3.5178248996792436	1.991999408940182	0.0012515377380574678
2.9863055020394507	1.4511625116953093	1.6817787631027443	3.4337829664319717	4.456795071464926	1.5486231614797819	0.3861947286266815
1.784104261350421	3.2843438418075195	1.1250005168373862	3.1788390849362425	1.0354710525751123	1.1277459432564791	0.6136582441408747
3.440842324274109	3.1696191908723104	4.37026832633441	3.156470638767276	4.513417453575527	1.2952317024744726	7.858210817282231e-07
3.5848634530746453	4.919979619479627	3.387613131684353	3.3289704990136677	3.2678964249587814	1.8810336431554624	0.0005983891674236724
4.300205537028107	1.8841880012145853	3.4791334750550718	1.9397982531980345	3.12554158084723	1.912968813494523	0.017200352203259873
3.5960171681480717	1.4949774489517234	3.4042030271496726	1.8600012764247635	2.4177843524123035	3.912172774165245	0.6628908035991284
3.408123010425154	1.028083515993837	4.183272333171516	3.3351922840035035	2.425109530868072	4.7666132405671435	1.7684427829416405
4.346114912767831	4.677754156294938	2.494362833275748	1.5407485804936631	1.0916787217962027	3.6217277717793057	0.4433508893970123
3.8966692995348913	3.6982542291179197	3.2954209729692785	2.816857618085169	4.206556047504013	2.2956425387064208	0.0014047358459624106
4.424740658561264	1.6616391167280369	3.70841041345598	2.60203871188643	1.0306143111944368	1.1324983140804743	0.5127853836120113
2.6473864411625896	1.5379679125698056	2.6876780898374046	2.4099585895271964	2.4476803003423715	3.7848868139942873	0.8731528361745206
1.0714545441634935	1.4686737322798151	3.374691057034674	1.6165860086334174	4.839827154107131	1.3947391436782732	2.567740216107514e-05
4.8153889963479335	2.79994796754291	1.4635789832187935	2.266858802899025	2.965093274426276	4.141936417711864	1.32007790898716
3.971167060746886	4.987305586153715	1.9714444302856668	2.393945551814564	4.452095227599567	1.2738508104787618	2.31698542591006e-06
3.467446655345668	2.651236211736432	2.5056439454504185	4.706479011288952	2.319912577893948	4.130181014918237	1.5692522579932957
1.4344481346998772	2.014595984440622	2.774807969094029	1.9946494372409556	3.111409719940517	2.7133648359807454	0.05767652816018986
1.5575721852161009	4.585461256421743	2.181714779390622	2.3988974701800223	3.4089920614386053	2.0704565920818205	0.0016233345417905785
4.713302436600463	4.27422277149119	1.282607720712171	4.838615519643631	1.3399993964152441	2.7016367618820243	2.687001959590737
1.7604020981907835	3.4385097945645313	4.755924352484753	4.634945058745288	2.1856107334615773	2.501244648249754	0.08066227875644236
4.2454239340387065	4.335924563580036	2.4637721337540066	2.7508577469721343	3.9567773685847416	4.588299044356656	0.1491097691936533
3.985141171176733	2.1274350450104498	2.6150193402570703	3.8924648056731277	3.957979453097214	1.6701899751286375	0.13473850847929206
3.4630471976800807	1.9216916215540567	1.2731188464815344	4.956617595374314	4.849863591788327	3.128531229153703	1.6112041945831257
1.2881672683463077	1.9463035699442264	1.6761176028275018	3.625359475596008	2.213778500722808	4.140467694955792	0.7962083694114187
2.969654222982121	1.7611768355849835	4.076615607526657	2.7247311150238103	2.7148399599972506	1.8557376379430628	0.06288813175963702
2.120820886363649	2.3807967638059995	1.690856072538864	1.485944038995311	1.1976448111461817	1.4567705332724548	0.2286830665576688
2.0991863594567257	4.197521015301653	3.8108714432693667	2.126079037198572	3.1372353526116443	3.118981846525561	0.0010848737705469584
4.2552478490009324	3.258294468976321	3.440391275879682	1.4958591966717592	2.548833244917124	4.839847921471044	0.08221702234556406
4.381505472617548	3.5521220698629645	2.8035376299935417	1.895575859351252	2.8515186243420505	4.7432359560963295	0.1862032641650732
4.1501194417342075	3.2734180690316133	4.770229103091014	3.085050899186941	3.6216070340815545	3.61869197890029	0.02618862431167411
4.96558210426746	3.3508793539432347	2.3329958995165843	3.609255460326543	1.7293988172653814	2.5689087552343692	1.1553259067076047
1.4663766563204552	1.0264745237541155	4.580678775240259	4.502700307564194	3.7479238042576153	3.320094223468784	0.4511210456241394
4.401553418096395	4.762870844536	3.800863782990503	2.8457778642515423	3.0994145184218267	2.093639330424208	0.000357857729642984
1.3543484551021234	3.467111402278549	1.8635192787175088	1.873419013439579	2.1752842882042893	4.431949219311334	0.24922211576437905
2.111406013185384	4.0127970135429445	2.41144578236845	4.888197791548683	2.326238243596334	1.2692189957332434	0.05608620483977913
1.5559617080617372	3.4971927404288636	1.5461594703438304	3.0910248362676445	1.7113482288868398	4.616310775091118	0.8134968325534242
4.114647845818643	3.0212856312141216	1.2246232817277842	3.582438141396625	4.027693038654501	1.415703896656605	0.2178889516156536
1.8338488617864293	2.265906209623361	4.613380823177464	2.49596153979336	3.2473941950717697	2.807186768894811	0.014429105093798609
1.022563259859819	4.815080102021977	2.7961937515665136	3.1141678688642664	4.843415407610875	1.2817493772431998	8.213697219550642e-08
1.5121071432785633	2.7412452673992367	2.1506932999359805	3.492201814755816	2.2942720673738752	1.3099371118524448	0.07860712756379658
1.8075457915996689	4.858404194525157	4.824064111002518	4.0754243951584215	3.6058280643729295	3.5248240913267637	0.005036393180578796
2.1634427437914834	3.2730259542310045	3.125749842106275	2.534114182913829	2.8562651793066816	1.0092879370944001	2.3619842977130264e-05
2.8951631302631964	4.8581179211480165	4.431653564102424	2.3769411713002384	1.800513031794519	3.2816877851166213	0.020111200084736918
2.9238479341450563	3.0215149091261346	4.41838540053688	3.5345825117285252	4.150777658337536	3.3707422343802502	0.027926394259392525
4.755379495456072	4.224367456702769	1.6324898672815418	2.5536425315044973	1.878119869302064	1.2329454929056085	0.07773785001840454
3.3051467560487717	3.4452304471293838	2.204732379800673	3.4907262182015635	3.4096944588393034	4.128617487752279	0.5479306970955424
3.774531088048727	4.376392693876824	3.2033546471501566	1.3946619961745736	3.519124637638628	2.2215163416586643	4.5855521339334156e-07
4.63813260383365	1.9173174914850568	1.5605385004456391	2.519667289286847	1.4870384994736618	2.923293008822617	2.535164762640109
4.790809084615294	1.4235944899600341	4.789582140322794	3.5552411000973523	2.4352868669933496	2.0993168399017925	0.5178444654691434
