omega	T	h	kb	c	target
1.6330590680077788	4.177181959751085	1.4367226158349853	1.7455411358338688	1.1033466580372822	1.5773399458653958
2.3265827191283606	2.02688420434652	1.1683493815074684	3.9590250848657313	4.5019558885033435	0.21134515612860666
2.6535025766486964	2.1564105746058257	2.451060977805012	4.106948914828588	1.8099929594369468	1.818062266600448
4.257981925548082	3.4218703688611547	3.671112271081707	4.396319386604461	1.7787133359089862	8.032363042632191
3.6917984363892202	1.7494084458296966	1.691838122902992	2.330689188440008	4.164395902085535	0.28670236061914617
2.2946381906032123	2.066133923272667	2.072195911044457	2.8837102390684266	2.461210068869544	0.492117213863633
2.107096834429525	3.576478525302192	3.658018046979821	4.354954426488353	2.557690673071833	1.0294315153283773
1.8825521985889084	3.340731835106248	2.3968330913952856	4.267124299643665	4.539140325895354	0.2422361519580528
2.9295614576676425	1.9877065817823407	4.718153908212825	3.024674319826044	4.772874263727368	0.19006489972864946
1.5704254876616042	3.0296539348284086	1.3205686699990764	2.9318377427003264	1.5648500145115345	0.8896689945175391
3.4334420150794798	1.0645080037014054	4.2375225915558286	1.93295936215882	2.42923319286652	0.2251879493144933
1.1628184740199818	3.607585634373197	4.370249490425613	1.1142283774293895	4.703462568914809	0.022472699479648136
2.402582734592093	4.078760349264169	3.831406414180868	3.6132078743628777	2.2946264713034092	1.5569992345961283
2.37095012280343	3.4296172485595706	3.0952519315955427	2.4301705050828493	1.0146671872202768	4.29530834723944
1.9566038610878536	3.3284159944264453	1.6120338013228068	4.764715623545274	1.5627022276520992	2.479342789905518
1.9886142275394287	3.3120952384407287	2.753338395725447	4.7831682100727	3.214502536826541	0.5975758870830783
2.4746950122531537	3.7635584322053184	4.602526336345181	4.198667855229076	4.867037574128755	0.3906391859289377
2.0863921144624182	2.4832443813200697	3.766543208116753	3.3455513516856272	3.0401523261304275	0.3673564740649624
3.234944407898045	2.8378537601859213	2.7670879517423606	2.7778712990840044	1.1795100907133258	5.481493172864642
3.4103838037101264	3.136227718615264	3.0699374841405938	4.650941135977044	2.2375521221921275	3.2409075331185933
3.5087264495776105	2.9160384479163315	3.6926132837804375	2.672050410810527	4.095745547875657	0.5061012606646039
4.772923801285887	1.7040133317579833	1.621442267609384	3.6238235291893863	2.3070366378305054	2.419732580686781
3.765829244183047	3.3494493888656347	3.653615629195016	3.804659808698229	2.413602430395154	2.880921094165755
4.937942937393381	1.5960006067362211	3.210792768872901	3.8062072136829315	2.6634747338624805	1.7064858475139324
1.9193524273570088	4.882087102110137	2.9231474803517448	1.3432603764464508	4.956065215358239	0.09302474555613817
3.5481487617342795	3.890297893796284	1.830812722365416	4.635948301487352	3.72287123108786	1.6127307535037732
3.748527301459265	3.231838970965905	1.3727061378589878	4.3939067999958	2.1571049272316087	4.2208151413784485
1.9673188233260377	4.022440609595188	1.342625444239795	3.760183812606342	4.455635763361816	0.2946318779105673
2.059401069972909	2.9529978455625807	2.110349139263894	1.5305549540861805	4.5714683703436485	0.08600563716378229
4.574616857722941	4.022913993109015	2.27414678170787	2.0740162825763044	3.9078872569469776	1.0473078841632402
1.0757387801675122	2.564124237665016	2.0271703330592894	3.4524462464402257	2.9578262209155266	0.116330426917233
4.355968293704006	3.644379887529048	4.256823600544314	1.5858516581453133	4.595971854563665	0.4030990094530454
4.819035179446046	4.593894763135715	2.4121777630917185	1.4839358459989649	1.1718753913166997	10.166939852037986
4.635518342020019	3.1729537835859527	2.6834077794637614	4.972399824827943	1.8715590065452257	9.204220899023358
2.272055605179301	1.0653547613333076	1.7658689698020469	2.0084162344373597	3.0565525473000283	0.1028034370555326
2.2544213726617586	2.354139827913712	2.948332432660456	1.0755687559818763	4.808119019081109	0.04543743585434525
2.856986736603954	3.7364835993242766	3.307271182784552	2.5032113213002583	2.0975887048206827	1.620524348781721
2.6561089350888625	4.8367177049567065	4.5011449032112125	3.216972089101687	3.839727062136406	0.7091919921458718
2.3076736233510013	3.638658035064706	4.617434906350723	1.6589158470084793	4.597871137784235	0.13343385051660134
1.8472937216468543	4.767680425401334	4.2798898174298765	2.3978361711429383	2.4527470945421137	0.6215456711640145
3.7093170055522378	1.328202063987609	4.77269041988734	1.3692558277892135	4.812025959608867	0.045747058425961495
1.1980891199746688	2.484578273450755	4.510014533517376	2.2900956363039398	2.3639911810879286	0.13717029366348887
2.096183941344221	3.594903565181529	1.9894429241275309	1.1163216919910877	1.5399337707403171	0.6928243043585214
2.513216053809978	4.423136467827739	2.2338297002891827	2.92942078544344	3.165568974269022	0.7992971106514107
3.861634921799341	3.260193293624257	2.1055076696435746	1.1938073477585438	2.1321959928055523	1.0903590445189235
3.6083949086550464	1.4590636779375652	2.656270339763748	4.62047363807058	1.7000246902278309	2.742309636348472
3.903735215338118	1.1381049195911546	2.268018292177956	3.567442646554653	2.3643312432425363	0.9380856010989668
3.170815817163733	1.8051049873726503	1.7029032698405617	3.609034416240079	2.74851813363529	0.8218246806008442
2.0200614611048406	4.8250608284162295	3.282186605782236	4.218689204771176	4.061253320870433	0.4971460292707911
3.0644266866844423	4.5035917430001335	4.9559306640434615	4.527045625847482	3.5411432922729102	1.4570932954409552
3.976141792811065	1.8319652981885208	4.027326362224633	4.798044185633339	3.117607115880123	1.2487672019147735
1.5673691474317346	1.9894377164508292	4.272802778254095	3.8195408895054457	4.85824735407408	0.0746465989305187
4.200397695548809	3.4019943349183186	1.2264288948044682	2.1592104793011617	1.2038255145108696	8.564857756262564
3.832306214589261	3.1058362142005684	4.3678462368237385	1.8751966139061629	4.969633769838612	0.27675047659090696
3.296644039751807	4.64537179768476	2.0643206682584503	4.984008198571292	3.6193890464889615	1.9009691886171545
4.531700430749794	3.1198176771628114	2.390084386609116	3.844480721890637	4.501643203301757	1.1451556589553586
2.8711837405035108	4.0075948640965935	3.1643690988935584	1.4870318701293033	2.766593996952732	0.5746213825326869
4.717249292647658	4.449272711951907	3.76727458893175	2.9880720128410148	4.4236206813222765	1.3746334087703274
4.683028856278616	3.246782684769458	4.991450427261231	3.171685552069325	1.0288705095101056	17.946019403376717
2.183763515739285	2.8977435781890577	4.68116116050496	4.566164615530015	4.304067709917053	0.3243325704170648
4.228822089122783	4.236809315433513	2.9953168267632715	3.942815024893642	1.5503254147132628	11.848673491761492
1.8755021282781	4.916200418352791	4.971213374841996	1.7238351408437491	3.1235210599291348	0.283266803091482
2.2699338533433693	4.741574008803696	3.600354418677938	2.222606642379746	3.8316900718572406	0.3520907665325946
3.3387611371854917	4.3780024361075665	2.7185336614519797	1.1232997900018615	2.6980071786754816	0.656463428682677
1.7224790752691823	4.906999986444166	2.227799302368293	3.7445215025850977	2.8956299366485903	0.6478834028339332
4.035438880900934	2.081409833633529	4.165436567574437	3.4304877494621406	3.217363744887036	0.9382041350831332
4.63564104929118	3.5410685943750626	3.9280520854658105	1.1736585157165496	1.7220296014508487	2.1102325468440126
4.063290857680308	2.4574223400179074	2.217284065383704	1.704844381983071	1.074758976371196	5.0881533751476224
2.6774058697411016	3.782926936906051	3.0503778460686286	2.002048574990603	4.178205551960153	0.2888354098344617
2.8469339075125037	1.1739342776722657	1.6354706220632167	1.5747934740083611	3.404658928313023	0.10647065248686324
3.4080418690516985	3.8182038128912175	4.891034515834762	3.708862674518387	2.8593512414187447	1.8533614305012933
4.779318544371782	4.763181941734388	4.738817634036499	4.977761918948712	2.638530064545832	7.2980812834768125
2.903445347614601	3.8775973381325417	2.0141789542303403	1.1484617438928315	2.1998777616249257	0.7067000237633564
2.9880027392100734	1.60853345512629	3.5538845345510497	3.651708735989976	4.274794171755039	0.2509471351529685
4.459833913330046	4.291711390961549	1.736908070369878	4.357591620850998	4.772968066762495	1.6004566451520592
4.945326262699659	3.5064552025984983	4.611081446988123	4.4625493216613865	1.7862248784529062	10.797721857330083
2.8155336425502133	1.5634907112474594	2.2579575799795157	3.3026878178158943	1.5482712238000482	1.5661992687786277
2.9652653061737664	3.084046781834853	2.9701225165170406	2.065215251866421	1.1842252995428857	3.6172631749897404
1.3385146294387071	1.07619002906468	3.556346010562958	3.2311516760725016	3.747607283784127	0.040226827393206134
1.5930289867162135	2.8195783867455626	2.777145775386205	4.840497213443834	3.939854688651645	0.22029796719253308
3.8431283268358793	1.2789565168035375	2.682958615905312	2.8449650859268814	1.7780792925239737	1.3629825315126152
1.3932364661405137	4.358172432016515	4.057217446162624	2.441071866929643	4.500497532496127	0.09899687528992912
1.6557122960968025	2.3032232794646736	3.3174418704838775	1.4954034392082993	1.9207828815290968	0.2277864859427148
4.652179998969153	2.0344958738143517	2.1902749843418934	3.5882738590316063	2.9668160258517053	1.624217034727426
4.567900057945133	3.939776129584702	4.129227999695413	4.829582149643847	4.531665351492326	1.8083780419363715
4.913728353356905	1.827245026418769	3.6721205946046025	1.1100888746292714	1.318825944695948	1.294753462377502
1.5020317078886856	1.9148981306811592	3.0545317358990767	1.490502040853463	1.5950305367752566	0.2250403229417034
2.053214920209893	1.342135794729958	2.801001983725968	2.9292763823483083	3.015527219768982	0.16400754678504334
3.316427078041424	3.7797492892075297	1.3372319085698794	1.619148622098384	4.881064330212109	0.27007055588517004
4.30838483960565	2.662682214584044	4.3295516661717235	1.1951119800585586	4.933535240574644	0.14877167322885645
1.8442933364496248	4.076674677815266	3.1900727842799323	4.905378798029485	2.1706873579991157	1.4286861653587644
1.3539165186856523	2.0764622773393038	2.913803460893197	3.481087207804594	2.6811596717270745	0.17876360332836827
2.760933882093441	2.964831520346715	4.897073235684973	4.482954254094137	2.529542860633633	1.47795778445931
4.475300556320255	1.1546492809390516	1.299163165908786	2.7499503784702655	1.080342327174471	4.75530411051985
2.854985330428919	3.9284470335895265	2.3280136607428266	1.772214289737621	3.750873638306161	0.37841578290117583
3.1281112781266995	3.874495216202383	3.655953280948245	2.58257615797964	2.6276485541618437	1.3100881158614963
1.2453986688836984	2.8947282522299687	1.9829527769349695	1.8186320167341608	1.067757510320872	0.6988940219069059
3.0180858929572865	4.642048747046969	1.93225182403831	1.8961746311719567	4.713778524899512	0.3466688176591561
4.610166060222238	1.4934979686894012	4.47316352539076	1.7961446372651482	2.5822916506192817	0.44180416939647377
3.0030825296735904	3.988913035685142	4.479869721507986	1.160018093514808	1.0510383465941011	3.0100054941302727
1.2898612625564343	3.6334110609823607	4.933259744689209	1.4153046513365126	4.583632496212572	0.03733057493976452
4.81515391688684	3.835851073270685	4.911607899062835	3.6884961548170776	4.902690237817094	1.2070172279559468
4.543356626703866	1.5939383395086069	3.9588305092675666	2.6033395751975115	1.9870819068135883	1.5263192198153852
3.258967833885868	4.926033303205992	1.6297706421917946	4.103822583842815	4.7159955248704994	0.9578284236238932
4.551672482943364	1.5465634076767532	1.661670948743653	3.485307189042585	3.2356096747083503	0.9645914916168876
3.3939565718928164	3.9542479517812255	1.42667642589802	3.0665275381676786	2.726318011024935	1.8441530091885132
4.843661204528394	2.8568181168560023	2.049906158617611	1.7921296633985704	3.3070887754163025	0.9498642180504993
2.8322517821420807	1.3622231694871785	3.666241531842023	3.7323606577472854	4.199708814312502	0.19827367171244126
2.9769858698705955	4.018486284439714	4.890795082127826	1.2278084458108558	1.6938982592699023	1.2097698133023351
2.8981150844423063	1.9174626260255232	2.2127229816436005	2.3895508888881367	3.156519984744429	0.34937381966184383
3.884512435159016	2.9830017573337853	1.7006080677550393	1.1533257915509272	4.488249112972978	0.2232419008759416
1.2707038064374916	2.2811308167105246	1.956117134705436	3.3707226780776827	1.8432784836957712	0.36079464195036975
2.959301401585754	3.1792702493070712	1.0172952931026504	3.052176362728772	4.116368279031967	0.4957026227389649
2.8034783740067275	2.68636693995066	2.759449432734203	2.1781731911429927	3.5688551399040818	0.32870179889806034
2.1252529844625068	1.819854853291272	3.292700057970696	4.2005145388022145	1.0891349979112657	2.73953022189036
4.9700096730655385	2.4631813557946383	3.0155176743330885	2.787381138859212	1.3402534438829292	8.000403293735097
1.8689293948066807	1.1925857330627956	4.98506687307015	1.964350609130048	1.131326286435137	0.4642457614467229
3.8348526017278712	3.845013087387138	1.0587412401453231	2.7337633710295024	1.1263953106207802	11.968979641441267
3.8662941889517115	4.479221424761429	2.5816378177826187	4.855151636709485	4.859085951415167	1.3447068357644418
1.1640888265587233	3.823248850789824	2.023890028290245	2.999903515387534	2.2719660441514526	0.30011670200253737
4.383501627541918	1.7956385423217904	3.849106814034668	1.5745452182314366	3.7184306446326287	0.23853391769245985
2.8434824859986025	1.1400998653485717	2.5502011533548807	1.0063060162991808	4.837243523466327	0.02329603681028221
4.6088020555816565	1.87837358744272	2.441855849839324	1.7016650722078923	3.5363224374983595	0.4102789721120621
4.461610377408032	1.4515264589058732	3.1439302021089173	1.3651386865544444	2.8024980786799056	0.27492766778690586
4.580027549053232	2.7852107268533617	4.926385184568341	1.5508768126603032	4.57044342756374	0.2818354594360234
2.295107625303544	4.004951340611736	4.9321261075102845	1.1724925333349892	4.363514476771684	0.10798641033451252
4.780677079141677	2.874755734192077	3.415598184301107	2.294140620540147	1.4602348734255446	5.843603487226101
4.680008969185658	1.6740178843946327	4.4886751234378135	4.716944743999892	2.2733957112745036	2.7232164844779683
2.57909288514768	4.57971021907551	2.1961824931070417	2.8278309682443408	4.36511958009663	0.44231364982104615
1.466545552636235	3.2555370727221167	3.764720144899915	1.7320227419957963	3.3216757190869783	0.1029139090262249
2.6917534247217207	1.8293336177984472	2.832124286557054	4.22181257550997	4.261676626223011	0.28829782309531843
3.414231823771062	1.9765718346366867	4.799226130820951	1.9497108546475033	3.39714788207032	0.2758923256598068
1.4618335402875244	2.6869826755311554	4.951305409814967	1.7333776987337912	4.8774761001854765	0.03736371806561796
2.549745645890237	3.4709966662819203	1.8845625138096165	2.118941419928755	3.569770809488696	0.3607543777226546
2.9222050004940026	4.412767848101852	4.314119013939224	1.0749989954088934	3.724186999701951	0.2377386402487429
3.3792776011480985	2.4037389147843147	2.8178033995912166	4.502439827020915	1.1048077126058822	9.557581948921523
2.6360425573781545	4.802634330578856	2.9642563603887884	2.034999885185611	3.4838282699756813	0.5316323873708343
1.8527917755572971	1.5312858737405557	4.341753973351923	3.6328263215001293	2.127380235998471	0.3802153318250423
3.94050737472408	4.480536212391788	3.1742578707591083	1.3895958418677914	1.5055359508443429	3.667430406383276
2.2711947398565813	4.722645260398013	2.157868277314882	4.574992901392777	3.973324384913451	0.7024474000763771
4.030075816701908	3.861256349765645	1.5092367366530248	4.177156577304119	2.8595187155412902	3.149577306308037
2.751465087807036	4.484539394291769	1.2816485591535691	2.077689518615262	4.515952449782047	0.3400026866569873
4.5581124911453	3.2148925223295257	1.4608754536801194	4.011481743723994	2.9326337189515304	3.02872187675451
2.463181689671848	2.585735381882337	4.365829842673941	2.9302883446406716	2.982183253224964	0.4668157776337142
2.5350863212597785	2.017979764031853	1.608324097300058	3.016430435002964	4.652446840011303	0.17353156997611033
3.5544885250631384	1.604857683140366	2.0798326508549376	3.731161617449896	4.4490845421321845	0.3504512501260697
1.5929201319663495	4.838703619428497	3.568206580634969	3.6967566011228192	1.5464027532927411	1.8748432028361803
4.6114353960750245	2.024850895737383	4.48037657823658	4.407136843011163	4.440791501303321	0.8063642969647786
1.0104913660288437	3.259903555244068	1.0071482561641236	4.581495980395187	2.9102771001053482	0.181447810308657
3.8700903929895354	4.628276308710797	1.8006299061978472	1.942852259118021	1.1112817944831377	10.382328562442018
4.058271585108527	2.097536595811748	2.6653877138158317	2.8037626568125296	3.1110314883358563	0.8727881925903429
4.787833906664519	2.281505165456289	2.0111575990478383	4.750411526246278	1.987845524753983	5.930608250243693
2.9003419402461965	3.492413389952404	1.6471961478713777	4.4027218304021325	4.417002941440506	0.6552514020927424
1.8666442388109037	1.8421301832372472	1.5601265364234418	4.190033701264151	4.628912383940788	0.12339529969710974
2.205681914861413	2.4971155305364503	4.763582191052329	4.886381652944411	3.2313738386203346	0.5374503592045
2.1079466816740533	3.535503436181335	2.2013147002121967	2.8288463645721427	3.0804485001392083	0.4572135038904431
4.767751252034877	2.1175155928807614	3.3733739081190874	1.6722305811848748	3.633530093859853	0.4211166802710791
4.3642772784634385	2.439537501271917	2.2402978875000623	3.6821921255611407	1.7551860968326225	5.153865933923349
2.4562545544275065	3.7329078048208486	3.9385372333984665	4.769402890483622	1.4418567811934908	5.011869361765086
2.4070600165775584	3.9759829211210067	3.9423063939528697	4.745863439236542	4.093353483113853	0.6350082019394901
4.6777888326505055	3.28792936421832	4.728266021823594	4.815266731058103	3.784206743521972	2.188767516514374
2.9576418888720535	2.23214467400336	4.031769550577971	4.637329185414079	4.074813215019055	0.503436972145285
1.3897655406631708	2.446844246298183	4.949106071366426	3.0307343007233323	2.2897743001574464	0.25686412947110826
3.982487771014288	4.3904307451195965	2.639362351414261	2.366632076553337	2.0732942198753124	3.5800961077545583
2.238301283308466	3.506655744718407	4.702919851297741	4.3996586976781416	3.6325521742421665	0.5618651884588621
4.106553369498801	4.411940163321892	4.940888395114099	3.4802290166820185	1.2517754023865466	15.044263010493244
3.2920650900830872	3.355484961213791	4.272267621968416	2.9280020024490554	1.60471218766952	3.730412023630629
1.4549038662504643	1.8751696868197567	1.6968272275228746	1.4463413083052197	4.049267014238463	0.03296775583271342
4.3935682067045265	3.096248907636744	2.766989611204812	2.084369323461273	1.4082691763256467	5.458179089187891
3.935951353485809	4.3290275280918395	2.061129463526838	1.7098741511451032	2.8245828281612373	1.3329632813255066
3.69842559192308	1.5238711382844174	1.030299356875163	2.520711986588037	4.303008445847055	0.2654158064789036
2.963894837488325	4.7037451519705655	4.983516263089528	2.351956078241282	4.638314981668724	0.4107893573955945
1.0522174376636158	3.2631900804959684	1.3352096262592863	1.0405102214557949	1.540281620190601	0.15531774390278172
2.2815139831852136	1.3220948168124995	2.4984070705186783	2.0549241013196102	1.2402167980078502	0.7846627890521352
4.427624834006815	2.910316821434649	4.3328368231015695	3.7825352821132743	4.6180670624388425	0.8896641413249612
3.8334327211607433	3.627991495397026	2.307389158725899	4.155966856158637	2.4867910223466088	3.463408483897308
3.8001617313200273	4.604114015424328	4.290815160033885	3.3290673186364703	3.8151343188586764	1.4140626725794851
2.3493070832282346	1.5241498070258268	3.4788321062972667	3.437809016586772	2.6445861144244707	0.3691076613370647
3.644703571778445	2.0381633268912758	1.3891833084759448	1.2480034827795126	3.9894805693362407	0.18282668378575315
4.974402676292669	1.8814489023775158	3.7420480702777783	4.385772027249224	1.5832500293698906	6.860076043138631
4.065652624711202	3.764199880619148	1.6503661096709656	3.194598360581322	2.8270928246381666	2.4095888371322776
1.2213186606048507	4.30299174529047	4.646985633780732	1.646230283774918	4.780650372526692	0.04391994341241697
3.3577396824314043	4.166349607574427	2.4768135598856333	4.498135184236938	4.785100982521191	0.9023468935177328
4.89185315819748	2.893903422218161	3.3432320504982926	2.6882572378406424	2.8537576641375155	1.9502482757998023
2.9180852784298725	4.232947936199618	1.779060541635073	1.738409439167503	2.7648424723095317	0.7847663588970971
4.079253163453757	2.122422996429699	4.856076060509278	3.057762116011132	3.6778147120275717	0.6282998709680095
3.2020137871018024	1.5636422548140492	1.6694308957653687	2.7969435466109847	3.0961575465832123	0.4293337456572911
4.555680813901211	1.7698259314407814	1.86449806742071	4.1622996169258615	2.184251405142448	2.9580564830327485
1.8220475624876045	2.1782600060322044	3.8792657426010098	4.347468529419954	3.483302677679168	0.2472481044111647
3.2285713802096483	2.9532733238428888	1.3329068717011223	4.590105762369139	1.9281643048240096	3.7544108755863816
1.852682882390072	4.210314183669195	2.597948939985076	1.1361060125478408	3.6416722333425366	0.11566304859005636
4.6805852089299265	3.74738463524616	3.2202083871623377	1.9950848085190815	1.0750347617959286	12.17895746998084
4.794207409082231	4.293601338839277	2.4341726024147734	2.1038867566206734	4.399267758614441	0.9790498425100445
1.0377732524782712	3.966687265368297	3.9140286101634585	4.016387609743507	2.852323623084982	0.2093775642178055
3.1408861356834694	4.127647344173131	1.3585521103658182	2.4826834450712094	1.1804727229074792	7.109623232773074
1.2539550965244604	3.3233123060519767	4.653652924907375	4.293970196512639	2.2752877055663263	0.4250231435573973
3.096706820437076	4.141678915463112	2.7695313181443075	2.4970710606752515	4.591764614866445	0.4458343598702168
2.8126696636272257	1.3887800692927086	3.12224208881682	1.0145908376175932	4.665888894291887	0.030334546482429676
3.3735085604148214	1.946163239353796	4.502636457959766	2.001083519843984	1.1545991797871262	2.43051656212848
4.12411791946769	1.5110625235431567	4.941896614287219	1.679964223043608	2.4703957714438904	0.353824034065815
2.3371419610019952	1.894001299662268	3.8141129577465933	2.1480836885041987	1.3819342695975312	0.985387414214648
4.9826558254914035	4.6253063319385666	1.0818438698507764	4.794037432016443	3.1130802182324926	5.644880095826014
2.108025879956321	1.0773003732399324	2.782189601011227	4.827675510196934	1.0541784198237871	1.9237258374766009
4.297499037332591	4.054972713493964	1.9547898526470229	2.468525564336964	4.156944662976643	1.0131684448781113
1.2830413399267684	1.2001713394163311	4.777242706556034	1.6705870900844269	2.5077971561192567	0.04128394769534285
2.324543660760368	4.134397578073299	3.050158930066147	4.113278075575484	4.818676659976314	0.38782135331802653
1.797482217409658	2.366300485436472	3.2573561406406677	4.484117226861295	1.0282594218825016	3.143120720754564
2.761781297963755	1.873460941052352	1.7712851169088006	1.9963804957270412	1.0126550795204399	2.535462266932772
1.934602411815423	1.2654502253749738	2.443495552677531	3.5899311278075703	1.6021733216041891	0.6170743170726186
4.108006099614293	1.798923194227971	1.1529100856042205	1.9356638676750744	4.016783840736693	0.3305170465410201
3.3990817104834026	2.8543228154688145	3.2852217971585915	1.9746876226937244	4.992209752456444	0.2252017879237201
3.7926041182979917	2.37203203484172	4.349231862189258	3.453628317676133	2.652595623239212	1.4394134336570081
2.6099034168547766	4.002207137335207	3.0958907516459067	3.4096772456887465	3.3770407060589256	0.7875272170729636
4.058533710216248	3.6998600683481375	4.763803571233759	2.9877793362431384	2.880205690873666	1.9287622199922816
3.9510415079170733	3.200245122016124	1.8916137924332523	2.5462571683943143	1.4799943034890068	5.465189828409324
2.3547764855277107	3.854440220433912	1.5501273321026752	2.757057761633809	1.6320945063731234	2.180676341188497
2.1167724136889894	3.597702960943904	3.2661585262999533	4.535625654447701	4.052274892334761	0.4361021658915888
2.4939831132769275	2.4928326334254227	1.4847897534142915	4.933815168831913	4.013332127550399	0.4697925875354848
1.1994231965741529	1.523580713991684	2.644334306910804	1.497393542599572	2.2700508173430105	0.057655846404354234
4.849820535893618	1.5110421991098644	4.640106227717499	1.3464354917071018	3.6227976651023135	0.13507089904844247
4.5427563819314924	3.0858499199539184	3.1454882221036238	4.9728978567550834	1.799453473980564	9.193143294135806
1.9997524979504455	2.0797816172850245	4.288728096445377	1.162326230818748	2.2188976917373804	0.14803270724710405
3.371270169227134	4.564241893155431	2.6504152767820623	1.573217961977647	4.4630948498168586	0.3753683206589191
4.785169982346955	3.8764351273648487	1.5738614737421353	4.175707078327235	3.754395697551745	2.566838910281469
2.0361701414690425	2.5134384715070253	1.2334763704177756	2.5009594732955707	3.9327177693857402	0.1653621576480081
1.7016449025317204	4.922505424884888	3.965893072173704	3.0963545846327936	2.118435291478157	0.961729162692598
4.232547522547712	1.1878321065549031	4.104685607849769	3.2687629622388896	1.3034825583202725	2.844821015134994
2.169518578223564	2.5082820660335794	2.673301745929395	1.256799231662184	4.271553373713085	0.07091920317191093
2.109831509554548	3.6843743048395217	4.150310687714796	4.911936554512493	2.1614854103130403	1.6806545197457805
1.860339493596596	2.913089441112051	1.541118049240644	4.306305235568143	1.4431877675693408	2.073839720532727
2.709152105596519	3.264704650477913	2.9328026381464123	3.314141808981632	3.4123504934855355	0.6514011648800617
1.4880200759729425	2.0567342053158413	2.375919956025668	3.6879802723060937	2.2587232082802093	0.3213296104324663
3.915843250669719	1.7888599995153707	4.949929592281517	2.1255737904586702	1.5193091638555902	1.6599259391401675
2.4798659033201016	3.359602487624199	3.4398345477866323	1.2163036485106833	4.320097017229895	0.11501598984491042
4.7900976853374555	3.5630594513241833	3.2276762109751864	3.630234810876756	4.396584861603092	1.412380036445652
2.856316345644114	4.297145591608963	1.3152959060537095	3.577597745325828	3.611818797175689	0.9553434250214278
3.264601093610685	4.4330931899906645	1.62011927632153	4.986405073121866	3.4616050180326314	1.9543600285647988
4.603457327651473	1.305083999557822	4.4873626144156855	2.5572104505338475	3.8087211633700537	0.2899859798485224
3.8882184230930417	4.265496112944469	4.9437399162301485	2.3938086870491193	4.5867659668139416	0.6376215656995325
2.391628944917075	1.256991632930061	4.078625240204477	1.7404084554813264	1.3754693931796078	0.4602523162613998
