m	v	u	w	target
3.910998585088776	1.7935077615746289	1.5063331382094924	1.4805525422441688	15.013825784942552
3.525283511470012	3.373488413501243	3.538873496823645	3.0568171666818182	58.60463194435352
3.812934713181002	4.47832535556644	3.463669820239688	3.796291479251882	88.58254843823
1.3091782126136216	2.3154542508358413	2.155266031735196	2.3959428559081757	10.307842296411772
2.207437320895881	4.943449118408621	4.8127060117830185	4.43641423841634	74.25995702411186
2.4839055473229124	3.633315622342227	2.1974131991365105	3.1458578133690085	34.682808628968985
3.544136875935297	3.914387033397036	4.642040467249741	3.0889527129008485	82.24629367700031
3.0906939938926183	1.1366485550133565	1.4866874654088118	1.2335827824423269	7.7637244700325105
3.5410785113815244	1.4262273839850588	1.6321845464556528	1.4725510184547326	12.15750951043011
4.310336960434199	1.8214155679120003	3.732786482466989	1.2568690851806874	40.58391190109555
2.2196355872021867	3.0844943557664863	1.0441956578426024	1.436054954002131	14.057733300723136
4.368129237562603	2.939460616727203	4.767333140514615	1.80943720460583	75.66027258141695
2.9664638356034536	3.102655929305008	4.624809006938133	2.775491174710722	57.42878707449078
4.677537214645003	3.268521659489491	1.4190163587136286	1.315138294767479	33.74008159789432
1.5717635328337525	1.9624161390145625	1.027435121584951	4.805929116436701	22.00756162486468
2.4968220936793064	1.2716387601575958	2.5622062544145536	1.8112935385369504	14.310224113222251
2.412038103917464	3.910256258368199	3.116312594967188	1.1467186012053732	31.73816630602077
2.3035103802609203	2.3036998976795444	4.3302548053065415	4.16535985029666	47.692296516218214
1.7664787869501364	2.877008862265208	2.534686485188674	2.163245151156312	17.118455864036655
4.057686751084228	3.835777400258341	1.7875818243762676	2.5463677020745736	49.48881669293797
1.13122430000544	3.65973430442944	1.8237695249270365	4.8531979057821975	22.77907932321891
4.568068817926926	4.830095088529743	2.1738882388730514	1.1184434571781003	66.93711015101215
2.774284583784409	3.2898013915025537	1.691197011032764	1.5818442335233849	22.45113617325053
3.9428265712873256	1.7042847093925657	2.240007652893859	2.818654473366698	31.280481031897192
4.4058901902420535	2.4831550351038643	1.0689072605546055	3.9874454181494885	51.126704546674006
1.674917827485359	1.6356497831416277	1.00075527798648	3.9972820434701832	16.46035969441602
4.955571101932757	2.11152034856014	2.7386438673532205	3.2670785108329383	56.07845772157483
3.1530692730062615	2.5664165208319365	2.746424634452144	3.929538893032983	46.61910340991457
3.1014528597435937	4.3934781484433145	4.890781667212246	2.082013258676448	73.74816784043252
3.4290443763543172	4.421960794286161	1.4368180976024036	1.0147325694263798	38.83026825623139
3.905004153550558	4.510937395779777	3.786443209655936	2.010108056609546	75.61306942991237
3.1195266692111794	3.1202457268997383	4.2660818907299545	3.4748926388343326	62.40654739027002
1.7510066708991092	1.807730653001042	1.2223757395209	3.886148451117033	17.391210430528666
2.260251057206144	1.7972575124561256	1.0702564832854449	4.037103157611412	23.363972666161203
4.809429889383946	2.941402969553656	2.414369199177004	2.7173452963878786	52.579081490246494
4.28702024023817	3.870066503354141	4.56779334236454	3.528431380094576	103.51434519900144
1.6367740004571427	4.978551054760346	3.9829569278131176	2.7937975690038157	39.65512324623557
3.5229625145362724	4.393354800280768	1.4518565426941072	4.341021512968313	70.90652842600839
3.5335728290298087	1.8912589962491861	1.946804768268332	4.5311933725066975	49.290907703772966
2.6209672963308277	1.7891527033494827	3.3742844783809	4.258529709214853	42.881565237272035
1.9771140147540225	3.4896065297555325	1.7575848455244576	2.3148800170352963	20.389114530708078
3.4945619683653217	4.993954927379524	4.8194004726642685	1.5171876506909645	88.1818904577645
3.641667467492183	1.4822141821433794	3.8526989146371875	3.228622024954485	50.00782920963794
4.898831344466254	1.427616834063754	3.717108690513627	4.293364545360766	83.98548119473894
1.4907019949567941	2.9947589412682216	2.9755315960142483	2.2046663247558143	16.906739282804757
4.475910907754165	2.9439076878887063	2.2746769754922216	4.0849585240166215	68.31948491604487
1.5175883732026152	4.7402995762113145	4.630576384487213	2.0319347260091	36.4535626984562
3.3086558061464886	1.9659525044886696	4.955149165836586	2.687120779978355	58.95874200614964
3.8490868588395375	2.1335768570489817	4.021778812644131	2.104435559060692	48.41286002356128
1.5444528035670078	1.6604150357674208	4.223179531620774	2.657807146302121	21.35681868017535
2.542271376670869	3.4897125123725297	1.5850648377600076	3.757800462343437	36.623438092328186
3.3097505674937415	1.071382080915245	4.913496301987003	4.952205715264609	82.43702795523689
1.8361246066643857	1.4333319072756416	4.6936295078606864	3.452590661982926	33.054815414352824
2.7821435965422627	1.00400221695757	4.791343794333444	1.3053908444312818	35.707479112624725
4.972762122845254	1.0315948473140573	3.9767902168937925	3.4031600077265685	70.76376355769077
4.571138047969383	1.6086109305747116	2.9518256027841683	2.4658299022554604	39.72597945285565
4.958645396157769	3.660298450225997	2.8389811020363434	1.9848421687466988	62.967846685421975
3.291242317068404	1.5447049861658737	3.8202675277964735	1.6041582017380551	32.1782803287986
3.5201825070978483	2.1563376806112147	4.577122829091016	3.0972299385422515	61.94232628144143
4.476850612901094	1.0840037033249774	4.323991140366863	2.5571169510131466	59.11862661382384
1.1546020048619985	2.5269932204057155	2.2553687513547267	2.499487329384856	10.229669762486033
2.1792161224181466	4.612594960148979	2.379540612508213	1.952647114959282	33.50662089813178
2.9908622758363035	4.0704570198093775	2.2589951830201214	2.736072516369042	43.603440762062355
3.893530477196424	1.2954872369154238	3.5227074670982486	4.412552640322813	65.33027963357742
1.2274528192361127	4.5293715527195015	2.216334377248298	3.310570400395392	22.331798568022016
1.361440029486535	4.9882446305384525	3.557728735442673	2.1144431774942	28.597652434842285
1.9698439818993192	4.152914873708376	4.59381020978352	2.773514181849273	45.34795077571229
2.996643491408346	3.1540809404011	1.1420092268863042	3.141283635610303	31.64466694256011
4.248341421651259	3.044466652349438	2.341915329535631	4.449300199133348	73.38928422547944
3.785875727942496	2.6899918751846053	2.729377883606918	2.7434980315793456	42.04658202551936
3.320490323326358	4.924868826917736	3.5185728910295984	3.766085118416396	84.37048019615115
2.989178441644156	4.14131470748865	4.3908960310029865	1.6382149985722236	58.459667444914686
3.1812825095762163	2.614128194847401	1.1240033330812391	1.9661716324657659	19.0286514087617
3.837659658917641	4.5221661489450975	4.482928032333927	1.2395893369349578	80.75052278517536
2.2185245082865332	3.981507733039477	2.2979113287538206	3.897479447013568	40.29189518996921
1.6501343501481989	2.4972700285323146	4.181128155478849	1.779106588228088	22.180619557774172
4.704502903004244	1.7603722429643724	2.344804207694819	2.7096908479654847	37.49357486971447
1.8738683489377392	3.3129527005813064	4.330823682018097	2.436347856001312	33.41808115073232
2.1378584142692114	2.5990131939287746	1.891777506143048	1.5803566447498811	13.715664580751927
3.7537659605916236	2.2194542062062377	2.51699290754456	2.4313050827955447	32.23072544838898
3.6015341829146283	3.476756272035188	1.7495431112600863	2.2122194818926673	36.09214510268063
4.403389755274092	2.36194942247638	3.1550629417862166	3.6464126922695135	63.473878643554066
1.4191752850404742	3.131299621499223	1.2656486258985375	3.6659922293618976	17.630700380567625
3.7688276457820367	4.981210347380593	4.134686684641107	1.7687094498367968	84.86725920864737
2.7595382199118452	4.208435523883103	1.7307216187992842	2.9016943153706864	40.18737141721192
4.598338543620205	1.8372771421691447	3.2882152669875895	2.394521679207191	45.80331682416934
1.0006635564035382	4.221077772044452	2.0704830715593125	2.1906636851516037	13.460628507713515
1.5629994313376314	1.406122766576332	2.9685211050479743	3.6555169550042437	18.874861622711094
2.667802399025417	3.614570533451891	2.3739584530830307	1.4408346865047394	27.714203073471694
4.3014865090188525	1.8342426168762345	2.258086486274016	3.0753575301401126	38.5439526957033
4.854249349767244	2.5605260411559057	3.9531111940212016	2.973668950953812	75.30418556928333
2.0972557369666562	4.759459452727335	2.5161467170872815	1.0179083553455102	31.479374484070767
3.936005575856148	2.6982062000646416	2.8605729889492757	3.4838833578809405	54.31813208879561
3.8658311178562617	4.1871856107020085	1.294899519696366	4.6660782006095785	79.21392177966378
2.2251632835911948	2.5863420725548645	4.742518235086744	3.366201772131502	45.07286174209011
2.749289635451102	3.578864906219522	1.0927163062941383	1.2837840301004697	21.51374727483532
4.598877738623662	1.5612025056351415	3.6782536886698094	1.5200010297484314	42.02754920455085
3.464196098162375	1.3482099009548714	4.363773393835457	4.1466693540218165	65.91508635232779
2.16563252558256	3.290587257608579	4.323016421814993	3.80270126873847	47.618980927388456
2.8133927150937383	2.8409611731110207	3.614326438225131	1.0641876100169956	31.32278296113894
2.158165763155132	3.9389702135604496	3.197826680004205	2.2143915177439704	33.0686153451038
1.34978878058992	4.450962771774776	3.885417011012424	4.299023032732778	36.03202702658864
1.443276681802944	4.171823473408429	3.198059868150115	2.427348777667951	24.1920017552526
1.9245177967414888	3.8963619071223503	3.405773067953324	4.794867915307359	47.89324641915061
1.335870348853066	4.8888383316435435	4.826862321213324	2.104103060166545	34.48321525556126
4.934825952829708	2.9794719895801878	4.016197163561516	2.7934203783015956	80.95653630080311
3.962944959685258	1.1494746461800571	3.2030970012581954	3.716202162054742	50.312124273722894
4.65684758308005	2.899490868463012	3.694568323592201	4.101727778217152	90.53156921924904
2.603312452857456	1.2719550799792718	2.5293207093804275	2.546741678761537	18.875611315151414
2.2764227964777737	1.4229520860987894	1.7431812128170368	2.1739037643531414	11.142328076071413
2.200248984268041	3.0955335201449596	1.697089592227833	1.5739623052609182	16.43563790380783
1.3843119190602122	3.2057527678199684	3.772409010482333	4.060248795712727	28.373923590383338
3.7019927959724783	4.0722005460311435	4.239574675277314	3.535479546449476	87.10127565320916
2.042224427121255	4.381150010597047	2.9019321889484058	2.0873770404582888	32.64784594242605
4.71648466329744	4.039648211519823	4.813983764011718	2.782965303969187	111.39887113574021
3.9813449310235822	2.809636106192404	2.2357973322522118	1.8882162185562432	32.762896019223824
3.5808031419816984	3.590093707384845	2.5615599732143863	3.789761296776	60.538227069760936
1.4604068996032118	3.114513789263409	1.5654597430870734	1.7891453110439235	11.210011286453788
4.0871379150273945	4.413292470134744	1.421880446376571	2.965842385120665	61.910157567628524
3.0940148370138245	1.5403338988721897	3.9354330406471787	1.3895003766838312	30.616782103434605
1.4609000040401354	1.5963081287241376	3.3072101344493454	4.575012161213107	25.139587125232147
4.36813778022664	3.407335428965077	3.236488057590994	4.511801554822519	92.69437996158561
3.9537673134072873	2.604778974990003	1.1389409095668253	2.978343059337675	33.51329273888105
4.000825029915254	3.902691322048972	3.721590160585235	4.410472313279373	97.08701860377435
3.2340355677740713	2.3171296990039085	2.2415835889425497	1.9406629625551217	22.89690675501575
2.5723776853594185	4.235459173552393	2.605611158508535	3.786488305362784	50.246018736055575
2.5256699213744067	3.195356257507542	2.3431419923578205	1.945807402989612	24.60859015961246
4.053488991530344	3.1069438605069566	2.190106964882128	1.9249840088322252	36.79601673658093
1.3822495330028652	1.0668075932479768	3.7104632030966895	1.0190133999506497	11.019295994480524
1.4216996255755476	2.3700598572109794	4.332159783983821	3.4559707262273665	25.82412575047173
4.566727566032385	2.703053879188821	1.1862911989969185	1.4383007109804398	24.620360897611327
3.09359419434968	3.324737891465311	1.142581103551597	1.0764672611315491	20.909843515523246
2.1489233960087533	3.324785694172802	2.221371720269751	1.1985421122848896	18.72270506624161
4.253271021461604	4.183365976937733	2.5969410449048183	1.3351267646915264	55.35040426966986
2.4122140781343564	2.5619708257618763	4.000167493448466	1.5330423531549746	30.050462438658535
2.610520192899508	3.8930151638193418	4.713393626986287	3.4302941850118454	64.13860775763672
1.1397421271732058	2.7677582203845876	1.0485086964232488	4.353150568902424	15.79099948013051
1.246890635555467	1.805474815160507	4.590266677037926	1.6075275412714722	16.779676779657972
4.40657360782444	4.363816262494384	1.9193681237334044	3.330162102490103	74.50821053308528
1.9200153707980891	3.1217811858656344	2.9871092449821486	2.458577144772569	23.72461327986636
4.049416441401893	2.3226740521319047	2.193096449955301	2.4309485574193808	32.626143571199286
2.7823359081723327	4.413456268644398	2.4573949492091938	1.646347879894146	39.269676873288425
2.8144679772953123	1.4397496514983503	4.880461744412429	2.219242275268956	43.36647958536884
2.8160342541527648	3.6070708099101902	1.7692455332792278	4.727781768885031	54.19895820925817
2.143371842323736	3.749127480692196	2.4514619207364734	4.296490215225486	41.28718299818032
3.442629042709969	3.882662688390596	1.7430635645715116	1.1785818688023446	33.56975634027278
3.6230177635006697	4.8839856734161105	3.667782968407441	3.5667639311220243	90.62571871566986
4.867581399736926	4.118681967563433	3.231785651600418	3.555279205429101	97.46842530955786
3.4451095436763435	4.0319821900861905	3.6433848562657474	2.9858854359301388	66.22645254409926
3.5170554985639386	4.9706459593275465	4.3207467921666565	3.950890380099621	103.72800589512045
3.223092050313477	2.3024273931406536	1.2659046876474838	1.3439766906526147	14.036501294651474
1.2945399276573355	1.1550835293923658	2.6935835216491	1.0574705267215307	6.283602348119958
2.569666672844035	1.5861252263337735	2.361946530466281	1.6114635791497478	13.736666507719905
3.4672678433251156	1.848348264398904	1.7396489466727902	2.44595594481231	21.541216714765085
4.282676360169623	3.9963735715725615	4.099849423249667	3.704855688820199	99.5844795925328
4.488984124827652	1.4270864557460703	1.3330278743226924	2.831007208512096	26.54816831949035
2.0360355309938907	3.5373704991304216	3.4487168846642615	4.274691868132004	43.44862030876583
4.21522982561391	2.859566833876092	1.6775971998269692	4.241313015446443	61.079082595376526
1.596838386074	1.2462415726191756	2.9619851255626592	1.777651712867074	10.767896058893372
1.043357465473986	2.9178326689720766	4.091414816521641	4.297390859148142	22.808311116943184
2.9940776405707137	4.8194856639031824	3.993523515209312	4.475303965716785	88.63071283869971
4.067248715877502	4.413586896005411	3.334019501231948	4.101859806366794	96.43586861571657
4.643903655289266	2.84422538424422	4.385745782650064	1.497636006860421	68.65384096891796
2.561882090398369	4.407143903660275	4.248737076333724	3.721257366777908	65.74102060337539
2.376983174929459	1.9161113098898517	3.5209434266792647	3.0330720036160157	30.03086597962365
4.839517984397748	4.340431333771957	2.698605262339993	2.6957588289591743	80.79316406480547
2.2486448973803355	3.660953368763882	1.6279784780389446	2.098003325674504	22.99746639770985
2.621706574416591	4.151209884121818	1.8805945143046945	4.494339145623993	53.703382991812134
2.728687658515756	3.1152518782380816	3.5463217452059235	1.1879075274916249	32.32446578929976
4.240078414756688	4.58875143046396	2.535650170512981	3.3598034814559905	82.20333497721495
2.6894348427010804	4.2355718907626185	3.0269486096147316	2.9349471032695065	48.02846749451167
1.8508753144840056	1.8857575380623333	4.535428647976333	2.2839017114940305	27.15456333996523
1.8788644610628185	4.515962894049807	4.254418375753983	3.416594017618862	47.12860122806036
2.2414887530146195	4.214085415755123	1.95313762390647	1.1159758922920546	25.573890098643318
4.673279703171505	3.9874527493136456	2.9924551447305325	2.9832541230692677	78.87181167782038
2.3753346079620554	3.8317582321028425	1.4499443545508472	3.067862788539338	31.112716872868575
2.5441942847389694	2.6617710190585764	1.2356395617785534	4.632156618159006	38.25031373029444
4.577186054521507	3.904093706438685	2.7288768531331105	2.1946422485672605	62.948142901590316
4.570251579978942	4.420147988673544	4.118849194577656	1.7944098670975783	90.7709862029325
4.3709709537087935	4.540701162243013	4.975768633148438	3.3776439042643434	124.10217841826052
3.0864337778790807	2.1968229327603845	1.245908293751238	3.3555156618046844	27.21895675573473
3.0176502197368267	4.115517243552625	4.8712476980054085	1.8387795855808051	66.46019534388668
3.701996599328424	4.858943416392681	2.1468021270483457	2.195010317878157	61.14987745341929
2.9378189753171875	3.6627108715851096	4.216218493198003	2.8098044694485815	57.41519238571333
4.086265446204694	1.861570358310297	4.412063337319163	2.3244409173905365	57.8917012435281
1.7232743252067748	3.4871528531694755	1.4939609127431392	2.4379894475869386	17.52220747954445
4.444438660090263	4.1517998849842686	2.686037760924712	4.923819286174548	108.21372027513144
3.839038503683176	3.8891224930699178	1.1984320410810805	3.342519666283198	53.235852572156475
1.1413792459636922	4.175179452230292	3.8477130362568777	2.1733655473079088	21.09299485150821
1.9994856863423285	3.2751204271598637	4.224277502137305	2.614060546951728	35.395142326765914
3.4882145832842326	4.16600251472364	2.273458116852304	3.285054092981165	58.10627591090845
2.018973232257951	2.005344205210772	2.495450918454789	4.0269369377449165	26.71596413233119
1.791519839684392	1.5594225730826592	4.199676016368614	4.5975181025966885	36.910907293386394
4.599496047402644	2.404367853296583	4.0746722537351	3.111153440386289	73.73731413148181
1.9462269780570656	4.144410664631235	4.731509615771835	1.5898737108288667	40.959340708489705
4.405557513868578	3.0946595809285182	2.0230382570111654	2.7273307144402974	46.496109801067774
2.7109422665933547	4.568573521286499	4.354641582694983	4.616157647893986	82.8784915472813
1.9714480199012858	1.8308177004562631	1.8633234763631863	2.9551564748575987	15.33472864720927
1.8220186139384624	4.756954130969106	3.3835472095373724	4.370815634135074	48.44841659200431
2.2323073588822866	2.633543194306506	4.018585408642907	3.8381666355927737	42.208580904356076
4.264261410357483	1.3992612658330992	1.5935551191710848	3.1396475874037875	30.60617548192855
2.719090989992969	1.4500836445584768	4.374682026477989	1.92796148463804	33.931021053971705
4.395811356950471	4.841827386671183	2.352065670516969	4.3156235186395016	104.62055583528479
1.369008770492001	4.918160533703031	4.64154668345027	1.1933766407695712	32.27876701202436
1.963454617591629	2.780850919902476	3.59775750337951	4.3152890772038965	38.5806175061241
3.5894019777814683	4.0634729172463055	3.6300890570425777	3.0322715968182874	69.78520664101738
3.52333923992393	3.1988425751633818	1.4919250573651557	2.669544833317145	34.5021300599914
3.9463133205863214	2.7746343829244884	4.2374654093116	2.352401304673589	61.53979837848986
4.374851259738982	3.704883518279855	2.455033925182459	3.717335427907478	73.43611356002836
3.4435907314665095	2.282085423411016	4.51981786193736	3.2747897300348736	62.60605521764233
3.2669443647535514	3.1952058416440834	2.9853277647314584	4.9359260069991615	71.03135454228111
3.6913289841664185	3.1178699368251883	1.5523865912940686	4.721638888870163	63.53679872016031
4.415081656932861	1.183284105311578	3.854322881772272	2.739394138067269	52.45171401031117
1.987991101984396	3.2482586146595285	3.451544293270358	1.1185948680737037	23.57319742503393
4.361796434515264	1.2840754681566728	1.0506373685267127	2.017048714854373	14.876286665822866
4.345368884995678	4.122314733141844	3.9923474832421517	2.6109393669203387	86.36273256143095
1.5239739165192248	2.8686613529195992	4.158363651012664	1.6377165793696573	21.490563395877714
2.12308327422766	4.926476719134783	1.6434411819648496	4.751562475654875	52.59770848709878
1.6274776695231337	3.738357512340871	3.5769717432216432	1.0116521347831946	22.616637108106765
4.051886888993669	4.023753981045491	2.791251694845762	1.1289441674610283	51.16762686096078
1.810624051667853	2.2075778030421502	4.462086604057542	2.766971872283936	29.36809575438103
3.38732691787354	4.758228189370566	3.3562227565155243	4.392613930922503	90.10293639170878
4.634072591118433	4.449024051585164	2.37077589952354	3.3839122572619984	85.41813513632655
2.391858155092774	2.1434350861831115	2.476579705029585	4.417797381264604	36.17050984036321
1.7979162669847035	1.7204661086414816	2.2629663085252187	4.665648079560528	26.83326395436519
1.7933374263474846	2.763867178737065	3.8613868521952943	4.530524516897179	38.623935419784964
2.1855945403218784	3.9168533407152153	4.1254754901393245	2.7073650047632123	43.37434035287366
1.4950296430271717	3.889097769480241	3.2665690284030338	2.8904959346389663	25.52802092839901
2.8073556731502234	1.7707615249359536	4.825044431425168	2.159935813137113	43.62907642102215
2.5965411294542866	4.524951470106274	3.5274850552547714	1.4776256208728085	45.57152218402153
2.5527026727099007	3.953864656306837	4.655393673347573	1.2393888369926072	49.575809710316136
1.20600878229817	2.6763365560214414	4.005811239143945	3.4583392862526767	21.207309667273012
3.7766516044392455	1.9470701903637844	4.917003613529449	3.1087588017986096	71.06220954170365
4.483113663629865	3.658865160925025	4.670395760002384	4.344366741633278	121.2086287930044
4.786976623537073	4.686580356486979	2.1318891937095885	2.176441468642237	74.7866591943984
4.369134755088627	2.1842754697102045	3.6047133087081544	4.359023015792157	80.31802051376505
2.792308551777269	3.8573805974204336	2.5245753566471736	1.4051971412685944	32.42909639025192
2.18856076252628	4.764427193739014	1.812838141547524	1.92011950096526	32.470589971131524
1.1586954559333895	1.3601099772957954	3.511561909767761	2.212296547200704	11.051186647375808
1.2541486784688831	1.815990294092204	3.3254131771992608	4.110425059704449	19.59719413364517
2.8287821787922565	1.5194361160367666	2.2134933647553385	4.5801250665053015	39.865722601950345
4.841074921067047	4.2337263546194635	1.087936951193551	1.8301079514938785	54.35883459700828
1.5991179598588663	1.0734810501604182	2.6031281372615216	3.4675222738290112	15.953079320753082
3.8048225912941223	1.7145717789799435	4.72738813132966	2.9618232823262125	64.79679854067766
1.0587551528578354	4.127422095004892	4.370780360673658	1.9864938574514517	21.220360582304426
4.154136620954379	4.006818273155083	2.4098143423715044	2.8987573478081337	62.86162497326261
4.233744833549728	3.409364541899227	1.2356388853583002	4.724595373848247	75.09048474605359
2.441678863230341	2.6978415601027392	1.804205546950992	1.0174256386329223	14.123478336791331
2.4695808714564014	4.952069918385192	4.990315110003415	4.981787995659115	91.6763404794059
2.8751089724022103	2.3561177049164224	2.0823010353231104	3.5682103189114023	32.51661005640404
1.5523810274420855	2.2201697298910146	4.475732273759213	2.8322242706265373	25.600957693141762
1.5994016714923456	1.041574954174933	4.8807434787953685	3.203361374398535	28.123926482520453
3.0771115019531345	1.1948805382311523	4.560294254193013	2.2976643636135567	42.315336866376796
3.665581962711389	4.715849518454793	2.501650048542713	3.504081412486852	74.73402469870706
2.9259945216855043	4.84102851499776	1.3595337441487327	1.8420054969469437	41.954187139053936
1.4769159318834697	1.3752473233579228	2.458841830725333	2.9929787631139213	12.476343500553932
4.134979167553452	1.4033212146753415	1.6242769205591516	4.800705471436928	57.17509911588437
4.252853323610749	2.9009949155201054	4.757969466007205	3.5918919891617227	93.46864259281088
2.8499891047591888	1.6960128432100827	3.9892319773785374	4.552068196113286	56.304037333878895
4.388012004636561	1.4378968377017018	4.655774667949277	1.859095637147167	59.677010791042214
1.9490167231223028	4.135748276638648	4.1564298674599485	1.2558832891763971	35.040948618136156
4.459492017588612	1.108615847510837	4.153887934759801	2.9417225002081224	60.509833410620345
3.886781855601687	2.1582047640869053	1.1359984830602572	2.7378552085911814	26.12731979359656
1.4170677084641934	1.2524084295771516	3.0469478877997123	1.142269849944768	8.61378686258413
2.9499100337387736	2.3385461074727796	2.616795573030565	2.501335276133186	27.39447984290501
3.0781312499912685	2.2798392684351563	1.5200077904947151	2.637953717785147	22.26549400801127
4.7436319643256715	1.8379427483109356	1.2106323682680689	1.5378195166224513	17.097361552533993
4.073484220127943	2.4523678785016525	3.1342782943957403	1.0465814536415006	34.48844209888142
4.137458962403406	4.118066563650595	3.4400780000978552	4.240124833810128	96.75709990016678
1.9576951860186196	2.8302255860155916	3.4998617240840284	4.922659874993881	43.55068076741133
2.8954021966452257	4.436747234752922	2.6931018574503143	2.548439704071027	48.39964238071216
2.6998890435155034	1.4790117578929567	4.155187816530213	1.0157651145720001	27.653397994186353
3.5421957598415346	3.4274000484826197	2.7237040624360245	4.165602167065087	64.67673334076568
1.2417990040747158	1.4399508739085438	1.876962682546087	1.5851956596001695	5.035055805610913
3.689970905023548	1.5180841740386235	1.7921988914409628	1.511045704239064	14.390546215102875
4.163999460626266	3.116710204440965	3.617771069311828	3.4068655855707077	71.63928538987845
3.382832013121809	2.2877532684453867	1.2861525855583058	2.101033293129543	19.116966211995862
2.411249827327893	4.851518968369113	1.4472665984798831	4.5481362334399185	55.84136327827497
3.102896905201129	1.9562450187665208	1.1665880399404749	4.237318752060555	35.904694367206226
4.6929442630084415	2.5572702003449628	1.8489922872592324	4.911435145073488	79.96917469951472
3.6858886645238433	4.420750153423461	1.3120459001574742	1.2198697196257258	41.93173558349854
2.448354794550644	3.1892278905194527	1.932734340710355	2.4390530535999315	24.306796766312427
1.2741275646126875	2.6868913490354065	1.8615751395280635	4.7070711252272615	20.922044648679293
1.6908278890750004	2.423379053176196	2.2644877696466934	1.7056105940046042	11.759520618558648
4.832355668881213	4.383021944785733	4.132861754367321	2.8668469215741528	107.54465268639368
3.7494420525998886	4.261273296085565	4.754641949456925	3.099660616659707	94.43525872339664
2.51313633369891	1.7803278117347392	4.82274117838859	2.8134700198586837	43.15559363811306
4.115627828959831	1.2914726042857598	1.4506003277624586	1.1112829458589943	10.30366479102519
3.9952398876562576	3.3736983774489087	2.4980549486104233	2.732630726299811	50.1190657517826
3.0559932644121544	4.732359965514612	1.5087736099814217	4.279013226538591	65.67571382988123
2.4181021221447248	4.891496753613074	4.954651007508477	3.5563566137288625	73.90080317301471
2.9953961292476614	4.885791270370812	1.0140115427584018	4.635193667808951	69.46952070500039
4.049562573609883	1.2576008449924618	4.239217769790478	2.137679364889025	48.842179667024546
4.8451855594141495	4.037140888411258	1.7206695792524158	1.7730635350284951	54.27326041261948
2.3461381153758665	2.4491357383914067	4.987280654240675	2.8358250210462703	45.64779781942921
2.162051206970498	4.858035485510979	2.312941053200383	1.7811145104691335	34.72532493678754
2.2861963403757573	1.5860738857820331	2.3959538113015877	3.41623109782655	22.778357147358196
3.9212223597129294	4.0726207352172965	1.4006374970593636	4.682294354594411	79.34967034272684
1.4525114593324453	4.0427696883036415	3.636264370428101	1.45958128402262	23.019970156058307
1.3632611818207028	3.4963780442258523	2.3677359427959908	4.938524637876902	28.77834711241355
4.927844543907148	1.8806544945425772	2.8921370192273663	3.280455673628248	55.839149240677365
1.208191215686583	1.2189602687043966	2.5100828668025685	3.6033804556902815	12.547507274160747
2.930622076587084	2.275467215933205	3.723604404692	1.6837595357387718	32.05811444104319
