sigma	theta	theta1	target
2.973235363295037	1.2810485304409225	2.189887805730912	0.12805346756720226
2.048285606138764	1.3599833212040342	2.6471485786883058	0.15987038352544192
2.3131081765203283	2.1294373171621337	2.8012223760863377	0.16534780706347915
2.159365197992392	1.2023455855917786	2.328270749705079	0.161267699513611
2.404947014022349	2.3115677764015112	2.8014720362930983	0.1624776781287773
1.1266456088887795	1.964352634835181	2.7622777856515524	0.2755520565175145
1.4700301573449015	2.6877213320426403	2.038221580658643	0.2461467885760549
2.835767912390496	2.567552776067461	2.715108294628445	0.14049195443709134
1.632626866294555	2.269211480362919	2.6234801958280145	0.2386703849519693
2.1235846995032244	1.3645305041729148	1.736361157378662	0.18500482918197333
2.7347465731065714	1.0045858398516103	1.670742931777602	0.1416146895002562
2.204670006729551	2.0044062890475898	2.0606306594942696	0.180894451222693
1.5633058772538475	1.540632340354774	2.2783520161081383	0.2283022772052984
1.3248105209355778	1.6817344883398373	1.0499572963121586	0.2687655596675157
1.6762631865292814	2.7439343838193047	1.9252510537941137	0.2112375850268528
2.2300773022121834	1.7622314046977332	2.1494656080909107	0.17621499158138534
1.9724128106783692	1.9683650953467196	1.215241322116436	0.1880414855527227
1.5368199458634897	1.4753272546102891	1.4116677590664042	0.2593668600125693
2.2772894125524576	1.8381909687894653	2.1760920906795893	0.17326509327708126
2.9482000947036937	2.54110495423537	2.9227657466146915	0.13418809805497914
1.454065383971202	1.5204026179392856	2.8607410885850046	0.17939818354853526
1.2593082236000583	2.50343317331499	1.0513133126656842	0.16294680948256235
2.2775094733372168	2.186998586690016	2.1122449422191734	0.17507169514254914
2.6288629767371603	1.5078630526271393	1.6643733472713729	0.15148598190152449
2.4611644229660907	1.0234413875612811	1.0912938150263771	0.1620333427852424
2.616356078948381	1.002308629040376	1.8307455061785285	0.14502476203485326
1.9604700952009309	2.6022924181545486	1.884413451693748	0.19029769775375094
2.0030858254326183	2.0784440920387395	1.9201835823707285	0.19854319464866851
1.9612737131498528	2.8502793527815067	1.0618799432103023	0.13422021566500406
2.004527517869025	2.391630656829106	2.344475020698626	0.19896554363427632
1.6738419439764631	1.0374260860587796	1.3369210636328104	0.23455446437805125
1.9845332493193208	2.369325999180151	2.9259764852818053	0.19327121097529704
1.64954668530157	2.4163177687391224	2.548242715268981	0.2410774166157073
2.6008571315613387	1.7430465899699894	2.5368137362502003	0.14640896921172664
1.6122642083431928	2.8689675816365128	1.7445048780389727	0.19402047752888668
2.216368579282128	1.2805454606895041	2.833762890990293	0.14080707157107836
2.242123699550981	1.4768160777754922	2.5269100629025907	0.15944808109790254
1.3539839705646437	2.4436299802801167	1.253859933763749	0.20027527079538324
1.949067582121783	1.5252610879313797	1.930122750538195	0.2003151162934681
1.6402490085703396	1.229014726352489	2.8949104420001537	0.1452142994966718
1.465846223698478	2.6944171640822394	1.3492132501549945	0.178626919074226
2.0026534658299635	2.9058785319665086	2.4289241558260164	0.19363662394933706
1.1804379170541897	2.1928038592350063	2.0950959091396384	0.3368054978171095
2.0453875060805258	2.2936428251250813	1.9958709464875932	0.1929888481813541
1.0748423213016156	1.7218404193793984	2.731602037506572	0.2387360976843337
1.3914292778273123	2.8304089730137902	2.4366225988118506	0.2754588772219024
2.1499591691071807	1.4103386367144244	1.282886916845478	0.18523231179257407
1.3515274984473309	1.2877362144600426	2.5963494642831977	0.1847178655854302
1.5252740462511842	1.598106556708971	2.66383358632264	0.20490440111740146
1.8514869371628924	1.4008222960014052	2.5471902206993744	0.1778868548551689
2.777046054576126	2.3124130751407357	2.0396638424339137	0.14296585159017675
1.9831165742973125	1.103337731803007	2.8807787809487873	0.13462352367067545
2.844613581200948	2.662078886158051	2.3628464737186263	0.13947100992368974
1.3557297887559971	2.893765212167092	2.048313894142514	0.24226447112839775
2.3090004300554288	2.1065870369437225	2.474373729384978	0.17059909699573134
1.9121218494580772	1.9797379855499124	2.4177911351632333	0.20323470078366185
2.4559109957196594	1.3434056207700775	2.362835455857136	0.14903305865291966
2.492817156665766	1.6769777616707011	1.1733165304323159	0.1568033067267728
1.0893991808517527	2.7080327841471536	1.5987033740597432	0.21805086593365475
2.169118434201186	2.330344483611894	1.675210889055982	0.17571890407337298
2.2983108421560656	2.3897860054803792	1.7617985733026371	0.16722038609577256
1.3560557782284481	2.036896886383245	1.9400745072319745	0.2934441826737329
2.676486039259842	2.837128297908607	1.9052969865931983	0.14028921710444314
2.6402975853850257	1.2846560323316494	1.3483929025675372	0.1510534492376335
1.807374894250923	1.720765004599666	1.737544423533074	0.2207207202030488
2.719320872354656	1.7683182729011866	1.5756806417682998	0.14633893423432254
1.3779765501470689	1.8915102353817053	1.2712780444599243	0.26162285191385914
2.7962996819781507	2.7083789195337835	2.7075906311200058	0.14266792186853727
1.2814688807668644	2.6857315062427247	1.4048345348951845	0.18890721246885572
1.1819639570052145	1.6872946942274356	1.37016816171951	0.32559217577245303
2.4685557219222645	2.2778943824615143	1.4871686293262485	0.1535277457066986
2.8164061044396163	2.495682146776214	1.7514133400640046	0.1367887726827292
2.6622164156062804	2.955178381617582	2.999561167597301	0.14983261391156105
2.8906420401183186	1.302484861218915	1.1489711697937897	0.13781716641744668
2.9401092411201226	2.5554758476717385	2.7798648656159504	0.13529500819786358
2.388766764233897	1.4759944482722889	2.4556228564898337	0.15353819101249655
1.01399271091592	2.904801992665206	2.8397181807358143	0.39262742267886747
1.314554527959249	1.3546615789507277	1.0100086911153674	0.2932276086166895
2.6155896217093773	2.319807782578746	2.6939369380533	0.15097243005802774
1.7757070938291388	1.908178294067592	1.1180518044331869	0.20349091675579226
1.4776715767330144	1.9006214918843416	1.570065216128393	0.2633089710844612
2.9587162325718452	1.5456460823412923	2.5624446665087053	0.12710448477861988
2.8119614514497178	2.6859804136200154	1.6979459982409604	0.13338032073040826
1.9104881690142943	1.0251004832992192	1.2263633091209236	0.2076614336979965
1.9336175541505936	2.3805124239537205	2.6382008213415142	0.20449509753771888
1.9596427931137288	1.1435868972393386	2.655430989735999	0.1511777676087189
2.4358045419526446	1.7984740551641638	1.978636029648565	0.16333516161380635
1.09396606957917	1.5367358883040028	2.091569045029656	0.32066385461653624
2.7323989915714533	2.6331440766844727	1.331305613630331	0.1303387385727506
1.5538660781486404	2.9954181677267617	1.2770418186549797	0.1392950980888345
1.8818079892517987	2.8527677288036437	1.144888608175759	0.14043417560750168
1.4032019565988072	2.4853867913971643	2.5861010794863253	0.28357714730368
1.4150849632806182	1.4959345040480618	1.8885767702312983	0.2712748836764949
1.5896863779341683	2.0583874382124567	1.8653791959109869	0.24911371127841006
1.0178133110803191	1.043746333474016	1.4871163896218804	0.35648138599161383
1.5525856057261809	1.8117947271072783	1.8076103505142431	0.2569525506736289
1.5479006556730657	2.981284475090501	2.089620561934954	0.218328745228026
2.313693405730389	2.3779064161306347	1.6882184278915788	0.16493359038287084
2.8406863086284	1.292670046057812	1.8980708102353392	0.1372853313290625
1.7431508480089557	2.9067163581431115	2.6392824747356363	0.2261850835512427
1.6256787876715928	1.0333418034719843	1.9270101135003683	0.21098672274093572
2.4784550777175145	1.3615257531513456	2.481522945794153	0.14534025276495874
2.7895628517718656	1.4056972439513429	2.9405351725589863	0.12292418622309602
2.1767307001244878	2.0889553707785096	2.6125370667944443	0.17804991529367273
1.3935768996996998	2.500238739523471	2.2956511370489867	0.2832037964443861
2.522823485688756	2.5509979980770154	2.4111554732860503	0.15789049846058634
2.579713140272317	1.9042164913271489	2.418104056275883	0.15160789453071324
1.2830410888455113	2.5124807439392822	2.1186786438762732	0.29662865291318297
1.0098922203307947	2.9580027050043483	1.6863562328305368	0.17878662343654114
2.10191275603152	2.4378912737384493	1.8066532852000676	0.1814307676670183
2.238040335854305	1.7147468655035596	2.0488923773507737	0.17627943972270382
2.267199514964445	1.7133458689144685	1.6486444277900456	0.17589094279350198
1.7313297573172308	2.7013638698514773	1.626317500177091	0.19002311604256086
2.5342072607404384	1.5548184398259943	1.723303898865154	0.15707537443295494
2.0556116153579818	2.4064156874205205	1.0318989852618774	0.15519563776523065
2.8055883530091648	1.8145543739726608	1.8286897390503971	0.14219378140743155
1.615803897842245	1.0069198491427551	2.5769492942595726	0.1539937603207277
1.2000469411968868	1.665833520476652	2.235942503226238	0.2969635065653098
1.885778904787936	1.852120894537923	2.8185934319271637	0.1855166665723042
2.429392066869646	2.8236568083338924	1.6011085456697196	0.14468433729034955
1.7540555843600396	1.4174779611565635	2.309920158575995	0.1998273244822072
2.0553058805990285	1.8331251953185643	2.640081061436003	0.17970498075091587
2.8133170678738098	1.8420344205062649	1.3795477553803046	0.13990171657352554
1.7514811820814817	1.7805472029333986	1.1089267669058671	0.21162899032870866
2.685460885359229	1.3906202511951369	2.5819520261629867	0.13463450953044215
1.2961598158903525	2.631165850490564	2.7751675833957563	0.3058942257779165
2.5481264164227393	2.6805568452591872	1.501095045388101	0.14065810588662042
1.065524393184483	1.63986188722552	2.091376115027969	0.34225919772750746
1.420645887852129	2.5244871911130096	2.662846449317309	0.2794888909801377
2.4391169277997413	1.8149543996529816	1.932545968617408	0.16337016064148308
1.321355549483447	2.2078947995913905	2.5108867965098733	0.2940848886620729
2.899874917441527	1.4641301634137045	1.120609991744813	0.13661035034142674
2.0814946928928144	1.4352578518462311	2.6252813926725844	0.1627639500634674
2.825810495785769	2.536385501946873	2.2872058478404997	0.1406301894181283
1.4153613221055814	2.9814252308720097	2.5069400025804693	0.2664639829085832
1.6672064902213066	2.9440931367691285	2.6037429554694165	0.2343533212521628
1.4667717005482583	2.8100636586242844	2.355164801567161	0.2592157382873868
2.3890315188684426	2.219815795740547	2.5305956522679858	0.16558215624924622
1.8210438680115952	1.871341165543516	2.895197187543574	0.1870455777315103
1.3857005849158492	1.1793595746980168	1.7486717630775783	0.2645983178195006
2.6211206445464046	1.8089622564617551	2.893293037768334	0.13972066536202954
1.7350918639858033	2.3887037921668712	2.658766153244267	0.22715744003065186
2.5810896650322057	1.5384243206821389	2.031404163288424	0.15176984537905014
1.5094460606811384	1.5905429929731842	2.327152732444816	0.23462816618742266
2.9179701756489136	2.0332872399138644	1.3996758201218609	0.1335336325780128
2.4854044502901718	1.7126690228093215	2.3967742131034937	0.1545473196748484
1.5287379593284691	2.120254887685381	1.087472552789886	0.2077158689006067
2.0306037740320266	1.4461735248648786	1.321332406495093	0.19609391218431688
1.6603173494930683	1.8122424401670736	2.5427073267484928	0.21811616656128932
2.8815411740038264	2.957284124640632	1.9246988392316309	0.12983779859792496
2.4084279135042883	1.4708403587179886	2.437326523395946	0.15282971732921313
2.0874821046694314	1.4404242256820041	1.5857888133899656	0.19064890287344016
2.133844773803502	2.173251829441498	1.5859202778876806	0.18000979092845076
1.2014393471183669	2.5943323277830292	1.5256070454969262	0.22355512376274334
1.415311304544259	1.7992265738272433	1.428614302637348	0.2723756332245024
2.9754819125865084	2.9574782058438345	2.010020591519038	0.12744878341462776
1.5749849740087545	1.6233231119119444	2.575823961928128	0.21096636589842527
1.7548124864028103	2.4847650504050467	2.608880938987776	0.2267738927797213
1.5920662082319126	2.0479100152686573	1.6420387464630517	0.24256955284105425
2.7712084030395543	2.2429877761708235	2.390712275070769	0.1437552875432927
2.4307380671086682	1.314329233105851	2.9857926993841555	0.12956724820276214
2.7007403816854487	1.597605676893136	2.4904268684148345	0.1398608429408364
1.3572188213743954	1.6774176017274531	2.1307599408568962	0.27799230482936765
1.4686247015770686	2.169791072817776	2.1862058467257524	0.2716264828503985
1.8560580159492108	1.4311891645731385	1.7729170588981689	0.21132827058119408
2.7693588850433963	1.4516662985409643	1.1483181709460937	0.14319419134558176
1.5505898422138469	2.2422926786760176	1.5605354273011025	0.23357981051996454
1.150583316884536	1.6293551100976782	2.0646544329483416	0.32278329649723825
2.267904772781474	1.5242405924056404	2.027283467518577	0.17163336723873793
2.6475433261513484	1.9263347887414315	1.6015885973860575	0.14955465524350686
1.6884361052373886	2.7292005909522987	2.0248977664962466	0.21659168747017649
2.5187795528206327	1.340161554769184	1.8235873460104668	0.15549661695373707
2.138432495510028	1.2262744412996425	1.7598280345326576	0.1808407528365473
2.8686230281754126	1.7333538450567725	2.2133143724938336	0.13713798935250485
2.7789724655324446	2.8054621115066496	2.1146018653414584	0.13918915495684112
2.7007540743781	2.674628444724145	2.3962611757128824	0.14693260197072106
1.576867111671806	2.8429032598499333	2.493965258276711	0.24687769379339194
2.88368204105186	1.3125619042397805	2.8459089784206224	0.1201065333972553
1.8252441098119128	2.8794761649136182	2.6418178243025943	0.21672432721748375
1.1714731015469717	1.4949384245429482	2.1667736184173907	0.28890729824347444
2.1265980962204454	1.8116174722659597	2.7104931551592397	0.17156512911179164
2.884393435588947	2.2582711435728053	1.1775484797742268	0.12893518124185036
2.103007533953971	2.7815342958315736	1.571521918603143	0.16076145152001473
1.7020635595881897	2.1233162322833152	2.751019374533615	0.2189782764116465
1.5266103081664757	1.7654081261247283	1.802272239643333	0.2612493715083176
1.2414728317670796	1.850825446679844	2.947511589734616	0.2175312570981149
2.4330005664886105	1.835619684609377	2.2984648193750408	0.16103093923621628
2.5535499731530207	2.7462730761657945	2.003115123229607	0.1497523861699647
1.892315356244789	2.4221938519247	1.6795052647074546	0.195194570437662
2.8395381467650465	2.0687803530914506	2.2989305148737893	0.14003475198302276
2.5631677120625422	2.9032088601056274	2.3376285472062177	0.1519008733704718
2.054596912194814	2.7086092220906064	2.3422289575259603	0.1911077989688385
1.5958693840642173	1.5378447691029915	1.9324422254964853	0.2424580978787731
1.0426931923386067	1.476786231841264	2.8093200415828656	0.1690851105227663
2.9844540719829054	1.3421562286208173	2.641720491967685	0.12158260734755097
1.3409303568149138	2.334868919845205	1.6185920892400143	0.25795559154976266
1.7206096477211523	1.0885696708643957	2.480440111532113	0.1671590722648529
1.12080000612386	2.259508221213144	2.0426396721855213	0.3493429060520693
1.9679231380200213	2.579136570927058	1.905671059527897	0.191192398512448
1.42015980014098	2.7701342352960707	2.3705690227951544	0.2700123745269001
1.4041452726906185	2.9638263776261398	1.0373191872384748	0.11084984675664927
2.3126531519091498	1.3548249610996623	1.1697678868962922	0.1719527584696993
1.1497921838156169	2.9703552196084315	2.9231470332322544	0.3466767012983014
2.030053384136523	1.94367220823766	2.8575760525970697	0.17757986356328348
2.0962932237906697	1.5653191010157244	1.6132005178943976	0.1902587973739916
2.934213992666696	2.586511464655333	1.9550468670771068	0.13284991312953046
2.6713257060483797	2.6762618554687028	1.3753774707620776	0.1326437174493528
1.5011948859194333	2.941814143516866	2.433321456014069	0.2509334965067982
2.8784831421004844	2.9841041702520688	1.2341807107246532	0.1152106640028121
1.7630050413339402	2.7301681478148647	1.4805402695339642	0.17601941133317553
1.2798467853849476	2.141803316434472	1.7189377231953156	0.2951528051246441
1.3342126024249044	1.7558484440831483	1.5683990735647733	0.2960730172015435
2.4766626070755065	1.840794800987016	2.3207993430274083	0.15808351294044068
1.4782053576133989	1.0092994158333215	2.999248423706539	0.1090570160205332
1.7803004522518282	1.9708161385188843	1.8344223799487915	0.22343037486093853
1.037324815448149	1.1505883707287416	1.8399633786927283	0.3083837538804728
2.532331229796899	2.036943971635468	1.965511358234832	0.15747686839145994
2.244355843115547	2.6141386031780005	1.3331881709974336	0.15103693322523176
2.6047632633439712	2.743840043800781	2.2307830033374136	0.15021635213495235
2.046953390943645	2.7511756376855905	1.7893808650969936	0.17452656360681304
2.4811460657622018	2.6616367457801844	2.7052142896228943	0.1607647202512103
2.2645436566957136	2.2680939457401474	1.5829555318255006	0.16828772012872742
2.6230288798501618	1.1834614796650171	2.672822256674721	0.1294490719400528
2.899102710103656	2.050106562168597	1.3190905172437641	0.13330303846320607
2.820845714150562	1.243657850580998	2.2477364803971653	0.13274499843400367
2.1070758563958982	1.7995067018665545	2.7829221997316544	0.16979665886811898
1.2709246039109647	1.7040510142025125	2.088161943193067	0.2998855000169676
1.8645651595751704	1.6435846290169451	1.595023142455475	0.21388740309794965
1.5274834274423863	2.221925471561637	2.840763043878944	0.24059808563955265
1.952839087064106	2.643100796614438	1.45776607140578	0.16991868311528602
2.5979363406349822	2.1748475358828587	2.71789415028027	0.15024278647583286
1.91294720600681	1.422146637060956	1.1107938946572913	0.205804383005866
1.290522983384801	2.625531587406334	2.9119276439307904	0.30161289884858844
1.5352711922247524	1.9997234568886335	1.0871094974291773	0.21776906103629573
2.083987250812853	2.5970547107174515	2.3730982855101024	0.19032998683446
1.388283484681894	1.8841664280729842	2.0984937820737257	0.2839594968343581
2.1841978182335584	2.4753709513129123	1.2329935451214693	0.15536853109894727
1.1315327030778255	2.8900626554077853	2.8639794076395635	0.35247439366793226
1.697785135812806	2.7971110622428244	2.309089465063765	0.2254683051410252
1.1493104201796789	2.4765514487043943	2.867123864927847	0.3276387850098369
2.225247670811193	2.467423116983192	2.2434286384041515	0.17837396232866587
1.2511974539843944	1.981160039015971	1.0198371372984272	0.2373548108668118
1.108564103601993	2.7121889640106924	2.7500281574505934	0.3596634092161209
