m1	m2	r1	r2	target
4.2448352821836695	3.365515842353157	4.381322221384857	4.643485402118172	4.497258309431434
4.070509648686916	1.72704566568595	4.808240913631699	3.61847558732611	4.453819275793169
1.4616114597261942	1.4459896988137242	2.953472633513655	2.1930199137705246	2.5752891278585586
2.678951970893084	1.567779453939078	4.056850796126635	1.2662463345536676	3.0266344011499418
4.7371956976924725	3.881435500174728	2.391935016368873	2.8656339718092863	2.6052672613426577
2.9938541390027926	3.7537255956756015	3.8847969221202128	4.996003772080817	4.5029690310543184
2.755106919993621	1.3028845881742757	4.6762958038524856	2.6473993482381	4.024885391164153
3.1894584730018134	2.8362907415396634	1.833572568955604	2.0482888608831837	1.9346384794621798
1.4584160114154816	4.9240443424207205	3.2086285324776616	4.2769533811898235	4.032837166066237
4.999727396643271	1.5628455954186835	2.7691849891731617	2.1139085426242907	2.6131340150340168
2.885012829250759	2.011861552811465	4.988803587382284	4.527957632188175	4.799466841800248
4.6529741097034325	2.7052812005580114	3.419672564018064	2.266205955585414	2.995597644123312
3.3609762434726127	4.746102487956217	1.2765419001783718	4.340817198513332	3.0704512846808143
3.2681552501345266	2.6170292768592747	1.810087733829833	3.0320634838427174	2.353477036022083
1.9011479798464557	4.015490353479256	3.599860142472355	4.785238624400355	4.404350055704598
2.9564956461046266	2.400729284214505	4.250161650223791	2.848108717172315	3.621860696245552
1.0202787625100629	3.6105028437155298	1.2882395253035912	4.646950227968889	3.9069409831499016
4.033328640650906	1.47320495861918	2.6511418740771733	4.896817193641468	3.2519445308827852
3.5194685201236813	2.4530802574563597	2.698057142807205	1.4219808708518349	2.1739396133710414
3.684076241594553	2.10971886825017	4.016914356912661	2.920955241659016	3.617838176197781
2.8113910821770416	1.124430075204577	2.7274717845774656	3.4027697589654218	2.920398577173831
3.815818365948197	2.289256100551923	4.158393854703759	1.1444702585802442	3.0282449897090733
1.6660541485537124	3.4559383256675202	4.178709349407813	4.004987046160675	4.061494502092697
4.417622697953822	2.898457789504415	3.8080096802612937	4.054597521697694	3.905701941989913
3.434787180612936	4.561823829698078	1.3119906533478491	4.291688251111427	3.0118176787271094
1.6311152620064189	1.8337629556483892	2.8097754573491542	4.068636578929038	3.4760190440059
3.6205805857763766	1.0868836591148874	4.86168052510167	1.853655064851694	4.1671720702588555
1.3645013152492085	1.5059281842630203	1.8951625641474776	3.1977775722285022	2.5785601721523275
3.4897195999624024	1.992321064198978	3.6682530692734914	3.7159829570370544	3.685599394594437
1.486494339674334	1.5980018978330732	3.746076077538339	3.948192058808653	3.850787413452744
1.9199390473199232	4.7615146617319235	2.765857610273887	2.968623473865825	2.9103579951353056
1.8352557916697456	4.253434596119004	3.9027866350110383	3.1056529665517982	3.3459253549637293
1.6518001576181458	1.595978772086324	3.0372457990318256	1.0815581680689763	2.076208729882382
1.6714410471241252	3.227922804109074	4.175244359085808	3.8464569615740185	3.958624330372317
1.772768863274126	3.592259409965489	2.592185728402552	4.748006380534119	4.035657529370576
4.311085017282782	3.46450666191404	4.421451709051379	3.3431214662623585	3.940988939911752
3.79765582595086	4.202694078299347	3.8207927321528903	3.410945203508728	3.60549417618306
1.3731628512194756	1.3349295373017331	4.269406110804868	3.211598519823218	3.7479694700281883
1.9219453158805841	1.3292789219108092	2.914137543885132	4.050516965545828	3.3787518251605784
4.107593334593742	4.5958156325462935	1.9171973997463048	1.5608278908483446	1.7290172778952368
3.9709485724055202	1.6288636682019737	3.3495230991432647	3.4139008802770605	3.3682491964162917
2.875448186165793	2.2450631776128738	4.04626214464483	1.855402935191192	3.0856906335118617
4.501369391617889	1.2998767176861046	4.539102357234516	2.0838827477007937	3.9889648958844828
4.2336471470767805	4.285634496674243	2.9178155041246243	1.9977594725517789	2.4549802519676494
2.6410334379647837	1.3547201481301283	4.211634582823713	4.173320546617411	4.198644593404572
3.1282280280086154	1.9956705067059253	4.07031117055626	3.123666365475672	3.70160927198696
2.289986546136255	3.5250556121445737	2.257499160550134	3.5709700644355578	3.0537200399699937
2.7776750835290946	2.9758886376779325	4.962005663561562	4.091935862065031	4.511983562178277
1.952774406802992	3.0637553073655672	1.4060675323374046	3.1121973609910603	2.4480556427295093
2.2077032943269588	3.0750039481382223	4.559946548751952	3.1196975283840667	3.7215939350896514
2.8521309348678945	4.2719330323631945	3.9399378960250533	3.941510237414968	3.9408807479074373
1.1825057644419241	3.6484987625236855	4.8910956326523385	2.6494389187363963	3.198138877784149
4.261263403481832	3.4777620570234915	4.547347932445675	3.246277797552301	3.9626732377118032
4.053433835463906	4.181389124264683	3.8335850501902597	3.7890688320579136	3.8109810875717214
1.7006540235530014	4.099247971187554	4.765539611339143	4.30048915744892	4.4368517936246255
1.9693771682231431	3.365916188193113	3.1303007703409667	4.819343418672832	4.195879664092285
2.8058157637500307	2.561270125200648	2.0868872922065704	1.304104682534184	1.7133293216125012
1.844180759897006	1.5178847781413303	3.1291314469800664	3.9613309311571863	3.5048477782406837
3.379238390887467	3.5846004913389766	2.111502006718069	2.9547835893915324	2.545576893674954
3.19281756518071	3.026482554100234	2.1207850269276984	3.8578597318242096	2.9660933717107008
3.1726297169012394	1.1124789682806195	1.6642822942964872	3.505077450486939	2.1421805336705035
1.9441154458987275	3.0145862071433216	1.4947789891079375	2.6391763579907663	2.1905023387087064
1.1958110790809542	4.131564107887527	1.345280300612948	3.4188261991082456	2.9533870153862263
3.3453157677711216	2.1639290625696805	4.880637857093099	3.3181341282984373	4.266915408148475
1.7943155324151403	2.934770882650319	2.8357316083225257	2.302732504272145	2.5049636515216958
3.667272956405296	3.7027050288751666	1.63106578953801	3.7226745251630255	2.681897990028397
4.535871707880377	2.478383651807296	4.4637295862659405	3.829141306613679	4.239507179571481
3.103551244085057	4.938748411775738	1.361809918127356	2.7484704706588485	2.2133533689481983
3.0648761578318084	1.3374507260661344	2.2279358036073846	3.652497951484113	2.6607254917091168
1.5294485754940277	2.479141566664441	4.664608070484609	3.191459597805444	3.7535287425988657
1.135713261312338	2.834975735840333	1.3843167421887077	2.674735566157274	2.305644516196148
2.4595466298677398	1.4595219513929636	2.1540373667178394	4.599933931067245	3.0649271999741448
4.1800026757877005	4.569982257176985	4.667824942442501	3.1835540593475717	3.89261313893029
1.9330501147803467	4.987316571591636	1.5085784140654508	3.34749795089064	2.8338367848238284
1.6413787184538733	2.8348766339452824	1.9464084160534652	4.870746598102021	3.79843367587252
3.1802173851335938	2.987862179133714	3.70778018620476	4.499297901110363	4.091197069829497
3.328953218151365	3.2777881452544086	1.2908796837403038	2.616314650873396	1.9484648355729963
3.3117177200140526	1.5991613514710692	2.0514631826407133	1.1522709711643753	1.7586534002768603
3.3111863884882213	2.6313234616547283	1.9867406166831163	1.7096477661620288	1.864044830387468
3.6855562525431855	3.396214304356008	4.795367411261663	3.0366875330933074	3.951954918435333
1.8588574629057004	4.0271118177352365	2.550802917197876	3.0427373141812533	2.887378717917396
3.385287546561873	4.755866138015873	2.1309760545297456	1.2266699369841223	1.602702174749905
3.785304444128355	3.758825862366098	2.523667330804624	3.093335034940801	2.8075014657238517
4.510999644361879	2.226686127375763	1.6674992481333413	1.5305452018976742	1.622238355124629
2.7169401774630666	2.5712756488265707	1.9944714894660804	2.101848620858716	2.0466811972881707
4.4542785427865015	2.7174999346139996	2.2258254264092647	2.942002422437764	2.497196181377832
4.013032194407812	3.607728387075973	4.628676767418797	4.120312875080414	4.388013276453107
2.2627913951225653	1.0600313042636889	3.752176138162532	3.0735420343339013	3.5356814710434716
2.463057887693766	3.600026940259192	1.5660118601840742	1.2474135526654309	1.3768404197812951
4.179352481852907	4.2984283546174815	2.0426983188542733	1.298584989833322	1.6654158797101957
1.5450728380123353	3.448215843883505	3.026624313619004	2.006132142505487	2.321902937154011
1.7836688814688417	2.5456658191297006	1.1553105139514095	3.4394916079040394	2.498417974498082
4.6068610434540895	3.402206880450625	2.1313618678765427	4.383870715910529	3.088214921673708
3.67871740983666	1.8694242432832864	4.1011300961216115	4.2277425936692445	4.1437916731354365
3.8103178011966063	1.8195519807169542	3.2873336573342984	4.109433506555074	3.5530331258730428
3.429482258601493	3.6492140674235913	2.0730316545075165	3.3183099473277995	2.7149983182432917
2.249077499934032	3.2138374057104238	2.0264337156242336	3.615337962715801	2.9611874124315665
4.342222193334915	4.4178106432124125	3.5873560089493504	2.8726144190793264	3.226901537854139
2.9066139317468127	4.114573957800194	4.211154481861872	2.9631803117112625	3.479813560455438
3.024702452843515	1.974293809373596	1.5809538714804183	4.9334632969839225	2.904987388901508
4.430184228876276	3.634309387793095	4.754772264423038	4.4941708924789445	4.637330791027795
3.858416705895353	4.406755858781708	4.031286979154527	1.3392927071359173	2.5959918976309244
4.444443928844515	2.3945992208570117	1.514859501350556	4.786152074765654	2.6602587152503823
1.8702157261772052	3.7170228202593454	1.5579613368933836	1.1469388156934328	1.2845203376872298
4.222653213136547	4.386325695339966	4.3399553498934615	4.43962579191685	4.390738029879194
4.906156871543082	3.606451683508946	3.130232177381861	3.995001406729148	3.496600303304361
2.0326855854326387	1.2143700085577658	2.8639649700908043	3.8957823187511154	3.249855511922524
1.0855614074878108	3.27122490056872	2.4551817665690545	3.8448155287000447	3.4985665561667965
3.40449926989888	1.0923841886651915	1.3870749537231486	3.5033379159841207	1.9011581449672983
4.272835036224154	2.5982800266847725	4.429090107142303	2.7683153593941374	3.801075903277457
3.4961782274164217	4.769313448771264	3.4697234595679878	1.2941825978770385	2.2144035467906096
1.086427535302227	3.74133986543958	4.029421593312014	3.8411774065473407	3.883539362061248
3.5402696904498834	3.01833556595142	2.8544580010369747	4.324837248684559	3.5311411989287733
1.6890300649434895	4.4951559636742315	1.6993211460766615	2.865753566422103	2.5471765673520066
4.442368859754224	4.717835701244823	1.4705182525486022	1.6038354971774544	1.5391814414668408
2.5077741812216714	3.425714564766845	4.100533378866986	3.988195285554833	4.035674699780799
2.030205988674437	2.684819458394441	4.658909312387389	4.540334917157899	4.5913909400788375
4.062350866420701	1.3307093106256018	3.3628872269355945	1.1022512697797648	2.8050871621549613
2.324329898990895	1.3160505411982033	1.8387578104302684	4.646996153438467	2.8539768656500875
2.6439725671183503	1.1464520613963534	3.5293356364333315	3.2824067827198817	3.4546495204693386
1.3078099818941298	4.307368608655572	2.465718499646959	4.186579309038391	3.7857801345009685
3.2537954689355373	3.7120223562958703	1.120868468579974	1.8424448981524293	1.5053901292882237
3.1904592249783423	3.5004146145617696	1.2317185103780783	2.6394288702925244	1.9681798508676824
1.343117698158086	3.143421002988465	2.997725423922385	1.9303822440735459	2.2499086340937526
4.211906776024236	2.896024927296849	4.6408742938568315	3.702725697585069	4.258639090465367
3.8719927430464303	2.5609551209214234	4.566192746598854	3.7397037529148274	4.23716766112975
1.818750960959881	4.412059618701536	3.2581072869040133	1.0661086673366635	1.7059450970901562
4.830179794748983	2.7638574497418307	3.685915230632828	4.4934042527573785	3.979801667784919
2.234609892057441	3.541017370659919	3.1114334635857457	4.4656968956275485	3.9417277535696407
4.340659757975279	2.677992323003875	1.442987156353365	2.4761740552964437	1.8372033892816317
1.2791209611920396	3.1822054914607683	1.2524358179041402	2.2357309038763757	1.9538072722272444
1.2080748002200083	2.008042234048172	3.8729314961660366	1.1016975662728117	2.142660267737581
4.7496071104446385	4.9412780493693385	4.580557945081381	3.089500108630098	3.820283601087577
1.7952574633745186	4.404684725491063	3.60001284844292	4.67792883401407	4.365807098191662
3.77014227135207	2.045807220766402	1.5271189724826697	4.237779830143511	2.480615828527656
4.507790965016669	3.832337095017936	1.6765024954223755	3.3561336858170736	2.4483027448386934
3.986828227288118	3.1883727085608937	2.315221107897107	4.369444982107668	3.2280361490876137
1.1493018929122705	3.67014473371939	4.523949022314547	3.509480687290994	3.7514027310582887
3.508781074079581	4.085363969938957	1.0119012518752273	2.171974390769205	1.63597690182141
1.160038491640171	4.949100774307556	4.326379202470479	2.0668712052143343	2.495919576004634
2.684824473068632	1.7477652243512498	1.3782001620552475	2.6967274959973224	1.8980940342451131
1.9266766041541592	2.2770831096530917	1.877186516447364	1.9039887820719268	1.8917047074261848
1.5927510547877266	2.4370971377508748	3.202345892524656	1.6931491119067963	2.2896417462104917
2.8140668009664793	1.0591770767856017	2.4383692806559782	4.267131975025058	2.938462635448957
4.967134092866607	2.2314487008546404	1.6009342291337831	4.3260307371652935	2.4456717610621967
1.5521960575406315	2.5498547858859317	3.1023613675083084	2.897228714556469	2.9748499112061726
3.8163053416249317	4.915970075052963	1.0914677382953497	3.6376335005951614	2.5248713010922965
3.48238470404122	3.1411058068577598	4.82897511745814	1.0322782265423407	3.0284400927139474
4.218499550015794	3.998951329970261	3.0365733100024084	2.2264024998352334	2.6423106991102814
3.0750091642821764	2.4224399993894683	3.5953239966311674	4.50623718884402	3.9967160763196654
4.458186976030209	2.8097158856576554	1.1764019677154525	4.973663223123921	2.644394244766296
1.6101719209386909	4.59656367883896	2.962519854972564	3.6563708849496233	3.47636975104866
4.551370347826714	4.328843112137284	4.101463481217866	1.8236706871148816	2.991106428193984
1.6104274754637125	2.1720860615263216	4.614371372153508	2.650216291971106	3.486466916394372
4.147756502013993	2.793492944825952	2.7992789600960704	2.512420122122088	2.683833153663324
4.488584201047219	1.686236329233528	2.4777183826185127	3.625363245192331	2.7911202784048186
2.0938016808642765	1.8996150716718367	4.983522511551669	2.7906910275221426	3.940421829897648
3.9137672762410647	2.4785338408707096	4.194847614713184	3.023727008609997	3.7407604243901984
3.682625992743304	3.083150624653899	1.726893120388627	4.069027109781537	2.7941988091179506
2.9333906924120274	4.810211984121999	4.829671234692898	1.7152704576459408	2.8950513210824185
1.6740117262151593	4.8761960068995664	4.861657943491113	1.183186228603028	2.1232792815519472
4.765734186282057	1.3783308411083022	1.0878201200358446	1.4203428613897555	1.1624167181731928
3.0093823825071637	1.2502693571640044	1.4786892775131055	3.9669889055772183	2.2090411857306806
2.579676929309668	4.026758755564571	3.1652247262688613	4.021872984452397	3.6873695012460144
4.5715302361288	4.186236844836252	2.3496637619132943	3.3547158172714413	2.830081419316333
3.625327184569672	2.1204779632446056	3.6393473959154186	4.009956357784122	3.776119896271177
2.8712636919842955	4.712687256966191	2.7508840991238603	1.137301624519608	1.7481996649393583
1.7606498341599814	3.0990104341043914	1.6747286644593848	1.1185310924528131	1.3200408912567738
4.510582459158528	2.5984767761789413	4.26202974729467	2.8587126577628954	3.749094526747132
1.3989908666544149	3.29450402122252	3.0295725209564166	4.591749053974167	4.126110813387466
3.07214761974318	3.6906732084894687	2.5502294807512595	4.5049825645926695	3.6169965915444364
1.8913748022876316	2.8032045682194977	3.4241581634651386	4.561590481304532	4.103336257553567
4.543207778883712	3.5558213742049776	4.311473769742754	2.258360311213141	3.4100688505218693
3.8863738208277976	4.321206133519752	3.730350879022256	4.5578734524634665	4.166032972875764
1.0784296716244093	2.691793048617763	4.742984220204823	2.2881434448414555	2.9903229519171752
3.9731021240847375	1.5949101789406566	4.3869528540441225	3.920126630177943	4.253234418142672
4.572617211993326	2.5755682964059874	1.8957859145330385	2.616398494465092	2.1554303953153973
4.353782537301662	3.7882206996836554	1.952701077534308	4.897688116452208	3.322911888855431
1.2783985573652368	2.8565877899519996	2.761884696054743	4.074652383660052	3.668788814345208
2.017509531811151	2.3618777511720346	2.135075733231122	3.9416482307989376	3.1093908855960337
3.7678358190593935	2.461429280121331	4.115583747954545	4.50619786497645	4.269930851434362
4.6583598007564655	3.316309987437808	3.8543304883706213	4.645898107471231	4.183508206154233
4.674109445849668	3.009179457055826	4.372294366822993	4.1888173628931336	4.300435135959098
4.5137007243208815	4.0259938625500284	1.652913734317888	1.5080532652194871	1.5846200320568133
3.667734911442353	2.9993539501543887	1.6610863073638362	2.774660311058505	2.1620549694150757
4.944924756222786	4.960429453403717	4.507320453429524	3.1704160158568784	3.837821916761693
3.284189255178315	4.017053051738828	4.839243248053599	4.941072272813198	4.895268315770993
2.7269859498958047	3.9555700504785976	2.4663522563436033	1.4379717053253591	1.8576283926192232
2.089067414521126	4.2529937172940775	3.7831805584834015	2.0928004322886022	2.6496096409026078
3.0268625600950516	2.3625996287434643	4.654299035680523	1.3708091281143706	3.214902716570149
2.7910844990018893	2.2328272412099626	4.834070822270208	4.084131000012048	4.5007675814900345
1.7839781023346342	1.1712648737351803	4.942743708352838	2.8425780672390983	4.110375519212123
4.986380254706502	3.2583343388849024	4.380597374024459	2.6123332589825887	3.681774434691021
3.8204547866753593	3.1517089596256715	1.9996339331921542	3.529667670655903	2.691273030373772
2.2330107715431935	3.0200503117992215	2.5162246598605464	4.5736108862297655	3.699041652821215
2.5702352002202558	4.381085401366241	4.009146632811582	3.046377677073524	3.4023593389109146
3.2554143073001365	4.731503015768327	4.637771592490483	4.1694367070172325	4.360326887183971
2.0812915822168176	4.892637347155407	4.896670148591296	1.53803866096743	2.5403849013368665
4.911764235190739	1.737416830247131	3.247891149223959	1.9066865499517316	2.8974372481123085
4.142381438289013	2.5548673708560496	4.952205321676908	2.590159383269093	4.0511317213858735
3.5893439230529225	4.598946603959272	1.7059025982901497	3.5481857322162282	2.740619397156874
1.6744789754472538	1.5143955568825826	1.2484176136435992	4.113479432558471	2.6090346102579494
4.828361028955717	2.177637083553907	2.8937868061106693	2.9632796397231536	2.9153868935051515
2.7774742078224834	2.7401898649610703	2.918720733912727	4.629689291952428	3.7684242751510135
3.627339954351071	1.8723648891249485	4.122929196927123	2.0091022945411754	3.403280527342577
2.667266317880378	4.137736422025672	2.3902699212515937	4.601851233832216	3.735007153122645
3.5630184020464033	2.5116682415036915	3.2827530839119143	2.6694985946483847	3.029194025638809
2.0925318396077177	1.617076663520025	3.0872178294670403	1.390845106930175	2.3477422918372857
4.45996168668157	4.734410409529372	1.3048296827709125	2.4312904195026843	1.8848722764469763
2.2858974294143155	1.0069010857022151	4.943588098196625	2.265046280251249	4.124519864228919
1.817068861697012	4.533478066523378	1.1573845880545583	1.3685326670661788	1.3081173038044398
2.5616470962467983	2.4322899689145667	4.8872378889338215	3.5743004632990654	4.247773576805823
2.5391897299582538	1.3594095545995866	1.8488880275546216	1.1291099919635976	1.5979073374772796
1.9755680530404953	3.217650905574005	2.170866969326517	3.4898412228499485	2.9880862576137037
1.0443132414412042	4.227300002431397	4.602348357884066	2.8463980957078427	3.1942540603376903
3.8329331597580873	3.1136407217742765	4.551962311523396	4.7851865236574715	4.656499658507489
1.0645637711250842	1.8439453869937077	3.081835129367923	1.3929173397056815	2.0110899475739643
4.615185920761798	3.547629660102706	3.2283743026684397	4.6473765902207935	3.8450848669589512
3.593239982301513	2.5926963195362918	4.474771467169153	3.9459658882210533	4.253134481046022
3.031757796048681	3.38553889254118	4.857656656339336	2.9395989275462373	3.845757198657388
1.8923071539351024	4.8830624970213865	1.6918682848695394	2.37081532656127	2.1811907879274317
2.1471541685325377	2.4139044852688456	2.3500485844523475	3.7112839272002898	3.070471703025297
4.724221709714891	1.2966198091165968	1.2169026952811657	4.542559428949198	1.9331003207640651
4.210984589421258	1.2827739692048703	3.351586777342782	1.631841611320985	2.9500321205268563
1.7230064556340126	1.2741180608167366	4.681002684779859	4.872282882502313	4.7623184770524425
1.7618225671845902	3.6291574898261074	2.1857107809100755	3.9335434513390206	3.3623354316729754
4.835727352081758	1.7061893967675268	2.080737934726677	4.038417794300262	2.5913180516713514
1.950340150737444	2.4646798678962867	2.736149873840021	1.928106570866884	2.285060625587276
1.5877746786658506	1.7386143093414057	4.168830334820694	3.547040370056438	3.8438373968204833
2.0834116570713315	2.2634163466952826	4.605414993926991	3.6063284753694367	4.085185356152838
3.1734821863802343	3.886079022152762	1.486790183166836	4.7010359434541265	3.25613712303019
2.19364140285608	3.3083274257727258	4.243442759420049	4.171115896588658	4.199952701337544
4.461810740632627	4.209117667026908	1.6233139999613997	2.2639373244424723	1.9342909595452036
3.1447016881174714	4.053622006721731	4.235545234963647	2.9176378185649505	3.4933865418549077
4.458278421999875	2.201359107646776	4.220886063332396	1.2709306779848222	3.2457712577926583
1.034225989403394	4.080543090666215	1.74778343855876	1.2044478701908772	1.314312412846962
4.11165141160784	4.001145481211964	4.36151017530764	4.65270004528765	4.505121934339396
1.056335678806699	4.893831423758451	4.239856359856572	1.2112158230092305	1.7488916566800028
3.4179147125000777	2.1408795645831047	4.400744800332388	2.632942497011497	3.7199043812139223
2.5805441355539998	3.41266993053667	2.2101101400339105	3.161947354437553	2.7521075064787137
4.222638167636156	2.2041653129622865	4.6744690745871464	1.5421922299098232	3.600209375737629
3.287082872382052	2.8409772343766435	4.474450319328496	3.4415120938678223	3.995578713644564
4.999230685269801	4.010759526866637	2.5598590351147843	3.642260894530582	3.0416857038832377
3.5604116085022937	1.1245199458067099	3.8488460543893064	1.6087303785224618	3.3111530850844235
1.7191208734245458	2.2314856556829437	1.8323475118753685	3.6457111604772985	2.856619339651208
3.6482661100468943	4.853476578435672	4.9803281648425575	2.646594017052126	3.6480455444874536
2.5888350279573347	3.94423138927232	3.515130243908156	3.5795720030411635	3.5540358960046974
1.9299419689796389	2.3801519040180747	4.096085791169038	4.652198501914217	4.4031864637602345
2.554082940386524	1.1170810542623937	2.8794603792410562	2.0394332336877303	2.6238525091672833
2.043709030132784	4.771143619915254	2.3990954596226213	4.795306241032153	4.076705581040821
2.932730990090172	2.490323956317092	4.112419702915008	4.91403985199852	4.480532119414066
2.1259614924302914	3.5440273093487358	1.4852731088734648	2.2366945309079767	1.954949175902804
2.3932822870252144	4.331156647819301	1.3950979343421737	3.919883980073365	3.021292174820157
4.134944265717193	4.0187609648861	1.3068916065892164	3.6332039320027207	2.4534737923685133
1.504244915498539	3.4970073667484063	4.071794015428225	1.8404703009477068	2.511593684235753
3.0407532906297567	4.637427795093269	2.459708806036226	4.008880464565044	3.395369430398248
1.5672310186368144	4.599848614183131	3.1668407199679893	4.5249597435889095	4.179822922346635
1.5620197768366055	4.013392881329605	2.2027224040270856	2.0865822039317248	2.119120295828654
1.978451119022126	2.7986598432078553	1.261590965991637	4.9603058125364194	3.428474840857603
2.074948695354629	1.4768307267073144	3.6605862823381528	4.630953924800108	4.064065378390351
2.9955200910919686	4.1059875417419285	2.5357832907711426	3.9004872717568118	3.3248351138213814
4.967938767856941	2.7623040527759217	4.9930524661580185	1.0036228238280365	3.5674804724996982
2.445834319184233	3.0404566819824024	4.812376519834706	4.324138332587978	4.5417989915013335
4.671306046339639	1.701630917376912	3.967381148825951	1.001978675265538	3.1755922828438767
3.9282621735707184	3.3802628169254354	3.3101994944491824	3.3869868650151917	3.3457143888870178
2.8822709783855434	1.9992098469190258	2.1492027245812277	3.1537277085621738	2.5606058031389693
2.92372864761346	1.7465465028362221	2.456665639590113	1.1632166811307345	1.972953506531557
