omega	c	d	target
4.017734524162618	1.021309979142732	2.4921662351792597	3.726461318258868
4.406710535172121	1.5621847578991563	2.634334887835286	2.5563807291448137
5.206931719747223	1.1504051776084634	3.018505587125752	4.404885393250324
5.112490936199755	1.251808852383502	3.658610098654055	3.9927925569587783
5.039515179850247	1.1760126201127448	3.3451738922167586	4.181080239434562
4.811014047988243	1.8893581623137248	3.972815464004457	2.4204759438091137
5.851003790577043	1.651629039833296	2.49920332930901	3.3120425056349765
5.822520541759314	1.7919673649055543	2.638371068079186	3.023189766851968
4.9137260964241065	1.5062124451140295	3.279241513112264	3.11846612565518
5.039550886998631	1.4180837276461469	3.4133606223319846	3.432523459263556
4.258324465193349	1.5914818303819018	2.7205845385977563	2.413692866434177
4.498106659807412	1.5684390766055252	2.362473915631515	2.540952262827809
5.0745669622590635	1.3646602694564123	3.733247042513688	3.62208700832474
4.204005106985163	1.820107835955041	2.8000931351960863	2.0189548521175733
5.397238031994957	1.8555502050411925	2.4618889625429845	2.6138336870137904
4.674406609441993	1.223731365161698	3.165826919067744	3.688645822111316
5.142755730542813	1.4170434977938706	3.582999576208522	3.521706298104232
5.1865006911190585	1.2047474666111884	3.1779429902017284	4.190014315634476
4.770984005081632	1.2598317880261107	2.2017823266057586	3.5079197182045494
5.672196122488258	1.8996836794880825	2.5671275941310685	2.723554602518416
4.960387815357167	1.2645950243134103	3.964720817173657	3.84164224455896
4.383833736192661	1.465149053555666	2.7396638882751265	2.7636147453684847
4.745113628443973	1.8996073364723116	3.2265346406487385	2.3003664111584032
5.634657591494823	1.8408474751960289	3.924897450340712	2.9543952098338018
4.863935564098734	1.7921051949491589	2.002160284179941	2.2145445221696067
5.703813620680015	1.9813976992885765	3.6362183105412615	2.7459717359622617
5.98353785424104	1.808894005597624	2.487378042594276	3.0572247793824974
4.536264060201825	1.912687156228977	3.0573152543846414	2.1375056329691637
5.314916152925603	1.5602044904673646	3.8353172982663417	3.3066038248692644
4.909081498709631	1.0890881255190212	3.9249041031443888	4.435878084869739
4.490736214425149	1.4819617123614426	2.172844741298972	2.6630887289320295
5.567481426307563	1.8191763295089516	2.665546915349311	2.8243969854104702
4.390244427427543	1.1572156100650015	3.6753507180067	3.6962520983210094
4.718782102286405	1.9788049725491692	2.2877596713739323	1.9495865990432597
4.353952372806654	1.1623444954613735	2.9970829990344123	3.5961830155228403
5.037365820877393	1.6783897079007408	2.2937928749887293	2.6705867875302216
4.813597162332014	1.0696794532969531	2.7083947138286195	4.3479716836486695
4.532306480639758	1.0988402876355696	3.8613440460951978	4.0435878647346994
4.725740245902722	1.684661503947514	3.5290184665055437	2.6601541419896453
4.39690923920467	1.678827382342546	2.053355079090906	2.125678655488314
5.241905728166619	1.6966402851307327	2.8889404937116607	2.8918758100629125
5.888743857951562	1.9795073888696717	2.1402252088483964	2.5874855197123137
4.9895568607832805	1.856653324970137	3.9642379337327647	2.5678883160994705
5.92226738476246	1.9153858187380828	3.533742960107465	2.9613770934339256
5.418570218009778	1.1540435016375612	3.2918423536528456	4.597277629440415
4.23273631552131	1.2233408485497503	3.1124393669020622	3.3094786064029105
5.395322079338134	1.6192941901641849	3.1222822306410785	3.176339483083213
4.194520372608979	1.7677281763856094	2.7366896176023183	2.0766631753043034
4.11518339906732	1.5567482846754042	3.1059393077557877	2.442279318066261
5.159377412249131	1.1609414876064459	3.5318982931014715	4.354206706753536
4.3064976344702295	1.8845001494686435	2.3025281993536275	1.833198328314843
5.518209387274664	1.9210311793025472	3.100134854639145	2.6878380049718253
5.9767023055869934	1.1998660252861515	3.4962738451603164	4.8994253949290965
4.265599367968934	1.244923519037895	2.090923957547484	3.079399957383752
5.3940400447110655	1.0434890346904793	2.6208730826320448	5.028334979353871
4.176359667626696	1.469840082891794	2.0277092345273777	2.3817971579091264
5.3749016313368285	1.0240315190961131	3.7574203874511065	5.181744241218526
5.686499202105526	1.2404530970279688	2.7594690761727456	4.440592709060736
4.020396267669524	1.0897835221837546	3.193853860044712	3.5556196198657983
5.009960608595431	1.9937222376793908	2.696269211760124	2.2264098145757694
4.896393735058325	1.017080629776104	3.3848375590713893	4.723848463867482
5.082716047832598	1.8663250041169872	3.2583888915284245	2.5470010990945604
5.368136206908186	1.1187451740137146	3.7763720554034	4.725689148034525
4.2865521292742095	1.9852668141301868	3.6115012314659016	1.9761997758481205
5.061977629830904	1.6486581244132523	2.2627201590927446	2.7385087896611675
4.6602205715320295	1.8213517148904173	3.663791466562565	2.4107027551623683
5.653480296973715	1.2415100096791774	2.1399242962414284	4.310571437091952
5.8916760003684905	1.1567424858320756	3.1660075408074126	4.995739823694545
5.888596762661071	1.600937524602983	3.9455391270914935	3.591001085737118
4.227899061296651	1.8511978478315612	3.3380802150912703	2.080944914039814
5.980709471772175	1.540530812630467	2.8223565569799085	3.7192431588712282
5.9600901085128255	1.3483111715985725	3.872124499831155	4.345316056895355
4.014158411201456	1.4796764900421662	3.0668768222971274	2.5120317270624812
4.3141361570739285	1.2553693440691829	2.372332420146587	3.1711487389453104
4.085292858882378	1.3461655372782473	2.8687186962262796	2.830281837006802
4.406475513241447	1.5282331196290713	3.4033884601268145	2.7316300120326544
5.152708976708347	1.3390820312944391	3.7345788998222753	3.754864197829277
4.184247990673128	1.8523234501293784	2.8720186204857594	1.9764055573501789
4.888784473997709	1.7333369210585456	2.690577225016357	2.567404379886697
4.15523935469696	1.1280485497793666	3.836805548266257	3.5914071740360227
4.515648739874142	1.5918576077035604	2.0821935522417547	2.402189305190581
4.788079434463689	1.2953782064172368	3.749695134081509	3.6000731615657067
5.053444318959236	1.875083002688243	3.3683408514740254	2.528517983159561
4.74749784811093	1.5314734455847543	2.8366794448300494	2.8953729179096968
5.534761935192425	1.8260977853586424	2.055495453684112	2.6173512848849247
5.038566572262923	1.8646996251918115	2.89541535037552	2.4746632581400125
4.100548623548134	1.359030185714401	2.9360398172970705	2.8211595768202633
5.7007040962030056	1.7041958071980436	2.1941410117005717	3.023178715094404
5.685756609785268	1.471803499083909	2.7430836413777997	3.689451336639241
5.081108769681677	1.1063268298731592	2.064423846051158	4.333331875751838
5.109545524410398	1.6314379131305832	3.0519264840235336	2.957929562033
5.173447107983108	1.2006276616270366	3.4815321768327827	4.213409096468138
4.069935161548163	1.0006280235732412	3.1611230989612333	3.9440974440264065
5.527706479212372	1.5792410564127772	2.4210880378394672	3.2508236363700824
5.8609164894710695	1.8358132350759544	3.8273940438427383	3.0852232281177203
5.484454502221562	1.4824314925942417	3.4812890289467484	3.5878863656047613
4.5098628771484135	1.797738527677618	3.405845970295103	2.3328923380590334
5.1536129768455465	1.9230415628535096	3.020275617741748	2.469831109615003
5.216953015949262	1.598250790651857	2.5568297428451356	3.0240781928233704
4.44812434387901	1.1084291993954465	3.0090061789437517	3.8748014514637097
5.929707663352027	1.3937704945005978	2.216013860878978	4.011286379798147
4.418939234041156	1.6611059976133142	2.6206871556394904	2.374832767512399
5.484196402601778	1.8325858983146135	2.924941467387627	2.79321093306168
5.767022898538369	1.4090684885054872	2.6155756677940527	3.912579030013722
5.663644112369519	1.041788810088334	3.3426281869360173	5.354603220071061
5.13112378024088	1.6820563506172337	2.3104132637857893	2.7306885554588427
4.282937507397014	1.7913475835475374	2.1265217488920154	1.8798632086856435
5.455902309707332	1.7912640707015648	2.1872203155938887	2.68590077370994
4.660245851613968	1.2413602890187945	3.6960144457869375	3.656652793423832
5.1477251618300235	1.3583055535295467	2.680116798259273	3.603979908790001
4.111485827770683	1.1153611381908728	2.774414922871129	3.508011120306137
5.599722909287739	1.1820928922091172	2.6496002521189017	4.586339724367887
4.01847294829224	1.959986445130817	3.573705509319871	1.8522300704348817
5.972948090678383	1.186156510036836	3.0875550444498394	4.931676618441188
4.996861769526405	1.6258950264316865	2.4970785023418847	2.8039853068020983
4.684937201383068	1.0179017552280554	3.298652456485101	4.502928728923898
5.511206668717918	1.0952995995425925	2.78123427950427	4.903260981256508
4.80057034720259	1.321573563274252	3.378048384731213	3.5113959110744735
5.443422770495196	1.73521565824407	2.0316416106266617	2.729434249095
5.08291830168364	1.3646921607181302	2.2028648088720395	3.4407403323859613
5.736147327772822	1.07110068517747	3.410862663801457	5.275577100470364
4.124660016485088	1.8487353126087929	2.4221897531371903	1.8153390962724076
4.306238688412252	1.7515159978103174	3.2166892228351287	2.2562696117154104
4.695640277472274	1.932581429506356	2.3532938455152927	2.0301225825269773
5.889019403973441	1.7861072957622062	3.2892839075946165	3.155759826078768
5.9215940361536274	1.4126035986933156	2.3185001979866984	3.966934714164712
4.967282545299646	1.2477992969259062	3.902899258696349	3.898604645570351
4.225433870130106	1.704220007810119	3.895681478679208	2.344582889291482
5.341580650510815	1.192777138467966	2.337792365214493	4.2718901841529755
5.81423852583518	1.7284438547440997	2.673893732463917	3.1520018135824155
5.460472604014742	1.157535094645541	2.3850587021214062	4.529699117786574
4.282128022388475	1.770891448882666	2.98300183425372	2.1766660369300848
4.9148552325932995	1.3317196571876715	2.388737583257688	3.4483211915905665
5.461150473091293	1.8168238558135887	3.289349548330556	2.8501093087280935
4.759016747579051	1.838098385771278	3.4020733849546723	2.418821301147152
4.7937478194037775	1.247270475407766	2.451555105831159	3.623463662113016
4.784303530226622	1.0032580483935174	3.6035291419224467	4.688398746020559
4.524699066352951	1.4962004328591851	3.3904963810166664	2.878675882586779
4.4070345821460615	1.50381956828934	2.505885620442025	2.6488598892361543
5.655761608074442	1.1985684982714084	3.6203550771311424	4.6382892661243895
4.1873953950223735	1.607912692435859	2.9577558713378727	2.3777952492588352
5.1198706676167385	1.5581520038906118	3.33324678884074	3.1477882714214847
4.733936926395153	1.915005275514554	3.5630646693445787	2.309433553632146
4.124166152446429	1.9662831953260256	2.122992953891904	1.4864301619693268
4.540353255723924	1.7360952165351071	2.1487964640662893	2.1684345984999043
4.305504685225413	1.0010875952416771	2.506908219242064	4.114203257210365
5.8784031042099265	1.8328994968430812	3.0945439027578674	3.042242692151929
5.641980132887943	1.6568810400257337	3.2991344748714977	3.269324624795612
4.485862393274257	1.1007150407760269	2.2565673206759183	3.830238420470116
5.6824798960265275	1.889551832512939	3.6170533264046334	2.879161568805053
5.447299352091407	1.3410972966647303	3.3984486085195327	3.9552308933814437
4.83463131624403	1.9324678209752175	2.859204251091644	2.2475934300585827
4.690904409431256	1.7192295461082412	2.9234006456415806	2.5079526251484494
5.610971385586794	1.5844808650065607	3.149689912592027	3.3978327032570483
4.640360323097623	1.3911083767090677	3.3092302712933845	3.1977860831897997
4.865392584884893	1.7324666625920109	2.3239869347664066	2.461605012433892
5.1126826532723335	1.0782639581151825	3.609804234501344	4.661033934859669
5.793805853234651	1.8318599498146757	2.268342901651938	2.8434401920819736
5.922190577911002	1.2013733630942962	2.1095591561543063	4.699188235598012
4.3272226141970735	1.5115467249761223	2.34126519917522	2.528828805092855
4.11668576767883	1.08110889034999	2.0717913896540687	3.4928862112247208
5.761579571224309	1.4522499428846247	2.0458205440907298	3.658104635154344
4.804184794612941	1.0066740344673701	2.0015254505453672	4.506831591705122
4.156475936691185	1.3126658689942252	3.5090911079359044	3.03723902708098
5.7006451706449655	1.2892297334805116	2.9046679376433184	4.287428391412121
5.017803760383726	1.1100380995238546	2.98614669292687	4.396259028012069
4.876739701133247	1.548909744560392	3.4825300808913724	3.016497302281384
4.887443210472815	1.6073592998852326	2.2373763002028437	2.6970425198797483
4.1635322148187415	1.3622164198189284	3.467324675763954	2.9190553886179105
5.686628255896329	1.6448043520869442	2.280731730618248	3.1710803226440034
4.066542083725417	1.1676332171966466	3.980322122765549	3.392106890435812
4.836709921562437	1.859066689523356	2.644991794990084	2.3147403092133687
5.6041951020869805	1.8137779051676264	3.098609495318864	2.918711022525269
4.662123753808037	1.0215300338850353	2.3345048618982207	4.360950078615269
4.987811790018676	1.4626207758282863	2.083394099798316	3.058685642044435
5.315585572358004	1.3112037797640874	3.7163513612444055	3.964857763943021
5.5313084414522775	1.0562628578364537	2.221392177042338	5.042093556679572
5.970336003677354	1.4579456330931202	2.0589922524956705	3.8001656338499314
4.044610665709032	1.4199206513746856	2.0011720705932383	2.37682707262593
4.701969416348964	1.0300943936103706	3.9164160855747423	4.493563976502287
5.9220042823669505	1.7453345349297202	2.77896730232956	3.1991827802469786
5.207391352080606	1.192700454733845	2.114542393619697	4.105493321193862
5.5558014109500595	1.4953442791069824	3.167189979787083	3.5805435768748186
4.4425795650459055	1.9071997190675731	2.212001261998502	1.8463129040735229
5.812501828626897	1.180576423189788	3.352862168042288	4.833461810496868
5.3530578011811265	1.9110820669922544	2.308610592583908	2.4482903102044777
4.9183801771934315	1.3495730421749548	3.497286733630985	3.5319538693687624
4.194037777122886	1.8309591987622589	3.3268758016984274	2.0869209424450954
5.236641840305444	1.1144000390146291	2.9251767445443946	4.574691361018922
5.834641595471046	1.4826194297295006	3.697424385995349	3.842540874423189
4.841638839217565	1.3177426853411316	2.6875584486743858	3.4832834186988233
4.994425769243334	1.3656533920596825	3.8213776314351064	3.563568867056095
5.115009000468909	1.6355808723629834	2.8227343321495013	2.9225915368587825
5.465715862047793	1.2857189683897423	3.8799105503469775	4.173271886281287
4.062486980229748	1.4414244486539187	2.727277826243607	2.572231991087901
5.832398849123382	1.893126270232332	3.703099239590492	2.961719095403049
5.801038206176566	1.5735160599592142	3.3406429907072215	3.564712028880765
4.557998787560576	1.313900309547479	2.093821633462081	3.12780169824682
5.822232562708187	1.5873843220828403	2.262876636714216	3.394914156071965
5.282192232091717	1.1964398120259774	3.3890419255566995	4.316510409562674
5.686487489090832	1.03468000134921	2.2634511933770947	5.317739956183892
4.121482960144924	1.7097543210789483	2.8939230732591916	2.152291668268598
4.80382922473742	1.1828962902778737	3.781523088831135	3.9751899204691945
5.318602417347238	1.8470075246877744	2.400257407072325	2.5649297328860663
4.849311001379101	1.8754998440763944	3.4428685944815385	2.4192427796341653
4.833214688799708	1.2705567545326253	3.326365333308156	3.6849052682215095
5.182338067514825	1.0753359225202486	3.4810740236486213	4.734018581521967
4.676157075188011	1.1814452184210094	2.1752986458261785	3.685104422742837
4.552044382282405	1.80890505492554	2.1158166180497435	2.0317284120669687
4.928442006833338	1.3003718843195902	2.8446270907472058	3.6255483659091294
5.8424257958933445	1.276393328304581	3.6780067612859857	4.4968905907394845
4.670627731970767	1.8990616470142043	2.420030238309452	2.0889274577930093
4.883434675859401	1.7604727329532677	3.703050671965413	2.6410150190384947
5.328075336608872	1.7902913878800977	2.5573076689842305	2.710715830752899
5.151732809515481	1.8382425547927328	2.716565232823286	2.552800216910605
5.391663814424376	1.697742083286621	2.031849724672767	2.7739785653724502
5.263728391404509	1.5033676508179885	3.766870965043701	3.4005111929533967
4.995009322752503	1.4465304854175227	3.1247421762626564	3.3034922434517164
4.094674458147289	1.6855842520808386	3.173775431189968	2.218410145620076
5.835023315951755	1.5161412436487074	2.420021223774245	3.6230503943529806
5.037793074500792	1.88575734973625	3.4449820459728318	2.5110294228276144
5.724009627882709	1.1610489339025518	2.152818259798191	4.709107119021796
4.649508011562109	1.986268996389596	3.1924714107129053	2.123930704764317
4.778806381341141	1.7391412885617017	3.731120757820116	2.6156121069001554
4.917875890705855	1.8390695157027528	3.4579029822760656	2.51504490538783
5.008793628792913	1.4910405958653519	2.8906509649527594	3.1785957973907917
5.9416766702273005	1.7009337300460223	3.4959174010499066	3.3756152827394628
4.913952476534003	1.1032593550146534	3.7176210894499775	4.37313204559347
5.652231153336825	1.4286844711024766	3.7895727056799196	3.8684166060679983
5.727143472306802	1.6379879560203714	3.7923819449853964	3.3968993709981605
4.9339897626041465	1.3751426857137374	2.1605637265728124	3.28014224954204
5.147904057439655	1.7968070083477898	2.8974742194831116	2.6519404280457275
4.2457560116951845	1.844703921312829	3.3325175311051027	2.09967305761988
4.219825352916425	1.1412581111785405	2.7769992966460557	3.520204605105144
4.479794632641958	1.8731429054687965	2.6149254658435312	2.0679297676157926
4.653756733557604	1.9817934325419	3.8201114904166187	2.1995430407127428
4.632128149636675	1.2959726449677484	3.785195435411017	3.4765505949220685
4.699317543747219	1.0975603656628574	2.074052555819634	4.004718422065563
5.034750292875544	1.4633731157768604	3.5113357500594184	3.322141300726524
5.871116116914518	1.8932876342778069	2.1478375196266404	2.7343882171546636
5.842630842332389	1.9200928724538682	3.5339937454549886	2.910141074257332
5.028348567954357	1.4393868355922483	2.098099777254091	3.1562249753733056
5.705375597805864	1.431475278463958	2.8196501633945785	3.8267614099362057
4.887681558816066	1.8484808018499423	2.9560672553248635	2.42118333364032
5.874717342956141	1.3225375745860493	2.2000737519192235	4.206229044061335
5.03144387171094	1.0938152423410579	2.0759623378868426	4.343843100235437
5.696332714005858	1.0064346757355986	2.7530842194846783	5.543687045846936
5.236818462447184	1.043034018254223	2.930641363425129	4.904981024563893
5.772285150733466	1.3809037568113467	2.8375873878561304	4.0307942540128465
5.211480846137418	1.844141280803856	2.9075962905081947	2.6112550384635638
4.3950741313625805	1.541562146750583	2.8528025958688663	2.629789042602141
5.989407732343383	1.4592318873305503	2.1940872280870862	3.846646156437274
4.924889269667422	1.8742674964239927	2.8122840908007256	2.378351667872881
5.493538210128846	1.488563376420564	2.9248575458120754	3.530732596563654
4.708486039497835	1.5372613382974918	2.8085629919842603	2.8513463435383737
5.593588126830381	1.4630446802384212	3.0712108285596447	3.6838696311100474
4.7159028760970285	1.5637151316571334	2.3485368957159563	2.702934639302715
4.945286608565298	1.6419610750622256	3.5549825740310643	2.8792516454640342
5.4360249673601935	1.0897877154779287	2.6195884795506723	4.841838125765979
5.265095065812494	1.5486286972143564	2.7828066460356773	3.206938300433287
4.681221596894614	1.7012688411785015	3.7171689871468825	2.618595959345736
5.385084917356682	1.609815041971204	3.92016589653216	3.2477451473203303
5.744002185664074	1.2497148336069452	3.3520371364079957	4.4996819387635565
5.266381046922727	1.0603627460536016	3.4018154259793323	4.8799691969763135
4.8429340679951745	1.616572771000488	2.615543399506108	2.7444740842326847
5.409163271864967	1.7813769230645864	2.5522253409613045	2.7758247018172177
5.047436675815547	1.1382294776112576	2.3835579458118157	4.2340606341340985
4.151842035551661	1.3987085245708788	3.8282374238182406	2.8526471437727388
4.44246301994367	1.4683260176601618	3.402713206220208	2.8812176269244336
4.581315063028848	1.795543850742162	3.9716420290855377	2.425782127674466
5.702115562191602	1.85478373487957	2.981664465857208	2.8880817800013565
5.94800131385743	1.7675606326054014	3.65523927313327	3.2534801906213304
5.098193815986512	1.5574656921277812	2.9656887781718138	3.0972476645749465
5.6652181159021024	1.7414086050717468	3.572831789257524	3.132154795534688
5.599042132855369	1.0209157964965985	2.4167314887345275	5.3280463670797475
4.1198208817209085	1.3294480901226178	2.59156121677428	2.851951919144524
4.850173623283847	1.864532904725508	2.077100361102773	2.116373550721592
5.259115577363331	1.9160730882132857	2.844244099854424	2.512679966476092
5.5289633806875464	1.6631785187065715	2.3119589505334828	3.033932786550676
4.381498192004791	1.924319667625002	2.460639457101649	1.885271277518458
5.143001292786423	1.9768169306970085	2.7374935560644458	2.3348661752860145
4.341977982258242	1.9148508123703245	2.3103064493685355	1.814547568532718
5.816648269713415	1.3028754298539305	3.3371462539666537	4.364087147180453
4.399561365331198	1.5177428373591773	3.1742842534326714	2.7245659759158847
4.011531958519696	1.8365420834000317	2.1739208135209718	1.6378977704793023
4.0999752185811715	1.3279490517142034	2.5213179029859467	2.8248533207687316
4.070663782164627	1.2777199086755584	2.1164978325745745	2.818969169295411
5.700445856590991	1.3712979101943616	2.9151389992361816	4.014848790741483
4.377907761501938	1.9931270908593568	2.1143218774594823	1.6176626465314778
4.784696998329991	1.6695503055597458	3.0265022003620268	2.671263903184593
4.235495273979913	1.3121733551773498	3.5170168251814053	3.101788848642272
5.886468205008931	1.3582214548599847	3.751134583900192	4.252262480486742
5.312902876390692	1.8098853396198624	2.3336664622891847	2.608609375719809
5.995143813291589	1.7698617319059493	3.0381944193465253	3.225666822965534
5.446467200804639	1.7950172422188653	2.335690188745397	2.7198031624749786
5.61453324308345	1.0948835183045895	3.140662666159004	5.029464775717916
5.128947948433137	1.969243963783169	2.116218385630213	2.1400290711815364
4.647113885282528	1.0177764248859376	2.9888905924406086	4.443319490590444
5.894467018387835	1.8601926614827609	2.8778321505757485	2.9747619125427924
5.869571446330378	1.6476178696869006	2.1924747479239888	3.2615822764089404
4.521014904926852	1.2714974510311108	2.2154724802707784	3.260665475946955
4.820873972805589	1.8563563630442916	3.3868965505890074	2.4256513190451265
5.417407285721362	1.928139334640519	2.350035727404721	2.4712458311778094
5.461583674682026	1.0538236664794605	3.747101063839422	5.114370260727083
5.162919906809341	1.0968542860001975	3.320663065111789	4.610967690824285
4.167153915321576	1.3691006871479416	2.647555903093312	2.80288888569236
5.601425421770599	1.729787276022864	3.5017090060945297	3.111454532045976
5.380648132140906	1.0608174284391212	3.6753079266227613	4.999627067651291
4.249410130442591	1.432945002797735	2.5971082574938684	2.707579186430563
5.7554251128438745	1.2919493167818594	2.971695195063456	4.327582532675721
5.0914358230804035	1.500752305352059	2.8448897154201815	3.2078336461703727
4.869919422958136	1.6275754920771868	3.3781447379718306	2.8439399233014955
4.460949586854081	1.1453320081709788	2.275085465503225	3.641898144587695
4.184422623464857	1.2422414564823514	3.4576872771383966	3.2435942413427203
4.210066231245743	1.7083600188292347	3.727114481229521	2.3157583336475858
5.12081721007299	1.4820261265969823	2.89216138600446	3.2800980604872527
4.4544324864038245	1.6563994626151162	2.4435554995228483	2.3619913474258465
5.394381445071414	1.951275493985608	2.047857885604561	2.299840046668348
4.382241192320978	1.8244601702808607	2.7409638813335166	2.110833497075779
5.7541758205685145	1.978196085212379	3.0107767776207712	2.7152031938221897
4.245938062924536	1.6142099742111726	2.2782883811015897	2.239934173828805
4.660378749278856	1.0636949868720282	3.981314224336388	4.309667466719628
4.719617301180954	1.5783176315016791	3.860021164660165	2.8773939297354336
4.0868580971373305	1.1120148232411236	3.647379992894897	3.5728257671955985
4.958422482777119	1.7493750794264835	2.873577554087303	2.6150652929028197
5.341626095479865	1.0371411881707298	3.2833532921513258	5.060677113999738
4.551919473608153	1.6046432813104368	2.9429740105788667	2.6281994774838453
4.453791597404557	1.6648556669166878	3.0161874959703336	2.464084879282098
4.61850958130688	1.7945150743080132	2.4639280094962137	2.235648039841571
4.171009270156961	1.2855385705086126	3.900563148287052	3.143004789453169
5.720306030117771	1.4065712682006597	2.623961016506973	3.8866132674159712
5.812290216458285	1.6495643955439412	3.7280403446109904	3.4212768139785634
4.11978540013858	1.8728330678465241	2.0736085494700145	1.5948709809035484
5.241858481441751	1.2994150178363766	2.5092888854313067	3.8348145422531816
5.797622419914693	1.3928194828719869	3.197526867057344	4.044892315514153
4.3238094584373234	1.2408111139452187	3.5961173952503245	3.3733799522720664
4.216215405311181	1.1889417537179618	2.7963253858924144	3.3635229886052738
4.2881344867256015	1.736409234587294	3.5875329358813506	2.3090667103130733
5.857085650350362	1.8699583035869536	3.6457698199834514	3.0113355822391052
4.341645429281806	1.0990824605713247	2.9925984766234084	3.808199674909309
4.673388326267285	1.5902487700880754	2.329701320901416	2.611125390893896
5.698628536312696	1.6865828718145393	3.385942018066556	3.2489109792633344
5.902927181156531	1.3609636327387769	3.6258566601486297	4.249891230007277
4.858413883315904	1.8209034384547158	3.108116802232336	2.469267234681339
5.541472814998173	1.0871300298501128	2.236305767589959	4.8999374843822165
5.532461996946168	1.7626852188930635	2.132201785602096	2.7713251263318854
4.720612655606356	1.4651943402116625	3.1280675635940756	3.0612982214087383
5.1052471147020215	1.9105581323851448	2.230794095605417	2.2708981510194985
4.062972458099626	1.7348796581006396	3.0905811018172904	2.1098265839142947
4.888091622958516	1.448221485547979	3.8273083980363602	3.2739054833143384
4.881858780666524	1.1215624865002205	2.72152351989848	4.196871884987544
4.7625266177280725	1.008918867637833	3.373077334776034	4.627630496999181
5.363524478518068	1.1611354475514677	2.2432181848106167	4.401785090410524
4.60592224379829	1.1106548376739278	2.338598990837291	3.923423545904962
4.5881350291237	1.9090602587710293	3.725361970223148	2.2505390891816304
5.901475269245845	1.6217633674739218	2.4004090584375373	3.3954213501073194
5.52162511701176	1.1670485105391366	3.4557330750092023	4.643111993334967
4.535367268449745	1.7396855469580106	3.605825917602234	2.457109161192512
4.204781341280327	1.030545922417858	3.9406679787006533	4.00150648109904
4.142946447283375	1.3294141444159522	2.5737794481994234	2.867379031333813
4.1788676754182985	1.19980376202955	3.2775038380575015	3.3484655760037505
4.969433725193839	1.9138728322867469	2.573162843018479	2.2915865556022013
4.492132607298208	1.4428096858442965	2.466054563553664	2.8409036538565955
4.1538192421016165	1.1157512223563952	3.3331232742509003	3.6016016927375984
4.580924968784814	1.4377573249271385	2.589608625785349	2.946162697285497
5.627220853924733	1.1578749343888166	2.7091383249557093	4.719579645582627
4.79617976322464	1.600722810269044	3.391579306816203	2.8494823799195843
4.17371504988209	1.9645271335477104	3.747699327736108	1.9521697222473209
4.6618195120090204	1.8184051085570845	2.327711986420792	2.1796638823836423
5.225611769729883	1.8715044007532367	3.8606922941351116	2.6709928180360425
4.183505028564567	1.3122239189912444	2.050634179666808	2.7958800586707717
4.612397883413343	1.7557814167766208	2.3807447110135955	2.2714989869621385
4.281608340671284	1.3722101665573443	2.667850910355061	2.8894879214572917
4.715520400239448	1.412507252652738	2.5890198414794305	3.110069618484891
4.458362736612794	1.524882593241668	2.5420404418271456	2.6497034405449758
4.866293171972202	1.308664392785439	3.5497381048630987	3.6116644489068266
4.1570648672928465	1.2115022061130465	2.9357496922413207	3.2601967793810185
4.436813428942625	1.5384139192147157	3.4217558527238925	2.733973301179875
4.223866045393708	1.5494090141198078	2.1600070319551867	2.30571336362688
5.878120373479898	1.2722733843759757	2.6446332720873924	4.4648451929315165
5.267297660244909	1.0293854362366752	2.45452188767345	4.954272955518542
4.1200969708431225	1.5667106183508022	3.0411681685096967	2.4183847127023377
