q	epsilon	r	v	c	target
2.6426022118316146	1.835292249682156	3.4851193038226516	1.5015364982617032	6.462286126200259	0.042828999030969366
1.9773039285514344	2.025939814224312	4.122564367565471	1.7040293576754415	3.9565928264460752	0.0330913056686351
4.0658327079628185	4.786271600321776	2.231129546759413	1.1114706391083935	4.7916249292178605	0.039448845998008776
3.525618175879835	4.154994445813466	1.8182939179012052	1.4917402429996804	3.1423954566118555	0.0706960825422355
1.2652563499297451	2.2157434786144594	3.833257776338813	1.2002646456592136	3.256990006705986	0.018772463957071668
3.924639919061664	3.5073272343710347	4.659675948869663	1.7777996100829176	7.729782908971098	0.02481781501156391
4.333507335512714	1.3397891436906335	1.6064737411093517	1.202472694201298	8.388815522689995	0.18703044143725844
2.7718908129728246	4.816838080788248	1.2380434623886556	1.4873046245767758	8.410256483778914	0.04493515510331048
4.859274705832501	3.1244927063661505	2.7308100045027066	1.739900947997366	3.9883923034127764	0.0803891125306253
4.588636095415959	2.996015705699388	3.328336126826616	1.614056456706745	8.849637003986803	0.044787267117732066
4.176868854844564	2.6810635878629085	3.3523295644574937	1.1612965110624107	9.953795547659952	0.04186619968569364
1.3280257761898668	2.79839694540568	1.0855027618280202	1.9545941974548808	4.8748668749953445	0.05807587272237143
4.1822263865838245	1.4905950569774735	4.216755715159577	1.9608744648329308	4.4007783834912315	0.09550284933178968
2.5153711493720086	3.311103279825427	1.1335232743048929	1.030616684971779	3.4520104155735964	0.07603187942267492
4.057235048755162	1.4310578470706323	1.879737847427484	1.7426307286995957	9.754819504012357	0.1461281526806282
3.5315477966768585	4.95795614447787	1.293317550966422	1.76549883511078	7.88174360794143	0.0564787164071468
4.058721241667275	2.042403353420819	1.5702314083366418	1.8112902768022372	9.342280743059863	0.1249323766192214
2.8198168900887164	2.4867959920204714	2.7874808926016086	1.5289687969966277	4.223570446364721	0.0507392632358491
3.42453339545708	4.197837502297157	4.760128592772215	1.1289947512447402	8.758905039823281	0.015655884900205454
3.8950379873358303	3.397319125011223	4.115666790036865	1.7437523408163726	3.3175325948306025	0.046730065493154116
3.0046657482015244	2.694767883354294	2.0386891841137342	1.1451058532609932	6.731465212709249	0.052443860904139
1.5702462646373507	1.584787192598144	2.5726158514697124	1.9169262799939235	8.377063450087888	0.03974313081162481
4.109312882207397	3.227458576965877	4.039395848345787	1.1255996803031287	5.9522024327127045	0.03093273995873092
4.465531128608942	3.9474530399688454	1.390065011678827	1.4549461918830175	4.417977136586579	0.09656026515040238
4.281936660553994	1.8719856450288572	2.4197685900964934	1.6640193191974135	3.881458190460832	0.13167316712839364
2.5666778330593445	2.078438774358611	3.4144153041061918	1.0888678376418106	8.572282430260763	0.03296890935695795
3.39826993746638	1.314475200600405	2.9853153220645496	1.946652317874108	7.7511192134466755	0.092025350542372
2.3166492875914457	1.6061286662327494	4.451935603237293	1.2733041334704398	9.110896700089741	0.029970891411400056
1.0065855477076355	1.2505194256514094	2.990884303712169	1.7728347954349892	4.062070860161846	0.03800210788029497
1.7486013885074243	4.8550539355681135	1.6769767345119466	1.8963992170052093	7.047947947671058	0.02338216571265619
3.179128550523646	3.197899753619371	1.5485932917030825	1.3910566885236113	7.08995862691211	0.0635548243694724
3.876805834276556	4.807492358561498	3.5520724048105583	1.12527469843209	5.005717226858353	0.023304985172246776
3.2340522571834125	1.9247180068577872	1.4505836057073025	1.9938392902744693	8.258435799291659	0.12151558659346876
3.186673441170933	4.892470999555595	2.8095156542468653	1.8149188243755439	6.670661217996429	0.025344354041900573
2.5477005157366936	4.952812177948786	2.375930445933142	1.276105981564342	8.980592197685464	0.020082335706115943
2.791886699339289	1.337637994015628	1.948936362883527	1.630790661395876	8.135280789947233	0.1065886494560418
3.886901261092104	1.4574520449586834	3.2944573047604075	1.6984522859666016	3.7574936721469183	0.117557047175664
3.869089430525041	3.39369823067952	1.1948332864700242	1.0307271558855813	9.81104384763067	0.08484444347914022
1.5289014657153133	1.9518803781326344	3.9928133302603883	1.7112762578329614	5.400031160096316	0.022853561711910192
1.33470878374674	2.540654910872412	3.01920201973001	1.948452035775294	4.204108734542354	0.02580713171877062
2.5338645120687606	1.1397930099893832	4.232719322276768	1.112952442549885	6.291044183586643	0.050778639388121466
1.7209481083292557	4.369637815762163	1.4893259927019096	1.0181620441778032	5.1807414939746215	0.026191000422997303
4.190870287866824	2.729127652120701	1.9160252777407336	1.9155099117938292	5.9650729388415655	0.09394569134217218
4.269738271259115	2.5799994810668028	3.2341922131182863	1.554737301017282	7.865843616213278	0.05075113461707153
3.5223706408329534	2.7585035911889766	1.836063689719576	1.0458405863489648	6.284451443354382	0.06639190485705067
3.702211634305406	4.170122331716703	3.5676746687265246	1.3424479036713408	7.4982602552366755	0.024120842593651184
1.1526040914281128	2.5861986376656168	1.9157891140949563	1.9813715398587357	4.8474307746018415	0.031310295525575745
4.672300216619208	3.096430371254332	4.4947734862161814	1.4263872146043406	3.238655886353703	0.0477412702703981
3.8620711544650863	1.1031659826486244	4.714286329410221	1.4558069491748755	6.0001213786149314	0.07802706147445798
1.6393766657586326	1.2902527759167777	2.4241104441886607	1.5842008595912052	8.126006259208381	0.05181090901123755
4.159831742378666	1.4044892190783624	2.4678234842241054	1.575728254894765	3.344250698730759	0.18060162294311316
1.381886523656623	3.2768233792813497	1.7415624712509985	1.725546109516923	4.761145280408953	0.030222990491221232
2.178879098151419	3.0372555801352057	2.5556061921584603	1.9260729754386816	8.95392545341841	0.028460258214223943
3.2652333534037417	3.5473298389170664	2.639356035170109	1.065384313818854	4.731496283474008	0.035817691216703834
2.0720497857222213	3.984274730930308	1.9611452504523361	1.1605971589290505	4.391958897343162	0.028681639530082476
1.7400875224031207	2.775084359304344	3.2416520267687736	1.744498815369064	9.740474484064134	0.01875112350378713
2.9613035282128006	1.014735635965983	4.235962561500154	1.592166233333714	8.258867278521342	0.06791685094638635
2.794813832285876	3.460647009192785	1.8303242795479344	1.6716184278844402	3.9861061620117115	0.06047162705230043
3.1324616000205774	4.214236275878122	3.786805890025307	1.1196156773309631	6.419744225712223	0.018919745447776738
1.3018170652813952	3.9022284477603897	4.647894527291977	1.4888781710578232	5.128133948894369	0.008048555105179643
3.940885334781103	3.5092257273297687	2.745619270449021	1.440884185913751	7.153362498262588	0.04075848050943477
1.637863835251003	1.4163973197762867	2.7639973555739177	1.8134919884608784	5.599566014979104	0.04923914214752725
1.7553336207047372	1.711935099215454	2.4381432629240107	1.5096097675248126	5.223581760589335	0.047068793087769865
1.0141303792240597	1.737027865248398	3.124199168898936	1.2579550574510057	8.799820578310161	0.017351357732551084
2.4745080107392528	1.2448587389304635	1.1806721095780128	1.5043982108423382	7.004450742076753	0.17062272409695567
3.513550187130735	3.5825569733761538	2.9336481753463035	1.8144639747336324	8.405458215425389	0.03392701291979635
1.5132402329822885	4.731622065329964	3.4476193659850094	1.7043792098295911	9.244354777479444	0.009050557278987202
1.5356138096458745	1.0364644491916228	4.996930487436313	1.617390581629314	3.0628528543346825	0.04999583185064494
3.548035785249052	4.177314328720253	4.718050304883203	1.7837676791862194	6.263444838581313	0.02003018429322691
4.557001359775759	4.80399801188875	4.788577142259519	1.3316739149716086	7.923259258205485	0.01894846240463147
2.4581821144933054	4.0989853250635955	3.3871737114853784	1.287352809446891	3.386001521165743	0.0227320057246167
2.430189849371656	3.733769042726466	2.9185478344211164	1.466762277059305	6.234051923491747	0.02320678337086001
3.6048112225490136	4.602616159440466	4.742851000285796	1.1428109213276798	6.0066856424451505	0.0162285959248295
4.387961616592227	2.0824460589281983	3.367253317887166	1.5234319479328065	7.181675202545293	0.06320443466966852
2.6270603844412346	4.983241865437744	1.95542951487683	1.0411525867373204	5.703460953584412	0.026244816280883824
4.846695806993898	3.403338627973981	2.9806192484780984	1.7797110525025657	4.728557192565506	0.06096783414690619
4.962596731058087	3.2393228514797663	3.682604214936749	1.1085736763028526	9.032044552518887	0.03773639817550338
1.463985138985607	1.1290663371910423	3.2637694624999187	1.5749723219899066	5.011284945385037	0.046104604468899225
3.3378110991474954	4.003364868732735	2.237810883643357	1.7646458423966431	7.949858629961874	0.038107292692553585
2.1600206407114197	2.471581839438916	2.9359287423301885	1.401306061931857	9.165251136124702	0.027963365951084628
1.0829694153780545	2.993736766216225	1.3402261976191228	1.3303744375681563	8.903836582651453	0.025252090397068758
4.513552952977089	2.2735080813159123	3.59488256075149	1.8464779011872643	6.604182934443246	0.06100269892388178
4.404900524304503	2.773782451591498	4.252034473925496	1.5832829779936866	3.46399019203998	0.05474097535045661
3.219862798792628	4.01822385496634	4.177610551770743	1.3146147205331422	3.9866648084364527	0.022773540364813844
3.2694183136906183	2.5823243250122525	3.957734101621895	1.2736834570183622	7.725283594026742	0.030482474317460862
4.635976423771023	4.618014341947632	1.6563044147958077	1.8397812717667024	8.260596038652626	0.062052196828154424
4.067013251172043	2.4226572674348086	2.9767068604813285	1.9956592233976418	6.627319141796397	0.06421535638500493
2.175988133825052	2.7447379662136338	3.9562106301159887	1.3710438046538336	5.378711386817427	0.0214019287175004
2.9782277694419395	3.21805985539947	3.1626231193006404	1.8671333396455616	6.2256517824110045	0.03326231127429515
2.581368123877643	4.5211177624298085	1.2472800966289408	1.5777588909876337	5.481689968333651	0.051149641574923146
1.875947368038312	3.8629688132852675	3.180800170501484	1.6638882630773542	8.297992175773112	0.015196513099446843
4.0068173818724215	2.55363640671126	2.0281287472230574	1.05074768161807	5.0880954873994035	0.07758793470476077
3.150095703569942	4.745568721535144	2.331241318037768	1.4579283148836932	6.217851511619879	0.02959911914618604
4.736498408812448	2.7782730612600686	3.6828435309271286	1.7755001126374528	6.3962067353837755	0.050992162849514015
3.119052540427377	1.937755727454872	1.0244605104811215	1.3519838972039415	4.688986984962464	0.17568755284514131
3.3556727516630698	1.1264693889628192	4.6707561416638725	1.8811060640635544	3.4485857590798235	0.11166119105366257
2.0354087730586987	3.097841946321842	4.1946300484552985	1.1994996713415214	6.301114723020342	0.015395668805443763
3.0763769240800727	3.2263813378517243	4.61729496626897	1.4808553119259025	3.2130989004941286	0.03048186221084773
2.2989214657735744	4.4502267693656465	4.590712709917893	1.3152420051381692	6.180797424320624	0.011375332520740827
1.9080892560815617	4.0701349113408165	2.6194214774740803	1.6467564846276035	3.6758135262263636	0.02580084017141092
3.037544695308532	2.567996206792691	3.553859175302236	1.3150311192431494	7.461192087682348	0.03215307483163287
4.421810090324482	1.2604577563337591	4.628129277049675	1.9134483710758552	8.663694822410218	0.07741764611578282
3.0558014749479616	1.8906767494146988	2.614634655432536	1.6041932970691397	7.242480200980915	0.06318691045995317
3.111690424078825	4.108748851257569	2.6742855832747487	1.5949803095352966	9.85082736839122	0.02688934416861644
2.9603348025066003	1.0620979654708351	2.590259680755486	1.06509356926466	8.375489414324361	0.09810528067949408
4.566174715238914	4.329120593605838	4.2786017760409685	1.801635901407778	7.8537194714313925	0.025457255309352937
2.171749796041249	3.0744446985026976	4.0408910733890915	1.1633593977730503	9.427920821609836	0.01586909685559179
4.156303827819204	1.3167380247610008	4.515916415201421	1.0906481457505048	5.513725987066074	0.0693382294402662
1.704531206425958	3.4219273716746303	1.4225513157645455	1.6100240052150503	8.358273361324041	0.0345129285396368
1.936000535002203	1.529265410603334	4.142176630302971	1.0599185820585018	4.2987718889962645	0.03228027686188939
1.4798549209565937	2.668408147700629	1.0488287250289692	1.6042008093313886	8.224689045032822	0.05227354037111347
4.326913440167275	3.051337006165105	3.785392886546503	1.5865732735109972	4.572260762468392	0.04565137343879885
3.1241804087621823	4.098317352228042	2.1083167890551584	1.7140849583854467	6.335178524804445	0.03944562887552351
1.8062438059201007	4.659397336236073	4.712784824150766	1.002702327765295	3.569916955003369	0.009102382540074566
2.262506114842572	4.767217406729195	4.095017259265857	1.2293884350087414	3.800979456885808	0.013631788033719214
1.4000445021174204	4.22230983349549	3.7340236271008633	1.7905457509437124	6.212988396540508	0.009927574374508384
1.3354508119146202	2.4975299761627463	1.8793401761880892	1.80128934377115	6.5272799041339775	0.03127096702576373
4.537335949750086	2.1355228582308965	3.919664480135405	1.8424037852173931	9.958191113881716	0.052928276607213866
1.7980535701599978	4.8118658122891285	1.097442275928071	1.1320258401266499	6.197851761921769	0.03315037851139977
3.6891813447739112	4.629570949684823	4.874062291895838	1.1319994767539927	5.312872812965304	0.016532964350011677
1.7440968184210432	3.5185451391120965	2.2588271095091934	1.7552810215406889	3.453740605965273	0.035509872025220886
2.1963303416572866	4.668908499400122	3.3485175478397675	1.3278629493440028	7.290794537193503	0.013668941600541213
2.907495549589929	4.1726186211951735	1.331505926495637	1.0203223715686425	9.195205556828109	0.04684220017383181
1.4531107589197876	4.229207515693616	1.1118445662727354	1.945719012524524	5.70473435788405	0.03732047035780054
4.822233413977834	2.4834973050536733	2.635673641441889	1.0222126906651807	8.51542712123319	0.06662255947028954
3.7312367914457147	4.665440216240972	4.362645619127214	1.1015767278670263	8.028324426528593	0.016908143577711966
1.0713392524172316	3.877379085108029	1.3146544054101292	1.580780478229196	8.79704994084957	0.02038879711718071
1.863077640581587	2.0109179849367917	3.5131878410937296	1.55691021597013	3.0972537477270112	0.042197289783413035
2.019404354350742	4.239723619722393	4.597543073210664	1.7119914401329968	8.948499335903287	0.010194624662878994
4.0749497051024095	4.304775544403508	2.1729082003391267	1.2591463728644825	6.995538808103602	0.0422768687733497
4.909011306824014	4.928931309843611	1.3451323867289755	1.111536545686029	3.767062209959706	0.08358313616977257
3.3342874432792797	3.4057453548430674	2.0512037309770825	1.2688242827556857	7.738081257241054	0.045430873318683854
2.8783227282229653	3.5322750742739313	1.4904397740403623	1.8910183869073782	6.655946161902374	0.060773486625922385
3.7414331415975157	4.5246926980495745	3.0021834649430392	1.9517401128191425	4.993174379850427	0.03598322680643501
4.2019204642632015	4.425249236490472	3.5599767088157006	1.5616742068447542	7.164994070075064	0.02714085293552301
3.1576147371703644	4.590741303084702	1.1767680632998254	1.0237035260968232	3.962900237411493	0.06271335993649861
4.125969341004353	3.050541410139793	3.4815054450310803	1.6127796143543742	3.0599593390119706	0.06536801772206917
1.7305367278007666	1.2894888467929708	4.734231690895539	1.970677897800144	7.227592244942437	0.03101462973609065
1.919872192444259	1.5679836873903268	1.0467669334329277	1.9994515463650695	8.97113590559168	0.1197789877553602
3.39983622793039	2.591203216067585	2.2722384925570323	1.7783066784228256	9.304135018405145	0.05680864657230705
4.964940527952528	2.8941835176222988	3.297369504379936	1.6744424832977685	7.363959973142363	0.053585401137309766
2.712078616018115	1.4504501372651215	1.1372976451264916	1.9600664555578742	5.056700933562775	0.213645028459783
2.2482868588135085	4.047224639907359	1.343823521427017	1.6742548243178397	5.528748087667731	0.047184767598644914
4.081333608809711	2.200059467824879	4.759515431311552	1.8397317908716209	8.16263889349274	0.04004136327501999
4.473654925733946	1.6527673072096296	2.765485456457522	1.4628988640663216	4.956620279268161	0.11050117670579804
4.310874640049754	4.099352089366644	3.083769059415149	1.8269968649242747	8.885137533806088	0.03416113621496891
1.69753191069177	4.399183715304084	3.4738750944206567	1.9366778972636345	5.418165475408824	0.013756539502599358
4.934667085297787	2.425966319101336	4.277193543167952	1.6522049713625586	4.919094682748822	0.05698427585617605
3.2018137665917084	3.238674327951512	4.259874983057881	1.1321989845096498	9.05680359123891	0.021106655320934725
4.548075485809828	2.8344314530730284	1.1844343577163827	1.6540513086917217	3.2935179045308463	0.2165700023090738
3.375700005219912	4.1412317330048385	2.4712592330294694	1.3821344531778004	9.644255980047175	0.030639614198920882
2.6518018792514546	3.8383285349138365	3.155709589288178	1.2429949006875316	3.1155052406233064	0.028986534584639095
4.664696545978756	1.3266345025478978	2.8220735345502885	1.9061174496075255	7.0909326933166685	0.1356013447664211
2.993856452002165	1.2386717098354758	2.629216705308607	1.1103515452485295	8.479075383739772	0.08417724798023096
1.4722474654977795	4.224931634511129	2.2027370805262314	1.5193216417470636	7.759136192900655	0.015654178987994163
4.601522491944522	4.236721935895652	1.7212043064228943	1.3636694456305245	9.027735126995797	0.05914920205330713
3.2185915213016387	1.955515891849652	3.661204603045562	1.2629427603377563	6.670800339705593	0.044128924812872734
1.5606335974509098	3.4938421725528777	3.341173520779769	1.6930103396658267	3.5832387812943587	0.020167414798203408
4.763745501103655	4.299580359478998	3.17171036025144	1.7228105263590336	3.1944546871896558	0.06034107138054305
1.4551712215290935	2.801796416238884	3.2821829848100226	1.0705213718840991	9.597312864778818	0.014173231392919575
3.133631596939332	4.5469320546170575	3.3297628245770667	1.1578131052268896	8.161646935087639	0.01919323933301811
1.6654122452078777	2.8887048568391545	2.9649956560573343	1.8436868146391592	8.625065145205719	0.019680180000715062
1.2164459130530572	3.0191206353279845	3.1295316945164005	1.7025513032604902	4.9930482436405255	0.0155463123746197
4.438883536534087	3.3502498896492883	3.184425935490212	1.9539457252194532	9.009383878868917	0.04227918776457715
1.4576238251085891	1.3658129531047305	4.7418795498372965	1.489663834331099	5.552452887183702	0.0244767897654629
3.96821630069678	1.3391562941077186	1.0142332087284558	1.655996958081547	7.625285149437508	0.2969955359683036
1.8445635555087756	2.387452058624004	1.7965702649152546	1.6716751965333798	8.139203285167582	0.04306738124433019
3.654958808722777	3.390632525128817	1.3149790489016375	1.3904684523473672	3.9703533091876912	0.1003926451723617
3.923659350730994	3.4872658079784333	4.068392946310244	1.361143371079677	5.041072789202214	0.030147893079373076
2.0025307225572964	4.6866637511941365	2.5572302462491785	1.2072849512926067	8.761075005875608	0.015421555588895
1.9419044547926336	1.4252157439062696	4.295734127841364	1.0186607657567095	4.172050345247985	0.03339426591326255
4.927066444529454	4.146010375238629	4.899266698329371	1.2465319247478368	9.470361921717236	0.022228468485000714
1.8730792755536656	1.1287139960758197	4.444652437287951	1.230376579541441	6.226421063953488	0.03702855535391588
2.519365583158555	2.6123468938322727	3.7716638861838927	1.3793238461197743	5.300574105000305	0.02750526594959908
4.25780509249636	3.8081951324402254	1.2769494923221196	1.231460729463946	3.6094505990294663	0.10575821246141466
4.752474335826333	2.7613652214480107	1.00290741934238	1.2476986481415449	8.248978687934281	0.16089700270176588
4.37399807355553	2.839422197302928	4.936569646746083	1.2951652747670477	6.616640152974956	0.03087585420708028
3.698467223355733	1.1680697891763714	3.6070327795806003	1.0671068162390285	6.035558146754304	0.08485734273791272
1.3375597276669429	3.3509854302174773	3.7806364113757165	1.1303627432407093	4.540753216028945	0.011186382383267293
1.337653768299595	3.5077849912280135	1.0346109356827493	1.9295848324382248	8.014354938291053	0.038632091526577636
2.4347856461883177	1.4608718084754029	1.188077071609854	1.4432625084438049	6.1855299435401	0.14560792655407795
4.895129087954496	4.6624596471399	4.276827194009697	1.7463491246852048	8.827072427474182	0.024353229554842985
2.2194334368794277	3.720263803453652	2.0384712098396767	1.4820653168817606	4.312309417694338	0.03548460398365978
4.466536958959609	2.407386077432528	4.8738756146797035	1.6494730399074822	8.47927133484443	0.03760897843735414
4.033670224812445	2.8374073020138155	4.341356933707584	1.7776053604461957	8.735009852743351	0.0327159469596553
2.9449384644386227	1.0078042802634295	4.018005952607245	1.978414112200868	9.497476073075132	0.07310113677240107
1.1031426344288229	2.4530774022119117	4.523640224178228	1.4039818331516831	9.515707780764519	0.009280050160871087
3.2197504000337265	1.1190107171891803	4.982631589529385	1.0606315224848435	7.633851793558186	0.05336848286033325
2.955609242520685	3.1015081444638866	3.50545885914109	1.9881034113889384	6.49921632063549	0.031167118095064294
4.366095144528015	2.570938342436936	2.464198181684636	1.6772001955763975	7.787824240019326	0.06989508129211354
4.516404178623793	1.0720381873190576	4.529996983694778	1.2294951348874164	3.7233877897992538	0.11049313147507704
4.141864249143343	4.661387302562616	2.190639078095721	1.3229008624977294	8.813981179400542	0.037977611067277865
1.0185558808733433	4.592153832433498	2.7473936540315216	1.6196183434614428	3.3862543152526583	0.012314312772073602
4.338575657912914	2.5877952705043423	3.2420816006601387	1.8830402680890503	5.387616127857841	0.06326225000630213
2.5131073919708062	3.9821168836554617	3.7970933674369403	1.762516872751959	5.79422056818359	0.01900825811643735
3.1476519163392664	4.4796925181772425	3.935236328936581	1.9162062098585928	3.872223160909897	0.028128435383880532
2.006517816882196	1.5678585701687893	4.5430765001507805	1.7134486163835243	6.24620269177545	0.03089086989594607
2.3980891714767822	4.650902159196946	2.190223134737128	1.0622246521209115	8.333573440398345	0.02147069924597972
3.725237670926707	3.4931920323400107	1.1510931073095088	1.6019667725122173	7.630127595240418	0.09331644341649456
1.9858019696820617	3.4648268350193194	2.480745626958578	1.6999974367755426	4.4997331478760865	0.029548267812724436
3.418979279359215	3.7488753123635785	4.115641365727158	1.2565830447304545	7.1212058046446245	0.02141221230427874
2.9671335856259353	2.564316136043458	1.5850127663232216	1.7838545399359331	3.055600988325768	0.139578656608629
3.713532990647431	2.1763771241280145	4.896685130946873	1.677217184910632	5.791188417662115	0.03903440248940671
4.341112907752511	1.8989195926589315	3.15363016169112	1.7526899566454446	5.374911883930137	0.08559929247331044
4.841207487062647	1.7232784590363919	1.1476990619535066	1.5284564672422287	3.806749329513607	0.3254655879130052
4.701099666075105	2.2609212879611613	1.4122685548828726	1.841678245227328	4.49702335186312	0.1984225524617092
2.6994263458356946	3.4076459211592316	2.0479447733181395	1.4362554073054519	5.134583093048102	0.0427354924648564
1.2198548739499515	4.751012234992798	2.861969881318103	1.5393433500429508	7.98264214559299	0.008844748396162866
3.3537063724884675	1.4293261053302788	4.311664898756124	1.4489097743909063	3.638489441959976	0.0719613353136147
1.7307658727106758	4.357330523707679	2.1991860745683653	1.259725975657502	4.175418320843396	0.020582791449980414
4.511294234674649	3.1035509264192767	2.377909225488599	1.9062949103475637	3.937322664687152	0.09430230108499073
3.105679311107308	3.8786308504213793	1.5047558818365898	1.1211055227233704	7.161468208304762	0.0502043443968561
4.059537505070871	2.723834668817676	1.6836409708045927	1.0901483362355269	4.331638659189495	0.0941334458727777
4.01261475420344	1.8615842702748295	3.6774270398812954	1.4924585289595824	3.3832257552751246	0.08346103159471027
1.1531433088734446	2.3699319958228635	1.8341302344220882	1.3910872477476854	3.9546224611941367	0.03256665146980961
3.7517490236319646	3.464621472615377	2.926615661285608	1.0430413197992439	6.3519670678659645	0.03522930014801407
4.5862693180786565	4.740886847997202	4.781212032881826	1.2882636637605644	6.949357060737324	0.01976498107037272
4.35948493982418	2.683107336113693	4.735665178497508	1.2335111263679461	5.117720580829351	0.035973294332802684
4.55239637589468	3.4137317068120314	2.3673067043069422	1.5879299625051455	4.11266500221488	0.07302201601559948
1.7496417483008972	3.5142743041281643	1.904758132351835	1.9441773766443202	3.3957027896978413	0.0486596300794336
2.736310493112284	3.320647295360837	1.8400643811430943	1.859481935537386	3.165334493763672	0.08638238890781752
4.962882357341024	2.3179929818237257	4.5411765771670565	1.8123858076152668	6.179506417164553	0.05308871481898565
1.9311933156132584	3.4304294754234634	4.908011564677072	1.0457334837536685	8.536530694212821	0.01040195999028088
3.2854391196744936	1.6885815493530212	4.849505340001937	1.9545191537853088	9.917010641093585	0.039764532112196375
3.003227566085945	1.6627176552455682	1.1523171895392859	1.6736765340941324	9.9724197394749	0.1498911709932499
1.9594994321393968	3.0453168525771517	2.104663329107366	1.467238588555125	5.3133077772609045	0.033609963335826346
4.368977964527408	4.915687414494691	4.75324432238814	1.6427175479802345	7.073292155420884	0.019380786865613845
4.419994211612963	3.151679697530376	4.0335860587931585	1.0662308670089249	7.9938057302034835	0.0319264622325275
1.584076869406029	4.3056546015740915	2.428399338623528	1.1375829569228006	5.259266750008306	0.015383587385543837
4.8794916809965665	1.880047454588737	4.677699217223894	1.867087510785498	6.8002155173218535	0.06086447858431735
4.230593225853728	1.944002046585932	4.054694609336701	1.0842119566101789	3.803808923510845	0.05973800060536321
4.57110298634495	4.3674073519241	2.135087154182186	1.3811292564771185	8.196178102654661	0.046915272977302434
4.079614732282907	3.1494720177305493	4.812938831409892	1.8423911003762776	8.833565691973632	0.02706120219527413
4.866231630362496	2.1511019736103307	2.7259512428736152	1.1622067329354488	3.4009419536570733	0.10032295566688716
1.2520632452403966	4.083736942636191	4.479960681417292	1.9901546393030431	4.235318337783059	0.010273596120757218
4.534417557942304	4.295017999282267	4.9500052180973455	1.1402654709040134	6.315911175403848	0.02071154398888073
1.3796864856352995	3.106998275432173	4.716683074462173	1.6339777983625376	7.6152150245800785	0.009538585594597528
4.475096982495913	1.8039602469052087	2.403351490901596	1.9476796079699965	8.976968358430929	0.10489786382737416
3.33775668722404	1.3467902494855557	1.871189802608528	1.327807622865523	6.649243984334492	0.1316953380207323
1.7073366542645263	2.9059200976135173	4.337238427603054	1.3952663599913206	9.61416383954917	0.012609860737791936
1.4975553069966832	1.0497588218864655	3.3946151476659767	1.9279693688315631	6.6827290186164205	0.04700220271184487
3.0335000683280717	3.6310988882796447	4.351917873260897	1.3119713408231748	9.631644981771077	0.017685182808941338
2.313309710637002	4.0610879871204935	4.792012735313064	1.1389262506832432	4.818501106769696	0.012387334777614232
3.841792332570528	2.795661961477431	1.2021648452987264	1.139641282403096	4.481702299496405	0.1219843089894744
2.2884166694724257	1.320092358882755	3.481603968961335	1.5092773861204467	6.862276015117245	0.0507940220032861
3.957112324359591	2.4573803960457536	3.835540206309168	1.3963778581655393	8.28568092699911	0.040181162728076585
1.4592968030199338	2.0654969050774	4.683179454289795	1.9245842494742629	5.713689384111112	0.01810290990330158
4.053946261575876	1.426726517449843	1.9750826159977832	1.4453160380586074	4.620640203005105	0.16659279235999516
2.761993531886473	2.2237552401410183	4.959281054599803	1.4429197588368257	4.078436111134197	0.03084146756861376
