c	v	u	target
1.4590375600331895	1.1493673041841292	1.3464149125613845	1.4451961964398128
4.10952106769482	2.8213907551074118	4.8422896327931735	4.236492035340497
4.358425061155117	1.9898719841080619	4.245175552804502	4.315824640770844
3.7377491697421625	4.873272899776811	2.2752515034291427	3.9854589650170302
2.7859628630794004	2.9726516716983467	4.599544403787643	2.7419561729099664
2.5482914958479683	3.9025752498325375	3.1862541143468084	2.431975237908835
3.249378580627216	3.617905068752021	1.2106583908599995	3.412803926708244
4.87828619292916	2.005084568498229	3.6653475388326533	4.332458104112445
2.089751473940499	3.5508448597586426	1.5040341497923704	2.2739755697793247
4.039424728643992	4.846126904072619	2.9102356040632813	4.1603830109231135
1.824328850042144	4.4631359028836135	1.209183821153036	2.1637402735933766
1.261381810946626	3.178959206367495	1.9177783249419995	1.0548563278963743
1.6570797950897642	3.580277776146444	4.582262880597044	1.170321428165494
3.1152417597496216	3.261328709954893	2.9540469444126383	3.11903511588343
3.436678820222665	1.5833264727768372	1.4195094508694228	2.5227628986008392
4.4018961560074565	4.751851204861486	2.1840253647172143	4.5167195775936975
2.543385889031679	4.501907749549964	2.7646598302873664	2.4851134310959706
3.1975310783232698	3.843771083092313	2.4660007006506555	3.274251288805025
1.7145042226256098	4.189274805426497	3.380296802050199	1.3011853961478956
2.098542984845559	1.2879314873225949	3.21201483306423	2.3203189540329454
1.5415542603910262	1.7276226976224471	2.2272092580713125	1.5099565256596068
2.1149936630914974	2.4836264455688597	2.3188181284179263	2.0994631043292165
3.9466487199765217	1.2792884008671783	4.3520617148365845	4.148498991508041
4.581001974147924	1.877218660959742	3.2255986336062463	3.960158023974124
1.4810357023571337	3.4108594655855584	4.992752640136937	0.9589034602769958
2.6593243898923937	1.6598446741503692	2.8083890748603224	2.6930914027727746
4.304546517578752	3.784317816763541	2.8116755627062364	4.189938086846197
1.8095712012869531	3.7930341656018918	2.4658168386011567	1.6230407812778203
4.148311180612085	2.429008519748813	1.804026805598016	3.3738999996566954
1.1252003008084903	4.468135533702718	2.916532727492969	0.6539271556829287
1.774796580844439	1.2377617593389894	2.3225811016819327	1.8614578412289329
4.646684555917823	1.4320984151994611	4.347343317038119	4.485947244073438
3.773267426447668	1.3093693887707718	4.658323005782534	4.177865400904795
3.2513107985135887	4.566716227826035	3.2979851405633576	3.2435230109738393
3.300513311359225	1.8400474700578584	3.789639141855409	3.4324768366902205
2.305943126673448	4.397872187394952	4.1588493159731135	1.927326494721488
4.660385941816262	3.5399091101116493	2.260468107549241	4.238731182020501
3.4769541720112005	3.8951141762500376	3.8233529524378813	3.4582882259525065
3.5098681410554127	1.124273504243921	2.3390643352091938	2.8540828246251766
3.058537123543171	4.2705519902911435	1.5304975650911623	3.4149987294782544
4.356484065026562	2.671024993541894	4.51295801440304	4.3935069404443965
4.761953949957373	2.1788441219428627	3.6285571241339247	4.306084596788185
1.3184440624014842	4.658209618856322	3.9180761679781417	0.7457966159241284
3.720965558380941	3.1701704886162454	4.8981877299576935	3.8031038836518234
2.8556951539114217	3.6328552639071146	4.733174994637387	2.691325823308448
2.6414591418024647	1.577847392186322	4.2597293951488515	2.9733572411634825
1.1974650641904452	4.657356555013517	2.212913768086109	0.8391162784369931
2.1974084998747	3.5220468530668683	2.0791019064066307	2.2257481436774675
2.5837769635869683	2.0078745827095696	3.5627538989150387	2.6891115349723123
4.679188960509307	4.742729816534892	1.5386208864834825	4.711175475697262
1.0901420448437895	3.3915917196528182	1.1361774665023097	1.0672341101658664
1.5590017915065482	1.4318240428928102	4.720160804918557	1.6272104205133302
2.0139304602964008	3.0503607559020036	2.630998168858118	1.9073200078798924
2.8587207521639604	1.642567103962684	1.0798946810872	2.2369338743537273
3.9561108892516113	2.567953829954503	2.319244458079736	3.5400706294797732
1.1633280402357542	1.8871012789645256	3.856616449162957	0.9005926870930419
1.7165854490392816	2.8252391570271658	4.518253468544847	1.3772324174100752
4.1845256023020765	3.7629976576100463	1.3178487888546462	3.959484693062015
3.2449225656497283	1.9231228656885144	2.749275816537295	3.1105143279666323
3.8699367872728736	4.773199009921685	3.4469506102884537	3.916981185094624
3.057328088019578	3.5314948210353214	4.718071594571281	2.964762330702825
4.605216537275463	4.5050663197783205	2.5901438345564816	4.576948003944705
1.846193665039542	3.979187883029687	4.393502121544369	1.3660300888581547
4.488707543358963	3.244686155839351	4.079767184644101	4.420309454405411
4.690763967144607	4.387697139652893	4.145309315330515	4.6714707331995085
2.6897224382316667	3.755097557247259	3.6003245664825614	2.563994102944483
4.200547692257383	3.0421033238726256	3.5851847364904463	4.095668446465733
1.6228756434185583	3.100546413435376	1.6600495867541123	1.6114184543883292
4.7668260758725545	1.5232383527301616	3.31938778577179	3.961186569389706
2.1617560468244417	4.111847703376792	1.828307363565317	2.2770627527841705
3.9779492999076207	3.260450532289503	3.25900914064822	3.90036947326349
1.6671837842130106	4.569368088908126	2.3113665134284447	1.4335532456993716
3.5982479429595515	2.678464491592228	4.8411519326555235	3.7569840600022912
4.3848721883969715	2.809582922574595	1.6820473134669478	3.6054441010369986
2.626120456931172	1.7875864341695964	2.619139574225312	2.6247927709821037
2.0348524370442607	1.9683375607095022	3.9387197319103264	2.0565187005512624
4.00573959084917	1.6097599312022992	3.20219295163564	3.6419699167656203
2.8309264532986784	4.205034760543436	2.4434891557526783	2.913332410869048
2.727404364038968	4.644154977936199	4.3479786385901456	2.420798215694341
3.2825473007319257	4.478501151299701	4.584650894609742	3.119271123044839
4.877835485857373	4.747409921133837	3.9849332202416408	4.864535533390313
3.0418482443615384	3.7459284709114398	2.1545657315048974	3.1515418251261376
1.5828700869475851	3.275461730617605	2.509738857424296	1.3513564091941856
3.3286521422404145	2.677761428510183	2.7159443369577407	3.256319743551587
3.191034867836457	2.415935151013872	4.423217297131224	3.3370723645945244
2.2692223932431443	2.963796950288747	3.0985362289539404	2.1780247267975525
3.407099008336108	3.0556183553435274	4.715827464746496	3.467335583160761
2.52448375851992	2.443525684876404	2.772057191168436	2.528332537446888
4.127943156522808	1.5821606492755422	2.2276544845556687	3.1568562935528948
3.7287754036435072	1.2437440179954609	2.9924156499843484	3.341655859426824
3.7566774192812313	3.722712734256976	4.7805768602469385	3.7607716374936437
2.8034974971574265	4.235326325782248	4.6404766861262505	2.5354886215436165
1.9376867171985659	4.754494617058177	1.5932688559281294	2.1036085452125803
1.3197589305265651	1.0142838606025637	2.821491728238853	1.4512721799651889
1.7060279247057542	4.348924717010319	2.655248600955418	1.4100051795226822
3.627769316171309	1.1996511876058946	1.1618654940539002	2.135363203945238
4.418702664913403	3.5722588227798937	2.2845852341810144	4.130399082532973
2.0089800595635503	4.708881442905394	4.2886680155628865	1.4986741007387192
2.562542288266694	1.3296878881807517	2.215714790589603	2.4473597826983347
2.10295888103239	3.1008465125540225	4.006008255379081	1.86587306634268
1.2882093303697326	1.4648683919029986	2.5466651828106346	1.2350755687562969
2.669455469071163	4.630567944142488	1.1711371339174756	3.2945121139559133
2.9698259073854416	3.056102367640114	3.0053309375379493	2.9693206263746883
2.8688220032817173	2.386927733086638	1.097793373379869	2.6431740123608747
1.9502548876469532	2.253144866604091	4.0117072614963405	1.8554345182297205
2.903580698840954	3.5904368278520677	4.470744963558434	2.775920727754333
2.017826015201036	1.0221309337299176	4.828534404859907	2.6447933644351793
3.990221977157324	3.5272110579872997	1.9700350873860393	3.8270287010347808
2.105144457417192	3.702612285400688	2.452894032922088	2.018606868422498
3.206328163439875	2.951222753248976	2.9728588886609613	3.1963058328069005
3.6918102768620162	1.86679524578158	1.1250321088464972	2.592362492181601
4.245536946676402	2.696464753755082	1.4114807861515437	3.39175450582546
1.3400365010474746	3.4460443824131364	4.1957405288611405	0.8442225830355999
1.0337775987925806	2.072168537296053	4.945503488414345	0.6627211683205745
1.1119565121058457	1.8899741069923808	2.8706659636889453	0.8835696341269759
1.1131577581229224	3.0214785778276445	2.075013326831228	0.8410433312958399
3.0929928908558963	2.6178065959252783	4.1373624786033725	3.1682455429961514
2.4691493687256942	3.1250903373243655	4.436966270113967	2.3094955585402728
4.013456133122611	1.4580361812782492	1.4814852514823962	2.5919421401409046
3.6589531084787112	4.380564005913389	3.6716627447710666	3.6578144721404255
3.45768185038701	2.9029518708865867	2.78962158955926	3.3937837759110008
2.5439848404755145	3.210513203754376	2.1426037107552847	2.5949631623795404
1.1596194018072383	3.0953716272389338	1.077037515720312	1.199241630425039
4.107327585943116	3.96222310325063	3.462329310866928	4.094760393751696
3.860128276104201	4.804382199300925	3.771170977663076	3.8699482800617524
2.5949737384947658	2.586548086438289	1.1014455689343745	2.5915660797727043
3.191144078535285	3.73389841808972	3.979510036824076	3.136618519420548
1.2833447272205172	4.970641260033289	1.8250463192880704	1.04419358362314
3.6215066345841964	4.518400654394586	3.39735191929586	3.647083849909013
3.6947055450419533	2.6171234572916693	3.4033727541886907	3.6432868583038087
4.515307733426637	4.316916029948898	1.5065229097008783	4.41508035565169
2.762106736618532	2.235003979043829	1.4132164609537043	2.5800610609889967
3.0027798186545382	1.0856390891333412	4.167725497718031	3.4980267117711783
3.357480397715153	1.5782320828322027	4.475524064411981	3.721732507581255
3.5558140996064678	2.4648522174613587	4.906226065180661	3.7675863221453265
2.691371724414217	1.7013244203442572	1.4979383735731202	2.366615016187265
3.730764143575709	2.5962970366806126	1.4167755059086398	3.174202846208316
