q1	epsilon	r	target
1.4351876638645793	4.44745343605142	4.907231920425354	0.0010663855502169662
3.3908169255372176	4.9811417476087145	4.185077518639206	0.003092847911105753
4.66370738914206	2.4084158224789367	4.981574074347695	0.006209502028377144
1.3566448161034148	3.157082145512416	3.67408051963895	0.002533220965720037
1.0588667712235598	4.308408196190987	3.27365765972865	0.0018249378949543587
4.939535491552968	4.3227814638794575	3.6788263305288367	0.0067188414574964215
4.019057524313049	3.37858985703486	4.627845174152731	0.004419989545703737
3.1735794450560646	1.4298823259510516	1.2302979025633172	0.11668597119165385
3.37011932548441	3.955451690619797	2.7074678285195057	0.009249382076816352
1.988362839219048	4.329750424559282	4.483946783447371	0.001817615473259596
2.682651610912898	1.6245356804798619	3.0665261615837784	0.01397435619529762
4.026489263616936	1.4284190428750412	1.5951715405192863	0.08815486090035747
2.6289167158362208	3.6156307380803137	4.899178933347717	0.0024106618272131987
2.8125931138618454	3.3520003212812215	4.745213315619493	0.002965387910762855
3.290028052245378	4.116547916516594	1.833525513509433	0.018918323470815557
1.5115205795580406	2.055712753702552	2.505103809515308	0.009323743458351132
2.5282561294910884	1.9355748871852856	3.3990897414497008	0.008996549304315845
1.833462827861364	4.390730356216078	1.6305566691491786	0.012498378831249185
1.9662747468257196	4.052268405019866	3.9259997949351466	0.002505160693428966
4.64285875186472	2.251260898136379	1.5062125185287916	0.07233979498408312
3.9648274649569935	2.5115509146482013	1.947788825434684	0.03311225077688764
4.463804494605975	4.088031248513457	2.228626770409796	0.017494696323243734
3.66533150334621	4.813002304648748	1.400674380513438	0.030889647740908032
2.7173100033528055	2.7287518641748045	3.9059133347782913	0.0051942167986882525
4.462612254630658	3.4419689244631977	3.0841035448535985	0.010847119973328564
2.5547937901786204	1.2094025030780564	4.019942768394471	0.010402443951764321
1.3736037869634703	4.734024533195634	3.3950413493833844	0.0020032307360729707
3.834629780652928	4.58420094722902	2.2928086770391793	0.01266234951199242
4.515741999583387	4.258378956086746	1.0868527294596886	0.07143870106947
2.718538873873648	1.6726197379946208	2.8933334294955317	0.015450107173319847
2.9189986978717206	1.4518041217719753	4.935530113106934	0.0065682307269534146
2.6530396094399573	4.510374313648098	1.847042642022336	0.013720421102194364
1.4866486004562316	4.981460418137943	1.5530779589781971	0.00984589649331998
2.7342586665131545	3.9621706177846163	3.306357592873088	0.005023390224204458
3.620159627131482	2.5726137314252364	3.7840179722887464	0.007820542715462668
2.454997794029495	1.501736871315117	4.767911424574644	0.0057225690386008155
1.0174536531011609	3.2143251365710537	4.9145131380647005	0.001042927132335908
2.03506307682876	3.821761028905208	2.2337682316030953	0.008492357394786364
3.02471588262258	2.028723654856237	3.3013323243342216	0.01088612561242064
1.1920423595630385	4.12996520691688	1.9568451105385072	0.005998221905957864
3.6917588415763047	3.2217471424574016	2.680618994057187	0.01269000597454475
1.8267950262606163	1.4398218633926625	4.093242046898483	0.00602610006803394
3.9226400254025497	3.2944669855245023	1.3576136523059303	0.05140803908067471
4.013805076503466	1.9041427012178056	3.80363676842273	0.01159441517630384
3.959727314430439	1.0880710771483002	4.961970108065014	0.011762235267704773
2.1700504208340123	3.0881249596150253	2.7044610831844835	0.00764546003363422
4.529035803741555	3.5654877982967297	3.816114373811686	0.006941193800262579
1.0626092242122365	1.5689012580557105	1.4347195790730685	0.02618388327740762
3.933414395033572	3.8361042586313903	1.2379242315711525	0.05324530372025076
2.728331054799494	2.2246374922413485	2.6290695870852043	0.014119645318479368
1.0646942463094922	3.517874592962485	1.727770765979971	0.008067936043269096
2.696287554792681	1.0630078742214921	1.7313720017863243	0.06733472350631067
3.8826703377074416	4.559729064771917	4.9816669476178586	0.0027304374848606218
3.9590097836399316	2.7224171177574306	3.6128629567180335	0.00886582322650978
2.282483493040835	4.366702888052515	4.8074072617669	0.001799791961160239
4.945068926428591	3.5446791096174466	4.075617152412958	0.006683420661258108
2.3695039244411187	4.088779659724134	3.925025884719775	0.002993427957399983
3.4545205673278745	3.32501296927037	2.7823773442518176	0.01067953930065256
1.056117637113509	3.06376173926651	3.710823276641871	0.0019920805666524
1.3829938371632284	4.239841054849124	2.375677791275141	0.0045992363641831355
4.179081042156576	3.1875458854153544	3.9153449425362647	0.006805725445669429
4.466734985881036	4.745617050219946	4.113008377877282	0.004427600667920947
3.7004898593296467	4.855034230867696	3.4596370269105585	0.005067525993856029
3.6376820842416806	3.0209977853344583	4.0165220816197165	0.005939695104094905
1.221978837729563	1.9958485205491563	1.6880136327045503	0.01709914302237056
4.597986374110828	1.880859553529103	2.0507440116862554	0.04625711516638591
1.2911457809874318	1.5104281756120654	4.5387561121426465	0.003302110822065988
3.99226476220794	1.0951413540497708	3.590580512600991	0.02250142142959393
4.0183826770014734	4.431485295076163	1.8328703258361552	0.02147972101351269
3.7064181897901705	3.915099473452504	3.622052531632802	0.0057423844397451575
1.2752456376180494	4.573348281924372	4.572057400869013	0.0010615155438130756
2.550957486761023	2.73165420850274	4.685414329056826	0.003385101003759813
1.04108836940065	1.289999499901699	2.2564764145314005	0.012613238037312385
2.4083745448767497	2.9943625349407412	4.011508435087132	0.003977355079776321
4.738757734428769	3.6232898734137855	3.9389452267686766	0.006707978756303818
3.7909818163363114	1.368192762226799	1.8271232337541736	0.06604787788755463
2.29665958691543	2.509946623072728	2.2305013776882	0.01463582766049025
3.302350935891101	1.8861789238103577	1.2640899422283045	0.08719157440460441
2.524244987623033	2.7794061169398256	3.34644844042402	0.0064535897378315155
2.0144409332248023	1.533667594161424	1.287720505380837	0.06303332398861991
3.1761655276274037	1.4853958668872362	4.0913792792917	0.010165097999827864
3.516831933022245	3.748975414138952	4.303350817459822	0.004031026504834281
4.348014725492371	1.2222426478620372	2.04466582069143	0.06771408809661039
4.726182141562335	3.6586036509651034	4.0401813037980645	0.006297722471536613
3.3817256544600904	3.698135590634696	4.869160631781735	0.003069286815357944
2.0007559445958223	3.4157192631379765	4.739128380340498	0.0020754158811328235
4.377531645916236	2.2262409183231098	3.6234619062761166	0.01191790363992623
1.2077048716167529	2.822506906215511	3.303500961501445	0.0031200895992975768
3.0247443072241667	2.005351593937199	4.952677320241924	0.004893371739469353
3.1356115139321927	4.4447705028135545	1.1121661205903317	0.045386189500201
4.058494005434509	1.1664870615642786	2.002405970601481	0.06905114043114018
4.620541303134043	1.118884820984975	2.3974104317865472	0.05717587625047092
1.657959089325825	4.667545576297638	3.1676102804949497	0.002817162450069709
3.1694735139675867	4.39905779046962	1.0842255174898183	0.04877287392091283
4.989216270786958	3.4278160115120704	3.356975609719561	0.010277999475029498
3.5583983126449614	1.0876497083388523	1.7562680151815333	0.08440614462008318
3.2614924142218618	2.0122076542408016	2.654377747222665	0.018306623779026882
4.781743332057122	3.482501682069937	4.3280744121870764	0.005833048992700208
1.4524640011213452	4.855668237258394	2.4959200320111803	0.0038210715854830055
2.635691822744284	3.7169874677730603	1.589010446425973	0.02234807723635829
1.1127524055876727	4.62670722234158	4.233458667720473	0.0010678887505322016
4.0707540346418	1.828302450018644	3.4340496900172615	0.015024630723332568
2.994345144928261	1.1542459112180752	2.530721992061871	0.03223330005710051
4.942653223594112	1.6194645177370903	3.7692313199114067	0.017095163467359727
2.5077459647061686	4.497780746464559	1.9310919626192968	0.011897877212048087
3.6057422632327	1.515624804642084	2.987590536455055	0.021210502708765174
2.086270844157708	4.2922635260559145	4.105616293832653	0.002294656751449606
3.659458123439262	1.8369256436601409	3.7283977864358326	0.011404358414454328
4.9721375950354805	1.4610031169253324	2.90843186321595	0.03201579895938096
2.1618191654205434	1.0695491751567583	4.105310618716223	0.0095436981830167
2.6020359625056177	4.46433118230488	4.793813747267155	0.0020182953179368754
4.055092669315542	1.6843318549428088	1.825616747239669	0.05748361008851933
2.2829177014025763	4.191897326673652	1.30808735823903	0.02532772940706128
2.574193385107793	1.8706068673975265	4.870778352294186	0.0046158538255778115
1.5086943237656605	3.9027051771760086	4.009066422995928	0.0019139877076862445
1.7398479986508368	2.8615329804806704	3.9929389139655456	0.0030347111183377505
4.602996302632137	2.35085588919878	1.7094304960179452	0.05332143884411447
2.2862672728904707	1.911617689703021	4.759045787636412	0.004202196225883704
3.1529835776473307	2.7437337892281857	3.091878786387337	0.0095658805596814
3.038699554119745	3.0174620004147625	1.8498429082818888	0.023418894521562667
3.827557592538704	4.303787244163823	3.805602991583786	0.004886682429639311
4.237816068093133	4.866809837855163	4.475176970224057	0.003459930967220632
4.724544616165618	3.39391876418052	4.172976078630105	0.006361460828727769
2.889147477724328	1.3832566468520575	4.408385884995422	0.008552594371721468
4.622726533761943	1.9554870078686344	3.861235515500677	0.01261771807427512
4.532765340268184	4.679777973616327	2.445896390166518	0.01288403841944847
4.431747784633604	4.2464110699191435	1.0858719960696148	0.0704345708287593
4.889628924540952	4.982252651286501	1.1590034168485364	0.058139441838465665
4.5921765023309336	3.3436472028935214	2.5601270084475707	0.016674976778536413
3.761554007159179	1.7430655937990065	3.2801515633469918	0.015960845166958372
2.1537912984516803	3.6003390681580703	3.72219258792826	0.0034359961690539572
2.9473418963333917	2.0547709250746133	3.702709594743844	0.008325645956747526
1.5743086746292	4.815081820078938	3.1722786074954787	0.0025854355026086297
3.4622623454088686	2.238835050133151	3.079459009902932	0.012977144956303092
4.033105652775538	4.211832374245876	2.6656851619169	0.01072360843108291
3.843551242903106	1.1370772185428015	4.909484106653231	0.011159921407848451
4.844634805172839	1.5320527196601894	1.3983238483285312	0.12869507924533766
4.4789157447661605	3.6798375607822753	2.664622050668304	0.013641531987778571
4.763679542015159	3.0195451319979747	2.8048874473030843	0.01595733165173574
1.6346917039554942	2.2503039726319636	4.878086595928822	0.0024293259895278685
3.281930774732652	3.6162379320844815	2.7074048871270606	0.00985271993060382
1.3902617141898794	3.713301807760149	4.744261536394871	0.0013236988922041375
1.9734715389792856	3.2908306743636118	2.369317460558168	0.008500979262623545
4.865501599675887	2.5554259059218385	1.8733487595247444	0.04317349311293205
2.9281701458892324	3.687916457326096	4.184301729865885	0.0036087714823471017
4.072649757488937	4.348097562007065	2.306363726168956	0.0140123933712154
2.6454161525158257	2.02776307444829	3.7634088375664025	0.007330002551183352
1.9266251968114052	4.683485732173766	1.4992401047205042	0.014563836276724609
4.605360239435734	4.035604584153962	4.9155322242402955	0.00375840901740798
1.6625317446822965	1.9781005496706332	2.251262310942124	0.013196522950293455
4.260916125145469	2.1668229856364283	3.167318925590452	0.015598617034889262
1.7525123700306329	2.0557240719237058	2.08712934208725	0.015573552072360473
4.914804164685791	2.9775955300417416	3.753176547531886	0.009324652628313704
4.118257404497716	1.4433580265296686	3.2760676965749216	0.021155525489343963
1.3073459351822925	1.1017796410730591	1.926253970304903	0.0254483025876145
2.637959436460608	2.020328104658237	2.2116082586926944	0.02124319999278168
2.301748291498171	4.6185579705608655	2.4280217624131506	0.006727232170171983
1.0980021421049786	3.8291205150801098	4.210111277263984	0.0012873811282484162
1.939161570878137	1.1286645350141726	1.0606553330285893	0.12153201350576505
1.8348162386439264	2.153192103044249	3.2614770574271987	0.0063748691808861715
2.1865292949153563	3.4853890269288983	2.769292227325664	0.006509634479085365
3.1993362326124464	3.795676490020725	2.4626009095150545	0.011060449048242141
2.4401268016870836	1.873026370387214	2.526188411629209	0.01624527853943248
1.2590832818988016	4.789111484182005	1.932449532546053	0.0056023898283520885
1.1139941563476317	1.028008007969258	2.4515091881508506	0.014348599058486372
1.237019517428578	1.7736923469469008	1.9841219724927	0.014097810304408868
2.9450510221562465	3.700045541326956	4.267731110385515	0.003477617335756088
3.730855178367823	1.1486952040387917	1.972495396137762	0.06642961308561685
1.8617359517154008	3.671107175418855	2.9934668274336063	0.004503625382721917
3.787240801732175	2.774469018936627	4.1367676466119	0.006347619994077438
1.0558230336175658	1.7656758654234674	1.2610141649555588	0.02992473804575609
2.7207967865688714	4.368447313568739	4.528959824034821	0.002416363147299429
4.245902018465816	3.8334279506588462	2.6182850925698844	0.012856978943624258
2.8803105556562327	1.284251790397975	3.875653483094177	0.01188199571040785
4.927278515367343	3.091485525442656	1.3823932200759093	0.06636923927528263
3.3770977146311747	2.7557119475648326	2.6212987734429425	0.0141927611852721
3.6025158272432436	4.620195772502562	4.060472771065047	0.0037634179332326437
2.3333221449015253	1.9092874223163925	3.1043060248140604	0.010091703254971544
1.12121376027702	4.392775992392236	4.721358290951216	0.0009111829395315033
1.1536352645401535	3.799210118624116	1.6335456093854654	0.009055299448446493
4.913119118345992	1.6912847350302127	2.080591813273279	0.053401927155132985
2.494991368027625	1.1602003367238316	1.2185848361092115	0.11524302703658955
3.259044743399557	4.658070820431523	3.2420422588754243	0.005297086060594935
2.212274651698349	3.7881699892742464	1.7611380892884556	0.01498348716305736
1.5393011984313416	2.605906943210125	2.251858743410933	0.009269846698728195
1.0620299420891914	4.312955091621742	1.5407805702892885	0.008254112322890762
1.7940376114993248	3.4407746417324625	2.0884470577626284	0.009513022196985773
4.127973679509283	2.722591670514018	4.306992415743404	0.006504236586136106
4.056069731161739	4.7700915592015525	3.9672811042687215	0.004299152848696212
3.809698272472149	1.1520018940849537	4.181610864362903	0.015050131442808009
3.3144982811283628	2.8512301787431853	4.593370638533691	0.00438442529799369
2.393834870907076	1.1065904040683776	4.893650682689887	0.007188387731662205
4.6838898056117255	3.543637660640024	3.558506940532169	0.008306381278580664
1.931071001023994	2.9068014588651656	2.9096429499615786	0.0062444416377424
4.739418269653855	4.741520944160249	1.8007327931981227	0.024530079396035142
2.116666454245792	2.7434804512657074	2.5526219969436625	0.009422533240042007
2.7056016713865985	2.867020984068715	2.5382184748178296	0.011656418222843093
3.848740575868704	2.0170115704032643	1.6651115696905117	0.0547663387167103
1.6363313608605663	1.4842126506942532	1.0339065801965903	0.08207344481249053
4.255038722348766	1.1597091353806732	3.1309671901965865	0.0297843098446224
2.845231863325587	3.5764457774276246	2.0866217121384953	0.014540144092430412
1.4811415961593541	3.7145043800088815	1.932083787208504	0.008500293620550816
4.493563976032224	3.7720031333589215	3.410030544983337	0.00815253143521196
1.7325003141606312	1.7621162253989051	1.1605228285001192	0.05809269603580059
2.9881779385106526	2.724103143967581	2.8990843256605934	0.010386072452413924
1.0902426185321483	1.1857287841709925	1.9297912691536991	0.01964749802560037
4.053222332963272	2.5273042206200307	1.5585655441767203	0.052539132599040174
1.260392419002343	4.80138299262239	2.6152670133699	0.0030542001661219755
3.9372997916504806	1.34049035756346	4.517536708567892	0.011453060240270685
4.972598179045279	4.844424359812564	3.5730874920630664	0.006397996851226643
1.182387908696673	3.1674498704033627	3.761615337877688	0.0020993826339704143
1.0073138879822203	3.9953159383458714	4.088501631421067	0.001200260403769793
4.710507606373656	3.0366634510159147	2.4865860340581425	0.0199643053105639
1.2556882298855483	1.3562503951419762	4.781387688935243	0.003222731794441103
4.1271576704236255	4.848133659543898	3.3761870816707433	0.005943107754004828
4.659250945651191	3.9515530443706233	4.180254198323446	0.005369490006512727
2.0543087379113585	1.5673125463755568	1.7178034865418117	0.0353470585679481
3.5329427446162414	3.968733029229292	4.201762144753862	0.0040124711390799
2.425500712782624	2.989079361451419	2.8918352564320955	0.007721594666028694
3.3066280709008464	2.173711553831504	1.7403301519754284	0.039967803480754835
3.5054556428692383	2.963987196603611	4.0909665327571725	0.005623496580552438
3.9759972956955303	2.571549147299398	2.2338682401103576	0.024656207718264232
2.661685782244239	2.60353330735624	2.7525739272217207	0.010737564830182712
2.0819217382275905	2.5219595473730685	2.2515534284757663	0.012958415633927993
1.7790414967704657	2.88815106035554	4.6124044716638535	0.0023041011496730372
2.510364920597606	1.975998389991962	3.0061229470146285	0.011187342381242232
3.258492734031954	1.9489515497307943	3.363264964451045	0.011762067939683398
1.1642995833076042	2.1910241626393194	1.233180472568804	0.0278070189547818
3.0882367164840363	2.445494911123378	3.5596091401731367	0.00793102516865508
4.189453403553121	4.266636847549986	4.347464936357925	0.004134182504605385
4.428694397127401	3.617690817363773	4.975063011532861	0.003935838139620459
1.0113979495866086	4.68410545030974	3.0523105555504952	0.001844285297818852
2.250849014794228	1.595935589413762	4.499443470233052	0.005543748766465836
2.4790817920866157	3.0943898701250707	3.8196007414456816	0.004369885150576671
2.9217745897893	1.2563119525236024	1.1100335561617127	0.15019903305413546
1.9318768118800784	2.0131001422307397	2.742741845718102	0.010151595885926262
2.542731314777915	3.2797534615054382	4.9688445312068685	0.0024988408189045505
4.5261964299326936	3.0392171572299063	3.601247669880483	0.009138098202246977
4.0995342851101135	4.3654611191420445	1.0185926406064858	0.0720266914981214
4.776313373236933	4.7461930746493	4.234209398068764	0.004466762734357569
1.586658155731847	2.5191969636243967	4.442477113282207	0.0025395746426741922
2.7806834170964003	3.5212880284387533	1.5592330042585518	0.025847473269232348
3.786383996596153	4.616049819388975	4.23796402489123	0.0036343753060499202
4.881694606143472	1.3624106144350965	2.3647797816342817	0.0509883921336837
3.3935311927821687	3.4398771888125954	4.76891062919349	0.003451919637073509
1.3634965554248375	3.811210194816187	1.035415347504371	0.026555353282612836
4.273966857236706	3.2193555431377217	2.8334506796647654	0.01315894369166052
4.296328372518936	3.2036776783486367	3.1989938196647816	0.010428263254426456
3.867824403790826	2.745282145018744	4.162743127604149	0.006470095257749876
1.0360891062461586	4.414295023477335	1.5599500423222268	0.007675461677809264
4.902644745994671	2.6591260430918244	3.552820038458808	0.011623454445228613
1.6779961943649375	4.847907403572828	1.8321467460649308	0.008205523246884842
3.2013726078444185	2.272794370076424	4.6864689026773565	0.0051035777632841344
1.2004662135557151	2.788584695264204	4.7273910951846165	0.0015328976996551663
1.0674921783838816	3.7537285501198494	4.061132139910375	0.00137213781313132
3.438087739630862	4.450633170129295	3.278910917355266	0.005717761759218836
2.2778911415191048	3.910133064549877	2.1884641974396204	0.009679494390518522
2.33425568226076	1.4874761546154731	1.7271724065525706	0.04186172941233897
2.8293924616626778	4.823167865154368	3.8621156226154287	0.003129683411551109
4.127937288296192	3.990153835446317	3.3220016567302686	0.007459915320921811
3.9540863315490697	1.9136328765738533	4.428964731429338	0.008382493314237129
1.985827088448186	3.3818897159898516	4.832044750520998	0.0020012909433993037
3.613556884938365	3.6847373282762383	3.7703755517319215	0.0054897084008862
3.9560471581357746	2.473610342640047	1.3416109901468212	0.07070776231190465
2.9983824748499908	3.1101604293728142	3.7156565108114123	0.005556780686718738
2.5689283279834263	1.0169568978514525	3.883436161338	0.013329296749585828
3.3344686824220418	3.961596059788042	3.1626444487361245	0.006696468759298875
3.733163483371197	2.8414589027915755	2.9148148125912474	0.012305629361329824
2.715497344753937	1.8217958441100868	3.315018320275032	0.010793640416509407
2.167557480813618	2.570749412588938	1.7583339606419703	0.02170192636521161
1.2634708193241695	3.427679613030299	2.1839861913138714	0.006149720166980325
4.924561991357595	2.798876667507918	1.012071736042112	0.13669460990765994
3.0818215533825555	3.2354727034392665	2.852848999298488	0.00931327257220665
3.4395837630479607	2.173921272565955	3.2097725221432585	0.01222091445483099
1.8081874772652176	2.3540731992100468	1.6871804323485722	0.0214728935147499
1.375913135338779	2.3457978281400576	1.3485733017552677	0.025665011180907995
1.5926712781513728	3.3776910758211005	1.174296152918035	0.027210785668927
4.233328124553289	2.896308711152612	1.6413359276186592	0.04317499196340605
4.871128566077134	1.9118570770724093	3.2728998991044342	0.018927744277968568
2.3201172280069207	4.045062315257568	4.669863661866216	0.0020929865897373607
4.105950308332869	1.2073983819961065	2.060873945508952	0.0637162750073938
2.2502207605464557	1.1408837530676172	3.4485744891689176	0.013197590392771559
3.5720978262615968	1.0374077137599431	1.3509737834610722	0.15013092639720654
1.8128886213968527	2.3356436708335466	3.0779917945778843	0.006519582070408665
4.8458013379612135	1.6146388096628383	2.3599280706222654	0.042882769164391495
4.160407315220501	2.424056707983072	1.9870241322528237	0.03459210007142044
2.5059435680011783	1.9626459428787824	4.065464972164024	0.006147506757051364
4.756588995523278	3.3124227610166903	1.5181873371882468	0.04957803081059197
4.655456692597166	4.530240985582648	4.214454740917551	0.004604138012760123
3.9247937200420027	2.310729467600151	4.478315142496498	0.006739513774828378
4.825261194367343	2.1433312002430376	2.5684303874951158	0.027157267991136914
1.186215949076873	3.2110820399137774	3.2455956882610866	0.00279070324886148
4.140501010725866	3.083022639472825	1.6999377844990582	0.036982840371735055
1.984898587008853	3.659431938882596	1.8454750941811382	0.012673553641431638
1.7069951321235846	4.953246402980578	1.5241596338597536	0.011805151767932398
1.2439238029106985	4.9712306521748015	1.1052612631553758	0.01630009373893123
2.9740933989969256	2.244235748043097	4.292347441055456	0.005723827361900961
2.508209121506409	1.6024659952495002	1.0948807116903585	0.1039038037168252
3.1865738375239436	4.769568522019875	3.744265187287143	0.003792292521642162
3.636638492469449	3.8431123167965207	2.0985062571031268	0.01709962763316521
2.784267524252817	4.693454039332987	2.114115612184903	0.010562119131186728
2.3204315028924887	1.991819068317524	4.517009648453193	0.0045436719365045146
2.3831964047999303	3.1594779467282463	2.7099551508121906	0.008173544582172594
4.09020719615696	3.2348857117238325	2.3385926803237043	0.018397860888226567
1.0881948792013794	1.3888603801133952	3.8770938410891542	0.004147874419512389
1.4261192414998116	3.2965248533463187	3.1752697666050453	0.003414509808536729
3.2524337365847744	4.956251389337806	2.4741420172033157	0.008530922906396404
3.2119504039076383	3.9081101742863362	1.5049227157077207	0.028877777969374793
3.3379383825800226	1.8416474579332407	1.3941225764855218	0.07420959015479536
3.8049138617214986	2.3885929910042494	1.7545348576268642	0.0411783376214756
4.013671164791285	3.156629407064826	1.8063878387062744	0.031008897451014563
4.374669439034167	2.4762092750322937	3.8700336503279713	0.00938682129005695
1.0409173641397742	2.5159636528547304	3.7671625619510944	0.002319921574315353
1.9177024149692228	4.628703954805389	2.3086686287556666	0.0061856984301045725
1.0802426026436265	3.0308635804178587	3.0985837297532086	0.002954054990646404
3.4512997264384686	2.216862508580915	1.7855956702790663	0.038856869246771744
3.6350465091041326	1.3408106840024858	4.549518124400118	0.010423218620651802
1.407328682778244	1.1308923451742654	3.306508211866291	0.00905785156478547
4.1973536378545395	1.2067166093144932	1.1069875951280357	0.22587850169827564
3.728244378707824	1.110429990616106	2.9515298426824046	0.03066966042991512
2.803181778910665	3.4098092525185817	2.6556931181283683	0.009275888856298532
4.235748206530243	2.58433363351728	3.639130337689767	0.00984864472316145
1.7687971237648057	1.7908753656400234	3.2668543518393736	0.007364499750535007
2.044127833836164	1.3252853718620567	4.576311173443808	0.005860810626947799
1.0667348823892926	1.2181603714232887	1.0780606914022943	0.059959188137944076
4.678763974883255	3.440247987525409	2.7356695471437225	0.014461197314258125
2.8016036716066783	1.1253491133488955	4.1019249469657435	0.011774274083328493
2.8200110667648133	3.907277006958712	4.6276521316365935	0.0026819170250026213
3.3304044126190155	2.6095767210271834	2.4913196640688233	0.01636281905529963
3.9482552025653614	3.957241354066413	3.150066727641754	0.008001350706481237
4.326167988825663	2.342603582478425	1.1111843767547795	0.11902068875740235
4.383662270535588	3.5242122471205604	3.754630896574162	0.007021512416874025
4.788785582806499	2.8244847464234613	3.0309997040716268	0.014686033224003732
4.8052199247565115	2.88567306100346	3.1341820474040984	0.01348987243165736
3.0646729764987097	2.6400855340281826	3.9213805651310834	0.0060072857856445176
3.6480577094943953	1.066998926193242	2.7039542670964773	0.0372125275872526
2.680224102759853	2.6096453031860203	3.169877688597088	0.008133823631074625
1.4579183417551975	3.911698649188055	3.470527976970237	0.00246244674135288
1.3613077557232662	3.8156109664736455	3.7563459257386267	0.0020121076226822594
4.517801910552002	4.330481349491727	3.3601762719924104	0.007352872355827165
2.8178170953324897	3.4192784154911124	2.9540041207090453	0.007515299230780631
2.917252386952173	2.9941365958909065	3.5935366758376004	0.0060041062232818404
1.1899117805042243	2.666605411005083	1.7308285405440138	0.01185326648596813
2.586142040113727	3.655933654242149	2.797008970281256	0.007195425583184314
1.6447194519112855	1.7140092797191642	1.4417154924438251	0.03673750559477237
2.9929407625058366	4.627956819952546	2.842701464734968	0.00636848972417445
1.820544968867814	4.4527425916524574	4.298094708801869	0.0017612134568514817
2.3663257803206608	3.2415305723777235	3.4231761082903644	0.00495742399461045
2.0508240796956243	3.960637111157089	4.438840145629201	0.0020912910609878306
2.861391917730713	4.4405365101801655	2.3464291085465474	0.009313590986485005
4.528898088136773	4.345898417092736	4.629376635697799	0.0038695287916310586
3.9828738417968927	4.189912351252234	2.817882237139428	0.009526559171987008
3.7397228590475	2.3058700255875517	4.573791022970199	0.006169388158690811
4.296504205639293	2.467172717716738	3.9465400575366605	0.008897598259086306
4.5211170911629095	4.432992757371373	3.0624875445110202	0.008653468298049286
2.8371742255272387	3.789286804450276	2.3993585192032203	0.01034971454126723
1.9599037619846664	3.255240984848076	3.8884733228883457	0.0031687172645461412
3.8638005578255976	3.686039854958503	3.5927235075015296	0.0064624503415654936
3.39415762289232	4.843647480671498	1.4817360613230646	0.025398490961180718
2.3292959257350354	1.0730773983512671	3.0920138621458246	0.018067617626155108
3.64962230902614	1.0246044087049988	1.389290816585973	0.1468572895450434
4.0226460817305965	1.2832365952740603	2.93102180783971	0.029037359708282088
2.3283150774421206	2.803330454557394	1.8143918332606772	0.020076843172086096
1.5451246397422669	3.9283784919443914	1.3548944852129337	0.017050196142037403
4.7458981634698905	1.6203628442592652	4.166835106731051	0.013424052618863562
4.5024565710739335	4.1567338925572646	3.1127260660306777	0.008896222593788444
3.633034471693548	4.3268179990442155	2.5078106721254896	0.010624329578872077
3.949755808038283	4.4091760788607095	3.5479039555606664	0.005663165198930823
4.0746455735495335	2.8265141598829597	4.856574463284421	0.004863721567015453
