epsilon	c	Ef	r	omega	omega_0	target
1.9714168429858023	1.2684983483982086	1.7309818167499254	1.7818394808834446	1.4570762238672017	3.5688410977112177	3.9873689949737985
1.1051686371566225	1.4718490828657225	1.4916136355856249	1.4987227111149264	1.1802543242690409	3.7052274821361113	0.4342199556538035
1.0281931051737714	1.0549390196662936	1.1502428245772207	1.0180550130704693	1.9666826506746424	3.1523640550082384	2.530085262310808
1.7588395687380722	1.6833974476782894	1.2278071616738158	1.0167273776454837	1.4754282812522628	3.6689758368301715	0.7192485816148934
1.108549643807799	1.9175622528252207	1.766147748854753	1.0825118280485937	1.6596274115309435	4.244626526517363	1.0599957815905718
1.5134934076344853	1.352840417164787	1.523559915195167	1.2015465450652305	1.4784646378782256	3.5822052842652115	1.2116001897108917
1.267032564749507	1.335284606525475	1.0094771857999447	1.54449844925631	1.0135969683953807	3.7102018518416156	0.11206293435917487
1.5357315627552943	1.2890765504840271	1.4013711706698229	1.5651437294452482	1.2655352757183136	4.079546952276732	0.4523076006554091
1.2840956419996332	1.7518261989609536	1.6612398122123906	1.377857602759188	1.9126715814847504	3.0247927177035248	21.91289853057645
1.4672869049048316	1.1562432342843696	1.3657691087260824	1.7780913405048406	1.4676663696043877	4.380311578048759	0.6702522906300241
1.127039000501655	1.751096412587691	1.0677690016762624	1.246511547846835	1.8129860799506956	4.95872350301771	0.3486752606507214
1.1560162775491407	1.6995598449681115	1.0708023852070288	1.1808488536751662	1.9481715711784435	4.1663392757318585	1.0303693127789135
1.4536756721724653	1.3199728337712242	1.2878037232634876	1.9057074247431247	1.0182681977040318	4.410712232088632	0.15343333137436474
1.759091705450941	1.7474633545566678	1.6068816585716124	1.6290085528960558	1.5976542331031514	3.6869683872685717	4.715148874624258
1.4983811144601378	1.4313470865533326	1.6805095505774452	1.7818433727648633	1.459920535803834	3.2198617969779537	5.394436646729918
1.207452110000423	1.7920154169606684	1.5116768280891617	1.8798934708452804	1.5835796750564302	4.911085657355666	0.9855827393837158
1.1218286926674947	1.8698015615863168	1.894826277211341	1.8652901452687112	1.515351157370587	3.2360950106160464	8.657875175573393
1.7549761997724098	1.6036275422581467	1.8755007224193696	1.3338016933811114	1.8208372638856392	3.939173782525131	5.446635840234249
1.0977960304771963	1.2633977820417734	1.126493222771292	1.583520102127145	1.6169637578705696	4.899508325659891	0.2761909898893464
1.1971666127965903	1.7004324066774532	1.072600127251817	1.660977432490616	1.8793931022388717	3.094423136294689	9.245337011665614
1.1813236439994794	1.5187002359106707	1.0495682472780632	1.659851664803576	1.3560727025593284	4.165499169610065	0.32052402428781746
1.5930418255244692	1.3280668307932475	1.384024089101361	1.995993443675504	1.1830757291386624	3.796561054286608	0.7822686970754326
1.277757638525044	1.692249587623711	1.7367084412416542	1.5175905020240483	1.474243617244584	3.4916688308675914	2.9610692298714527
1.1301213611677658	1.7272707888394534	1.5873084042484302	1.4760510192954686	1.5312481447966901	4.245032092608181	1.0042335922798329
1.5938602964131965	1.4633150886055608	1.8296589643406824	1.2409527868732169	1.2517474769502184	4.709550737094151	0.2910128521768417
1.7766684876151888	1.7039550536548995	1.6133100716601407	1.1360505308277775	1.844309012392101	4.0928479747159425	2.76541927753111
1.350337770744367	1.8474877361878093	1.825953980694495	1.6627142231856462	1.2516336079802328	3.1789819139880335	3.2418117370505937
1.5824493249136475	1.7766282003047078	1.3171819472493704	1.3466809578479442	1.5079127509888457	4.837622406109607	0.42913265597104944
1.455662522916484	1.9009898113314616	1.3339863815149835	1.7783346131966984	1.5950642214630288	3.877806048220073	2.7053760972538585
1.917952375101819	1.4787292738303783	1.3170883076127282	1.4642832080498067	1.7589518147702792	4.9356986502906315	0.9351683400025691
1.876954403925414	1.5104102493678684	1.5918943122976286	1.7988975783222747	1.4048454649319733	3.569948766443317	3.269529942483853
1.1099448740073874	1.8966656919461025	1.3990651659944526	1.9549724320287485	1.3861000076845889	4.360878790096754	0.8331586230795205
1.5818325817287566	1.4644457450760089	1.5703385638711254	1.3176936660481045	1.5348801151029008	3.6706116273342615	1.865601684178425
1.1991283227253329	1.7320689773694955	1.1880520698994947	1.1932620378381713	1.3982364881791771	3.8687311146821943	0.3947257479084636
1.5960975949159517	1.486472809372947	1.5821763496157135	1.2835843377126253	1.6742060461907282	4.213830071689597	1.4401888905582156
1.293731393778394	1.632480934133267	1.4510204616363462	1.7223072712667515	1.3266894763651915	3.1327164267485528	2.638905645015064
1.2703584553010754	1.732041824149697	1.5785459741435823	1.9226473147538408	1.3378750279426659	3.3974819068434643	2.8594010373641767
1.2666808207517204	1.5158250948115537	1.3987737601774133	1.3825962589332632	1.6834618952401854	4.098719946269417	1.2387771895623714
1.0894621135042288	1.1053628042583568	1.3851016459761332	1.378824833377707	1.0391188512414695	3.4472982196396185	0.18376847652118972
1.1485922749673465	1.2375966885274776	1.0247853300484002	1.8551876407767265	1.9947670480203563	4.941956682552068	0.8153027486140632
1.0461235246099854	1.7515280916788112	1.0285976785625466	1.3309743590209575	1.151659544455763	3.7828470203239326	0.1501151547604671
1.6961740872793099	1.0468029621903652	1.4732133085998564	1.6687753750621688	1.4666722951274949	3.963888760401392	1.1310494188200708
1.1665712930356966	1.7638987614229975	1.4459772287115102	1.369811772333002	1.6234184888984655	4.453763270409533	0.7938840196216682
1.188916989409374	1.2604054937634266	1.6232516501095446	1.8822313174143992	1.0776104969177798	3.995245974536481	0.3607016813753232
1.7987628052693534	1.9709317379265867	1.2980315180271784	1.2128434145047755	1.5967449477403943	3.3645324875084315	3.11034865694419
1.7232874020100761	1.4996834559061962	1.642833284742889	1.5607240608844901	1.032855058072366	4.149577270500426	0.3104410986248425
1.6023156581194715	1.301528892236426	1.9330427564286448	1.3982853858883717	1.5196992286637458	4.4174091173055015	1.1501007181764171
1.5268853401503837	1.2474717946672145	1.8423748349636104	1.5513023707399904	1.5930791997936629	4.691568455131796	1.1070373650667855
1.5003700566603348	1.3843198664004843	1.062783199671706	1.8411286731850838	1.2031250285226718	3.7766095562163176	0.4249801294389087
1.8667944281599684	1.466269332378742	1.2520771871073475	1.286489438779366	1.0811597237017765	4.670871600006117	0.09533915062305072
1.203001389629645	1.7085626511496983	1.1196683151041364	1.5112826136749016	1.0453892035275216	4.060914098977576	0.12417346127131428
1.2566429833491108	1.2028316578531038	1.1534139695249983	1.4088907252921237	1.91185902596154	4.3914182895604155	0.9144754536155992
1.2382314161489807	1.7871316556005132	1.7270113792041677	1.0053035081701382	1.3296179434645905	4.091084824165704	0.3897161225290119
1.9074726767375716	1.376591663806563	1.7668752724713368	1.338037106054036	1.2137419833301182	3.9951597382399457	0.635595620533904
1.8630870975238984	1.6367958565696816	1.47235882786225	1.3370019590904294	1.3150446432009952	4.809330765017432	0.3232430176407752
1.8117581644217189	1.9994900526976165	1.3238839524893375	1.669970965272474	1.3373085089755072	3.5576086336993877	2.008344153356456
1.681780902167331	1.46493705946007	1.5161760910605104	1.0361717237476529	1.8002044119333371	3.608807576051309	2.7951465233959727
1.820525609829256	1.7402370551643918	1.9235570547776881	1.4646078350178902	1.5970511702135637	3.1971390321109894	11.64404322433866
1.0047463130696377	1.836719938240265	1.3496430541689897	1.656034000373911	1.2891210201123906	4.0375735623187206	0.4975617650262169
1.1375608942735165	1.5679000509382377	1.1604249709704042	1.6376517589113384	1.6098891620435365	3.689287285751836	1.4926250676142965
1.8415524478050536	1.9056535731496256	1.5986019601779793	1.4987334019223293	1.0955537423132604	3.662188040844379	0.815175529301537
1.2077263906850058	1.2154894533205154	1.923790399386716	1.1948543100563425	1.3817012048917316	3.3627971280545403	1.3403515338976808
1.3448569475453342	1.9331772439508836	1.1973724909895544	1.2061263060202243	1.9348370435048132	4.6263832874653135	1.0206695181486425
1.4058580591833607	1.9718169889964057	1.5182439933311558	1.6724655762763387	1.6418960755626448	4.607468633303192	1.5841197785060104
1.1402955926177099	1.1666625109187072	1.9557435724522465	1.6287534334604623	1.8233342200896907	3.324768080347821	10.46030125237994
1.6001962550419149	1.7369856366836811	1.269957569908427	1.3168340917046268	1.1580007353026822	4.669044736885166	0.13988289549782518
1.7687161981063002	1.2206177707917674	1.7448832427698329	1.3771723860713283	1.7440834670133714	3.6090647537950775	4.847718283270672
1.7811387576446531	1.4465741271423511	1.0002849514027203	1.758313530226233	1.5183097700837984	3.5213558985688835	1.7410985555871097
1.8313500279829684	1.4625863858601944	1.4159044080199197	1.756026750854798	1.016852567130896	4.225067946349961	0.2622018070551506
1.609972593744134	1.1333825384231269	1.232771074988943	1.3076917606968932	1.1445649344445596	4.477835219206668	0.09705913966334254
1.550003573992124	1.7039640686661122	1.4258059211891063	1.7962416644991208	1.3385752553178998	4.562726056989861	0.6435421514113071
1.3335764595010455	1.825132885557984	1.6917045731924174	1.3220019886498982	1.0544460702429592	4.316589669441521	0.20534755696268908
1.9334600486856344	1.676029442212455	1.3714540597960914	1.8313919752801364	1.325940279625833	3.6381217790198432	2.0091307712114133
1.4163750333657932	1.5527040723967929	1.219590805307886	1.6210412016241718	1.4716022119199603	4.4176927865420135	0.5609380163250683
1.7306489492292738	1.9095895750856893	1.6648070496877383	1.327674515368776	1.8156085955948489	3.268495826848905	13.469294876211189
1.4854841460859218	1.711090632782653	1.363261787282395	1.5197783059688104	1.897506147950314	3.258850412352736	12.02429442451112
1.5558366748775574	1.9864682174516517	1.2126824676371526	1.2001799565856408	1.4243325605198047	3.3077972921757417	1.4208181294782367
1.2267852026286523	1.3446578246235141	1.1931071611108002	1.2711079029497419	1.7935199473749233	4.300003018836073	0.7049382124036152
1.5509288274313402	1.2881604037616858	1.1926896883446432	1.6723383037971349	1.5247019257759389	4.8056420449518535	0.41710192648277616
1.7779579648327224	1.3622138626609417	1.2085025268314111	1.9421361204559775	1.2255998557811911	4.4915279553276575	0.3616892606297092
1.0492208214111636	1.2692657962122436	1.7112820839195464	1.614327806977196	1.596820558194896	3.30080574817626	3.974260118476256
1.1954590843901585	1.8331810204238657	1.0002070686769584	1.2193778646990543	1.652318369202292	3.6546149417096814	0.9013967483688362
1.1867622261053945	1.917631541806316	1.960383337458092	1.6381213657690243	1.9686666532673052	4.045724341428487	9.462370502079033
1.4977884154775558	1.402726220348594	1.9107932043854472	1.3336045617890289	1.1636633298688703	4.540813509766082	0.2823387693428918
1.0035579406906705	1.4075435055570569	1.0102724296367924	1.4759721831691106	1.275562431901613	4.372164133003214	0.11387151402265575
1.1987534391413073	1.1684080420665397	1.7231362338484266	1.2386255337720506	1.3636061470409446	3.6370097575657248	0.7149703215779083
1.6200518486004412	1.33849947699712	1.8195320418666976	1.075006857702193	1.9437916929566896	4.027392361295877	3.204989488239661
1.2332379541180276	1.6901260398616549	1.9418723013228547	1.94697910434674	1.4725740175127848	3.2421801803058754	8.430545512678416
1.4517176230061464	1.2236028096847351	1.600565233452327	1.2597988495429142	1.4874880448038978	3.8139212206291218	0.973667114963952
1.5147771024336094	1.7411215397018889	1.6915111523996658	1.278997654630687	1.192562938407364	3.547943164341485	0.8388985063162664
1.5010597863076276	1.6890209878355569	1.5824108364593217	1.5128589052777803	1.9499396911056208	4.3528567252282	3.8361678495772815
1.5152735524576415	1.829495376288768	1.757408014621121	1.5874811655675625	1.7272300436536925	4.291223620848593	3.378083361603936
1.84615592698938	1.7600426620977043	1.4718015000138085	1.3044904364348409	1.7162417227018811	3.10161500996064	9.770862594759011
1.71638193704947	1.8930123948421091	1.012845603325742	1.3218598744286392	1.9470380017262532	3.7586594532913487	3.2813961189677334
1.0491319909695986	1.2540494135617788	1.985508075763959	1.1369725671306998	1.1322100926250165	3.002429814722652	0.7718343724037645
1.591857590050801	1.7147965707797208	1.5602271470561453	1.764374404769717	1.918062420178725	3.045169412455607	37.47607685715688
1.041444817001445	1.4801087749699424	1.985671761132347	1.7662008280278192	1.9058132586338568	3.166212606093654	25.636321564670272
1.0522501091107734	1.1287042840090655	1.067209614263311	1.79528358255198	1.5409491770434902	4.083606376187103	0.5034479231083284
1.6337701002493077	1.3944734634064249	1.4782615391121832	1.4092080395598654	1.5612482600932611	3.9277524442410794	1.458241085501391
1.9822382456582857	1.7589416253025267	1.1365985451082	1.8554179460947096	1.4241441804412571	4.457814868898477	0.8391286680905117
1.5604254223006495	1.7672424287048212	1.7054746282214306	1.6216972923826587	1.7345166304438535	3.4129305954653675	10.714940503365405
1.5072978030510944	1.7937588202686938	1.0595301497316512	1.209988572365461	1.8428410831759408	3.5464044454081547	2.5469470764401803
1.7482995173447666	1.7097654800263364	1.0368577540010515	1.1451872802450458	1.343653488268761	4.741370225621539	0.13461164419007068
1.1166882813923842	1.9723082461120152	1.6616157747412041	1.9543526045180168	1.1013700698116993	3.4471165532004	1.2574754200653817
1.2132770497380478	1.503138792199738	1.8416741377143648	1.5041590813608892	1.0117957976830727	3.621407414149695	0.4202597790527541
1.732572388799769	1.0831520541232351	1.9185288434650316	1.9307910774039447	1.0481136329605392	3.4496419658821527	1.1156886181124122
1.3758292440370423	1.777503845799676	1.1127802621810536	1.9012703598158245	1.5579948065132194	4.1448888449670696	1.2413321333706389
1.0829806861771714	1.4717179279114692	1.4280232399385258	1.1417700971380844	1.999423583868357	3.0826706321936443	9.359239697492518
1.909805563807275	1.1154281210077397	1.1105460458731626	1.4394605822795783	1.0894281191480877	4.383133700139745	0.0988633825468029
1.6144647399345744	1.802333999953168	1.554982977830595	1.3917034122882692	1.9058321144308261	4.090840398330248	4.38640608499373
1.4706451417326656	1.66290078757088	1.5418056747358708	1.5717532492126458	1.6850820963409303	4.344572688002598	1.886224139106773
1.523271998287477	1.7611991911857108	1.1554525356078034	1.7031761583029636	1.6777945961428908	3.5482906315910285	3.6089968953937253
1.693414671881799	1.441715567176896	1.3337399771910432	1.0432239780987036	1.8426219256420764	3.936114751404496	1.5594273553583258
1.3474861216600502	1.51698728254261	1.952820483415261	1.1250119310675777	1.9585681775930823	3.077629201360203	19.145887427486194
1.4154656289019287	1.1713998083279211	1.9268061435586883	1.9058819369030604	1.974809058744913	3.5507162039651723	18.786815691649622
1.7204933775448903	1.7274065517024526	1.8714992476653376	1.3460066224101326	1.5442581358833103	4.983338755107164	0.8914522986866376
1.2038963518939805	1.0217738519553718	1.6502420341378654	1.4466903429456646	1.6743243625418092	3.8149693483377467	1.6715335580781268
1.2467043299216636	1.8940065390746803	1.3175812653806802	1.814142139265904	1.526658326584283	3.5377251151994247	2.95932218928559
1.722177125563635	1.5104671893439654	1.4490661416602009	1.008565372409369	1.2080178841734193	3.813557787782265	0.28952110052446506
1.0497473768275714	1.6745931669209777	1.9989368307164919	1.2470784168516245	1.2906163289370354	3.2176233328242105	1.6821953687664009
1.6231850273862376	1.0248875718521415	1.07477291301368	1.2064732934357063	1.45844213970424	3.470826458194198	0.538730688117406
1.445117347780169	1.3660360844325194	1.8123346869963	1.199230242761366	1.1341899366904733	3.241059622708464	0.760672989243519
1.2211320423422998	1.5667660355379458	1.109252228603927	1.1039915806350962	1.9746399808438655	4.79366001361818	0.5019306396484221
1.963431498927381	1.5967885152337746	1.4902133571001688	1.873912893733693	1.906108476708756	3.8365665097167656	10.999899373337277
1.1153541034917045	1.4657164170984247	1.5349857357836312	1.1702403651266164	1.9505094037913528	3.7226216488509616	3.16427540825218
1.323093108680678	1.4739142338529667	1.074233223695976	1.410989654674064	1.2883387921139096	4.951074331819465	0.09899602904518807
1.441411613401912	1.383006304331372	1.1032713796994271	1.3892856240609053	1.6762112206712905	4.217941516422576	0.6900202651030846
1.6683627743021248	1.9081544038593177	1.3367475760814629	1.1692614128155372	1.6334653203395848	3.6479231944102724	2.048998879629012
1.039494989729299	1.1648662053121897	1.7520774188031267	1.8943484136907731	1.0296882228537108	3.6781851537278953	0.40400602746971503
1.7756500455745496	1.2095927284591486	1.7670089398278532	1.277114759494681	1.222782213997482	4.827789281959461	0.21528506972293665
1.0563042186222518	1.5686274648694472	1.9315427666209362	1.8710191725673624	1.1045157113995296	3.482559023397417	1.1338066765501094
1.5138267481967385	1.6405113330777918	1.1009180111821748	1.861629774666211	1.8040774266716093	4.7493498261591265	1.2424341913550514
1.2174739290639025	1.074123685351049	1.8494560814055152	1.2059822384377084	1.630936550713464	3.67691263988277	1.6348670708459163
1.037866476511358	1.3652862915736823	1.7995356794884354	1.5205258223675795	1.7101053522643668	4.242211479001663	1.6730846854460375
1.5587046304751833	1.835867812109144	1.3944155485188658	1.3522860946327613	1.6547403567134404	3.2209297122794225	5.4799641877760585
1.4292639232690898	1.3888013473215295	1.892083295125828	1.9777094617769	1.3959062391557309	3.3721389685220404	4.978686094706415
1.7387908891816646	1.7537513888179603	1.9122957662491145	1.3644142544732698	1.1161573857359386	4.448505314375142	0.3924912658963816
1.27040138458424	1.008899797254526	1.6235175207071055	1.2080406526713168	1.07822496803427	3.0739352130358206	0.40648921388710296
1.405811999784781	1.9666399708904077	1.2572962209246992	1.1184538298902762	1.8054084332090168	3.0906139896868963	6.145000763236593
1.6907200913834963	1.412003608305342	1.460431299724943	1.1624294107251016	1.1860474484227057	3.6769677816459763	0.3886591458808048
1.1357668724370578	1.2499057471403856	1.3962837166516922	1.8070685870555907	1.213409716244621	4.154577516812688	0.3292448646658786
1.2605213666592636	1.3309968619995125	1.9044952347657595	1.8803989383255968	1.1386843395744437	3.3707501175449064	1.4956531266763349
1.4315093039320481	1.5907253120630334	1.6080033297077714	1.8891694604079263	1.502569069939976	4.067558791705388	2.1980111328691017
1.7521944275736483	1.9005795749658163	1.5086736918107575	1.819507175858488	1.3409262670092152	3.9898517688616497	1.7043314027280618
1.5844181803128978	1.0140847098638868	1.3726928865876222	1.4502497912993728	1.3161406287791098	3.387991254336532	0.8425552214255433
1.3348696297677258	1.8758460570637447	1.7448107956235428	1.8518784319213373	1.97914187773978	3.630442939043167	19.581233156538502
1.182730349624872	1.5285706997333286	1.9207106255223323	1.2232787245454055	1.8816207016628383	4.157147034287869	2.7752528093411595
1.8409956902678128	1.7280322434989777	1.8318538875865638	1.4848683586048423	1.1664975486935625	4.4325617277756555	0.5458917764270461
1.7008769618702626	1.5726018916341151	1.8232029707715305	1.3897889048054806	1.2880099960276326	3.208506173708285	2.6548851767713506
1.003184076597508	1.5923552777670993	1.143624445017533	1.3956741187711614	1.0458396946871351	3.4693421280929715	0.1703206079954286
1.1702837362965912	1.8278796523601144	1.3920239036031568	1.6833354340205866	1.4909143384930363	4.0191769796192425	1.2525956302561003
1.2740345709790457	1.6690209018402673	1.0290230884675684	1.550561500135078	1.1082828523236803	4.181441470826966	0.1294572128157053
1.7317482190863616	1.4150048133870934	1.5984636454977244	1.496810660120019	1.6055021583893898	3.97557684853917	2.231278120782453
1.2593125961312277	1.6654346126334236	1.5817171156935306	1.827798799096365	1.8380453245222943	4.170298448575601	4.268036246009624
1.6158713119743542	1.8673613796387327	1.9495742432738816	1.7466547705143651	1.978785527834764	3.2304719144485117	52.85300208730846
1.0192315767124915	1.9823154862240189	1.5061914495771136	1.1629640383488509	1.1147240581483058	3.1977389892261536	0.4968910077409574
1.176455538179746	1.044860549828288	1.4633696290908231	1.7782442151188538	1.8992571045696691	4.857976307045284	1.1350187609084952
1.081510856711542	1.6114424915148815	1.3289605853357542	1.7974951275772169	1.040728125849748	3.826386007420792	0.26585479563120895
1.1087808197704063	1.0364513646023958	1.7030048651044405	1.643318277341184	1.6906256749339763	4.9287121314004585	0.6704127423867954
1.2487679992093164	1.3320045780712408	1.4191639989492155	1.3065628539671073	1.3273089306845005	3.1809249105581268	1.0647252160131109
1.0606464965825202	1.4978514113853656	1.5698932068849858	1.7634261959509954	1.843573648348371	3.7944548016685378	4.869771853411041
1.2894178619666992	1.5824973510270235	1.2966415133027076	1.4740125149054633	1.8296043800914168	4.183028306573252	1.7472963023955133
1.0926933718015308	1.4245002745425381	1.2296641466779017	1.525814179001261	1.405057843197664	3.226737670083217	1.2564920058865776
