h	E_n	d	target
1.1376095127765256	2.5559233649010245	1.778534805582353	0.002027328530442424
2.029303348231616	3.019774891536402	3.2789058617769467	0.0016064667658671251
2.0127787238642334	3.471920701636632	2.200034221971444	0.003053329428643907
2.375461703110185	4.730398090800559	3.0026456472681136	0.0016757162378463672
1.3688709467236615	4.168696353125794	2.692777409076646	0.0007851165042976914
2.2609194373929324	3.949304922808712	4.75965069551336	0.0007236184191442407
3.2831829496838223	2.307829950164085	1.6173336303313843	0.02261504183247108
4.2919320920625985	2.1301679449990494	4.687165907353087	0.004985187001671056
4.2491269333506585	4.558437614192719	3.256259024026756	0.004731030778841524
2.5870651762055865	4.197084462558831	3.0159529629189734	0.002220384417323686
2.0681326364303194	4.972933365509132	2.4078083323946133	0.0018789299011654262
1.7097935588310371	2.506883565748687	4.839194300577818	0.0006306920224353016
1.1900691452658665	4.231726881473372	4.425398724953197	0.00021643735377401346
1.0246385082706442	3.0366404287623965	4.2314422143419055	0.00024455774221436555
1.082744159725749	2.8531314724058108	2.030197888574208	0.0012625931806476895
1.220911588102366	4.3430414876868335	2.4946846025859166	0.0006984791200120345
1.2112254696941762	3.272268879109704	1.4395349248052924	0.002740102842121996
2.9818467775356248	1.6717354728992406	3.3213919115144432	0.006106229304339575
2.795509252838834	3.619042522794704	1.3467024793038669	0.015079784333670897
1.573299542350327	4.707062812891398	2.3511429761434792	0.001204827929893308
1.4430722221704864	2.0259051648905624	4.169204620881136	0.0007489638721385277
1.969566634557384	1.037287600672229	4.708363443770962	0.002136547141971068
3.2031082622587004	1.88099358390654	4.378230063172245	0.0036038692928079892
1.6865483543858508	1.2281361980376422	2.9536349718040933	0.0033623869157633807
1.230437444973262	2.4674975771086487	3.0203121421344186	0.0008518614279917119
1.3262260586083494	2.5662579495330697	2.2445339815974017	0.001723029464469362
3.080362889186666	3.5957657060528816	4.917780656783458	0.0013819245680852315
4.7017010535781765	1.186953430116127	1.0033281436600148	0.23431528676019564
4.780429353275129	3.926260547844192	1.3651503862874017	0.039555234881664125
2.6646596917644287	2.8419710173701365	2.206142594827265	0.006501401217004089
1.4711098721343725	1.3725637729909916	1.6974534511673918	0.0069306219261889325
1.9617006000716728	3.5279346748729306	2.556449213375831	0.0021138825015596732
3.915997201334406	1.0194622485286802	3.8079420682912177	0.013138421774174158
2.1820660977362736	4.601294762536682	1.508092109118039	0.005762491273544241
1.3854708859981808	4.892059778548099	1.256941533388494	0.003145452755717708
3.7556800219320716	3.4510068948433896	1.340210219867355	0.02882011821283745
1.6722433462251298	2.585148447991913	3.900789486631432	0.0009003652132327992
4.710993865291725	4.140664071103656	4.488182855270173	0.0033699562460435865
3.053824696866865	2.059228933482146	3.092083961057657	0.005999171616032677
1.322514692895186	1.8365659203279343	1.0724793966296002	0.010486410204257198
4.3846856393355225	4.302941659777264	4.345586671516006	0.0029965732707978184
1.3285376994331934	2.9287804942060554	4.805334275121362	0.00033053998387329834
4.043465836680132	2.911731738899728	2.0970471300429363	0.01617149166060149
2.6301092416869034	2.1515522509432934	4.990874190997978	0.0016347550963562033
2.121551366945191	2.6816973282992542	3.156362629703337	0.002133702299902804
4.764964621458749	4.1634565801781855	3.060659464535245	0.007373022601224566
1.5329905559548451	2.492312315032045	2.9808683617535707	0.0013440058771252675
4.888428023132109	4.5356942049418745	1.1616446481374902	0.04944909628920156
4.475332682945974	4.222444412781892	2.716124144186256	0.008143249561086056
2.0848905148354606	2.7462910555084883	2.6078358820322367	0.002947607812913691
3.6995918032644703	4.770106414745966	1.994625870928424	0.009134124392137313
2.198303681542912	3.1038668225427166	1.9937711019984024	0.0049605744193453654
2.2629155188511048	3.8564356074930313	3.6794025400668704	0.0012422421395798485
1.26689955243932	3.0591078894244506	1.530430208871837	0.002837087823902333
2.4226682943012583	4.063518751355933	4.915646161040584	0.0007570676398762218
3.3768354687415294	2.448867156898143	2.8461277183926685	0.00728041394273677
4.910814776931573	4.932711897314878	2.037334473399775	0.014917874776934318
4.258913491302037	4.385811859773122	3.5133607658906976	0.004243384765775642
2.3116020729948605	2.078752750582839	1.2484338788415363	0.02088827084100749
3.5646571282216786	3.2830824155130798	2.6982207525317756	0.0067330067846937385
4.855447769212238	4.9099597980191785	1.503446568759581	0.026903879450608483
1.4110905584736302	3.733437206913141	2.779019910481413	0.0008746370529441202
1.04913214716818	1.989904147647424	2.729101178911081	0.0009405875496697676
3.0876936034019447	4.035089384581397	2.1570999855383066	0.006431095405363996
3.4113053327125025	4.273719665619087	3.9527733659139663	0.002207199522604905
2.9873790084004628	2.856847119605295	2.4558103743413167	0.006560157373923235
2.331446553014327	4.4057028524378605	3.0465747129770238	0.0016835356880848874
4.222669257145073	3.788695529188745	3.90476670541296	0.003909349619000232
2.216299583324969	1.626501097472623	3.4900503278629387	0.00314014322545445
3.5386501358159514	2.2786914479948903	4.26492471920286	0.0038262844985559397
2.6327881319771187	2.852637855221898	4.178133695238809	0.00176291260958618
1.184875261213583	1.194202406795826	4.145315835649754	0.0008664875731491205
4.5533940841860465	4.146940047739486	3.339708880023049	0.005677220549417406
1.6919882993059354	2.68924792547074	2.6549864298350823	0.0019127117458739567
2.523993658307574	2.8354772518200333	3.721303125951888	0.002054804572322818
4.606762003352843	2.3624737394633213	4.454203457001825	0.005734489063613346
3.1923964902119546	4.197030299585462	2.8031527223169768	0.003913887091132677
2.4692290379374398	3.119492446396712	4.497804768065407	0.001223623698121988
1.0799796416808602	2.5236363912110766	3.798980451333392	0.00040558371263300615
3.3994486265182	4.925246210330301	2.8771278396793365	0.0035898885684579147
4.893696757687929	1.7005138234883366	4.840263906905827	0.007613180505878386
3.8197308721883143	3.6136878199074984	4.756964289678592	0.0022597759530394953
4.636257319462778	4.880524905691486	1.2799645373303106	0.034047319306300686
1.65252490878929	1.971558215098268	3.7395060913592233	0.001254492881314114
4.7218446746075635	4.397250494353596	3.5502137032166154	0.0050949914899428225
2.881623528246245	3.6369506947657735	4.223016934140677	0.0016214430189733526
2.709016511037072	4.7014263308472435	4.6350334824813135	0.0009202338086006537
4.983005483245784	1.2756714727616107	2.8689908099622548	0.029949931941313707
4.647458892842645	3.9634834509137495	3.052319316201629	0.0074080584873295685
3.1731583613460166	3.4686061718938066	1.5787604910847457	0.014750483958404803
2.364285666194172	4.519788644197362	2.7311153632689216	0.0020999644801505987
4.837647809058426	1.7234942562276043	3.5221298615377146	0.013863030974299865
3.3550772411809198	4.94954000329848	3.8848119573151223	0.0019085804519742536
2.0869190654850067	1.9036868772025848	4.488943158881312	0.0014379300256800519
2.2605920915051083	2.232725266057713	3.2757478637236317	0.0027014594658989577
2.3656656775626006	2.753083300541304	2.4773463883085887	0.004194924835586858
4.551467499599259	3.622257070749809	4.298736017758783	0.003919695570846248
4.008390865924906	1.4350215859481854	1.9409349874476531	0.037641765421953376
1.368622091266381	2.474589583415282	4.906766612971653	0.000398183606268485
1.7561714105894586	2.4916464532426663	4.062245709063673	0.0009500036567248091
2.7023909245655675	4.20636045816404	1.3179265085481306	0.012659534658562623
1.835783660449854	3.5612082445926694	2.8358802327041315	0.0014903220489779774
4.030595801999653	2.59274845175082	2.8256146236439084	0.00993945384557913
4.993370124377844	4.033716129452768	4.422673211088615	0.0040024208420828145
4.159295487189134	4.33815750568575	3.6584709832314046	0.003773507971785687
3.8671226079003085	2.6238060378391603	3.685999606828464	0.00531304940999502
3.6650611645703015	4.444245180920881	2.6396106178748497	0.005494079984499138
4.38411089985222	4.764991151580438	2.5319032489693067	0.007969242087598277
4.482919231513704	3.9266316259823695	1.496411790359102	0.028947408726603282
1.1811926284948413	2.264859269821101	4.819161576333242	0.000335944493445159
4.103995429910922	2.3959068692560024	4.673317383124653	0.00407665086193959
4.106888285109359	2.288629351663215	1.2511220280070503	0.05962951016034036
2.506390304745541	1.5148179517187061	2.2943213630421737	0.009977890426120605
1.9085313126119632	2.5093873799064745	1.1480587308024286	0.013948031711106512
2.40717524714908	1.7888284866834263	4.449480069799684	0.002072232360899221
2.185140078374341	1.6408107280929267	4.065956041723362	0.0022293845543144607
4.78807100341826	4.046839055419017	4.656506046694094	0.003308987728407261
3.02541534219788	1.5508310833554066	3.4119552921513456	0.006421095316772156
4.774058189852413	2.9002805810793357	4.299939100957431	0.005382958847428062
4.782471890252533	1.412075517536039	4.857469268451028	0.008694349078386673
3.5595006461023666	3.003604078690396	2.5207996515442748	0.008407542554589514
3.0193519620213154	3.5656169624541163	4.841969585912255	0.0013812075652654408
3.3050552693485007	4.8282183905207985	4.603014387690216	0.0013523719359712554
2.16848854441033	1.6424370805237922	4.393225009473968	0.0018787495786955317
4.1892625977424975	3.7669999261304716	1.1989502712087352	0.04104757301453568
4.633746602605196	3.604750795622009	3.1900783277918032	0.00741304931352299
1.4572343379219426	1.9122886560382075	3.381586175881992	0.001229913851594157
1.1831613323290004	1.1551937372380872	3.929988081276393	0.0009937128614565264
4.692176018346042	2.0733609705378546	2.592779990821296	0.020005647243307258
2.2376015648341605	2.780613224743858	2.0936798680232758	0.005202530604635886
3.8457294692501116	3.5736768750152854	4.5980733458721215	0.002479137741431449
4.4372584334213485	4.5733206014374055	2.47449391594957	0.008905027937917897
1.0034917078240189	1.0920875442079852	1.02390493120785	0.011139382603300135
4.386924157351493	3.1551608164189933	1.8413156214659716	0.02278518425563841
1.1001252725737825	1.843992846902906	3.3200244794989606	0.0007541413377560372
2.277053189929491	4.410108007129359	4.5459233468597064	0.0007205484294992988
4.812123200852684	1.425834883216508	3.908062792042312	0.013467638216659292
2.9478183229499817	3.745665549779484	3.8237215661878188	0.002009602572189204
1.914614564375019	4.689122448203289	2.159642027808341	0.002122842967528425
2.1976992297195395	4.791124339431319	2.8535157335175736	0.0015680098797363595
1.8857892286679585	4.718173841954119	1.9985787330392542	0.002389902079747273
2.2854169768799326	2.397982207873063	2.637772458189974	0.00396479329973182
4.906512041705726	1.346845805432055	4.461909145676167	0.011370948221611464
1.4944236222623577	3.7628877072601465	4.553485164585787	0.0003625338850116276
4.5150601718399805	2.7069198912769217	1.0248432287405786	0.09081280225728806
4.435905059999146	1.6890715099285811	1.5271628990986268	0.06326390370053317
2.8844897261486704	2.311755278391121	1.7810583806928353	0.014369779101551896
1.5829978686557742	1.556009272116648	3.572971221158163	0.001597716465853752
1.5673963595412217	3.584386319557012	2.0731328019218047	0.002019755862868205
4.953628223857584	3.6518076617208552	2.2317632131300136	0.01708649410224526
3.5446015874665284	4.794126784489751	2.0755637061122267	0.007704837294415314
4.338667960781698	3.6342644847225647	1.536794227456013	0.02777634680582821
4.4346308870819815	4.515361973240052	1.8095265490185215	0.016846230269470287
3.767749234236223	1.6197238403597534	3.8246637690941214	0.007588339449667544
3.6207078594763966	4.798700513662734	4.563931597923318	0.0016610983123529351
4.375898128755724	1.1691881099132293	2.4511769271970976	0.034523193589960074
3.710217670551293	2.4082098537187533	2.8847776302678727	0.00869941470079105
3.1724026578418694	3.277630600396663	1.2860675750476545	0.023512526318705627
1.0650429597583415	4.0719133968738985	3.1499344627178547	0.00035558460566634237
2.822647922282802	1.304848213851368	1.8679705739404169	0.02216274922547316
3.092046099845928	4.92264840164011	3.913845219232379	0.0016058170964190176
1.7362091107058182	4.431603713808168	2.476264123748872	0.0014049455090401294
3.0774383069610383	4.573529349832735	2.306409166260649	0.0049302029509219365
2.9402983475847275	4.107306890783477	1.6393279260384903	0.009919830220037956
3.7918756893662047	1.0176259018431733	1.9129950149408181	0.048899297599573815
2.672906032832293	3.5320817511844798	1.3926424797038703	0.013208929630921924
4.169339070613128	1.6577331762545966	3.148288557414217	0.013399265965366893
2.5617478398760287	1.343468211246874	2.527847593422915	0.009681749852117227
2.418181523562144	2.6660104654611896	4.041380628754132	0.001700852700546795
3.118216546052209	2.5090580921259202	2.938439956162989	0.005684319137639038
3.1092477203056164	2.2072463217873945	3.8615026128160457	0.003720124281073304
2.9552526158547474	2.2975825452850365	2.5257283120997416	0.0075466654930833295
1.1176264218199274	3.8024268612357695	1.4098690382270649	0.002093076842335345
1.1152982152495483	3.1372864688723063	2.2821340775027847	0.0009641748381378275
4.226379249993267	3.8489884834274206	4.830441899025479	0.002518992424335197
2.1373660746739565	3.519243268252933	4.449414984262598	0.0008304490192281074
2.456955702888472	2.2170927852303057	2.168509090034636	0.007333284904465248
1.970674799499372	4.186861953090463	2.2870277741885108	0.002245994426105736
1.625855398380191	3.556107833391536	3.2312297725985286	0.0009017029634056519
4.186784916155919	3.573946864703907	3.2230166215565887	0.005979961493527918
2.979256528944957	3.2353735333165488	3.050359565012517	0.0037342171391148266
2.1195249520921218	4.018143661622044	3.691639771487433	0.0010390184094211526
2.161863629641259	4.231055844654017	1.0881879323922379	0.011814362430290857
2.5174985293616854	3.788114305451253	3.1477511828110285	0.002138576803335484
3.1739805541416253	3.253800758191467	1.4775471102356446	0.01796160581775426
2.4692303451698185	2.1505545810437163	3.980689193444353	0.0022660342493691023
1.3970225097207758	4.451429518713303	2.8347533727857703	0.0006910142643337827
4.300463878407244	4.818842445684972	3.878655286341116	0.003230991248658202
4.75577964616688	4.9733747279960046	4.419857977005921	0.0029483966108846816
2.7041693879765325	3.759449342728312	1.3257777486848288	0.014015621584217606
3.3352973219134845	3.646905843625925	1.1492918662381664	0.029247864367459093
3.219789563344196	1.925910422502643	4.558351262342672	0.003281055554487375
2.2450174043504734	3.806852874511645	4.622528804244837	0.0007847373926417925
4.561979939249035	2.1487361462324093	2.7989249439435326	0.015658545378381208
3.5342611110347937	2.075572663639788	3.7415607445100183	0.00544457504959987
2.3616018582865412	4.643440383659648	1.3669351898611692	0.008141190354007342
2.729857547855929	1.6915447839718962	2.4644560204991817	0.009186806992856155
1.6529363489307878	1.7435760435380026	1.8494018055194688	0.005802552520656043
3.61258357551517	1.075248773633949	4.001001501460732	0.009602839919684324
2.346533426452792	3.8466463616611786	2.3706684703974856	0.003225817910618692
2.425303250558928	1.5117311828546534	3.526365117266982	0.003962901156271949
4.937533019821161	1.0334798390825566	4.516877179945746	0.014643730289102956
2.8389560249166217	2.6759601578907315	3.7980088952929822	0.00264445389908932
4.060781730745239	4.47056785397563	1.5377099305232802	0.019756864971567426
3.2467046584275763	1.7367472154726942	4.554644179949895	0.003705529846806872
4.650433978367811	2.055194935321634	1.9314404862647938	0.035725766174537064
3.416198738336353	2.437353949076812	3.5226676109296977	0.004886912797860379
4.315065359570489	4.817618906273907	2.108474004327753	0.011010729154767812
2.2831049010307045	2.961107357000652	2.032056465631744	0.005399285638097906
1.2805935051198944	1.5604685987412783	4.848663580216042	0.0005661528780483283
4.8492317605316515	2.5419339200350186	4.904047207120522	0.004871723246035503
3.686096545980543	4.939215157419513	2.7322285117893665	0.004667149329317414
1.1531472610586873	4.7330289309228215	3.6305594602311153	0.00026995634798981233
3.694518173915304	1.3216169215454667	4.050835337389676	0.007971335932609933
3.7325650070384095	3.1416695999478472	1.930954765259385	0.015063306683392619
1.8898233773475068	3.455107128483541	4.0443961820879535	0.0008003570973100558
1.0769324778834024	4.401987764969051	4.575867037542335	0.00015936450292121875
2.8545894295731387	4.288300763385687	1.5621088627724502	0.009862561946557206
2.501618060369252	3.6709881336403734	4.441831142373892	0.001094322187906365
1.9479348752757728	4.921119598002568	1.0360212285724557	0.009098250820500687
4.518440055192302	3.715715079873928	4.8754045376449735	0.002927679948093852
1.5827151891114208	4.6605257466175285	2.0388414797636307	0.0016376231737169828
1.217797524299299	1.8906314978208865	2.4774565504257198	0.0016186071674241266
4.776321483738871	2.6362861695397144	3.5537658903931133	0.008678150711580918
4.780585000268988	1.8999962380326565	3.7224468904866974	0.010994173721648376
2.38067963126691	4.909746145288086	1.0188093447261808	0.014085338962268878
2.6294019692509716	4.568410767645222	1.6957912147799283	0.006665217513364945
1.2643547848542311	4.1504388569012365	4.216833844214176	0.00027433497693987334
1.1677841622051073	3.055435635864056	4.734129354460022	0.00025222146812054006
1.5430961715891955	4.162838720140146	2.3521099207063414	0.0013094576053190598
2.5422119134585115	2.2753178909408884	3.554984564782153	0.0028465331526377896
3.878327159458263	1.8293906809841487	2.2164430189921296	0.021197251209744302
1.576913307444315	1.0289522908101751	4.787453405438619	0.0013354312820335898
3.646694877154456	2.894277882126418	2.176725509205601	0.012281787024267856
1.398554368435975	3.4137774263925804	1.7521830351746002	0.002363604625986532
2.125469400593226	3.0975816049952596	4.966559987047248	0.0007488345165067059
4.152321820656435	1.4471988803450926	3.0736070614127056	0.01597229675193748
2.1422259942677884	2.098193069612317	4.70243477921953	0.001252707932528937
1.0484785027270376	2.0990627793882166	2.665085190103828	0.0009338598606013793
3.1168300518469065	2.745879211409433	2.853923325682473	0.00550136527191335
3.105810192995255	4.772420586450708	4.072008663118721	0.0015438460554688179
2.6871023643463348	3.8406773122446434	2.14496150761724	0.005175256313818215
3.4124647946867595	2.6486444099404762	4.426539981396183	0.002841804435570118
2.214105415472896	4.377290519842919	4.946697216393422	0.0005796566567928346
4.903257292746551	4.897551701324619	4.930985680586009	0.0025570140917965025
3.2562388890934773	1.9885002693895908	1.6421765284156518	0.02504248659692442
3.148256097073792	3.520457653565588	2.4974206654336086	0.005716995455966286
4.7284565264926135	3.6753144822995214	1.3925563158298755	0.039730957181068734
4.351707369883881	2.190370965220517	1.56745200609982	0.04456803194847898
2.8267042611730213	3.628269780151877	4.32663663802278	0.0014899462315330267
2.932496042918083	4.556241026982479	2.8290252815456163	0.002986790695112645
1.9332145843081632	1.929364070760468	4.4488310732020615	0.0012395509304860585
1.0214963232441967	1.2925012709285464	3.941305260173226	0.0006582225527241352
3.5457480808637456	4.752615378300957	4.645917953577976	0.0015522092951530243
4.0654595113935565	1.3851020324177528	4.2519542476755685	0.008359313560065886
2.1005327085851326	3.2888938143565176	2.5600457125352416	0.002592530487795365
4.367650864750131	1.4307759355162464	4.669178532945843	0.007745572268295878
3.31493174448727	2.7675741200172377	3.7891731919684624	0.003502444610515037
1.6185089960778587	1.6523561009364336	2.1977462340962903	0.004157016664838314
3.0860951883583927	4.9547371065442265	3.7111835457607487	0.001767597661429252
2.4056869508128798	1.646386269655208	4.502002982233293	0.002196570770871889
4.541956402835156	2.494159304972784	1.5052463594087993	0.04623350619304558
1.095292885993687	1.796977753727396	2.50803604159202	0.001344189672490373
4.180430146458015	3.9763438448713577	2.2104469435465117	0.01139221275902808
4.858575488094756	2.231770397365692	3.33788661785486	0.012023627241895318
3.4107598439218334	2.8267915087812034	1.5846462715351288	0.020756499136350616
1.9764279022213225	1.9802951075820616	1.041409777730704	0.023035572175892968
2.1683742927817233	4.824201947364496	4.728404949497573	0.0005521078996605543
1.9467943525428064	3.7829880215919287	4.233985846133674	0.000707809933311254
2.5240665319337943	3.1242680098693634	3.736346405421167	0.0018499897171682504
3.2988117226328635	3.2121758417208577	1.5807694101972871	0.017170738257910004
4.089226642086139	1.2385680206023737	1.514331948691836	0.07456424047784688
1.3721726706795705	1.2261208757330326	4.00761289088671	0.0012109409943474214
3.8994605728040383	1.6363873075332238	3.5166745036142464	0.009516316704671412
3.221774512138788	1.9241720064421712	3.800300215265287	0.004730650306806586
2.6344661921252404	4.423352865246934	4.9207768299853205	0.0008206852026452121
2.5593473700378992	2.336582694218744	2.2572648685626	0.006968230962223861
1.0849302323129764	2.0999888564625904	2.5133233079074278	0.0011238288646815368
1.6493486566324669	1.8654034014717105	2.0739231028472385	0.004294149362771915
4.708353098143542	3.921974922638844	4.986074115839437	0.002879559424081063
4.6441256575226735	4.727491004214453	2.5392191918180966	0.008961631809304614
2.223352515317897	2.456884289995623	1.4615078899635896	0.011929984735572486
2.104707967618365	4.891885517871349	1.4433025341222612	0.0055055780609217595
4.419103039752544	2.9146198463496344	3.807702174979263	0.005852894041187999
3.6832858586455113	1.9002771098575877	1.8060124460521576	0.027721881581563555
4.696923809068995	3.148896056307441	2.0836584733315084	0.020437412018594427
1.8488325624042887	2.5812873485919123	3.3213022184637406	0.0015203804854122206
1.2911189981126512	4.5751268269528085	1.0274005054184832	0.004371798362549814
3.648803689931195	3.632899010202016	3.098762263284272	0.004833719249650906
4.788473537894413	3.3678813487127406	3.896987229158469	0.005677925674660836
3.4791530775816994	2.823347726413452	1.5597912470388111	0.022318243683845086
1.8817288605463007	4.3585649177131405	1.5013027301736073	0.00456503689271802
4.0136633653258045	2.0519652092206075	3.718005309274369	0.00719286902369177
3.9985336027794913	2.1277466632906483	3.9990128402733904	0.0059509493303921
2.786432987213663	3.694171246347525	4.4664000404538475	0.0013343667517869387
3.053124410935403	3.1971307061827385	2.367850570569741	0.0065861299578527386
2.1356479268547552	3.0417309650543065	4.323231553804751	0.0010160890972019806
4.370623969111923	1.8504842642114976	4.7367808100399005	0.005827002175978574
4.98101452660546	2.066214441605616	4.472033517213265	0.007604320132390975
4.727346213098923	3.1279229904624866	3.7996415586332164	0.006267636143214842
1.5965967882323209	4.478812533668816	1.9764158339548112	0.001845360567641854
2.7208611261698317	3.9287271038224554	2.862621514256932	0.0029123481756733387
1.7051716526561322	4.8681052404949785	4.12440846635085	0.00044469595411679815
3.398041491889773	4.369079696417691	4.207139245009804	0.0018910537950871398
1.4175625842074888	2.671547231673838	3.268605897574602	0.0008916753777394332
2.7144430071926218	3.3962213612563037	2.5971499648054595	0.0040736309229487955
1.5194103293535388	3.023476458203308	2.534068381828075	0.0015059729284282225
2.554916433250104	2.8768332689130776	1.1795062797559581	0.0206561062919692
2.3313743451662026	3.9778496079571153	2.1312276374115835	0.003810011227764213
4.514887598942076	1.0362073194831225	4.203015274415728	0.014103781164692481
3.8972139623860116	3.809842812176498	2.8030200712158684	0.00642627482137391
4.021958931986859	2.637607274940048	4.3520582177010585	0.004100964468180704
3.716696299730674	4.585036234839911	2.1327668297973785	0.0083887043920072
1.7904380812612937	1.0118517658329504	4.660219100320443	0.001847563251404485
2.2791878873423443	4.011910012132551	1.8586611214467124	0.004746996499939811
2.2150150488076075	1.686847435894108	4.751737210466585	0.0016314846637466762
4.780470329480943	4.010113007242117	1.8196519485270464	0.021798080724821558
3.88648277712978	2.851939235751228	3.623292371377045	0.005109480373300035
3.0508631771290804	4.731687016404567	4.063490313392255	0.0015088333069084939
2.8999320692822392	4.95101152362383	1.1244491570422888	0.017014231335558353
1.0910933477708271	4.490120475252216	3.6684506101434873	0.0002495230883242029
3.9982096792635686	3.0812995224719057	2.260264645712025	0.01286141936957362
4.794324000136289	2.4366335426887056	2.997976923157487	0.013292854119257484
2.4538860353427343	4.3316996607482245	2.107611532507798	0.003963506512995669
1.319197068223393	3.263793941634944	3.096989217090242	0.000704088910374922
2.632835703592314	1.5274002506959519	1.825960036870652	0.01723940970178894
1.0812495128166395	3.234793609260864	1.7728972143133266	0.0014562918717392574
4.591912000318796	4.305238467479079	2.253536569292478	0.012214366547752641
2.258487171995433	1.2355601122938291	4.167434560972705	0.0030105376737650773
1.5979811258264751	2.8811724314356617	3.2256150275327165	0.001078845465380307
2.101884328797761	3.0040649913481907	4.880277712045481	0.0007820409514260535
4.843203839080758	1.8842908030658267	1.3208107801095026	0.09037464934067382
2.6819019426914417	3.3808027145085724	4.751478798006651	0.001193489596165096
1.7697714968124054	1.5572888020674431	4.1852675042057035	0.0014542164615979113
2.381776716000555	2.5059178172177905	4.2419112456356265	0.0015933910718843526
2.9785353479457486	1.0390603458820635	4.4064872285616055	0.005569163679740363
