m	q	h	epsilon	target
2.6954276685754524	1.8504804683975595	4.098183663397803	4.360581959184758	2.5256939465540293
2.9624488519588525	3.994678993195201	1.4405094974723365	1.6445307669025402	0.02297786904170715
1.0733794699795265	1.6526713025685282	2.3883058521981493	1.046553215235492	0.6481344006089471
3.391706100261025	4.6833933071952245	1.8321521690650844	4.5167408517276995	0.06487224216178918
4.460728937055149	1.2859615672988631	4.9095774767676135	3.1399109087288304	3.2658322749271544
2.1256311266891967	2.473269079481298	2.060160145531828	3.106734945150129	0.3227941499828268
3.2653198961605177	3.2257575782127774	3.7312358385352384	4.748108397342807	0.6192798735526571
4.011207317229337	2.918417669204452	3.1518539563642323	2.1527243071204896	0.19925109317387885
4.1326385973367215	3.2373874821709987	3.6834643612432285	1.5449114346166677	0.1540458013228412
1.4380705631482034	1.4146183471340341	3.4294072624894487	1.3805938411281136	1.7959548568550678
3.867767450710701	1.1480370839858025	4.498871523344496	3.971404365067788	5.019139078380191
2.9908727610064068	3.63321490915019	2.6284585464102967	2.319674648214209	0.12921096048700256
1.1553794351986408	4.011332308230854	3.3252282449750012	4.8865307376405145	0.9251065753197782
4.240836046017732	2.9195185456287236	1.2004062455246052	4.7658881364775	0.06047508745834745
3.15447852559818	4.556586342656695	3.544914658344203	1.1215150602523134	0.06849518172233797
3.892630483183065	4.619638867492936	3.3038070812865623	1.0726527546738711	0.044862080109133534
3.214688253335737	3.598293086658084	3.4803486890559	2.566737403544708	0.23776348017654544
3.2923128071503687	2.561083894090538	4.019230338940386	4.091367488869347	0.974217008915048
4.274650269502538	2.6515293072278268	2.7680749072474033	3.537479211396792	0.287082188546051
2.8351849852988362	1.882414158614348	2.7826281649322984	4.925996745612165	1.2084893831744912
4.473406285938336	1.2602640022246705	4.6178095016817435	2.9536779795171806	2.8217848154662275
1.9900975832302883	1.5032331607211662	4.753995203915691	2.0315093808721283	3.249820474531409
1.2148812650206513	4.01480073451806	4.093592625322138	2.7920348636672596	0.7605335598213615
2.1920428938347425	3.930536593799393	2.918377884984873	2.4791271865116458	0.19846286221521034
4.54440001012521	3.649012402808768	2.1924325754385783	1.3624729760856291	0.034451115269861415
3.3064891358342896	1.9159736981920945	2.110161856159848	3.826737602197252	0.4468524690082101
1.6459050052882551	3.485426216640972	2.1620355855360134	1.899793537118419	0.1413727336767183
4.2680336812172035	4.777329690533877	2.1730932120160187	1.308864030033874	0.02019775524626555
3.3055802322475047	4.364133220383668	4.228268283382756	2.0167298997665664	0.18229687912477235
1.5345429024011141	2.687712617044018	3.46835939094325	2.377941158499522	0.8214000437342938
3.9273520394320136	3.0950658638663886	1.2682330800689003	1.5197554833056244	0.020681516330337973
4.336942479349853	1.9122703659296785	1.7057548072319637	1.853489409951872	0.10824084951810216
4.044497290250352	1.8355206498089545	4.993559132686269	3.921134976516941	2.284016386515502
3.7494703949981054	4.9160306385493415	1.9957533966402503	3.6304212884870735	0.050795099574482465
3.251269821696772	1.8432102990955064	4.787483559461588	2.077104345871667	1.371893009400056
1.96743227992738	3.3703608307083264	2.4912295419135093	4.421867171441216	0.3908685431129476
3.1072190145351315	3.4781731168177163	3.2881499784903383	1.4585498252735158	0.13353662000048366
4.731559544862066	2.7420642105972144	3.3010032382633194	4.526831311576227	0.4413435546422063
4.046786740409304	3.692890486404511	2.3397202857539163	1.8786793588256876	0.05931813611731888
1.7356424885489248	3.615393236375215	4.88777713984379	4.058192049265037	1.3602983119747454
1.133903154770573	3.8403939037941	2.7016312922084373	2.6255993666932507	0.3647566642197975
1.9646731475908117	1.6150053746910222	3.1518125608193643	1.5471109116446828	0.954671784348142
4.586998411597339	3.138461741795198	3.5574364283121027	2.2509196457666536	0.20068834304065075
2.6964626225867754	4.1816688241101385	3.110128812548244	1.4794196467546508	0.09660610841703686
2.21110726195256	2.921382034428516	2.627594302414161	2.069755209365629	0.24104560388015586
1.9550839439988643	4.970049953083309	4.714787912694142	2.8210553749353107	0.4133321095926272
3.5409636952902384	1.8459287639579356	1.977598125165408	1.7461054420369146	0.1801545885481952
3.257239832719717	3.5475225321886814	1.9776132925375007	4.6426433296884975	0.1409931879835031
4.4644395383055855	3.086220530660918	4.046666587057674	2.102237264449919	0.2576949137005381
3.3549210531606715	4.893615236226712	4.73354865435458	3.5724349495122656	0.3171364813335914
2.307011009378752	2.5543477690609917	3.19215970743321	1.6739647195616052	0.3607081319436111
4.043525652317423	2.8377891091450533	1.8091772660427023	1.136898345477293	0.03637588493652577
3.186124540652328	4.932937145427369	3.4232001733124817	2.44676169434697	0.11771518233572252
1.6204541359425022	3.243140365711497	2.9388552963869525	2.059102333483082	0.3321362122806015
2.7793347544970173	1.3449805200722666	3.8796479095387513	2.0901182565645815	1.9917405568524844
3.5772368495523623	4.575406809379629	4.8703820953082575	2.0790518644087745	0.20962081005840008
3.0821236305863957	1.76405386300934	3.9592928647951786	2.8946975366776817	1.505964848718136
1.353459334522498	3.615846136059112	2.9529067858815785	2.9154197098023733	0.4572835653687294
4.628948146783569	4.007143708120486	4.851124181434988	4.188005396886393	0.42207535321788986
2.964694518155803	3.6419353869873192	2.949585387460444	2.7547549049807767	0.19400396903229164
1.7626557325193453	3.1657925594460457	4.097372897062279	1.1093853168853722	0.3355916263228383
4.741774114915593	2.028357965959664	1.1783437310747449	2.0339093945238704	0.04607821590697194
4.579681655008707	4.1998685979139285	4.347339692730372	4.333443505799717	0.3227183969963279
1.1997756131348032	2.5436473012600773	2.4639330234822245	4.6875997424285565	1.1669295313665151
2.096737988296624	3.780460388280949	3.686022494722295	1.1041446156713337	0.15935236058016675
2.623312108131206	4.373713884093863	1.9342987007922177	1.4057615553985916	0.033362467767975086
1.2798737026704354	4.331906677017205	4.628833593105544	2.2953330855610483	0.6517989861883167
1.522553518722539	2.2402124798554763	2.105670512952016	1.4389018347895544	0.26577316772548565
2.0756745703990958	4.039429393342282	1.6388030641070992	2.4697950022217383	0.062339779522232686
4.678023128090562	2.034265801504042	2.4640789738899933	3.9521450118772488	0.3945612978702444
4.623239646829978	1.3556172089173335	3.0625224518391136	3.683284476465523	1.2942655751503729
2.086276444173575	1.7069114650099406	1.6374697601432984	3.110268362950013	0.4367176270351635
4.102551147775672	3.7179611742912138	1.6957866901936116	3.8817320118250978	0.0626548098479716
2.2086495507889663	4.331238702601255	2.5598909324177	4.868114508470049	0.24507713061026615
4.519992924702043	4.003529898692936	1.9400011554509744	1.1435040431235892	0.01890897125257486
3.64730164506549	4.373892807427669	1.7955973727963603	4.668299853646759	0.06866237799701272
4.067666739287267	1.878844066015502	3.834735305051241	1.9548715850204283	0.637253612018015
4.581928757635178	3.065057412960358	3.7897612590287637	4.844795635884808	0.5145454394643341
2.999354718853953	1.753986572492153	1.3225067379152144	3.3232291079007714	0.20050529120320346
2.687898845118898	1.1304691145999637	1.9480731309705552	3.8352496796417896	1.3487267107013452
2.4282842158529907	1.9191889575756425	4.7596529885295205	3.3428271813449215	2.6951295425061343
2.178738252855051	3.5741953952189003	1.9822741743026209	3.96906226437987	0.1783626205663406
1.9731456849894409	4.23053435279844	1.2566478172458653	4.2846153692020295	0.06098731687117742
3.926817775840661	4.4525882904620815	2.0935447566289085	4.467057866229267	0.08005166649147925
1.4389020466591784	3.1745323494362383	3.5339880916971036	2.7389596353017818	0.7508880251639454
3.688190093009301	3.963823337916229	1.8954898626857821	4.0643396278374615	0.08021233770463594
1.3968551767335584	4.8784254897578165	4.835274693704617	2.1525797353874982	0.4818822658973979
2.6472052756487434	2.794899608539949	4.9292723416426565	3.342612750711909	1.2502065632477068
4.417601909852589	3.2966097812006496	1.0342794825175137	4.521083271713053	0.03206614777296246
3.3735073345177997	4.324632695414266	2.335906296520688	2.8441162204058488	0.07829394702868182
1.8889745304278724	2.187793030414441	4.03339084139292	3.0351971392197394	1.7383574210292194
1.4906801676698196	3.4653605820917046	3.798730036998687	3.7710194535921526	0.9676190858578324
2.52801305459104	2.6900872254987003	4.862483444057151	4.643383206772409	1.9102441941042485
2.9883394466108286	2.037731196075081	4.472931429886992	1.2375433300495595	0.6351426928764874
2.015506748720349	1.195680507595208	1.960457774990556	4.8396397813586765	2.0547717939802337
1.046157678850366	1.1947147273999792	3.68828519989827	4.567209980605308	13.244162975965192
4.080446163249473	3.086399340282858	1.6665621792586491	3.2451180579776038	0.07380941867811254
3.1488135746852164	2.4206617402477333	4.9699222276083255	3.257704881599153	1.3881803426344461
2.5227742845031433	1.4508735192459543	1.0417123435743196	3.423213956559436	0.22266004275778647
1.4999539836252669	2.229671105075667	3.921608788422205	3.339103295378487	2.1920424923104536
4.909079758105648	4.972549040848167	2.410371774226316	4.1199900568486285	0.06277057735032245
1.940455147328928	4.709811647639465	2.390374790114731	4.8088832332060925	0.20319624194501792
2.4288212754012557	1.9238544733408167	4.579371172611872	2.987314144877823	2.2182103172801617
1.6267756980132089	3.589382104576585	3.9227327962118967	4.841137508911797	1.1313785387777815
1.4640488931432059	4.992400566592584	3.2570396219815887	3.3083989759315475	0.3061538043228869
4.679986809677438	2.2606866848863736	4.4301018141315565	3.2424397027531917	0.8468842750545745
4.880315934421078	2.456650208298147	2.2290927560359526	4.096446703735288	0.21997794088310654
2.3229570490514235	4.310656536972301	1.8275305792480652	4.657017677521703	0.11469891182506192
4.1286681644448535	3.20008633322008	2.563711338305469	2.1423615744327233	0.10601023008728652
1.5389338423406675	3.1158779244537307	4.3708580740854295	1.0508028069309487	0.4276849246539899
1.0219211881945918	2.9509540960689424	4.8924189769167805	1.0088669241512145	0.863751836662602
4.165644558476319	3.8121083822024695	2.408323760886633	3.311856977248167	0.10100404168068856
1.317870341207361	2.8982464294908534	1.7093612499315434	3.451140850899406	0.28995941683388404
2.909219329006421	1.6300633415199617	3.5690321948981567	1.5239303481821764	0.7993385356753845
4.8942751706766865	1.9433399184828961	1.2769662432146922	2.4959538443215754	0.07009056881744287
3.5187529753944617	1.2826721227359579	2.230250946605195	2.5621729087129457	0.7007222945749714
3.2737919303662606	2.202780336980486	1.7296596445252141	3.059714225348419	0.183425132928975
4.290133935305562	2.989572449036946	4.6387015380055665	4.618019456650913	0.8249160055026891
4.984443316521571	2.011794466365363	4.572342160543198	2.8361474163379854	0.9355618256690882
3.6064529531350753	4.175919154390717	2.022204291060884	4.850741313273779	0.10039772265866936
1.013183044488518	2.2905384166572897	3.123594943469024	3.7029216876103246	2.163420812268551
2.003649336017232	2.6451665441377585	3.4783271892272984	3.2902901176681487	0.9038522102411496
2.485946808645432	1.354336443299356	1.5122703992333664	3.39761224639239	0.5424227322640947
1.9626340204825652	3.916296087195884	2.625892791370435	4.951064439054724	0.36100426092067583
4.550041055361827	1.6426003645120528	2.1550426444026525	4.4160152623638895	0.5317570848259805
4.750017940735127	3.762925201711541	3.2881968737076868	2.722532783189037	0.13931325782328868
3.1582136301327783	2.7809931668666508	3.9389974957705896	1.5931210117183319	0.32212835532613004
4.131879878231975	2.0151675522189127	1.7288857380182256	1.2797691851837714	0.07256786551133974
4.239432038876257	1.3337118825855263	2.5987365993444045	3.2871067322021363	0.9370370008819244
4.997104486774552	3.640129744565309	4.007054671599806	4.090329370725179	0.31572341128409664
2.720576190577189	2.5461504915098416	3.525374411404992	2.567085825722191	0.5758004240005151
2.5776830213330304	1.9694615435240717	4.877058680236501	1.8704837044880345	1.416431241942831
2.357117454024744	3.155299657899322	2.442008946698799	4.828139058270506	0.3905367917951099
2.2562292356979223	2.9379238743288862	3.3938302557685938	2.1894644195115345	0.4121961718763443
1.1950988768397472	1.2608162420027127	1.3395076879006522	1.0456074985229409	0.31434156392771684
2.629751620935304	1.231907279328332	1.4194213128940394	2.3924846453607373	0.3844599950573274
4.467854769484099	2.3869144494998245	1.428304661685301	4.395838916821285	0.11214007685855376
2.516397544679561	1.1952137618177652	4.557247525096964	4.246800052737215	7.809923036532083
1.3812392509790812	1.9678972633179763	2.5182558792058365	2.7344975719428493	1.0319380533977762
4.426523222356455	4.115284371283143	1.5468217465609149	2.0256178308316857	0.020579069229527944
1.3606108372296737	4.59033217882137	4.384048671833156	2.07738156115768	0.4432971910975584
1.341824319495434	1.2552748496414874	2.797702600854236	1.2817078113432476	1.5103198757928449
4.343045189827697	4.767439653795337	4.2151924853189096	4.013690865250545	0.2299662550158736
3.5727972544567104	3.7039770047618163	4.864271716239724	3.972797799366069	0.6104320199231252
4.616314150570263	3.39447122446969	1.468582189786097	2.11126293196999	0.027248923227730086
4.949285846439021	1.130364439244833	3.256797001974272	3.128906142146468	1.6704925084694693
4.7941461573164	1.661145727889768	1.6861349044867135	2.7124290972157925	0.18555233422461906
2.5403555086835783	3.1892125803322497	1.142779325128847	2.0380781816034905	0.032789461263349536
1.5478929991140644	1.976774687100796	1.8161551650191283	3.093013597739549	0.5368866170378871
2.354455260917061	2.6985762566602127	2.811757484128555	2.9041282182836605	0.4262474573071331
2.5572295864583	2.7784010734651603	3.097936029847319	3.8774761215324896	0.6000460123331829
4.115049767599712	2.4810914363835725	2.0010915783367347	4.06415741163338	0.20450029783937168
3.865854653168808	4.915661853414598	1.0081541708462982	2.8658199088172607	0.009925294524256565
4.7902336830670125	4.174636420419349	1.1190249250170234	1.2287445061570086	0.005866745122341687
4.942010461381225	4.273859573654557	2.068328268555195	4.165925531056175	0.0628429274279273
3.7718105721257595	1.6019754074780967	2.9005925984306216	2.705785508276397	0.7486096128556893
4.790002256338592	2.355170510707608	4.93357959028628	4.165795888570217	1.2147641433567784
3.4519727721472435	3.0329896620861927	4.903268929401297	4.643482534575561	1.1190671554176068
2.993901077653834	1.0577034208074731	4.871832977048879	4.337896714483209	9.784730121851506
4.447025492618233	1.95607497655502	4.974049437955268	2.2659036910001467	1.0487480236825828
3.2264991847381985	3.472876828455661	4.136548476373733	4.2059640054925085	0.58868313569211
4.812897748384672	2.3405091487425933	4.036645200379232	3.349624412351905	0.6589615538088689
2.8264303544188563	4.340908624693334	2.1978602331975745	3.3460892229509493	0.0966024653782995
2.7626325003552905	2.3148804653705426	1.6786124056582752	4.028964318702979	0.2440979592466609
3.1211509823817383	4.958564822254932	4.2873165373499935	1.9118678554776325	0.14576468860520078
1.7049797876402717	3.5409990800389224	4.838902407361046	1.5120934461387423	0.5271711342578672
3.2874392916595734	4.734261429072825	3.151980859165151	3.5347155294853163	0.15170836369342378
1.2853737906810991	4.544841543580066	2.470860051667412	1.037896495978515	0.07596849738342741
1.5790623794661385	1.445380271426559	3.0306409505420446	4.673671971660998	4.142035314861345
1.1516756151634715	4.674323315531072	1.7225808701490857	2.6378550857285483	0.09901309402910766
1.9900266388947343	2.3182060127575683	3.8469066803944703	1.7382075095441971	0.7656179476618712
2.9759029048415213	4.9465347374977116	2.6982182335432525	1.7624315805106447	0.056091319317326194
1.3417207894933338	2.3486294545322224	3.3829734360410653	2.2558716981136158	1.1103772185972405
3.0858037160681384	2.8326612720746294	1.6128483626503258	2.3782691732744565	0.07953176519594805
4.201391601073475	2.8830269036191774	4.970352452897774	3.7560394048003696	0.8457929993711706
1.980869272199176	4.178784137900271	1.5382831027525137	4.736616876658596	0.10314192539623493
3.509591748307429	1.6654612000248967	2.0742821771546955	1.237647950714833	0.17412345932063147
4.825447176303816	1.1579212003966712	1.0410866778994559	3.474716538008165	0.18528817769093053
3.8437859384848503	4.78396415189847	2.7014602264510046	4.016087359968561	0.10605115607411753
2.0009977547587963	3.3415683628377746	1.5570512651009536	2.424993418815186	0.08375663344290107
3.638474763789736	4.865586858247064	1.8181219202556496	2.365201010517191	0.02889178420620813
4.542585167086621	2.7608398290352545	3.3299342494666955	2.670607369983609	0.2722362697801202
2.233908760972231	2.5321203342011325	2.1823555682944367	4.881458313079651	0.5166740161714287
4.619592791521297	3.920247204547434	3.5479887677223334	2.1215513498814595	0.11973952888990134
1.2776532823252675	4.3805181499176635	3.4257118487272726	3.8093982436242926	0.580422421764441
3.237514854541089	4.306242372454111	2.783463076137569	1.7573592918905532	0.0721893129887034
2.714391247462129	1.4255104596976893	3.460465066193492	1.96866744859622	1.360436149694734
1.470949347229943	4.322368066796484	3.942019837682948	4.24337054350939	0.7637610131052411
2.13110015939396	3.177552150355007	2.1150311711911147	4.532890664135036	0.29996437574979
2.7851382401091493	2.6108562815623584	2.9364980009324904	1.194081994912227	0.1726358580845328
2.3734494578656853	2.6480981404218737	4.801431304545174	1.928629606631839	0.8503393081544733
1.7225462077193678	4.252805257534941	2.5518553280179743	1.818944649313853	0.12102074901898152
3.3100688157718365	1.4751918145652838	1.8449944467918182	3.4428949004559364	0.5178810367154206
2.0173116723324838	1.144372049935399	1.4810559669421217	3.0970462930604845	0.8185275078830059
2.2046824589835823	2.2317783636530426	3.0986170421310137	2.9044713040567047	0.8083600740344113
3.9626607776187033	4.991036090593465	4.989771318414807	2.1765720495039584	0.17474958094559725
2.5862957908747783	1.3237277089243709	3.6870603523781926	2.864398680848593	2.7350707983801987
3.4321929529752264	3.8484601246173695	3.7655870088563863	2.0948371992493997	0.1860030652649036
3.94703569417608	3.556133181248273	2.943892875447072	1.028471576267318	0.056840689479519535
4.3330339422670265	4.171809713911928	4.136982572189218	1.7091260806564432	0.12346689838518267
3.005225689225405	3.8842988006602948	4.587585770935097	2.4740027315624062	0.3655243740861749
4.654101593478259	4.419793857326207	4.793547114528672	3.7651854190341734	0.30290790614726043
4.514356923104557	2.3621358754450643	2.445729420026	1.03603604324599	0.07831341508794136
1.8105733240259707	2.233155218412552	4.876920343583288	2.6550535004155265	2.226182632346541
4.050263233669901	2.5117593438814407	1.6016917145906824	2.6793280919883813	0.0856238161968143
4.145631470673745	1.1796045668798696	1.2816609593065231	3.0620999747979063	0.2775570232486456
3.074073097484862	3.768006018753732	2.2016572551008453	1.3827241756390922	0.04888186181608353
1.690677846229257	4.541887196208476	2.9346966919373028	1.1974531976782157	0.09412425916966136
1.863965528560057	2.5900382772944965	4.758196368729059	1.0989866504568333	0.6333984926382079
2.500732117183483	2.11363549467273	4.972848779739463	1.4810656759729557	1.0435363734315326
4.930655354816985	1.4969494366059988	3.664600362209856	1.2231537234455885	0.4732226246981643
1.831663750988958	1.6481676959678782	2.712381322607849	2.8935228506679915	1.3618522349685422
2.839943405308283	4.239522795408	2.7861039314728444	3.3991763641286896	0.16454125929230726
3.0322497811611795	4.430861987149648	4.668826490816182	4.608760179350125	0.5371657165332651
3.6330121911721327	2.570861387318509	3.6165134927163547	4.795440677306684	0.8314471546457121
3.3672860786937533	3.651693342954437	1.2287277271832682	3.307220259042659	0.03539614370854339
3.730909915741367	3.0335553512762488	3.5183492170001287	2.465529029128433	0.28295640200487576
3.5743225114603594	1.3780848160089425	3.9123884035942544	4.928425811653973	3.5375016012215816
1.7627179673668087	4.755422878747533	1.5498124267372777	4.284394381934627	0.08217443544761267
4.218951926844119	4.986099966097871	3.7688597877469485	4.339165237418973	0.18704656532297934
4.777516013352928	2.0834265283910356	4.2614754620625845	2.6170972306369444	0.7295103173590141
4.909366789212088	3.5304851218166657	4.753102512007813	4.456668029922634	0.5237457635033256
2.3825956719884513	4.8242642835452205	4.653460140241274	4.9453445650760015	0.6147324640666376
1.3305794015038197	4.128889709499829	3.079239097740326	2.474540797466781	0.3292488071877385
1.5608626945641104	3.7080892044906255	1.3469246208054908	4.24059721874702	0.11410342670407884
3.894644158523225	3.735809966937775	3.695253256098184	1.0448360097191791	0.08355055504344855
4.129570560488246	2.0397394569251275	3.3734780042310955	2.981344197377992	0.6285845845690935
3.6427916355379417	3.2808261939803693	3.9481281089493097	4.568807596021046	0.5781422268442005
1.9163964655301435	4.117376273113492	4.682740713637181	3.9456413850704575	0.8476986349331714
2.1793305439316573	3.1386756965933063	1.996838002787016	1.82431053565764	0.10784960664197936
4.8794955818011525	3.944155554227346	2.9685454066129515	4.2550074454937885	0.15723703486300825
2.650145108516692	2.6990767098378807	3.2959860212415286	4.153304052034383	0.7438998404342123
2.1354243013607856	3.650374700560308	1.8863173268955764	1.0979028638793382	0.04370030628518813
1.3838192877050224	1.7297712605431927	2.1471218444771165	1.3646875213195733	0.4836598029165297
2.278810107765893	4.435703377810262	1.6956566192303342	3.6252400904770687	0.07399963717019106
1.840957714013064	2.272833758454992	3.0706403149594124	2.5079751004515307	0.7915021284580142
3.8467965001837774	2.054015415343851	4.034748717396671	3.49774213080504	1.1167714180699289
2.215873074994368	2.144450692832325	4.265503122525909	3.6451112437259687	2.071688390149572
4.859763178269266	4.037118131917216	2.4824914231762443	4.528294190909245	0.11215076834416224
3.5997897326707164	1.2279922549529712	1.6539228271389406	1.0497835517680565	0.16838832792103509
4.81219666562698	2.770070831281412	4.8738743099187145	3.4279008649228278	0.7019431091606714
3.700986926091624	3.3769819763230187	3.5555051032219405	4.293191345225272	0.4093152718200799
2.209171899586456	2.77941314629204	2.153879736309883	2.506236344880148	0.21685993677575466
4.322452418241394	2.88163222921628	2.165136134117497	3.8804339317479664	0.1613219675074783
1.9648979019059705	4.729442085645842	3.9651357647108783	2.2376310228713763	0.2547973539176022
4.181591185860393	1.6685448948110648	1.8293353863842168	3.904567162935993	0.3572665292555966
1.2447051914499698	4.683289619321837	2.994927197964776	1.1383180411623959	0.11904680752364633
4.674318605620789	4.129356323535042	1.8195705359809664	4.609215306792711	0.06094413025234904
2.05454985029854	2.251678847759951	3.4427658491225266	2.032463168346656	0.7361362504149797
4.876208983761783	4.71505800686741	4.359849829804719	3.1488919271237106	0.17574968447872372
2.017127404797155	2.2312196736867422	4.291786220950627	4.716843129107123	2.753973337487629
2.766418432914348	1.0505437506126518	4.068639502794311	1.299598497355963	2.2429086905949185
2.179221625340668	1.3837130553261203	2.652660756284182	1.5792347914888527	0.8477480088410728
4.568330491188208	1.8328870602821816	2.0561527266161765	4.302784103069071	0.37729538870434537
3.2897254806458642	3.659087543887465	1.8730202057750083	1.2853006965094889	0.03258626134109282
1.9270354583045235	2.2174323057719256	2.9131302192383535	2.5296171636905567	0.7211643944913427
1.3164312708031698	4.201938820392142	3.5838911530635307	3.5111978639022468	0.6176144003305768
1.4539175896565006	3.197705531263435	3.883686721785036	4.116135456232041	1.3292645998625376
