n	T	V	kb	target
2.9006138484206003	4.624934571295031	1.2202425191633912	3.8277672702503436	42.08185543260174
2.457279480681545	3.309393169534137	4.982848990861619	1.2923052260482333	2.1090666053682465
4.386247126397819	2.822496489032972	4.203575665866415	4.0933864784619445	12.055643265382695
4.1923542391394815	2.2779675125158017	3.9036963426627116	1.7989193908079373	4.400896685489225
4.13399226636446	4.510984689007505	2.647799264227421	1.1103303216080178	7.820025256166555
1.0267926714970457	4.622861466615532	2.8703255477292595	2.73886451709902	4.529320287313037
2.066267156353547	2.5559667363908183	3.9808085171010887	1.7803009508152643	2.3619125079837504
3.4786945139172745	4.819486907622336	3.4542230767791646	4.849741969254941	23.538855800507122
3.3914219777017003	3.7463003258003984	3.3528423328865613	4.433197670355222	16.799191677855188
4.890995536166292	1.9216927660060468	2.9009171819413435	1.568063987195889	5.080537627129021
1.976474131177801	2.0304408211084084	4.256782261760927	1.4965742933791764	1.4109067640818274
2.952707087203501	4.955071816048946	1.3967520509712128	1.1646284329171954	12.199397731738387
4.333785727482163	1.9051212769957704	2.846550687485032	1.5209386738188282	4.411465060831998
1.8003020912736392	4.296040644074521	3.7614714706295582	2.435162434329132	5.0070730880503165
4.473845887642477	1.3246018622640077	1.8328393674580248	1.117232161609499	3.612313263249932
3.1471402138053834	1.2051663719345247	3.5857060081764187	2.9293137841050534	3.0985200704390152
3.249189456572485	1.9950710590588618	4.222087740691316	3.0998404192661613	4.759326359231734
4.171316283872189	2.6389084961513825	4.200832307934558	4.7593342067932	12.47120187757999
1.7991698877510518	2.078058695833481	3.6163861109191666	1.6303015265862313	1.6854781493348765
1.6977781583743732	3.1488313498638254	1.780852978697404	4.893519969906069	14.690062404536155
1.3058604079659646	1.7353525946508723	2.148555967489949	4.621628903461689	4.8745315294336224
4.8263103763507935	3.6592983865610567	1.5119443402387185	3.6220870853928195	42.30933077588036
4.481073964553684	2.1004705401747312	4.748532222345256	1.1306269915425875	2.241086745490992
4.903387244096664	1.2276027887231922	2.8056934176899557	2.436120420353644	5.226519778009831
2.0083955389608037	4.6801742058896325	2.9379335601092667	3.1931673386978683	10.21623736955098
2.6673380186368147	1.2035546933454708	4.902167391214481	2.15722478223151	1.4127039193043645
4.214841639808677	2.0950820750678165	3.334673558094128	1.6769298446564411	4.4406226653466865
2.8589060431949402	4.8915903510583565	3.1533622034732733	2.6588401196314524	11.791480246841175
3.0705822476516382	2.2167174866627257	3.999734667005496	4.664344827836817	7.9376244866570795
2.6314500002203194	3.115185740903413	2.9311569977581566	1.5977850467420591	4.468464793577578
1.4477217200855117	1.5054299712591597	4.70841921662462	3.7212247321476655	1.7224888661225255
2.2813319106042207	2.182469020742366	3.6033463178908587	2.864333077092441	3.957802122854468
3.2689325608992856	4.980315391604553	2.8026721940702846	3.9638374659001885	23.025355328220268
1.7741747997287378	1.679392689267562	3.873667730532857	1.6868623319606249	1.297495735858493
4.258578836586233	4.645197499786637	2.8286467426868422	2.2774193990663396	15.926970551193635
4.9417248175175335	2.491300274891079	3.7368934692180087	3.8671136422509833	12.7403351074616
3.9878353067952186	3.3284430378538845	4.086660334556846	1.0145119267649907	3.2950875449763344
3.9681342282394874	4.657676754682903	3.688282839173063	1.7348602639622233	8.693526480594954
2.6885800828664683	2.6142985788035222	3.109687988876257	1.5338673368696347	3.4669625229113192
4.238377651390115	3.4821240277097547	4.712561067448377	3.2831985975576714	10.282152704095354
2.3423116737569822	2.710754935700885	1.969202278736839	2.902539213742788	9.358854732729117
2.7286535845611546	2.5816985764765628	3.1148399610473105	4.229866478715379	9.56631901505919
2.995583684951056	1.7895349111469336	2.590273006666993	4.587803814164191	9.494693072117926
2.749573289092964	2.401616768389228	2.3900120388487793	4.301503372969355	11.884726355562027
2.3593634609003056	1.5196729621043747	3.0299757813266472	3.107879938988072	3.677647176370773
3.1810619525112527	4.7884044497721865	4.629670250540553	2.911301818917904	9.5785578232048
1.200900147299186	3.6959500969252272	1.862476324180407	4.304701618784296	10.258533705805355
1.5242491263056834	3.6765054215574753	4.694014118067587	1.2327831988727178	1.4717480902317903
2.7444446650622543	1.4289920054842766	3.7493947068306457	3.7193283349599486	3.890340681380672
2.8394083762628206	2.1923401196704075	4.5912175684301815	4.414374791594925	5.985178678847525
4.63070193912646	1.6681734643169182	3.524487885738885	4.5678966817133775	10.01171058604075
4.648714182463151	2.1609384950395825	4.3350092771071855	3.2481555736908803	7.527002185566578
3.188438710337089	3.7167782289247264	3.639283581949361	4.8693837641000215	15.856335520487788
4.2056835623760085	2.2374653883618	1.7121922753297412	4.32081031603728	23.74682691199801
3.4052343958313886	4.003330369002495	2.2270591522730685	2.3369895426994187	14.3051843632376
1.7887523462007937	1.4342861479006177	2.241888465695497	1.6672932269647691	1.9080247499776808
3.6508059630730783	1.23329548134347	2.6168782491589186	4.880265043094465	8.396838162973305
1.6624617929960008	1.681953029239552	3.9862165618920047	3.248794159504831	2.278908262268033
1.2881787432670941	4.29373865226814	3.457312131739179	4.344382324748513	6.9502621082666645
1.8729609841140291	4.044373748401134	3.6834681512539382	4.230834642443966	8.700598859634963
4.4371225412191935	3.6865042894706312	1.099339263967943	2.9709384870193483	44.20568115065943
4.204251415978115	1.0411276042347088	4.6052566907650485	3.696788564422744	3.513689739378435
1.0191923851431066	3.726080103707747	3.549364757623957	3.7266436859577263	3.987269542474214
4.435510058975293	2.2640094177830736	2.4785544449586157	3.444328384933869	13.954937156592731
2.692978056894896	2.0558876002990827	2.7292171588670158	1.4371596238026654	2.9154063557244903
4.722947549182052	2.866506781212373	3.2164866188311763	1.7225327299904474	7.250230764634383
3.0330737171203843	4.980303878806339	1.7980112037125178	1.498914731592317	12.59283006060055
3.0576662754510284	2.5681120502455808	4.039177717683352	2.946838327190672	5.728849321975198
2.5078650460757808	2.9003457900045047	4.416556510789578	2.8312048022638394	4.6627425427123725
2.2699959590984395	2.4355555786154106	1.4389500026982294	1.2890541302708702	4.952774773480823
4.267879568320156	2.7645500088425945	3.5773049039400826	2.847105506399634	9.390402542747877
3.6595054140663286	4.942978395750822	3.825364578159777	1.072789628763379	5.072859575076944
3.3060358967923835	4.608133832175132	1.396462828819137	2.724897381196205	29.72715994801473
1.856302597559513	2.6750818058952737	1.9925403026890456	2.5479582588263665	6.349960656392863
1.4272468350164282	2.363327131456749	2.5376205531227494	2.7847332080176432	3.701517781943536
1.2189708436424311	3.3502593696848773	1.8464049924540331	3.97558271500059	8.793172162482502
3.4672219540533367	3.44829999760542	3.7614900019560893	3.3679438387101577	10.705121847142637
4.478606849536414	1.7455054393488518	4.225117511887791	4.377129757033762	8.098689996981854
4.5738681938250725	1.0887337464217368	1.6292503644600242	1.2600242352634161	3.8512029128434833
4.064822814121161	3.311230280745729	4.763350067835548	4.042870781663621	11.423741447335422
4.6907038279999576	2.8127141010990697	4.3811803658585	4.65666766867755	14.023218951680649
4.4153855270615585	3.448708518214056	2.5924557314645043	3.592715572004287	21.102631085232836
4.0573636278770655	2.10453721516066	4.46692515907567	3.807005681293956	7.277385654473308
2.643094453914636	2.427903153675945	1.2578213241572769	1.0867892544406126	5.54460261157803
2.8605939184649745	2.7465303728718378	4.699207681183246	3.6770050730129946	6.14766518802681
3.980639703282258	3.6591220329518617	3.2710668592322314	4.81958725346728	21.46101163893418
3.97386412709053	3.237088628053168	4.602917889848823	1.3132335209457846	3.670086801915549
2.1969560824791	2.1405668821962656	4.848349396279238	4.120917034473685	3.997147169448811
2.7730656900609256	3.6434779662064942	4.525947598840488	1.9057091972406373	4.254253977361875
1.376985508075566	3.5583371143090976	4.0141549715527765	1.4234152364760622	1.7374564808523123
3.889453639892349	2.4508218840878824	2.6090754576519837	2.8602061993023344	10.449873975594047
2.9071304793222588	2.6238135802747453	1.5596316743670808	1.3760323420522458	6.72983001796296
3.5379819319544232	4.195705827967989	3.136459040863853	1.3399435154200496	6.341726563607137
3.684112128228112	4.101756702542442	4.839317114515613	4.490777106087824	14.022974823253719
3.0345922220876784	3.6914223459823248	4.58593128920114	2.2212318159890074	5.42575799854324
3.3725328136950425	2.556557286720305	3.3315867847392147	2.4749085486984805	6.405008902459443
4.1941835711766124	3.0319472952798505	3.807103320297113	1.1111161063598152	3.711366661135469
2.3965813497244794	2.283224866958826	4.5612548563427495	4.79295267395608	5.749891677249376
3.655307684048201	3.511893114422376	3.092222553680533	1.4022246748509837	5.8211942351964225
4.8795329878067095	4.845807972051072	2.0859648604683625	2.3669401029730737	26.830251165221924
1.5686778910932264	1.7649820645827563	3.848386978061205	3.587188319431529	2.580771253091142
1.6550924354824033	4.261656563991334	3.63694723038719	4.961406689278261	9.622070396437488
3.966749181452476	4.179214837245229	4.349515565872316	3.1985132951619235	12.190926384432867
1.9574968876160617	2.029096413240341	1.687614279588162	3.518422258662784	8.280918901493465
3.111820024802745	3.3845809439889427	2.3129129320471677	1.8909501241923503	8.610733849663117
2.4318543566456583	3.3681437756209758	1.6675441206378854	1.86058320158966	9.139026687520598
4.526748549991753	4.878891335586691	4.165456690155688	2.8278636969663595	14.993511805279727
1.9414341233051664	3.5109033841355464	2.1550967088864965	3.456953250309837	10.933728355434065
4.309996904473263	2.0485740447879777	4.3895316443900505	3.068578046010417	6.172308343780466
4.414534143906793	2.56144651885324	1.7320590566256342	1.4545367542812024	9.495813509187114
3.7230766302898632	4.195334369805063	1.220969923214506	2.287581575291118	29.26443739499319
2.516599626192363	2.821444775910007	3.2054925197115107	3.341030845810464	7.4006761395976115
4.252194900159994	2.304668059350542	3.4758655028051724	3.9640528045809247	11.176299026128659
4.135457673752667	3.055392278084766	4.534262001231723	2.0219089605685934	5.634372331041298
3.4986066973329484	4.680172996714461	3.013325496393779	3.7665636406376213	20.46709913778864
1.7745041364782956	4.574326231038752	4.175269590790887	3.084364789873897	5.996327776723986
4.675041038112251	3.9558145271536564	1.7702448398739352	2.4849768501471283	25.96033895767172
1.2671658700810429	1.604954363036318	3.2904488579029088	2.0569099285704913	1.2713241127786712
4.645856012292371	4.598142611348713	2.6638141560812274	2.116229067810986	16.970980536400035
3.0505926418040348	2.8990670037123536	4.284694145634033	2.0000561047441727	4.128238917699576
2.2922057775449454	4.482167717608222	4.749429725058877	4.207668371589014	9.102102955908592
1.6223750730395916	4.930933348386223	4.767633639693377	3.965486999594928	6.653866025755313
3.9991408570368336	3.1208110173632737	3.1604257102803617	1.0905658098502768	4.306658778260884
2.8139422797412847	1.7942779841415772	2.1711710286088017	2.287390174645753	5.319258903791313
2.69485832680976	1.7793208889234018	4.155271452002276	1.5954985863802342	1.8411418055495328
1.236279115337672	1.6046665488183556	4.05467251884245	1.6679807671482427	0.8160872393070503
1.7650899158011044	4.564333357306253	3.6310050482103406	3.6231046924904513	8.038929505179517
3.8975146785636903	1.6288488463541166	1.0376566501003155	3.9009899661722702	23.86655324094037
3.11907462798047	2.452415018949309	3.8163425743630337	2.1209421463788964	4.251098844756334
1.9684353065941824	4.790682830858407	4.181972269110667	3.02285857954637	6.816402802969646
3.7024223759871115	4.7606600493779005	2.9543344745069238	3.397479606014981	20.26984036761055
1.182090383513594	1.398484551571037	2.0399862789569654	4.742669661817505	3.843297357332194
2.192308289018107	2.9889094093965145	3.0413177636249937	3.5332235974437625	7.612436832306286
3.5130778595998877	1.498001820217202	3.7427083284936367	1.271426635669207	1.7877444479350564
4.137103232957168	1.6455507156415572	2.272463042750928	3.588601566234175	10.750682673884555
1.0290137280094536	3.406631482724669	3.804517537041636	4.727033667673875	4.3554740400710825
4.550437389826059	3.5357576489077056	4.934358488514519	2.2960617645675523	7.486666729208722
2.9046021999110136	4.708949184163093	1.1473653722382928	1.2073030877785107	14.392135479156305
1.9522283062650685	3.912343866920134	4.966597066333433	3.3988371514704574	5.226838167279961
3.145076435485555	3.0184306516932056	2.377629708570965	2.4705757361291263	9.864302008166886
4.876088239857884	3.0882146182144936	2.268832919273736	2.278504141723441	15.122595579802384
2.876099359633149	4.687602542283473	3.408513905756034	3.598538615802294	14.233633001466876
1.8285587718988363	3.810645235963544	4.92612044161784	3.7129974892356605	5.252028472529559
3.569791058174866	4.876824318602262	1.8876989814340253	3.2396606784849262	29.87766761595955
4.2215114617786735	3.4073380789435204	1.2560927023442865	2.289599214697716	26.219292862352678
3.1700233524346806	4.878059628600137	1.067332586868106	3.4686060475769036	50.2533217678236
3.3059034234726865	3.714487081658738	4.779587471799992	4.1712322584315435	10.716746872788663
1.4481147912700938	3.9315964792051536	4.754425507769841	3.8511679656534485	4.611756198616055
2.175796000448296	4.101250729961773	3.460948481298732	3.714150034260344	9.5763233854715
4.806641563934681	1.6409718403103226	3.854188484054498	2.1889227252517784	4.479611456551336
3.11470517607615	2.9220865604746304	4.6765047410344565	2.6045417332054503	5.0689728263096505
2.0284324934530633	4.587573635923312	2.9625423133632225	3.6259202184281136	11.389306727557646
4.837334571834823	3.976981528441239	4.2975518630637515	1.1265693349931505	5.043087450907753
1.3447786247210982	2.6465358550022273	2.5289430178383623	4.084498283371193	5.74815212799749
1.114343255889346	4.819430662591294	3.0606232778704303	4.415253044945304	7.7474797035480725
2.1982877852451668	4.1829939956940985	2.647331326367386	4.073222986840601	14.148215792959494
2.9272209075722118	4.805669144650758	1.2139889135034383	4.894260138593684	56.71287900158414
1.301871196563816	1.105534509348538	1.9693988163737584	2.8960687388940083	2.116486561646274
3.9939183768792192	1.7502346562459097	2.8891530506668177	3.70616536067389	8.967052403972538
1.261437167277042	2.8218937768106827	4.937192397659152	2.77813283018187	2.00299211620944
3.1078208249748434	1.2156319221812568	4.84912024603574	2.404554845264239	1.8733969211668569
2.576283585953881	4.498879140638573	2.456686192330351	2.6260403936444	12.389383892511061
2.0522356314658423	3.831222300154931	2.387128695952534	3.38067293183343	11.13504299827374
4.439541391083179	2.4884536999946567	1.870255719596776	4.696374602128955	27.741466356611895
4.76385128820138	1.6350321248637902	1.7578370821632667	3.381559377001858	14.983831536614304
3.6249016697327616	4.879773404795374	4.292254966858372	4.905253143117634	20.214909383209275
1.8057086205723658	1.3776994729945231	3.0099675487153035	2.2049083331045227	1.8223462151192416
3.2722698242900536	1.392206726991554	1.5221565337269631	1.571880656406181	4.704495838566958
4.444021574039956	1.1364141856333378	1.2238282879429705	1.5144449708248016	6.249507806033892
4.8862923238957645	3.1984729801375886	2.147605315182657	1.0783189570117169	7.847203253214402
3.934779450877849	4.3250718225011315	3.275398643432551	3.2467107884755397	16.86914835966068
3.25006525719867	3.188683595774765	3.667338715684946	4.194980902911224	11.8544790508015
3.1985026361914364	2.3617081159229443	1.8661705435884723	1.8888941209635008	7.645910673152512
1.9277334513623163	1.9272590248744308	2.9250648749874566	2.6309774185588872	3.3417094707575568
1.5461642956057882	3.525557278648612	1.1695185307965374	4.241383073809624	19.768959265073324
3.79734606018718	1.7413691132306437	3.772255686831429	4.41116779336775	7.732563056119821
3.6157193160224255	1.219186870788874	4.437457094197884	3.579010705931244	3.5554437909530328
2.1620407368077394	3.5717215031603	3.330848686167753	1.9576399137298783	4.538573448940063
3.2346485215210037	1.7615386093288494	3.552176609984468	4.540410854146493	7.283160259992129
3.2378084033672363	4.8129678329558025	1.7615865635573211	3.5744795681340684	31.620805941450516
4.603956978100348	4.201560876216506	2.3229146782635683	1.5087196784882129	12.56369005300731
4.956207391165502	3.5943694978869822	3.969017304428845	1.9084001731006008	8.565616890662916
2.037733103165031	4.228598204284976	1.8529144511369535	2.5210592644025063	11.723881181334152
3.582951576379989	1.896641541716244	3.0013992466034987	1.1134850270912322	2.5210810593614066
3.2682758564139136	2.4787512482256804	2.7171414879252915	1.2000191870529555	3.577894972542278
1.4013670278204091	4.205639444821454	3.513381687445684	2.07127165462003	3.4745267594981573
4.072982173701353	3.8335929065639194	1.5019109780550313	4.344912568412599	45.170547236849394
1.0313116859467049	2.2157858820294503	4.60746954895014	1.7376401930772087	0.8618171054177921
3.1697571510617752	1.7177601937517035	2.14016337906697	4.6043721614809705	11.714183308632407
1.3265740223977345	2.187490701630568	3.6045318060093487	4.325918867749927	3.4826290001278783
1.4651801403630549	3.4602572877396165	3.039317117260841	2.2037273766930414	3.676048785235932
4.580014504609947	3.417687622221468	3.071610112508753	4.856516843290756	24.749021303151906
3.6051438128565834	3.9052937835011474	1.510417318922196	4.4314624904168936	41.30726348142097
1.9348649433417249	2.9009882903117803	3.7633634574347985	1.600203868412032	2.3866887398800216
4.0309167316551004	3.2267447062581205	2.2386794153244716	3.723450404981638	21.633266516042827
2.7301946185394352	2.5949917434326566	4.9018645965347085	3.284223998647125	4.746801230821014
3.037696135766204	2.8536167863185185	2.9573015580293167	3.0974347451703776	9.079178057381863
1.075476920734181	4.352068492329332	4.503162180830964	4.774746426422854	4.962831621206526
1.7580985996308318	3.426626895245536	1.168732830420058	4.322068388699144	22.2785252045357
2.2004014963379905	1.8926556128144387	4.358911666438926	2.327347104915225	2.223599768448515
3.86326001061653	1.4131389089045432	1.3026404267497274	3.88835300549522	16.295959114988268
3.92871804070986	2.810596279876432	2.4343172791530776	2.8730795369165265	13.032261789320154
3.941082727785522	4.357596472782022	2.9231519868040645	3.701704081716785	21.747676447539252
3.7504206606643193	3.6326645593664746	1.2888964689943243	4.383006308102981	46.32968433698929
3.941739130687194	3.3561817796694284	2.7224569145009463	3.152531149332675	15.319046171302741
4.188516173241284	4.9649885929748745	3.0002070924168485	2.2898286036781794	15.871946630993948
1.908912261542536	4.695628324494766	3.4713021849492818	4.409299109601914	11.385623546734786
1.9616583512024441	3.5360455928648835	4.2125323267208685	3.595370984977733	5.920272407202328
3.0224472758776466	2.11271433379316	2.311089597442357	1.887362621603512	5.214805075374908
4.487377789833885	2.50723483071846	4.6395430864818135	4.702916777168578	11.404591337800547
2.4622815773423072	1.5494347011760818	1.4549349350493317	3.7084285832795194	9.724277454945627
3.039329689706681	2.636799952522463	2.0906385487616705	4.625700228855995	17.731828628925204
3.9357967367029767	2.941887501460228	4.373049634094001	4.4641501443379035	11.819881126138036
4.0813938981167315	3.636217368286124	3.4923294439049797	2.927659199049351	12.441239842126697
1.2848587732407175	4.945127321408867	3.014499471254982	2.075674306520176	4.374988034372448
1.705435860104244	1.6211469619047219	4.948496033946741	1.2629015603163594	0.7055926540149247
1.2050079472271862	1.0508166286744172	4.632366343189488	4.006155689026203	1.0950697274534005
4.894817948843683	3.8886894915262697	3.8436089292508977	2.206874526050158	10.928945452992027
1.35496752074756	3.0258035589103596	3.23800246163387	1.5365104537406578	1.945485324902468
1.3107947259574677	1.9562984615847885	4.205285658479933	4.5297099448735265	2.7621336576826843
4.983228578752415	2.8799428473656223	3.926207578867376	3.4479360702121067	12.603194120195196
2.367532976116627	3.0392038833998845	3.1355124160728534	3.9495797016744514	9.063547802547852
3.085728403320595	1.5005077106849718	1.3629376995692748	1.154404881919347	3.921733515852363
2.911518129894975	4.817242306680353	2.1778210317776217	4.7425584586616125	30.54277521446616
3.055961145143578	2.6913351833344685	4.488569171464503	2.1163027824855583	3.877800815630563
4.556342415040053	2.5970947767640027	2.3300527674271714	2.755499710953392	13.993900016932368
1.2346313936793596	4.753641791047585	1.8716441524715488	2.7015028950878315	8.471219283401137
1.7322634734020208	4.528822107869635	2.5867075401777626	3.2197639793486315	9.765082534166426
3.254563688733427	1.4631438078121786	2.1053144444028407	3.5790434546277727	8.095241132592099
1.5555604863495147	4.9848877143159624	2.6918690770959675	3.004857246711784	8.655899274916921
3.54858863967914	3.5409758516494607	1.5582038514543917	1.6386831144579532	13.214457181239984
3.3558991678720917	1.022712493912377	1.9351320006363448	1.17930689695942	2.0916003634181006
4.227468205549976	4.704402188938081	3.0745044810042983	4.888798907605901	31.62363849107157
1.8745524258850037	4.396642718742756	4.005867886396134	2.7802872116398945	5.720207803878028
3.3384211915026514	4.027622306081288	2.51143128628784	3.325763667677652	17.805736834584913
4.004588505279392	1.3576315725040913	1.1555431261764624	2.112724071836892	9.940230329185557
3.701811628364245	3.023700812135994	2.1847773088933407	2.7130249537715696	13.89951810741857
3.4557043367508817	3.698390130798871	2.084021679382256	3.494728032610721	21.431888970224566
2.0562830215280004	2.758821509546839	4.377909456579396	1.4511746856162009	1.8804397005949507
3.43145314227374	4.404246915635801	1.3609956347256418	2.672518807911087	29.676574487952838
3.0134486974971697	2.962967679514618	3.0324286390093733	1.4704815418915738	4.3297189281865895
4.283552628133689	1.3235814893045001	1.7583892264123069	4.645178650349598	14.977599002514514
4.139075721012368	4.140497132690578	2.5123230412177793	3.1763320694081094	21.667373902217804
2.196717698182895	1.978060342539793	2.6784397014002947	2.7627492954562145	4.482015850998662
1.4626028782608884	3.367156575252832	2.713754625501686	1.258899999068939	2.284601155572496
3.809026375027879	3.5999057233784963	1.6709855538720526	3.0307765029293545	24.870603481089212
1.4592915815719598	3.798605725928831	1.163451175877955	4.402964951419204	20.977965225786427
1.3130898624995786	4.6870396447663865	1.0444571867722203	3.742338775977682	22.051875525377458
1.4092910297419672	1.084817096838646	2.771135404937428	3.941988283713167	2.1747772977361257
3.3063213376936336	3.6111469542978223	2.6417242441025386	4.811377398240126	21.745638496676456
2.5355305941883044	2.6890512023996638	1.7775778898073336	3.747220811785204	14.37303796261124
4.589493163577352	3.81008404850914	3.1765620048029697	1.850958112940746	10.189163641812224
4.772904815580992	2.7518463544739937	1.394430128620138	4.705325991012847	44.320016664206435
4.00728809703559	4.570545819478816	3.2057024774431224	4.748703881067148	27.131294119017447
3.93471394391302	4.032014894587735	3.2311488026088537	3.8151314080291208	18.732158964824077
3.0175784343001237	4.518664936096512	4.1357415469134615	3.3782691218119014	11.138060159992976
1.4353814924946031	2.6783804756446656	2.979769692042716	4.802819518349914	6.196595982359956
1.0568655464512484	2.1473099142924554	1.250190827274166	3.794383836384245	6.88778247350358
1.729878249914473	4.01760389731742	1.3336240534785249	1.3387795068503308	6.976832408383896
2.4195641132960133	3.193640599158448	3.4855858368653587	1.9712318467315055	4.370036856015555
1.2247428426080895	4.845987455021636	2.1275902165013005	3.2302144970690883	9.010949856232928
3.5649704417794434	4.137140615857991	1.2637841179795632	4.025038721189904	46.97355021494873
4.414267343950638	3.0266001974762493	1.7279495513846346	3.3239045881709104	25.699884900187865
1.421329707859185	2.415848927866316	1.6399452578888347	3.9550258452134868	8.281034247977724
1.0854967200188188	4.910202261821878	4.6605097179564785	1.2851815425767708	1.4698024242103376
3.01255460651614	1.432700946431022	1.3883216375606997	4.8628676509990525	15.117947508785464
4.478835227873006	4.720291299015214	3.4981262049539086	2.872359956835687	17.359502548867074
1.070187358680584	1.1895679467781304	4.526243150042983	3.957341788303368	1.1130501966090052
3.99397337379786	3.755774628013265	3.93250363675616	4.8973415896336165	18.680820749880148
4.817090075034837	1.1030508480973928	3.2046054209054486	3.757307103360301	6.229919439200258
1.8050222366213844	4.571493319544473	2.5148407334816385	1.4291216217807214	4.689206407263425
3.4274258684859453	4.586942421289142	2.312489791071178	4.374774535427436	29.74179735218577
3.2865110729072704	4.262993795472196	4.261724419659534	1.671756577324783	5.4958829912280605
1.6505951597213442	4.930916054900472	3.520542095442498	3.416202177318647	7.897728498686763
4.573456518473368	2.2382151589096635	1.4111889941207918	2.773199877105245	20.116034823981217
3.38563682629178	4.10567678148246	1.1690552452518437	3.401011293970496	40.43879127222621
3.6605100632438536	4.678940215302352	3.6917467619061672	4.294744751112426	19.92482685724788
2.935916697916489	3.221395000526176	4.7583720241421625	4.2941838211018375	8.535126203995315
1.7051693634566152	2.094873656801545	1.4660299631742215	3.796987810797265	9.251703648573613
2.523205360270376	3.3518140478259064	2.5516192317775763	4.0128163841196836	13.300437802641845
3.407854712193792	1.1273983237166845	4.476274324328178	1.7728275715529331	1.5216271870520328
3.486881447645668	2.8711848985689725	2.023946489032446	2.14418211089704	10.606228644156094
4.001684914525072	4.726172910308573	4.716271634389266	3.857438144309668	15.468658686385965
3.519788327508017	1.794919786592907	4.272953040514981	2.1188814558741687	3.1328538267632857
1.9171627228935184	2.575887903073299	3.972807914255108	3.995431283885208	4.966518230870767
2.646893743008216	2.2810436747860123	1.3340011075100202	4.789605606388908	21.677723442598296
1.4854247743408495	2.6750873612832664	3.112515126406746	1.4331948811406083	1.8297106252327928
2.9620759287007514	1.7932390304643042	3.1443132513827483	1.832042956583152	3.0948828631340803
3.0195717817342937	4.444703419015072	2.6320077977001497	4.587196666630213	23.390975484762386
2.1222726071146027	2.524767223889829	1.0265783482611988	1.1553354312716024	6.030294249996928
2.679708269397154	3.0047798223730795	2.7624171373878723	1.5635546795535622	4.557471744317047
3.082003518423524	4.665244896505733	3.853740725824169	4.769065374596466	17.793376152426635
4.212258514425908	2.3287243156393105	3.424436132586746	3.183281827832197	9.118409959351718
1.334515268789572	3.790257194597863	3.780801493805959	4.862945874503007	6.505906055553894
2.7288535654367583	2.102919651084837	4.418414238738501	1.4042737088250212	1.8238463396483557
3.4917746371984304	2.265916060553044	4.518518050159591	2.1283103703274446	3.7267388728490936
3.6299917702948217	3.59225322785927	1.2259652976560558	2.6379408851890216	28.05817799624836
