gamma	kb	A	v	target
2.302172834774336	1.1991633903510568	2.5244438247012724	2.125682644346955	0.7754297265219382
4.856616064665052	4.784486506075655	1.4862496928047624	3.3208989689379464	2.771997367961731
3.2556761387161623	2.044110346099349	2.6987950748416187	2.467079406712662	0.8284013732264199
2.8972042687175343	1.0491303976166455	2.659404108694363	3.834713814530785	0.7973775425664771
2.5015465910714068	2.4877208474434847	1.8455807908730744	4.278311431211296	3.840627320344612
3.6247227977092864	1.1136040503598321	2.288713330109072	1.3216866769871616	0.2450103730423445
4.847931929354574	1.635350138633449	3.2449850846655695	1.9831757784358603	0.2597358373285873
2.0428181147303306	4.2140605967527405	2.9852870344642435	3.2340554080546786	4.377776354234265
3.340836280347652	2.8275373298275484	4.254431284919072	4.435271160872529	1.2592616297248458
3.830294251785444	1.1355932542970997	2.104687699048204	4.476583496993431	0.8533952892898314
4.59940612107782	1.26747778665037	4.9842083100877375	2.7248018886671	0.19250776531064487
4.470084750535445	3.790895733090633	2.1514913420039616	1.20620265630453	0.6124666359467074
3.751999151518898	3.343840487411438	4.489446739267404	3.2499843011085834	0.8796009621859311
3.0250020080877458	1.1797638415946987	4.908268658983069	4.161916720525186	0.4940087971000221
2.4584253066871287	2.3921276162714733	3.805956380684024	1.4737259066046842	0.6351160160053644
4.518658390456992	4.459142665183979	2.1396387059062563	4.57628586811272	2.7104847127012617
4.1415701868359704	1.7561429583142334	1.8858226297623069	2.2133462814628952	0.6560872863718016
3.6610142033945214	4.7924212430062845	2.6401224384518853	4.987798932835039	3.4024571281641474
4.25630332892468	1.5827421169491744	2.8635958950188733	2.6245372776368168	0.4454780607303652
2.467060313697242	1.5974119783383878	3.9743728736333286	3.710442294797604	1.0165436682596791
4.255857535797349	1.9084126383179592	3.8540248446941767	1.3691743497342626	0.20823375703274424
2.181832424645721	1.2573488645119064	4.965141378842191	3.3361721105097115	0.7148529620973424
2.7737017366198717	2.3559807455500894	1.074056453797922	2.275622159686481	2.8142598237200787
3.3776400323404645	1.4886305200224847	2.3869329469525358	3.834829732384637	1.005881176620356
4.964143584360509	3.390841967901045	3.9267877272580214	4.174158566747064	0.9092633601823956
2.724193812797977	1.4101175777588613	3.1006589800635123	4.941556998597632	1.3034039994471636
3.064501292684937	2.1429134777175016	1.307196347115188	4.786523850820362	3.8007462782053834
4.27103361954152	3.8757513563774313	3.2885326971787214	3.6648813056961753	1.320470335872488
2.319563876066925	2.2695276845552352	1.138615174200308	1.0435980027311436	1.576381533968142
3.0916910628413796	1.7706157128949953	3.014786485228896	2.6326307574866203	0.7391969466935494
4.046077828349211	1.5910073153871962	1.796165462660264	2.2448320527074825	0.6527827874285009
4.1597070904783	4.9226291785195615	3.7296555264045317	4.219621396304069	1.76260525579269
2.9177269265542782	2.5658234344350053	2.3823986917175906	4.68464231250355	2.6308857945556183
4.316423134338926	1.4485665039153557	2.1488316102031946	2.638339744325937	0.5362864675788486
3.767552722728908	3.973080569944024	2.8193267257114174	3.826466270462076	1.948426153096944
3.74382422306044	4.580007780383518	1.3028447073690772	2.279549057356974	2.9205605851768013
4.5445128403125175	3.102318976195697	3.848403164019744	3.747756549413647	0.8523553748919352
2.119175489961325	1.7966172825638949	1.0156823732631426	2.4265209718239023	3.8351602570113488
2.8822195584557284	1.6082845824840817	4.514991132231139	1.237136648246243	0.23412801737075484
4.2776177937004265	4.906187476158381	1.3849378486671828	4.805013277653068	5.193380450359696
4.052502096433061	4.557947550648695	1.6153984742733214	4.221320955120056	3.9019532142616487
3.856268411980593	3.968621479363243	1.5124603141700148	2.6349969144470187	2.4206766708236613
3.2966867528387325	2.8342924485954573	1.9895375137508648	2.6222423147275906	1.6265356374243694
4.8088157561099445	2.497238959030252	1.5818153944529216	2.4175675016925506	1.0020582034824932
2.770461164232325	3.7776321846836063	3.3898105633990028	3.712984718537451	2.337119926027305
2.904057973557717	2.6391902033597185	4.602958217477483	4.209464704878489	1.2675945486764648
3.0903537206911187	2.648163977573485	3.0374085809357587	4.291283061623416	1.7898186896096149
2.0634606998583034	1.1777171080310709	1.7324179841665424	1.1350473794726712	0.7255725524617751
3.3756549921591223	1.5865950520738523	4.4055688521759295	1.7531763503061493	0.2657702324693772
2.53791264109666	2.778531472966768	3.442379220014621	3.833781105746776	2.0121124812841247
3.297412900095958	2.7769339606400942	1.199286006150747	2.659110130218287	2.6800324640129864
3.8767075204169865	2.488073340076028	3.3951956495904314	1.2637348132250297	0.321927897224742
4.287992937458121	3.686388717405797	2.538271645465471	1.975353911932861	0.8725233750277259
3.267306484044299	2.6791016906255907	3.1797515039577777	2.0291379677254047	0.7540451729532519
3.0413153925357856	4.242736700307041	3.5170957912117315	2.820156352520757	1.6665753740836728
2.45545431609201	2.235913016195506	3.3559783079559096	4.3270351677353975	1.9807406099288305
4.563310775564042	1.3821334443115303	3.980905176325993	3.0813482150205713	0.3002307847352049
4.2036481937222465	4.88865628369056	3.4379100653932277	1.8897536448743104	0.8387940968984372
3.2808342643352404	3.5313551631815017	3.3648664920389195	3.584635364195317	1.6493955463709744
3.8571618718295415	1.4311180230779632	3.221650422682502	4.917027709420959	0.7644777450313939
2.8011417968738104	3.6667748170230743	1.9135985579164696	4.189182808021228	4.4567144925561335
3.6334339299508938	4.833762550740857	3.3349898497412096	4.4433224548908585	2.445548053442467
2.9255317289433433	2.980824984305121	3.822072978341768	3.486135463958516	1.4119882478752923
4.006594922226569	3.156103940213061	2.219380728745062	3.0347250990135524	1.4353701939093515
4.469527816430729	1.9854139915685105	1.5944315168993444	1.4573904307164811	0.5230590823683864
3.0284391793798613	3.0063082309423463	3.982613964484166	1.8626252043944391	0.6931524756706634
4.2507947398833466	3.8591009955807074	3.4092521657536685	2.821556726554264	0.9824857434488328
3.04236165049517	3.5882553229233296	2.1135520699527097	4.4086376367058655	3.664731346054971
2.5590234858740173	1.0444395555597668	1.1846231096903406	1.0742365166259695	0.6075057100667288
3.247074761234781	1.7326105168170258	3.204387113912184	4.003560502281776	0.9633516460119445
4.1346289406731485	1.5197073756479522	2.6242430256726688	4.702133240800189	0.8686897795023634
2.8587129406102942	2.5619786400627467	1.1893970227056232	3.63382497789746	4.2111464088663615
4.099052165309322	1.0999574029651145	4.795220337008359	2.325949495415061	0.1721625526320486
3.1281685532106698	3.379349696666752	1.7394012415972488	3.1565478276845145	2.8816399199041633
3.7764107549463715	2.2405206300766967	2.1670583682677567	2.2892625565699447	0.8524918291726898
4.226097451950542	3.9479817908888943	1.0061751368063327	1.4356953075204033	1.7461693393232596
2.871037514269766	1.6953635317290487	1.3468917398658586	4.5869905256787815	3.085854858505814
2.330122541517381	3.6470708337705697	2.1356690962075993	3.399958692560378	4.3650801467806515
2.6844931820807423	1.194062576743339	1.435758159346726	4.33470351326376	2.140109202566372
3.7834198326451953	1.7262522546118109	3.1312888526888805	2.328513083110201	0.4611912849638991
3.6303091306707738	4.347765908139784	1.0595660177088655	2.330242769224992	3.635235142322861
4.8380138731702385	1.9662335324282136	3.2574265003204346	2.44656749978776	0.3847787993866855
3.95674973669624	4.0666407010886285	4.344524847744443	3.6603966042559684	1.1587962858039076
4.234324175385641	2.4475700154098963	2.8666456682486166	3.0170611364941924	0.7964557875928341
2.01069990404256	4.670346750015052	3.5261029841012457	4.963872666241414	6.505078498269653
2.064875663385314	2.0072995602549306	3.6783651740681753	4.457648504143052	2.2843585218705957
2.038531063681407	2.092535535015505	2.9061300317327907	1.865119315384556	1.2931381600469198
4.4172382041517375	2.701135798930744	4.9162304233660885	1.5201681100693931	0.2444165183473386
4.398277951155796	1.6661590562995945	3.920650998780564	2.5036218173858167	0.31308921162062786
3.4688524726914647	4.470097043089974	1.9004286265104693	3.068533828072785	2.9234869797738123
2.7134173176281973	1.4304844870036681	1.7096372002909392	1.9291787590763745	0.9420815809445756
2.834562856562457	2.4416367094096216	1.6602185272845391	1.6922861843546904	1.3566162108572148
3.3951227409416784	3.847548579954053	1.5800857676693851	2.081745862101008	2.1164274543814074
4.210667264247494	1.0889284375915804	4.708394260099513	3.015205454800047	0.21719415227481192
2.1519518501225896	3.8278196123104222	4.202547951209587	2.015686530594905	1.5937766248483831
3.4682026195114712	1.324341038958377	3.472865071413492	2.604411008111436	0.40238394147310586
4.98999374973538	3.109058660610873	1.4255830039052055	2.3183313060789645	1.2671840321959509
3.418970890900435	4.811305365624778	4.031817082568916	3.2439562356855345	1.6003185722041222
2.010738666264494	1.9940561205928973	2.4135408399611027	3.7527110543782816	3.0675310774977054
4.0537692887258165	1.099497098413272	2.1727483579353963	2.238224416900646	0.3708959262212623
4.777883822950791	2.2759219870935334	3.93038747252772	4.321843700223061	0.6624337678462369
2.050240954165189	2.6517770177362943	1.3308617171126906	2.7012143282743835	5.124767474032772
3.951876111807648	3.1326641160632094	1.0244918812189834	1.2608358814617748	1.3060678662373748
4.803321579884184	2.420379053018164	3.1456536061082567	1.4972614324913738	0.3029054440047466
4.763779075255896	1.2754395657980782	4.073134241503638	4.081453331579104	0.3395641815868057
4.351749270548057	4.247782833275012	1.6850160272514132	3.1013013549208885	2.332548672199484
4.792563576179576	4.57231424486173	1.2752559325793813	3.081585796389553	2.9132658112812693
2.0291038391516816	3.994323667959909	1.7660573228951626	1.7315327278272208	3.8054845587398534
2.7600801862240187	4.635217252510734	2.017546556216385	1.1858234075120435	1.547868613523279
4.906871203402739	4.786785875949351	2.547343401440005	1.1802531145005952	0.5676786574320611
4.450562166287568	3.332312925504404	4.672130756744274	3.939691638774384	0.8143351171416475
4.311835548400662	2.463510022242817	4.304991175341463	4.239667732030302	0.73256324708811
3.7790166267320022	1.8095934693382116	1.5651873000959076	4.610521358305983	1.9181103905961787
4.189948881540264	4.276920306488195	3.4185888489393075	3.1868359628335807	1.2498568424296082
4.468605815181356	3.5672787029036632	3.716191594101828	1.0441708885767045	0.2889718760697305
3.398218973636697	2.5726513051657443	2.5238988915710303	2.3516241752520353	0.9995120976683942
3.7993592549485697	4.264166594322589	4.958710094050952	2.3537241128113062	0.7230400674810674
4.0017148473583415	4.8022812826776535	1.6355506890404503	3.71204183321029	3.631006400485856
4.499570947375818	1.591418042228551	4.1056118821589305	1.8276751939585518	0.20243733007530254
3.919875154198039	4.800176994173224	3.3386484056718846	2.0930221498504107	1.030614164929481
2.3603106687296567	4.105872549287998	1.6770170788127423	1.7743564577573836	3.1935281306173664
3.0866887308798896	2.002120290519539	2.183556057153616	3.2437896484324846	1.4253477487576545
4.820330232576579	2.1799233961868327	1.2390609421491778	2.5131794163493635	1.1573671566488577
4.125620010040847	3.347400569372004	3.701140006109042	3.4597713328406927	1.0011136642911167
2.3410384769772605	2.0763857564411103	4.242859625497781	2.31840074433524	0.8460512012161833
4.626137391721349	2.4905685457333453	1.6793313053561487	1.6407900589113962	0.6710747154044523
3.745175077243724	2.6538857437972614	4.629568374660273	1.837654597214948	0.3837386619364275
3.4125495577542244	2.385871751790276	4.846838703431487	3.2508309463276097	0.6632949185075208
4.075349750040346	1.2873082701674952	4.049173125873241	1.0106053353742346	0.10447281247839034
2.081593888252449	3.1669332400730883	3.442190478479477	1.1366108575822935	0.9668332669741652
4.507729097818776	4.053697233058949	3.512774600958482	4.65864021159942	1.5326188057587269
3.5810292746496266	4.174631360348367	3.0956015328196336	1.2685005216084946	0.6627821414628645
3.2625713590802485	4.508350224974574	1.2618532722061029	4.239248409630658	6.694148905542932
3.0742005443548237	1.4167390812070462	4.787413904997046	4.82858505102522	0.6889029412441209
3.7136709460575914	2.294839245145092	4.638982174209524	3.490912132542685	0.6363723438767717
4.8973027821639965	3.3429422897143097	3.051164958822295	3.3213161596328837	0.9337040922192236
3.148094908609377	2.256399672546077	2.3720536263900955	2.6058867906917818	1.153967568856608
4.123977313092465	1.3627424743177117	4.515831999976981	4.580468387796916	0.4424640950989972
2.8982154910502715	2.924563923013435	3.3960858977173536	4.348850089256469	1.9729286333805969
2.0280085036881443	2.9754171110611467	1.1982867354953248	2.5155799590900307	6.076150513862184
4.121378813158158	3.441757442265125	2.8437436881355187	2.7627734806665267	1.0712445132811474
3.841579291692976	3.1641086926490165	1.6970021642311983	1.6777111606784219	1.1008456030878713
2.4429063494493977	4.8128304420889005	1.5382441909572844	1.9763858983852955	4.28557282896828
3.864393847868624	3.155953696550778	2.8878177745528637	4.470886062182772	1.7057748526869254
2.2763783012677408	2.3897521562600708	3.2403757177045294	2.5655439649163734	1.4823731566950955
4.253897655398408	3.2328577336224233	1.1307520666642703	1.4192043904451361	1.2469822171223324
4.1064145203094915	2.255495287456687	1.993806769239963	3.2559064074781907	1.1856905614273263
3.7968574215573705	3.057843695919705	4.808522682220094	3.733954583278736	0.8489894962568616
2.087107853482008	4.512259246890592	4.595438712890966	1.6556526591429863	1.4954216466451626
2.3273323659266003	2.79502559718169	1.5500448449690731	3.380129247183378	4.591928835748266
3.592370980952313	1.8966038391433764	1.6132772815352254	4.6771179266124525	2.121039596188295
2.0466336767833155	1.575167367182318	4.174709044172694	4.062957768703471	1.4646980276185455
4.444688252945747	1.3517616944049933	1.0623300626023502	1.1341265802512073	0.41894042485805816
4.4542004645993165	4.183244727465196	1.3064875314719666	1.61511105753396	1.497141521455673
3.68311198465383	2.863181136091343	3.0801502357962596	2.0668985233953117	0.7160729691859755
3.7745085450972335	1.3768121062087582	4.0212705493981815	2.4229150120332203	0.2989947046885294
4.682980299436413	4.0505520296897	4.97053130461488	1.1767701508893302	0.2603776181026231
3.8600659478409214	4.9050070299570345	2.4827139169730623	4.785636297766205	3.305800171690678
2.402959749048536	2.5867402144699687	2.1234860669842144	1.4614206271650154	1.2689175986944854
3.2189464537992136	4.3306729260749135	3.7824398575005227	1.6160369676479152	0.8338497879143315
4.99389123799619	2.3832951688941506	1.8523869176325063	4.407054805687522	1.419705761893039
3.639636414178869	3.91071841535752	1.454906257184935	2.4677776598902383	2.5129477126346966
3.601341975505008	3.3924811017363647	3.572974827676617	3.924919841356724	1.4325863978030504
2.88253585336432	3.5954422319558064	2.836619810963542	2.0773930185361777	1.3987065067241102
