rho_c_0	q	A_vec	m	target
3.818610054332724	4.472722684431879	2.0604605282994504	4.998402562930515	-7.0406110439140335
1.7618280364277044	3.1817573025638684	4.159020545267818	3.2859885633984027	-7.0950520277677365
1.3325495894249464	2.026314425813084	4.718748824284736	3.0162404593821472	-4.22426461831392
4.284169736549105	4.172140358217833	3.7677113260305615	4.044952644048248	-16.649061541374163
1.6209308076776419	3.4930012344032013	1.31800964586456	4.643071903091569	-1.6072239489610651
4.370699426938193	4.3547231620166515	4.164230382148567	2.8142482321997506	-28.16331929179133
2.608429621195448	1.2380986495046606	1.4146290421367618	3.5837087783931523	-1.274806392579373
1.8186003749779505	4.278021463597499	1.7418669368235284	1.9268870166075307	-7.032973171193023
2.6861985965993527	2.320231388367357	3.791571348713149	1.8177658759863964	-13.000220005129046
1.3787451507908577	3.772091511660183	4.560852125340098	3.8703817685396977	-6.1285594664353775
2.5614254056114074	3.4867498782061945	4.152193964546993	2.5462017647678588	-14.5642231742751
4.391697253481704	1.8075669729879624	3.770288852256757	2.2794898800232883	-13.129970397294025
2.818543184083373	3.901412105754925	1.7689468733359008	3.41000505998151	-5.704351608245754
3.5232443476034687	3.3621749450665432	2.026872830083946	4.871464706680717	-4.928673076191744
3.2258382884838768	4.380924575443775	2.1199462606949875	1.6929682802646597	-17.696378528813177
2.2364360083524515	3.0695899492588925	3.732057622054919	4.708374576973176	-5.441444134606737
1.3588104227265063	1.6729399267615577	1.5832022046744818	1.9132570403903824	-1.8810584110348016
3.3090585181221885	2.835244725733995	2.5087583260819954	4.819603641057464	-4.88362717424738
4.302326328727237	3.239629983031283	2.4575223259186743	1.4220710836063462	-24.08656805018001
3.5582245901278253	2.1661887381391787	1.858679654446885	4.590589369574184	-3.1207986449104363
4.732427379761735	1.7659205931377042	1.692713107606976	2.130213030594605	-6.640724291660337
4.79871894603519	4.711967179903649	2.8711058597097145	3.986219659695637	-16.286041994640232
2.051141876521541	3.4929713547232564	3.775898223477567	4.3270625266065	-6.251983659768626
2.082938412934772	4.0033513745983305	3.5361631265050013	4.313233572420483	-6.836431291187048
2.305723146318872	3.537853123749352	3.707697456059125	2.0178485937373103	-14.988655253917615
2.3456723245802373	4.05525952018689	4.421245897023526	3.5560450821519334	-11.82669530330478
1.799954155285404	3.464676628150716	2.398571027569626	2.3597574031098847	-6.338833967643385
1.821964638999087	4.25862991248847	3.413742588789352	2.7841890423379523	-9.513534435427237
1.7174806161742349	4.665146183810594	1.9762056359937572	1.4065646851242837	-11.257177798903689
3.487558220231893	2.6066722012089225	4.863783837411378	4.061964732627899	-10.885440382370684
2.0156495807986845	2.8774932727893034	4.88785258271005	3.96771376305144	-7.145080312516402
2.4095831841856383	3.7328278181711823	1.598329348516446	1.3925387246016598	-10.323783171446127
3.6173133715093657	4.318373005771907	2.5462752570685097	3.954031643845136	-10.059386514245883
1.8821981402155237	2.494466657987561	1.4863877249572692	3.2651140491488255	-2.13735567104771
2.057374458142434	4.676673710351358	2.9559675668245324	1.074424674765777	-26.47122901319859
2.263756194849912	1.3385926835134554	2.138059603142192	2.6089421873003924	-2.4833243739067115
2.7081330955697416	2.4957775161060773	3.6831150084089623	2.6830803808146038	-9.278066248910381
2.6608041016970865	4.863453664542449	4.772478319706473	1.2348816706248678	-50.01223966166901
3.9511357543960526	2.4074006066367675	4.54275546553583	1.6795230172719835	-25.727863131648363
2.387025503872305	1.7230169896442535	4.656453459550496	2.9472039192985515	-6.498179437113742
2.286095910194143	2.077246018408565	3.5076361844811195	4.721696403349811	-3.5277586401041425
4.8771971327233565	2.9627754749300905	1.6053343871284156	2.2087983429816607	-10.5021566424719
4.774730071884793	4.93557885999633	1.7277362547838258	1.7818271329322857	-22.850662655057977
2.5726609258185387	4.863670562006988	3.160353950141704	2.1357312066565366	-18.515516545835105
4.2647509820569915	3.129814218123368	3.8694173977992	1.7561708575672084	-29.409730916521315
1.32837019280572	1.3352487449604569	3.8991204041369665	3.406077286333967	-2.0304553723308705
1.1678752943943245	4.506884529208112	2.5642903320263453	3.8333456949431914	-3.5209682699367075
4.273960486938346	4.903074826638704	2.4398396487811422	4.892964771218965	-10.449324579760589
4.801461029787408	3.091612434140135	4.627043437937671	3.146368106151796	-21.829937844318184
4.780377665259439	1.2081528550208032	3.573917750927735	2.3606134798245475	-8.743871447219485
1.396619598749172	1.8625348206450747	4.949226955869769	4.413269625098608	-2.917154569786254
1.8638588447191908	2.544415817270893	1.502830016459261	3.251993904117183	-2.191599756653597
3.867100843537672	2.212222649586724	1.9082851967713983	3.0726105170524374	-5.313125819767957
4.01906130470789	1.7660208038087086	3.057443512307522	1.1879648663513591	-18.267339123352027
1.5114274209279568	3.921544420296277	3.1484577030010588	4.068213133712528	-4.587104157339644
1.0592365241784774	2.0553000001035024	3.7037055594473736	3.363964138478249	-2.3969184915386688
2.6617349218856856	1.3543250376603844	2.8398886688621707	3.9796146776496895	-2.572456270757174
3.356233693388196	2.854877233475161	1.3560146841838088	2.2101030982646335	-5.878837954507909
2.9871231671985488	3.6123143729701948	3.695855397890244	1.5731526966267912	-25.350280028547346
1.5423448122025691	3.5416569592090905	2.4927130834774	4.2237897185346736	-3.2237249102933463
2.3303522465475126	3.2597347027441335	3.628264782887568	1.3463122652611663	-20.47184568358924
1.785089373836433	4.784281266201784	4.872687695363358	2.8812929452746205	-14.443013916512342
1.6075230980447612	4.3301757797845735	2.366169980743733	1.6915311142347726	-9.737079098517476
1.886172454324856	4.754006706210141	2.723173538775651	1.2083312476560786	-20.20833347583593
1.6683547617435075	4.581180448222927	1.54623899114553	4.913250163616978	-2.4053237919194466
2.684901715035617	1.1624546087696699	4.181437600951451	3.833722094476688	-3.4041554861800765
1.3238788079089838	2.3747403803879084	1.1114047135667295	3.5456693060471487	-0.9854585772091669
3.567955648879657	1.650288399866028	1.7037142480504983	3.6027977932265536	-2.784429085007419
1.80171795846512	4.745227608233634	4.809358760972684	1.9976241866683784	-20.58340613502245
2.5819405990987887	4.035397114757918	1.3474955726858409	4.744331843372606	-2.9592715191569465
2.5825318533041064	4.849129303146372	1.2271293695706684	4.833316999886608	-3.179468467889697
1.2579286594483277	1.5403193050789432	3.6757628090259455	3.3666335607955724	-2.11552616548945
2.7840480755174064	4.86214722608598	3.075179231912092	3.4264974108937687	-12.148561614796634
3.770965489887935	2.257135863991411	1.1250697476956055	4.9450575299051405	-1.9365038193222452
1.2089336122144867	2.2736797257484813	3.0951882909227564	2.258640024836256	-3.766793355169661
2.926004013784609	3.6779238009222346	2.3523641409127847	1.9409399909505631	-13.042777542244046
4.542518606369052	2.8803408583437227	3.977881707992727	2.4009903589023645	-21.67714326644301
2.8657519215957485	2.40806348199518	3.8325816784446753	3.347026805228142	-7.902031428500138
2.8532730918489952	1.8791696138731857	3.3719074522778434	4.6371072181989295	-3.898861702845263
3.767298473538285	3.804335887975915	1.7628301506198736	1.1663906602967915	-21.660841287992405
4.656621082294769	3.9324572621593634	4.888067370080842	1.3091480436301963	-68.37279494479014
4.334380153855095	2.3659999867437347	3.1264888962540134	4.563709616344305	-7.025554783931835
2.972808992639346	4.830311648885394	1.3629526852364842	1.946993263141653	-10.052139082879297
2.2600450292498286	1.9348645167455367	3.231733045372381	2.7697288955529595	-5.10229858180427
3.559383980814529	3.826899122624453	1.9821554629847664	3.4295486350418107	-7.872680081830027
3.262642286884128	2.9147440548333896	3.651587048235651	4.492912990020148	-7.729004066697548
1.4434103196532604	2.7090577077389764	3.7501627488145917	1.0551215959038598	-13.898107474285078
2.6151202831317115	3.2345621253629115	2.2360801054292248	2.139606843359504	-8.840168549271059
4.433513787817214	3.6940257674039874	4.070776216797649	2.5153735552338667	-26.504689549707827
2.001847070944641	2.1645292389080737	4.4008345611902095	3.3817840588192563	-5.6387588750251005
2.587468188634044	3.5497402105467284	1.5801349569646437	3.3330320580277486	-4.354379527201856
3.2108978583416983	3.152360932446576	4.733116472137465	3.31030544859398	-14.47243307416618
1.0167721319148173	3.216534739425427	4.011032342906029	2.0499638989960998	-6.399143239843188
3.4076164990622217	4.482940095911847	4.604223951414305	4.79511330240938	-14.668010568619792
1.1817856485539684	1.3578441725777823	1.1814127783071535	1.7933774027492642	-1.0571061882922514
2.8118950482016785	1.8994178584343595	4.7567113807527	3.531815764623065	-7.193303492949562
3.2392393673996467	3.4982359277034547	2.8779816116679924	4.873199179934252	-6.69215497982326
1.360674703877291	3.1452513339922	1.2836931975785435	1.0374535508055307	-5.295442352467472
3.65283190961961	2.12881409321298	2.244089122915652	3.515348063451301	-4.964084817023557
1.2098295217680604	1.610934222658249	4.775439942157663	3.0895831010196333	-3.012419790614169
2.590026635342678	4.999712499159451	3.5533999219653083	3.2280149199964767	-14.254691311730488
3.2785431760475587	2.9508820667970377	4.9750022517487285	4.40890742043482	-10.916792677972756
2.081425072404244	1.3166897915343485	4.27666814333741	2.1240908299146883	-5.51793674606141
1.4996663062615652	3.8194936870692415	2.5199706821538994	3.670279533571366	-3.9327539577919057
4.835569630093295	2.6972588321357818	3.82898008697482	2.2227240806998507	-22.468176059434704
1.0043624949999963	4.915616900351144	2.35066035650501	4.115985940147143	-2.8195806150341465
3.2846961203033045	3.75550059633821	4.22765493990347	3.432741192244986	-15.192229219099266
4.55635748883704	2.3850886839495247	2.9104266981514977	3.4779120515152337	-9.094113983798145
1.4002890789994642	2.3424721805001165	3.5643591063203455	4.295870258639777	-2.721588363424553
4.9130568504086085	4.075697543855828	3.924524269004592	3.88532717687424	-20.226147051001195
2.062490601451631	4.9923711888725215	3.122848290092879	4.960285056198943	-6.48250854218463
2.4992633961223087	3.0785326033910367	1.2331050201547469	2.242822637732388	-4.230200194389314
1.386379745409943	4.006288440091858	4.907538658050201	2.9317154801202805	-9.297503015801746
2.1810581695782325	2.34601235211838	1.322023535961177	3.1024503559701837	-2.180378490491554
2.973425117918848	3.6955296291074538	3.307056546308808	3.911255951295709	-9.290927652344717
4.063405776995942	4.413146877053748	4.839786857233309	4.975717302650977	-17.442515338117982
2.1483236981470437	2.254448220256428	1.974298692435239	3.4080645779853453	-2.8057245135205053
4.4257821538046915	2.6659013322739016	4.041600303527618	1.363079544519167	-34.98374235969605
3.0780731251651634	3.0086324885680624	3.5073989469772275	4.100969492324073	-7.920392478876464
2.4601678060518997	3.983927054644447	1.370443799077134	2.9931240136683637	-4.4875843808515965
4.823437319904052	4.844320156575892	3.431059960128503	4.4183489043770665	-18.145033596263875
4.17686233115243	1.6118640888341873	2.63208381568513	3.9133753133768714	-4.528212451435356
1.5569430111166365	4.240809863298267	3.2941937569919446	2.7504031641912783	-7.90813907739549
3.258817546710596	3.525686400740852	1.0662982625915056	3.325525353860799	-3.6840215744875766
4.998172159801264	2.106320234355973	1.9099079679467943	3.11165569466694	-6.4618446860707
2.9092226539225234	1.2149144559248626	3.753193161206647	4.402611445738018	-3.0130977307360403
3.4063373380121247	3.498032629529208	4.484133738856002	3.0440904961248885	-17.5522383989748
4.330878173124931	1.3861660597509684	1.4117135398148726	4.5450389676754925	-1.8646623297752136
2.197767716326092	2.3579424694496907	1.3811547148617551	1.703813422977083	-4.200831764969509
4.320410746966826	4.544459493564746	2.3996013774659386	4.196399343913463	-11.227151073007054
3.708763637335339	1.7179656011707998	4.308576410722403	4.2804694149957285	-6.413365940825767
4.436777152965679	1.2833108077355042	1.1242312520401838	2.798232646291796	-2.2875537242669672
3.2737666436043136	4.954378331478079	1.1368552418824265	4.628274361194794	-3.984033300238565
3.611573423165917	2.958157246139609	1.4559552287256181	2.6046880107887485	-5.971865445155308
1.9439392126474944	2.5506004552614683	3.180297953951733	1.3161529715764386	-11.980820303677831
1.5991109293758967	4.916497403139477	3.7463236204725683	2.6146152858212703	-11.265018267310019
1.0684529702505885	2.355482780632954	1.352146662581927	4.674964423246388	-0.7279152780857038
4.753624232893584	3.391410574326247	2.0105226042394992	1.2719974883278038	-25.481672213775873
1.5676285312765268	4.162395726923199	3.9923797952126088	1.9467068123770903	-13.381901429625712
1.0654292570115604	4.6204367514084135	4.978438624118068	4.86222274567008	-5.040411047963382
3.1058026600894384	3.3158943668750163	4.84618246396185	1.5009449056872342	-33.251370892156714
2.095351975086618	1.065419850912631	1.229208739236045	3.853463879126811	-0.7121182516532458
1.9560733815873423	3.059147833779388	4.465938270748293	3.400143618264796	-7.859611191021229
2.7554137530922502	2.691631882705904	2.1723870555079823	3.233942461829685	-4.9820422167265885
1.7357779596288312	2.756980525039016	1.6079488463472025	4.955898431750867	-1.5526647704507721
4.814646302436309	4.995768664893066	3.799812533847658	4.314841887272244	-21.181855091286405
1.4417292289991002	3.953409185430581	1.7263072074451076	4.352196217091265	-2.2608153169295813
1.8011943418513114	2.231948528078714	2.0942191802813523	1.2120371793660385	-6.946258476056767
3.3439052851432294	4.777508656229589	4.986467588206733	4.08717973772119	-19.49057780696875
2.487906841398861	4.380888669046432	1.267858479771042	4.212834157362515	-3.2801427747754985
1.6182737936756781	3.661485884594697	4.544603514936276	4.0287588830347545	-6.683963804190498
4.5019902580868	3.568822663159177	1.8206515686443057	1.4472840779036802	-20.21168747891424
2.1543853504941572	1.8948052171261711	3.84163855777717	3.5327898618589075	-4.439015437491755
1.3151622206650542	3.690329595324709	3.890792360021344	2.6674746838903345	-7.07916816419661
3.7198943263222817	2.7636481965691946	2.719574306993127	2.610535323418964	-10.709882747490767
3.33867676451774	1.7543862253677616	3.11896154097702	3.9532310132348996	-4.6212281412977125
4.219523039282763	2.097374977828858	4.623206259654395	4.086198065647867	-10.0129788913576
4.682403256047099	2.8269294089221395	2.9063874274834363	4.5671698476195965	-8.423452289612554
2.9516334595174905	4.392685526459125	2.006732224659621	4.025803002297569	-6.462929868887207
1.9348583295217303	4.85668673846982	1.6886659323717268	3.6122360346892752	-4.3929563150988
1.1201488138557218	3.8733609478555353	2.1148944336400164	2.8184152873341186	-3.255722652419637
2.1487290186742833	4.0606053862964515	3.113725615212061	3.4515825763104337	-7.871083268536481
3.2229031712819283	1.516082742570006	1.0314735643824218	3.5894523693984417	-1.404106562526198
4.888109614677496	2.6188731507310865	4.358718955006888	3.472972763143143	-16.066189652189482
1.9879440577748464	1.3738634991233365	1.4818707832519924	4.032500104556247	-1.0036532433594478
1.1753547052331397	1.1463204247300829	2.242084334122272	1.9075895208018585	-1.5835872520919765
3.0123833075100683	4.9116606738211415	3.1793694212213084	1.2971495687879142	-36.265153936055405
4.1277480332799374	3.4479840223528546	2.956741608077972	3.5862006094135666	-11.734300795279731
2.16609492111231	4.074603995215344	2.932291317584859	4.917354646852374	-5.263061850718122
1.7867553015731632	2.0636287966206943	1.7230477570877445	2.9504740421325697	-2.15328827502322
1.5366153437657153	2.555673106955989	3.926724529731081	4.444047516538307	-3.46994195516874
3.2738188232039667	3.441496506097772	1.9683909366562165	2.4353705879814207	-9.106432531717706
4.774033967542018	3.8977858594536317	3.923735643845132	2.8279345146770365	-25.818670299786376
2.7799842942596964	4.634774980454037	3.9808648336027104	1.5544674420318327	-32.996418084332596
2.08720143402475	3.449044194209683	3.8124788017507947	3.066655604478125	-8.949639775917902
4.983358265136237	3.25732148600804	2.324368914840252	3.5162678784806976	-10.730151160207953
2.855738965685664	4.588749376588059	1.31664612610744	4.417277130328291	-3.905955263067627
4.4014577561583215	4.992216004676723	2.7197132301311817	2.0461958566079144	-29.20557891275479
4.3241925776729655	2.8088332742784545	1.1016038937952182	1.355310518029993	-9.872284033508263
2.8056035198052727	1.795097285022374	4.879799018984748	2.252455666084207	-10.910884825832262
1.7011190407814798	4.500510870761533	3.204084054132692	3.7426187094146735	-6.554277682964834
3.606471717719724	2.2512142539114457	1.6610715807715133	1.7727583635435793	-7.607433517029028
1.9421350812986395	2.4581950300763418	2.3813255834428	4.4569409537513005	-2.5508073907287567
1.1737616488910416	4.732012938792368	4.913889085635123	4.405234743778018	-6.195582331514938
2.1533493157743764	3.340945847647808	4.988624114389342	1.7999619323284284	-19.938908688946285
3.2835104210562833	1.769163345459904	2.175494132090483	3.0750889508691928	-4.109666357608786
1.6988958420043088	2.3430034124665435	4.7957359403995445	3.007838357928244	-6.346590003956805
2.9267438957188685	3.2022399841456384	3.159860075163252	2.3392683070142017	-12.659787381989355
3.102164380158196	2.8896881752718047	1.1868908181351032	3.411831453550856	-3.118451464926306
3.8165479865959577	2.5900809538714475	2.8632506299686167	2.0501204615798434	-13.805878604935794
2.1950680629360813	3.7066755565801333	4.991102846674239	4.845083649909818	-8.381616863587746
2.8295612975494784	2.063419326708104	1.4119201940435682	3.7478063360929945	-2.199579225825108
2.593977437744616	3.5405533906633235	2.958594006753011	3.095501806596864	-8.777920707587585
1.7741004891229908	1.5625237146324125	4.1105134386912665	1.2297763061107818	-9.26562638144584
2.01147090517614	3.3362805333529493	2.0339018770590838	2.844650150171732	-4.79819011241083
2.3776783678952103	1.8104932589697071	3.5966401389876284	3.1562510340930117	-4.905411758165741
4.307629658207576	4.3502382065376075	3.9630148897525483	1.563712592612562	-47.49196808206497
4.861659888674163	4.729057958853108	4.796596745068992	2.325628533207603	-47.418965075099685
3.3923534820159045	2.1142494659218998	3.6865596999897896	3.4306424023515487	-7.707315707187611
2.858745272202931	2.0142403534868825	1.6054937405674703	1.1989874401832412	-7.710467922984768
1.0454719431338408	3.3967463022478115	2.0794866334815048	3.2233351304205584	-2.2910056767137754
1.6293010630182452	2.444804826126956	3.411028261468368	4.149796117661836	-3.2741916206266546
1.602696524790661	1.933892019696161	1.593260872970042	4.554463764559364	-1.0842593009075538
3.177854176595264	2.5301453202337165	2.1877612010738634	2.7822569087611093	-6.32240215655436
3.890595070684864	4.989316217723862	3.005489098250317	2.3094947868825293	-25.26127303308495
2.196052855743644	3.281574201352467	2.475707530339725	4.5007528249384805	-3.964050626491413
3.856695062551264	4.493945464684849	3.471613531653423	1.5089367109818546	-39.87525262815263
3.254720114938345	4.423239699705801	4.271083795580634	2.417995730629761	-25.429433488805252
1.409215789675259	1.2674909901929068	1.2869682395370678	1.003906004572034	-2.28979793280263
3.705006277107299	2.589556611494607	4.938064626284378	3.9468528190230914	-12.003839936127891
1.9249776037946176	2.133140553116568	1.4320792484461156	2.4145955709595106	-2.4353860002358387
2.769134431881556	4.735595351113198	1.2932522755624618	3.867429274748369	-4.385099944878912
3.5332403167104385	1.0150178968964745	3.7275912480177067	3.1446406548530463	-4.251127551552741
4.228973080225188	2.347117378049308	4.340340318042504	4.4516132141617595	-9.677787676340747
1.4508621316641888	4.3394584718025575	1.6811619386861572	3.206089528764053	-3.3013805282750086
