g_	q	B	m	target
2.2920199030382298	3.1478846655514188	2.7855505449685354	4.916582488980823	2.0438777419919822
3.9437797600756905	1.4502918707629953	1.3355438613552453	4.3913263251097145	0.8697621715505235
1.5642129977623502	1.5824135131661792	1.3480592742268622	4.840911837952408	0.3446415959948636
1.2762182093306085	4.633818019502943	2.1593112810159343	1.2230107116327849	5.2205818386550416
3.4015479947768594	3.724169537340948	1.701594563238122	4.156640291263353	2.5929234598815323
4.534152105199754	3.126865727307333	4.273477206121683	3.1105006160816333	9.739270360730847
2.0768853858504848	3.0142859098602504	3.5146395397714114	3.7338116546539193	2.946424803137018
1.2074745042219637	1.63268932451646	1.7089965238645406	4.513069460437891	0.3732679386729572
1.260007658475557	3.4618900545710893	2.7349698413852432	3.8884424945503104	1.5340281223353696
1.0837319650666717	4.927444554758697	4.1373769309529465	4.011240340617706	2.7539752823095784
2.5857421603874267	1.2073937733315616	4.396174528882469	1.2909341906467229	5.31587763085562
1.1889255227958144	1.8470757639650943	1.5865026904448052	2.4475332649674817	0.7117403281067285
2.1962363002716208	4.417644639888974	3.5905513536509788	4.421977450187195	3.938986266586712
4.101355793770165	3.0573783288083134	2.34800198110476	3.60740847908713	4.080841908813386
4.4896944510261205	1.1673449303842343	1.9965531001133316	2.74937368404629	1.9029750112081882
4.912344380539753	4.6968748063119845	2.7896483722575693	4.083401135346056	7.881251998251322
1.2230218263254788	4.458585778373911	1.7645426658797176	3.8541308500972495	1.2482657288540049
4.0341493798545365	4.213855327679813	4.822983161357623	4.141260828934785	9.89885042953059
3.0262889574105016	3.3303003273309444	1.151443196455208	4.243392910339226	1.367392108319193
4.400085522856762	2.7128184352630194	3.0276283050956403	4.735404110303828	3.815903296671475
1.4742448519115738	3.7394523415262384	1.6005077822048164	1.2339909935691833	3.5751430780194595
4.914088050879156	1.0871936024522468	3.7253490786312655	4.8819199743644015	2.0384316050921343
3.9698934119929192	1.1347525305636106	4.412362226527892	3.2684443833885735	3.0407454773507636
2.2303596005095723	4.483080636685278	4.153507887745934	4.2160843719549765	4.925237653439946
3.4127913461232757	4.697960996364488	2.5369902749858855	3.1793560696182697	6.396888506990673
2.6993791960397435	3.497436063739295	3.8439853637700487	4.740399397381925	3.827810909891621
3.239926129227963	3.2132184087153126	4.086684771421694	3.0160700330601125	7.0530193758443005
2.336364181199814	4.071522912654219	4.205296888250056	4.320153358809161	4.629828722485152
4.968704477811985	2.814643994847955	4.937161478776329	1.68016242715936	20.547675877514795
2.705379966729603	1.6216459934919958	1.9646865243614915	3.4051928776464084	1.2656274264981386
4.907308986697952	4.922034271941927	4.937559982508303	2.3043842767635385	25.877095165046995
2.7877307244015013	4.126249638147913	1.8485588197000355	4.7330442731412665	2.2463065957959105
3.5666927993649065	2.570980365784825	2.8000642453697955	2.9672836287746422	4.326566715212575
2.754630633346036	3.60965554711738	1.4383134176340648	4.640084055497213	1.5410858125659457
2.886833414201364	3.141988436543844	4.270103603154247	2.9424633869889947	6.5814813467426125
4.632804335441684	2.5568099553023425	1.101539384199551	3.3463903734464053	1.9495565562287769
4.066183625045344	2.0905878878602917	2.2492424515405967	2.295832631002043	4.16410305145729
3.4568188342351718	2.6147470225436376	4.686938565460803	1.513076218114635	13.999249595422368
1.5350562394924765	1.3487959040501811	2.8644098050002635	2.8927101436077924	1.0251107012601188
2.315008874115269	4.645284553497409	1.9601812805393344	4.5614634206819415	2.310612017887313
3.2093332697149863	1.284713138637699	3.4309617835518216	1.9041992251243829	3.7144497267077363
4.66396952375547	4.4583996652735305	3.4101013638952464	1.0340999838542566	34.2854191129938
1.7514867578814357	4.596203321689677	3.3997612940608453	4.7073148521633	2.9070417739992997
2.2660405147882754	4.535736776504426	3.649905270317424	4.185080385511378	4.481911808388727
3.940523692316392	3.840101386687077	2.1048567390524715	2.4910494379975394	6.39303134258676
4.920674699724707	2.8978826498738086	2.1803671006741165	1.9351016296238992	8.033435220362849
3.7177930769568936	2.714703276306069	3.7964895902941738	4.8060872580085165	3.986283185312628
3.620151999314461	3.836976716975602	2.7718814275708734	1.638523647009397	11.74918951284188
2.392837224057176	1.96884624390634	3.1635001905965225	1.6242173062572456	4.587950179471951
3.770528610810353	2.531471575681277	4.523043011750642	2.0171715217234385	10.701217466071338
4.094143830248745	2.6161253033027783	4.579666343309934	4.332462034031495	5.6609681818302535
4.928592381017951	3.0722826910930685	4.436125941490241	2.5966958258488413	12.934119442757492
2.16761733398409	3.0914664374827563	1.3442212358821952	4.689083804101111	0.9605056261139028
4.421013124856914	3.0963063952954517	2.85856283693098	2.5451205001698294	7.6873230580417795
2.768846619578673	2.7788057207219805	2.8068480143721874	4.776995155360458	2.260430629339952
4.632684941547072	2.36234701249146	3.491636235587323	1.1584808014663794	16.49250459963993
2.0646256628764967	4.066547985639287	2.7748459292140417	3.7121543664936847	3.137979294386127
2.6311834858021363	3.5003092240318514	1.7593937155951744	1.6330603480767638	4.961218493649186
2.9764940346102784	2.4255835718155536	3.787610650233869	2.8162495583228515	4.854957760773599
4.593988020650945	2.1144588291265656	2.242018224518569	3.108267520550017	3.503320288905585
2.1086192518813016	3.094234055584144	1.9688156530643692	1.5108460142598323	4.25114759817365
1.318567227992883	3.4245561984930646	2.074375320049723	3.4045490426206797	1.3756384988480432
3.9314210922809436	1.9292681985486928	4.485312042220016	4.793576322697374	3.548503099731514
1.533377469122752	4.867789325949449	2.7969167060037567	3.258096428175103	3.2038078062420148
2.4745756559386587	2.9325612771587317	3.3633041368895804	1.8849155198082297	6.474289085775171
1.122745102409907	3.7128606945605513	3.838739282001064	3.009236474955608	2.658839537244848
1.4299974036916012	4.611655995950466	4.0693481647979395	3.3296942272595214	4.029792207657444
2.460948224906476	2.4905839789593784	1.4968964443701152	2.1761783067615563	2.108001673586574
2.3125898645535217	2.252422231769995	4.0231107373356005	1.0293906253719625	10.17888494652922
3.2009866001077487	1.04388557845432	3.9398461220352345	1.899076164130387	3.4661203275590373
3.598031024371444	4.248586385578354	1.036143792848364	2.2741900689461536	3.482351712759664
3.206119590936791	4.595624985903262	3.240937958911809	2.191289797044631	10.89595259338721
2.4058455370785627	1.6627443669801472	3.5233139039937087	2.7622015728570406	2.5512863167384605
2.4994084960642104	3.559780025493015	2.2054886674032863	3.373356415780232	2.9085263923268694
1.1225587050704573	1.4360457869001464	3.1366869306941134	3.676647381964108	0.687648576312806
1.7740305128479619	2.2131730784152244	2.2594284837425715	1.7868478858613457	2.4823183924469947
4.7576539036842105	2.865248911235404	4.729706689588479	1.841727553332679	17.50386802154018
1.9514156411932293	3.1375199734246366	1.3077301823426637	3.374781596904145	1.1862569240880885
1.2219308644412994	4.7438257577623935	4.274720035517107	4.638761167659755	2.6708594326612825
2.061198360295592	3.4260972420193694	3.5220012113111263	2.4327637452305315	5.111861091399709
1.3115009078978432	2.3752402966729105	2.949035102292344	1.2598536272293797	3.645910503509252
4.578377543723377	2.497929503989337	2.1833034285492308	4.103793577124977	3.042218297501784
4.593707905998159	4.751119152833396	2.15602819929764	2.3086998229876885	10.190987538007999
1.7953307253255055	1.3001778004182367	1.730774977855667	3.4646336652086736	0.5830428866821368
3.4082332769352024	1.060129456330313	1.6571877392296592	1.1588720271208035	2.5834166253054005
1.399965404136228	2.3935853001420857	1.9561711445671108	2.408955197587794	1.3605494851721458
2.121974229746803	4.244489813278161	2.3724082862894047	4.898133434858707	2.181194658811872
3.347105894023103	3.2049524665792086	3.905731863935585	2.4190150062236704	8.660139982297679
1.6112675430811758	4.9418086361232545	4.170449305233428	3.756532289191174	4.419969855800902
4.301071793984623	1.9940325870975824	1.0368871511858884	4.007244062351404	1.1095953969490762
2.47460673960779	2.7616068474399658	3.811283866798479	2.1821691672684183	5.967891625777982
4.320924378979869	3.1405947197435005	4.147312462092215	1.0011933475234596	28.10653882065538
4.73586604081989	3.407620680818684	1.4867062298918243	3.7029321004567137	3.2396647594958936
2.56249113570325	3.1253750009106116	3.1351939905617785	3.4095462649669623	3.6821573240005865
1.034609418766875	2.7730610144132988	2.8286059911515213	1.5637335878431682	2.5948696690722906
1.929523573429866	2.6587560664162084	3.4247378675513502	3.0039396679622703	2.92438613976647
3.1654514811648204	2.5934292660313405	2.3801041654350508	3.388027516737952	2.883560770064708
1.3181675552199486	3.585830449499325	2.5456510441801137	4.458683724996674	1.3493436721322227
1.4622793426063263	2.575761045070306	1.799519272214782	2.4987307996648123	1.3562599961012547
2.5096016666035466	3.1193995213710464	1.062017457498301	4.507328344300664	0.9222703764235236
1.2165945085390306	1.8903110273564223	2.4027215381796747	1.0647444044455852	2.5948197752330624
2.87428717821362	4.1749652304285405	4.141729828041502	4.278758023470516	5.80787237070934
2.1937069161237432	2.3588972803348653	4.2769214530316875	2.0306501390252443	5.449464247593012
3.4346578574778017	3.3614987200169595	2.3888635167764614	2.8198382265825868	4.890503568877646
4.633699505785744	4.474995694090209	4.126997272471058	3.9343554538558063	10.875546265241296
3.6281072967437886	1.8905105945954952	4.606964624478083	4.950712987386592	3.1913642104323863
4.695091419141375	2.544992761162453	4.555677965600182	4.678701546698159	5.817391378579448
3.1142954971535666	2.584708001845163	3.6015341488105186	4.301922759836713	3.3695060310635223
2.72729424558283	1.7236503689147822	2.0743602858040453	2.0746997413594737	2.3500662932204746
1.6070924920461245	4.842453831305079	4.419477995812634	2.100752742409712	8.186012473303743
1.8484004441287984	4.1595002611499545	4.947186029709627	1.5942152261821727	11.929397589386001
2.9544970075572574	4.217390766980589	1.3701113299336312	1.567285289555247	5.4463456728792465
4.9217156643410345	4.909333958781256	1.0867653581220558	2.158766165990132	6.081900126687528
3.937813753710127	3.981940524062679	4.984733832693318	3.1537102884106725	12.391963436633782
2.805913501349979	3.2251574067865114	2.308143355961978	3.470034776808712	3.0097065279803927
1.703407274311632	3.4846981365858247	2.1793236962346314	3.5255955088457926	1.834606474294324
4.038100798314473	1.7084495052352526	2.8166905048681823	1.5879671402573052	6.118527631050157
1.1620843401125578	3.925339056751669	1.1366901996010887	2.151077152085636	1.2052328402521033
3.81512102622338	4.346732057548111	2.6923356224574277	1.7073557709568377	13.075140507712655
2.5720067617200684	3.6558208520894038	1.7662798421844563	3.2443335781026965	2.5595347317075734
4.9606723424451244	3.6283705421538137	2.096228372537717	1.8119143676146443	10.411734983427225
1.6488726461287635	1.7334261641173812	2.8973104243759247	1.6564576128678403	2.4996382802161112
4.22147241826854	2.7349302085672207	2.896052807195354	2.470726657078839	6.766467252918438
1.5396657885457237	1.6535920532310031	3.693262280716264	2.3165685703515875	2.029503625382069
1.9569045957927016	2.5894975284534567	4.0811636954789385	4.469574086000391	2.3135187982265872
3.8428516706413927	3.2146024216933595	4.956092431446235	2.0825013603342843	14.69958239995723
3.6055118167701585	2.2641490508190905	4.07776509572541	3.417972271078604	4.869626028164127
2.0258649886647344	1.5867448283909331	1.293196796448282	2.2200631284107293	0.9362393509006074
1.9437246752034139	2.403454662169845	2.9838114029258054	4.690844879613877	1.4858021560181618
3.938407920567568	3.1505062394574965	3.43377896194676	4.9609134497460285	4.294194682653426
1.6190127498937523	2.904423245355201	1.7897038532261424	4.761420831955915	0.8837405494570554
2.9151076225828088	2.497384430178636	4.323359342819633	2.2883704595948497	6.877094600002727
4.3985619585012214	2.317656168812792	1.0932695664334822	4.417962329326351	1.2613481541780311
2.0570466508852125	1.5717032633218078	3.3444088344498573	3.807723686418962	1.4198374812500196
3.1282614247741845	2.9848205329621136	2.3188872224436343	1.7936420709290588	6.035803781346985
1.1188746485430774	3.0072261076046507	2.892403707950605	2.499383422927005	1.9468995543807364
3.9102252919145735	1.8017241384126512	3.9392802434604186	4.457996959001079	3.11269947097192
2.2999610666266794	3.182913542582448	4.191145320918805	1.2839671803697823	11.94797011085767
1.3272064938353971	3.7099970216943983	3.709839998684163	4.836349107875365	1.8885113536827327
2.1794847237646637	1.7614935385152155	1.238660488545475	2.8440319323122103	0.8360316217053527
2.541772176983341	2.0908080000114686	1.518038863494113	3.89216991876104	1.0363629469537117
2.7076297554031887	3.324024186174061	1.6657358813448422	1.677049913800626	4.469753877899128
4.961469011177535	4.782165231034653	3.326229134338755	3.3994777819719126	11.607663807832678
2.904851633810833	1.732038262983589	3.3698794566112418	1.0526308715974548	8.05359349884904
1.319846709049167	1.0090446796015802	4.993210908496903	1.5240057887706409	2.181710837912907
2.8500383876431337	2.448079486722624	1.5230433094458324	1.871268026008972	2.8393732402491385
3.1820819029269822	4.661187595774168	1.025714884494996	4.2290989438380935	1.7986917877256108
2.7120979308188966	1.0801061984059803	1.345425719199142	2.7908229320421185	0.7061049769132125
2.568711801055012	2.83485258583399	3.228220080969472	4.0613520854485285	2.8940655217988254
3.6801410924449565	4.589583721002673	1.903554074602932	1.4346255222596531	11.205582458936949
4.3624851110278495	2.2470479203566174	2.026277371777856	1.6816058071195954	5.905966679292849
4.408854747419267	4.746118463372103	1.7646593899854164	2.3451155235975385	7.872832637474179
3.337040991217985	2.1963916231237164	1.7699406296171252	3.29074052128659	1.9710896802651632
4.605654406853397	3.946305446188519	3.1887120257169466	2.701851563004358	10.725211421719713
1.056118449415906	2.229184900043717	4.372644782634213	1.197584608071395	4.298003046976296
4.064086877675891	2.0786617611993483	2.386307711201716	1.6818018806931583	5.993333231973917
4.7785943530320605	1.423776664511128	1.5879965805921863	4.330490228794049	1.2474540014631883
2.4817238110179134	3.475935027881952	3.4678515944313157	3.478033651716857	4.300528458712463
4.999479304443061	2.9018864535183466	4.941081236570598	4.087394124206947	8.769012160516558
4.91262036505257	3.4758481824749237	4.725203748835057	4.379619823378956	9.211452877310073
4.090464804706223	4.072886977456228	3.4491628656595648	3.434161324572739	8.366388586666899
4.952625492224927	4.630703546193363	4.686397290587519	2.2815533263565957	23.553798267749507
2.332762527338028	2.7568218068277344	1.4481269124399632	4.030336859202805	1.1553524999739977
2.98639898640224	2.6786247808451664	3.0033267217895103	4.003251649322024	3.0006780756060203
3.1904526287364114	3.844777618976468	3.8293169611584648	4.091305605783956	5.74054234441218
1.8102627150435568	4.560758524269519	4.384919775981795	4.499036924607483	4.0233775111808745
1.4307026728567398	1.4411341305437686	1.1682534265886928	2.3164025312401373	0.5199323372606094
1.5904257729894202	1.1132691315063408	4.764995258826692	2.0958551172257742	2.012726626522583
1.8282939107209937	3.1303959290861485	2.157619263112668	3.5137587322987565	1.7571877224564862
4.26303589250672	1.3183736334566991	2.053414188770359	3.71831636259386	1.5518785245336282
1.6359013952879633	1.498853537134503	4.643511944619998	1.5851622621137276	3.591361865091028
3.6697197828004606	1.2336110734265375	2.566350997911809	3.138317815511116	1.8509739155551617
3.799642148236376	1.332950978885719	3.1311605248116594	2.170954886496241	3.6524258951006674
2.172907508825353	4.571714609609228	4.45044931033777	2.4032214333869413	9.198148714233858
3.4613393460778528	3.0659948812054774	2.4593680584961843	4.416522851742615	2.9548038438414577
1.6915875072083708	2.8014256310775933	3.3712758011551602	3.589634921611663	2.225294901748468
1.3755349769959406	2.693690323352578	1.6977451249461155	4.713426137302996	0.6673061000004719
3.649440353612038	3.5327677330501874	3.2679123752015378	2.2278972571881273	9.45554581986755
3.6646452141460055	1.0388667688943791	2.3634639222788256	4.992961567461684	0.9010575882180236
1.912586041688156	4.561401855382295	1.3737004928771517	4.538596068618274	1.3202611459517075
1.5695102802078216	3.738293449890207	2.877541951869476	3.3069432349855865	2.5527158948892783
4.615162849047206	4.437187970260811	2.144248279918689	2.413321322599245	9.097556920947168
1.5801346257330544	2.1327143928451138	2.795888661996353	1.006714668243351	4.6796165747914245
2.7890470773813787	2.6600510842200715	2.0691996570761044	1.8924827062101663	4.0558912751791905
3.4558007881140926	4.23691773352518	4.967869390124728	2.5886740818840863	14.049521363754375
2.8778710821879034	3.276886680445717	1.6483936332047966	2.278391065965607	3.4114218136284973
3.3714406325782376	1.8313543299781752	4.099370387008136	2.34271573153269	5.402011025352462
2.568738363363689	3.1028655285899682	4.4071930688311935	4.318166603014648	4.067387156319518
2.4988458085483467	1.2854447276238463	4.6494102342675205	2.298670402992005	3.2485086958845746
4.074950864113541	4.0261590510310725	3.550814036757193	4.595297603274963	6.3386619890284726
4.6237012678281495	4.039078497386488	1.9136818010601395	4.352164076691848	4.1058826417208465
4.732190790599836	3.65668590414772	1.3182280199034095	1.4261211331184107	7.997495991631047
1.2789456615722083	1.2038429263575297	3.9054686268607033	1.5947351719250094	1.8852827912205372
3.912454261510633	3.6655160465865593	1.5408673766940262	1.0659562132436708	10.365262328556684
3.616462081001388	1.1309044863969897	2.0249008868685063	2.367430017981736	1.7490670878005528
3.9728200299940246	1.4141003143528246	3.3247001433780135	1.2626268536458816	7.396505344752121
3.776960557144952	1.0744496542479496	4.291279897017075	3.009276255510065	2.893498809883297
1.5425105814608022	2.605117171243152	2.964144685004632	3.9974372488135583	1.4898521130804367
4.040796001984536	1.962625885097546	2.4638667126884304	2.434397244477448	4.013286969643037
4.706149664823783	1.3579270623055044	3.053541820161477	1.0007710877833804	9.74947667316735
3.807182857019877	1.858808914358577	3.0409528979112	4.7579059537337836	2.2615298640233843
1.2606607264201863	4.9896896419509815	2.101777340702465	1.8439716587828252	3.5848767164160518
3.826287956085104	2.1634801614939083	1.6283385796601575	3.3898293816500114	1.9882337664594498
4.741174668551656	1.9839603962883272	3.3515768812405597	3.8502847695590097	4.093976004776985
3.1004401374924737	3.599419591210674	1.0059193713893757	1.0209890716692973	5.4975338109098
2.6571433482095133	1.2219698013673983	2.328817799551421	4.510456879082883	0.8382246703350116
2.387841513250605	2.1634484368369398	4.060423489103877	4.272413133065468	2.454822761273895
4.7687174839427335	1.5766857154395593	2.5824774423462538	2.465483560014704	3.937777354258158
1.5012015418048803	4.321073013231889	4.0202111940986285	1.278133638896549	10.201715645696703
3.696104085767601	3.0054257990892497	3.3148621511565173	4.137476912086712	4.44989841691666
1.892701163356309	4.441644035472867	4.082968419560529	4.4185309384643725	3.884131493516739
4.965364505094293	4.561550753622611	4.542399776831392	1.5702609968673982	32.76024653507616
3.7616521534443237	2.4434785205526515	3.4440919961684004	3.9094103352292873	4.048747099428172
3.984353278459648	2.555083570967345	3.0307223879846785	2.757845004549261	5.593829891077927
1.240227217731757	4.822937069115257	2.478824067810308	3.349215202894717	2.213530486810087
3.1328960110090556	2.8353951267889848	3.4796299436830123	3.1895296731591065	4.845470850630953
1.0869355402367673	4.39401314919918	4.966257250140809	3.5114550369425728	3.377359150582648
2.1452187611980245	2.234933258989304	2.0188048793703874	2.229368086384776	2.170794512920613
3.0876885663341485	1.5140147992176942	4.823215483369456	4.617902364415073	2.441324631076253
4.68897383666465	4.719982720666066	4.918052472512475	2.0179400084486243	26.969514579980988
2.2094865842210782	1.0946535973710765	3.4137821556346526	4.798777794066448	0.8602867723375618
1.3126937274983148	2.3577309752033826	2.6671090863861706	1.0914400594948537	3.7815387297371776
4.628402030170262	4.186311310061047	2.828217527122905	3.3875696018379267	8.08829873139292
4.3455171207980605	1.8211867843194285	3.690489622022783	3.955960875284192	3.691458245598073
4.241097520684458	3.2277402381678626	2.1555185968037307	2.9621691591985355	4.9806813497503
1.0603086860628397	1.3905609183161896	4.2859984310576404	3.0708398262258165	1.0289332133313938
1.3709277852316708	3.2408199216925238	2.7771663371043966	1.4680241985939078	4.20250424392994
4.772676307402255	3.533504303212458	4.737517578977919	4.625054563336213	8.637172301636799
4.449650870596447	3.2049843150368886	3.7051125351780416	4.948151866418429	5.339249705755542
1.6469949111233464	2.2955428094590764	3.0830912321266912	3.4255048372414927	1.7014118332631354
2.335881326496119	3.082651276485346	2.2178243225465946	1.1412286221621522	6.996803287311812
3.200016301505737	2.4017427649012126	2.5833726686936984	4.427440010150934	2.242244984708678
1.6977902435453205	2.5877847890728347	3.4917125712347072	2.303134259623496	3.3304385474790457
3.909643960675108	2.680040792302476	3.7428369996921433	3.438040203794717	5.7034623779260745
1.8771145645218328	2.1380846403808564	3.325383462589845	3.6184925303015714	1.8441648055655784
2.3194510304866958	3.7395381823594223	4.755149543003401	3.602648343372508	5.724209118588518
4.986737893625009	1.0298006319413675	4.851192348909349	1.6425665708686306	7.583421841651134
1.776614527361521	4.460904501912264	1.5557189195978651	1.0268057463608231	6.00383823500124
2.4519801783210116	1.1262882943108528	2.9496572358865696	2.4365578609038714	1.6715961131754196
1.7330476128338723	1.2244505500183256	2.338546282558738	4.429071109279837	0.5602154294153012
2.975692552498605	4.584181911920048	4.926406484746046	2.03117920865497	16.542529066388802
4.690809563384151	1.4482564897038035	4.884391178461046	4.581493212226751	3.6213181409621824
1.9542855215708304	3.453078913049429	3.915771452225029	1.761289211662436	7.501553020248012
3.5736510923967617	1.7482139871758635	1.2151554446738153	2.7804686813700803	1.3651820617364692
4.56063624256379	4.645681055852271	3.5930849682759582	4.146061930723748	9.180715545050207
4.27480159047232	2.8143874216860554	4.21176818563057	2.1038310331433343	12.042688433639526
1.6411190828362918	3.6432730229912607	2.009266900103708	3.1011761649440923	1.9369259172480824
3.0018411693607248	4.718692946715316	2.2924296054180764	3.8060876336140463	4.265762350253117
3.724339428965471	3.2426102702245143	3.48814507315608	3.1500415186320603	6.686398774554544
1.1033387957505014	2.726563649039278	3.3718615788579336	1.088101190295102	4.661170467714715
2.0106091624215243	4.783002083601923	3.3388639200498282	4.823545038009104	3.3283624438664394
1.3119609899448816	2.881830459643812	2.7007320706405222	3.3172860303984377	1.5390684493799445
4.83355685422533	1.385059457476327	1.3163245858688115	4.756533542643301	0.9263554949486535
2.0023358750767093	1.2217294268168521	3.997284082556895	3.3046204131601478	1.4795355347985155
3.434574107016405	3.3750075088281455	4.799999876349852	3.766844501179961	7.3855216047712755
1.9104997449843133	3.050817214251912	3.929671960793203	4.779215530820887	2.3962540401582486
1.6719853074651143	3.5811992397385546	4.9118900107284995	4.10650369266225	3.5810250611859025
3.5830504876893445	3.884275198649602	1.600368391182006	2.6910653235549007	4.138363632612388
1.8814416180341025	4.641020902355428	1.9122802753874717	1.7766781209215785	4.699125744109167
1.8039037515681309	1.9746779620847092	1.279575276876897	1.9890891212806696	1.1457536347004111
2.489604901838002	1.0517842676030895	4.339633736318801	2.723139919811597	2.086460778294274
2.0792882787135705	2.5373829102373064	2.1994670098173748	1.4143986831955797	4.1021952666274935
2.0329294268457616	1.8150029344031005	4.65422910590261	4.581964512697639	1.8739831203566548
3.798920087212097	2.2046616028114565	4.844929235284719	3.6437465436943017	5.568155801172812
3.3289774437645185	4.041828738009176	2.662632731979964	3.6258598647420484	4.94036476599067
2.075014664615747	1.2043840612468537	2.243189137145482	4.830385786681583	0.5802835369585421
4.642911400113449	2.4269280737688943	4.715641655120205	3.1057702069269504	8.554384792845957
4.686275963010101	3.6606125594437966	3.4341831370086155	2.2432925467549123	13.130738948276475
3.772499293039605	2.5090683949937875	1.1583127036226446	1.775298579739898	3.087920318469504
1.9670027626031132	3.6221322344073417	1.9199307669305368	1.7370533520223337	3.937419484101936
4.192692928764238	2.6223413236449216	1.013274258653008	4.376836507264756	1.2726792541703404
2.245901882739683	4.9304210321888915	3.4112332775530225	3.993171013674978	4.729751250110864
3.1779123977623205	1.759549303402923	2.446090295770876	4.104886514374753	1.6660372060599042
3.7465202008964416	3.909742661889791	2.9186640185404094	3.529703979292016	6.056086585204352
2.4326328499368244	4.235509283441993	2.3929952077867687	2.6629416113044093	4.6294819405341805
3.617425685846558	4.296532017706946	2.4414511188554355	1.726702909869048	10.987985749282883
2.3281982372459518	4.228223001529084	4.5487879732631775	3.940598807459649	5.681739491528987
4.520156583581092	4.111018828468925	4.809272223534856	3.2013366948582678	13.957928122953687
3.578582880363625	1.859422950611591	4.843256565745432	2.991287244669582	5.386896460490839
3.846181790654113	2.002175874973498	4.2786778155553975	4.775826839691571	3.4495548053988982
3.371472419930236	1.4884543404544344	3.1152596107556336	3.0768996293437354	2.540423067373496
2.4937909303335957	3.6293312078534865	1.6272778950409528	4.5206771817297975	1.628976721311859
4.4053565992998065	1.5173048162156009	2.7060190556286554	4.044391831781904	2.236153105113592
2.4545248434488505	2.280052264022062	4.636184653232643	2.4381098487771533	5.320956332929198
4.884616657872753	1.7375720166026365	1.5014699683263582	3.5145704814675023	1.812957808333304
3.0930054105455933	1.4256861710170619	3.205169487034451	4.071642357561066	1.7356253992371764
4.420373509123955	3.508569834526268	3.9174450720150378	4.778685666534127	6.357019571070403
3.280724928531196	4.257694271688975	1.3399270909940362	1.101216014823501	8.498121683946781
1.2161928164304112	2.0194547132898992	4.795039315288348	2.172858917738939	2.7099869546094464
4.8009583370198365	1.407191763698408	2.982850896007611	1.7769340655060386	5.670370775083373
1.6181035965059682	2.035395542359499	3.894776447356104	1.001987636580067	6.400963028880137
2.0181319672405906	3.7791231158563967	4.809326627782449	2.672718323723993	6.861857405477854
4.237535070274005	3.0500256816270874	4.705559636795832	3.984167465369696	7.632389109829573
2.0303579766078608	2.186366086386294	3.7040606531613984	1.4586068458511985	5.636445921667504
1.6659439926907642	1.4692478233034207	4.36013947008038	4.280167521325218	1.2467089332626202
1.3914749612717912	4.168014076301009	1.9679543402673993	4.476646743767692	1.2747844872181875
2.5436396176903786	4.895027204056339	4.90008528918805	3.2137561955602045	9.492298941767226
2.4390811080253934	2.1120260437478633	2.4351988512018043	2.7376596492205056	2.2911340056696123
3.9625113215097696	1.522496578185943	4.055220049692806	4.977464100158961	2.457554369636036
4.323241024079518	2.342019827459428	4.389776981293073	4.833103814444704	4.59818407820039
