n_0	kb	T	mom	B	target
1.6362826704607405	1.524410356548596	2.236477866940506	1.2639172117176778	1.1862287453970577	0.744939794862532
1.4272260932449377	2.0950810707283027	2.1564147204143094	1.3568868779990428	2.1951087004971384	0.5823947870013435
2.311941323813937	2.1874240690613043	1.172339154735394	2.3436065685112406	1.9605728366840136	0.37490688310199305
1.5232289371743593	2.6791034894808843	1.7088358928692515	1.3479583861760145	2.9559974544324974	0.5427429187173016
1.1823106322904045	1.3242229868356528	2.4324464690577225	1.5233367477311908	2.1834742024061637	0.3736190732793753
2.0217935109927616	2.4996435891838287	2.4815138182507215	1.2811821824555114	1.276869055262252	0.9767314043972968
1.1003991494298813	1.3629217618640233	2.36863543299984	1.8987985105915612	1.9383332711747123	0.319249335364263
1.8956161848986088	1.0528014211705234	2.712645222216863	1.2181656959868608	1.6515854741931095	0.7530778357037116
1.6310758524217814	1.4676545866902913	1.5594827738264905	1.6497491591250313	2.127071018979642	0.33638958310731315
2.8121193124525847	2.980448010721595	1.8012999729243029	2.704820362545677	1.3476426510896806	1.1343887041092595
2.5318388057891594	2.7005438915957747	2.1531726064739485	1.2292210182775591	2.86331379370065	1.0648228197843392
1.9070542341481505	1.5889900250354239	2.284162079759548	1.219120224150154	1.7811475192101096	0.8050946005809894
1.4453201445885169	2.6512040672464114	1.5300849137846508	2.0391109500760667	2.125043318588337	0.44420183009248737
1.0525677824714887	2.1468162893721594	2.196444202039288	1.8888799718625617	2.3946247082053835	0.3516889855833812
2.905571278565767	1.7321500361316098	2.7300298503223552	2.9641884375975245	2.719204724446422	0.5115034281464296
2.4920692198832493	1.234800891531865	2.6462205049745373	1.0233036578248014	2.604145551815781	0.922031868154144
1.2536155015122703	1.2631947441058302	1.1677042896522476	1.2933471057335544	1.3094432339702118	0.36131637702217706
1.4467161714512635	2.4250213051125664	1.799608467749192	1.918735133541525	1.5302164883752634	0.5857225282980548
1.2695458222554372	2.76837457748447	2.7833340760725767	2.1755302153029694	1.6531913288237416	0.571390362132339
2.9641302684597526	1.3007750374593807	2.582274227125232	2.4993787996465544	1.7360210501132007	0.7573188135174009
1.3889031456191363	1.0787112963487555	1.1124632834733637	1.7427218561809132	1.5021716722351293	0.15479513792671254
1.5528991612114955	2.454240679976413	2.9876357868152685	1.3151355138105791	1.6415973829424806	0.7439674927797127
2.9518402780644135	2.034332576430725	1.9814647529422125	2.6772783136418843	2.103888199412221	0.6877937851740353
2.2574280822464057	1.1231094593463016	2.3819267917040334	2.0210943094563016	2.269633945701703	0.3936157437954189
1.4596152949557168	1.6090338918830984	1.7392638275581476	2.5630194929945045	1.4567325793806711	0.35950137423862755
2.454831959925196	2.8861049681472015	2.8688514220442203	1.7608132135011187	2.095556344388964	1.1148641248179345
2.4534576925098293	2.5809990749522167	1.9147266510841825	2.4193145954243387	1.934433476867972	0.8272291075045284
2.852761566468452	2.4170876107537795	1.5191673504423062	2.2931437233020717	2.2875489575620547	0.6465318370726421
1.4445594058052338	1.4082476819838388	1.853033037853849	1.5926558036064857	2.4410683696776645	0.30987193816162883
1.6792373951148547	1.7949629103672733	1.5345198930865942	2.708502676916269	2.0232610206515047	0.2254329355239973
1.5980653335389805	1.7868284933662333	2.485082294108361	2.1232377250358305	2.0106028256338493	0.5330974147472229
1.1156251223330578	1.4298442818358812	1.4595738536620664	1.0106847620000436	1.1645536240505976	0.47951102045836796
2.1465908357304757	1.5602186893337882	1.443384795275655	2.4445310798348863	1.110845991584818	0.5898950184520074
2.3500448073629703	1.0855697244201372	1.7899317529384144	1.4937036969534219	2.9632007791253128	0.23837746655802644
2.7555385088041584	1.6930341029560456	1.1512472014006283	2.089858371877044	2.680147503295576	0.15516410527345528
1.5802375974849212	2.04323006016375	2.2255369925569277	2.6764347087517653	1.9738352052347412	0.4504051872880616
1.214621200772964	1.4354968759573845	1.5073443621164366	2.2397117051136948	1.992932133738468	0.15191240582119253
2.7002965472269755	1.6394259289113366	2.773068928843601	1.9439004577141048	2.164592232969853	0.9248987954349276
2.3758497590185854	1.6296203874910349	2.09781941304193	1.6247429502382429	2.1017643572578324	0.7704954320260236
1.2189968582524298	1.1010440531719277	2.7580601672672387	1.126148604709012	2.2717545518473163	0.4428336092612323
1.0187320331027971	1.263513759905147	1.8044094677185432	1.0519415593388743	2.0781319938651093	0.340482655610065
1.95572461910392	2.346953211160901	1.895789215573656	2.19920632753225	1.7936658604899482	0.6889123976874844
2.8862191329986917	1.9508114140602089	1.214026692636924	1.5470064944366182	1.0907269267706028	1.1410471006697536
1.5648377514677412	1.464526191137061	1.2324264802739686	1.5659061212968144	2.568550022886817	0.16659946968109793
1.2474453154225509	2.1807037402186817	2.2304974197222136	1.671744527434199	1.5070872925112937	0.5484838108111475
1.3212716416863588	1.4086642123528517	2.7032385752197508	2.4172222840012494	2.041587058335682	0.3363599320836532
2.5675404484777884	2.926136180756987	1.3993634023008148	2.3732360274794706	1.8244786803078337	0.7958086996073598
1.9224258732901247	2.9245023786239246	2.394305573151292	1.9357322570120512	2.522999340734502	0.7669699209829328
2.249548935197629	1.9470385192254307	1.464470911810981	2.7481290466209978	2.5779011423978857	0.18623469514871832
2.2947130532459195	1.981602260267778	1.8647207209815853	2.2472377524665488	2.6315556491873333	0.4449810614162332
1.6698217953870795	1.5226550950612596	1.0997808480108464	2.0781087257233453	1.3397445067024525	0.305685594612789
1.1447764034506307	1.5547385287766031	2.7482448064378087	1.3282619907310262	1.5687533843230297	0.5104746741143933
1.5895023376153974	1.1560652003667709	1.5220623143031713	1.294589045990559	2.231648118919584	0.2966311981715874
2.8529659006053323	1.2597623409765208	2.259257150876926	1.1530550225112826	1.0035919588504705	1.3161850058066271
1.097665399633499	1.236460755492461	1.2331911933317559	2.6577856886531888	2.645452970480953	0.0109101331700031
2.516415398661028	1.1115178125931984	1.8816978894940464	2.9455062530344955	2.0040112839783317	0.14913038142674803
2.9201321020995317	2.0307747500783146	1.2662767942928717	1.8572320335411705	1.9579633683015245	0.6703808305996273
1.3318979672819171	1.6254355532410605	2.4242483728740285	2.5962737292594915	1.8169687762874165	0.3686667125479951
2.8768116537982578	1.6547028923501883	2.6751841545565695	2.535332341145612	1.204720232219428	1.1528978404080636
1.6010882380286742	1.2073288214237012	2.2974600434229777	2.4476629814510806	1.428371528902133	0.4201807608128925
2.1706597477754284	2.6214594934797733	2.6203896334969965	1.5261298612264962	2.7963417354273403	0.9049930301253714
1.7223883573656038	1.4278589970721538	1.8921670778214967	1.8453265782084605	1.7446788096505248	0.4789481329391405
2.937632362461021	1.0573876155314796	2.7850289256797987	1.56406303166309	2.0598304061352883	0.8845361890349205
2.958668998226869	2.269978093321371	1.7578679016780447	1.0147700438691598	1.5921246735087644	1.3658415478743229
2.8245457989746496	1.2351672205578357	2.106661227019148	1.5284196180308922	2.2841421789255927	0.6911335585503562
1.9769508099854567	1.329282108139218	2.7587212556759435	1.6875829137239822	2.52080557254431	0.5642651757356045
1.7051020177265022	1.8853249870524316	2.461769103530171	1.4097617671750968	2.8685751582477	0.6071294209670892
2.0389889263936816	2.93957026039442	1.436350346060039	1.910406876219776	1.0572626518849846	0.9130199755991468
1.2574141937173675	2.3080239296724905	2.749392641667906	1.1249322813985283	1.4998977657943096	0.6071185858759108
2.7735715901605777	2.8445788302311468	1.8141263946807995	1.361300581876713	2.466765350773389	1.1373645146148164
1.6916225436677743	2.3102945149705953	1.6041992518335522	1.3110804191092629	1.3203458364077636	0.7612517767450151
2.5118158133551156	1.152567078720299	1.088731358655708	1.7421990687952849	1.254236919831384	0.4271490509954852
1.6181628123347134	2.3674660063913056	1.848269063440832	1.876435545031968	2.466514200670872	0.5014403621852153
2.7490757226169715	1.3559189389621007	2.503708481694732	1.9852258128557911	2.4408284850339577	0.6237162904155434
2.79519073456653	1.891068506082756	2.7182469066462907	1.7898301048903102	2.438666877768445	1.010781236038382
2.4478961600544324	1.5545638812248141	2.8467446360877213	2.1494350964032503	2.419992964511444	0.689917546937959
1.713381711467371	1.49988734404658	1.8665110876831956	2.116801985040268	1.470369965070801	0.5086137274575014
2.214467572074746	1.117620345161262	2.9097872271792267	2.228938919428372	2.5141359881386207	0.3830709093277257
2.0019517281749293	1.9383632997438118	1.1796728276948285	1.3288991867559905	2.3229459131439976	0.4863033602278797
1.9806968924379529	1.6848226188711757	1.1538072488342797	2.668068252082625	2.125282821618378	0.10684189508899314
2.2370064082779733	1.1387090824316826	1.7397721285939667	2.0038444121493955	1.1756192413547015	0.6233511622656525
2.7290366792209904	1.012901960667926	2.1512063366975114	2.4356707056472504	2.303348000580253	0.20668709350232653
2.022958329495613	2.438680982971817	2.1080462407674165	2.990135798747291	1.3135841488643445	0.7742770423499091
2.9481139932959817	1.557287343202044	2.01034647592578	2.6381288325064904	2.7678304012987205	0.28349144958207595
2.273389177149994	2.535907457282526	1.9115439283444076	2.1456561391292777	1.899482230598076	0.8268279219997612
1.2085607300715484	1.2919425548652794	2.106808291173229	1.91329553772754	2.5518826846492297	0.19560445212524613
1.8279210820870744	1.8403991603728396	1.651946750890588	1.9894126516704835	1.470337017716382	0.6094404522798176
2.641147229347311	2.4203733630856625	1.5855361397992578	2.9921497420031558	1.6332910271008776	0.6854628581672751
1.2474070391089878	2.2963157435307697	1.7401062165068997	1.1299756116774369	1.6316065115122491	0.5627332692243029
2.1953083073705644	2.520314358664129	1.0218737240701288	2.821831727479737	1.049943500116415	0.6315728941671517
1.2242834341962714	1.243905380589548	1.2051199230087415	1.0390958284925218	2.0684276552147045	0.27618265869195924
2.8613106681396747	1.5388663636868631	2.2089771291840687	1.519263008578844	2.3834125281718883	0.8814518243916082
2.487928782163721	2.421740948481217	2.5318916682971166	1.5518469475119678	1.8378936153116798	1.1205385095306766
1.987616811212144	1.4634199848862983	1.2137392805469935	2.7446559086402083	1.2651324435244602	0.2758683864919477
2.108544029236981	2.1673811330507218	1.052204763668852	2.3119251603323745	2.521788831973174	0.1625923849746767
1.3383727216948809	2.939444447467873	2.911268727245746	1.0469644231777435	2.5411514787653284	0.6380990437490585
2.3509213751985194	2.494655531704945	1.0148968146047936	2.832791027590725	1.252736553682196	0.5456961259422889
2.1971856023482013	1.4078103370447492	1.4222391942158017	2.9040776901567718	1.2056247440950347	0.37109208392964704
1.2914488644733455	2.1663062522758048	2.176344871473387	1.715437729438907	2.922458818145334	0.3984292082901809
2.367129093228669	1.733521004634967	2.119812817028514	2.2078392069267414	1.5967666410755537	0.7908443631151759
2.3069884764161865	2.614191705562333	2.3519816185362696	2.2125410766318154	2.4120490656281426	0.8233719870893723
2.949292263186754	1.2957488050452348	1.8524087300618148	2.95051726510206	1.5785519732624382	0.4150758553065328
2.1914991491603337	1.687274195620161	1.5450214452205824	2.82493924340618	2.4639714947213958	0.15102953493464344
1.0869061831569653	1.9914549149290464	1.3898535347217873	2.2402404164100576	2.18340828110657	0.1803889031424244
2.7358477457557107	1.0410665694868098	2.443158211513837	2.9319581992461683	1.0334137153789609	0.76100925836447
1.3124476201378663	1.3935198702825031	2.3988970742324045	1.202174092556712	2.52589631126357	0.4551677921204951
2.709709522416371	1.2660103775015266	1.7143574004402695	1.3576864580608503	1.0579279775353418	1.1041207156995214
2.141154973873259	1.2115476064526502	1.4414034986562132	2.5262200732870332	1.6371548257850117	0.19875647299731436
2.465568373403136	2.3489945879497744	1.0271248248829812	1.6221266416036217	1.9520964609122669	0.6188047859174926
1.0463176383314343	2.4480791350914863	1.5749457590654703	2.608575404063246	2.316334536657256	0.20919414742138476
1.2817398517847052	2.917600859911511	1.8322679055047923	1.5270772990380534	1.2515079251581256	0.6019888207346238
2.9662860420357013	1.7409809202118185	1.0488107129170372	1.518855621207151	1.2799228628687462	0.91419794665572
2.007713638235645	2.7804776427784343	1.5389870359750315	2.8853935315587407	2.608564844405348	0.33582025870978954
2.722884401005772	2.1442464318452483	2.1847895679969858	1.4831512039008532	1.1690621525752694	1.2732342345840126
2.8594852818094085	1.647189989137498	1.4198380160225783	2.5816255377148245	1.4072035042752151	0.5789848263503246
2.5044427753508893	1.111750509022917	1.1529763626446288	2.8644774713446712	1.7329167045506555	0.05208378680982592
2.1039729650347234	1.6417283533289777	1.8695949638356315	1.3790483521653882	2.2092812201704097	0.6855806528920321
1.3589455917503523	1.1190658372166236	1.1303996237780711	2.965911531281754	1.0184287918173343	0.12374822148911208
1.9388806386422208	2.615950601716544	2.4517740244979507	2.8584714432179474	1.4689161625996854	0.7932845295539132
2.5516096229427214	1.1385579267453256	2.359041715904656	2.3870278712609236	1.7406248724986635	0.519681506285506
1.5772475852830814	2.8855838079093616	2.134670250319345	2.1434902606999024	1.6069377835127767	0.6795780402295942
1.46599793621402	1.3846267229665452	2.302839310723521	2.9434528523579737	2.9838797158914554	0.09292140760840616
1.0995606956272463	2.4217925440269745	1.636823506596893	1.23127790885023	1.1124114395038809	0.5185183877010088
2.0204032792005417	2.4658044055248154	1.1219523514324117	2.5201128544503715	1.5499579841523077	0.4647316859231029
2.58193014847264	2.289339587787353	1.4058408832679703	1.3588638303844742	2.332494005659606	0.8463122145610259
2.48309492337646	1.2342333978669289	2.280916810134794	2.7637887238287533	1.8212025691664693	0.4041158208290611
1.6830551144852364	2.5197009349748183	1.4633065224848187	1.1478624908445902	2.450899014523636	0.644605383744979
2.8845722764711152	1.7499449601804793	2.240684513583953	1.5617500447577746	2.9687706868726016	0.8082555651315282
2.14793782206654	1.045659393097601	1.8563890959281608	1.9748424242767408	2.20771150592371	0.22477465388047554
2.500947115860068	1.6990929307883262	2.906676748799681	1.5022856301580734	1.8384004997635524	1.0775502629862106
2.5469477586424856	2.899564661550974	2.2547203139492002	2.4648250936737703	1.166761199087342	1.1594731265956846
2.5622291434598563	1.4958687565788924	2.8893066400102665	1.805899924305008	1.3042333649853268	1.1118853916343707
1.1845437090511484	2.135113909580693	1.2083460739099543	1.8592787894487528	2.987069757924005	0.13578010697997986
1.0288122662276429	1.387211955645321	1.7334894396796805	1.0937065990709498	2.3541690611971107	0.3155641550618431
1.1063875731032298	1.222076641064915	2.1924456011156783	1.1775333211465155	2.3528019477150868	0.3492454129341905
1.7241062202665167	1.1588817904180797	2.443406228810693	2.739676025168354	1.7258514663672166	0.3135048535843087
2.8370094574905047	2.693984619596213	2.338442382289132	2.4555768192325056	1.0000282769777171	1.3171626955260491
2.6189516337825625	1.405388682931633	2.2920503223065163	2.278880629763516	2.7352491678446342	0.3704851395032725
1.58072036932683	1.321844049920343	2.0287993204804424	1.1571570107348392	2.7214242299392586	0.4459221989974605
1.0787761626576708	1.7881853409553738	1.4066695196027046	1.3091223304436157	2.573070019494551	0.2645456424572148
1.9173209425979465	2.5869891613424927	1.5410150398840492	1.3926411683114228	2.6142356091114434	0.662608341244214
2.0255564191668776	2.792647353261231	2.1884060442901823	1.5412985768844374	2.0554394943229384	0.8904372781585942
1.354903485097781	1.8282791798661684	1.046444296670312	2.8205214208830665	1.2892298636586763	0.19809445855777866
2.876965353016063	2.6203706266374622	1.5732615629743434	1.148124336026678	2.696985368849228	1.1102853294086077
1.3888328557158325	2.36789655413879	1.8724760687996809	1.8137481716154389	2.5711764732384434	0.43237697766258537
2.985662251926085	2.50185676819846	1.149857312883108	1.9338224759194795	1.2929158138852452	1.0647357550599519
2.395654505665036	1.1511235926262458	2.0195586870861653	1.043052547978958	1.8717421119088888	0.8718785323556714
1.8467819855380685	2.1745943526750224	2.06583872383888	1.5882396928323472	1.244684857891673	0.8406737671345712
1.0899978677134037	2.9359295703216834	2.154311457159764	2.0899597240272443	1.9628851985096032	0.4475197866821501
1.7168736657818695	2.8075712887395614	2.2127779001331085	2.2875334754640404	2.700941881206535	0.5586362302887385
2.5707678529173053	1.4556217144207049	2.2300381749322207	2.0259042861142937	1.940576229463313	0.7033333538069259
2.8023951560803804	2.0534400068825	2.2458855440090075	2.9639434131495506	1.9972408599676703	0.7210293339206277
1.7415554938775493	1.616676914418831	1.1924999136300016	2.804391291195832	2.120358616443439	0.07952514177107249
1.1620042230109529	2.6055632289348667	2.217032538994784	1.1037351973499343	2.703556251681832	0.5112591671553227
1.0524126224254409	1.6802004778587016	2.411726085981923	2.299941867324369	1.1094222291616906	0.43672536095217024
1.9939693456828156	2.1215715186051334	1.0109172086774925	1.3833367306069246	2.2314155507850533	0.4476180835719975
1.815826735862419	2.6185846380886844	1.923794227508584	2.4082916694046794	2.3906791659080358	0.5256076242425068
2.527428727407642	1.1880382874415312	2.8369540899331565	2.068082130251072	1.7282722186960569	0.7815145965868285
1.818612977209312	1.7127768956324818	1.0680918650056457	2.3601497281534254	1.8485302621066966	0.16609430591169233
2.2557863532684	1.1396233818399593	1.9093944977387616	2.684817592836563	1.0049007253483984	0.6024057915018226
1.4375147099941727	2.1529100004300474	2.4863020676857284	2.6187279551882146	1.3310417687300482	0.58933008396854
1.1390778967200967	1.5594687187669387	2.837999970716922	1.6635425130727968	2.9676950056057256	0.3371243335837516
2.2561779862058358	2.0993483073015917	1.0161271687514373	2.577649312572582	2.5478213506265845	0.10361295010207308
2.5417617201425813	1.1584578498298754	1.0210132124670093	1.5118822412262858	1.1993994502042484	0.5242500593078205
1.48579097726163	1.6617277882983164	1.99807119738905	1.9965446707478007	1.5014732255518808	0.517322427914762
1.9849140329026111	1.9445090022517737	1.7477578318242002	1.6306502313372313	1.7958764868373496	0.7115442770874928
1.3525704447656075	2.421982718033026	2.9524302401330687	2.5224784507718065	1.2078217271108291	0.6192244821318446
1.4197168876698152	1.4117733540459674	2.0864907062929454	1.7578772561690348	2.4760261070851155	0.3079194020279463
1.2482243777334192	1.165777748040856	2.8054917166154643	1.0805702134939232	2.709407252430548	0.4370109005646365
2.7728676913537194	1.5173531865690553	2.725138930207008	2.9877748134587554	1.6224520860744065	0.7834928973176537
1.270691802967285	1.355677592701146	1.365899915211099	2.973391590229816	2.047436826653544	0.04738284088375706
2.2895587188635047	2.70970382525291	2.3080826175289704	1.0183748541565738	1.3600184497144905	1.117271213253705
2.0062421147258447	1.003324091383822	1.6347853175056135	2.2770511778925755	1.100285805659011	0.4159180132903734
1.1020662691968013	1.5213480453154131	2.0985764965041267	2.3093406843319784	1.2936848683712865	0.3746700588724529
2.2196480573854678	1.1448212175901882	1.2904042330368897	2.305604854597916	1.067158411305506	0.4052283593409343
2.4398918318429543	1.0256914027458468	2.758567224739582	2.5484595661112186	2.249475839625266	0.3162027621691343
1.0850235145449518	1.6182406751948724	1.1544855183777507	1.7917787255996585	2.683748254100333	0.08224024050992297
