q	Ef	m	omega_0	omega	target
1.9108680086377636	1.0769835672436443	1.6066588701031472	3.8106615572913274	1.326046107711794	0.10036263583459812
2.9724365452287893	1.0121489411488844	2.7576871766842506	4.1720069320861075	1.4579018941131805	0.07139766434131821
2.2995746497389096	2.2231667413999308	2.414050313926292	3.65944794657622	1.8565252274062904	0.21294820069268364
2.167365168375787	2.6118104817528405	2.8905991350836433	4.0932759434216335	1.8182718506864008	0.14561378613059744
2.3748184811776887	1.8681010733167511	2.0756883477988053	3.5880500506889104	1.7251386983640464	0.21593408913224274
1.6062244656386129	1.4930623718687472	1.8214471143405657	3.3535370996533453	1.0965080689050244	0.1310889415495186
2.1871420568775712	2.112271435856936	1.8576906088752156	4.438354483978989	1.2122996551082816	0.13642151302779504
2.5994638313213336	1.6788125461877152	2.8181497117124485	4.498182517486736	1.7073474672568223	0.08941469041773115
2.647736990514069	2.058719278815638	2.4777626364094716	3.986528764929957	1.5251147618380825	0.16216102709783362
1.5856766316146549	1.8480571039192148	2.183403065062058	4.1685341172614	1.5426250800778074	0.08949363592491012
1.8728938965633803	1.2281224274341944	1.8842083024994207	4.035334883544708	1.2123469299768033	0.08240421079576854
1.685832406099863	1.5533438961078367	2.552505819293823	3.4881824470968263	1.3643430851768428	0.0995464501311582
1.3763006544312748	1.1909197508676663	2.162571532931147	3.6003698966661934	1.8536917065407499	0.07955956428580585
1.9961049348691635	1.577340268316831	2.111269943590885	3.8970032397442966	1.2796839949409595	0.11006680724936596
2.652055326647232	2.7670083940789127	1.883702402475094	4.230601708320084	1.8870366942536188	0.27171896741745777
2.5552404103014217	2.659146478117899	2.9031196304598303	3.1810584209799413	1.889925347529387	0.3574751598951951
1.1107707209010158	2.961914566088565	1.1470019559283302	4.253886537894275	1.2142573385122355	0.17257276268165592
1.2307279507602948	1.5137062382866897	2.3162675410220226	4.380967904708074	1.9406282473049647	0.05213602518689226
1.6327889340280552	1.7043005205375796	1.574509297541676	3.0120864890094223	1.5838746123365044	0.2692539052041462
1.0838388579848015	1.8109443766395967	1.9796544701203136	3.69128993040176	1.9127159940992469	0.09947407836583394
2.658683197430205	2.420353674014804	1.1279641266823501	3.5744913439030053	1.308260458173134	0.5155625130319056
1.3153765826857715	1.911755511912461	2.389403549687944	4.916910510666924	1.7512038251083395	0.04985620772149603
2.1910424744801	2.0463573104386965	2.237421627268084	3.041967246764517	1.9237551600844383	0.3608924628421569
2.1705514689530228	1.8306035525319049	2.682723801419181	4.610764804725415	1.946564267667357	0.08478021948823791
1.930588359071334	1.207768452852777	2.7301698539335097	4.5107439782321705	1.4233313018957172	0.046616102856845684
2.2665383825760275	1.3630596610719852	1.3550284597681723	4.0830873513752115	1.9492343322439905	0.1771252726703757
1.5722654220114636	2.9166215755832505	2.9356178213218653	4.229274394810618	1.7634472734200115	0.10571088276950896
1.7214090796313863	1.0041300754298834	1.9423404053401077	4.330915513904795	1.5288726386466545	0.054199094161433925
1.9643957083150732	1.9966250733242448	2.115920290975316	4.7270834699296325	1.1680811966149809	0.08834907116093907
2.0544099540603438	1.2326434806435258	1.5413072072233407	4.775771478974573	1.1072524442345568	0.07612792513734354
1.3284070035724318	1.1556320286599189	2.210541026183056	3.027887325081359	1.3126432651465314	0.0932788969332371
2.9013309441259194	1.5790657376293775	2.2951491562818527	3.4713995904782022	1.6678944086162142	0.2153603303059338
1.527915334634829	2.152672417529788	1.9417469508872216	3.0113050270314314	1.429420158184779	0.24113254750666194
1.3170570119223275	2.881101389991285	2.2535955371106686	3.5522118036954966	1.214100883726155	0.15109131547698487
2.463069940967735	1.46746230840874	2.4354741699427156	4.571150388365157	1.9571293980470597	0.08696657006413623
1.9435866816245941	1.7230798204534432	2.8894871238449653	4.048204237471958	1.7201423684410702	0.08630633632776535
1.7657336702427957	1.9537982094428792	1.186210374241644	3.2392445596148463	1.2720796143183566	0.3277165509427961
2.216855010925512	1.0967301849661657	1.2332131483427229	4.082594690607753	1.5534178072189362	0.13830815525799442
2.9114201419833114	2.3803167781276158	1.1842406184271488	4.218518342767552	1.6601910606220875	0.3891003238702893
2.181045533783582	1.3862318994207332	2.662982420174807	4.7214460587356	1.3848905743234994	0.05572540424193043
2.870906774293627	1.7118844338649726	1.3311467396828114	4.4315518196696	1.8096458124652792	0.22562257244128256
1.3344559753382363	2.9243494997266195	2.546697326879604	3.810181643023573	1.9743083864010385	0.1442940494082444
2.5397915873725467	2.460636912923397	1.8181424888053053	3.879627015153549	1.9141716370117616	0.3018499526776044
1.2171550283559414	2.1526893971373116	1.4255108010238005	4.7613827002386415	1.8152103161270436	0.09486317056177287
1.976402099576127	1.3188767094052658	1.1153806364978378	3.1195353292972787	1.6077315538745447	0.3270023379270011
2.6537726026311086	2.7892808079918985	1.219551285295343	3.0489015932202213	1.5759839418888026	0.8909973682482593
1.2085430274639668	2.4607903443503725	1.0136533528994731	4.58264620522788	1.8578442874941352	0.16718349120784193
2.910767439085593	2.4215347408933883	2.600334864035854	3.5036656154841013	1.5654794784031003	0.27589175906879515
1.1028584836765536	1.6199067767304043	2.031037907776326	4.398083805208922	1.3903800143342357	0.050523496099757856
2.183247227257107	2.4658849213253378	2.050950185215294	3.2822536164022686	1.4544609598078266	0.3031911121449695
1.5729650260113617	2.4417510371210898	2.0293612120125144	4.755127167777651	1.1262860420722247	0.08867709236627809
1.5270133540252149	1.5116960212053647	1.6165317182977714	3.1178215607926703	1.0789058381252103	0.1668833616810133
2.7754902049481114	1.3847736207097692	2.539329081591414	3.9772388202972917	1.5986737367389816	0.11412177047773694
2.915551470472958	2.797908892046173	2.7386793864255	3.6575106873559124	1.7279246045958376	0.286634273135891
2.948500391035214	1.4261236795038066	1.1003095699734764	4.7726480300258185	1.6969653311091228	0.1920541224496817
1.5880735937544297	2.4309923207543487	2.081428835696729	3.2522325184584044	1.826434564005256	0.25614442764472584
2.841013137371884	2.061353775513801	1.0830097169735942	3.3892273061224945	1.2874613962467585	0.5501366969377071
2.1090541883602043	2.2869070062783994	2.8516283276486134	4.976230127512851	1.5408720012956736	0.07554692267430436
2.3669357571859906	1.6028431032003685	1.3306987848909284	3.987341158377171	1.7717808205436016	0.22343842639272374
2.9289475107568927	1.1816108066187156	1.5576077992876969	3.3492796975741443	1.6958308388690302	0.26635844899471195
1.9900404632998152	2.60687480495374	2.3753406912072914	4.84232486343139	1.2115541310322149	0.09936275193750944
1.7073122626476844	2.1547859067600657	2.09914714923329	3.8435535674969046	1.2370426884143435	0.13234269576280538
1.2286256415411545	1.7649528690141956	1.046253213211723	3.4070328234775085	1.7050274836871906	0.23820945514858086
2.7596180804954438	1.7494922407238074	2.4357931233098618	3.4501298091738697	1.6993364331690266	0.2198484925166554
2.896527082206472	2.3238142188071227	2.9837356239011026	4.63376447691566	1.4470271813397733	0.11641589244126495
1.4871985907159884	1.574180851010336	2.2577528046339057	3.899269433915415	1.4378243310763046	0.07893183746340833
1.4036530369024711	2.4938206018488325	1.7397203046948986	3.754729665129801	1.0074384431674068	0.15379284287392053
1.7391602743012753	2.3219016600990043	2.8116907882919167	4.877153144799512	1.947079648447405	0.07182630465299575
2.7097745669097884	1.2207626647143908	1.0914252774355715	3.106175137610381	1.6225888688358747	0.4320260627936754
2.165843273396248	2.208273193435919	2.781048929985137	4.0976114830142985	1.2424982320077351	0.11279703338548334
1.4392898777220668	2.0459578886551286	2.1763321083125504	3.2557184583447087	1.882912236856297	0.1918064231875021
1.628290826944012	2.1912293886795284	1.812187935112357	3.9399939338127874	1.9245682747977928	0.16657668104559406
1.136824406889612	2.198807948091085	2.5241731701161334	3.0860336300079036	1.4923500001617611	0.13572106198240505
2.168100526348396	1.1616376192957527	2.7506028813052774	3.0697689403255444	1.278420172966145	0.11755297261652065
1.5510160842420115	1.9513506514333527	2.9233810496635506	3.1035987835754937	1.7270789330515195	0.15569535251819788
1.1240992002489112	1.6759464405984907	1.210907970762535	3.479909661879412	1.823903454503216	0.17713462531006355
2.35143451622049	1.8783229320376755	2.4148806654860824	3.835907218144067	1.7076785637649268	0.1550238137347398
2.885004158876561	1.7521811427270446	2.80799866116277	3.0261395329180814	1.205340516411899	0.2336545494410185
2.2385698412432835	2.607379666357055	2.358808842247968	4.921624027160934	1.8974481463684896	0.11999132341679232
2.0856704554192707	1.7074871618896816	2.2973670269346567	4.5421088756492365	1.33156274703596	0.0822023390704275
1.255270956861092	1.4071595497429883	2.051555184345545	4.99219476131824	1.0176780382451696	0.036045247410827166
2.9689522211097317	2.807945898692429	1.7678275483002244	4.216298993611808	1.4172506765674349	0.29906082300461184
1.4862465956443214	2.6419818071506946	2.9768718364702518	4.361265093755746	1.6118894525771719	0.08031981990526221
1.4507750421432892	2.264372941422351	2.4765200130323	4.8355519857229154	1.8081649933572963	0.06595187188947804
2.749233443322717	1.0779537958249996	1.5657258306263775	4.715001039656427	1.4394324947648869	0.0938904174992754
1.9300323951956784	1.9181106637003715	1.0342522577183626	4.227735241515053	1.5279880469192215	0.23035029648517416
1.3159342411860444	1.5908207918510568	2.0150379682023845	3.826251311848088	1.43951697934682	0.0826620910327461
1.0876578655534983	2.0484110956546138	1.8211754693408704	3.3959158196655364	1.8962811065648013	0.15414738144507706
2.737275102339536	2.663795574173084	1.3940537238349673	4.6664250444599125	1.8426354623989307	0.2845700492478394
1.361795102406907	1.3622560681696136	1.807043229776576	3.5378711474529814	1.4731401645319817	0.09922317481304893
2.3678273431958843	2.301950504805076	1.5217341673722349	4.4747096624197935	1.511834530052533	0.20193782727777576
2.539520434537199	2.933773182375289	1.6062953783572462	3.6548884616794717	1.2110901344066944	0.3900473026097774
2.7094531004670728	2.4379610740366138	1.1841606651668053	3.8384084805887806	1.4345613013874363	0.4400840585667429
2.797466159018228	1.7010702813261276	2.3100501464521	4.1592993314766415	1.4550634560954945	0.13568150395453113
1.1219509897539095	1.8210301709386485	2.790885678449426	3.22040390552324	1.844704282773188	0.10505981601455323
2.8439515749832447	2.3771275456609446	1.3273917888262954	3.5802472804106986	1.0003898366860016	0.43097686581463823
1.6037084229326313	1.0421545895456528	2.9613276329277043	3.1769497041177424	1.931908789611947	0.08872859393270567
2.2332143956500468	2.436746737549249	1.7536057968709888	4.246364133902	1.8300819807947424	0.21135452115625006
1.2976656257943229	1.5880851034796009	1.1243390141161782	4.637116553284112	1.079845204508357	0.09012743478591853
1.293461679661671	1.8791958921844576	2.84689498707859	4.479931068931137	1.2982402580923242	0.04644145150911262
2.912113248037973	1.9153956226127569	1.5849994349732677	4.782601081734509	1.4189929776519534	0.16870537273266414
2.923712667251338	1.2565333372470324	1.3405388320481328	4.973062018992394	1.290025213245222	0.11880501851655705
2.1657038358320437	1.8611691334558271	1.5188121199215705	4.433340196245932	1.1127078738607112	0.14410413159524404
1.2855560600435223	1.432523623562605	2.411981463202858	4.321897149625121	1.838555747525759	0.04990795517042367
1.6051454750365874	1.1893199376748844	1.1856967445392812	3.4503238250608166	1.219629781279281	0.15455636570577735
2.4505408075516804	1.8525057073339184	1.1088497523421197	3.5772659781813365	1.8592252384138892	0.43832540334484177
1.129482026997499	2.9991589820167666	1.5804407738188735	4.751958562877643	1.729615937949836	0.10941487622762544
1.6429137137840704	1.4920562485054203	1.4888895206149353	4.626123593669725	1.6060350727801986	0.08747406379884275
2.5797946911258998	2.9726429671457844	2.9011385671548915	3.266355207657541	1.8378101406602851	0.3625273215955517
2.2942591985025267	1.2636872622298727	1.8724498497012356	3.829536836033493	1.1761814220564393	0.11657624587389186
1.0204676008250977	1.8015204542959695	1.7399626049183805	4.2561528481422455	1.6870234011657663	0.06919805806012741
2.6589813103717	1.8045163301557796	2.1672963338462092	4.087606412496695	1.9964944801193083	0.17401397088218562
1.4763819692197624	1.021778149844379	1.3464418613712228	4.611298836945908	1.5332925196034086	0.05923865997600414
2.068980905431335	1.2500418187367004	2.819776212506338	4.675948097593574	1.8780074116385523	0.050017777429251904
1.3940005637368316	2.800525036222904	2.197249335537844	3.314574571844837	1.7906056578252882	0.22836833212836946
2.912350433002377	2.5481304033840777	1.556542577457413	3.248382699346537	1.3327881401202295	0.5432805953045404
1.352773502588121	2.422734975802194	1.682031915197956	3.612087878584514	1.858123315781916	0.2030821986079272
2.1297704142499168	1.5914243404985724	2.2804417147833207	3.325711994866187	1.3584516467190406	0.16128943182371036
1.847305780887372	2.035071981523581	1.6566119808229087	3.527063146539096	1.9045378577920848	0.257500710704346
2.538983281554313	2.3087216930950563	2.697938502570008	4.01125851412838	1.2355897279599746	0.14918777408521716
1.5784084450697482	1.768936793166238	1.541019927947845	3.6815350749702414	1.9043450001341171	0.182514750695019
1.18492536721008	2.5265166113398614	2.1057089213870945	4.835842982936635	1.0266250458687718	0.06366467258605475
1.542911074720129	2.2119460091720384	1.0639512506854008	4.939371498357769	1.350570003863714	0.14210116732582473
1.0968846111101174	1.2129046980557638	1.6183086617553752	3.813873865653832	1.7563120609995138	0.07173047093383511
1.6499414148572136	1.1759655220719212	1.1057362864386644	4.91203353830336	1.4646266974939244	0.07982257516041516
1.3966380576909618	2.5904635808209955	2.5826780047903326	4.862349440979365	1.5147594486430016	0.06561981560845996
1.0760159782238954	2.7794769091014127	2.5866843694781565	4.770453616123637	1.2974313047829316	0.054864754857561385
2.3920219216107306	1.170948538251246	2.99018870089933	4.430006389995516	1.5498674017755725	0.05438747589539362
1.6863785474340471	2.9494806260676647	1.42621464054634	4.7228177383044905	1.5193136609681686	0.17440444070765465
2.5999439202900385	2.5010449601927633	2.4401036629398196	4.776990397605286	1.3011389558307922	0.12613803401030174
1.530863129314695	1.3941861709368781	2.58554716685398	4.0236872924021085	1.1949250995538792	0.05591820075574633
2.0907749572906607	1.5231662770246732	1.3422767752489069	3.659685496658255	1.0296855564022354	0.1923721472955667
1.471550427233729	1.2511482274493757	1.7611603726914409	3.6014478804979198	1.4311128880854225	0.09571262092088967
2.8949363844390787	1.8118302928790504	2.8071228094150293	3.25691288586798	1.0275865869107041	0.1956236667626529
2.859906752514629	1.088979258886008	2.059747554921925	3.998444754205408	1.0055226834279032	0.10095959539354722
2.351748171496565	1.5235284472024706	1.1242130910495567	3.075424528126866	1.2078765067683372	0.3984211351983214
1.9718930052554136	1.4282951450674837	1.215669002380933	3.1299417228196473	1.457627247561394	0.3019850253021432
1.969728632669396	1.4977272125181105	1.4224944121770484	3.3719380105477943	1.6879962616472532	0.24339777837378865
2.4172903629459266	2.5105089987026497	2.757655076452102	4.706114503888016	1.6829710924036871	0.11393396265795575
2.191560920606048	1.0234923189025382	2.2981450795472966	4.633172209261213	1.3485490915169516	0.04967626941016686
1.3862398903238418	2.03007289839782	2.0881506503997325	3.887325610013298	1.163454417094794	0.097958736848481
2.312575644441936	1.9846093190757688	2.9128835503954797	3.1104578908108835	1.4164041939438718	0.20545816978427384
1.7983187116173174	2.7210570628485	2.1397407258392587	3.5293511703096314	1.9366420056447613	0.2626864041639889
1.8249617965980487	2.3217465199781717	1.6323522893301297	4.670770841525745	1.0404297970807517	0.12519294182658275
2.3672924346591384	1.030804241675362	1.9776023962368388	4.181332343284625	1.711918969411146	0.0847891672787741
2.452624216021712	2.0253624684226983	1.0243011271416709	4.166871914538448	1.918053198118524	0.35440222056424264
2.244301465202276	2.950719968630985	1.2708458391745592	4.681351952861241	1.0712824854058427	0.25091925043980273
2.2937054575541858	2.2489850582122366	2.783325875944216	3.195007920199584	1.6718066037643302	0.25001039083800897
1.4400238383954291	1.9785595597649028	2.9378961756485293	3.6543803076119374	1.0062055383078086	0.07857695778024107
2.777057743019616	2.649409837178007	2.726045502683238	4.063353750616374	1.3003365090800438	0.1821183338624919
2.625009438231352	2.130543116374919	1.9853667589638144	4.14229217304181	1.2989904569737492	0.18207747367545998
2.0623361450782483	1.9256331416133103	2.8220590756847845	3.719409986901175	1.5838097825954485	0.12425312658949995
1.617109126926665	2.950768113331208	2.400338542175446	4.0904137763633	1.4011868832659449	0.13460943988985982
2.8872173019462584	2.4225242751463707	2.885275788390268	3.1320163359651074	1.956768798995096	0.4053375276702598
1.3380712150539928	1.4551815749360195	2.092150420157364	3.168464866637543	1.3281459339129909	0.11246700137675636
1.9732568391483716	2.114328142685057	2.9662866846547997	4.2247842401849605	1.925298570473894	0.09945605164023806
1.9319005051675635	1.5790826796795736	1.57707320011592	3.271984142629337	1.8556765771451205	0.26635503922046605
2.1849045981995716	2.4271960136828965	1.2889772753190214	3.60718778919392	1.9101471971688813	0.4394105546944381
2.255133657296236	2.9153196315218923	2.061380958419305	3.888557685023788	1.3060511178351328	0.2377420056137904
1.544132817669865	1.067859071754361	2.0899716696199424	4.4620493885374986	1.2451979757112288	0.04297347740526606
1.4013246969016144	1.004547018434122	1.9103259936517176	3.5856043671637976	1.5996263960899963	0.07155814009103317
1.6713524818255576	2.67413456391532	2.6627212165048237	3.7504757468419885	1.9227870132428424	0.1618789862216148
2.624580578033269	2.7665645199191786	2.2694051242395243	4.636010289953633	1.2007435654219534	0.15957205612027273
1.4806916068582847	1.3720917669902917	2.730118937330104	4.7602932061996	1.800998254787762	0.03832556996854269
2.4607800741078085	2.3176705962386968	1.0575758803659416	4.364687075577542	1.849013544067159	0.34499148001866203
1.0149656821346331	2.2174015396055955	1.0299104354658897	3.8803369017178633	1.8736533061961451	0.18925537623375788
1.480178196733256	1.9404701674157745	1.24185168409353	3.397860924090411	1.5018624102000258	0.248966945889136
1.9694309449122875	1.9104234506594888	2.7352136759521333	4.57626569359269	1.9429357767033104	0.08012710702870786
2.064839872517296	2.4852119084370967	2.9065680683438084	3.1501177670086697	1.0033333506789102	0.19800299898344592
2.6974365415914443	2.6181934814697625	2.1042152433424883	4.687370800830526	1.8497530800054949	0.18093484331622367
2.993765573579789	2.6069937993946057	2.3500626194620717	3.147266223590882	1.525503338798996	0.4382446592934333
