h	omega	kb	T	target
3.8330006420051386	4.540676037000437	3.80842989105981	4.910526133896394	6.263748094678296
2.2565549738450503	3.079357140313612	4.1844551912715815	4.235689648381234	15.531634998587075
4.843513863868439	4.564894672036747	4.010606539712833	3.8953006987172847	3.9583114824353354
3.6054888947171135	3.8191306643121314	2.7979201497418735	3.053598802673928	3.4198607570314805
1.0277788426617065	2.362221653464625	2.0027162550838478	2.7791903685490067	13.910254256261132
4.707304319978898	2.9617378069769447	4.918532800195875	2.5410876642150213	5.147481391456141
1.7384036151099074	1.9265703972394597	4.643425606937848	2.6872716283965157	22.913183134849035
3.717152445217205	2.1306080294114245	2.4749868833536635	1.476837941592549	2.4285048412186865
1.0956724335391683	1.822743617321747	3.84006283523611	4.2888380294425685	51.316133504548084
4.237340766190469	1.9247279239090327	1.866621899383672	1.4173723893081456	1.5789716795450257
4.003880486317399	2.20376812049094	3.22635764434193	3.4177096809921514	7.3626146855682775
3.009992696424004	1.0058463532821311	3.1282683279471444	2.2667080476742303	14.221411208619092
2.2026230577532204	2.476920482210411	2.5025437580639167	1.7897562243704024	4.674404680020781
1.130720044732212	1.339352396427253	4.375602825183116	2.475068628067774	44.43378298881825
2.8656482816889124	4.5393892032389775	1.5983211297756332	4.743275179954283	3.184590442037353
2.5452510738855776	1.7598603083022124	1.7402031392828792	4.8790381938175	11.416816491973107
2.500214842442975	4.130441935371657	4.229041223442305	4.6498175982921675	11.471169618301447
3.884308225232616	2.0201263453101217	3.40216421626954	3.488283692952923	9.011636206219382
4.835162442699513	3.1566102812896903	1.161607227532084	2.1868143883803217	0.6242293386532937
3.3268905300727925	3.0722952375365873	2.531396099031834	4.594001803918894	6.660396153997529
3.3037410181902183	1.3411053635034071	3.1886884681729013	2.8928406577772483	12.587569594555733
2.7309142921684217	4.7784304994243545	1.5652406006467472	1.2949849083679674	0.5598889882168963
2.275589771740594	2.6840516698091235	2.2356436957378776	3.669501391224855	7.949138040712117
3.899175890817267	3.159387511669116	1.0506828759981035	1.2371711688489784	0.28415979176140205
3.206797804736168	1.2373403363159023	4.89814176974647	3.6604685320330583	27.89435733900027
3.803251788717784	1.862627033283344	2.687310199571662	4.554003068920307	10.362180837316883
2.0804968392916288	1.348318772871603	1.752155935726369	1.859658934064352	6.809791300805125
2.41522922419474	1.5552135656893284	2.6589332039942377	1.6750550750253903	6.961383128643296
2.829241583487209	2.680940572746803	1.369910062740327	4.116404484660381	4.1890721115972935
4.703307550677298	1.635490498122356	2.258388189219471	2.2112528086996965	3.599519225823581
3.2101386786105253	3.6194828533053007	1.421672865643445	4.0602608714206925	2.6481497553795195
2.204702927270138	2.1949685332526965	2.908686098706379	3.760079454561741	13.706097630609625
2.113254208749677	1.9505602898856989	2.9370058872193554	1.9994112522672345	8.460393231838706
1.9038620440945733	2.2874840387819835	3.086306789193213	4.075253275812345	17.650555098502128
3.2886445378011357	4.889548190172778	2.595308884789995	4.279849322755357	3.859403214950759
3.6305847933895534	1.626598844849934	2.2163483037627074	4.943674159918265	11.164788449170775
3.078855363253884	4.766801838724911	3.514379454251563	3.390058413183644	4.616904650259178
1.9484708529883223	4.058743068106836	2.957248359993492	4.4510229693910786	9.965808176586425
1.1182205720276936	3.601728551856365	4.066760749662226	4.099338601631283	25.511016699148502
3.2538605530641336	4.568002221288919	2.8232206386616845	4.258466279485258	4.59859709531456
2.4667786239764817	1.4969700054003798	3.951823194301952	1.5268344143822596	9.774701431204411
4.243411311923934	4.07874301398505	4.4947443407489684	3.5586063275867854	5.320963425391951
3.1948280766175152	3.589297301530397	3.3001689925973765	2.2528049809831088	3.5940769016754457
4.624483514221677	4.7481000400517885	1.2419459959585275	3.0662045871427166	0.6651065298918456
2.1384583551880296	4.716148735108028	3.547324538247665	4.5566399635812145	9.578453492426654
4.809294738052569	1.481095712124152	1.77027715309245	2.077352606841107	2.769544023143542
2.5846502407822998	3.3385030576012813	4.829440608358609	3.134717975993715	10.531111979104738
3.5450358139464995	2.16592341145946	4.854953618657484	2.9846401882154514	11.364529254545927
2.180099611022096	3.448551240267056	2.2090845946749016	2.9960046976518657	5.046287346991324
3.9148469376396	2.000383413880551	4.430544590293975	4.012061095659324	13.767713029574162
1.6760584303690311	3.8152086154742952	1.1822483135493802	4.343159988897895	4.56180574631495
1.4296756005349331	2.01835423992012	2.0981237182739947	4.4546840151735845	19.855432632032002
2.9189418992197598	2.6560299813374333	4.588545834048129	3.971529935197225	14.274753136798092
2.3139031926426537	3.336484036200618	2.2890142015723067	3.974899706582869	6.9161690517204955
4.958447845010875	1.7051390993609714	3.8285936483226406	1.8825303877235655	4.871734388881602
3.7744308053965985	1.578944158924568	2.3192118319790747	3.4031094306437453	7.831059102093892
1.3829307311664945	2.1726262734128725	2.462267945621939	2.713925350952908	13.480184355567927
3.6827361450662495	4.761368283660099	3.7229040650928544	3.959437754194553	4.797700226734484
2.926663179288703	1.1615347148084705	2.4254874112716616	4.687526864310988	20.518400728363865
1.044774674906093	4.249467965675605	1.4864099802637356	4.084430448361338	8.101667532442635
3.0137354817171538	4.437218682817028	2.7608707507802404	3.641273722275572	4.241122481138983
4.430715376313737	1.4132569983807106	4.455348823803153	3.789465103876733	16.446131395196947
4.725754414845187	3.8767989372753973	1.244632101602757	1.9625644600484216	0.4349138080759738
3.834048769251237	1.0103331880477675	3.5121498782086173	4.218284741674442	23.534174737577445
1.5537619919491117	1.5584972707271891	1.0721328316848493	1.1769549457510222	2.799556359476884
3.5229821071844194	3.3190401538068626	1.2181792238864944	2.1412745290422643	0.9606081351472432
3.5604458467409907	4.087657461305916	3.7376384136371295	2.081163622707954	2.8829624855071216
1.541036922467105	4.597377994628562	4.22621175194031	1.920619199959888	6.7101906193208025
3.8144517315885014	2.8840392482809407	2.386515937287429	2.677681918787345	3.1726107716068483
2.4390985515769423	2.7905645886014674	3.318327617746757	1.7085931185213474	4.749703250367387
3.9142627381698762	4.760889749624841	1.5247553655049204	2.270691114360272	0.7378758907149712
4.714567671190031	3.3567394780264497	2.2787462625264365	3.403398062466128	2.6061538435914344
1.5260676319105642	2.90602628730164	3.2097078202213507	1.2401289018520705	5.154246674228822
1.383523403163207	3.5349394675173027	4.437133708859294	4.827001299228543	27.01940909241108
4.149733399089786	2.9444258293976233	4.982451532017981	4.376850817831942	10.721516090106672
2.771114856233569	4.6547532719593825	3.365614231120871	4.776064344101437	7.34066546923952
2.527110974017884	1.5290803056826503	1.220616450177967	1.8190509438325813	3.1334026140627285
4.041432989874114	3.814147109826287	3.5510186647560817	1.5302204380678992	1.7523961479092385
1.2343161271595422	4.574796887274621	3.7711459708260175	3.202515807207094	12.944560641979153
4.35377430332937	1.3196035588306452	3.5342576615384598	4.349725114337098	16.317386728832517
4.6488115654069855	4.310116047150795	1.8369698563773265	3.901593848075582	1.7844226136092058
1.6516657691779804	2.2330600245749075	2.834824385425007	4.241734260966731	19.988641160600054
2.6263368025318714	1.6258969537914651	4.152540705280004	4.006030630685307	23.980765552351645
2.2809863285930976	2.84023722128869	2.039977359729573	3.4325492666862507	6.303437906469626
4.9866793230984285	4.755514315740332	3.9171895324427743	2.961932273554368	2.6011791242226256
2.4217344154271534	3.4470923937833637	3.6995792840431454	1.71453100974951	4.291614859017607
3.267295375481752	2.1133203025333787	4.908088750751877	3.640962880706308	15.766407159199696
1.6328744186756825	3.594780298042918	4.813483503237063	3.941989528167464	19.81502686692878
2.399842703660247	3.4205702342350377	4.399940786963287	4.8955611977770594	15.992291639798415
4.186166239032303	1.4881645632546974	4.954736801040241	1.8341216208198936	8.674695614349856
3.6558350579309082	3.5296715736125743	1.8064969532734	2.229625529805745	1.5035356473466148
3.006892495315498	2.430937875201328	2.981305105263348	1.2629676110707615	2.762289411981965
4.601786708364298	2.4016635161260216	4.142089312672091	4.2801687077821775	9.587362282752233
2.427657483998808	3.2473530761248264	1.2914207162537412	2.197799981944769	1.7988556727694551
1.1219763548170445	4.23129918760241	1.0724942948072127	3.1453035020370184	3.9832233879777528
2.82220818512487	3.417915409578232	4.6909747243962485	3.8200711374629672	11.17964303166486
2.207475881413034	3.375822745356615	4.513013099049066	3.6597376183850376	13.431804631223722
4.450002947687378	4.238739376331369	3.374102939867836	4.887241184822763	5.008103882007647
3.1387154217432465	2.4372611810610803	2.2622071011548464	1.2947548003852272	1.9402639667964448
4.2510518434147055	1.6866205980415845	3.6733727690636813	1.4979046199434478	4.3391370289410975
3.5913467040681777	4.396442405131949	4.121852971689304	3.5822926737637903	5.3900795928461065
2.730654569352783	4.807997749960134	2.6510838560755587	4.088070159699373	4.702751126180369
2.58813020519765	4.395126979308854	3.639567135467837	4.359443772413027	8.273521989444886
2.7383095693375705	3.156900306213332	2.992632879226124	1.7889204876114726	3.412569004179128
3.2106177395729647	4.346365482568098	2.77854043857014	2.87474058959142	3.119643693114416
3.474956375628352	4.949534146079668	3.4268038273570958	1.4826868647586051	1.400795894290227
2.0820796617498667	4.858391812224363	3.3974340801333986	3.254737168394652	6.380550253580207
4.136391206536207	4.440358605499483	2.2718622556362327	4.66812707952118	3.150920582868676
1.5692924857521522	4.3354256660018775	3.7120502225166874	2.787845585338013	9.0658323781526
1.009908063830847	2.46072360886094	3.3940470206122413	1.4603368160214742	12.038236380499693
1.6079388912186148	2.9117790794675846	3.606613194560517	1.031168466724229	4.507611436452184
2.02520198481073	3.4874854035698006	2.299341013007382	3.652823152052593	6.9830514094869915
1.4139611498037596	3.6371139564942734	4.111252350694482	2.8703710215925677	13.923534893411276
3.1697309784724017	2.8611163788335467	4.872116297681392	1.1578397110027028	3.4296001223016552
4.03116225675306	1.758934086443923	3.3577499730591085	4.383085663632084	12.547912981477255
1.9705295031742296	1.5286389716014703	1.6716995881327268	3.191964493233036	10.63782233512083
1.1620866963670695	3.7009423692425782	2.171997018144437	2.59259594093684	7.736778269921229
4.416429756577968	1.3245411647824232	4.951469934747891	4.139829458715761	21.520862653803658
2.3962836143742257	1.9011053805459952	3.2920981545774115	4.535093122738648	20.095853033137445
2.5083691042576657	3.662581202381805	2.1405648260924184	4.3642034097356115	5.902062068786006
4.040407942228759	1.7388432937850389	2.2141261284201734	3.836971155382797	7.108716734466599
4.27125167782528	4.04118385507973	3.3977403529411583	2.919038380750411	3.1333757644337275
3.1678704503450734	1.425859171733991	1.9053308826032904	4.003506964674287	10.1186204492005
4.820731036286573	2.366063719927709	3.905837442664256	4.546040588122693	9.289625205709523
1.8134912040474256	3.741491252705459	4.422111154456257	4.591096211412968	18.30477346133025
3.6951439069076115	4.089786146966379	4.343563626762483	4.9190698404933535	8.3927353032522
1.015484349749649	4.0617928807794215	1.4363798078351944	3.2259818990955327	6.570426409518062
4.220094134549138	3.4687443429599125	1.3926641275804847	2.125872990006972	0.8356861353745104
3.173208432430128	3.3080508911595405	2.515185713432556	4.165598628158223	5.78456785299293
1.9804426178511851	2.317037923780414	2.4077919902332066	4.849233597955187	15.492563987534473
3.285683564831024	3.7162859796270777	1.8245384081338851	2.555677901911372	1.9340388303012488
3.082304233340826	1.6526676164831886	3.9102923199618	2.347664790060438	10.830427805595242
4.182642419651084	2.7582570879754127	3.0895279595687715	1.7524814807290974	2.4769699979595665
2.83392832136052	2.4840372831704887	3.34747694273893	4.219033439530247	12.112208293341062
2.5759487147208926	4.67213808353069	4.589441720249132	4.767912214867339	10.931212211078437
1.1891705102839092	4.996762492665364	2.6747982220715154	3.410436129923493	9.154653577602307
4.467186929061944	3.3741015098722036	4.984610777234523	1.1199147180838978	1.8627408942671109
2.425931564421443	3.6251170480996975	4.815422744785753	1.6937066822203677	5.341386472255201
1.1216264904921032	1.8652059440978768	3.272496925080583	4.47602412170446	43.49417570145551
3.097850919080942	4.366713947586323	1.906862346071096	2.422345213950643	1.6841596961023562
2.9376120026617785	1.2076269603747822	3.5911506958632278	1.208149254519427	7.195186489530696
1.6210267466368729	1.7438233764165485	2.970176539446059	1.7868676618107098	11.303798837777641
4.454640095085088	3.9243568989048367	2.7823057961863085	3.2232142327123463	2.7490535385422143
1.0566803907119695	2.8430834536063396	4.2586484701230765	3.5345911498568814	30.984304581133753
2.9961800416135587	2.622329019550155	3.2193319052598133	3.2976277027500136	7.99950990132625
3.913057032322996	3.876582375538101	2.201686799753745	3.9605040689948257	3.13481816159792
1.7852183427732564	3.9315658130028064	1.2371642429477538	2.9955957172728467	2.842752750932973
4.594895138993035	3.0031183774320764	1.5284351748634193	4.814862563942624	2.875741781708617
4.592445183064137	2.558038039178484	4.9982689963055025	2.6793799758104533	6.674430349648705
2.100408454132339	3.4442455473600653	2.7008486771468467	1.7165580181648976	3.5472952635887083
2.7679452712926946	3.60888428200449	3.8777320134369453	1.6837294412482016	3.627033486048015
1.5179092564394994	3.975637328543527	3.0217095634394835	3.1530577658903005	9.428405359238301
4.981844188896293	4.5975110187621215	2.2750491717260646	4.902510175743308	2.5868692241027746
2.6159321574119754	4.103424351650797	4.6345101326999245	2.346928053625768	5.8797277641802514
4.104990836564274	2.261075957243383	4.592653611567514	4.076034386914953	12.17883477379234
4.471454443864227	2.9050379505840804	4.3809857886702295	1.5883277856431497	2.8905449592214905
3.0207538043566577	2.4825398927215083	3.3717541523237284	4.290545247781251	11.627825173875651
4.409080876059015	3.6411527477459416	3.135019392210141	2.69070592611857	2.8266125425586783
2.3406030695645863	3.899274289065828	2.7247024662259958	4.510929354264663	7.971464242609715
3.7807423121347763	2.140357815197344	3.2626379159416814	1.8667192705649132	4.24655422756023
2.490085881818993	3.2338640431142704	3.611443166427216	2.5714625969890936	6.757604421463166
2.9073389682957784	3.768735106081672	2.3444906653162487	4.476161769516024	5.531712184873713
4.318840945377047	1.1561460292409174	1.671410525456314	2.67530248830602	5.141531391586784
4.001542127745616	1.2567904994135557	1.926040107473296	2.7332981274741264	6.089878275179232
4.112501651731817	3.8013203666387274	4.716881593695988	2.5283885173325755	4.3107110830378845
2.386233281803074	3.3829458999478987	3.1397966331140257	4.232811767687835	9.85238529847822
1.1400353236513578	2.50509393650008	1.6911372481978426	4.844759183679249	17.530175714974366
3.3940958006786843	2.1882916198946085	1.8063528360950327	3.198453586975225	4.404610666798492
1.009276249890823	4.18499690893861	4.773219946492132	3.0620901647224854	21.24606309809457
4.235634386853893	1.7989699098020333	4.633723422207142	3.8412827547150417	14.182900138567026
4.66569482911714	3.017219434926276	2.8846321800713888	3.4694284949503595	3.9855278620990244
3.639806097913956	3.293443512860643	3.253447277621969	3.7798168290250214	5.958561718356762
4.394925786006706	1.9506113487227408	4.622858720859483	4.315716462598221	14.1281807428773
2.5232267127252985	4.430512855261272	1.1777765604492119	2.026293993332401	0.9028873755239766
4.161077287442857	4.8889360896345115	4.441739731925008	2.6078856945969173	3.10094140396644
2.8410654324979503	2.5468709532556297	4.480569243119068	4.001179627287183	15.072639806976115
1.45741189643137	1.044541003559317	4.665816927164878	4.471964102351271	85.61978721283413
1.2102393189798688	2.9779105644364283	1.996837963611083	2.6256937301734147	8.649907345904825
1.1882284569215007	4.780439014147534	2.2761301613563547	4.249503310476408	10.20689152555315
1.8664585530611868	1.0398224624817471	4.20614847345669	2.197126071756472	29.42142882262853
3.225989299086351	2.423322213910025	3.503168404778949	3.630363744009684	9.729705683650602
2.4079746095184293	3.4711438417326854	4.187530069187502	2.383629977274494	7.014399840265647
3.5146100192919865	4.565221480435723	1.1651741527698518	1.0451658992976798	0.14003437753649792
1.338937588247333	2.8156933446204624	4.6111617367394615	4.096338426802018	30.98305603374525
2.4532363645416893	1.0647544890359508	3.6910266142135857	1.2227222080599551	10.363578674232178
4.870621616146179	1.989986349540009	4.060203554337061	2.448923980276575	5.95859965835622
2.398434011734611	2.6798539368402063	4.531778148869659	2.523666194993834	10.687445540959764
1.1351792592874197	2.90502625871306	3.3244593356102365	2.184566914551554	13.343333904863705
3.7505071084998844	4.847299794594159	1.811065793927144	1.6705114756504549	0.6241280469329004
1.8511954866337332	3.466122721562797	1.6777133383756433	2.3461973275096355	3.376076945498909
4.567107866435012	2.810706521142764	3.2962886484986877	3.769396231634978	5.595328119008251
1.2445883353835263	1.0137815926296976	4.957090698825413	3.1466906852289127	77.17775377082363
4.069276619566904	3.433168556375892	3.6614201214864113	4.960019409924099	7.6779132244154145
4.11134994614034	3.804144713924469	3.3408953576169798	1.8322765268036587	1.9929845988069919
1.0680837122916331	2.2770193079333927	2.669106002239632	1.1194626973755601	7.230188136645707
3.5210846761398105	1.2315737500231343	1.6310334730832197	2.706933826686495	5.910126562659428
3.305909220631792	2.701266565523848	1.5380520749539337	4.359778393669054	4.2356390288073875
2.4001669362617957	3.500102207925785	2.0625237872702504	4.331888556967025	6.194888432280253
2.3958735696342623	2.8469018124706453	4.829439237195558	3.9927124911214684	17.267360427640117
3.791629583453964	2.3114714874703903	1.55286429590875	2.7151724821321563	2.550228023345116
2.7500081027953205	4.435140102853198	4.683542848927152	3.56134055960818	8.102334815490869
1.4444963203766576	2.7778911673359987	2.455839213721825	1.6314922449908384	5.787112812809733
4.47092233554846	3.7568721851760065	2.2665745207677834	3.2765150735707635	2.3079725898433874
1.3542102723294267	2.9748032383331067	4.7441139507722925	3.381151205118254	24.521482654063156
1.929262836385594	4.103275433670643	4.814306544020615	2.3205448212771507	8.376493894617424
1.3220944054396515	1.7144323550515463	4.741205143230918	2.185826887906703	28.23064708149344
4.8808199885329095	1.114935827074652	1.6046933854501717	4.702066625901532	8.2215668749853
1.2612828465145705	1.686872460035988	4.332835428572463	3.904756704099056	49.46498961341917
3.4736829935535245	2.9117903148524302	1.5795133563278312	2.6356414427978265	2.118207690482992
4.202889043548342	3.3475027714951224	4.679868544453263	3.749662244385791	7.347395366763706
2.821883089833505	4.831090165233718	4.578026222383769	4.856594625145457	9.755345781839518
4.193383807375781	4.808696626533206	3.775972172529473	1.8938325147124144	1.7654949287680552
4.959301543284906	1.2117300283173456	1.0999001862804665	1.2257966895587151	0.9683196573387256
2.041283657526224	4.719263542339927	3.203519426947984	3.952391723292699	7.7683687679283695
4.0544575468938735	3.2662107168635135	2.185698973368585	4.609152767357083	4.297272631776573
1.7126703202145013	1.9774670168066897	1.1629533616143517	4.507651234134494	9.23401142947329
3.2020925810536225	1.3362165354535676	3.7570153530307207	1.1165897529707465	5.67387656643334
1.4065518055292745	1.5728559746243418	4.686070445070019	1.3157094156001694	17.015477579448177
2.2334334666174844	1.8608987263965575	3.3213779682742324	2.8561051375535267	13.8467168097361
1.8399721110814216	4.710615417864354	4.3405198718736235	3.0428878227285763	9.083258620650591
1.6008026806928384	2.2994104660557118	1.2149603836067828	3.2572899333067133	6.2676230315704204
4.112603758672741	2.456260599170905	4.588978521615486	3.999040823451853	10.92189240541883
4.376303880486047	2.374181243322926	1.6998907481919383	2.4376209877642587	2.0389643318895803
3.4637404427635032	3.326493608333573	1.5655337552413011	4.0763853450222935	3.003963273668844
1.1160980961948799	4.5599459105921065	4.706272365595032	3.4875389127128784	19.767587528036145
3.7340634403490354	2.3307060193768128	4.351015913521929	4.351809517653928	13.1761808938415
1.614736402463806	1.6956908123626588	4.009540197968992	4.6977938416568215	42.725443930493434
1.6821986624664005	4.197733229918224	3.879899276705475	2.1800692735610117	7.037316588214421
4.363852377113607	1.6049987042067908	4.1775808099706495	3.3698898915406583	12.135793738732822
2.4950809747821165	2.8684290459329604	3.634584382426743	2.5375224592853147	7.607133295832712
4.557162666281388	4.314024777708922	4.326566826755544	4.190426094043103	5.308719092209125
3.3502192846935728	4.507680043935507	3.6742052817299458	2.8949064957048027	3.9442043174950485
3.5246577165469435	3.850688750175256	3.5013296602541852	4.0553772596570985	6.086052943330943
3.8842052554590856	3.118784904815937	1.679765923844989	2.0187711790133704	1.3059735027615618
1.1769512111417415	2.9521034904219197	2.2836758993185406	3.3160103762196864	13.20039548610194
3.039176469825985	2.1728742511227237	2.606206112991392	4.6851904643439335	11.1250113344463
3.4282565062467585	1.6789144893221608	1.4532188797699526	2.2351602926704754	3.0692988833065398
1.8306404534520784	3.4866345206509965	2.179781410971123	2.773292608086599	5.46484732741632
2.9432228261753237	2.6788846557348815	3.910686365745172	2.340658613430688	6.80589113252924
2.5536191528022387	2.317358579884437	1.366904947327829	2.5389466170938717	3.207459105721547
4.811979199682666	1.4446819800994164	3.8962503874582035	2.3138978152678336	7.658672467352867
4.301827045204447	3.682900718726776	1.091670324005884	4.6630179769465965	1.5599208847896209
2.8016318174835746	3.6098518569023743	1.2480249327826618	4.9746305427760165	3.3787041786867325
2.6761109355747017	4.576205835447854	1.6583698778405285	3.6725166761802743	2.6513741421868184
3.23433213543104	2.2038490901873384	3.8559845435883378	1.727984782765522	5.387568176422694
1.3937443217520211	3.174428233423539	3.5352979175006056	4.3457632960275285	21.322240857872977
4.5691374292830105	3.753940994434029	2.3109488891156245	1.70061410866483	0.9970659738929352
4.947214611162146	3.9901876438469683	2.472850360853257	3.3363671660488623	2.157673948857191
2.166916654620389	1.025584747469911	3.1241495252853535	2.246321252532509	19.34548434531364
2.7629674001098823	4.760005164556077	4.59504393618381	4.20817132209851	8.74705733891451
3.1861996541452786	3.438256617256461	4.448138636446467	2.7714395709042887	6.582317828359344
4.454976242130184	4.3861611510930185	1.0360792235762577	2.2754641944566965	0.3649420882731255
2.6918512677440973	2.0592598285947816	3.5110823528650625	1.0806437629319583	3.8200797475044137
