n	alpha	epsilon	Ef	target
0.4507732102035099	0.4674874980059144	1.6464506871028175	1.1309048240376651	0.4220206604147823
0.8852224638625901	0.5001157386237439	1.3544647690076232	1.237281685546172	0.8703644544697924
0.023347652484539738	0.7658203732695424	1.105159514163356	1.97950571182358	0.03935029725122023
0.13254455414408628	0.8170751080277743	1.3044575947783408	1.556041208586996	0.2280566688231963
0.40316056175425663	0.6876483216256919	1.1707981212924043	1.3285525614412108	0.4751337853139285
0.08063905610971023	0.9692248359653624	1.2635138623205466	1.434715584574329	0.1454722751566306
0.01747975322757389	0.5427041184094452	1.9269666167566355	1.7647995012193582	0.03236260265573069
0.6167815199128772	0.8260241661826235	1.8027783693942467	1.279959963241831	1.4160983941370364
0.12616026491968224	0.600601618722883	1.949935804638816	1.376485586437405	0.20864650048313732
0.8147521544950013	0.7814881170634248	1.4257848958977677	1.260564698773189	1.45269004869572
0.5809064163589792	0.7610588174978673	1.3988849894870392	1.3443012858536267	0.9750825470145243
0.16600447400597518	0.6053063254995492	1.4814956344451105	1.0821376039710258	0.16667618412793667
0.5720091392627679	0.3125006410797917	1.6356563356393106	1.3180000489502448	0.40977130770737946
0.3485854249068713	0.8889390926018136	1.9633554283017745	1.4319632453941638	0.9715389371796744
0.7262160390536412	0.4172583612299179	1.2382065777869378	1.670385150185821	0.6971465693741377
0.3633625328849611	0.09647586142479414	1.886773120836008	1.2132727891658264	0.08119731436701583
0.7019690695368229	0.2770415117662465	1.5500128393426085	1.841416462363333	0.5935498333818572
0.1259518244079757	0.2573711718427115	1.5991186784309934	1.017777915476502	0.05333549983025608
0.7483093602695652	0.09160385370270008	1.7722038564735825	1.6529174048609665	0.20549356313357425
0.8094993037587358	0.7667704400212525	1.5738705270669389	1.7999531039838508	2.2170940144412192
0.5201433975687819	0.4431797847144943	1.9344318704516497	1.328275539453799	0.6416042075307209
0.40385625751890897	0.0891401834339084	1.6488582641734149	1.6392641774732115	0.09848625937860986
0.052402045890386106	0.9772780756644788	1.8880446716369013	1.7655444505546485	0.17367405010885004
0.15853167640046895	0.02017525136288778	1.139645306434936	1.1064999089154142	0.00403756345040598
0.961510697479076	0.25779374852447423	1.9849787809660748	1.0829157061305177	0.5808039506091539
0.29165898775564936	0.36802723817802574	1.5425706129399674	1.773778940326589	0.30459551665070755
0.44722035729892295	0.5244674649955368	1.0730865437488728	1.4244208722069442	0.3889278430321917
0.1675302711285913	0.09068220574964958	1.4322643096280152	1.05296137129029	0.023027979409785796
0.4251219432018935	0.2604997017419107	1.0257925205006555	1.4229224761111299	0.16784050284089558
0.6375099162914838	0.7671431455005847	1.4587312134077963	1.7455087422226758	1.4878043111936958
0.2248082369973796	0.68887536212678	1.3220168771255083	1.9660512568206947	0.4244270569958018
0.4228545397446215	0.3483072321609065	1.8726653010433998	1.7714963304984983	0.5138265245607656
0.09303713431180473	0.7259626342166869	1.3629499949269732	1.7127692785012485	0.16130163042121187
0.8430649709986305	0.4971130946231898	1.4657716753418466	1.6218281062628457	1.1580764853075396
0.673680678202431	0.13913259731706262	1.0164634493605926	1.8538708231327936	0.1823222437385192
0.9353416364122435	0.3627059296749173	1.4584267254528207	1.8368586909435416	1.0247150490811043
0.5615718632376133	0.981201983727676	1.290848983532353	1.7065463739882372	1.4869367463631329
0.6947678922889544	0.3950137697551529	1.1018962276310855	1.7444496455273717	0.5806535375811848
0.3358235509243006	0.5133504348360607	1.2554774496189876	1.6478459229562694	0.3784017543770029
0.29684344206721525	0.5861923333902015	1.78359455504858	1.8577258605504852	0.6120622357418638
0.15249307169924484	0.6429385132810504	1.7145327840637554	1.3970977529516189	0.24278537613926826
0.6790023057949103	0.4919779052400826	1.5451471169007858	1.9667128498060444	1.1423457419001557
0.0419328100602917	0.9505334292045506	1.4288733670203264	1.858272401831241	0.10725888281884287
0.5370758483816788	0.5546572238317325	1.8738979830701152	1.6015081222111789	0.9925538953010266
0.8859223359000196	0.06866972590387321	1.4858905200809784	1.0231450806144085	0.09440227037147926
0.2259802524680755	0.33831563247786	1.5333752310332929	1.7299068600084655	0.20810132367256706
0.6167847521393488	0.8786699479924468	1.0656931475560891	1.682470292254126	1.1859586894279202
0.4286172721996503	0.9030010225036836	1.598354337860021	1.0210718147713191	0.7252305006213374
0.913133227433938	0.9025056093800884	1.283344463213319	1.0433130385030236	1.52133838690204
0.5916641085388393	0.6049299872890452	1.1338695864340558	1.4409228323615868	0.6639856551498211
0.7035995292976953	0.6056124677113808	1.8254621580490265	1.4919926881670342	1.3526670801293939
0.196350533906658	0.1057691337623975	1.2997791231207598	1.9972001923737817	0.05428740665643677
0.6202375444149343	0.9907228704784145	1.2103825534814434	1.091051074286773	1.0205089318949432
0.006158054011493608	0.6824806494188982	1.4358569586887333	1.402048250404464	0.008472602085854425
0.7654472551438172	0.1498113045364926	1.7270782255066248	1.7046918132162117	0.35102973209113697
0.4573233467046594	0.5887347287783276	1.0175507408306659	1.4244807877047858	0.4287397603899255
0.5192938880973489	0.4301747674625868	1.4428750909000607	1.26795773332084	0.44156798537757785
0.9007730609478221	0.22786561436548325	1.0207943150455858	1.141478412690217	0.2567315409812082
0.7674863322427554	0.7289834926836817	1.037315693004336	1.285845232814709	0.9173345297468828
0.4790266740972197	0.4164544298003129	1.8382205716871083	1.304454234647179	0.5124343220700802
0.1947492886887021	0.6572424883007898	1.408910837320176	1.471912994640617	0.27727045983304205
0.16631816901722207	0.12552905572771755	1.6605519875297243	1.4086739652782678	0.049179018114431615
0.15081254362455998	0.3481323557475585	1.856089551914338	1.131174108857147	0.11219618208020196
0.4936172472413841	0.7662553647797006	1.8991960854301395	1.2312747608952122	1.0120837214977472
0.9892626048828348	0.1736959302024984	1.8373193752674533	1.915034071117144	0.6413251558198714
0.7942666757199597	0.5950250767694388	1.4230450392011271	1.3069307126758123	1.0433296986990062
0.6554572095698284	0.4924644282248416	1.3971477326538753	1.9686329629537231	0.9948669555744551
0.7039647006982218	0.016823986709776806	1.0532074218501701	1.1875005052138825	0.014871179906246496
0.5007600683635257	0.5316793605352399	1.3810990400588845	1.0270468621951374	0.4144346395375972
0.3426161610400059	0.03539204297398446	1.728912146769038	1.9008900516697755	0.04001311474483703
0.7316723604587994	0.7070834041568178	1.4194447018110583	1.8419882965814216	1.6345529248040225
0.1631245118047422	0.797059146572381	1.488387294805208	1.9175905380950276	0.38790374628506574
0.9813787355143498	0.04606674760624485	1.6461274586051853	1.1882793221967989	0.08978435568327822
0.09692667033348057	0.6260353001828299	1.4923547021504624	1.2049091975287278	0.11136348360699956
0.3313112245115394	0.3574660935127628	1.058110525924927	1.7900066647139994	0.2335334785957681
0.3620291099624324	0.9386683249410254	1.1858329018270095	1.3169805338913083	0.598507499361335
0.3856031828138662	0.261882944290905	1.4933784198171065	1.3532505486263229	0.21118661304954767
0.29408395425645595	0.7782742073318197	1.8496003990953684	1.151608297544627	0.5277791927958762
0.689149105649052	0.5401493705545927	1.8970370028249497	1.4512017228154446	1.1699486133205448
0.9588790273162948	0.4737089816723487	1.9486651807192676	1.3098050619771606	1.3662222442059588
0.7864818731153109	0.7138494644983204	1.3335642279186075	1.45257726877763	1.3379334279456183
0.9230693498103928	0.6664999194396963	1.5814892647007224	1.1691600363442929	1.4310295589811832
0.3755155418057723	0.8254477008262886	1.8448133262927	1.5545806652991183	0.991395737074638
0.4521991537087446	0.5477087432797286	1.8698593978531959	1.8268570770489116	0.9221768899655376
0.7700479890429456	0.4584400859670769	1.2568034325066364	1.1074394587268066	0.5568759536338508
0.4127472920392447	0.2315360262664533	1.4315724150673823	1.3361294889004856	0.1888097431721736
0.9392419858246264	0.10534866523635178	1.5793140193710917	1.2835594984987375	0.2074229257593112
0.5489134187371367	0.8091505266620079	1.4233097603539726	1.1928541747525392	0.8851287606392371
0.327838825667656	0.8314095285690303	1.6222507554190517	1.5082172013686033	0.7335414041369249
0.9668522849578528	0.331197854883601	1.2983907322135049	1.1674547277555258	0.5433943452884707
0.9286539980927598	0.32058250378160635	1.4196039507051337	1.5964984987048585	0.7490637831467234
0.026324901277678947	0.062204545005979724	1.5228386911960003	1.1083093632537848	0.0027652913492806856
0.5172113635518892	0.6405356529792612	1.5655671004122755	1.3859671947684098	0.8080835246018743
0.9447774467373568	0.06017180067953942	1.8721732074217905	1.1795590255570954	0.12796668922289034
0.09334796624229524	0.7404732568311343	1.4645635384479752	1.4739371427480548	0.152730187389722
0.2462392966119248	0.1039490903465643	1.1602719165532072	1.899754432118168	0.056905815518679036
0.2918823653970355	0.7038069801455813	1.0507782292568402	1.3377349418164317	0.3099906872306583
0.7840398613200891	0.6536879390106353	1.5425851888316826	1.5915468670632773	1.5175339218332005
0.9157109663223004	0.8844316943758153	1.940391202822799	1.3223556341397649	2.846520901270634
0.7194351123189708	0.255240359838671	1.5222153432802012	1.3039628274455637	0.3882519594479733
0.4329600355262465	0.25638565747684783	1.723981180197507	1.9580112550906608	0.3891021831294104
0.6432665739361778	0.9441829432631442	1.4141019429758632	1.2522545088796828	1.3485423666173724
0.2191245758895397	0.12240486181608667	1.3712766987803304	1.3656833470415155	0.05068333663833146
0.5569960539494656	0.9849484165033384	1.0930442727232723	1.3558102941879893	0.9949735853819758
0.4272203488867048	0.4910931559573314	1.9890450454124018	1.25087246175843	0.5612549174599026
0.011581412328293015	0.08399494675028385	1.241248292562278	1.4998789826930568	0.001811633795915152
0.6353110112413629	0.5651226937209692	1.0830978829017774	1.3075461966932107	0.5775790700447213
0.4233810036869348	0.8499026307802899	1.4359798764350589	1.9126973080080192	1.1230133974737528
0.2311384569630593	0.5964201219163393	1.4120180584396378	1.4185229223346676	0.2894215225258793
0.16421969017299276	0.6801063393160786	1.1537047440614652	1.9233228770970188	0.2574102905303288
0.03921083946396831	0.11993100128784027	1.2216167157137607	1.1847845538457342	0.006816999380649742
0.9690000625998524	0.22673124914753215	1.5045993728786398	1.9505276870799757	0.6957259171252262
0.6382464328186883	0.4296892251259967	1.5759496926151302	1.6029345132422756	0.7624929690677257
0.8168187782332514	0.2076562804088156	1.0211817540567765	1.2724316130427875	0.23360622571776266
0.22047129716108305	0.5794945202927368	1.1982631508170472	1.3371942892718478	0.21382029549349724
0.930226980409078	0.37328508206541855	1.4479891389714128	1.7157950188280222	0.9756263996297267
0.9388836560938156	0.3479391977712025	1.2448252428004138	1.3457818406135598	0.6141402886677088
0.8431117958472008	0.3589751542477684	1.400375691379796	1.7110752726241392	0.8065813629565668
0.5902339197738217	0.08452658217295128	1.1321672429734235	1.2948540298098967	0.07437585698537995
0.6073203487258158	0.5716232250886056	1.8427183183787892	1.6537873017964313	1.196399555343297
0.7356788303375111	0.7516139350953787	1.2747987958948377	1.8543125775766256	1.6024535681618672
0.5088292816186839	0.6689077545604059	1.4326103802053003	1.0590053217646895	0.5824557502856453
0.18445304480777192	0.7547971033506211	1.88254318544176	1.0444329141105388	0.2870642078398266
0.814280756119938	0.29366849473721623	1.7682845107960057	1.5377124956575816	0.7065353441339418
0.6779539849726908	0.4464832656870295	1.0604536024519104	1.7144700448181132	0.6120940982054579
0.6696205851339272	0.9076454431486708	1.7625826639230775	1.865920359047939	2.506729160230684
0.14586257756445564	0.24054545910455985	1.138930413199558	1.7931092548919028	0.07250270801857313
0.05654902517577344	0.22486289441837728	1.884241748832284	1.0329537034871004	0.02485450442219724
0.08433452106140849	0.6071447223863651	1.1634000938024942	1.1764283415679508	0.07129656347137353
0.08155904307107131	0.6087946135396813	1.0135643491646773	1.4484432046477729	0.07412143752420931
0.1461224733223878	0.07519734013425339	1.9257680169668243	1.3650934106785158	0.028992083909047624
0.3188067478152874	0.0445252786080288	1.3715526854911941	1.5065961312772624	0.02947157197958194
0.26655815036631314	0.7670183254993864	1.977375646041144	1.5614788182560682	0.6774507839850192
0.2540609098990512	0.22374595926059915	1.2345900978989262	1.4168049295064136	0.1013523992193778
0.0856552489567709	0.4754766099418389	1.914578947071087	1.802168295429932	0.14245837836609046
0.014877244173155613	0.5207555040019801	1.925911931478384	1.8481830534863253	0.02764781214298117
0.8147219150460507	0.4838104129540607	1.729927474503376	1.6179965790076594	1.270180490233255
0.6385955709107659	0.4540085963138003	1.7882395439375784	1.6805305001631694	0.9645005452121782
0.3384195195733624	0.3749500097314264	1.8412118376505784	1.493084416731866	0.3642385905695013
0.7552598299281311	0.03472085150333315	1.9480547057954984	1.5346231072542411	0.07908653182684237
0.5579366616930675	0.1962599431350014	1.3250909499555976	1.1468333886313309	0.172707404818814
0.3467056904932726	0.924720279723994	1.804647375344926	1.4489085196439766	0.9386189353670448
0.7991133567286486	0.7020804492209544	1.0375194965348902	1.9709004781272748	1.4111498680011152
0.8375185681468353	0.7379987435422798	1.029009213109442	1.8446613828004093	1.4776836386447487
0.780049000059743	0.18670701338023	1.7191494980874775	1.8380415151919527	0.4836866266153025
0.5945905127531343	0.034438839939176964	1.6127880974064157	1.1722250115565933	0.0389788746109272
0.27045537425607713	0.7537324543036242	1.179556761116237	1.278897468943137	0.3299349683647258
0.5186585939338385	0.2629392574078475	1.2932485491748436	1.728709623793706	0.31940835823254715
0.3745800334707129	0.17798230212281518	1.8323798483003424	1.8369511026261052	0.2295063325050069
0.7392686870145556	0.9666843690414147	1.2356764478349005	1.6998886370321424	1.9705106315911494
0.8219240025629602	0.4323863883977742	1.5741058245539443	1.6335022118310936	1.0366132214022183
0.9628842009527387	0.7420351604205181	1.3599500378702791	1.2403373928144603	1.5819771687287882
0.4726157861065887	0.7818242565630684	1.3980811755278506	1.6036172522695988	0.9447868311218074
0.9786040782932568	0.30604461573211017	1.7271134864495128	1.7262150165511856	0.9919368903527814
0.4172027044879574	0.08619205208979452	1.9869285733034023	1.9567573301235368	0.14150464299601878
0.04521528176673351	0.5694636137475845	1.835047653705521	1.995387253679286	0.09509754840065984
0.749925855016662	0.428589551949619	1.4621790837358857	1.2585088207887778	0.6624175220582379
0.7878502355275497	0.3120623118372836	1.2785468178416073	1.970224338990335	0.6746092478673007
0.7953417280538613	0.9386016510294988	1.186380469512626	1.209800030378922	1.4263893916649786
0.942148794784774	0.7167028261963337	1.3688516304245408	1.1383046708648945	1.3577404949974297
0.2127127108640948	0.01413483312977215	1.0143785771173808	1.9587321476626025	0.005979911060088135
0.3606142236537526	0.41298886578743776	1.0557520679401544	1.6115413726185956	0.26662318894682163
0.9439590369416692	0.7969005423121063	1.5276166555799542	1.9996721301850784	3.0669171884235507
0.3448889623286706	0.5725958396207831	1.3443580158483068	1.7643544555571469	0.5014193679414649
0.6826523668837475	0.9837877637447816	1.1040313879649375	1.5900232972007489	1.5189616182523102
0.8495034469870623	0.8652893993937084	1.5249357041250622	1.9969374943370477	2.9648880466888654
0.29371373417785684	0.8263011848653519	1.8698071481446663	1.9700276039311089	0.9726763635082476
0.040645425960893385	0.6649765984068919	1.4173750552969782	1.7666192151683064	0.06829300924302638
0.2653737604419102	0.365007351238568	1.0204706271182062	1.5134373034337725	0.15458890200724412
0.8154954138664374	0.7264928726591595	1.99342326793266	1.1202002746714783	1.6485203327596314
0.0841658436065913	0.8294726011845165	1.8514976785075583	1.8071467599168256	0.2391555574576696
0.9329110721318314	0.7650227752280542	1.473390879684643	1.9616438417445976	2.7067020275238645
0.4183495122592623	0.6864424873820799	1.1751573876461092	1.2086336079206308	0.4510589047648508
0.3517198312967863	0.1094658970606045	1.6541850720583904	1.9390395510463647	0.12509967279148687
0.000657790281853865	0.7843650106916035	1.6516256969880756	1.1048857902511828	0.0009416930868153721
0.8495104779711827	0.7029408057413015	1.5014809205962665	1.9098892869724235	2.1380167739341642
0.6033979331269786	0.460861893525418	1.415172155292508	1.2441732955329663	0.5396487350559402
0.3674137857234636	0.6278750873468644	1.2561913724295375	1.3577036234723443	0.4262252334976872
0.4965035044117506	0.11119350822872832	1.8184560498351707	1.5289514700555222	0.15637412261922448
0.4765010613242373	0.872764372799813	1.847153232746304	1.0978776669063153	0.9790957898106556
0.7054390010089698	0.8059601119832476	1.1979594298192773	1.0543645408573514	0.8860594182406394
0.4545375169887034	0.9803479985873956	1.2830267407215512	1.0452268218485201	0.7018259875116769
0.8682296298622625	0.1786848618129805	1.3848530195444604	1.068117338979062	0.241994384904954
0.2723978841641496	0.33262415248869026	1.9279263634013617	1.8055559412871616	0.32522029151065673
0.43168840134405817	0.4981869760659604	1.0566351474616325	1.8074032415111223	0.4424340175159495
0.8388840864789523	0.014591841935691963	1.1710552399352632	1.3465687531872148	0.01938177994589485
0.23906360168661836	0.9184629420000427	1.5477098351644734	1.6000978949511948	0.586706158583594
0.7400984284422064	0.2522273094400327	1.9672392882345648	1.7093433151647393	0.6693744360402196
0.9769457095381028	0.7172437394043768	1.1883712041724055	1.6654729025470263	1.8094810943446364
0.7630974018342485	0.3478966469557924	1.9097315869574096	1.6805909695536725	0.934769580474494
0.24474439568826575	0.4501598392153068	1.4385323415935454	1.6299276787922703	0.26817423059512496
0.7092755694203504	0.12019824648570797	1.1949971185183887	1.6307949355960203	0.17100146743672806
0.6364738589701439	0.29636622277646874	1.983271129206753	1.5857359354394265	0.6330315897395279
0.3080901997322675	0.015745442274610166	1.4615426116405343	1.753746838462542	0.012454146088035613
0.501497465203602	0.3928667354303549	1.7199238432536796	1.5327033601047042	0.5558822948528027
0.011124900921558713	0.7616271732559091	1.2579315433553162	1.4137456775920874	0.01511106979381465
0.5374316124094954	0.6258579361405601	1.2576228460094794	1.4310576216568016	0.6817914642694995
0.7769028479124774	0.6171686866587052	1.6601300945460646	1.6523721389857158	1.56549508525292
0.09290202876118303	0.1258115539238328	1.842688729399157	1.6766913446879874	0.036253184730966566
0.22319551969715468	0.06863643905411587	1.3497209050496348	1.9868248346501387	0.04129211751844182
0.1864820572400052	0.9457673259516748	1.7402897248460052	1.0793231882139225	0.35197164571346506
0.5703557495119759	0.9967353426852494	1.799556878224973	1.5867926983176903	2.002890997763981
0.3720012861828316	0.4222322822271688	1.7679281925118433	1.9772901087679011	0.5794101851032666
0.05189282621117109	0.07542326586019721	1.720413583818694	1.1922056337644131	0.008038289794334831
0.630778456229234	0.1751257172930767	1.372878878903078	1.8723603800782516	0.2948097350005324
0.28449713863010817	0.5038124391895374	1.2916505324313547	1.633207036668466	0.3175372837183094
0.06656444027185615	0.8839782963514983	1.0338835492402885	1.9807197892173944	0.12290834779986527
0.04339597630286174	0.4515029086547589	1.3893695763704297	1.5062193312752417	0.041272593242251264
0.4578700838677775	0.7179912678955614	1.7377175747988116	1.1361544596232804	0.7289272544802143
0.5618569747144004	0.010142947573788974	1.2214014406109448	1.0603677473583462	0.0073948722786948045
0.5018805042546568	0.9791202390732991	1.011778763550398	1.3647186191208154	0.8114375515332715
0.5570181096724545	0.8175909280333766	1.6338656661823447	1.1109203694011445	0.97456003603286
0.4618139261294886	0.04484562500251388	1.6671667137754826	1.9170008502204408	0.06664951091175192
0.8818939970328008	0.6077957898430426	1.225428115627547	1.98136003459498	1.5845570636283015
0.08816200291886199	0.7303827148644165	1.9969808882041813	1.2209861824168289	0.1604500235671431
0.9712683985559152	0.6693129008541531	1.2835021489012657	1.9973212268585616	2.1275589678080955
0.669418485491277	0.5535839390197329	1.1747763189307328	1.393297904214687	0.6920564658007395
0.11170409525456138	0.5495379102566892	1.5810825320801318	1.0027928559808303	0.09935990844198984
0.1176489854024474	0.8339079880391989	1.8348564492934758	1.0855091055510124	0.202014227612256
0.9318995266618624	0.9021511533792368	1.1786110997017305	1.8120128480218052	2.494544937817282
0.43808152760009067	0.993184103645037	1.9639146331853403	1.3827062678589048	1.3819340319653717
0.15092718293021545	0.4921909121918818	1.184316288543727	1.7673715506374803	0.15943580301767254
0.8795407725548676	0.34886777812592074	1.524400530030384	1.7698491815557769	0.9221718047420469
0.2003928142993706	0.6094568704176503	1.699503397089145	1.4548676115011752	0.3147899325164197
0.8550960803187777	0.5826769252501878	1.6732089716482053	1.8612190078147912	1.8606592012309036
0.3284285886915155	0.38957798039462177	1.4690808678340939	1.629832109077703	0.3200022020493103
0.2812491519314936	0.6938798518429031	1.9450619490782493	1.5651806258138323	0.6354560182311032
0.2505474047142474	0.01439327079558139	1.8451370979285613	1.160660719241242	0.007732246607152506
0.976959000240064	0.8722847739185651	1.787111259335444	1.9709050363873155	4.192534057365949
0.6494549782207718	0.8592432076254212	1.0772908890721276	1.9069321488293909	1.4083676954337896
0.6674052824248612	0.3660175865540024	1.7827915564296002	1.717554943542598	0.8143091090524053
0.6073011151723353	0.7613266428613588	1.0497833031716275	1.803067549536836	1.0346109502816478
0.056890272107384725	0.1966710490425384	1.1280554980707316	1.6535379067902325	0.020948157046162826
0.5405153647513348	0.24382122770964376	1.4859052892151303	1.2728780129987796	0.2607159773744571
0.10190758510857534	0.2410432922627004	1.7220723166491592	1.1676601278128518	0.0498012287688305
0.8004486543212879	0.4892459090731501	1.6413331369017437	1.7374821457248413	1.2844805581757488
0.4550782852036779	0.7883841072192582	1.7014366868369994	1.2029335482559795	0.8340604032868489
0.2799641735824373	0.29999709613563075	1.232049412489213	1.445017074299531	0.15383410460128086
0.2884645214517706	0.5176243129969736	1.0136880721384092	1.1009061624336232	0.17536136896434645
0.29659689444673565	0.15420356459806905	1.0271000289381258	1.352209832786012	0.0645044742523462
0.4876717415217556	0.9853120055265256	1.1939537904615567	1.703412309713462	1.1636358102318405
0.44276418768577663	0.7528246302224785	1.0108194238081358	1.6857827391730418	0.6389876359149042
0.3390334349537221	0.2443049470251951	1.9141631981342768	1.13105703473608	0.18441549518644368
0.2302355281417635	0.273568944117085	1.56058562818811	1.4870460629114084	0.14930222957763944
0.18245666725443102	0.571966582312897	1.3369222999040578	1.39542967729545	0.2017070466864455
0.9806645885843412	0.7825023175238416	1.2830991472043063	1.9707002735578023	2.6073051811354
0.30461549366061136	0.5189398530820799	1.7132956141596538	1.7731482593893357	0.5069385671594561
0.04622886189628839	0.3319577217174562	1.5959309671890176	1.1717544122201191	0.028845225792848986
0.4046808462389537	0.4227090918099976	1.3897160828525088	1.7186033641411935	0.4332652388864471
0.6341907635166001	0.31053522821782875	1.0895181240800638	1.709575458380996	0.39259264703630703
