d1	d2	n	target
1.5614013507674658	2.377285383385357	3.2890345264090044	0.4940770913467832
3.505277652218532	4.934890249184855	2.274176884855749	1.3402661355100771
2.2234787624805907	1.7637418660875306	4.007215636881114	0.36741170475360707
1.1417336252147872	2.445373795627689	3.113505690730848	0.4653145576786317
4.431184580626403	3.5453434858719044	4.799498020773316	0.6331437061550826
1.6347209284397155	4.2765976369302745	2.6114351066585617	0.8180902547323367
3.2297045965862514	1.146759451731466	4.5111994963194135	0.23565491196492466
4.085170030277198	2.49839143267117	3.8221928621660446	0.5634915985037043
2.8973242159801234	2.2999594284051743	3.5539501732969385	0.5289972397378384
4.480733596944332	1.6737744463710125	4.758880201020508	0.32611738338621565
3.9473300623010186	3.8605368509269273	1.7196065510678342	1.4310906195870747
4.247388437558532	3.7040791001815534	1.6916519144792708	1.4447974983092324
1.0762014603009402	1.5497322112834664	4.874921405353471	0.24540792054458024
3.3193333529238616	2.2892279831022257	2.6773303481665955	0.6799023335024179
3.1515665702692237	2.0264048150182754	3.3145019290521263	0.5120435515849661
4.146954204769418	4.003428187416516	4.704941863770887	0.7060306648846539
4.313408958333596	3.886029462001055	1.2480127561511725	1.8083545699782335
2.4939034066100296	1.3193260803016345	2.666679904635516	0.4128441044046425
4.794034946585314	2.7328987657749177	2.965486762018208	0.7729771781302299
1.4290400002883406	3.7595329631920693	3.3624456497725514	0.6272939246249603
1.5865569747253518	1.7037359605042257	3.6767289677667834	0.3586369819943433
1.6996644420231335	4.063910434647482	3.6940436813893096	0.6678514791471856
4.7299225987655005	2.681242018042369	3.482894465356113	0.6620738883773627
4.2612082420852975	1.9937456776881304	1.7089515018158354	0.9158922912471734
4.288731271220874	3.627283056805695	4.0697761304293145	0.7379205640935746
2.674469623707978	1.2258864448584117	1.5917777819777434	0.5979513942150868
1.3614979034287231	3.663971166679602	3.0027182659646097	0.6434961785582014
3.645193888686383	3.1763150437599283	1.9085755376698732	1.1425814766313147
1.108581556675195	4.72987259870907	1.3571759057845465	0.8410494646223483
1.1279382742985409	3.591029388950085	4.934830951010398	0.4423244285389013
3.8882654226136144	2.7031657283719217	3.966296129275483	0.5798909084075784
4.767468581980697	2.4522769146633503	2.0629899354115064	0.9514659072040268
4.121883334795541	3.4630443843365635	1.1937350134233613	1.702665659278818
4.191337695288208	1.2814208930970905	3.1856117260914303	0.36702812606206653
1.0379330669755018	1.9967618023112368	4.930268522009369	0.2913256087574784
2.09856237736242	4.542869228087094	3.47848628581712	0.8050109144811648
4.609381055458163	1.4233217264855569	3.6854997609220486	0.35633930217430826
3.3339806512794685	1.9792816329363192	4.607223243943842	0.3805657689491799
4.588046382434951	1.889724092070252	1.249924014229102	1.137152268197818
1.220581458396218	4.7443083761528495	2.73140829159066	0.7168433939312254
2.9598812167979407	2.8231104729644514	2.5118992156117668	0.814588043019899
4.103994571810247	3.7583650003095186	2.1711950101316457	1.2174903788135856
2.5720309255768	4.743013322073702	2.9620515967399976	0.9868685300476744
2.9815722203273456	4.5599750427370775	2.7728922744017126	1.059897726225519
1.2086283149067385	2.785123607368386	1.5708933562985332	0.7186932261379085
3.0673823723141798	2.5583991383159597	1.2977229918840276	1.2001184119130306
1.006683308422343	3.047045218549104	1.30729594097956	0.7030379483927466
3.1599574871088847	1.066824933041686	2.180642234135445	0.4236374868313438
2.6524041019675404	3.6888999576897294	4.0846596498153085	0.673718073969104
3.5037427128781453	3.0413544849716763	3.331854244854678	0.7241519440573927
2.6690102882105147	3.905662314695602	3.9846395699425567	0.7169014124612417
3.394778737217558	1.4663858390831552	2.391365326003584	0.5193837605075703
4.304648863920592	4.406320560687551	2.081083011730146	1.4192410349417726
2.613795420073044	2.715167622783786	2.0243259250356003	0.8864089469083399
3.2185290200182703	2.0160466144246487	4.946147004853144	0.3617827009515091
2.4687334845592983	2.623752072865688	2.7174084386114195	0.6940773613004187
4.031978528119422	2.301972379697909	4.396385399600041	0.4634239590499383
4.709334090041314	3.6965781157446522	4.115181902923137	0.7543838370234319
2.7525015705767117	2.6822183897063607	3.901864666583217	0.5500485373373897
4.2992156276241245	1.4346441109015275	3.3729982180598674	0.3870410806530076
2.9701103399514674	3.3391959417989487	4.866470003168566	0.5573932132930216
2.9886034029709068	1.175189434739877	3.889162009727357	0.27442400980392445
3.1508378519057674	4.355092369059125	1.8995421207821432	1.3270666621111862
1.8771006559066112	2.3357307378105783	2.3665343906048264	0.6468621214355185
4.540438126718417	1.6767084151167135	4.237836890578645	0.36393849313035
1.0382712567783408	4.7856062738333565	2.5293353599542225	0.6703899192280719
1.734264338426042	2.458319557243456	2.795184332900734	0.5835518189637077
4.43137682152008	2.7807009642850162	4.360969770213968	0.5574253391886397
4.104748838435988	3.497968913753609	4.9165455680549135	0.6063681187261647
3.9513545233754015	3.3119781409128555	2.0229925873051884	1.1575564640291498
2.0389853089364744	1.071594841209312	4.016826671556684	0.23591045206579245
3.9155809033139914	4.016420476385578	3.8424265496540952	0.8250353329171372
3.6705045346359775	1.150524549558425	1.0520669162028595	0.8425552334024752
3.6806128866176655	1.3180738679845492	4.025315782658135	0.3006947419887593
4.6313934612736185	1.5417384159263658	4.6543141381755815	0.3091389050741433
2.619388633958965	3.6842809827146805	1.3920383084549348	1.316481982669803
3.98151998282224	1.5659055012026166	3.1035028008176715	0.4478114864720157
1.9649009725730169	1.1786859020725131	3.3889125811684457	0.2955001343003183
2.230493963173354	4.016867860543837	1.0477169951151764	1.4101179705029094
2.684836230789456	3.6164628030154335	2.903730436299201	0.8507870666098609
2.8972289797020285	2.2348814671695956	4.233296864212446	0.4465580718043313
2.856034858954568	3.455393119684369	3.4361170604021205	0.743739255355069
1.2230375803747715	4.7002611812223964	3.607455240728783	0.6308601459932263
4.904061183113021	3.3240705439272618	3.707043524890312	0.7580784571947118
1.755458884865936	3.855107150226399	3.765387224923135	0.646672159695576
2.7853992430328733	1.3178556478875578	2.827629477877528	0.3992583219541413
2.7219411435876806	2.8542650021386837	4.912352688133719	0.4788258775700611
4.133537397096934	3.970355225177189	3.31285818826346	0.9290900146284414
3.3595325404464025	3.4345268942146623	3.966747094078393	0.6884102508261557
1.0410769024533542	1.5302585031704243	3.7056388424079887	0.2956724610997619
3.782114999150856	3.324654948715665	1.273551454079263	1.5444848602601182
1.6589894788793211	1.0615858932676772	3.570065292524181	0.2521603014723129
2.8925334876579987	1.7667920882238497	3.598038037066032	0.419780313864486
1.9381869229361481	1.4318523635415237	1.296628150480199	0.7034792403937054
3.086612320145293	4.712054796456211	3.818708602783291	0.8815291847683576
4.029613445802495	2.9190496972439064	3.9482659316427786	0.624707628121198
2.571648276403088	3.2197194967312117	1.0935240310292085	1.372704347159902
4.819754994371396	2.870356606803744	4.773689109473589	0.5345938084627898
4.908214364090371	4.022527530611093	4.554473284877881	0.7485132179329796
4.070872382813105	2.2613200985053385	4.5291934897443245	0.4447319217800573
3.18195243721375	2.1200841736113003	3.147505967460497	0.5558995542396151
3.714906268456091	2.8430804311374502	4.549468935987977	0.5349379139384821
3.136247393161557	2.413791670081744	4.730980309486691	0.4388214607445393
1.736520544154834	2.6274390869668083	3.092107900282024	0.5705429076355549
4.702558220097167	2.0090232281982328	3.4397816400111934	0.5195300709425559
4.093450553001442	3.056313723042	2.4870278902933127	0.9451553128846344
3.697989571649717	4.2335449541715295	3.0827739306830675	1.001406859255012
2.002633507606735	3.896705451229904	3.84247549561138	0.6732077254070852
3.8381158304231033	2.3620290585863564	1.8214723353691091	0.9692817085939964
3.7624738725478126	1.7793969375396117	1.139441119183649	1.1035883325212132
2.608379406107764	2.946830975343442	2.3141817952671264	0.8556575582736776
2.0218601169843278	3.9912520110951686	2.68367108491384	0.8569109962074154
2.1723990351144717	3.416091979953344	3.561014807499605	0.6654492669563242
3.8858004449987344	3.643402486349321	2.077774273601253	1.2082675407368155
3.34632027537863	1.4161755073031983	3.787524202149724	0.3363255716066004
2.8387371197885325	2.6988034479176326	3.7956855103856304	0.5686011436603912
2.2172562218831344	4.5686458299938115	2.393932517191881	1.025641475689149
1.1703630754297565	3.6003643717569713	1.8067656844333864	0.7373194311261054
4.6113073365312784	1.6535895584349145	1.7371708607091256	0.7890146342992969
2.8232560841299748	1.9131119078822287	1.669654619697051	0.8150332941390944
1.1961236077011743	1.029897911160088	3.4101254584379688	0.2411286598140514
2.8448106710251357	4.893782036651802	1.3295085484497502	1.6046463824930468
4.461072010436762	3.6368456746278484	4.251186284761186	0.7178325029109375
4.389120367053626	2.720057673147683	3.485178117261037	0.6626358960538484
3.2594331239543526	2.3804389683046763	3.582464428753165	0.5519490605941224
4.497437663762767	1.5366811371693836	1.5560711706134718	0.8097382663203148
2.314991066441018	1.2473140520638102	2.5917159193106736	0.3984373897798311
4.345825740463523	3.3266018823016363	4.538679513164248	0.6271696322309263
1.6839548950311127	2.9902778706523003	2.6729720672887542	0.6721660366437493
3.666709993781279	4.878108117073412	4.389180075155095	0.8528820867998059
4.448013153247229	2.5414268865944525	2.6778890167224545	0.7821576921336998
4.405148786921899	3.9784415028043343	3.5344763956796412	0.8965278088596165
3.1612355119844437	4.810413920603552	2.2909520784263546	1.2617015796714544
1.9796110155977351	3.933888600858624	2.6359694445717823	0.850906774012595
1.9196690047124267	3.6211418551239185	4.383441048878532	0.5775550701257337
3.551150809865165	1.2655834771710657	2.819489610520191	0.3984989624020983
3.643393543073609	2.9856548201829605	4.160921646961311	0.5994818318597376
1.7664484825991464	4.361263635481642	2.9437163593641484	0.80575221320932
4.847833349272311	4.759950160379058	2.479285915572251	1.375248038109323
4.309897733450291	3.5965591520204465	1.8739490675974608	1.3279093029525946
1.974947911632396	4.531411962092586	4.763780165171232	0.6420043297767472
2.5608753134039546	4.534013600565125	1.0861967813649138	1.5871560588335756
2.3946178755970613	1.3425338796433284	3.511929303688443	0.3296522836975476
1.4360529650058416	4.1640304699183535	4.682415233304528	0.5491957910592355
3.9197462914811454	4.8361049094838355	4.129405372940078	0.9017224834281692
4.4986861417977195	1.2451870346313538	1.474080681037778	0.7111820012143277
3.4595512927896768	1.0229860681830858	2.5894006881511094	0.3545756324519224
3.815003782358223	4.086806725067882	1.9759576873417308	1.341166338561474
4.0068202162766005	2.998357465629798	4.756713975056135	0.5446580431478465
4.0566380623138985	3.063440947991213	4.8568903861408055	0.5458676740819519
3.224303917683386	2.61472634303268	4.71172206671668	0.4734537334195351
1.0384654611369943	3.3914662898711048	2.2712922336680554	0.6124946346030116
3.063928193999504	4.032393154153341	3.25788592996127	0.8815955086451396
1.7664218070337692	2.6220122835903035	4.94722361456317	0.4076773251067306
1.6822119160398366	1.5873136520508293	4.718431264702326	0.28034413143450426
4.415697017540098	2.22027715769542	1.8855878244231519	0.9296076268266692
1.986964650021656	4.1153123699905	3.1653757862391783	0.7858852168660803
3.010540684016942	2.705184733479244	2.3347282366866366	0.8366638796129443
3.464624937555997	1.077545322392527	1.45050789379825	0.6117128590474533
2.9826824090749	4.128865729700719	3.0918154511111937	0.9224258854230126
1.465007616233446	2.9873550428653415	3.642496838090973	0.5257913060833687
4.589970559461063	1.6609709473688188	1.5289308806469508	0.8784485397316579
1.5088311815241675	1.4692998204315302	3.8163720810848414	0.30673215749566674
2.090257167006273	2.360861803137945	3.4061322068802324	0.5205189773627364
3.60887077542423	4.354936208564411	3.713818596998984	0.8850507713316971
1.3384857343087662	4.123914631705511	4.3587429642826185	0.5543065199174129
4.1224001797778325	3.816303506510247	1.492400562525274	1.5781923608860098
1.9882722134614847	3.046890876070215	1.0939626672991762	1.1601042102110948
2.283836430049595	1.8060216321880949	2.4989611599984727	0.5489852454531668
1.6282793085843348	4.350353815246357	1.4230161316509826	1.0624183669514662
4.840746108156737	4.507420743736022	3.474010090829063	1.023215752603756
1.180370625957727	2.503621602749352	1.7516547511749625	0.6464793181744921
4.703891581027304	4.518068464218299	4.6034369860606015	0.8120278544541953
2.9211445436834067	3.1230674805500875	1.9195530714680935	1.0449663121560746
4.790253962507961	1.0862003662654836	2.655379511999555	0.3768739582803656
1.9234529138311045	4.910980413166278	1.5970547286423211	1.1832931142034966
1.366155252690231	1.1522896328978405	3.5511290867452767	0.26220679192381724
1.3232627502371272	1.5133857690467358	3.107472389389996	0.3559944546550348
2.478783338026482	3.1401474573977883	4.066794824135816	0.5887476811485178
2.790889823018484	1.6711002249849851	2.1008872903735436	0.6190046510231689
2.539337850596896	4.0547888657336175	1.2308561515235177	1.433980380159226
2.5849389677669063	2.158391810103033	3.8268939636468016	0.4629872749731676
2.3185529054449963	2.5782346963656857	4.364832052750831	0.4707527794699752
4.139067902442643	2.7884584727561483	1.837166258303212	1.1105597261373716
1.6473733319353805	1.4321037969498516	1.117244600914398	0.7208926229200296
4.367489067725185	4.689921584689065	3.4478149723216545	1.0372168034732572
3.871723727589545	1.993392718412633	3.955028194101286	0.44596038486705336
2.5266286292755984	1.3956443538580374	2.6573923795425425	0.434811796708358
1.0339221028857102	1.2763848589455271	4.889384575710489	0.20842705734120365
4.0918507740721815	4.5371914584540525	4.608537670159487	0.7935796604496727
4.499703679975138	2.276590751088022	4.789550505195881	0.4299110213306438
4.933471736120254	2.485574124604362	3.504198719278958	0.6201505668320902
1.5041292053144222	1.7620841244968857	3.6607762063619633	0.3646490462491517
3.2484796838201118	2.863836420295666	4.654206310082056	0.5173302614891941
4.293040773851162	4.530474290533663	4.731765974641961	0.7828611490570295
2.7050002022864104	4.0222432796344485	1.3094187534385853	1.438372635200445
2.4030586425981557	2.861134920488195	3.1153733073236807	0.664453766544363
4.6299126644493755	3.1091857733205197	4.431853859233874	0.6092384768959637
1.5220039589266319	3.5695952631553944	3.74175680852856	0.5864213532353039
2.944340267560023	2.6616632154843947	2.304268997344772	0.8296277406810738
3.334280374875576	1.522090238891975	3.2348887119996275	0.4123356926066106
3.8697634959161857	3.1109082380510062	4.175938999815433	0.6247003913782361
4.589796589507898	3.301084429680716	3.259656778617031	0.8296518435385991
2.2962265931969363	4.282883202952844	4.395130773576842	0.6841323357779118
4.024571789579088	1.393342711872538	4.333822163035735	0.2977208233826124
3.9545188524670767	4.6148971295405685	2.7117410513781	1.189794575799384
1.8899133692479853	4.430245800929093	4.827498034322487	0.6177442091934936
2.1912460923691253	3.1214455617981165	4.049939969621964	0.5701846298476826
1.4684653896103166	4.855852718013673	1.1873090338364682	1.0805040958008738
2.1821231422966045	1.6737889009475737	2.325841728295293	0.5411735018686832
1.1237255534225108	4.383782547335239	3.650239697831371	0.5805292899532729
4.022169021690262	4.9871984472567785	3.1413597297254063	1.138295220884625
1.4704815668158495	1.4506105667319154	3.709484583274421	0.3089053290455757
3.1496011165670974	3.4655852191749967	4.141561004724096	0.6611332520893228
1.4936339373141978	1.402263504152843	4.78288839486104	0.2450774754000217
3.5482390114759275	3.377624522818138	3.596968962403052	0.742517067912432
4.678598588110919	4.017354489317663	3.6075844464482154	0.8994914983077923
4.92720464596146	4.260907324211815	1.4784240699964195	1.8184170994265727
1.751323098218224	4.242689033693223	2.383584728061504	0.8827630843663967
2.3787830780618893	4.749776065131428	1.4601197173660991	1.3740205906846574
2.7651351066741188	2.632355847367413	2.9759638421586216	0.6701611174529889
1.6102069582554024	4.210964088278985	3.7115066465102435	0.6655886924384063
2.935080776747736	3.8849543387277623	2.5663938352747193	0.9986973754170052
3.4163859823817497	4.235690389751808	4.14101220303383	0.7871818502366057
4.193691989437087	2.408525182762635	2.9524050015666803	0.6829351680098097
2.991584299189936	3.8249984530647954	4.785899875635657	0.6307209538285603
3.1288106454915954	3.482543383577882	2.4386660220962293	0.9805223380840428
1.1695693989404998	2.874887148364535	3.7943324322260494	0.459804967213084
2.3498807525241543	3.0683037293690534	3.87832001699424	0.5918741615309314
4.944779607283005	4.163594782824548	4.3635862774901115	0.7998292499631657
2.1728940844235667	1.0504746298289147	2.182406055999479	0.3940485177574973
2.3960979900645607	1.9056837918476777	4.751152863995387	0.3435843092106653
2.5391332431095446	1.6961906080395734	1.89274952319414	0.6623754698600757
1.7111458788417298	2.316945026838868	2.6666740472369703	0.5762533795060877
4.64285759155758	3.5262780733987475	4.875270207841277	0.6258062361514107
4.175876798902554	4.343539941156628	3.0134324445635663	1.0715310635018735
4.227182492426853	3.1811694964111856	4.3762579371204575	0.6202550474654484
3.3213981352104085	1.6623943723787629	1.9199098323064157	0.686820551707636
2.1514612401498647	4.409944645138755	2.7300844457416886	0.9226156854756804
4.6855647630042885	4.162135406092719	1.58357343041011	1.683805473209819
2.768534597815778	4.352184274208256	4.24864404092996	0.7477130212147703
3.9897071831422792	1.4490355339374084	1.7281196702233097	0.6928831062494129
2.7132900419365744	3.2203178247673034	3.578484910272117	0.6757773686945717
2.1723965516120383	1.546763020783946	4.942926687732268	0.2735244869707725
2.09098674784143	4.5672796752919504	1.0534507233004988	1.4106465723318038
1.7937618668127089	2.7381239117722247	3.18416512724814	0.5812642587838214
