gamma	pr	V	target
4.274690586416039	4.8862206543411135	4.980888395074332	7.432066972659055
2.5789590010795784	4.369182670216012	3.4701737969496365	9.602417292598156
2.8769633592271093	2.932878436412245	4.2399685706787595	6.625229166503263
2.4546291770834365	1.655614404188687	4.453762418195224	5.0691360578802005
4.0353536796448255	2.6562374414641936	4.455649242284481	3.899137824615047
3.967880377898882	3.1382656666920634	3.5187955990318565	3.7208087963325074
3.865529545951024	2.7777942913939637	4.5381854906790045	4.399237748955498
2.8933784216538987	1.6424194721145673	3.0039247595907463	2.6057677965978066
4.1753300863106375	4.344885692867125	2.752770873806844	3.766687071970323
2.8824423145777347	1.4054486207320058	3.4746295321202685	2.5941901356847485
2.2719543741446677	1.1313547767285312	3.8696505873617677	3.4419062234257245
2.8810887792965088	2.951559848524444	3.4666211258007906	5.439370984280057
4.1760445057079085	3.630822001924873	2.4049340949465465	2.7492963683029217
2.879774267802933	2.9789547838987547	3.650827123792749	5.7856143218308445
4.200818145680058	4.9729919784662995	1.085687605846671	1.6867924103350322
3.005776019746146	1.6915725031427722	1.4995308962760383	1.2646303509374959
4.371343719552867	3.0761215412969465	1.1766025535882685	1.073569698528958
4.08282249278545	3.0267267113603533	4.5403419443612325	4.457724787550506
2.462147829689087	1.2355405076235484	2.4010026739967896	2.0288892835591716
2.2907565857417307	3.631619060917629	4.65443527609552	13.09552556476986
3.731416795821176	1.7655161536302435	3.4136506944949065	2.206494246210394
4.691440007983498	3.934814118132545	2.568454276283638	2.7377907066731746
2.2249817916626675	3.2339061381596075	1.6639270992974446	4.392705341819415
3.316259513667008	2.0716094097943683	1.5670811368521318	1.4015614441555364
2.028705010246165	1.927223072826142	4.66477576692953	8.739204531953785
3.5533593008754085	4.09321857158573	1.6788942893383785	2.691388275239216
3.6509015160966394	1.4860370001478669	4.317296610435859	2.420181385375456
3.4674227180484647	3.11946370774592	2.6667243003882963	3.3714327151064283
3.7968741997876094	1.197346517882576	2.9870010645608085	1.2787401463516033
3.5927250977374543	4.934771618001776	4.304047984174274	8.191957509631717
4.54329822568453	1.8394553846287165	3.7742571229406017	1.9593545746280332
4.372489653055756	1.7900542594999518	2.148523636883151	1.1403960526177568
2.907063233480748	1.1979732875553948	3.919192142130927	2.4619464172147256
3.4755672379879803	2.462637287724566	4.1515909595978036	4.129907095068528
4.020205182629246	4.175496659409989	1.3016514736655114	1.799560311751715
4.324022875023328	2.0720667500664267	4.863445043209985	3.031682736160492
4.485919756704876	3.692668066719601	3.3233744062923107	3.520482225749584
4.839266688018295	3.493671851021554	4.184657263767631	3.807971802069349
4.802417954689052	3.710004951511989	4.895811453146623	4.776824891236453
2.6711765758721144	4.54652675552142	4.761417040308514	12.953693990511544
2.433836054577857	3.086802828035694	2.3078289986038647	4.968359567168613
2.324651509383173	2.043994772167176	4.823201092938122	7.442408625395523
2.290929765128042	4.44064638415821	2.5032264858007323	8.61080435448596
4.992056093874209	1.068652478842027	1.6801726574937526	0.4497734082616006
2.1353146373162075	2.836670197215648	2.2670138394007617	5.664306953802152
2.3501085695729302	3.115939441596061	2.7906674219354204	6.440630690268394
3.8258654238267202	4.1877011405052675	2.9922390501365626	4.434253229919435
3.880211542915032	1.8161503857793175	4.139747456737442	2.6103651862228694
3.144566435998821	3.057017541467957	1.364689386306959	1.9453253219700242
3.445440938959272	4.827393200409649	2.5962049087201287	5.125006997126434
4.574386410444552	3.0690674019309494	1.1027755662293677	0.946873715743442
2.817847675943306	3.5192749780111243	3.4122378576913057	6.605945850421086
3.5693386885021634	3.716805944185837	2.6892286252834747	3.890238754609368
3.25878472269243	2.1603002927345107	4.283649448793384	4.0968796473750775
4.439225676129465	3.325094533952245	3.2536489757760725	3.14567622004026
2.7222631251319367	1.8959347672747608	2.4614481399105945	2.7096586103489746
3.153394549064465	4.165611128162839	4.941129534638762	9.558315351047687
3.720500042051503	2.559037236855889	4.019925493372991	3.7813412490044778
3.903139105764125	4.982713502741209	3.239826302764687	5.560576216713102
2.554885098261785	1.9379986406395269	3.7920482128082367	4.726384148820631
4.979727272934363	4.376046850423801	3.732217199378197	4.103888583398884
4.5367829167508065	3.0729971461659087	4.892797587512873	4.251194765724399
2.6211305667519462	2.3519269648292997	1.997310549637373	2.8976867349074857
4.134348466246964	4.6656451702976955	4.096753833874839	6.098236984416609
3.0895895075479523	3.810410509555982	1.20694476790151	2.2008892231959014
2.357925977546789	4.5100697153498155	4.943457364534757	16.418669145125033
4.1519707751738455	3.6038803917061935	2.355166694348345	2.6928355858544903
3.3014071634699533	1.296047793518157	3.3075353597316868	1.862653411793597
2.3583107046362457	3.539049500524078	1.57537819596674	4.104614208327015
3.826540723105276	3.298981362421952	4.688678280719152	5.472364907409466
2.061779259144532	3.7318601532291686	2.2413280295556675	7.87764753528292
3.1089179234756155	3.5385524935731207	3.31975916142136	5.570222495596139
3.4583793895789543	3.1960617554719466	4.491456956064623	5.839201981792222
3.7672277526899567	2.2306804163410594	1.4331573627184788	1.155277537038093
2.323517595996501	3.0119023952045088	3.578285502695977	8.1430324076508
4.485478465157592	4.010369102788664	3.4662765416626047	3.9882754931255415
3.5107335705476626	4.460895692965776	4.1543991210608	7.381245610205668
3.5338534772764474	4.35989520302482	3.260923897632202	5.610934723027991
3.1880083456585675	2.86420444721277	2.891700401441545	3.785369999273428
4.9911092137309785	4.243000991085933	2.4230327728778973	2.575958187609648
4.410480624217279	3.1811637036928717	2.8854053644857616	2.6913939198963845
4.127971821918269	2.462680272688701	4.800689810576515	3.779626149110928
4.176313976872018	1.2696556877163172	4.752188039161359	1.8995737250636988
3.70873287284133	4.7888898963260855	2.5371149461424802	4.485478894290117
4.8802154588998965	1.9639977411167435	4.944681828479632	2.502784715060212
3.958200851459372	4.975698377968208	3.856352449571808	6.486390746166579
4.890616506243593	3.0027683540667227	4.358087844102297	3.3635615953185134
3.9133079984522228	4.889833137340076	1.52180044574915	2.554261427901381
2.7619162957646632	1.1012101112127315	3.7913171407412047	2.3695999521852498
3.91647707222851	2.0590889873001843	3.470257231266427	2.450068445948566
2.379901015256233	2.932937421166573	4.295304700550567	9.129538823636672
2.029660120147573	1.7500779918425882	2.7957720006638844	4.751877782612707
4.5063976661056415	2.0088202559673967	3.2691393216061497	1.8728946098448869
4.525495127219051	2.0343460123449244	4.709171524869409	2.7173727284721068
2.2228290125546786	2.12614815474251	2.6068679737918328	4.532594070985878
3.0361571991782483	3.142576631150862	1.4025462390638368	2.164670309723318
2.558854611263148	3.8156777181889643	4.792051063925499	11.729716380816221
2.205275630782447	4.114552914332329	1.4374061854281968	4.906996921105456
3.3782916720153047	1.1216111720615842	1.5424277572164453	0.7274146501660561
4.777092934227398	4.064742725136778	4.005283121167683	4.310311054660248
2.0648954386547373	1.8344641115651967	1.0857412633280168	1.870374601788932
2.369510773747986	2.2407677113894042	1.817162230696722	2.973206586581294
3.1756742615700038	1.2718759727684923	1.4215681690058932	0.8310335925500031
4.9742734216820965	2.549892539221234	1.6754391768428594	1.074961232823882
4.795548538420109	2.670457868383992	1.2968185539179349	0.9124107559478104
3.6439974124661703	4.3292538606717095	2.0368213256320717	3.335070051852382
3.536018064665757	2.2502317692065583	4.429289819935188	3.9301489239016836
3.4719760713103263	1.1041219797399522	2.8416988274963644	1.2692607228907515
4.040790010151087	3.5262773136177654	1.4570207683577676	1.6896461984478288
4.952670818994771	4.1930113763578465	1.1616897884815949	1.2323258682444078
2.6221108644922557	2.8720878975581146	3.6300968898266692	6.427401216807707
2.4272558696490734	1.1446540805846317	4.307666404272224	3.4547329825729745
4.359332985462477	1.160425936195419	3.5761112068998315	1.2353083820996582
4.508175731771656	1.4282639201381917	2.903034169629346	1.181896028143384
2.5696388849225134	4.678484986698686	3.9619481928902034	11.80903156551824
4.042271260318886	3.9195092116396775	4.5925762168403095	5.916844109810281
4.338494090133718	1.8538938799199247	3.866314329305968	2.1469969032234992
4.6988038739774085	2.468324836565809	2.9276495754894416	1.953710011710147
4.53698399720804	1.9414294168532458	4.485279510268042	2.461943167092965
4.4677990274512025	4.56812062952353	1.0373656862463545	1.3665185191498206
3.1558895349429266	4.7195037981641486	1.3562609222717716	2.969019734182572
4.0338454115840285	3.5960041837649346	1.0423857173248383	1.235535398832272
3.886262633935532	1.939013437579392	2.6411938121995613	1.7743743181553038
3.0001583889776304	4.427897410243074	1.6510293003366727	3.65500472536725
3.6353035781315257	4.1196027093053935	3.703129471199668	5.788867107780862
2.9041211219383665	2.473809187258167	2.438419416965663	3.1679625243260205
3.351925254189392	3.2288577689470666	2.0108821157904933	2.760654204652715
4.329091405099926	1.0112075500222009	2.6776879905786086	0.8133445385515302
4.285787240653422	3.505230306961099	4.821538819297501	5.143547879938242
4.2305978016685	4.673335525246207	2.0208354248299747	2.92331096636554
2.236093302130071	3.1193111189464764	4.426261392530899	11.169776871448724
4.282156438172084	1.0971468528280242	1.930987204600049	0.6454831066973812
4.8649641307818285	2.506838132891726	2.6534114330242646	1.7210180321157518
2.704576479507302	4.80545095648986	4.491940023650933	12.663437365619233
3.35286072920991	3.824414797138326	4.022896260638969	6.538943761327713
3.3016154947235634	3.0505967918872248	2.0609454844189754	2.7316090361036203
4.031905563460219	4.81929476427268	2.7912585691567986	4.436779947959981
2.51921104174133	4.02396075689078	2.8447605619365133	7.534966867317017
4.238975347456133	3.678964406584723	1.0865472021331015	1.234146004186602
2.0608618581562936	3.314407258072737	2.9801943484907336	9.310899155401444
4.492077338632219	2.5976821120279627	3.860764989505156	2.8719410194705355
2.8302309841099023	3.20748435710398	3.3130185885004666	5.80607332608235
3.812620503372348	2.8149359315356914	2.2949216237118115	2.296810867622903
3.954694372231645	1.5948216781974849	3.1423864461592985	1.6961300880075936
4.033814495305748	2.997635823336643	3.977353291066652	3.9299227839458655
4.03957625704721	2.770296826171419	2.724739707149036	2.4833519953176086
3.0182714308424914	2.9947115310166392	4.576277204128692	6.7902809814892064
2.7257314938259016	1.96646100612409	1.0731960596319094	1.2229006718266906
3.0676057287223952	2.081418983137371	4.674780811169125	4.706012073387976
3.616955053158137	2.912119974221296	2.155814230059112	2.3989673313224764
3.3587774366682965	1.8739693763595984	3.5458649578060264	2.8170705045494913
3.3073455756966585	1.412249433762081	3.863148076846077	2.364504364465514
3.7021215365851736	2.6466593778640237	2.120682105437729	2.0771542307894517
2.7973373243020463	4.09038559305853	4.295009224033596	9.774594682087695
4.923132015972338	1.8920024992994342	2.6671804543280837	1.2862967815322468
3.4510219345912034	3.4420952870288155	2.7772862668804263	3.9002849525919863
3.4901844950382657	3.6441674165165328	2.28822993028771	3.3486245577656413
4.519878603699022	1.2904040658274112	1.794364023073458	0.6578222977676339
2.316628441298025	2.738635674119217	1.2922852292968132	2.6880008961377846
2.396467258558456	3.4240915503156724	3.9831988780457097	9.766671963095122
4.17266960047472	3.121361492384578	3.5321155733765472	3.4749945395321906
3.417448130152324	3.4010631030600487	4.828281047502033	6.7928193854684995
3.1076976258011486	4.364020410375583	3.2777682643886723	6.7866696964354105
4.63923931506889	1.2058500260656497	4.653216470101585	1.5418280349213282
3.327421125684649	2.5391202105624964	4.93361852534111	5.382373808785513
4.190031816326835	1.5505610866390898	3.4876444169629623	1.6952199941390138
2.987877618893008	4.2170367675983735	2.0682893626697525	4.3876203472062905
2.0724023869562225	3.9314653030729816	1.3836669931733259	5.072572423218895
2.501080901265726	2.1593223804610786	2.6973297215035767	3.880140257739825
2.3111433543876143	4.736252878044526	4.554772792313447	16.453239589891524
4.32119338551526	1.2185856871463532	3.0715754937858453	1.1269978887833498
4.7760007245401255	1.3534200627965594	3.869402542876526	1.386897782760069
2.509406753378121	1.481929930266071	3.436852143083972	3.3742886371327483
2.6627920766865154	4.8066603947745685	1.1731400553878908	3.3912152462221004
2.578367431949486	1.317257170606137	4.5250566442394975	3.776473837059118
2.816038699801783	2.502017324812964	4.225417543657271	5.8214992334431255
3.2901506230015425	4.412408470521552	4.557624019225976	8.781124973137468
4.797472319349543	3.696030826579456	1.109757431417219	1.0801125937492664
3.3508866702799285	2.9188208312402395	2.4458911853530725	3.036776818299518
3.0436471690604243	4.9999214584339935	1.2915268965260638	3.159808181103104
3.01760900711752	4.568461152435699	2.0518294936841657	4.6459464149150325
4.122295498927222	3.8927307177177837	3.9761181152857565	4.957236472321414
2.728813566895138	4.715230702896597	3.1681190120538103	8.640846139873366
4.17506398736478	3.5078751832601007	2.407317275615364	2.6596530221027845
3.3818528998167503	2.3134912238750758	1.8538831491328605	1.800674758688387
2.2486886184804686	2.208407304095678	3.2759818788617525	5.793840195458259
4.24198388818311	1.7692794713177178	4.53330937161911	2.4740071156963452
4.592045185173675	3.0518517482453578	4.688571604015023	3.9834759054666393
4.837617364524885	4.57522448030487	3.5801086004184905	4.2682213871034484
2.05409447457086	4.746335480917038	2.5160296917308043	11.329080348101087
3.68816148603724	1.8033366410353333	1.3030576658682227	0.8741482408879321
3.3257083623817096	4.123604048069473	4.00660534609138	7.103923385836613
4.3476777002647315	3.993505384389488	1.637470584790096	1.9533683295203519
4.048969574135663	1.581693289902713	3.3194204079099383	1.72199323669724
2.247932944853908	3.5062851671559163	1.9433107073279965	5.460070219619934
3.348316941786861	3.71108439372675	4.610264602933929	7.2856779740644635
4.277145797307243	4.221876702838484	3.0616530323484805	3.944261991659873
2.6124193632704817	2.5935409745841747	4.288950240536824	6.898681844295701
2.8531230216314434	2.5032209077778336	1.344210539547232	1.8157757945760225
3.791593849451916	4.162347484083105	1.2304490680757216	1.834635286864139
4.986040698123348	2.1875285838553062	4.073756886893788	2.23566699606282
2.0803799569403933	2.261954417617281	3.550408889339181	7.433369177202816
3.8922279532888835	4.3335653981010696	2.8747813534594084	4.307424311521238
2.4353767107917252	4.689048275961354	1.1556710647295705	3.775313736739956
4.217326321717471	4.3352538993013106	4.008050950023582	5.400732400813
3.096532166501824	1.1057446523788743	4.591345094048947	2.4215489588416896
4.399512917147472	2.086037384177404	2.8672608697546433	1.7594324570227058
3.2738192702315496	3.931831673827854	4.153980570702337	7.182959786724711
4.573064988520931	3.6398126128444783	3.2664483691140487	3.327468157255137
2.621574573206729	4.48691712390988	3.343662009506273	9.251954597038422
2.4345574010570727	2.6916153263967604	3.721119219189791	6.9818199776045855
2.505284288252956	2.9020278831032984	2.179594710242372	4.202026602117096
4.367938773434297	3.782303745589831	3.2985149373898905	3.704338541122584
2.0126815542339016	4.0778385149252365	4.411583561639345	17.764444591936194
4.8026981418294605	4.685453753650067	4.780681345560497	5.890465274949461
4.01131707642225	2.2196755401153614	1.1642901674458987	0.8582113210565477
4.154177957532275	4.395312651690624	4.891649398525578	6.816460192942143
3.2436086678459857	4.764999740598461	4.2668525919467415	9.06198651537469
2.9954575566589945	3.9720593324346063	4.16711574919508	8.294854954789766
4.4220456441120275	4.030464696550733	1.8642205585158258	2.195667717235204
3.34017216185853	3.210305893537936	2.2525384151178667	3.0900877582145365
3.2905672318342547	3.6413237936157823	2.9975690094292142	4.765247317494894
2.7550897815448008	1.3988254950006005	4.536958620667004	3.616004978825504
3.5494177250171064	2.2662311655111105	3.2948006055884025	2.928817723066241
4.466290286365282	4.2669588908956655	3.123513982758974	3.845005656911052
3.708669929909318	1.5138969041438322	1.3964909306443607	0.7805097524888219
4.854541337103795	2.3025486272071443	1.3899456198704123	0.830297848441266
3.219173736762105	2.942759435636792	1.697226700720782	2.2506258997315247
3.404094728841669	4.496897426020143	1.9536841830016825	3.65439733650992
4.971812522051815	4.993595298601102	4.211081542609083	5.294418323233301
2.5577772253223596	4.920623824783514	2.690791620744032	8.499529420081886
2.4148673249734114	4.083003745393523	1.839470368511192	5.308317092072743
3.7884533645904237	2.790214650964526	3.3525725038617384	3.3546901079587705
3.9038885322940495	4.163166588810643	2.5434968839158456	3.646490258872714
4.268863083085621	2.7175512080022584	2.359313155719889	1.9614019166352064
3.746175740352056	4.895390368821321	1.2500567027976026	2.228377249655336
3.3079831530260995	3.7304867672004516	1.8850643047289768	3.046905881827226
4.5957385565096915	2.0505837790524657	3.5184408351417336	2.006502305635025
2.233654305325686	1.3393169482054557	2.5518135128204547	2.7703766538372854
4.462678884551131	1.157376184295244	2.604505845642461	0.8705378517924816
3.0153692514508696	4.954966460938887	1.7104324471895112	4.20525191769418
2.215344940911694	2.3262470426349817	4.912946859797488	9.40369085228877
4.257585332555949	4.042803607780089	4.334432747681274	5.3792175986552015
2.9938481873898577	2.901572253693001	3.559214475937949	5.179590920532168
4.729799997655369	1.6424616415935298	1.4888272113832033	0.6556227109214344
4.833967766710055	1.6865500645358038	1.5448948139325465	0.6795942497906791
4.794343128665865	3.2229615290232347	3.3142984051971576	2.815205661014998
3.443587154068302	1.7161084907628332	2.683722585889577	1.8847533671264167
2.963486952886955	2.770490505755041	4.969699101306293	7.0122717934969385
3.401842480650003	1.56663941563389	1.9235258104539512	1.2546498681423754
2.20182386360119	4.020972753002074	3.8515144643237487	12.886110176273107
3.034439404688093	4.700821969686175	2.0318819661198098	4.6949126939514425
3.522242498828553	4.8261471370959415	1.9630778076796898	3.7562218326866366
2.577598767668832	2.9734368506065434	1.5991590839991219	3.01407344363707
4.728595919765478	4.953784487115279	1.5960733429623355	2.120531035490258
2.0943937724319985	1.9636912226715584	3.68115072260566	6.605157618220053
2.4234194595269303	4.739862130259043	1.5403655215377268	5.1292822740528665
3.867997137838172	4.569910130034829	1.4382496918046157	2.2917288686876818
4.793737774231165	4.223789012382859	3.5712414963474317	3.976070959700147
2.2497472292906644	1.025609194219566	3.439164116059408	2.8223613985225944
4.580808178128993	2.14590317244202	3.52001799873114	2.1094728940428755
4.3451521314591375	1.7088253769462498	4.3675274979144	2.2310918994560693
4.260364135832184	3.791374374078481	1.4919413733899942	1.73493145398451
4.810140726848578	3.8976433884318666	2.123819489219834	2.172594553279714
3.2818217115519595	3.627279110103688	1.5119642236836297	2.403481488508436
3.6887767428653455	1.4432288964132658	3.2994964611915387	1.7710390604354531
3.2929270644472366	2.6755584222833546	1.7850826934363044	2.082967709244231
4.353759925888653	1.6824917807238196	1.0366895738217328	0.5200794707018197
2.7656292147508514	1.451499372409312	1.46926996556281	1.2078665300150282
2.606111061394161	4.848821075466012	2.049526804454568	6.187485413085608
2.363528537910877	4.76274813418593	2.9822292812871383	10.41680210590014
2.2506672938993915	4.086020564339276	2.002424000637097	6.542064132515719
4.4568781120538095	2.6669222391829694	1.1147182267834612	0.8599860142784059
4.996013893572036	1.3677602621052865	3.1837180185849405	1.0897266895327329
3.746221450560249	2.2197300991829647	1.2615399972924457	1.01968408364954
4.531696040314811	2.3977995553523654	1.1353143671233523	0.7708070721824823
4.157929047134546	3.870953708247421	1.5970355249130672	1.9576280831814752
4.8345219045733865	2.6404281977571884	1.2647766245898049	0.8709174041874781
4.2607337542305554	3.801358183785051	2.50964074197041	2.9257351540806185
4.006226596592611	4.983937520624685	2.42262280509106	4.016397403409241
3.1480357840896787	4.384356391234501	4.192212438262149	8.556725885689467
2.6993256609767307	2.312062201484752	2.0927551291773567	2.8473530072824347
4.0664414011559025	4.640409527657724	3.8846228382166736	5.878553825624195
3.9355523863796686	3.8885745634636057	3.515604438850859	4.656939545532981
2.1946119674074547	1.1882841995824078	2.682052949495589	2.6678463210489296
4.560226463692438	2.1285380232802344	2.1974742875239928	1.313794957673663
4.925652799097076	1.6012303338238194	2.1040434946956594	0.8582160572545463
4.6191363940670165	2.994988018509362	4.962578599692849	4.106743109034598
4.228993295765606	3.7707919549981894	3.5693289171969296	4.168233109482922
4.06680316109073	1.185536416639164	3.968187807498532	1.533985360892828
4.063535865767041	4.838480865428679	2.317601728203565	3.6603689680615936
4.924971891850343	2.657319412217555	4.868969745591769	3.2964332430827787
3.142773897199454	1.347800042390645	3.650322947844985	2.2960450611589005
4.367686623092773	4.658410066691448	2.6154196967771117	3.61782398651466
4.751481459899684	2.087641006437039	3.19272941598724	1.7767041960673784
3.578114877367649	1.6682810307072062	1.3222303200542995	0.8556064667780681
3.5438619649296546	2.376899766052981	2.469288526942707	2.3072208330964736
3.8995296059739584	1.8427727483463023	2.6505335308677207	1.6845252930674877
4.9521855879250385	2.511518733482065	4.128420531617617	2.6235117947214905
4.331690898514573	3.9725289345360935	4.529429131152381	5.4006475476028655
3.9505571229264373	1.8283518783210504	2.2527763280220308	1.3959627484490398
2.723771587337285	3.2606238012638253	1.0690196467856992	2.0221187829835525
2.709913368083067	4.856500531127637	4.725759402465961	13.422114521384584
4.077697477475739	3.239336668822835	3.982723169936736	4.191893875394092
4.163360804783716	2.880281654268729	3.774854575602972	3.4370547821164497
3.1087206985394977	4.1552825092282815	4.460506229799072	8.789529847089275
3.6092922199290216	1.4990072588256522	3.0887776160139184	1.774465899963097
2.480776205020492	3.857818540112111	4.573231459403885	11.914492583346266
4.760152027661153	4.74323240965141	3.721995241722572	4.69509964736398
2.990757910804572	1.6826503723710124	3.2626362731991394	2.7576814389203914
3.954042584973364	4.0212834161811655	4.376954906874378	5.9582675855518925
2.0959746333840696	3.998925079057188	2.6652633434797908	9.724849555708767
3.5742720037462514	3.5494370592218853	4.089372632796011	5.638475946089143
3.0843559013454147	4.948686167767732	1.350092973151285	3.205396169205839
2.50715651438707	2.122783764755551	3.795985423347915	5.346529143463728
2.110252114383271	3.1667495120122005	1.8056161578766177	5.150122222476787
3.063367572174025	3.62825120705809	3.378036439320888	5.939981297437256
3.2545340570658574	4.348817438233496	4.025211071061481	7.7643130045169055
2.404231692648418	3.376154704374308	1.930266717635054	4.640885897646801
2.485577642866328	2.177758525013854	2.38548858707162	3.496968422865475
3.219046600824967	2.639346394432152	2.1907770762684198	2.6057224643700714
3.5776680753499885	4.339700934847933	3.6045360638303454	6.0685115649631225
2.152518982199481	4.737588158470366	1.3300639289328826	5.467411137728534
4.988287432131637	4.6577568211975375	3.684387630999484	4.302844745332605
3.6073720218000185	1.9319682825025843	3.4478313729688836	2.5547182374821538
2.0112558177355586	1.212737809936384	3.663026032387244	4.392845104421361
3.391612128797049	2.7726919799586787	3.0463929380229997	3.5318056658743058
3.2946532672072277	3.1713387824525023	3.4440370692486315	4.7598512951830045
4.389008391284716	2.1021268785613265	3.1675512743728382	1.9647619316032925
2.4422751437518584	2.7496404720777994	3.5081236343102438	6.688098846978189
4.903729032501498	4.380864889574623	4.654230012148638	5.2230963467156615
2.716718008520324	2.7733288744312765	1.4261633631686041	2.303942764683058
2.166914220992164	1.3866316508777945	3.654778620281272	4.342934228297077
2.9775248107227688	4.765082711831742	3.0625750583302795	7.379641147866522
3.995496181924987	4.728396902686791	4.894410018331037	7.725836310792272
3.497868914334361	4.096689610184283	4.234564295859806	6.944998376397605
4.769784461774352	2.0863104933508407	2.42498209355428	1.3420569900669874
3.07416144141456	2.8442081234585976	1.329928715754494	1.823673886440632
2.0338300854909583	1.1722058137630058	3.9455653334972527	4.473669984474157
4.849163207977547	2.645879140623809	3.99929770817996	2.749080205611195
2.1796408046317155	4.2230675935278565	3.6345214618202513	13.011443604806885
2.8081950259804738	4.599766506745728	1.7360753250932413	4.41630522084946
2.6822879189110496	4.66106437995288	1.8255664014690665	5.0580417486646265
2.7982534145907825	4.814323359649155	2.7658726879430677	7.404854834884381
3.8866867223146575	2.429283222023194	2.6814633772488694	2.2565780839554086
4.634572752627048	1.348382073010458	3.449730544067114	1.279807872596468
2.7819044462552758	1.3853541440006714	2.3834144999270785	1.8530023656903984
4.28127416397712	1.1680263532572217	3.377594042082813	1.2023130816278893
2.8169586176490857	3.8484808644359294	2.9921597772307664	6.337662032670168
4.337723859143889	3.5890895233850397	2.4802476115689696	2.6670363079006285
2.1259137654352105	4.538023154863621	3.690208297800434	14.873475407963545
4.812769132351178	4.633365960490772	2.970701527565192	3.6100657707828714
