alpha	n	d	target
4.945871405536863	3.2997014851571347	4.565986609382347	2.0625923515238846
4.5311890747905865	4.616673263770542	4.710206043571762	1.3092512833357717
3.22838281261664	3.2944572380800783	1.409850646763084	4.367248579143332
4.415744774171809	1.3404103547848931	3.264832672458509	6.339939738671216
3.3424126401170025	3.13407042243782	1.6229542057035924	4.12881018027278
1.6318581307479048	1.8444307528401884	1.7466584854450176	3.1826722334332516
4.863226360622932	4.196686075034248	4.8802868946841045	1.491943977009694
3.5644009593572017	3.5428681064715914	3.077503018552638	2.0540591605871117
4.3669491813007175	1.9285401413537235	4.125915204210914	3.448331627143495
4.999169808500929	1.5264551433538975	4.658062305416816	4.417620628998695
3.860031839676438	2.7137086137794637	3.5535902492090004	2.5150127590219804
3.07135674080693	1.5947602965896317	1.4801377599055745	8.175467162131437
1.3228264556045572	2.5560154469721157	3.56400579334867	0.9123907314941936
4.21191508665221	3.5334140727895966	4.970799342239713	1.5067413567485295
2.096515581256403	3.9978458077312697	2.9523232671785116	1.1160612092630142
1.898374277591728	1.3317898176444989	2.735859567656971	3.273649792566909
1.4234771107733146	4.313927582100698	1.5891561553805027	1.3046407270155915
3.0724522751824512	3.0817782360699986	3.1531570050960416	1.9866347787372325
4.718826461725133	1.0962725554588442	3.744149957941989	7.223407206325397
3.1719354223962766	3.4951669525177764	4.12798981504298	1.3813306958879479
3.9540745952549554	3.671456974248024	1.6255363997628771	4.162838712142185
2.189467616385344	3.1945157865276617	1.0656862509738017	4.040954803519564
3.2308081342858417	2.4162690931221245	3.5081178357187417	2.394812765910283
2.424561338594952	3.0985773878415115	2.6473897764742644	1.8570893929027903
1.3527878467022147	1.6162081132042436	3.911710125186724	1.344452969077499
1.0973142662794435	2.8542073192427173	2.0647047111873387	1.1699503445520174
3.241408311212129	4.6877541957468605	3.541083392205857	1.22690976780893
1.0784728006359685	2.225164325092397	3.550794811643493	0.8576328347740287
1.356607381658825	2.251231307019748	1.5187266303248743	2.4930691020146165
1.1251832711703225	2.969877403847068	4.311017886555758	0.5521852329267807
2.7571423961663943	4.925336711064034	2.308695580277403	1.5234789841247849
3.7786940352891087	4.863473226699263	2.8370604392892003	1.7207052315324751
2.9211329213438613	2.414945165735189	4.978177076494496	1.5266995338196394
1.7767022435577324	2.170430234619975	2.149547768455164	2.392773486577109
3.011837808858921	2.82205014348692	4.6255093709636705	1.4497301060736043
2.141470776651153	1.0430352409179435	4.491312874444151	2.8722334021344214
2.47634112565952	1.5361891792617954	4.889579311993806	2.071448506977805
2.678317193818861	2.875271373767552	1.002712165036066	5.8369604854708435
2.442570492160493	3.2652594719203187	1.4176423597627097	3.315450857090975
3.1296403812756237	3.424753259483378	3.113364055844239	1.8442301186433672
4.4485082524981685	2.6198174048950027	2.5676432837328917	4.155167713272792
2.0710138920306647	1.7272820799187567	4.972415523965236	1.5150682579294281
4.3159267067751275	1.284175234229969	2.380086382649365	8.872314326301334
1.1953884326457218	4.680933917686148	1.288994643591753	1.2448163807027124
4.754772449184593	4.166967169448661	1.7744785994217265	4.040347889477913
4.742637865992514	2.054961246263592	4.797486123155738	3.022612468539864
4.083044617845653	2.479003929049	2.9205804369995074	3.5433790015513247
1.5340619473596413	2.2393170516678262	4.260269512158547	1.0103459486863484
2.7398774405149897	1.4408131189458295	1.8951097164712083	6.3047662890906055
2.0976945130598645	2.338601793025725	2.434242886412056	2.3152714834271757
4.244997712057463	3.491783195736329	1.0343201209173514	7.385077973328334
1.3657644721830111	4.852440905503104	1.6884871908633636	1.0473640284509376
2.5311797110989604	2.153430107392058	2.802366424588848	2.6354036758647443
3.586040550209834	2.384167139530079	3.4736503968441053	2.7206473961322244
3.767631093682002	2.1575834253702024	3.1347010864060403	3.5001326931941423
4.397230562615663	2.394220173291691	2.1736965021928407	5.308796938516712
4.10807228758039	4.850554852737885	4.593030704721534	1.1585830659756189
2.581190872346476	1.7859844114378634	2.635535828152708	3.4455090946886693
3.790967112680887	2.2404165060220427	1.6216996281210716	6.555875605805944
2.641879143412394	4.165965811425386	2.0723012473497597	1.9227562190326524
3.006887251230004	3.9016657898036686	3.1718286315604485	1.5266420880391924
1.7899176840733686	4.4832632499647636	1.7336814053298508	1.4469362439769873
2.532879865473872	3.670041599675901	3.921347310181507	1.1058294812723004
1.111600894231723	1.88311545847276	4.324248487383624	0.8577113659390498
2.56591622860802	4.765976998948023	3.177831288489395	1.0644850418115654
4.479648692024429	1.3833134873885573	1.7617989241168082	11.549066264235432
4.188642854024412	2.336106650380781	1.6939694161650234	6.650510281480226
3.4066721163361318	3.507611782315552	1.994192957524349	3.0600710183200626
2.256592495162234	1.558998879642596	4.512568567351579	2.01540991493074
3.5508620220908145	4.772762393891738	3.0938432378066687	1.5109341828893317
1.3076543019366	1.1538365463043392	1.7572630846061739	4.052208086825898
4.635060268941746	1.1917729107943522	4.4043855347670595	5.548255044646322
2.3414800539819014	1.936873901017328	4.40233391715034	1.7253849402683954
1.022936444006207	3.9880414089708434	4.1790653977973635	0.38564676558554456
4.06930559033388	4.366224547562927	2.508083813632738	2.3348127756978703
1.4954377264769336	3.866137952213724	1.9400928989214	1.252703608519269
2.9838490113134406	4.5203024394949045	4.336594321441199	0.9564018811898576
1.8400018698452103	1.7874046902272218	4.513412893192855	1.4330791396001332
3.1504889865359056	1.294440416836185	1.288849940812801	11.86515493340219
3.4251205600232675	4.791767512068944	4.418937353948747	1.01634732311158
1.552008729742088	1.1557187515265324	2.9488798742495783	2.8613091712041667
3.329440204277904	2.70705843950482	2.706861075562585	2.854877576728361
1.5430644855054347	3.8776311179318363	1.9976689730084212	1.2516241317119303
3.607330278413285	4.296030657558484	1.1768571611332417	4.483061009346353
1.352834385638189	3.155725520898614	1.6826679895703545	1.6007622969983906
2.044102660220338	3.960653214471329	3.8746036289869226	0.8369287224802805
1.024891383256021	1.5258227746126023	1.1843378431366998	3.56351023694619
1.2810363699932965	4.660755825734646	2.9457126721391154	0.5862658459106453
4.347826383574281	4.3086002725473165	4.52786188087188	1.4003051525496826
2.7647064138385553	1.324796830424706	4.8131092924906005	2.7242934397205074
4.7710129399162	3.1362901109563417	2.4984834164635457	3.8255841810086286
1.9365703375130756	1.2932639592233386	2.9025840598940142	3.2414637049393105
2.1570121305425323	4.414190570534018	2.8144787321805893	1.0908961421379813
4.931712169083671	3.922063639880637	2.270023853372792	3.4804270318918125
4.020058768196488	1.5690585858026287	2.647999986440458	6.079321791459429
3.855065193354021	1.0314138931522685	4.1742944554506085	5.625945712411236
4.355395628214307	2.4682912192077726	2.95482505882541	3.752142359376775
4.149749325794964	2.0685058211978826	2.5633658325066038	4.9173870450726715
1.8981337574039536	1.4775798892771994	3.6334932858477567	2.2214234282069167
2.721597892921393	2.175017260121038	2.6707927343388262	2.943750068564408
4.160130122148161	1.1148445800652067	3.1898542954326867	7.350241531363956
4.882816008955253	3.3191917392504933	4.7943960268996815	1.9278976875142837
3.843601597688948	1.8760613793809096	2.0516216825476983	6.274424678764235
1.800044138325914	1.9560248273840228	1.4038337556559959	4.1188215747155805
4.815271514417359	1.5075051296485638	1.0316724298855764	19.453601951351338
2.8842275842068394	1.9156329627657065	4.402558323618652	2.1487801078002517
3.055248023428576	1.8485735792871008	4.2872430988349715	2.4222083037414097
3.6260754323408895	1.5870713613203233	3.530641657638677	4.06599281402166
3.0094734373007657	3.690908811427981	3.5764893908848627	1.432452158416666
1.6901768074848182	2.3750509674497584	1.50438350301514	2.97221697540501
1.9884370495075585	4.285914060642401	1.7344346155897001	1.6807004790214792
1.440988892135545	1.2928317276309134	3.4221624302932514	2.0464346499637642
1.0224936652678058	2.096007133342912	3.671530720438484	0.8348348526718055
4.941515764057544	2.788590957278713	1.8522096518210347	6.0112542318792865
1.3899829362037543	1.7457328804481795	1.2521159826854302	3.9954618309213634
4.478731666588891	3.194952061159526	1.3297298786891605	6.623798893592262
3.4387813198653427	1.0086857609965536	1.411434920585962	15.176362058784092
1.7691584175892925	2.8717907270867222	2.47527157137816	1.5637630559710898
4.951965800026962	4.602311535682379	1.882665247020633	3.5909419617581344
1.9723171571502087	4.653757919121046	2.4112465747108387	1.1043613756354598
2.6681562365611584	1.0637887979779812	3.906181082365007	4.034440731068476
4.169952861392646	3.852245378328349	3.380779098393629	2.0117790278044536
1.9888903516671277	2.948799391038712	1.6601830956957282	2.5526395490361
4.614715738061227	2.6002330181508366	4.4371354219692645	2.5131005780822
1.4677775726044997	2.7870749222879905	2.570010293864416	1.2875277833413912
1.5550477655917825	4.8090881139612796	2.787531971391345	0.728854786612386
2.199991519747777	4.8872946999896065	3.4899428289867345	0.8104272494617565
3.349584375367922	1.8635197977555973	3.300287658450315	3.422039230991693
4.6265409339243115	1.0439317283818317	4.157416482767418	6.697930647987349
3.6074193077971453	3.633362265171004	4.997641547972701	1.2482532022039612
1.9615724166822937	2.626312153318084	2.073430748811187	2.263332377091134
4.828899358431724	2.9974468479918066	1.7170996606306257	5.894962264278146
2.940856859805108	4.493079528465291	2.5101143632727445	1.6383856685302602
4.341165303015513	2.3981921618271556	1.8951091132243687	6.0016130662101
1.3733132944733792	4.321802785942252	3.7413737399358	0.5336462400867432
4.136274497028072	2.648968418105848	3.9771274979945272	2.4668510446854715
3.9950127464540084	3.468998684880044	2.339949825017686	3.092340849260037
3.846204161562576	1.6769618766556906	2.3896606253480686	6.030492538080767
3.7938830943197166	1.0793374006268666	4.332543978020353	5.097574793488311
1.4363036328558003	3.0322260883148573	4.865295585998625	0.6117237142799546
3.401425755401257	2.3169242436595066	2.547677148773213	3.6206341097491133
2.763457044200167	2.604346043692751	1.6237172213141982	4.106043069814091
4.36190754864821	3.1766778425494335	4.723989148471068	1.8263090013026624
1.2137222651233208	3.3626844652214025	1.2075764581339852	1.878012298205025
1.1338220796723892	2.6837505325603783	4.289390372970819	0.6188523750764482
3.3634027224997274	2.7266113397451006	2.737228897449311	2.83155099111784
3.1343320227393083	3.0637454042241283	4.816968232876572	1.3344380384554932
2.3814380031873155	4.973312939189368	2.083306629406432	1.4441761378357367
2.5946214611655884	1.6045029813815663	1.8189441348561592	5.5859106566744
4.245389981778512	4.2537511850952745	4.594445277009559	1.3648731578597195
1.0773183452102215	4.799839177130008	1.2577680990940547	1.1212350412107093
1.2733501885642875	1.4405024660706318	2.8382091716315343	1.956903094784856
2.627960091900032	4.996955777317068	2.3311648872418043	1.4174904288458978
1.6513075757316873	3.7162819191506378	2.218891104098217	1.2582391679586855
3.239452516552105	2.3794700344292203	4.639017202562819	1.8439335400065704
2.8609436923402574	4.783669913071739	3.848740913316629	0.9763584688907708
2.2305334680110067	4.568633182108007	3.1253234516443604	0.9815385287625616
3.1527985357506947	3.1245964490449163	1.7532601241119459	3.6160614179373995
1.6214438418677894	2.4407679773063804	4.629093630785782	0.90169428700846
1.8439115012074287	4.662471758192856	4.286108477788494	0.5797497484729858
4.940806967352212	4.353921301215738	4.738312288778264	1.5047816961752107
1.2409770763386367	1.3513024342636344	4.576244351932327	1.2609035357134624
1.3363610058410125	3.157895814206364	2.5057551919114025	1.061126661467147
1.4486708043028158	3.018668132805926	2.5707237939917	1.1729480799759542
1.857472655628201	1.4905855166478084	1.5806173156479866	4.953574112931786
3.0802139109545807	4.136642527418148	1.7345431190630525	2.6972900686938948
4.8980763357637755	4.1043942393835176	2.3297710105559513	3.2184229110783544
2.1013797576588544	1.7648807735924024	2.458158277731901	3.043401131074545
1.9871108475415984	3.932102320171528	1.8292613258710448	1.7358068562602786
3.7413138543455706	4.085234493417202	4.577664629736863	1.257022490932756
2.715983206907993	4.996822806124431	2.9360379652378414	1.1631918017671532
1.0486661060366211	4.397103427596076	4.724777573021896	0.3171531655186216
3.0265495857979463	1.1455925901460384	3.1844438508587167	5.212713673137246
4.52031761879433	1.7080757835459912	1.0358921772777745	16.051925333505913
2.2851072792852194	1.5784317181984109	4.791965541842792	1.8982218856037505
2.4325526605792946	3.2794981628917137	3.1337292281560574	1.4872132940893514
3.398989501282247	4.2453514752147035	1.9905173881764553	2.5272608179230804
4.673070384880756	2.092274437575354	1.6120246959935547	8.705462533804601
1.7379782962618615	4.8762927693843565	3.682931113889525	0.6080521784773811
2.0767738657949386	3.9684464942156183	3.337565533474196	0.9851871696706817
2.093198244761377	4.037204523271214	4.8406247608818935	0.6729891477701365
2.38460716068811	3.495825591362302	2.3689908000544406	1.8091875090915597
2.5827639172249364	1.1383924927262932	2.3774962560265114	5.995876984683077
4.155986295099797	2.6387595327100266	3.423889922494527	2.890243053962196
1.924678756126907	3.0895283371525584	3.560512105280284	1.0993436483635224
2.470000683662767	3.1475463922102147	2.9575618245983195	1.6671357707753314
2.4021487175493093	1.6529732487638773	4.4432800199760445	2.054992544566687
2.7082976805990535	1.278028445605727	2.1925570814942197	6.0727420939056245
4.8808400717502485	2.1981752230327243	3.0912933808932204	4.513068377673088
3.0890458509220915	4.267559151610813	4.028257080094812	1.1290352318249062
4.475004691953296	2.351456028806008	1.0783956736038052	11.08813141409022
3.548209946929378	2.378908254254295	2.0078951517795955	4.6673508992416215
4.118886252208472	2.37689921744094	4.1733633117471935	2.6089316743451207
1.7173463382065393	2.423868343932495	1.3723407862618011	3.243894782089463
4.69807973496716	3.210867108913169	3.717920262443688	2.4727365537404733
4.68318017488051	1.57860636652581	1.2206407847328569	15.270702212179346
4.564478945163727	4.169670229311732	4.076617023926752	1.687211216288201
1.3258678055570337	3.0391344481171587	2.4745141162598467	1.1077461383980634
4.593192736137135	4.1481866258933175	1.9688750314062191	3.5336058017008902
1.4440700906594022	2.535456773574213	1.1668482652107777	3.066885383974661
2.476913708902237	4.31856614693016	1.538343640571461	2.342598218362117
4.900777096356845	3.5488837329167007	4.978938586562892	1.742674503893758
3.0466334579706875	1.8909325652684887	1.992548544422508	5.080601398026302
1.9909112699158893	1.5825388250690842	3.8645566697484655	2.0453974946596234
1.8120176932143581	2.473531390547638	2.333428699832366	1.9725605398278068
1.8916538823123084	3.5410312347356223	1.0343170585631287	3.2451748342324542
2.8016417567481224	4.082657534024511	1.9322912383132749	2.2313974576022395
4.347957225616197	3.595323514211536	2.6870814532819374	2.8277845985673893
3.6789242395479334	4.4927651160926985	3.13143083777403	1.643025011327925
2.2326603653398283	2.3268055210072593	3.050627831293344	1.976301578095756
2.858569559253312	3.7087566632785394	4.91472062093098	0.9853748152471742
2.268444846111074	1.7540258318268815	3.2556225473866305	2.4959625238441667
3.919191155066092	1.316237675292821	1.3609010879713686	13.747237501860404
4.3930742249652734	2.5753356395609144	4.23556449991551	2.5304821132666384
4.954270488152639	2.604792356291275	4.886321537977548	2.4457070298725023
4.406529847587458	4.281973091626029	3.2961299659759398	1.9616807174694697
2.2645348507790093	2.246940270981482	2.9955620821463937	2.113922320956036
2.127585192246296	2.4388690992633952	1.3151650883164931	4.1677154929870515
3.793000999678316	2.951093277394278	4.489429977765756	1.7988240547765049
2.69773722919037	1.3926879366621154	2.6592558656978813	4.576838352327578
4.384607792344209	4.616370719274404	4.333758822801186	1.3770357113486498
4.515315612346127	3.136684393769915	3.3181852661393414	2.725815939171771
1.1902202185358073	3.9421322862268724	3.4185547604565016	0.5549239345956865
2.7425940088041783	4.479046478696877	1.2722410218374771	3.024032312932903
3.1159796683905854	3.3741370719189017	3.0348957839406348	1.9119123555015158
2.6019359605136274	1.763765709393097	3.925812214047648	2.361054733696907
3.3179015698367387	3.6268389331751067	4.239626187761086	1.3557747179974984
4.531664802927015	2.411286998880819	3.42759334800647	3.4450811086543425
2.5422098871978585	1.005859223437097	4.929827684878078	3.221234410779556
4.952537041575411	2.7360112013512845	2.9543565493395048	3.8496994263780113
3.5342802429774296	1.6642653840246209	4.265697978535501	3.128010253893461
1.4020453276091511	4.04639710458979	3.9994436500852975	0.5443445001778966
3.075759922622762	2.1407838667734715	2.6458568392022714	3.4118751993280854
4.859111637091496	3.118423127693656	2.751016932955892	3.5588398022333263
2.6809242780972053	4.447885714752873	1.983634830069705	1.9091896478151809
3.8376981219652415	1.9447446535251218	1.2755028800105102	9.720903865267239
4.251318143855585	4.830432169927969	4.100583832089764	1.348564712933569
2.6716765924061896	4.396179695036667	2.057693491758524	1.8556994277983825
3.1381422047343555	1.9392256977863789	1.2765915715809897	7.964750167339318
3.3922314307561763	2.9400712105121047	4.042600224504492	1.7932741861001322
3.8901632890905766	4.7754196968840406	3.62135559830856	1.4133996542796574
4.759928546417458	1.816833369925284	2.138445087896426	7.697808467426919
2.818250910876809	4.0148894157978905	1.506180165517002	2.928255801737044
4.024365541005178	3.876293774318316	4.088975708373485	1.5953136303058408
2.2847503455810307	4.291168386232332	3.2449568940854348	1.0309417589756984
1.2129147053075844	2.7951604966600607	1.5524371111014572	1.7562622394630585
3.498678864529224	2.2842029708020077	4.429372450085187	2.1727364875201083
1.9845762509014568	1.2061510043251369	4.330335101330459	2.3873960452436163
4.169335856214731	2.5595075350508165	4.299850722016356	2.380328837816028
3.888089396913207	2.637860467871525	1.217826899237913	7.604641204434066
1.8056281198858768	4.292003435160165	2.0177378624642697	1.3100364320637272
3.8408147134558295	1.22774933276674	4.64459575450563	4.231999399266127
1.7586848405772346	1.438922305409842	3.0257528753376404	2.5380319735777355
3.6708011287501567	4.082436286693629	4.114139605635882	1.3732268449917449
3.4513390864969065	4.1634306568064465	4.736709011644772	1.0996119649136695
4.304762520870195	2.8751430814167462	3.9838702183022576	2.361372069032472
3.8338524644885927	3.854187715013624	4.6197853800476505	1.3528841278772208
4.780440656679255	2.1411756197860368	2.456467293293288	5.710636592943213
3.327776613199739	4.244859500387507	2.8857513812081033	1.706914631953624
2.7703181376300434	4.015325966830327	3.8464144551995703	1.1270226086406878
2.9834605866883797	3.685702883883328	3.5000665014110104	1.453126941398318
2.0772046873156724	2.1390395041360413	4.060624682316629	1.5026142629612154
4.005699728374829	4.1300220331090705	2.658544347758553	2.292250000575592
4.3113416505975355	1.4502707993395505	4.723880526409354	3.9540695149792944
4.058147556012482	3.2001759313684723	4.500389399218827	1.7704503617192269
3.738115887097708	2.749068405995351	1.105505100828641	7.728341989377776
1.448828383685178	4.905287363717203	3.03677163813647	0.6111111739920769
2.2006897787455957	3.1231684806128963	1.2278565666261565	3.605750267883272
4.896351228128512	2.8362131437809914	3.5304492921799784	3.0724412572760604
3.994245707369161	2.4256417212655292	1.4903258774624355	6.9423539033928225
1.3713228194282974	1.0750556232237978	1.0717732958413215	7.478004188932299
4.959720358490093	4.669467044069113	1.9811178585168825	3.3686774658662832
4.7819682128829415	2.1027793145951548	4.814731705926571	2.967705253092769
4.985542926504522	1.1683229568786255	2.6878392746132405	9.975303599615609
4.1215954862589435	4.218287979983793	1.0549527723383785	5.819370268485285
1.5555386506909734	2.9684733173054507	3.5862829373253238	0.9180851768124104
3.274137170739748	1.460459987516507	4.452126669702763	3.1638767968675188
3.059710189425324	4.428249943770205	2.327822873299707	1.864996856320832
2.20569423833703	3.2653440781630283	1.9781271826528384	2.145566676493696
2.413671955191927	2.198408672285195	3.26929485965445	2.110063827350487
2.5050822029993913	4.6150971059568215	3.8382753185369594	0.8885561623873955
1.166936764368812	4.312658280803312	1.07129859500049	1.5869805640339036
3.2701826776714675	4.854364687019716	2.9001266923426123	1.4594946646707865
4.971826191949098	1.4420287933353468	4.534954248523501	4.776930955543778
2.353121250625256	2.526613388232211	3.4181742068115737	1.7119504420123162
2.6008033994769875	1.9079183562992168	3.847528837957996	2.2261053964543254
1.498720475711624	4.413695497303371	2.4813130742858185	0.8598378869983805
3.304498791970173	4.579198869557041	4.510139691413485	1.0053238078781916
1.5603588510256352	2.7035859067203845	3.725082377304581	0.9734828435265916
1.7129133268785357	2.190773195959608	2.1802582690547294	2.253252676607497
3.755932878093615	1.0517013219196172	1.3817800532195663	16.239264364029456
3.9235536392954935	2.0868419167500383	3.4250951113775745	3.4490324089555577
4.400065061524302	3.2522115657347923	2.868271520403016	2.9637387324697206
3.3303263703834736	4.322435159246252	4.877949642110392	0.9924322415235161
1.5628572066575377	3.6626208866987353	2.2154191645163905	1.2101836804493926
4.885130208412597	1.5869066783699322	2.9638729494453098	6.525969524618271
2.5228431260678024	2.8763625625309146	1.5172826544645557	3.63211837405676
1.6545710307027712	4.649813458475425	4.761456841270951	0.4695587114437191
4.847626824276034	4.1732396228497315	4.6420656091617465	1.5722603121901173
3.6545950781320458	3.3991832708457843	1.369224466752618	4.93366777747621
4.468072934087051	3.8633975254209334	1.9298254372454977	3.7654136976248784
4.114911102857014	3.8456348956069024	3.1532483177369457	2.132132072115964
1.0066686663626128	1.2755362040470533	4.9816282304755655	0.9954107247265632
3.0847414214620352	4.5163569632309315	2.1994776974494377	1.9511506842843973
4.91750188437681	1.7459047280795963	1.0299198578692192	17.183056987412353
1.2989864311582298	1.222630021209607	4.155201482094413	1.6065614445374228
3.220531216843596	2.4841176833978866	1.307158319540615	6.231706972817434
4.709889884122328	2.1394752550910847	2.5002229512761738	5.532285910676014
2.167053180595868	2.1709141836247063	3.134115999282844	2.001205625601004
1.4292395588039648	1.255008773191283	3.970159102268621	1.8023130342384979
4.098042651328631	2.9031313997479717	4.264408171119862	2.0798445791182125
2.6645977961114893	1.219402207276114	4.8011771987579435	2.8596759369257474
3.942848035784946	1.451818079778941	4.05397322492597	4.209173532123451
4.411069559516532	2.65659290372362	2.1433815582312548	4.867425094106485
1.200636679948856	2.895753293609216	2.141523715799904	1.2164857564039846
4.504878081870894	2.313789293332248	1.989476657068049	6.148939999826782
3.4553524390452766	2.558842206398716	3.6102963609850867	2.3500973911458813
1.6063540294651353	4.283190114964333	3.4882771732830373	0.6755271335933904
1.9188393996631965	3.442108251131581	2.8573736864073997	1.2258206419423898
1.4011190369031286	4.229247558294883	1.306518708287992	1.593221513433637
1.411559540424946	2.06487918351266	3.2500349409429594	1.3215889350194223
1.1226406756864151	4.9739485912128325	2.9771105542864773	0.4763480451888457
3.762995529926377	1.3451408779407674	4.878800941564848	3.6027381717296163
1.760336838833985	4.248617361982983	3.1054480814053687	0.8383082758791797
2.3664196414528225	4.962281442151781	2.259784748989268	1.3259378380844251
2.9383722634955665	3.240205883267161	3.276261125368605	1.7391441060793258
4.065765705247598	4.417026528810448	3.4380130902792168	1.68222732478858
2.060967868034736	2.5694994337658605	1.2693315965420124	3.9703379247088586
