m	g	z	target
1.5244281543619431	4.684819234089933	3.9047046247741313	27.88611319952128
4.608177125688599	3.228462129905072	3.0227150049684326	44.969914533515094
4.945512225368024	4.838129143310186	2.9267188513206945	70.02768046814873
2.4949404289157378	2.6424250355633374	4.949176586754317	32.62840209466665
3.2411286783864908	2.744978498294465	4.294627315527974	38.20856283671266
3.6857966293092215	4.743274316743894	3.8981508784619874	68.15037578594287
3.0007367689100133	1.223956588896387	2.0755861869669205	7.623153876000098
3.2356560220539863	4.491062197546626	1.499387201400591	21.788393764636606
4.308859654036002	1.3118772000049843	1.4020708352586793	7.925478432981992
4.6500370568622245	1.6305295808164644	3.1886320047172347	24.176281112548992
3.3277268472272823	1.9405479836808277	4.711473805137968	30.424877431422853
4.026425792854504	4.715496312345252	3.091681472414584	58.7005070098281
3.712955917232353	3.67706669610006	2.158075608199989	29.463745631781308
2.591882272662439	2.1208966191489385	2.8268272815102087	15.539392812244197
1.4847221435270417	1.822072530168545	4.424421656072077	11.969261512185644
1.1744227478974498	1.1191666561332758	4.835815799883424	6.356074326405772
3.1279191243220925	2.8228779965385487	2.0469399660948078	18.073935559920873
1.242739978812883	1.5892528474073226	4.009370916425012	7.918620022453972
1.0499489694731627	3.9999376096930592	1.7248172504793486	7.243767391701237
3.842707000930625	1.14600194799059	4.4837722960634885	19.74541094232404
3.6128560146031177	1.723964239871099	3.0299488448910217	18.871838139877006
1.2788902437627785	3.4160522790752736	4.35718881121191	19.03549446535972
2.3711358778163447	2.840766123319849	4.87885532618462	32.863200937879824
2.9800049383211062	1.4624355182729256	2.2603965781457696	9.850955363493867
1.0770116181468334	3.5999300171930684	3.7303111241239626	14.46303714982725
4.262672107604608	4.712741284240469	2.9005924326887533	58.269626689552354
1.0878788724667854	1.0870365904642982	4.551341180854137	5.382252871042045
1.6919178640428405	1.7822975918932171	4.9164434796118845	14.825540891776006
2.305353177300759	4.488138204399359	1.462471933324882	15.131822218209484
1.663583176901902	1.4868322778060892	2.905121763852163	7.185729101230347
3.886072492152581	4.874874704077376	4.7069858631164285	89.16968850862831
4.919472173930697	2.66483147289872	1.5676070092223844	20.550644851831272
2.5604344843579283	3.871786704226691	1.1031368350531765	10.93589868982476
2.4525326700820362	1.1398721715498596	1.981941504697113	5.5406636256261015
2.522558139662796	4.448458081609212	2.341578082000197	26.276004731868163
1.5350217374781767	4.696917890328594	1.0704906133873844	7.718099294324594
4.696068227247799	2.392593316142773	1.5820999170904693	17.776128904705594
2.221449192013001	2.2594132181689277	2.461279146699196	12.353582559966874
3.0035005993127983	3.7351143762386143	4.240187149512971	47.568192975861464
4.241915931650099	1.434758438525766	2.6513732280596947	16.136588035080692
1.015899809953816	1.5511073377800293	3.4909004614562966	5.500854997177297
2.9606934761486503	1.2344064379820143	4.7293015184363245	17.284173945593277
3.818106992726282	1.6997854191942812	3.4489887533066064	22.38380800008691
1.478204847760725	4.250746292414373	2.2019182059304607	13.835695303966391
2.282542760128581	3.937188939695473	3.8565975850190384	34.65847931277397
4.386089168659232	2.0109281002561445	1.2408514208067525	10.94444597489994
1.2874437862669734	2.522194516604414	3.8616954621259265	12.539634397402024
2.012648844794767	3.5123010231994094	1.676196347537044	11.849079914781775
1.5647359929476896	4.807689665569193	2.187828236868881	16.458517823371775
2.6726826650667066	1.3875354851909818	1.4260263614487982	5.288336106713026
1.405474904832916	3.924627766516685	2.524443769435661	13.924745588750188
3.951419563090264	3.720386260223332	3.199086240619839	47.029149562537135
1.1466987175402426	1.4804543947218511	4.048002080241075	6.872030642186442
4.538463763600639	2.024601210733927	2.796479019402377	25.69566903665127
1.1543575469113256	4.443402140414252	2.7683632638869278	14.199695912164648
1.8020488605114164	3.5050500983762087	2.8506890364716035	18.005726018523408
3.6229685013148534	4.915191203169169	4.520997154975594	80.50803165963738
1.0130118926666674	4.96925757576969	4.9706983391118165	25.022082980375878
2.9437475365809345	3.056403114410688	2.351380670184684	21.15602825133546
2.185313994080078	4.5563055525030025	4.382668119037114	43.638043639082795
4.445789530108228	1.8931484381458972	4.784320292198481	40.26742074505665
1.9758932364259765	1.5584539316505217	1.4022647929709362	4.318048080339157
2.6334266922182845	3.2329602198391254	3.3394447655275297	28.43124374914849
3.97574441287708	2.369570535474429	3.6751117396223734	34.62251773108622
3.928603531781127	2.3583682305657607	2.8718988974042583	26.608412553234604
4.841096458324666	2.189248616064422	2.4657211835541126	26.1326099394139
3.195893352580657	1.6971795975824633	1.5944868060010884	8.648504398695634
1.7559904737018797	3.2634292958044813	4.148399520477879	23.77261400425015
1.8627648990824779	2.8192223238690053	2.100321545868701	11.029940227675445
1.4037825806841857	3.815223057759157	1.3203219251657656	7.071305792945919
1.985147719861524	2.5178347322683634	2.1375298208079165	10.683959466257324
3.4799526323967327	4.087050136447243	4.0481385743995215	57.5756259943364
2.0845772242740463	3.781375848060358	4.5139462732753275	35.58149733669316
3.74455914581832	2.284006868946812	3.3822591851391635	28.92710588269936
1.8047139030275383	4.44463271684937	4.074459059252091	32.68241957328313
1.9228430303372392	4.4619998687903895	2.508506028619537	21.522292762040138
1.2109901859791572	2.8953313883900766	3.663993997218068	12.846761325706465
3.4187909169152118	3.0882745131325113	2.6345900138397345	27.816435689976476
1.6070711013283092	3.5030917711446614	1.1243985740212712	6.330046386158135
4.485659631531044	1.037287419393965	1.922168880122049	8.943694764681311
2.526800790329736	3.4714983289004078	4.4741443167047565	39.24623075723992
2.1694814005374337	1.1373938992706782	4.2532587553150325	10.495149523274694
3.1118430685423184	4.9158677305959495	4.4811432639590665	68.54988095278901
2.8316147286062865	4.488268074674135	2.682954685538356	34.097794477345836
1.6472544844264625	4.158856340845508	2.1502175875902725	14.730484354881849
1.0482019107047065	1.3362365971865198	3.663371603419053	5.131085882841705
1.4446764125628486	2.566748756299627	1.0074633688324992	3.7357964627745317
3.2981212333132537	1.8437283191114051	1.4240657199851132	8.659515105919107
3.0258471736009263	3.9260144536733206	1.0815325050540854	12.848086741255749
2.8758097137090064	3.0605471505536976	4.328262306548215	38.09542240557087
4.665089593469023	2.3359574986499503	2.4263136582372296	26.44063424430845
1.8195330558450409	3.4670512539138265	1.2218059742865384	7.707658356750405
4.538428390338172	3.022354168261351	3.604776644044041	49.44577664111335
3.402968725514113	1.9328021032608376	1.8607266950420351	12.238492770554018
2.811648015289496	4.1124409899629155	3.1776887452494913	36.74277779103548
3.943021003492013	4.435766607042999	1.415471681200855	24.75705392645964
3.518069436421656	1.094517552736979	3.6378616657660783	14.007909203931328
4.289172726492444	2.5009600208744085	2.697270158693757	28.93375053842188
1.9784420294791156	4.081442357179995	3.2899081575775266	26.565669842011676
2.3919154813347787	3.645380600779078	3.123033431511491	27.23110978942451
1.3875839770652676	4.1677480423328905	2.0032249301161182	11.584850902629857
1.7127469238626691	2.438042726677031	3.439265420552273	14.361513200183392
2.436757343248877	2.7993402491766393	1.2762495424574984	8.705697478347448
1.8476991146773911	1.6273589201740934	2.053552617409471	6.174765011356563
1.783270430487199	1.2385328894085266	4.129303159530169	9.120140326631835
1.0188487349689597	3.0352708502914445	3.6189887447219338	11.191657066700078
1.0222471966114797	1.2763479493522585	2.1781542364504065	2.841931739335231
3.1340718652001387	4.697967849862972	3.318134248453588	48.85544172688646
3.664264453506571	1.9871926963902244	2.1278382925166173	15.494066373796633
2.1785645979340167	3.620751957864642	1.9701866178013567	15.54091485467052
1.8973716433164585	2.8577805611549496	2.7778194677363093	15.062092164165351
4.394517907583344	3.419653181305067	3.6826705835793083	55.342168687469986
3.4599985602446464	4.777543710811934	4.607740213950472	76.16730207522752
3.6095120541425336	3.0870182466380514	3.2857442508034254	36.611831056996095
1.7596587499186849	4.838157574402583	1.9498560984250477	16.600112196135314
4.081201959170311	3.700578000804774	2.6679871114900227	40.29409225410637
1.1945232352829251	2.828832380177893	1.0639166824546904	3.5950872524633266
1.0576396784640631	3.690683284913208	2.8447732699680266	11.104325199502744
3.6884297226022786	2.570859041922663	4.910278088938894	46.56138251268958
2.6852696779039906	3.701357361508937	4.856546719153385	48.269910822057845
4.454572771980658	2.226981126179872	2.70053374425117	26.789968494802928
3.8755266460259534	2.0504979951096582	1.9227891940751207	15.279943520768946
1.9950518338680203	4.281821571674449	1.6530212566793878	14.120861317311375
3.23674571174998	3.5390680744408103	1.8926804715560377	21.68077482323857
3.262409754765797	2.0688945838221184	4.114226509937215	27.769308668129767
4.210018582144153	3.207289331482404	4.539359639014654	61.293827851883705
2.7577924612637266	1.6623446834479076	3.5363206293046345	16.21191407852663
1.631113172002872	1.8891966459451452	4.507680844785177	13.89038937521039
1.2489007629539612	2.7265214870851646	1.444195392972433	4.91770882459362
4.829454159274086	1.407037894190356	1.4330859724848508	9.73814164221635
3.2941666860928307	2.016524480109549	4.660456900111078	30.958332861884013
2.362715108432285	4.98646728545984	4.804569541526684	56.60552416441492
1.994894920071764	4.127864510170564	3.303828952604277	27.205894716191235
3.5082443134700685	3.486020106367609	3.3873682604827007	41.4268709533626
3.4433158283662904	2.0101602052597216	2.9599267040837502	20.487477372655768
3.486676641969754	3.1415933449670206	1.5852882689035983	17.364804030019144
4.479228044286551	3.2322387185980586	2.0906954850794968	30.26895190391955
4.107933035774827	3.7039447301201056	4.479702844824928	68.16117361807892
3.4723489515136863	2.68041347131168	3.9020912984851455	36.318054943281865
3.0199235767874755	3.367386961343966	4.1936531386267415	42.64631253414016
1.6820918858130622	4.529775007140857	3.6737459292207615	27.992098966935398
1.0569724370221367	4.618038629890236	2.0554822625924367	10.033095755775232
1.1462556731630782	3.1725074079123137	2.730091138722175	9.927989023890618
3.19067149386212	2.8307245061773787	1.4121948063740877	12.754819202263596
3.2736666636627727	3.4730475609882525	4.314862450704789	49.05826021326295
2.3532473849162967	3.3416155696451617	3.0950273772709944	24.338206156777225
1.518337953567532	4.990551681768932	2.4010543713419352	18.193615000798864
2.6411594927005733	3.5322908648971216	4.0545748410733475	37.826521636704776
1.2276165899164253	1.8258656237416475	4.354073826476797	9.759495079419258
4.105035037283688	3.3059718461386294	2.5664076440682297	34.8290524396356
1.691939331104634	3.5349536006109377	3.9092321828674894	23.380832431026715
2.4087557382560827	2.764995502355407	2.3530475233964028	15.671764250609007
3.817787340579287	4.558749510087027	1.4522311936108925	25.275119887960233
4.499890944673677	3.6470234203770655	4.8911041005529645	80.26892510221452
1.4375896460307533	4.386998757133819	3.4778481998033683	21.933759119724
3.295667609607586	2.2406423867210696	4.236826891141464	31.28647761895176
3.388642987502485	1.3577587260771833	2.5160721318439814	11.576346193676866
2.3436109733614945	1.2509971070094812	3.7370468930468466	10.956462979901767
4.240367437472372	4.934674209384023	4.6887691337045645	98.11170562187193
1.7930237740078296	3.8660177272203553	4.885593085046585	33.86625556672693
3.904418020083472	1.4269602198636866	2.668535532424357	14.867610147631959
3.599286381143098	2.5638454689861603	4.418269377654227	40.77185202568404
2.58998599643668	2.2684955054915426	4.656136664318284	27.356533086948808
4.11390075266871	1.8058709514765288	1.9517762742847216	14.500085290174404
3.7002759736800943	4.16790971893724	3.757233019815544	57.94561136737289
3.5970726878071466	3.8480893850605153	3.709142319606899	51.341418423519094
1.7966967646513594	1.3564762126294934	4.857615016646744	11.83886478843484
1.5191404502681856	4.479994703975862	1.2321419045118396	8.385638889032569
4.390872582756844	3.143754925142503	2.585359824230846	35.687860541987035
3.3879943880146755	3.8785775903854467	3.881290460921172	51.00248197528872
1.2507261228362756	4.490205762708847	1.4061139220189718	7.896760595996515
1.2049713217281297	3.6829972965564384	3.504636384475901	15.553247260276494
3.2184195322951137	2.052283911333521	2.7708713442990542	18.3019117596494
4.0591531454764755	3.168973721148794	4.099909954373913	52.738575268974344
2.748870534121118	4.377910933309701	4.044927184918524	48.67790914948828
4.976025016036759	1.7192606142284284	3.8642750020039887	33.05919656687955
3.48022480657156	4.224351804767759	1.209156269865996	17.776645408391786
1.7409340996153757	1.325884895829978	4.234593211871818	9.774619312501262
1.048234891057381	4.677296985591581	1.564674066896429	7.671449708115418
2.644043884897536	4.81054604609877	2.3091921375589246	29.371295677243353
1.2387965546628084	4.828194829659826	4.771859899557347	28.541215183786434
1.4365120065463493	3.207449102498971	1.0739571746323144	4.948299723381355
3.2504343706946077	3.3020358445666247	3.6926751144380807	39.633669600188156
1.5964050136293135	1.290872570918181	2.162310738438564	4.455993626225269
2.4524074890827063	4.213750983779017	1.929084272208462	19.93483754719901
3.947847568367624	3.4852407328173176	2.32872357792803	32.0413714792022
3.3064366278975235	3.2319064962675568	2.5699509218811967	27.462737170809717
3.1030037644003063	2.1187833642182032	4.0079324538139085	26.35052367384655
2.9358877446139298	4.599190555437	1.4441919220320982	19.50050064481586
4.215947684315835	3.714676460326451	3.3570694420506064	52.574667125081405
4.451757271226301	1.0573367988655469	3.851218851350696	18.1277132541412
3.0340776283786988	2.5183582270218943	3.4000228415919618	25.979215343483077
1.8009550919695716	2.2517556427258287	2.6818229969713796	10.875625738199973
1.3289763949339255	2.523729176451301	3.038828398714028	10.192159045054137
4.534393259539299	4.982030873433347	2.4806627520226883	56.03938017514868
4.113247436740641	2.8355471212726253	4.712467734148461	54.962957573234426
3.1357536367226406	3.06395305204718	4.971485907591207	47.76505187656697
4.509434671766792	3.803080884143759	1.3398717678213377	22.978458880839423
4.8736287104260585	1.3250168734730026	1.5075154378530509	9.734992408709816
2.962202792730962	2.010557011853491	4.823199055041588	28.72541855054166
1.3324096618787955	3.4282198979792367	4.834757322895783	22.0841721797154
4.661543542717328	2.1489392832780614	2.1869072729464016	21.907068143149168
3.7701361064790913	1.8510047072567437	3.2657994053119817	22.79051073718859
1.3317360552913704	2.6145115673876433	4.790962098080713	16.68136021979477
2.0587961506835275	4.380970302328601	4.832903794925062	43.59049560869235
4.439549718320468	3.2632141157345926	3.3636626865063817	48.730058472732324
4.092272410645947	4.61841644648811	2.990670987819487	56.523137980267954
1.2483656722771697	2.594080213086817	3.4224569497217083	11.083150046290514
4.448605421222219	3.4894015399239	2.3854710667292496	37.02959725346622
1.5933104872005392	1.2317100243469357	4.4220073385408405	8.67817392035913
3.4653118605226805	1.9476491090098025	3.6466358858841863	24.611917067325074
1.6966583068336822	3.8264582166995527	3.149228293016787	20.44539510521849
4.187668629379169	2.9146917122928677	1.458888293225583	17.806844820437977
3.9615524114811302	2.688545585154456	3.09322011209195	32.9453128366423
1.4679810739884758	3.042752172780966	1.899066185461696	8.48256387288309
1.7270946925801431	4.9999004126511455	1.7579013709444795	15.180008285809572
4.7329999812383035	3.7354917893683184	3.546923876840045	62.709907008475724
1.1417632997239875	3.5633455722289047	4.269207071318038	17.36925700992182
4.784374216362334	3.237989817442243	4.5828387839530125	70.99621562448317
1.8629770989780323	3.9432510967719536	2.7268686498949033	20.032085632607032
4.9778401064313815	2.1839032525555933	3.3567878438928145	36.49204749074914
3.014849755377419	2.8236404861234914	2.951519270771306	25.125846222110447
2.297169522232531	4.48428029118777	4.904998701875741	50.52713725681134
1.7906147390308371	1.1735367402106631	1.4431889080270976	3.0326481635409266
3.2482549000344374	3.2421107895073717	1.004661053825788	10.580288759048836
4.889423101663133	3.7215713341662826	2.8450886629291627	51.77019169516261
3.993456472229511	3.387954476789356	1.7784064743191403	24.06121490194808
3.4548639394388503	1.4777801061134317	3.9868483458109485	20.35497064164789
2.8772833921175267	3.74413255303421	3.707453917486367	39.94014306149099
1.6225134279791749	2.0363021162767567	2.4359317567115935	8.048141985091304
3.4572018624770817	4.089031984193042	1.281563877030603	18.11696742718749
1.4956153365248055	2.139322932595464	4.262490246561622	13.638281643223081
4.727866853861812	2.065805556774725	4.57289869086526	44.66283212544836
2.5433818809936657	1.474670950408539	4.177885406176738	15.669791646180313
2.005637903397055	1.8154888549072017	2.950766231643452	10.744369131581388
4.06699001596457	2.4086715190619827	3.3645163086797547	32.95894650052209
4.316198395203004	2.4549302529555916	4.041443504911568	42.8229980422846
3.8896276358115864	3.5560731140939867	2.9671282788971025	41.04072569815682
2.5514604902038576	2.851855867370395	2.5071612002681096	18.243101663603554
2.8161331734162767	1.5475929813719755	2.411071414148678	10.507998787500068
3.111111057472241	1.9635647336008484	4.175338524762963	25.506591714233323
3.3431923972630577	3.272623640986138	3.7600042126059536	41.13824547860311
4.545129262127531	2.88572938240293	1.1916652759075212	15.629897320212637
3.36253465252441	3.1869601842429964	1.046338237601356	11.212836845746066
3.4017353371194936	2.9098507907673965	4.1682852075118415	41.25994728120061
4.349312639746412	3.8016579182369226	4.2382574041150765	70.0778859398166
1.8469502025774556	3.83592916752043	4.619532390041152	32.72832519789407
4.6773561814281885	2.3115920387910665	2.395342099315068	25.89877247668601
4.235649278443851	3.862125924812853	1.630063013105259	26.66556655217905
3.2024133472195357	3.0730101021008225	1.790504298816512	17.6204397642692
1.942875347971424	3.1563164761982185	4.751077554675941	29.135172912304345
3.882830908004439	3.453160559088565	4.562815081615356	61.17840050685487
3.299395855456391	4.134502993966708	1.284787249616329	17.526248019817174
3.387240650437485	2.4162725926646864	2.7541243890314395	22.541122106749448
1.1129785228575884	2.9748236627395386	2.0838979537276043	6.899608672374143
3.694873456635348	4.829404683637708	3.8940646171317863	69.48584158557078
4.494085817797784	1.2730406305636812	3.2828229068000385	18.78153489010112
4.141359659665991	2.016974741892257	2.8487937273022066	23.79602479996449
1.2565599006576469	4.985371365317072	2.14551770133268	13.440419165898886
3.7762292668561317	2.7672856751349952	1.8916264786402548	19.767317292740625
1.4858751186019048	4.880679524249671	4.0184978226243215	29.142468762244906
2.6687717522735976	3.4635013802397334	2.697141698753841	24.93047542776024
2.9948077633166843	4.179385682432882	2.090021445972579	26.159662904764104
4.1044329634701535	2.5897101305307646	3.744898082751495	39.805613829652536
2.4349334528492834	3.669305269985896	1.9292751802380816	17.237136398247824
2.9273521661322968	2.925392128231594	1.0389188348571068	8.896940379598284
4.506412682356519	2.5396514470695446	4.177702337484841	47.8126230091552
1.574187414770145	4.4019985923342935	2.7625824739845966	19.14351079980618
1.5195300894982533	2.922791104166577	4.77740230877481	21.217728908729914
3.347063154365648	1.6609743251354758	2.49706139280196	13.882128058410233
2.4538763127935956	1.2825308074263575	3.9617552055696965	12.468324930103854
2.938782798232109	1.4130107665013352	4.578153003752743	19.010925632613993
3.4825944795187	2.9465227701536	1.7671286602676233	18.133468382799467
3.067524067197452	3.946313749584948	2.569617828396295	31.106283532287826
4.638213469051781	3.5910560307519583	2.252916710280805	37.52477098514819
1.29902985460391	2.916676348310666	2.943945825892635	11.154168119920456
4.036667012718766	4.049875659099024	3.1229867701933998	51.054586091101534
3.4133311995007465	2.993885085316433	4.536496116901938	46.35900441057126
2.4025404808554223	2.8347160024809885	1.704949474505275	11.611592405920453
1.8286401445181637	3.819048660209184	2.0092675505304496	14.032052862559874
3.3361748297027085	4.259110872985759	2.3608318445138816	33.54538663353003
2.5000645859547173	3.447837949789629	4.997383711737885	43.07653585440453
4.958163993848625	4.250331192194259	4.001301442139639	84.32278269849853
4.913987218847435	1.7305266868228548	3.9334354103478772	33.4490930567155
1.0835858691589155	1.1457051307466912	1.7335748132726003	2.1521809325669183
2.1513624551804833	1.1327841349547798	2.6050779054701887	6.348651074390137
4.545885368531903	1.6570760007294842	2.4850446445143004	18.71953700411923
2.5957171820749583	2.946796544678213	3.9044411387156255	29.865267144063193
4.3106733732319285	2.907402170497684	4.571047153496281	57.288299155241674
1.1411022472071657	4.2114850710657725	1.1172424204900937	5.369171091530304
1.6117924781473003	2.264061604144062	3.3802790692549465	12.335305805858031
2.447498854043081	3.2359426903227813	2.1285001612035224	16.857648963735972
1.0650951830972302	1.7307868602170426	4.743207889238902	8.743879616733661
4.818606622159389	1.237830239694773	3.764065148810485	22.451206938447246
1.8169773290601132	2.0789870137476107	2.362516517462858	8.924340635416334
4.8614321601838535	2.8904766470896464	3.3954852493122982	47.71287021630648
3.0610344967641856	3.827008913701518	1.8256671263960165	21.386971628367007
1.9587475812303239	4.18893306117533	3.0393448133446683	24.938014157142106
2.9690493792268016	4.0156257732502905	4.402128496625005	52.48477851596431
4.36602339373194	1.8723375740459165	2.8108690340293165	22.97792578048988
4.925472007615238	3.1396999410544955	2.052059689050389	31.73408562246175
3.4637604079619098	2.957814795450028	1.771757812333945	18.151945426882513
2.0606925717554327	4.030734183485408	1.5590209641637411	12.949390251914847
1.774308565806785	3.0886857086046224	4.474016086280219	24.518867632467447
4.712205427370186	3.7168075423600047	4.800382416827102	84.07562901951395
1.4577572688900549	1.0525478822191223	2.115477938234628	3.2459033038155196
2.8413314304209702	2.1051529607824007	2.5218991418345307	15.084581526509664
2.4475406485937032	3.6851329935334447	3.3054981581560634	29.81398293843413
4.649790325478012	2.257418289181062	1.6031662213384157	16.827669065600006
1.5102678500498998	1.2950714899662892	1.496126346393162	2.92628075440046
1.7966663195735575	4.98787494165908	4.891733882719381	43.83750268042032
2.009263797199773	4.83138549083729	1.3161749935624796	12.776805546385276
1.997544576797575	4.231758746942163	3.4688481378868965	29.32261293496336
1.1328551044419966	3.705855232208227	2.4858537963513387	10.436103990378047
3.724657460990656	1.0384508061755664	1.4416814640138451	5.5762415922275785
1.5752697275615053	3.965569319609541	2.1900695354718405	13.68101682784084
3.4232280619407467	2.8817294892863616	1.5603746916476575	15.392811181880695
2.1928671875824826	4.025695490314494	2.295097768051784	20.26069976077976
2.8805169038004794	1.4123289124029808	2.1765172261324435	8.854588576292375
4.568588553251878	3.7826080860287097	3.0020945902914424	51.879737001665795
4.829792212573689	2.457325086431984	4.432000919658071	52.600624832289725
1.8544901692749656	2.5083385412281167	2.6454630703787254	12.305871903324954
3.8933342764678103	3.626923620643084	4.110677054492371	58.046155635777076
4.196763283412149	1.4180403749438244	2.5982018263842144	15.4623661734335
1.2941100663976743	1.8397575506040902	4.887499777327107	11.636397813517535
1.6442430059213429	1.6760762915077647	1.9788264783098688	5.453401823904505
1.0110415361663678	4.2396775583343835	3.0975314039989303	13.27753773308056
3.093128970324523	3.491597789529441	4.485291436306569	48.440978306799536
3.610426124035012	2.8591322769833667	4.268646716762328	44.063899125342076
3.259034039653326	4.032000697888655	2.283088681532327	30.0007613467163
4.450019253869499	1.1470024521960624	4.431261937195705	22.617971832907447
4.553898298031559	3.3446573991234967	3.504250476930709	53.37404372098497
2.323897066467462	2.2511161590745963	1.6658924276027989	8.714886738916084
3.8389913116881584	1.882582772416439	1.2173118628285238	8.797779310555555
4.722513897796334	3.843640537062207	1.8448961772821344	33.48790204817944
3.9980016073602185	2.9481141431039037	3.6576412346739517	43.11102646205699
2.8694283346632683	1.6242416969486495	3.9109599649665614	18.22759658304632
3.9473870129515776	2.2471076921819786	1.566994158706598	13.899557417066752
3.967507085444021	2.6441911375954623	3.341821846089953	35.05854193480695
3.1770272821401537	2.8243055913871555	4.609082375789638	41.35681643055364
2.5226088803902518	4.726204751824722	1.5890026591551347	18.94467140056155
1.6985365707317048	4.5519678245157005	1.113584680362916	8.609884653951982
1.8892334076302373	2.0974261010028967	2.2289643261894594	8.832332349998259
1.1246882191231955	3.1766043942132653	4.309497330924066	15.396496032483235
2.0745113679708806	3.6004419441794777	3.9600493208069207	29.578233046848148
1.458491589764466	1.1722284536849727	4.988843640386946	8.529352840421527
2.6783193777604746	3.727092050877084	4.501457110497982	44.935088258104535
4.403548790485703	3.5981710255356534	2.964161138997941	46.96630822491834
3.672123960383305	4.619703152750665	4.208128836066593	71.3872136476412
1.5389804639043336	2.8681635303855653	4.634492679405835	20.45687147666029
3.1667341761292565	2.6274056221591007	4.861396409468477	40.44825310523994
2.632105633444472	2.144817050516153	1.4458471560861677	8.162363907078117
4.6286524446570345	4.934298810305993	4.32613551603092	98.80527636132128
2.5342485925558065	4.294005573129049	1.3446147256669216	14.632201760091428
3.203998103727587	1.878432815945113	1.4289819400723296	8.600320919015065
1.2736320256975473	3.634827765294351	2.9631443742661934	13.717678497478431
3.0733262777804065	3.7835467597320633	3.8817389170586036	45.13714613367505
3.735369574902813	2.5741714643503366	2.780765535100909	26.73840030528396
3.1441017599645686	4.5704891644287375	3.128537579167177	44.95734476190317
3.5757084301855664	2.234385609925708	4.257985305860086	34.01922240490517
1.7079040488625792	3.3150558542864133	2.885603957179543	16.337704739051784
1.578132133810179	2.68997716445904	4.020959569203418	17.069533902877367
1.1763765365596428	1.6746822432851594	2.1126373887807874	4.16201585903694
2.070221057221494	2.492177341098572	4.853889741964098	25.042954919240607
3.0455278008434026	3.728451541528108	3.975346251576947	45.14046544694879
4.137722403273806	4.041852387313648	1.3955669720555959	23.339550203805704
1.3726258689187687	2.2512404248419187	2.3889954737226184	7.3822608203188205
3.85304347437474	1.8760779324213932	3.041227223529555	21.983845018276895
4.07674938998837	3.2447878886522523	4.9089951083811085	64.93710550011482
2.261919664062896	2.308335825307286	1.1579893755391009	6.046175412077076
2.039897031301772	4.4208223721614885	4.564205334376957	41.16010609370332
3.492463412193268	2.2253853952865104	1.240608154516604	9.642102191897726
1.6223108428572333	1.0443693442023645	2.9732247739115905	5.037510089518574
3.0719094873416903	3.3962555063782074	2.9929655399806623	31.225578086838336
1.946944306676245	1.388535508220019	4.435203086435756	11.990133800042848
