q	v	B	p	target
4.412432903546296	4.276364339587978	4.184937255829304	2.1323552882987897	37.159709227053625
3.656536398447383	1.1043612304965942	2.191081610253494	4.252049914937111	2.0757640302170057
2.197303330942032	1.6128563572477206	1.1447283807772255	1.6732167744623685	2.4388295810368965
1.7334809716526127	3.958404333173721	1.7150813215320315	2.56482680227536	4.584787572638836
1.6241064815191222	2.7885553782455705	3.0243024386794244	2.2693408101742056	6.137373665271765
4.207591591974353	3.855129700430736	3.6354610744199714	3.4895386386440177	17.126011634969277
3.873034484553936	1.3749491026139489	2.970313568686425	1.8826370618177943	8.39061021823471
1.0460934970503222	2.0132677904775966	1.0788546244973198	3.3813207581326394	0.6732767943114981
3.0802853730675066	3.8412831437945454	4.782285570251191	4.419949246250237	12.851763054736306
4.4657399138106335	3.5920972038033767	1.1620397075567346	1.3659111308124148	13.860348822845308
4.029390275882723	4.8437753790593785	4.5247963129847815	1.37416618557486	64.79025317774382
2.000899094014478	4.201212547711773	1.4128480419416318	4.30044133849797	2.7847836476494425
1.6935762713743894	2.134864938491525	3.545268591870691	4.929084956068059	2.6051045461475266
2.8428019008730763	3.787025066270924	1.8344585305883203	3.938838920623392	5.09126889852668
2.65479942791188	4.424130644553764	2.759695974239712	2.9797310249978466	10.684067414830741
3.264852395464098	4.1304895303660025	4.620371534102736	3.4074214777265817	18.48034335568332
2.09605753907851	4.487919552978135	4.765601602715757	3.167640897732704	14.180922245058248
2.98067884812612	2.4254946674147404	2.1156541704996945	3.2348666722375112	4.715873622246413
1.6730204075908106	2.8285944611391662	1.3789877091059315	1.2261321539550352	5.257628078121168
2.459204313408529	3.338580718839667	4.451140109822221	4.81638955721772	7.631647034460596
2.789816474432209	4.6663059120957335	2.8885611127416952	2.4060010406089463	15.644467733880642
3.3453986899911814	1.391372584701292	1.730437774699752	4.94820578919746	1.6344383248558996
4.217039147935132	1.7560662586997058	4.187311839690169	1.8330275088453103	16.947048877597375
1.7661140214685886	1.8516431556421808	4.078014006000997	3.6990726748314784	3.6189335051523264
2.888136176494162	3.6616066920646326	4.845041139314242	4.703340539017291	10.776971284340336
1.89862346244872	2.4292834227014146	2.933043790212218	3.9556816313335226	3.394036245581534
1.1625905904305127	1.5210859540460169	1.9243317843807413	4.731945651970628	0.7204944441892638
4.811963901698034	4.461716867356318	3.1816263047531748	2.7281836652655493	25.249039620441966
1.6445161860484625	4.266411541484635	3.7035727751220304	2.469954667584838	10.578266052611495
1.1239102132328629	2.55792853527517	4.755475055567048	1.4662046214777864	9.338824083631929
1.2199564290613292	1.211265066724681	1.6603527008506038	1.823377279770503	1.3377041861787111
2.2407822104208512	4.228030447132886	4.988015704972219	2.499431813468856	18.95841464061046
1.4712742954603868	2.529146842947158	1.2956262449090024	2.678721582660488	1.8020193875367125
3.973979604868754	3.819748440296991	3.0389456594331143	3.215290602537199	14.274729992508728
3.8169374045919846	4.891992632175677	3.603668845591194	1.6734610123551144	41.08366460853601
1.2459715000614535	4.05015549128089	4.420591948068129	2.440992691703757	9.154797954788865
1.1366024069606957	2.301551569258452	1.8951087333958443	3.7575352950449448	1.3264674607104745
2.843515500303924	1.53933229874773	1.984300899227672	3.741398268058602	2.3350888857440153
2.771566316995228	4.872988739500396	1.6338695431209351	2.0068178027599	11.16875024296109
4.912685672168547	1.2379615899346912	3.2940229252916504	3.5744884879599983	5.595247321094343
4.365524553310173	2.185231433048771	1.3763625956580388	4.871123780144647	2.6925046523840552
1.69911981535762	4.595858381666993	2.4147435114137545	1.021707025034023	18.542160160421215
1.0572190931301093	3.9110401894052016	1.3940488478236763	3.4871545388380043	1.6625004763584523
1.3819288597585715	1.8522407103972585	2.066843629234556	3.0339645688230883	1.730924047550297
2.8603304767747297	2.746088559271192	4.709482071801622	2.762204426051696	13.577344761154444
1.1572103791613315	1.0818833397849157	2.3532572625308514	3.90129775453712	0.7612265783987785
3.324936773127145	2.414692552638709	4.160462078774062	3.01206597150684	11.148290738492953
4.592626500042223	1.4662774750717502	3.36577310387715	2.8555157643583025	7.888907237214864
1.1213094751165165	2.3171419148879373	1.6287586384872226	1.7742647973512304	2.4209886432532346
1.8304731314212213	1.2190466904510189	4.954453153200218	4.763674632480374	2.347159199179995
1.454425496025515	1.3027320990199835	2.7080918445769973	3.870502326905586	1.3335897192154447
2.3129887970186864	3.0641763151571046	2.3761506100991485	3.927416982900631	4.25282214816232
1.5700522327282118	1.970187844468977	2.7127526151822634	2.570666677426902	3.3914500324343226
4.672606865277906	1.9064439897516008	4.436325466396754	1.3945491270509085	28.10773215485728
2.7350575992166566	2.4842488255358885	4.051781636325588	4.895552804659962	5.645113683275227
2.0424257045786915	4.541033949387447	1.4982671141928998	2.3767983792869587	5.790159181290023
3.199270102919128	4.178246460620985	2.9013983402827828	3.805680623278856	10.156802058199963
4.623489498118492	3.001500841732657	2.5986004868371424	2.726892544278127	13.390119798681969
4.401712044273372	1.831002186097528	2.827397786026081	4.537729201575725	5.005327986271524
4.723161845112314	2.3687786420067085	1.6876294826753786	2.1822070729589744	8.62102947474975
2.501028752775985	2.6833876037946363	2.6558104847839323	3.4994360170372807	5.081899641021737
3.9549314484533458	4.928001007997123	4.421335199638716	3.152604686410028	27.87831640188277
4.9298491400514415	1.1986948770223609	3.617111041616923	1.345618566265956	15.662997990401877
4.193388628603528	2.8912997837136083	3.419701092822447	1.4829637788068863	28.016281843665105
1.5952962951582583	4.5962790527704165	3.30257001660056	1.4170281250062358	16.817107324486006
1.92518297766102	2.0925203389973586	2.8822683844730963	3.418870374734932	3.3915474318901655
4.045872824029248	4.996687030430252	2.18302193787337	2.7717802645730214	16.04425391097535
2.060544874076413	2.0315511296998108	3.6288538079075705	3.1760834919416783	4.706625576884472
1.8323054429820544	1.217688865227356	3.783522003481888	2.357572868695826	3.572145526162158
2.1109784646034844	1.5844312004970758	2.552871752891454	1.0354064155254492	8.268304481182366
3.4688454618775686	1.2962271131660872	2.2761143357913856	3.5415660956402752	2.8765203543960376
1.8247695125596195	1.867943160630588	3.075859382720677	3.2499381414548467	3.2237636910504768
3.5576698129904654	4.851061618362979	2.339548097726341	3.760064490926532	10.711840174627422
2.4825942242555814	4.714717929554058	4.52848714668351	1.0257043546174551	52.91208603213846
4.412021535253833	3.99109498695178	4.8604421270306535	3.411923298396617	25.52371412172953
3.5233067397535094	3.140578507622277	3.9060659582743087	4.012346737369974	10.86459780075357
2.930388992577164	1.553363589965664	3.0019841281476976	2.4667272137091287	5.460302112668043
3.1659654371344685	1.2893055151790405	3.726267684172205	2.4218137346996107	6.226449629937571
1.1462706541486996	2.9985663628296537	1.3628153072139977	2.9425917770328014	1.5715461273666962
4.068782202739975	1.1408843117170928	2.833546098759609	2.474362356453644	5.295863503100154
2.3454504833352283	4.102367117661075	3.612307225512658	2.1273951309866064	16.747396535337558
3.658408744749263	1.664827536628902	2.120966157456158	3.4181212275522883	3.726175202547998
4.590578940996839	2.2368017767932926	1.1226727751537748	1.179108553885595	9.862972142428893
1.5622953421370314	1.7488122383368032	4.986295999641453	3.2597480721981467	4.126299144894792
1.1713785129670522	1.857735319183456	3.867416524743207	1.9192006525077216	4.3933394368127825
2.1999844515336435	2.905180517942401	1.649559699824009	3.8192026729524313	2.7625654080001203
2.942087141912094	1.7124144399094745	4.250774106882158	1.8375554816361583	11.87851996976417
3.0222674301640136	2.603728274093989	4.519912834127919	4.300672317503649	8.229111513314313
3.2867352063026734	4.1518058386038525	4.905566553955352	4.27086333594295	15.605684202702513
4.85623532887641	4.763914695034414	4.643149323503742	3.1577599571882486	33.97639335240682
1.2103015163128852	2.103680181241004	4.175924985473056	3.4739683159856813	3.0496344616485165
3.973574887661155	4.121800533007608	1.2070150772157495	4.012182409697939	4.955229418568578
3.69861981733656	1.442584153553625	2.3965441196025563	2.8647796384252127	4.499494358641452
3.865931126687116	4.802137049006676	1.988618578326331	4.426806006938317	8.211180652296964
4.6663532743199045	4.67214589632167	2.169391675602004	2.5439523826342145	18.556580967444642
3.738029162102879	2.2787184312626185	4.403850997721984	1.0718909483853367	34.56146731103351
4.259289459324485	1.646211983571925	3.5279591699009973	1.9224573200613808	12.762857331135391
4.306056459433014	1.2052915784006435	2.838362788769788	4.6976999054796105	3.1286901285007263
4.583382524495492	3.4791983677631	1.9184662442135068	3.2643732562674885	9.275598303347314
4.194187649732891	1.5999160008969628	4.3160658824884575	3.9652617935198986	7.281709583631265
3.794408737897376	4.685307436788777	1.260682807345384	1.0574022406943109	21.080481789330285
4.392514162416432	3.366553141011427	2.598538094443331	1.7447717112742471	21.95587652624103
2.557408166592732	2.789412895824185	1.301079088762659	4.5971377354334	2.024237922828762
3.043125279015754	1.5016156887336651	4.002201989562853	3.2000782199620663	5.758409574694567
3.1108612539653886	1.0517181992855362	3.468987398575952	4.357647694494353	2.631301438654338
2.1960322539800288	2.713821216034344	1.3379720659263032	1.3866254670355538	5.792736473620435
4.513496737320555	2.521397583311402	4.525918557464721	3.0433117207422167	16.79723802169332
1.1199718575420707	4.923514841981026	1.4193992648639395	2.685757938252462	2.9277915021678607
3.5476981202114124	2.8040269463185146	1.81714607612202	3.0333630397064533	6.0502023213450835
3.862507925151265	1.7887846280301765	2.6892836375220046	3.518980839463558	5.263731608854726
2.0524226990574785	3.396565590840793	3.8662677523972127	4.635093377563408	5.740557603821298
2.4467428450148456	1.3971797848585412	1.8455713969636152	2.4376241771789178	2.592868712531884
1.3095267807655473	4.22623942964833	1.5720877086446663	1.9768547353354804	4.383264106708528
4.109968932755703	3.8211818009832728	1.850672937205177	3.1574963684875823	9.186575865346898
2.673235225896972	2.9881533066342474	2.571070370906955	2.741902709921824	7.473286424468238
4.757191471010981	3.2272205386191137	3.5658689657642766	3.156293898519801	17.270619120389693
3.661647574624504	1.3301977676835084	3.127823608600418	2.1367028632624905	7.1680937821186435
4.552763627614106	1.6603533439348732	2.913702067981987	4.796174166550567	4.612315349540723
1.3654053872537149	2.9647888778444784	2.4565788334551013	1.5232136980753013	6.512259078704666
4.428001599714039	3.046544086248644	3.205025162512899	4.67824841602287	9.168298466310883
3.2013131860245334	3.4485790790642064	2.08792941609174	4.98549298420129	4.587865641255388
1.868704428195073	1.5071039474414074	2.2497011302935044	2.23363385146197	2.8528116694037986
1.1099702421012032	3.309256255505552	1.1311941012200752	1.7084908559328658	2.4446144429627457
4.0501316935713465	4.11057309313897	4.955508764688059	4.919362659852784	16.9215277149686
4.7646479726172135	1.2890542722059686	1.4166369383349195	3.827360286227048	2.2434821295884135
3.4301927873992817	2.164383214777844	1.0747430364455628	4.473886357228066	1.79702690059715
3.339600537434939	1.3465097122990648	3.8988942275487934	2.9240690657115738	6.010524494687003
3.236579681658815	3.0261675380971265	4.413998161359695	1.5236655575972533	28.333958045365573
1.0496937168576743	4.3784381974836215	3.1721340586592914	1.898195352618928	7.852313328727696
2.714321460462741	1.053272445371947	1.2493557521168055	3.781085766828653	0.9509643708176752
4.465315538971816	4.06221800782421	1.4470677978476385	4.052403427722367	6.592993314959408
4.343385911607188	4.067695083976205	3.1820354679155733	4.381147444454242	12.630405883272275
3.899763261213624	1.4405024903342647	2.382293657313688	1.8614451382677468	7.096479438274473
4.581330095401532	1.3833031628152086	1.9759143678457207	1.3651806146828789	9.125222566496149
4.349197822625589	1.3595611946691808	1.311684451395524	2.3195978553180248	3.3362108144624867
1.767772741925184	4.814583360156002	4.311111203895349	1.7146334825608025	21.196142701136928
1.7205801933471454	2.320594745509522	2.5423010740891967	3.5662353105835085	2.8231543610402077
4.989942023129274	3.0921677966386505	1.0185945778913528	4.6914491901159385	3.340540769938911
4.206957701586301	3.3219798609427893	2.7012047308363245	3.7980104081583534	10.057205862719918
4.4545259623671445	1.0367572336751425	1.1805903270177618	2.4985596910075096	2.149684265844114
3.914513942349084	4.581361566261752	2.143572647601843	1.3558866032264358	28.553202289379314
1.4909523522082644	1.1218389334859773	3.5021486588037334	1.78659614355036	3.2571475766427276
2.068470150383121	1.5072557332852905	1.6547334355316377	4.639104541503907	1.103702908694747
4.340512379899513	4.101015857912248	4.910667286753263	1.1281994518179417	76.76604599242013
4.091377766670764	4.41152305554897	4.893299972817144	2.4873740097712456	35.59758465801509
1.7385032292048448	2.498853212248969	4.313524686388882	2.235347679991514	8.454409486155711
3.8102816619920334	1.0286090744631755	2.590702947285859	2.8338944274313804	3.553786594546722
3.097480213484616	2.1976816104441323	1.1487975482360473	1.2851263278656444	6.089493543114808
2.782482390523711	3.572734210506895	4.88736420424491	2.110640578778957	22.624665932284117
2.267550693559066	4.7773632299229805	3.607832376809605	1.1365138907892374	34.05237864259365
2.4785842779691367	4.885504678528127	1.1327913172727002	1.5565662007574406	8.870677014535463
3.3264590896641346	2.002510015700864	4.68902022794753	1.4723926146781454	21.137105030665918
4.634102794369916	1.8272070111355228	4.8127413760808935	3.157064576783184	12.959339370753364
4.601705042363345	3.0417091172491304	2.305538777551571	4.213137177764441	7.785358629838796
2.007076262362552	4.473288563635854	2.7302119005101666	1.4708770673514624	16.49137302517545
3.3723006963728137	1.9780125899939909	2.919713332997272	3.9863673629318814	4.872771195420888
3.264267380512873	2.356027529464197	3.5572417632955133	1.8278057302666948	14.885536936168249
3.232305403234558	1.4488379338818094	2.221103232672164	1.0298608779153824	10.01762396309168
3.497603954268366	3.6119285238007617	3.4028985576801776	4.957462126436727	8.637192746713596
4.54188493052251	2.0718191165098427	4.030662684914106	1.8851797061370208	20.114093368253805
1.4398653387844522	2.961993007498964	4.521974611007815	4.369014086987993	4.421694144101683
3.25901265157378	2.8496535722932474	2.2640573292273523	4.003722365126643	5.3189677922630985
1.7849222092201185	3.671825344526311	1.901678379952624	4.597264117476824	2.736579854236812
3.130347194909432	4.136207114064701	4.7893385186860495	2.465127290056523	25.2241491233068
4.419384845798875	1.1119102410331911	2.9439472276646232	1.84518802503826	7.822747054321397
3.4864833035673093	2.225581251032024	2.7215734284574453	4.087643849840495	5.111342097752974
3.2209979340925643	4.0511568681476655	1.8034129945943496	4.507948294719318	5.105754556659443
1.0155714002803884	1.6045485168742648	2.5614451556978683	1.908628523257164	2.20942577561406
2.0610576194181927	4.443200019083179	4.412697862268306	4.495533512165725	8.951936088797522
3.4903357793218035	1.7346027728744489	1.6941387236391856	3.632420142497757	2.7886518477789775
1.0648467341898415	4.451782569431253	3.960450930205179	2.121844501185159	8.876143810099588
2.3466476694532217	4.738595159241985	3.089375641697945	2.631740768382074	13.014463630781485
2.993031393433468	2.742156672336668	4.855522364319628	1.7183539490981137	23.227564479654028
1.0273323969788422	1.093424194282857	2.5407890695798216	1.925119628925429	1.4873569452244249
4.2135153185017735	3.6568751068117376	4.448957077125916	3.480179779673922	19.553246921925357
3.8562554830179954	4.134136909801748	2.6190772481942104	2.3136538531006607	18.12318155582052
4.524921850581274	4.8334439625777135	3.8682497597595984	3.418612917502864	24.925955940808368
2.9206863644524867	4.259456498842848	2.129790526605716	4.134308560233714	6.443247886290752
1.6945087416439106	4.360839235243547	2.4310633859739608	3.1873504170097333	5.647303998367629
1.287771843149156	2.4893322852322384	2.330111194625998	1.1023734940821686	6.826390564214444
3.9488450646035314	4.260959323089457	1.5447137365844896	4.305552005756672	6.0135117883248475
2.522535978297808	3.3546223060276468	1.5582752535179916	4.982323263577621	2.6372527640191654
4.862664951723741	3.6121762305901566	3.0537018565196425	2.416594375320733	22.39018407746584
4.218564208490569	1.442499334309113	4.729019609424913	3.3001106928419253	8.671799904005566
2.269207577411299	1.0792585931390748	4.00740155675248	2.8078862451300086	3.5025468376702857
4.738240268652849	2.817810491848056	2.9434352597735063	2.773758034699794	13.95958003132253
3.2794781864809948	1.7448773113625935	1.1644972896112766	2.3744369161626047	2.810536993169436
4.864640497386152	3.9391686770026033	2.2914590669632817	3.4422452054839017	12.565554922157109
1.206068587798682	3.651420438852951	3.403293159237708	4.3734028874190205	3.4130398656324057
1.2659831023893524	4.100847561507954	2.9653860812486763	3.933872903270261	3.9284278314047114
4.751683673598283	4.859423900951804	3.863532054120628	2.4327861425814232	36.915332934402
4.025234017906769	3.0626752090105005	4.279203973135346	1.849739386065156	28.842495826007557
4.259588781136649	3.4520779948609523	4.343912422882414	2.1305049561785903	30.1886270091654
4.110416397017399	1.203297433692352	1.8903167807506192	1.4778395295640876	6.234169743863946
3.741495916770118	4.960983296935712	4.977368419783394	4.112985523836513	22.295141231803726
2.6142881122464043	4.859637126592178	2.721436553504843	2.165199089414249	15.981607673429517
3.8467103547824086	1.9935751686842536	2.5651882727344693	2.553813525153604	7.736381317584819
1.5760300635645768	3.865225487821359	4.31158880789593	4.696305043956713	5.456928865480865
3.261805690380339	3.0060979013397624	3.832822343301728	3.55933150729012	10.522744895188778
3.720660864191332	1.7701345803316446	4.452133196518037	2.2131665060514685	13.119969183006729
3.9838785193637953	3.0059602370643304	4.349953375853277	2.228837512189908	23.45959415043484
3.9941391714073	1.6685928239093235	1.51195404046325	3.7956084830015366	2.6547588209863404
3.6811082749523343	3.938225036465153	2.304283706752708	2.954979688157404	11.228617844541786
1.853119518555519	3.8020889936400497	1.9322534184750184	4.619751898104371	2.8662226058089635
1.2788057429346678	1.469636436030454	2.7556844026816565	1.0939867977718012	4.688594393252405
1.921001881289837	2.0882287975859084	4.00292474708798	2.03982586639318	7.950411837149656
2.649867912346508	3.01201814148476	3.810274953986872	3.024253542824741	10.065018569325925
4.595715221364591	4.991608615750512	1.0803754852920475	3.3365627171511973	7.395628085966506
3.6075771825264913	2.1108176148689504	4.78480725098472	4.071867900440205	8.955101826347166
4.777354779832693	3.378790640551113	4.658185630395159	4.485159384023749	16.734589330180285
2.9551069063860287	4.724833079389101	4.738875924157607	1.714100933953565	38.48111597168277
3.4999473876123304	3.455994844541349	4.608334484220251	2.081578000575801	26.633731536694626
1.1628811668751269	4.029813247927675	3.746481362800807	3.4820922473418325	5.046293343048439
3.5323082097913736	2.9038027766723387	1.8561257316678752	3.892398497310579	4.893660255593474
1.2302023782982947	2.4992787503938887	2.2492194103327035	2.194585458071734	3.157291889552013
4.755214807774141	4.689086613157325	1.5157737178148782	2.1274832661740297	15.822257465177055
4.906394989968871	1.6944651186511726	3.1746568367016152	3.2283239282693126	7.952867761444732
2.475588604830385	4.459640101754201	4.2276960578742	4.512013014385653	10.07171177214756
3.857336356325263	4.959230845208109	2.4101431433126552	3.034303264704125	15.372058974689256
4.466909975622687	3.032213708240452	4.743094641248001	4.113913937808488	15.831987675420795
4.74607460135562	3.689820249017671	3.7423164319775504	4.608694190255126	14.275781337143359
3.054470360340296	2.241685493622019	2.4036569766438927	3.0688723918233034	5.281804070689832
2.205116235812966	2.304571165900588	4.981336470632988	1.830081990689215	13.767664639651667
4.28185638324851	1.3860597700126638	1.8135404914845377	3.11279735444942	3.5079305158635883
1.7310476545832296	2.73502634494569	1.33874819967805	1.442124024751246	4.409927876990655
3.655285513254056	1.3247043995409222	1.7245968289600468	4.1430575307264	2.0284080761869627
4.115435003351857	4.691885021613263	3.738306624687272	1.9591018862900849	37.54377746476177
3.8457670640101496	1.8840339639710453	3.038310925718174	2.1352346878732145	10.471317855180352
1.2228712830861002	4.250805642382545	4.55884567790712	2.884575470672712	8.270030106332857
1.6487639181177232	4.300085995917271	3.4446335782475463	2.39661400015668	10.156251503432893
2.393428821304448	2.7365494904664134	2.757799152883417	4.834883528019035	3.75312142050014
4.78312737213538	4.545288447669088	3.6325103338303135	2.5002571727672125	31.6935595257257
2.7740732138356545	4.110983369706541	1.303277528101913	4.322403907074207	3.4508296933765643
2.239691597437101	1.5104098418945602	4.718738374258937	3.5880667563037463	4.4539244819125345
1.2751708419532592	4.985944431833536	1.4441794736780411	4.14840772801146	2.196620777156925
2.9959591539226618	2.3893998277920545	1.3776489666091534	4.775396214435073	2.0582901425697897
3.637582352121528	1.3806462535278037	3.8747342555552566	1.8964812707436445	10.446904735377984
1.7551082470189057	1.361380868488287	4.655375040880839	2.227457831134921	4.940504155533864
3.956602562173993	2.359916791031152	3.544026090618656	1.6920765234257975	19.547427738327656
1.6587107043199736	1.3081938659543049	1.3891218850626013	3.170167221111904	0.940526464413942
2.419141167675834	1.7155527235953951	4.87024487705521	2.927780473889181	7.010663932774001
2.152945556926539	2.093335052016232	1.9132799905294804	2.8561689480531345	2.987183704997563
4.43944988308081	2.9134297403946583	1.3404234433890525	4.588820254038903	3.783341582106936
1.0585008079373854	3.5882960743005814	2.2548985142343154	3.1830171107384704	2.7084708985807984
4.496984440269716	1.930054077345236	1.952124324348168	4.7960383262361015	3.554858632165795
3.5880337713251715	3.652765174679226	1.010889562121942	3.5131465291515185	3.7934093827998794
4.795066274321433	3.852568600237632	3.0958740820350643	2.2015822192247474	26.176784514570436
1.967363324191688	2.4467530697008595	3.007917299306416	4.804711417020292	3.074675751427329
2.583820963417951	2.8615311479963284	1.20404028117864	4.989879256991398	1.7579625788016287
2.033495355143608	4.5354536243184285	3.548299554763467	3.1650018321318947	10.294441608632452
4.661479640523761	4.916059519610808	2.928941796571946	2.4844608716801098	27.55768833996113
3.18170422421834	2.026573831657712	3.417753528822657	1.578780672665078	13.80779621618045
4.989060723178532	3.4068788173233586	1.0670789062944297	2.5950793729586827	7.052856579396346
2.3577421902992985	2.7159859862928157	2.711960793911657	1.0599491753376724	16.095507326668265
1.6110957478246395	1.096842967234402	1.2202134927792023	3.406582276389152	0.6406262108622717
1.5170003430661736	2.9831803883532566	3.8234543796979903	1.7720860332986414	9.79240342463841
3.654605184345956	3.5400515839750124	2.4983519625385044	1.119854947763934	28.312186072829753
4.534436763593956	3.9023290886362494	4.19805087988197	4.0259209629681765	18.761732117719582
4.8260483014614834	4.487315859680568	2.245151384100891	1.5761330861566858	30.898240400052554
2.336683490650401	2.8640672839425045	4.367561084860625	3.0014492920313702	9.84940308577562
4.006970746075279	4.755805589389452	4.421498477998455	4.913249545660914	17.209493568144268
3.612292105252007	1.7071183534066696	3.0507971973981816	1.1941807648212688	15.668924095079852
1.0746196725826058	4.5239121933048745	3.073920270472611	1.2707531874382352	11.795161178211258
3.6260606224395646	4.019690021478439	3.3513919828299774	2.219507036743725	22.208425315575305
1.2142298200289083	1.7100474457268031	2.8736476062746723	4.2849373199110286	1.4046291514004923
3.0995025208526688	2.6189544009077625	2.135842877006388	1.7900150461311828	9.628885450549244
1.2077453858057163	1.4002760242310934	4.01571972270979	1.7479314854936558	3.835596766690152
