sigma_den	epsilon	chi	target
4.731526301615326	3.2843847094502414	1.626461834684585	0.5577377348516958
2.59309372501019	2.9147185067196184	1.2378030507753832	0.39885189755126604
2.409708760505035	3.3680175862259967	4.906683533377462	0.11908517976783918
2.756885251963697	4.332858238404547	2.1612256194502293	0.1981666804452776
1.0167275496950512	3.7035817783455296	4.103158104390244	0.05378981746615725
4.698831328624012	1.9573128798964703	4.274586275474416	0.4625724281372426
1.821285149120776	1.8051864948466103	4.3915200855496135	0.18661130504322707
2.5139253072275176	2.0225651789207544	4.154834276343749	0.24230344531471576
3.6730095509641063	2.9211113859735107	4.224863701828109	0.24308449873432647
2.407725506730319	3.1178765999443017	2.2054429421432946	0.24272539237271565
3.641981886806032	3.3793273609603536	4.543246440608968	0.19375103952345624
1.111220331041152	4.858619176610526	4.2182496134623735	0.04351981756816446
2.4718585137184217	4.5940192027479485	1.6094819234720146	0.20754445235532742
3.536372029573112	2.2607709863904533	4.004026655299109	0.3162669755422227
1.6332769558742926	3.968600193213185	3.5345277700446736	0.09118722088626065
3.863249327389127	1.662033143713174	4.9898482397901365	0.38722418279735915
4.947245841430993	4.149082233420862	3.689724162145275	0.2526808464967581
2.3404378314633942	4.415178881089666	2.626621599702531	0.1444759551061083
2.213264561672489	4.500011872393289	4.0083851855166746	0.09683671233536623
2.6858560813204764	2.2575528220696555	4.976487875643407	0.19706777517503243
2.082315413876928	1.1036033630474422	1.969340420056588	0.6350150779246871
4.2197663315696765	4.167286583469831	3.706600063114408	0.21355962836625675
1.1210839469003495	3.3330712400521354	4.239333538803053	0.06384295200743934
3.5169886080820243	3.694958630072688	1.0936651739795038	0.45827940681956536
4.247580363559816	4.566656530450169	1.3763324150184353	0.3875327043894892
2.9369706623419445	1.31379708599086	1.9107642429681035	0.7632080763027287
1.8803158328564955	1.7725292407496358	4.1426954457335485	0.20744323805478593
1.0742602300289883	1.2119633857185406	1.3967856068032498	0.3672844318774568
1.285898306979539	4.679869759091496	2.809959836127592	0.07285465449754466
1.2278216115496208	2.7864525707675565	1.6630507878812488	0.16667849862694403
3.298056520173025	3.8478027501520016	2.94267028161928	0.21510395564346071
2.026960746097424	4.870013593019904	1.9194076623501408	0.14259826241537188
3.2716879140595494	4.166425189863825	1.5440999925264511	0.30828301034940525
2.1366361702741514	2.011222471741586	1.940093659701524	0.3632602229731679
2.1060199545744656	2.75198287704714	3.400110998361696	0.17306867895616962
2.3501639222467454	1.2796813385788357	2.62625761084565	0.5056957540027178
3.87755056929136	2.7608438623442595	1.3703749688201432	0.5906268265263569
1.4309653723597158	3.3443918362623104	3.1307328570104547	0.10523164652399272
1.041898257215403	3.290484602759332	3.0095741128064595	0.07873345205397644
2.840228325298515	3.0621783896552497	4.534910193738437	0.17013727453238314
1.620908060304305	4.0948197538853215	3.978666442728087	0.07920685303377806
3.302299596712037	2.775809468354503	1.3779515118933452	0.4963816298269548
2.6415967493757573	1.0216460696048366	2.7276855459392704	0.7079653378685169
4.594553423817904	3.2887219524801217	1.1540980888665358	0.6523040451226861
1.0252128641523588	3.749883154880972	2.0633724778487723	0.08982150182584606
3.235170413110009	1.0860150535549389	2.815990063304149	0.773616615937051
2.3212641015414754	3.3452604350767285	2.327775959452276	0.20925631396781524
1.6391949024620132	4.6407993387103135	3.5158016898851567	0.07841198331656375
3.12755578259868	3.6152729677999935	2.7205486464866286	0.23475669308839278
1.20192257490125	3.2933406005604065	2.348770108521601	0.1086718865379281
3.848815213354357	2.2140072627324274	4.270092579957098	0.3307020413134759
1.3893387826662815	4.6785059499953405	1.4480978131354116	0.12183729359408069
4.793765455785753	4.978367546074577	4.207433577710615	0.1829270071843247
2.2267793360487875	4.0666429097671335	3.3624774902253782	0.12306966524493868
3.732946563906802	3.6390346300224463	2.733925541128297	0.27404269176109264
2.277822302026667	1.4903335648780418	2.480285532441292	0.44021168180906
2.351050991392866	4.713126148241752	4.81557642965065	0.08625731480290948
3.2181991067531315	2.9030281114906744	3.996051140614021	0.22272594178103444
2.284135089782428	3.977567838934629	3.5278936318930736	0.1269311372647256
1.457810875277203	4.5026768452748565	1.5534207053356908	0.12687063799574386
1.6887565232584172	3.10884497862478	4.5657829157124015	0.09673721661055837
3.434435333963418	4.469714375620824	1.8099519081002944	0.27582434948062046
2.938851686110622	4.662213873876693	2.846826857885957	0.16441823389110366
1.0684538292588823	1.2498128148203782	2.526144651887733	0.24081890136798212
1.213526183613327	4.804762501922406	3.714147193847295	0.05227598214458085
2.76515680833378	1.7238942031099171	4.0886427298836185	0.31619066332113704
3.137592787244685	1.1569006880686876	3.750076607649391	0.5697399891420218
1.9951096065915663	2.253895101633392	2.105659131306466	0.2871654709273253
4.6655474626952085	2.992203105014372	3.7614943532511775	0.32499548312287985
1.5133797216695344	2.1227492612826264	1.7694482163012308	0.25624398047537283
2.388988758124349	1.9693699098853623	2.992992419490644	0.3062749427859523
1.1482607433114	1.1989190899754396	3.199320831607511	0.2305648439325572
1.0936402608320197	1.9193907056219977	4.197512846210662	0.10853482033529055
3.9296247458698175	3.335678832822572	4.213131280036784	0.22924697440294628
4.976686355520106	2.5182841085052527	2.538111037402101	0.5695607949948134
2.1740039465956094	1.1407417287762134	4.557604928736473	0.3459297798180296
2.215250071894359	2.9186347405035264	2.154459428193731	0.24276795173512955
4.637204435556216	4.177367840074881	1.7842795786045569	0.39757174183403166
1.4859653274597684	3.3621364367157542	3.060680412537834	0.10858939042463107
1.875297271677809	4.2946909388997385	2.3078685825825143	0.13060114379195695
2.6521090436643084	3.836104994523213	1.2905668088236542	0.30324791776073684
2.4372526279050755	3.494530662082449	1.0651119688108517	0.33893392160616315
2.3313470224587403	1.7594529554615717	3.496572110895802	0.29499678511620975
3.1431711356715377	2.2069929701260387	2.9648909513593007	0.36006313082436797
4.4361377777743165	4.087261919282815	4.479921131852441	0.1968895910356632
2.37943916573141	2.798071868222465	2.968945643788877	0.2143247777212538
1.9531421895561665	4.417652260629287	1.5873111326077685	0.16983197513585566
2.182660877167964	1.4595542319116763	1.2198494293045343	0.6760481102331792
3.554283201241938	3.870010867900813	4.7491324888168	0.16113097652604608
1.896275291855184	4.216690912532108	4.111827320093909	0.0866391298312151
1.7941551440478207	1.659540640352016	1.4225288712681703	0.4412988678942803
3.226701755716362	1.811607941963412	2.687230137179656	0.4890946717008594
3.6772711539147225	1.0655896885339726	1.7969945517292705	1.2540087293048585
3.4315316400745965	4.189090169739471	3.4050972112370466	0.1838935813546082
4.330540085971204	3.3080772388096125	1.8639237101689727	0.45730108294875044
1.6733686028705086	3.2732624160479515	4.91146702804391	0.08586999464169873
3.0412030083477988	2.7276182650369165	2.7188435640345143	0.3045761502942539
3.1035227368116214	1.3283416153756815	4.609325446228604	0.4087741830760523
4.102282904102173	3.322043426168335	2.3184422144453065	0.3711089961326758
4.454646523192915	3.371266818299893	4.0493841304427205	0.25652135050591685
1.810907569868204	2.0580579760185262	1.1988663489767295	0.3954642791802956
3.6475643380697695	1.8382286159667875	4.211007492403796	0.3856205764817043
3.152238214738337	3.41340478901989	1.4435526994343109	0.3800333998813344
4.259487905451371	2.394930922479752	1.4189118436091777	0.728615788441109
4.595654455202975	2.311119532750926	3.4276946579660983	0.4560087819737686
3.3980884770922075	2.410284080611464	2.624860964698136	0.390123951700974
1.880810346614752	2.959923152534907	2.431127333029329	0.18125850616711744
1.609667867607182	1.2727048440312667	3.1088898499437145	0.31506483512828126
4.119726087614178	3.2216540374193903	1.8437182860599983	0.4514539087197895
1.2513247414106292	4.979837529590244	3.855488715700612	0.05101755618577069
3.413730684030772	2.355676189099717	1.8335112113075964	0.5026352081879722
4.9837637728243	2.616126580382687	3.3979448782837407	0.4352590966653914
4.269301942273942	4.981907374158567	3.869670291234432	0.1757968424859637
1.7070855383479442	3.673621200625373	2.2032620705830968	0.1447887256926092
3.9695260071690073	3.097344439178241	1.558777555021706	0.4965954754866397
4.449131192347805	1.3223481635046754	1.8112481978770831	1.1759964884318967
3.109584038354793	4.3259907546392204	2.392421616819934	0.21347276751351282
4.6654792033351065	3.618000256929253	1.8987056826963984	0.4452330511517312
2.4834798123258524	2.210762325046029	1.5161120035642703	0.4505861980084362
4.735916838488476	1.1711241533026742	2.260332057399036	1.2483147517284643
3.6587117420742943	3.190547913630585	3.855757876485359	0.24115347477108015
4.456463019471316	4.466202212131039	2.2513222978283167	0.30313266835834296
1.6634060659614112	3.807073782230764	1.1540535050942369	0.20337977595787235
2.412514226389697	2.714295610383445	2.5684882164680256	0.251881565055592
3.85513637240928	4.072980860096749	3.2582688410161813	0.21954098239324893
1.6518526112243148	3.3682842652732883	4.638736878112463	0.08669022406641683
4.850957553501647	1.6155054775259634	4.301110423826566	0.5649920131889914
1.64742863573251	1.4205435668259103	4.384415310904989	0.21682468343037392
3.997307365956556	1.179949283259501	1.2665620496269394	1.4899069684997888
4.840582585443332	1.5323359546098598	3.3818791712460805	0.7144998665617905
3.1572735302803965	3.076978040653708	3.4831153044861747	0.22665039827332148
2.1755889368641017	3.956162274270628	4.350179791705655	0.10313853950812256
1.2179952908529843	2.430878033257569	1.309572862839202	0.21945326718634114
1.6529572826855117	2.066134975477348	2.7621795033285554	0.2127470945081072
4.666519326150395	1.4051826997625383	1.4649892267678335	1.360327017862711
4.413482567529849	4.802197261651515	2.860224161996248	0.23596209542565108
3.863985096949147	2.2989946780671366	1.6928834184382788	0.6261847789152649
2.8756837356885203	2.353160854891464	4.436808947166293	0.22269667401839763
2.755234316476693	4.720398162497242	1.99085590004366	0.1960257280743566
3.3212999867418302	4.663960516024044	4.667194779553888	0.12452398142620738
4.855118428186729	4.910876341496897	3.1601264849430017	0.23925840558566286
4.754087823346669	3.551313266710717	4.687327818558306	0.237830693196503
1.6113653029752255	3.587919010224672	2.1874886821159	0.13848254846007912
3.070459598917753	1.9401376779468624	1.732807265402574	0.588436443802401
4.861848491814756	1.8067641907723069	2.2457014600477887	0.8128211544820947
1.0449407607423913	1.1531030020695194	4.019323605383157	0.1797195408896537
3.470254163933653	3.4383923432655275	4.3638035352711855	0.1847521132043885
4.3067635371799415	2.151871657711002	3.329709063612277	0.4584154567791721
1.4507260517569742	2.2921412501582448	4.5898584549596615	0.11329292281222633
2.395301513081732	2.6279784978665552	4.73679360139062	0.15678485844188642
3.5704171183469944	1.6775688357766452	3.654207048954786	0.4567061786974116
3.553670300552385	1.1634041118460918	4.676611156386188	0.5349227415336706
3.0487134734060133	2.5048965449262632	2.4082951932987413	0.35519713968697353
3.4088604452487075	1.7063288298005546	1.7784617849170372	0.7181021226105738
4.35237482404281	2.170207615682085	1.4755612364255517	0.804351230704822
1.1863281857523718	3.617432800208861	2.7850498662884284	0.08806450168650466
2.3842825018672507	1.268095930620594	1.6094517877337582	0.7097108007912162
2.799676061256445	3.704222585866484	4.832715541442683	0.12861099334395792
4.867084470112762	4.873361239042938	4.219402601306195	0.19133315684910582
1.2646581748755763	3.4311774493838896	4.419290421963267	0.06891880571966441
1.0955257327568522	3.2079019316201234	2.361174597448805	0.10114990230094721
4.9349575843500215	3.316536730429123	4.147464396559952	0.29197348909923804
1.6753624208344076	2.3146195310727737	2.7525322133515884	0.19336158112169005
4.528105106845413	3.165383432565939	3.891546671763913	0.29299470181315
3.740737071882299	2.8415136399908003	4.048242395186893	0.2598852356782578
2.032367046843946	3.0846413261245327	2.6696977600730616	0.1797406195257168
4.633866824116897	3.1881663663833306	2.399288785091934	0.43608276121642875
1.4984615788558382	1.152189788424423	2.330462970674416	0.38840206543734346
2.2602813187536497	4.9334639629527	3.868670777732335	0.09257596731346053
3.315544467069735	3.452466353008459	1.8595465620635967	0.3350027488252506
1.5023856300794196	4.105468358524504	3.6464437061896096	0.07891865743823129
4.797891727061486	2.333993510160254	2.7267371308316224	0.558678357031598
4.785790841114832	4.632529811602462	2.2142055018945386	0.3227805001517393
4.081363727266813	4.994294390316198	1.7302182265004928	0.29786521846504393
4.5173358614464645	3.970842314616416	1.1566026326761871	0.524520777312521
2.2492581867634103	1.3127651089446408	1.8503934668700683	0.6001734427215454
2.1454940344715063	4.044818490150835	4.5047841039982615	0.09699719960271737
4.087899910934753	4.177454688215748	1.5255448681344668	0.38040751408600326
3.4925018905167406	3.2307107373201416	4.565951671364658	0.19520514309095027
3.8607356038043625	1.3174633420502766	3.0601554214065616	0.7278361423324691
2.4300414346695254	2.7862013170774422	2.8230248060347694	0.22724559260214264
3.852491474422562	2.096673992859324	4.123461044657132	0.3588884223824257
4.07043671425615	3.4654546085393303	2.2090109094182937	0.37494863489192665
2.7391876258569754	4.210120905991425	1.902445360311932	0.2236944473403091
2.4082548854492174	4.139392641680842	4.652794294132457	0.10299720819178236
2.202945779707446	3.6928291085423535	1.0485898938918137	0.29324615800001785
2.8723571746149617	2.4861689291732145	4.299989719621509	0.21530463861707017
4.747437141141203	4.504774973542928	1.4411350079166834	0.4333685239154052
2.620094602546586	1.331744475980654	1.16404680107714	0.9092282840641706
3.018926695798625	1.9124431839930145	3.643062685729879	0.3401186510609921
2.17874599758927	3.5341302591036583	4.170276783318179	0.1199289507151805
3.918494119061118	2.5580440186982343	4.84900025549898	0.2639347806095828
1.3977393741017097	1.245134013359631	3.492256772002265	0.24770899858705403
1.9505172950701417	1.724778658357633	1.89618634703638	0.3914321931923332
4.845156153046185	2.094228896643086	1.2829989085784814	1.0233883893671254
3.935761759911865	1.3749069597517765	2.8896380334310408	0.728735562308272
4.909561174477727	1.7927451229454148	2.9711815685137584	0.6979485483367373
4.705441859938746	4.862728201400853	4.566042979361919	0.17462531476741935
4.639690461627949	2.9992691222341685	2.0696366811317497	0.5044978496156916
2.399234381580372	1.4631830033522388	4.918830425466691	0.2768416864437259
3.164563586629871	2.982512408570942	4.435561669663901	0.19398860496714676
2.58512774201548	1.5200425890871463	1.9644201260513767	0.5677327510500397
3.9677937271827632	2.0449535872961984	4.446603971781462	0.35068527511228725
1.1362514069642211	1.3831975180559215	1.0948736295073496	0.3919305392715494
2.314558422925219	4.408750964867833	4.717811197760816	0.09189676425061703
1.6470536272299958	3.3925392646724952	2.842318121982704	0.128802422623642
3.8574793330123978	2.9283831145826698	3.724214379135955	0.2750502277185002
2.9463139231046074	2.724636307730406	4.985726465613043	0.18226713760493363
4.61688267079251	2.9544709730411416	2.856308221568621	0.41139553132913703
4.970091448978193	3.994817827681956	1.4744015386883431	0.5026965077192433
1.566333971436377	3.6106120900343655	1.630016734740758	0.16449600798855557
4.310127619406707	4.8480316147777005	2.5287738401471893	0.24896584021843668
3.375059440658131	3.7587561748294687	2.6450903475983294	0.24697494297128836
1.7288753985139178	2.1336362991417963	2.009456531729608	0.27042725824029096
2.0359165022595778	1.3659215691782782	4.263881852826538	0.2772677012720533
1.1824234649784175	3.0083133152144743	1.452825536807985	0.16150619804216348
4.372990556020056	1.6962979789025376	1.5728104035375785	0.9859022717636845
1.6889368640332791	4.3641884035693845	3.1397563958463586	0.09475964338037914
4.827531159714232	4.955568892316789	2.5438414635700672	0.2757093395550903
4.5053336116967335	2.14422079919386	1.0786922711774936	1.0115072651835022
3.246676177903241	4.8997188280272415	4.272708822711498	0.12516470059206533
4.317233807636237	4.062194067812047	4.742235246666237	0.18473250728321516
2.9881944905302698	3.172980797136756	3.4928120120728887	0.2088375209218589
2.686306505916405	1.4312841529511098	1.227146371268848	0.8340576699347189
2.049860518285177	1.4877498944251917	4.766790451513426	0.23799893410090425
4.749073757603977	3.691445454602309	3.9373348456065567	0.2631898392359657
1.2825935604637977	1.4618406981629706	1.3781080214973531	0.37105448379709227
3.4921008112341028	1.769404199813056	3.4106555742200406	0.44946439061634413
1.7695648480422663	3.4258725076202774	1.7075925504316287	0.1905654982355136
4.700368860961562	2.8256074110172213	3.7842279904939167	0.3506831992907207
3.9381670110042273	4.470223231788432	2.273412287018956	0.2677042165831529
3.5080168044455786	2.512000003553509	2.7219710423615924	0.3758108364557201
3.465281435578693	2.8750928667327305	3.0243778251762774	0.3039420862062686
2.3621310472413573	1.2159455897443876	2.9797976257977123	0.4878337371533624
3.056521354350965	3.936108143610447	4.168197580589836	0.14803352134229214
2.854009318475858	3.7735818477930274	4.666454262052339	0.13350405628520867
2.25956977271471	4.690465295621105	4.0692714165206025	0.09588491110580834
3.0799965722896894	2.0086259959689143	3.727700546746853	0.3269118952098499
3.958142275759607	1.975866852166276	2.008152353405411	0.6627074002638105
3.701170094483664	2.876829738232092	4.9227091765212805	0.2130682780407402
3.339333290872021	3.6792183499570528	3.350418799487232	0.2042465118145601
1.3294196818570847	4.285996219299593	2.9734568524922262	0.0791063788158927
3.708060852684704	4.9507856476332	4.74233594430979	0.13001690169842658
2.533518805800927	2.031846079819491	2.027813760133556	0.4081307685014552
1.4410000321808163	1.8983100252747904	4.5115765416768685	0.13869126463532017
1.7933241474734052	1.459016431594419	4.372005620032167	0.22639132074153626
1.7218262950107637	4.559626873611865	3.449628312588473	0.08454627081995116
2.2135858933910626	4.351144403151904	3.5340334548675645	0.11045726808544319
1.6913437437358887	4.802262068710868	2.183392921549967	0.11055896128769059
2.278984063547745	2.5106803868382017	4.440266100189193	0.1652068549887265
4.424898911184803	2.9176812447315763	1.5976087388467857	0.5800252607187397
1.7099950500818435	3.49098309875521	4.30087361569519	0.09244516715728206
3.2896311835807435	4.3220152025961	2.7861994628613043	0.20078396783283192
4.111326306970362	3.818012146918272	2.9520612390653764	0.2707980227204742
3.4204787829574284	2.850608866622004	2.9606211130707805	0.3046545804934457
2.9576912165368183	2.669484718197228	3.2900003415554284	0.2572814237367318
3.984394734365276	1.890003791026392	2.188686986369844	0.6604299019862124
2.719165864385185	2.362375561656896	1.0140663687965406	0.5718792201145825
1.0202366793309705	2.858736886644885	4.361721312492929	0.0674506425551214
1.2106642458232404	2.479461534527132	3.8106961433835527	0.10114408993829198
3.5205918971434422	4.509604885056054	1.1171731147500017	0.3718253419813246
3.163789680986437	4.32889378295837	2.043894941198951	0.23704148505004494
3.5579982969378925	3.0806949451364867	3.5003187627245977	0.25776273213232387
3.795499077226777	3.000611901300912	3.752060344773805	0.26157627278985074
2.780615433544364	3.019028408039488	3.722155279466802	0.19618073592107652
4.570054108893324	1.6238266237393992	3.941916525013647	0.5742048634187527
4.5925953772406345	2.1625104370721315	3.2933256474724044	0.48555052867740756
1.6410371051303212	1.410278401862154	4.689034171333475	0.20001995329320146
3.224748412978673	2.4884404137016407	2.5968577015760186	0.3577544681020118
4.623612206075912	4.577936513963412	1.7982952053726056	0.3626816546213256
2.804212915594092	2.543462279397252	4.651806979123466	0.19463348106646683
2.914727721485982	3.737328861017193	1.4370697489449045	0.32013787347976663
2.15317341389881	3.1409154122774603	3.027582149998793	0.17250421205687008
3.367769886512811	4.840214097812263	3.1061512531487567	0.16960837870851217
1.9263547452756569	3.49112332575952	3.1561793593231533	0.13216998352173576
3.0773736701195107	1.0436577386493884	4.546421238489322	0.5300708582194151
1.7211335345793757	3.755383819701336	3.801750896693557	0.09646767481553083
1.317558943072246	3.985452453213712	2.116925880481028	0.10852575052798692
1.533821619358331	2.620392591571468	3.2192536790059654	0.14195065338211252
1.845146294790997	2.8543163591178264	3.4937021005923343	0.14782326377314858
3.8420004662971374	2.710646385510977	1.5059770989511194	0.5540001915592333
4.0080762213182055	2.406458598885326	3.3075108463065725	0.38443316593798754
4.727965340034618	4.127417620334901	3.561573189706312	0.2506614122572298
3.3716629895193497	2.073939459434388	2.5676201559458165	0.4602059872155227
2.740515861793753	4.337003791778919	3.941157512761608	0.12959979363559776
