gamma	pr	V	target
2.4546291770834365	1.655614404188687	4.453762418195224	5.0277672240236075
4.0353536796448255	2.6562374414641936	4.455649242284481	3.941412612988983
3.967880377898882	3.1382656666920634	3.5187955990318565	3.693850408459817
3.865529545951024	2.777794291393964	4.5381854906790045	4.373801338414674
2.8933784216538987	1.6424194721145673	3.0039247595907463	2.573008351489004
4.1753300863106375	4.344885692867125	2.752770873806844	3.815410636479684
2.8824423145777347	1.4054486207320058	3.4746295321202685	2.6136322463594137
2.271954374144668	1.1313547767285312	3.869650587361768	3.415725992407609
2.8810887792965088	2.951559848524444	3.46662112580079	5.379464127333662
4.1760445057079085	3.630822001924873	2.4049340949465465	2.740248436880855
2.879774267802933	2.9789547838987547	3.650827123792749	5.822661063014645
4.200818145680058	4.9729919784663	1.085687605846671	1.6891160176431228
3.005776019746146	1.6915725031427722	1.4995308962760383	1.2717702529517494
4.371343719552867	3.0761215412969465	1.1766025535882685	1.0532252029954607
4.08282249278545	3.0267267113603533	4.5403419443612325	4.488007106926155
2.462147829689087	1.2355405076235484	2.4010026739967896	2.0525148532929314
2.2907565857417307	3.631619060917629	4.65443527609552	13.007588963325148
3.731416795821176	1.7655161536302435	3.4136506944949065	2.231392664347168
4.691440007983498	3.934814118132545	2.568454276283638	2.7331243117365562
2.2249817916626675	3.2339061381596075	1.6639270992974446	4.31158400744727
3.316259513667008	2.0716094097943683	1.5670811368521318	1.4019210880756932
2.028705010246165	1.927223072826142	4.66477576692953	8.821325566062418
3.5533593008754085	4.09321857158573	1.6788942893383785	2.6921523228183344
3.65090151609664	1.4860370001478669	4.317296610435859	2.39450597559759
3.4674227180484647	3.11946370774592	2.6667243003882963	3.4022960703742147
3.7968741997876094	1.197346517882576	2.9870010645608085	1.2871489927049138
3.5927250977374543	4.934771618001776	4.304047984174274	8.267889135254002
4.54329822568453	1.8394553846287165	3.7742571229406017	1.959814589473726
4.372489653055756	1.7900542594999518	2.148523636883151	1.1293032504135103
2.907063233480748	1.1979732875553948	3.919192142130927	2.4289566861439043
3.4755672379879803	2.462637287724566	4.151590959597804	4.097548762217772
4.020205182629246	4.175496659409989	1.3016514736655114	1.8054770817908719
4.324022875023328	2.0720667500664267	4.863445043209985	3.0496067435928067
4.485919756704876	3.692668066719601	3.3233744062923107	3.459206414418607
4.839266688018295	3.493671851021554	4.184657263767631	3.791912304785289
4.802417954689052	3.710004951511989	4.895811453146623	4.829540132507119
2.6711765758721144	4.54652675552142	4.761417040308514	12.815425168350023
2.433836054577857	3.086802828035694	2.3078289986038647	4.995242648621541
2.324651509383173	2.043994772167176	4.823201092938122	7.508854119903033
2.290929765128042	4.44064638415821	2.5032264858007323	8.631267903420554
4.992056093874209	1.068652478842027	1.6801726574937526	0.44779394542412876
2.1353146373162075	2.836670197215648	2.2670138394007617	5.5743858608817884
2.3501085695729302	3.115939441596061	2.7906674219354204	6.525967756681094
3.82586542382672	4.187701140505268	2.9922390501365626	4.3978928976700065
3.880211542915032	1.816150385779317	4.139747456737442	2.651543923416082
3.144566435998821	3.057017541467957	1.364689386306959	1.9338341455581471
3.445440938959272	4.827393200409649	2.5962049087201287	5.100452182947714
4.574386410444552	3.0690674019309494	1.1027755662293677	0.9569517619854783
2.817847675943306	3.5192749780111243	3.4122378576913057	6.648655219983375
3.5693386885021634	3.716805944185837	2.6892286252834747	3.8417129074528504
3.25878472269243	2.1603002927345107	4.283649448793384	4.110115699515853
4.439225676129465	3.325094533952245	3.2536489757760725	3.149686802224987
2.7222631251319367	1.8959347672747608	2.4614481399105945	2.7258611876763394
3.153394549064465	4.165611128162839	4.941129534638762	9.693583934308386
3.720500042051503	2.559037236855889	4.019925493372991	3.7427610814490007
3.903139105764125	4.982713502741209	3.239826302764687	5.636746364351579
2.554885098261785	1.9379986406395269	3.7920482128082367	4.698120949011024
4.979727272934363	4.376046850423801	3.732217199378197	4.049178913502721
4.536782916750807	3.0729971461659087	4.892797587512873	4.242123318081916
2.6211305667519462	2.3519269648293	1.997310549637373	2.8551520705750524
4.134348466246964	4.665645170297696	4.096753833874839	6.17603655262472
3.0895895075479523	3.810410509555982	1.20694476790151	2.21058453227084
2.357925977546789	4.510069715349816	4.943457364534757	16.826631980635455
4.1519707751738455	3.6038803917061935	2.355166694348345	2.7517619409180427
3.3014071634699533	1.296047793518157	3.3075353597316868	1.881463179169433
2.3583107046362457	3.539049500524078	1.57537819596674	4.127836683637603
3.826540723105276	3.298981362421952	4.688678280719152	5.469258817936115
2.061779259144532	3.7318601532291686	2.2413280295556675	7.900409685685463
3.1089179234756155	3.5385524935731207	3.31975916142136	5.580396022891527
3.4583793895789543	3.1960617554719466	4.491456956064623	5.810968560681628
3.7672277526899567	2.2306804163410594	1.4331573627184788	1.1494370776156955
2.323517595996501	3.0119023952045088	3.578285502695977	8.113206051439692
4.485478465157592	4.010369102788664	3.4662765416626047	3.983424349330183
3.5107335705476626	4.460895692965776	4.1543991210608	7.421158821069028
3.5338534772764474	4.35989520302482	3.260923897632202	5.6608041618255704
3.1880083456585675	2.86420444721277	2.891700401441545	3.775573635049308
4.9911092137309785	4.243000991085933	2.4230327728778973	2.587962085146336
4.410480624217279	3.181163703692872	2.8854053644857616	2.6732725088729197
4.127971821918269	2.462680272688701	4.800689810576515	3.7754778445545565
4.176313976872018	1.2696556877163172	4.752188039161359	1.901340551966901
3.70873287284133	4.7888898963260855	2.53711494614248	4.453953852484825
4.8802154588998965	1.9639977411167435	4.944681828479632	2.443754838718772
3.958200851459372	4.975698377968208	3.856352449571808	6.463649186945583
4.890616506243593	3.0027683540667227	4.358087844102297	3.352040029997271
3.913307998452223	4.889833137340076	1.52180044574915	2.526473414870892
2.7619162957646632	1.1012101112127315	3.7913171407412047	2.367252715370232
3.91647707222851	2.0590889873001843	3.470257231266427	2.4295520772487333
2.379901015256233	2.932937421166573	4.295304700550567	9.012454967852321
2.029660120147573	1.7500779918425882	2.7957720006638844	4.8214934464637285
4.5063976661056415	2.0088202559673967	3.2691393216061497	1.860232661866066
4.525495127219051	2.0343460123449244	4.709171524869409	2.7174131008586087
2.2228290125546786	2.12614815474251	2.6068679737918328	4.489297360505804
3.0361571991782483	3.142576631150862	1.4025462390638368	2.1626895461134845
2.558854611263148	3.815677718188964	4.792051063925499	11.680234776356752
2.205275630782447	4.114552914332329	1.4374061854281968	4.874765399437797
3.3782916720153047	1.1216111720615842	1.542427757216445	0.7208218862482417
4.777092934227398	4.064742725136778	4.005283121167683	4.291959674662707
2.0648954386547373	1.8344641115651967	1.0857412633280168	1.8751894484749134
2.369510773747986	2.240767711389404	1.817162230696722	2.9835878961038476
3.175674261570004	1.2718759727684923	1.4215681690058932	0.8452071177065483
4.9742734216820965	2.549892539221234	1.6754391768428594	1.074353295249263
4.795548538420109	2.670457868383992	1.2968185539179349	0.9033888338275601
3.64399741246617	4.3292538606717095	2.036821325632072	3.3430657135223782
3.536018064665757	2.2502317692065583	4.429289819935188	3.907518242383583
3.4719760713103263	1.1041219797399522	2.8416988274963644	1.2580243299114175
4.040790010151087	3.5262773136177654	1.4570207683577676	1.7078058471836333
4.952670818994771	4.193011376357847	1.1616897884815949	1.2426910289487976
2.622110864492256	2.8720878975581146	3.630096889826669	6.341225540804322
2.4272558696490734	1.1446540805846317	4.307666404272224	3.449717642403183
4.359332985462477	1.160425936195419	3.5761112068998315	1.2326134811303229
4.508175731771656	1.4282639201381917	2.903034169629346	1.1852817214879414
2.5696388849225134	4.678484986698686	3.9619481928902034	11.821674483437
4.042271260318886	3.9195092116396775	4.5925762168403095	5.940322389620114
4.338494090133718	1.8538938799199247	3.866314329305968	2.1775101341141077
4.6988038739774085	2.468324836565809	2.9276495754894416	1.9432827865978661
4.53698399720804	1.9414294168532455	4.485279510268042	2.4606888414377166
4.4677990274512025	4.56812062952353	1.0373656862463545	1.3682338587264453
3.1558895349429266	4.7195037981641486	1.3562609222717716	2.9212595157513506
4.0338454115840285	3.5960041837649346	1.0423857173248383	1.2318445086707737
3.886262633935532	1.939013437579392	2.6411938121995613	1.752994501132046
3.0001583889776304	4.427897410243074	1.6510293003366727	3.6318790175174867
3.6353035781315257	4.1196027093053935	3.703129471199668	5.717618661623405
2.9041211219383665	2.473809187258167	2.438419416965663	3.195529996148422
3.351925254189392	3.2288577689470666	2.0108821157904933	2.7827532701788242
4.329091405099926	1.0112075500222009	2.6776879905786086	0.7959051892562597
4.285787240653422	3.505230306961099	4.821538819297501	5.165717095914065
4.2305978016685	4.673335525246207	2.0208354248299747	2.876152953263248
2.236093302130071	3.1193111189464764	4.426261392530899	11.289174152002813
4.282156438172084	1.0971468528280242	1.930987204600049	0.6469538192578705
4.8649641307818285	2.506838132891726	2.6534114330242646	1.717939835188103
2.704576479507302	4.80545095648986	4.491940023650933	12.604280824658048
3.35286072920991	3.824414797138326	4.022896260638969	6.64934770504904
3.3016154947235634	3.0505967918872248	2.0609454844189754	2.7321154106375647
4.031905563460219	4.81929476427268	2.7912585691567986	4.433461877975444
2.51921104174133	4.02396075689078	2.8447605619365133	7.546842187651693
4.238975347456133	3.678964406584723	1.0865472021331015	1.2281828488747029
2.0608618581562936	3.314407258072737	2.9801943484907336	9.385418608108285
4.492077338632219	2.5976821120279627	3.860764989505156	2.853529998944303
2.8302309841099023	3.20748435710398	3.3130185885004666	5.7678205438398615
3.812620503372348	2.8149359315356914	2.2949216237118115	2.313734364651103
3.954694372231645	1.5948216781974849	3.1423864461592985	1.6900347546340806
4.033814495305748	2.997635823336643	3.977353291066652	3.926304024818833
4.03957625704721	2.770296826171419	2.724739707149036	2.4621702220933157
3.0182714308424914	2.9947115310166392	4.576277204128692	6.774543631496351
2.7257314938259016	1.96646100612409	1.0731960596319094	1.220414892703146
3.0676057287223952	2.081418983137371	4.674780811169125	4.71654554596857
3.616955053158137	2.912119974221296	2.155814230059112	2.3861528883483105
3.3587774366682965	1.8739693763595984	3.5458649578060264	2.8360931373692297
3.3073455756966585	1.412249433762081	3.863148076846077	2.3627473378984916
3.7021215365851736	2.646659377864024	2.120682105437729	2.076296325493637
2.7973373243020463	4.09038559305853	4.295009224033596	9.872481909359452
4.923132015972338	1.8920024992994344	2.667180454328084	1.266576362426596
3.4510219345912034	3.4420952870288155	2.7772862668804263	3.8606711172283474
3.4901844950382657	3.6441674165165328	2.28822993028771	3.3542944554535774
4.519878603699022	1.2904040658274112	1.794364023073458	0.650951674775648
2.316628441298025	2.738635674119217	1.2922852292968132	2.693525644719992
2.396467258558456	3.4240915503156724	3.9831988780457097	9.920053615110909
4.17266960047472	3.121361492384578	3.5321155733765472	3.5135190349473997
3.417448130152324	3.4010631030600487	4.828281047502033	6.930164853295241
3.1076976258011486	4.364020410375583	3.2777682643886723	6.906373860076372
4.63923931506889	1.2058500260656495	4.653216470101585	1.540714415699671
3.327421125684649	2.5391202105624964	4.93361852534111	5.377507798870164
4.190031816326835	1.5505610866390898	3.4876444169629623	1.6925205912075094
2.987877618893008	4.2170367675983735	2.0682893626697525	4.3167853645516585
2.0724023869562225	3.9314653030729816	1.383666993173326	5.025360238180154
2.501080901265726	2.1593223804610786	2.6973297215035767	3.828412291610572
2.3111433543876143	4.736252878044526	4.554772792313447	16.530393478876842
4.32119338551526	1.2185856871463532	3.0715754937858453	1.1329873626309663
4.7760007245401255	1.3534200627965594	3.869402542876526	1.3863248819947571
2.509406753378121	1.481929930266071	3.436852143083972	3.3827120520919336
2.6627920766865154	4.8066603947745685	1.1731400553878908	3.4200177920330614
2.578367431949486	1.317257170606137	4.5250566442394975	3.7093965391696635
2.816038699801783	2.502017324812964	4.225417543657271	5.748606045404456
3.2901506230015425	4.412408470521552	4.557624019225976	8.828909895669309
4.797472319349543	3.696030826579456	1.109757431417219	1.0593044906679139
3.3508866702799285	2.9188208312402395	2.4458911853530725	3.0924882879616318
3.0436471690604243	4.9999214584339935	1.2915268965260638	3.1825763242174405
3.01760900711752	4.568461152435699	2.0518294936841657	4.588284720269727
4.122295498927222	3.892730717717784	3.976118115285757	4.94782923830801
2.728813566895138	4.715230702896597	3.1681190120538103	8.75693857870881
4.17506398736478	3.5078751832601007	2.407317275615364	2.664673221565827
3.3818528998167503	2.313491223875076	1.8538831491328605	1.8061596071683368
2.2486886184804686	2.208407304095678	3.2759818788617525	5.903593278338407
4.24198388818311	1.7692794713177178	4.53330937161911	2.4709165743031
4.592045185173675	3.0518517482453578	4.688571604015023	3.9916072527581274
4.837617364524885	4.57522448030487	3.5801086004184905	4.254092352223588
2.05409447457086	4.746335480917038	2.5160296917308043	11.484170663100349
3.68816148603724	1.8033366410353333	1.3030576658682227	0.8786365236662967
3.3257083623817096	4.123604048069473	4.00660534609138	7.111440988578306
4.347677700264732	3.993505384389488	1.637470584790096	1.9432005776084589
4.048969574135663	1.581693289902713	3.3194204079099383	1.743269759021107
2.247932944853908	3.5062851671559163	1.9433107073279965	5.582701050702175
3.348316941786861	3.71108439372675	4.610264602933929	7.3074347483588165
4.277145797307243	4.221876702838484	3.0616530323484805	3.9181539268264505
2.6124193632704817	2.5935409745841747	4.288950240536824	6.892612892031381
2.8531230216314434	2.5032209077778336	1.344210539547232	1.8338194107269308
3.791593849451916	4.162347484083105	1.2304490680757216	1.837773578539063
4.986040698123348	2.1875285838553062	4.073756886893788	2.2418055394291745
2.0803799569403933	2.261954417617281	3.550408889339181	7.238285189391558
3.892227953288884	4.3335653981010696	2.8747813534594084	4.306917659832657
2.435376710791725	4.689048275961354	1.1556710647295705	3.795155192261913
4.217326321717471	4.335253899301311	4.008050950023582	5.406815318571111
3.096532166501824	1.1057446523788743	4.591345094048947	2.436612090975509
4.399512917147472	2.086037384177404	2.867260869754644	1.775091592161491
3.2738192702315496	3.931831673827854	4.153980570702337	7.179415774931892
4.573064988520931	3.6398126128444783	3.2664483691140487	3.2985952330829953
2.621574573206729	4.48691712390988	3.343662009506273	9.309426763656674
2.4345574010570727	2.6916153263967604	3.721119219189791	6.984477204733017
2.505284288252956	2.9020278831032984	2.179594710242372	4.168675902007954
4.367938773434297	3.782303745589831	3.2985149373898905	3.6874573499873735
2.0126815542339016	4.0778385149252365	4.411583561639345	17.73495648938485
4.8026981418294605	4.685453753650067	4.780681345560497	5.808603420121035
4.01131707642225	2.2196755401153614	1.1642901674458987	0.8527700966079329
4.154177957532275	4.395312651690624	4.891649398525578	6.921225626864657
3.2436086678459857	4.764999740598461	4.2668525919467415	9.130948829092167
2.9954575566589945	3.9720593324346063	4.16711574919508	8.163062810945679
4.422045644112028	4.030464696550733	1.8642205585158256	2.1761751017616207
3.34017216185853	3.210305893537936	2.2525384151178667	3.1002917555261322
3.2905672318342547	3.6413237936157823	2.9975690094292142	4.671432330236306
2.7550897815448008	1.3988254950006005	4.536958620667004	3.63371198888674
3.5494177250171064	2.2662311655111105	3.2948006055884025	2.9432441455809943
4.466290286365282	4.2669588908956655	3.123513982758974	3.818712309893428
3.708669929909318	1.5138969041438322	1.3964909306443607	0.7836931962643655
4.854541337103795	2.3025486272071443	1.3899456198704123	0.8166456801333625
3.219173736762105	2.942759435636792	1.697226700720782	2.241700186072946
3.404094728841669	4.496897426020143	1.9536841830016825	3.6298216866702697
4.971812522051815	4.993595298601102	4.211081542609083	5.268949410907548
2.55777722532236	4.920623824783514	2.690791620744032	8.579454967138513
2.4148673249734114	4.083003745393523	1.839470368511192	5.286144414140861
3.788453364590424	2.790214650964526	3.3525725038617384	3.282112450220098
3.9038885322940495	4.163166588810643	2.5434968839158456	3.6687163422228495
4.268863083085621	2.7175512080022584	2.359313155719889	1.9853171681045
3.746175740352056	4.895390368821321	1.2500567027976026	2.224940389729488
3.3079831530260995	3.730486767200452	1.8850643047289768	3.045454763492098
4.595738556509692	2.0505837790524657	3.5184408351417336	2.0043093869089397
2.233654305325686	1.3393169482054557	2.5518135128204547	2.7392147381204905
4.462678884551131	1.157376184295244	2.604505845642461	0.8662765176164815
3.0153692514508696	4.954966460938887	1.7104324471895112	4.150272466586223
2.215344940911694	2.3262470426349817	4.912946859797488	9.513707248730741
4.257585332555949	4.042803607780089	4.334432747681274	5.360955796679755
2.9938481873898577	2.901572253693001	3.559214475937949	5.171360713250265
4.729799997655369	1.6424616415935298	1.4888272113832033	0.6473975012136548
4.833967766710055	1.6865500645358038	1.5448948139325465	0.6772921756834408
4.794343128665865	3.2229615290232347	3.3142984051971576	2.8111806665645926
3.443587154068302	1.7161084907628332	2.683722585889577	1.8942096563162567
2.963486952886955	2.770490505755041	4.969699101306293	6.959065350923099
3.401842480650003	1.56663941563389	1.9235258104539512	1.2601236806976235
2.20182386360119	4.020972753002074	3.8515144643237487	13.079952703374365
3.034439404688093	4.700821969686175	2.0318819661198098	4.748786616574626
3.522242498828553	4.8261471370959415	1.9630778076796895	3.7666146992903626
2.577598767668832	2.9734368506065434	1.599159083999122	3.0559818216416197
4.728595919765478	4.953784487115279	1.5960733429623355	2.105967793315468
2.0943937724319985	1.9636912226715584	3.68115072260566	6.655578892688001
2.4234194595269303	4.739862130259043	1.5403655215377268	5.127688166900466
3.867997137838172	4.569910130034829	1.4382496918046157	2.3130356581763873
4.793737774231165	4.223789012382859	3.571241496347432	3.9703365197210037
2.2497472292906644	1.025609194219566	3.439164116059408	2.8449188350082513
4.580808178128993	2.14590317244202	3.52001799873114	2.0842816280409613
4.3451521314591375	1.7088253769462498	4.3675274979144	2.2528566028943686
4.260364135832184	3.791374374078481	1.4919413733899942	1.7487145490357674
4.810140726848578	3.897643388431866	2.123819489219834	2.168500379528102
3.2818217115519595	3.627279110103688	1.5119642236836297	2.4493525326628367
3.6887767428653455	1.4432288964132658	3.2994964611915387	1.7769100880655884
3.2929270644472366	2.6755584222833546	1.7850826934363044	2.101623420780152
4.353759925888653	1.6824917807238196	1.0366895738217328	0.5241375752770824
2.7656292147508514	1.451499372409312	1.46926996556281	1.1987971455856672
2.606111061394161	4.848821075466012	2.049526804454568	6.163486867573185
2.363528537910877	4.76274813418593	2.9822292812871383	10.421599236302207
2.2506672938993915	4.086020564339276	2.002424000637097	6.502274869585222
4.4568781120538095	2.666922239182969	1.1147182267834612	0.8584399471232685
4.996013893572036	1.3677602621052865	3.1837180185849405	1.1087347784250143
3.746221450560249	2.2197300991829647	1.2615399972924457	1.0267720200733117
4.531696040314811	2.397799555352365	1.1353143671233523	0.7728690256771634
4.157929047134546	3.870953708247421	1.5970355249130672	1.9625030196889537
4.8345219045733865	2.6404281977571884	1.2647766245898049	0.864112623357594
4.2607337542305554	3.801358183785051	2.50964074197041	2.9088507118638143
4.006226596592611	4.983937520624685	2.42262280509106	4.083266536603108
3.1480357840896787	4.384356391234501	4.192212438262149	8.562317691758373
2.6993256609767307	2.312062201484752	2.0927551291773567	2.8693932142678187
4.066441401155903	4.640409527657724	3.8846228382166736	5.988170759938606
3.9355523863796686	3.8885745634636057	3.515604438850859	4.668766917134234
2.1946119674074547	1.1882841995824078	2.682052949495589	2.6911877422982817
4.560226463692438	2.1285380232802344	2.1974742875239928	1.325728592315803
4.925652799097076	1.6012303338238194	2.1040434946956594	0.8601633017533501
4.6191363940670165	2.994988018509362	4.962578599692849	4.1244300517534285
4.228993295765606	3.770791954998189	3.5693289171969296	4.188801999972609
4.06680316109073	1.185536416639164	3.968187807498532	1.52259682847674
4.063535865767041	4.838480865428679	2.317601728203565	3.6363121673528913
4.924971891850343	2.657319412217555	4.868969745591769	3.2898609838712396
3.142773897199454	1.347800042390645	3.650322947844985	2.2844595770231746
4.367686623092773	4.658410066691448	2.615419696777112	3.6522196714529844
4.751481459899684	2.087641006437039	3.19272941598724	1.7733674094086154
3.578114877367649	1.6682810307072062	1.3222303200542995	0.8531427847506643
3.5438619649296546	2.376899766052981	2.469288526942707	2.315937903118802
3.8995296059739584	1.8427727483463023	2.6505335308677207	1.6531950214864226
4.952185587925039	2.511518733482065	4.128420531617617	2.62185683846433
4.331690898514573	3.9725289345360935	4.529429131152381	5.423801497247745
3.950557122926437	1.8283518783210504	2.2527763280220308	1.4097276025504528
2.723771587337285	3.2606238012638253	1.0690196467856992	2.0117720273483464
2.709913368083067	4.856500531127637	4.725759402465961	13.47891429464114
4.077697477475739	3.239336668822835	3.982723169936736	4.154892039570827
4.163360804783716	2.880281654268729	3.774854575602972	3.415803040771449
3.1087206985394977	4.1552825092282815	4.460506229799072	8.799710083506008
3.6092922199290216	1.4990072588256522	3.0887776160139184	1.7721746871889166
2.480776205020492	3.857818540112111	4.573231459403885	11.943756175726525
4.760152027661153	4.74323240965141	3.721995241722572	4.722135305530675
2.990757910804572	1.6826503723710124	3.2626362731991394	2.7622492940218724
3.954042584973364	4.0212834161811655	4.376954906874378	5.896698016633766
2.0959746333840696	3.998925079057188	2.6652633434797908	9.703794785356179
3.5742720037462514	3.5494370592218853	4.089372632796011	5.638312613072281
3.0843559013454147	4.948686167767732	1.350092973151285	3.1364824332730845
2.50715651438707	2.122783764755551	3.795985423347915	5.389550031503103
2.110252114383271	3.1667495120122005	1.8056161578766177	5.249696641739051
3.063367572174025	3.62825120705809	3.378036439320888	5.909575712706333
3.2545340570658574	4.348817438233496	4.025211071061481	7.676428075697328
2.404231692648418	3.376154704374308	1.930266717635054	4.60658804558908
2.485577642866328	2.177758525013854	2.38548858707162	3.5221750733093558
3.219046600824967	2.639346394432152	2.19077707626842	2.639070416554293
3.5776680753499885	4.339700934847933	3.6045360638303454	6.110306488486899
2.152518982199481	4.737588158470366	1.3300639289328826	5.417944741735486
4.988287432131637	4.6577568211975375	3.684387630999484	4.377330305248166
3.6073720218000185	1.9319682825025843	3.447831372968884	2.5746042503059527
2.0112558177355586	1.212737809936384	3.663026032387244	4.413593293019451
3.391612128797049	2.7726919799586787	3.046392938023	3.5693168807024223
3.294653267207228	3.1713387824525023	3.4440370692486315	4.761013863005682
4.389008391284716	2.1021268785613265	3.1675512743728382	1.9604882881608052
2.4422751437518584	2.7496404720777994	3.508123634310244	6.634724939942952
4.903729032501498	4.380864889574623	4.654230012148638	5.170178624904454
2.716718008520324	2.7733288744312765	1.426163363168604	2.3339589180564775
2.166914220992164	1.3866316508777945	3.654778620281272	4.3533355035572034
2.9775248107227688	4.765082711831742	3.0625750583302795	7.546203223996078
3.995496181924987	4.728396902686791	4.894410018331037	7.80744223586293
3.497868914334361	4.096689610184283	4.234564295859806	6.910760755474569
4.769784461774352	2.0863104933508407	2.42498209355428	1.3794054083171547
3.07416144141456	2.8442081234585976	1.329928715754494	1.8102554091284857
2.0338300854909583	1.1722058137630058	3.9455653334972527	4.470750238353061
4.849163207977547	2.645879140623809	3.99929770817996	2.7573138019702625
2.1796408046317155	4.2230675935278565	3.6345214618202513	13.061566107836336
2.8081950259804738	4.599766506745728	1.7360753250932413	4.387572115597664
2.6822879189110496	4.66106437995288	1.8255664014690665	5.141304443115509
2.7982534145907825	4.814323359649155	2.765872687943068	7.385123463304178
3.8866867223146575	2.429283222023194	2.6814633772488694	2.2344373731558482
4.634572752627048	1.348382073010458	3.449730544067114	1.2816087801875773
2.781904446255276	1.3853541440006714	2.3834144999270785	1.831459420087246
4.28127416397712	1.1680263532572217	3.377594042082813	1.2243233090977323
2.8169586176490857	3.8484808644359294	2.9921597772307664	6.335549468382481
4.337723859143889	3.58908952338504	2.4802476115689696	2.6402531622697647
2.1259137654352105	4.538023154863621	3.690208297800434	14.68213198055189
4.812769132351178	4.633365960490772	2.970701527565192	3.613589930269257
4.321715332553845	2.074192083632576	4.971834796177896	3.1174153379877887
4.936497566905968	4.2731201703453205	4.989156917682681	5.3565622670669235
